Real Sto Return,Running Reverse KL,Running Forward KL,Itration,Real Det Return
360.32,12.8793,49.1967,0,302.35
304.75,13.2763,49.253,1,262.64
372.31,13.6722,48.7006,2,405.92
149.39,15.8823,49.2362,3,298.37
491.95,17.3764,48.9323,4,426.4
395.7,27.797,49.1294,5,667.64
368.29,28.4252,49.2986,6,409.77
329.34,31.6418,49.9585,7,400.65
370.58,33.8657,49.3917,8,413.32
479.73,22.8635,49.5205,9,566.32
493.08,20.0125,48.5861,10,493.24
461.41,20.3227,48.213,11,468.87
514.25,20.3933,48.2949,12,492.31
547.74,17.8339,48.6524,13,456.02
509.78,18.9124,48.1495,14,534.66
467.17,23.9907,48.4284,15,496.51
497.59,28.4652,48.956,16,511.71
503.75,19.48,49.1657,17,520.49
512.32,26.7755,48.6193,18,541.75
486.14,35.9432,48.3881,19,534.07
564.95,23.4894,48.124,20,624.95
557.34,18.7167,47.8441,21,618.37
626.81,24.1586,47.1446,22,638.89
937.82,21.2443,46.8737,23,1352.25
1420.2,12.1779,46.2949,24,2016.59
1902.03,12.664,46.7797,25,2042.18
1709.44,12.374,46.4401,26,1721.0
1663.6,12.34,45.6708,27,1850.8
1394.53,12.4838,45.9803,28,1411.86
1688.58,14.1194,45.9179,29,2176.32
1947.05,13.3107,46.5823,30,614.44
1805.48,12.5978,45.6241,31,2183.1
2056.82,13.2129,45.858,32,2484.72
2088.93,12.7111,45.7822,33,2258.3
2378.39,13.0198,45.3228,34,2437.72
1812.88,13.7682,45.7274,35,1663.96
2129.03,14.2113,45.5614,36,1845.5
2513.43,15.3473,45.3112,37,2469.87
2027.14,13.4149,45.3863,38,1666.46
2084.42,14.5215,45.4168,39,2645.4
2923.59,16.499,44.9967,40,3118.12
1235.25,13.398,46.0368,41,1457.52
2152.52,16.6699,45.9622,42,2654.86
2958.99,15.8278,44.0934,43,2368.79
3193.35,15.6048,45.0068,44,3522.56
2929.43,16.7314,45.315,45,3327.32
1435.44,15.3667,45.7763,46,1742.48
2949.51,15.1348,45.3785,47,2437.91
3011.19,17.0081,44.9402,48,3568.57
3269.35,16.8385,44.7905,49,3517.51
2938.19,15.8227,45.1645,50,3402.16
3503.93,16.8224,45.2591,51,3586.9
2733.27,18.375,44.9344,52,3607.22
3639.72,17.0921,44.7281,53,3761.32
3669.61,18.4512,44.8826,54,3813.34
3705.22,20.0669,45.2827,55,3787.43
3763.73,16.8487,44.2899,56,3738.79
3687.31,19.0673,44.9665,57,3558.86
3891.77,21.7371,45.292,58,3900.16
3766.27,19.2303,44.9139,59,3920.84
3955.36,19.0884,44.4641,60,3808.84
3973.75,21.2386,45.732,61,4076.5
4136.47,19.1411,44.6927,62,4157.07
3611.88,18.7199,45.0566,63,3981.43
3493.56,18.7531,45.1399,64,4019.46
3945.96,19.2857,44.8256,65,3951.44
3096.1,15.889,44.7949,66,3756.41
3517.7,21.4947,45.5565,67,4129.1
3867.95,20.7222,45.6245,68,3988.45
3437.74,17.2546,45.1716,69,4257.88
3936.81,17.908,45.05,70,4406.19
4108.25,20.6598,45.1733,71,4078.81
3474.23,16.4554,45.8167,72,4089.68
3229.01,25.5525,45.8829,73,4382.03
3828.51,17.9002,44.7078,74,4012.22
4251.49,21.2329,45.3331,75,4286.64
4214.4,19.1712,44.5508,76,4075.72
3804.48,18.6982,44.5154,77,3962.37
3622.2,19.7466,45.6541,78,4365.94
3086.28,18.9045,44.4717,79,4313.2
2527.63,21.5696,45.7282,80,4395.27
3881.3,20.0248,44.9047,81,4295.59
4116.55,19.7391,45.1974,82,4179.09
4082.7,20.8345,45.4803,83,4151.2
3359.23,22.9976,45.1432,84,4418.35
4191.3,21.4053,44.8611,85,4257.96
4023.71,18.5411,44.354,86,3988.73
4123.0,21.0118,45.0955,87,4121.7
4088.07,22.7737,45.5096,88,4243.66
3226.2,21.4649,44.9569,89,3128.81
4088.53,19.7338,44.5911,90,4106.55
4171.76,20.2658,44.6486,91,4123.65
1840.06,25.5619,46.0402,92,3632.88
4087.72,20.3198,44.7491,93,4009.03
4167.67,20.9033,45.2307,94,4161.63
4103.94,19.4282,45.3158,95,4055.77
4252.53,21.1476,45.0284,96,4287.19
4162.25,20.001,45.098,97,4321.46
4116.89,21.3876,44.8008,98,4126.11
4290.4,20.7859,44.6516,99,4133.96
3885.24,22.535,45.4928,100,4316.77
3981.4,19.4463,45.0902,101,4168.04
4278.2,20.5403,44.7013,102,4175.95
3846.87,18.6771,44.7462,103,4208.36
3908.99,20.0878,45.1174,104,4299.42
3913.93,20.4239,44.1878,105,4234.97
4222.29,19.3458,43.7407,106,4178.71
4256.54,19.1387,44.2741,107,4232.25
3853.08,21.2256,45.5505,108,4232.72
3852.67,19.5062,44.0015,109,4154.86
2900.53,18.3965,43.6528,110,1358.32
4161.17,19.847,45.228,111,4212.24
4178.29,20.413,44.99,112,4131.55
3759.84,18.1384,44.3176,113,3948.88
3846.8,20.0049,43.76,114,4306.68
4071.83,19.1543,44.9336,115,4204.66
2659.55,16.799,45.4734,116,1651.06
4306.95,20.6695,45.2009,117,4189.13
4168.95,19.6807,44.1612,118,4183.95
4298.79,21.0918,44.362,119,4367.12
3999.16,19.7025,44.4267,120,4022.65
3852.14,23.8515,45.0212,121,4103.32
4061.07,20.4174,44.8278,122,4018.78
4207.14,21.0819,45.078,123,4323.04
3987.98,22.4659,44.9883,124,4185.02
4213.72,19.403,43.8493,125,4283.34
4124.2,18.2018,43.753,126,4274.09
4166.55,21.3764,44.3279,127,4284.34
3757.74,18.6363,43.2698,128,4553.88
1253.49,27.8566,46.9037,129,4022.18
3918.65,18.2175,44.6401,130,4071.43
3973.7,17.699,45.0834,131,4162.39
3820.19,17.1537,45.1994,132,4430.78
4332.1,19.6939,43.7368,133,4364.58
4317.65,18.8487,45.1552,134,4281.47
4205.63,22.0545,44.9881,135,4267.6
3618.21,20.0111,44.3984,136,4267.28
4250.44,19.0155,43.6561,137,4322.39
4405.16,20.7946,44.4004,138,4375.39
4220.88,20.5717,43.8264,139,4305.23
4086.63,19.7344,44.9382,140,4365.21
4266.99,19.0464,43.5855,141,4244.91
4268.13,20.1599,43.8895,142,4261.22
4218.91,20.1982,44.065,143,4231.96
3920.28,21.6867,44.3696,144,4416.8
4295.56,19.8754,43.7871,145,4252.16
4310.21,19.8663,44.0128,146,4368.64
4305.41,18.8288,43.9415,147,4281.42
3966.24,17.3828,44.2344,148,4110.4
4047.5,18.7174,43.3257,149,4300.85
4214.74,20.8086,44.4166,150,4194.05
4146.8,18.803,43.7127,151,4243.16
4234.77,18.9944,43.4991,152,4308.01
4192.44,17.4282,42.9519,153,4355.88
4099.18,20.2766,44.428,154,4230.26
3620.84,17.1979,44.0046,155,4142.76
4085.64,20.9397,44.8545,156,4160.22
4186.02,21.4186,45.002,157,4360.45
4298.63,20.8313,44.721,158,4290.14
4409.25,18.8915,44.1903,159,4331.97
4339.24,20.6237,44.3093,160,4368.56
3616.37,15.7546,44.4572,161,3360.93
4150.97,20.5289,43.6157,162,4422.17
4429.57,17.7111,43.9187,163,4388.54
3770.52,16.9253,44.1214,164,4461.65
4296.71,18.9092,43.7716,165,4187.98
4253.48,19.0945,44.1072,166,4163.94
4356.42,19.6593,44.0047,167,4421.54
3352.47,18.9762,45.2115,168,4366.95
4290.64,19.3322,45.0892,169,4324.9
3902.73,19.1101,43.5264,170,4455.22
4240.81,19.3531,43.4845,171,4334.83
4199.19,19.6668,43.5749,172,4291.94
4110.8,19.9361,43.4199,173,4439.7
4450.48,20.3222,43.8171,174,4358.06
3965.68,17.9689,44.146,175,4485.65
4363.29,18.8125,44.3676,176,4337.3
4458.58,19.2446,43.1803,177,4478.27
4403.09,18.814,42.7997,178,4325.77
4327.55,19.8322,43.6197,179,4212.69
4396.77,17.5349,43.2817,180,4433.69
4003.82,18.1701,42.989,181,4462.21
4256.16,20.7438,43.8764,182,4408.76
4391.58,19.2195,43.369,183,4335.91
4048.76,17.3467,44.3526,184,4224.42
4149.55,19.1802,44.0177,185,4537.12
4232.94,20.4739,43.4542,186,4517.72
4418.06,20.5906,43.8639,187,4409.98
4284.05,18.8777,43.6301,188,4471.37
4464.25,21.0139,43.5195,189,4487.51
4336.38,19.2203,43.1742,190,4409.46
2916.89,25.6056,43.3058,191,4574.56
4216.01,20.819,44.2214,192,4466.46
4453.54,22.1845,44.1319,193,4655.79
4029.67,19.5255,44.0977,194,2742.51
4299.58,18.7941,44.0483,195,4544.11
4240.94,20.2346,43.3633,196,4589.57
4228.83,21.1389,44.0167,197,4536.55
3286.79,19.9648,44.5565,198,4372.89
4238.24,21.3761,44.886,199,4357.96
4410.85,20.0264,44.0935,200,4317.96
4263.1,18.9405,43.84,201,4457.87
4326.96,19.6836,43.8008,202,4333.24
4271.56,19.4556,43.9179,203,4288.5
4140.28,20.1551,44.7593,204,4331.42
4413.93,20.9375,44.9236,205,4342.32
4368.11,21.0665,44.2741,206,4473.92
4181.78,19.2791,44.2724,207,4488.3
4226.26,21.2295,44.3303,208,4479.45
3999.08,21.3819,45.5795,209,4538.26
4134.5,21.5599,44.1795,210,4607.14
4489.44,21.0131,44.332,211,4397.15
2891.25,18.2631,45.4582,212,4603.36
4307.4,21.1869,44.4487,213,3893.61
3786.6,19.127,45.1164,214,4524.0
3446.1,19.6834,45.1483,215,4503.25
4293.77,20.026,44.0441,216,4384.53
4108.11,20.5421,43.9758,217,4290.98
4074.77,20.3986,44.4656,218,4302.92
4240.6,19.0289,43.2676,219,4303.47
4414.77,21.3239,44.4699,220,4466.78
4176.09,19.8281,43.5209,221,4426.17
4437.84,19.8526,45.0106,222,4461.71
4227.25,20.4611,44.738,223,4448.74
4369.23,20.4961,44.3642,224,4483.91
4381.87,21.0054,44.2065,225,4567.56
3783.17,21.4328,44.7388,226,4149.79
4149.86,18.5481,44.0531,227,4208.02
4438.7,20.1909,43.9694,228,4382.24
4431.41,19.2504,44.5596,229,4402.78
4124.89,19.6783,43.3941,230,4433.76
3585.28,20.964,44.2087,231,4520.63
4281.49,18.9289,44.6149,232,4488.83
4332.49,18.4838,43.3427,233,4535.24
4315.91,20.0304,43.6494,234,4522.28
3969.1,19.3709,44.1036,235,3531.38
3930.06,18.4114,43.8474,236,4363.11
3785.32,20.4327,44.2051,237,3724.59
3886.76,19.6415,43.29,238,4427.06
3540.53,18.651,44.1757,239,3797.4
3826.74,18.936,43.4119,240,4390.6
3990.52,19.6671,43.5453,241,4459.75
2769.56,19.3696,44.0803,242,4289.76
4184.34,18.8741,43.5993,243,4279.14
4372.42,18.1003,43.0782,244,4494.75
4327.39,18.8754,43.6788,245,4457.02
4242.27,18.4422,43.415,246,4417.4
4351.44,18.1499,43.7521,247,4390.55
4035.55,18.3963,43.9793,248,4409.46
3609.11,18.1538,43.2666,249,4543.49
3910.35,18.0701,42.8497,250,4511.79
4353.07,18.8203,43.792,251,4444.53
4371.99,18.8692,42.9472,252,4434.66
4028.57,18.3926,43.5293,253,4438.22
3772.27,18.8869,43.2063,254,4425.39
