Running Env Steps,Reward Loss,Real Sto Return,Real Det Return,Running Update Time,Running Forward KL,Itration,Running Reverse KL
500000,-1493.9578857421875,4563.01,4790.81,100,36.4886,100,15.0011
505000,-1483.8580322265625,4636.6,4821.72,101,36.3942,101,14.9744
510000,-1426.1126708984375,4681.72,4957.87,102,35.8337,102,14.385
515000,-1503.7247314453125,4506.18,4810.54,103,36.8113,103,14.7455
520000,-1529.1851806640625,4677.41,4862.06,104,36.2408,104,15.2681
525000,-1596.857177734375,4645.77,4837.73,105,36.2491,105,14.2717
530000,-1429.11572265625,4745.66,4925.89,106,36.0573,106,14.6373
535000,-1614.93212890625,4619.02,4749.42,107,37.5504,107,15.2508
540000,-1496.6358642578125,4511.74,4768.21,108,36.2105,108,14.4886
545000,-1506.3221435546875,4606.35,4833.17,109,36.2668,109,13.9964
550000,-1493.5240478515625,4383.1,4882.4,110,36.0809,110,13.9127
555000,-1616.924072265625,4734.7,4898.39,111,35.8551,111,14.5614
560000,-1614.1103515625,4298.15,4907.97,112,36.6171,112,13.2572
565000,-1601.191162109375,4718.78,4840.18,113,35.2909,113,14.3336
570000,-1661.801025390625,4624.54,4806.29,114,36.2288,114,14.7284
575000,-1621.464111328125,4623.25,4872.75,115,36.5676,115,14.5842
580000,-1644.313720703125,4710.07,4922.86,116,35.3322,116,14.5491
585000,-1741.3541259765625,4682.93,4752.39,117,36.7611,117,15.2421
590000,-1647.97705078125,4684.46,4967.1,118,35.789,118,13.8783
595000,-1649.921142578125,4446.66,4853.83,119,35.5426,119,14.2538
600000,-1664.228515625,4529.15,4910.78,120,35.6247,120,14.5625
605000,-1607.154541015625,4760.96,4919.52,121,35.2514,121,14.4278
610000,-1670.7603759765625,4705.5,4853.97,122,34.6352,122,13.8996
615000,-1707.8929443359375,4713.38,4966.19,123,35.2932,123,13.9488
620000,-1820.3121337890625,4547.82,4881.18,124,36.0222,124,15.7739
625000,-1705.76025390625,4704.99,4903.33,125,35.416,125,14.0364
630000,-1714.001953125,4738.13,4918.91,126,34.8996,126,14.6094
635000,-1684.4017333984375,4792.67,4938.52,127,34.9221,127,14.1022
640000,-1748.5615234375,4722.07,4953.41,128,35.3937,128,13.638
645000,-1724.7193603515625,4549.0,4909.15,129,35.6828,129,14.2998
650000,-1684.0213623046875,4804.62,4985.47,130,35.901,130,14.0616
655000,-1786.3541259765625,4747.43,4905.19,131,36.2271,131,14.7862
660000,-1821.2034912109375,4758.66,4882.73,132,35.2484,132,14.089
665000,-1893.788818359375,3836.72,4877.52,133,36.3524,133,14.5384
670000,-1953.1572265625,4639.61,4780.74,134,35.652,134,14.0616
675000,-1957.31298828125,4443.58,4992.14,135,35.8859,135,13.1386
680000,-1807.412841796875,4752.99,4962.74,136,35.2334,136,13.8398
685000,-1772.748046875,4781.98,4969.57,137,35.0926,137,14.1439
690000,-1866.62255859375,4339.03,4957.96,138,35.1117,138,13.9
695000,-1843.7576904296875,4823.88,4904.76,139,34.5636,139,14.2643
700000,-1890.7015380859375,4776.66,4904.43,140,34.7741,140,13.4865
705000,-1794.8052978515625,4810.76,5021.11,141,34.2587,141,13.4741
710000,-2008.76611328125,4112.81,4984.96,142,35.2137,142,14.2308
715000,-2031.4403076171875,4728.02,5112.71,143,35.0059,143,13.5468
720000,-1883.01953125,4812.92,4994.23,144,35.0994,144,13.8279
725000,-1856.8863525390625,4801.37,4968.22,145,34.9629,145,13.7454
730000,-1839.9617919921875,4825.94,4978.7,146,34.4519,146,13.6547
735000,-2702.611083984375,3231.22,5026.77,147,35.7017,147,22.7732
740000,-1895.7440185546875,4833.52,4918.7,148,35.2759,148,14.3658
745000,-2004.595947265625,4765.14,4916.22,149,35.2866,149,14.1361
750000,-2015.1971435546875,4826.95,4991.54,150,35.2363,150,14.0263
755000,-1908.8079833984375,4868.2,4982.92,151,35.0112,151,13.7565
760000,-1903.4981689453125,4954.41,5176.76,152,34.3732,152,13.8811
765000,-2092.80224609375,4891.69,5095.69,153,34.562,153,14.0554
770000,-1979.6895751953125,4811.25,4932.89,154,34.3095,154,13.4901
775000,-1985.1400146484375,4835.94,4997.43,155,33.6077,155,13.0016
780000,-2106.507568359375,4868.27,4937.24,156,34.1455,156,13.7522
785000,-2068.099365234375,4866.11,4968.91,157,34.9632,157,13.8704
790000,-2038.02783203125,4696.68,4993.36,158,34.0852,158,14.259
795000,-2035.53076171875,4921.69,5145.56,159,34.2911,159,13.271
800000,-1962.4935302734375,4934.71,5130.22,160,33.5303,160,13.578
805000,-2007.6483154296875,4827.47,4987.15,161,34.4347,161,13.2942
810000,-1894.4207763671875,4928.99,5107.56,162,33.0836,162,13.4636
815000,-2249.498291015625,4856.02,5045.72,163,34.5913,163,13.7958
820000,-1901.0557861328125,4881.96,5033.39,164,33.9345,164,13.3088
825000,-2231.3427734375,4852.85,5076.45,165,35.2446,165,13.7814
830000,-2087.969970703125,4909.55,5036.67,166,34.2669,166,13.5988
835000,-2177.82958984375,4867.32,4995.98,167,34.0796,167,13.9661
840000,-2224.315673828125,4891.9,5125.86,168,34.3787,168,13.0224
845000,-2118.11328125,4775.92,5009.85,169,33.8142,169,13.5518
850000,-2182.121337890625,4925.29,5024.61,170,33.7791,170,14.0176
855000,-2051.189208984375,4835.12,5093.52,171,32.7041,171,13.1186
860000,-2194.15380859375,4916.24,5087.63,172,33.4153,172,13.7849
865000,-2203.48486328125,4859.83,5011.48,173,32.9372,173,13.1974
870000,-2260.220947265625,4796.59,5088.93,174,33.7742,174,14.1591
875000,-2322.296630859375,4983.66,5180.01,175,34.2972,175,13.8803
880000,-2198.89404296875,4944.15,5019.68,176,32.8332,176,13.7568
885000,-2357.481201171875,4877.02,4970.79,177,33.6719,177,13.9503
890000,-2305.44189453125,4914.63,5060.93,178,33.5251,178,13.218
895000,-2542.462890625,4621.63,5028.86,179,34.4519,179,12.9441
900000,-2083.803466796875,4894.38,4989.93,180,32.8292,180,12.8073
905000,-2326.31591796875,4902.09,5013.75,181,34.2474,181,13.3108
910000,-2262.590576171875,4867.45,5028.56,182,33.3847,182,13.0592
915000,-2449.320556640625,4860.67,4950.86,183,34.8152,183,14.379
920000,-2331.990234375,4970.93,5130.04,184,33.1753,184,13.3872
925000,-2346.5087890625,4829.68,4906.24,185,33.3165,185,13.6214
930000,-2173.2685546875,4993.52,5023.39,186,32.1569,186,13.0602
935000,-2340.849365234375,4947.08,5061.76,187,33.2545,187,13.1209
940000,-2322.93408203125,4952.62,5064.83,188,32.3281,188,13.1384
945000,-2405.727783203125,4938.68,5143.63,189,33.5609,189,13.1603
950000,-2266.243408203125,4974.83,5124.03,190,32.9902,190,13.3453
955000,-2466.41552734375,4882.58,5006.75,191,33.6351,191,12.9882
960000,-2406.314453125,4961.6,5074.51,192,33.1725,192,13.0366
965000,-2330.000732421875,5003.82,5097.9,193,32.3589,193,13.5534
970000,-2290.288818359375,4968.58,5154.67,194,32.836,194,13.498
975000,-2445.172119140625,4957.04,5051.66,195,32.6458,195,13.478
980000,-2372.8837890625,4945.05,5085.83,196,32.9478,196,12.5162
985000,-2502.61669921875,4913.41,5009.06,197,32.6468,197,12.8902
990000,-2587.199462890625,5005.16,5153.94,198,33.4543,198,13.4212
995000,-2480.0,4794.25,4999.63,199,32.5892,199,13.8236
1000000,-2621.248291015625,4919.09,5059.23,200,33.3489,200,13.9209
1005000,-2588.98828125,4968.55,5022.01,201,33.3631,201,13.8855
1010000,-2600.532958984375,4998.22,5079.61,202,33.3551,202,13.6048
1015000,-2479.99755859375,4898.5,5083.26,203,31.6536,203,14.0384
1020000,-2603.205810546875,4975.72,5045.87,204,32.9695,204,13.7254
1025000,-2567.962890625,4967.73,5023.59,205,32.7514,205,14.0926
1030000,-2656.66748046875,4950.28,5042.95,206,33.1246,206,14.0577
1035000,-2611.413818359375,4935.95,4969.07,207,33.0069,207,13.8282
1040000,-2656.07763671875,4863.63,5047.27,208,32.6655,208,14.2607
1045000,-2660.83251953125,4927.85,5011.44,209,32.7033,209,13.9646
1050000,-2736.53369140625,4939.12,4982.18,210,32.3812,210,13.1048
1055000,-2779.5146484375,4725.35,4967.94,211,32.8187,211,13.6636
1060000,-2753.49072265625,4784.2,4861.59,212,32.2451,212,13.5693
1065000,-2830.119384765625,4752.47,4990.85,213,32.374,213,13.1329
1070000,-2985.093017578125,4678.43,4921.18,214,33.7825,214,13.6558
1075000,-3003.323974609375,4881.25,4917.8,215,33.2857,215,13.6152
1080000,-2871.7294921875,4875.73,4972.13,216,32.378,216,13.6326
1085000,-2836.169189453125,4740.89,4987.41,217,32.5373,217,13.3176
1090000,-2937.99658203125,4969.31,5065.73,218,32.2046,218,13.7882
1095000,-2991.19482421875,4927.79,4914.69,219,32.9496,219,13.9672
1100000,-3154.436279296875,4906.93,5041.7,220,33.7224,220,13.9503
1105000,-2990.8779296875,4977.44,5025.43,221,32.2658,221,13.5935
1110000,-2876.23828125,4842.32,5015.83,222,31.9771,222,14.3261
1115000,-2942.197509765625,4901.56,4999.37,223,32.556,223,13.6175
1120000,-3032.333984375,4945.14,4865.34,224,32.2043,224,13.3506
1125000,-3017.162109375,4939.8,4923.79,225,32.1303,225,13.0427
1130000,-3150.54052734375,4867.08,5055.89,226,32.8522,226,13.3817
1135000,-3135.503662109375,4958.64,5037.79,227,32.7734,227,13.5353
1140000,-3117.563720703125,4996.79,5064.53,228,32.7181,228,13.7327
1145000,-3009.14501953125,4857.41,5133.55,229,32.2358,229,13.0433
1150000,-2831.652587890625,5060.51,5152.34,230,31.5477,230,13.06
1155000,-2973.19580078125,5009.59,5048.65,231,31.6125,231,13.2009
1160000,-2928.507568359375,5052.0,5138.67,232,31.7368,232,13.1683
1165000,-3109.9736328125,4841.78,5233.8,233,32.5464,233,13.1425
1170000,-3095.2109375,5018.52,5053.9,234,32.4201,234,13.1119
1175000,-3277.80712890625,4733.13,5103.23,235,32.2339,235,11.9817
1180000,-3525.986083984375,4423.96,5060.79,236,32.5908,236,12.7437
1185000,-2940.76904296875,4841.95,5136.27,237,31.497,237,12.9134
1190000,-3170.67431640625,5024.05,3087.28,238,32.5723,238,12.6496
1195000,-3090.00146484375,4828.22,5129.58,239,31.9463,239,12.765
1200000,-3114.90771484375,5038.49,5097.4,240,32.0067,240,12.811
1205000,-3190.53466796875,5061.44,5059.97,241,32.0428,241,12.663
1210000,-3433.194091796875,4743.71,5102.14,242,32.6539,242,12.8701
1215000,-3133.973388671875,4924.76,5018.73,243,31.8779,243,12.9944
1220000,-3147.4951171875,5000.55,5109.25,244,31.9404,244,12.8305
1225000,-3170.66064453125,4998.94,5204.02,245,32.2077,245,13.0777
1230000,-3753.75341796875,4943.53,5056.86,246,32.0937,246,12.5568
1235000,-3311.691650390625,5026.86,5218.89,247,31.7627,247,12.8012
1240000,-3342.530029296875,4993.22,5167.89,248,32.5695,248,13.2801
1245000,-3633.743896484375,4819.43,5135.71,249,32.3604,249,12.4845
1250000,-3313.448974609375,4909.98,5233.13,250,32.2584,250,13.2221
1255000,-3108.322509765625,5097.47,5307.48,251,31.3464,251,13.3682
1260000,-3254.99951171875,4881.72,5291.54,252,31.914,252,12.5751
1265000,-3459.633544921875,4905.86,5060.8,253,32.3731,253,12.4483
1270000,-3222.81689453125,4934.67,5070.53,254,31.3667,254,12.7566
1275000,-3303.37060546875,4818.55,5065.32,255,31.3573,255,12.2573
1280000,-3627.1416015625,4843.16,5012.1,256,31.6505,256,12.2722
1285000,-3808.432861328125,4888.54,5084.1,257,31.9554,257,12.2677
1290000,-4054.99658203125,4980.07,5155.75,258,32.5312,258,12.1132
1295000,-3697.67041015625,4976.44,5287.37,259,32.3107,259,12.618
1300000,-3533.7294921875,4942.45,5187.16,260,31.2374,260,12.5031
1305000,-3787.48974609375,4889.04,5155.77,261,31.6087,261,12.5888
1310000,-3615.73974609375,4954.24,5210.46,262,31.7977,262,12.8174
1315000,-3594.03515625,5109.4,5234.31,263,31.9244,263,13.1221
1320000,-3467.777587890625,4996.97,5120.44,264,31.2863,264,12.5029
1325000,-3674.140869140625,5046.24,5053.47,265,32.0516,265,12.5317
1330000,-3643.84765625,4965.78,5092.64,266,31.8383,266,12.5167
1335000,-3744.060302734375,4715.36,5164.59,267,31.907,267,12.77
1340000,-3751.073486328125,5063.17,5234.32,268,32.0502,268,12.6395
1345000,-3666.842529296875,4903.54,5261.53,269,31.3131,269,12.4618
1350000,-3746.493408203125,5061.78,5253.58,270,31.1982,270,12.9004
1355000,-3832.31103515625,4789.81,5128.63,271,31.8263,271,12.8554
1360000,-4021.138427734375,4923.37,5081.31,272,32.4658,272,12.8941
1365000,-3856.89404296875,4982.72,5091.26,273,32.3159,273,12.8008
1370000,-3958.166748046875,5020.03,5127.91,274,32.5773,274,12.8269
1375000,-4095.316162109375,4927.74,5133.64,275,32.1612,275,12.8048
1380000,-3827.31494140625,5081.59,5275.18,276,32.1249,276,12.7438
1385000,-3844.239013671875,5038.02,5163.78,277,31.2712,277,12.4791
1390000,-3995.638427734375,5059.22,5275.6,278,32.3092,278,12.936
1395000,-3978.94140625,5057.34,5301.74,279,31.2371,279,13.0022
1400000,-3854.5947265625,5019.93,5263.06,280,31.9186,280,12.7037
1405000,-3888.860595703125,5056.13,5318.6,281,32.0379,281,13.1883
1410000,-4072.4970703125,5046.34,5286.01,282,31.6035,282,12.6446
1415000,-4016.117919921875,5000.26,5248.89,283,31.8742,283,12.3533
1420000,-4022.718017578125,5030.47,5235.28,284,31.4789,284,12.9492
1425000,-4129.099609375,5052.39,5239.46,285,32.2808,285,13.0389
1430000,-4036.6220703125,5043.22,5196.29,286,31.4003,286,12.7111
1435000,-3888.91357421875,5052.15,5282.61,287,31.1558,287,12.6169
1440000,-4057.3134765625,5057.25,5304.62,288,31.3585,288,12.3721
1445000,-4147.0693359375,5064.63,5281.71,289,31.7992,289,12.5346
1450000,-4226.64208984375,5061.02,5257.27,290,31.7257,290,13.2233
1455000,-4299.45703125,5053.79,5228.97,291,31.6337,291,12.995
1460000,-4274.046875,4986.2,5204.94,292,31.5777,292,12.5687
1465000,-4672.58154296875,4999.38,5188.2,293,33.2763,293,14.046
1470000,-4352.60546875,4970.27,5211.88,294,31.6946,294,12.7849
1475000,-4407.1962890625,5005.97,5210.61,295,32.2658,295,13.18
1480000,-4351.93212890625,5013.07,5111.18,296,32.0308,296,12.8187
1485000,-4399.3310546875,5022.78,5168.3,297,32.0026,297,12.7263
1490000,-4386.32177734375,5085.8,5213.94,298,31.8308,298,12.8747
1495000,-4315.9921875,5074.91,5212.54,299,32.2672,299,12.9605
1500000,-4399.37646484375,4996.37,5171.81,300,31.4309,300,13.1802
1505000,-4473.5517578125,5047.31,5189.77,301,31.6603,301,13.0028
1510000,-4365.947265625,5032.01,5193.58,302,31.3534,302,12.8614
1515000,-4644.2080078125,5052.5,5200.71,303,31.8971,303,13.3933
1520000,-4529.84033203125,5116.33,5273.36,304,31.3534,304,13.4123
1525000,-4545.31201171875,5116.32,5267.83,305,31.8585,305,13.4615
1530000,-4590.2421875,5119.21,5233.31,306,31.6324,306,13.0253
1535000,-4541.97607421875,5092.88,5220.42,307,31.4782,307,13.6787
1540000,-4804.32861328125,5062.08,5178.31,308,31.8747,308,12.967
1545000,-4535.81787109375,4981.88,5232.1,309,31.2059,309,12.9427
1550000,-4684.009765625,5105.36,5234.71,310,31.1761,310,13.3802
1555000,-4639.27001953125,5071.8,5208.25,311,31.4268,311,13.2762
1560000,-4784.095703125,5089.76,5255.45,312,31.4177,312,13.3816
1565000,-4783.35986328125,5075.22,5228.66,313,31.8325,313,13.2301
1570000,-4680.7236328125,5107.4,5343.34,314,31.764,314,12.7669
1575000,-4912.90576171875,5084.5,5301.82,315,32.2275,315,13.0347
1580000,-4686.40576171875,5121.92,5291.34,316,30.7193,316,12.9913
1585000,-4800.44580078125,5090.43,5300.67,317,31.5148,317,12.9211
1590000,-5061.34130859375,5026.69,5178.25,318,32.2773,318,12.3775
1595000,-4761.697265625,5121.58,5329.82,319,31.0989,319,12.924
1600000,-5003.7109375,5127.95,5294.0,320,31.6226,320,13.2676
1605000,-4805.22216796875,5096.57,5284.02,321,31.3553,321,12.7767
1610000,-4843.06103515625,5089.76,5244.65,322,31.1201,322,13.084
1615000,-4913.9052734375,5077.2,5246.39,323,31.353,323,12.3791
1620000,-5003.076171875,5085.92,5255.17,324,31.548,324,12.7585
1625000,-4979.7578125,5041.28,5212.74,325,31.7737,325,12.4949
1630000,-5160.25048828125,5032.89,5213.58,326,32.1409,326,12.8337
1635000,-4982.0078125,5071.59,5294.9,327,31.4987,327,12.6654
1640000,-4683.4150390625,5079.86,5265.39,328,30.4273,328,12.3312
1645000,-4985.26416015625,5094.28,5280.68,329,31.3976,329,12.8419
1650000,-5186.53271484375,5085.37,5260.08,330,31.6255,330,12.3747
1655000,-5103.8369140625,5058.23,5233.18,331,31.0287,331,12.3658
1660000,-4935.27978515625,5095.46,5241.63,332,30.7957,332,12.4063
1665000,-5112.46142578125,5070.35,5303.3,333,31.3096,333,12.2343
1670000,-5202.17431640625,5047.04,5289.97,334,31.3223,334,12.195
1675000,-5277.78759765625,5073.19,5320.7,335,31.3895,335,12.2245
1680000,-5198.0810546875,5016.85,5241.69,336,31.568,336,12.1935
1685000,-5215.17138671875,5086.93,5297.55,337,31.149,337,12.4333
1690000,-5047.80078125,4899.75,5326.64,338,30.8061,338,11.972
1695000,-5498.39501953125,4748.04,5270.79,339,31.7379,339,12.1817
1700000,-5329.578125,4825.41,5233.54,340,31.1761,340,12.3154
1705000,-5718.28857421875,4844.59,5231.08,341,31.589,341,12.5069
1710000,-5758.73828125,4994.88,5213.09,342,32.0145,342,12.2131
1715000,-5461.00927734375,4441.13,5292.59,343,31.3099,343,12.686
1720000,-5960.703125,5058.03,5265.71,344,31.2106,344,14.9434
1725000,-6122.76611328125,5070.63,5327.53,345,32.126,345,18.5232
1730000,-5965.0263671875,4680.91,5320.98,346,31.4719,346,17.3338
1735000,-5808.572265625,5013.91,5311.27,347,32.0581,347,12.5939
1740000,-5593.58837890625,4854.66,5358.81,348,31.8784,348,12.3904
1745000,-5714.044921875,5004.59,5315.24,349,32.1448,349,12.4769
1750000,-5570.95166015625,4863.1,5284.71,350,31.4646,350,11.9348
1755000,-6131.5830078125,5054.65,5361.85,351,31.7341,351,19.5414
1760000,-6132.0068359375,5050.15,5240.05,352,32.7216,352,13.8334
1765000,-9559.1787109375,171.07,146.7,353,50.2314,353,48.9645
1770000,-9940.0634765625,423.88,457.86,354,48.2,354,34.2099
1775000,-9685.953125,1007.24,781.81,355,44.4632,355,25.4637
1780000,-10630.9482421875,2524.63,2708.93,356,42.42,356,72.7062
1785000,-11065.6396484375,1529.62,704.37,357,42.9274,357,99.187
1790000,-7221.22509765625,4352.28,4274.37,358,35.4858,358,17.7533
1795000,-6824.9169921875,4757.88,4897.45,359,32.7466,359,15.9691
1800000,-6643.61767578125,4745.07,4992.93,360,32.9414,360,14.876
1805000,-6450.38134765625,4823.11,4925.93,361,32.3988,361,14.6243
1810000,-6879.865234375,4920.71,4992.24,362,32.4417,362,14.6583
1815000,-6923.19482421875,4924.72,4833.97,363,31.8833,363,14.5075
1820000,-6654.1572265625,4973.06,4892.74,364,31.7026,364,13.5403
1825000,-6477.19482421875,5047.18,5202.97,365,31.6546,365,14.4493
1830000,-6672.521484375,5037.33,5227.06,366,33.0495,366,14.3409
1835000,-6589.63134765625,5063.07,5246.29,367,32.3184,367,13.9322
1840000,-6815.22607421875,5018.17,5114.95,368,32.8274,368,13.7124
1845000,-7005.3056640625,5017.43,5218.02,369,33.336,369,14.3091
1850000,-6838.8896484375,5026.29,5217.51,370,32.0077,370,13.6427
1855000,-6751.130859375,5011.63,5217.89,371,32.3287,371,13.146
1860000,-6861.06787109375,4989.69,5129.83,372,32.4327,372,13.684
1865000,-6901.02294921875,5016.69,5248.23,373,31.9586,373,13.6745
1870000,-6821.52392578125,5027.26,5191.95,374,32.3704,374,13.7053
1875000,-6920.12060546875,5006.67,5238.07,375,31.9576,375,13.4845
1880000,-6816.650390625,5045.19,5305.72,376,32.2369,376,13.2166
1885000,-7046.08203125,4999.1,5265.35,377,32.9524,377,13.2049
1890000,-6739.87841796875,4969.89,5301.23,378,32.7845,378,13.4198
1895000,-6809.36083984375,5104.04,5326.48,379,32.8205,379,13.5825
1900000,-6924.64208984375,5075.99,5280.27,380,33.252,380,13.7488
1905000,-6817.35400390625,5111.83,5296.27,381,32.2553,381,13.7104
1910000,-6708.1923828125,5107.44,5310.68,382,32.0996,382,13.7427
1915000,-6684.91357421875,5103.9,5288.07,383,31.4845,383,13.3797
