Reward Loss,Running Forward KL,Real Sto Return,Itration,Running Env Steps,Real Det Return,Running Update Time,Running Reverse KL
-990.7313842773438,51.4205,1556.82,32,160000,1898.29,32,25.8744
-1041.374267578125,51.1193,1452.12,33,165000,2237.71,33,26.9701
-1317.524658203125,54.7979,1117.94,34,170000,1660.96,34,23.0712
-1233.6944580078125,52.2314,1259.42,35,175000,2095.09,35,24.6695
-1190.9393310546875,50.4414,1411.09,36,180000,2174.42,36,23.3652
-1456.7860107421875,52.9999,1380.03,37,185000,1667.5,37,22.8543
-1199.020751953125,50.6477,1433.99,38,190000,2399.36,38,23.4035
-1212.4937744140625,49.2197,1316.63,39,195000,1925.02,39,23.3791
-1476.446533203125,50.7971,1667.1,40,200000,2012.8,40,22.0688
-1185.80712890625,48.441,1759.84,41,205000,2587.9,41,22.0444
-1242.9227294921875,48.594,1974.77,42,210000,2742.41,42,23.5294
-1370.6046142578125,49.2011,1365.02,43,215000,1763.37,43,21.4816
-1510.5948486328125,49.8162,1684.59,44,220000,2081.21,44,22.3488
-1597.5330810546875,51.6013,1274.22,45,225000,1469.43,45,21.7101
-1452.160400390625,50.2038,1897.43,46,230000,2103.4,46,23.2031
-1500.6708984375,48.8561,2305.54,47,235000,3148.29,47,22.8266
-1373.5146484375,49.6381,1925.27,48,240000,3079.57,48,25.114
-1473.4912109375,49.7929,2479.38,49,245000,3314.2,49,26.4333
-1431.285400390625,49.3706,2383.33,50,250000,3201.0,50,25.8581
-1452.4327392578125,48.6663,2067.94,51,255000,3425.69,51,22.6593
-1522.868896484375,49.4273,2288.55,52,260000,3212.95,52,25.273
-1560.6527099609375,49.8605,2092.45,53,265000,3014.27,53,22.9589
-1576.672607421875,50.5948,2154.0,54,270000,2655.88,54,24.1358
-1711.8369140625,48.8565,2194.46,55,275000,3282.83,55,22.0762
-1731.7874755859375,50.3615,2145.97,56,280000,3310.96,56,24.6426
-2117.46240234375,53.422,1839.52,57,285000,3002.35,57,24.5857
-1737.8134765625,53.4992,2098.87,58,290000,2711.72,58,27.3617
-1893.245849609375,53.4108,2071.15,59,295000,3032.32,59,24.6082
-1670.0821533203125,52.2071,2719.63,60,300000,3436.9,60,30.7686
-1665.3426513671875,52.7523,2166.05,61,305000,3343.66,61,32.1787
-2214.18994140625,54.4274,2054.19,62,310000,2683.64,62,23.3181
-1861.7647705078125,52.4819,1654.31,63,315000,3065.57,63,26.3087
-1884.430419921875,52.2224,2753.87,64,320000,3453.92,64,26.948
-1787.2562255859375,53.9597,1830.74,65,325000,1920.65,65,27.7044
-2057.738037109375,53.9009,3213.41,66,330000,3142.52,66,29.2219
-1713.64208984375,53.2327,3056.55,67,335000,3103.21,67,30.7156
-1961.28662109375,53.7232,3125.28,68,340000,3994.99,68,29.0345
-2181.548828125,54.963,2086.21,69,345000,3548.26,69,26.1512
-2205.873046875,55.4228,3104.96,70,350000,3761.02,70,27.9254
-1823.6326904296875,56.1763,2640.86,71,355000,3775.29,71,32.8844
-2364.15087890625,56.4292,3164.77,72,360000,3766.78,72,27.6876
-1977.8663330078125,56.7032,2204.91,73,365000,3073.4,73,32.9997
-1862.4002685546875,57.298,2547.05,74,370000,4156.37,74,36.4835
-2347.684326171875,54.0922,2521.04,75,375000,3677.54,75,25.5975
-2365.338134765625,56.435,2257.98,76,380000,2469.62,76,28.7716
-2687.6875,58.1181,2867.39,77,385000,3792.83,77,29.3139
-2071.42138671875,57.528,2007.48,78,390000,2796.15,78,36.3945
-2451.5703125,57.2488,3225.45,79,395000,3786.76,79,31.7155
-2228.107177734375,58.8423,1891.66,80,400000,2631.05,80,37.0467
-2490.63818359375,55.1309,3509.18,81,405000,3962.21,81,31.4951
-2347.529541015625,59.1472,3292.38,82,410000,3465.56,82,36.6297
-2681.59228515625,58.2616,2453.75,83,415000,3107.1,83,31.0972
-2361.240478515625,56.9675,2614.63,84,420000,3152.56,84,34.425
-2612.696044921875,55.9782,2862.34,85,425000,3397.11,85,30.789
-2837.1943359375,58.9266,2553.77,86,430000,3014.49,86,33.314
-2795.416015625,57.7429,2594.93,87,435000,3424.11,87,33.8667
-2670.491943359375,58.3164,2588.09,88,440000,3131.42,88,36.8353
-2847.307861328125,60.619,2367.53,89,445000,3385.27,89,37.4914
-2692.013916015625,60.8442,2306.32,90,450000,2245.98,90,39.828
-2773.6103515625,57.8713,2120.74,91,455000,2590.24,91,34.5233
-3119.41748046875,59.946,2306.18,92,460000,2642.88,92,37.1516
-2716.028076171875,63.0567,2875.91,93,465000,3221.67,93,40.5285
-2913.067138671875,59.2356,3272.91,94,470000,3861.11,94,39.5681
-3036.52197265625,62.7364,2541.64,95,475000,2959.1,95,41.7888
-2962.003662109375,60.5054,2969.16,96,480000,3654.28,96,39.101
-3354.361083984375,60.724,3293.19,97,485000,2205.07,97,36.8923
-3268.78662109375,58.387,2539.2,98,490000,3632.22,98,36.3506
-3095.513916015625,60.4126,2869.38,99,495000,3066.12,99,40.3042
-3454.636474609375,57.6189,1993.62,100,500000,2515.3,100,34.1114
-3523.6259765625,59.1082,2620.1,101,505000,3881.78,101,34.4151
-3412.25927734375,60.1581,3292.0,102,510000,3963.49,102,39.006
-3358.544677734375,61.3364,2792.72,103,515000,2897.74,103,40.6793
-3611.77197265625,62.0382,2607.79,104,520000,4081.34,104,44.6715
-3751.66650390625,61.4883,3686.31,105,525000,4061.81,105,40.2918
-3899.118896484375,59.5703,2752.98,106,530000,1982.19,106,34.9132
-3599.98974609375,59.6051,3235.0,107,535000,3949.71,107,35.6586
-3910.0986328125,59.9829,2193.99,108,540000,2683.16,108,37.5194
-4004.33056640625,61.873,2395.65,109,545000,3101.54,109,37.1179
-4000.201171875,62.5327,3138.48,110,550000,4044.35,110,41.074
-4156.384765625,60.9219,2151.88,111,555000,2833.03,111,35.8062
-4307.65087890625,61.4332,2786.62,112,560000,3066.71,112,38.8895
-4240.69677734375,60.2094,2825.29,113,565000,3261.66,113,36.9032
-4410.8720703125,61.9895,2162.22,114,570000,2379.51,114,41.7452
-4287.35400390625,62.1897,3160.01,115,575000,3025.16,115,42.6564
-4709.9375,60.4613,3099.24,116,580000,2660.34,116,37.9092
-4411.1435546875,63.54,3898.56,117,585000,3672.43,117,43.1885
-4755.18603515625,61.4538,3097.56,118,590000,3594.75,118,40.4102
-4849.4384765625,62.8887,3934.33,119,595000,3635.54,119,43.0459
-4683.22119140625,61.2115,3363.27,120,600000,3732.08,120,40.7184
-5020.3828125,62.1612,3079.62,121,605000,4125.31,121,40.5736
-4879.28662109375,63.35,3352.82,122,610000,4011.39,122,40.3202
-4997.443359375,62.72,2946.38,123,615000,3053.13,123,42.0806
-5017.32568359375,64.6468,3378.67,124,620000,3923.6,124,43.3358
-5143.93310546875,61.7853,3938.61,125,625000,4068.51,125,40.4213
-5247.0205078125,64.0484,3447.4,126,630000,4344.38,126,41.9656
-5330.96337890625,63.783,2678.0,127,635000,3375.61,127,42.7055
-5430.703125,62.5452,3785.64,128,640000,4224.73,128,40.5036
-5419.423828125,62.7856,3588.98,129,645000,4212.45,129,38.4904
-5817.28076171875,63.1011,3960.37,130,650000,4554.94,130,41.6132
-5902.50732421875,62.3877,3759.0,131,655000,4273.13,131,38.5444
-5804.220703125,62.5555,3178.12,132,660000,3559.73,132,38.0092
-5937.36083984375,63.8588,3275.28,133,665000,4075.7,133,42.7986
-6160.97509765625,62.1331,3873.76,134,670000,4142.58,134,37.0476
-6135.46484375,62.7985,3608.28,135,675000,4175.44,135,39.0528
-6290.552734375,63.1182,3955.89,136,680000,4374.74,136,38.2828
-6415.474609375,64.0471,2907.58,137,685000,4380.23,137,43.661
-6465.97900390625,62.4409,4000.31,138,690000,4322.63,138,38.8215
-6510.31396484375,64.0113,3281.43,139,695000,4072.33,139,38.864
-6689.21484375,66.8124,3740.43,140,700000,4224.96,140,44.8816
-6845.5205078125,63.2886,2976.5,141,705000,3138.52,141,41.9831
-6808.86767578125,60.3833,3602.57,142,710000,4466.26,142,36.9182
-7034.47509765625,60.1109,3534.14,143,715000,4312.9,143,32.4869
-7289.50732421875,60.5067,3387.3,144,720000,3631.99,144,33.8882
-7223.294921875,62.0578,3021.16,145,725000,2804.42,145,37.4491
-7465.33349609375,60.1944,2706.43,146,730000,2862.5,146,35.5185
-7650.62646484375,62.6067,3797.28,147,735000,3950.23,147,41.6811
-7594.63134765625,60.8753,3064.81,148,740000,3950.54,148,34.5845
-7829.37939453125,63.9776,3911.36,149,745000,4103.61,149,43.1664
-7791.78857421875,61.4559,2746.58,150,750000,3458.54,150,38.2191
-7868.41455078125,61.004,4008.57,151,755000,4363.39,151,34.5743
-8088.47705078125,61.5917,3922.13,152,760000,4512.72,152,39.8948
-7826.74462890625,64.3377,3982.28,153,765000,4558.37,153,39.9917
-8295.6650390625,63.4146,3636.3,154,770000,3561.12,154,40.6209
-8239.7333984375,62.3262,3924.26,155,775000,4300.04,155,37.6962
-8599.0712890625,64.7243,3475.96,156,780000,4108.63,156,42.4445
-8606.5654296875,62.6873,3998.7,157,785000,4182.47,157,37.9256
-8913.501953125,61.2099,3709.12,158,790000,4489.32,158,37.1936
-8827.7587890625,62.8249,3705.07,159,795000,3937.82,159,37.7234
-9222.6123046875,64.0752,3463.82,160,800000,4384.56,160,39.0643
-9267.607421875,60.7735,4107.57,161,805000,3194.87,161,35.0716
-9589.0146484375,62.7303,3512.13,162,810000,3474.81,162,38.4062
-9659.119140625,64.8903,4054.54,163,815000,3929.78,163,42.6791
-9596.9697265625,61.0292,4166.21,164,820000,4231.4,164,34.3492
-9692.3095703125,62.6838,3789.64,165,825000,4657.65,165,36.0386
-10223.2568359375,62.828,3750.74,166,830000,4716.83,166,41.8871
-10339.248046875,64.2099,3415.18,167,835000,4356.04,167,39.0428
-10160.3828125,61.9724,4109.17,168,840000,4147.49,168,36.5649
-10440.2578125,63.1795,4249.57,169,845000,4729.98,169,39.3384
-10683.5908203125,63.5073,3300.67,170,850000,4667.77,170,40.3949
-10745.98046875,61.227,4058.0,171,855000,4546.36,171,38.5834
-10934.4599609375,63.6704,3645.56,172,860000,4840.18,172,41.263
-10863.1708984375,61.1688,3932.23,173,865000,4813.2,173,33.8003
-11270.0947265625,64.21,3799.26,174,870000,4760.45,174,41.1499
-11359.2119140625,61.0473,3998.15,175,875000,3774.76,175,34.6219
-11761.3212890625,65.2475,4241.63,176,880000,4668.76,176,43.0042
-11510.017578125,61.2216,2673.64,177,885000,4027.57,177,36.4543
-11859.7919921875,65.1883,3912.5,178,890000,4220.4,178,41.0637
-11741.3876953125,61.5333,3642.86,179,895000,4740.01,179,34.9071
-12043.0078125,63.2042,3635.96,180,900000,4737.24,180,38.9523
-12228.0791015625,63.4104,3302.16,181,905000,4005.07,181,39.1164
-12893.77734375,64.0362,3102.49,182,910000,4478.32,182,42.2613
-12580.4453125,62.3503,3278.67,183,915000,4455.1,183,37.1395
-12863.953125,61.7845,3438.55,184,920000,4626.64,184,37.9802
-13275.484375,63.8405,4143.6,185,925000,4861.94,185,39.7536
-13531.326171875,67.0297,4386.68,186,930000,4528.99,186,45.8285
-13449.1826171875,62.4516,3955.9,187,935000,4531.37,187,37.2334
-13779.9033203125,65.2093,3745.97,188,940000,4323.71,188,42.5812
-13906.9853515625,62.4376,3666.68,189,945000,3478.34,189,39.9671
-14239.9482421875,62.9115,4349.48,190,950000,4357.66,190,41.637
-14118.78125,61.4224,3872.83,191,955000,4210.78,191,34.8016
-14372.64453125,61.8203,4017.62,192,960000,4641.46,192,36.0469
-14603.3349609375,63.9687,3610.23,193,965000,4357.01,193,41.3282
-14724.78125,63.2724,3790.82,194,970000,4678.59,194,38.5265
-15277.0048828125,65.6925,4229.01,195,975000,4681.24,195,42.3805
-15067.7763671875,63.1375,3675.54,196,980000,4256.3,196,38.6161
-15620.796875,64.3735,3339.11,197,985000,4863.07,197,41.7705
-15237.37109375,60.8979,3958.96,198,990000,4655.61,198,34.4953
-15972.1357421875,63.9847,4190.67,199,995000,4961.09,199,42.1427
-15897.7099609375,66.0453,3731.86,200,1000000,4948.95,200,42.1913
-16454.58203125,66.2579,4011.32,201,1005000,4713.69,201,43.3884
-16421.96484375,63.2322,4583.34,202,1010000,4936.39,202,38.4523
-16472.328125,61.784,4580.45,203,1015000,4929.42,203,36.1698
-16994.453125,65.6357,3519.79,204,1020000,4638.13,204,42.9869
-16807.099609375,61.9263,4252.14,205,1025000,4890.21,205,38.4054
-17641.2109375,66.3126,4160.03,206,1030000,4563.37,206,44.4853
-17834.671875,64.8238,2967.74,207,1035000,4791.63,207,43.7728
-18009.638671875,64.6787,4169.36,208,1040000,5001.28,208,44.5209
-18571.810546875,67.4536,3524.16,209,1045000,4686.75,209,49.7826
-18650.947265625,66.3686,4415.5,210,1050000,5120.19,210,48.0889
-18594.388671875,67.0205,4078.97,211,1055000,4998.66,211,47.692
-18867.080078125,67.2213,3909.21,212,1060000,4747.36,212,45.9339
-18805.171875,63.7738,4690.91,213,1065000,4811.75,213,44.756
-19305.376953125,65.0627,4193.76,214,1070000,4871.4,214,46.1051
-19410.830078125,64.9889,4317.83,215,1075000,4671.36,215,47.9232
-19823.556640625,67.8197,4351.32,216,1080000,5056.15,216,47.1392
-19977.5,68.3828,4382.83,217,1085000,5020.86,217,48.0218
-20085.49609375,64.2491,4484.87,218,1090000,4957.16,218,45.9768
-20136.767578125,65.1809,4505.6,219,1095000,4922.77,219,45.9549
-20356.0078125,66.255,4768.34,220,1100000,5060.0,220,46.5969
-20748.904296875,65.5265,4463.71,221,1105000,4889.47,221,46.8047
-20824.205078125,65.8128,4526.66,222,1110000,4895.14,222,48.3105
-21205.455078125,66.7737,3915.82,223,1115000,4907.43,223,49.7988
-21253.296875,65.0814,4209.27,224,1120000,4709.25,224,48.798
-20539.07421875,62.273,4330.32,225,1125000,5005.7,225,40.873
-21455.39453125,66.058,4340.87,226,1130000,5069.64,226,48.2758
-21553.662109375,65.4847,4217.8,227,1135000,5138.94,227,47.7123
-21800.9765625,65.0039,4771.79,228,1140000,4604.4,228,48.3088
-21340.09765625,63.4766,4440.9,229,1145000,4989.6,229,40.9022
-22329.173828125,66.5573,3875.45,230,1150000,5224.07,230,49.358
-23056.806640625,68.0257,4549.4,231,1155000,5028.55,231,53.5026
-23446.8828125,69.1654,4103.6,232,1160000,4633.8,232,57.5198
-22892.091796875,68.1689,4308.58,233,1165000,5184.13,233,52.3521
-23483.150390625,69.1334,4861.4,234,1170000,5312.73,234,55.0608
-23326.6640625,65.6563,4607.3,235,1175000,5270.63,235,51.3283
-23633.419921875,68.6729,4324.56,236,1180000,5326.81,236,56.0802
-23495.48046875,66.6569,4788.78,237,1185000,5040.39,237,51.0106
-24135.873046875,67.2433,4269.49,238,1190000,5086.18,238,53.4874
-22734.25390625,62.6913,3471.28,239,1195000,5084.16,239,44.2133
-24608.388671875,70.7151,5073.86,240,1200000,5353.9,240,58.3837
-24493.935546875,66.2001,4601.88,241,1205000,5175.49,241,53.7164
-25112.21875,70.0604,4811.1,242,1210000,5080.27,242,58.5994
-25080.796875,69.2238,4736.51,243,1215000,5233.51,243,55.6808
-24548.1328125,66.4145,4792.57,244,1220000,5064.67,244,51.3223
-25199.59375,69.2164,3991.23,245,1225000,4013.82,245,55.3496
-25420.634765625,71.9887,4548.32,246,1230000,5218.33,246,59.4727
-25459.05859375,67.031,4558.76,247,1235000,4654.25,247,56.3737
-26185.412109375,70.2138,4831.43,248,1240000,5030.55,248,59.4928
-26189.1171875,70.4322,5101.08,249,1245000,5200.03,249,59.2832
-26742.865234375,71.1006,4652.05,250,1250000,4945.25,250,60.2626
-26961.33984375,71.4867,4523.0,251,1255000,4985.34,251,60.6521
-26360.48828125,68.2182,4609.54,252,1260000,4729.03,252,57.7744
-25506.115234375,64.8272,4231.5,253,1265000,5334.99,253,48.5145
-26735.453125,67.833,4759.44,254,1270000,5147.49,254,54.2747
-27813.76171875,72.4627,4975.99,255,1275000,5352.59,255,61.9006
-27497.201171875,71.5529,5072.89,256,1280000,4996.08,256,60.0655
-28056.044921875,71.1406,4779.69,257,1285000,5138.32,257,65.2871
-27852.4453125,71.4531,4889.27,258,1290000,5438.18,258,61.7638
-27710.591796875,67.5807,4435.69,259,1295000,5324.92,259,60.4516
-28505.583984375,71.6655,4805.78,260,1300000,5346.29,260,62.7569
-27842.677734375,68.5917,4290.01,261,1305000,4949.3,261,57.3374
-28397.248046875,69.7283,4804.64,262,1310000,5088.39,262,59.9254
-29390.470703125,72.5807,5088.17,263,1315000,5308.14,263,63.3214
-29250.697265625,74.5804,4732.1,264,1320000,4679.41,264,65.4555
-29114.87890625,71.789,4571.59,265,1325000,5270.33,265,61.4924
-29086.962890625,70.4744,4609.98,266,1330000,4478.89,266,58.6622
-28936.443359375,69.7584,4650.87,267,1335000,5461.86,267,62.2624
-29526.416015625,71.4798,5031.17,268,1340000,4828.19,268,61.1233
-28667.767578125,66.5476,4871.93,269,1345000,5220.22,269,54.9268
-30674.07421875,73.3427,4915.45,270,1350000,5191.16,270,68.1967
-30813.185546875,71.8369,4920.69,271,1355000,5433.84,271,67.0687
-29692.228515625,68.976,4827.83,272,1360000,5481.35,272,59.0471
-30871.09375,71.7935,5060.66,273,1365000,5469.24,273,64.247
-31542.908203125,73.4864,4974.85,274,1370000,5410.63,274,66.926
-31473.53515625,73.4468,4875.64,275,1375000,5196.59,275,67.1892
-31452.03125,73.2088,4772.67,276,1380000,5517.81,276,65.2164
-29848.046875,67.802,5190.75,277,1385000,5278.26,277,55.5281
-31421.599609375,70.3771,4910.06,278,1390000,5466.57,278,60.0978
-31735.888671875,70.8346,5166.28,279,1395000,5530.31,279,61.9267
-30341.216796875,68.4093,5081.63,280,1400000,5446.61,280,57.522
-32127.71875,72.9422,4978.09,281,1405000,5513.19,281,61.9978
-32529.58984375,71.8158,4666.96,282,1410000,5252.69,282,62.6423
-28744.962890625,66.0775,4852.89,283,1415000,5310.02,283,51.7631
-33887.9765625,74.5186,5098.58,284,1420000,5408.87,284,68.6222
-33166.23046875,73.7729,5141.27,285,1425000,5555.15,285,65.1587
-33935.48046875,74.1728,4740.91,286,1430000,5412.92,286,66.7759
-34116.28125,74.2964,4887.79,287,1435000,5494.32,287,68.2435
-32874.84765625,68.6031,4572.64,288,1440000,5395.39,288,59.6419
-35033.703125,74.7806,5081.12,289,1445000,5286.01,289,69.8654
-35066.29296875,75.0274,4816.36,290,1450000,5430.1,290,68.6298
-35333.140625,74.8005,5048.01,291,1455000,5460.33,291,67.5951
-33686.8828125,69.1098,5021.59,292,1460000,5205.62,292,59.6898
-35360.59375,74.459,5056.88,293,1465000,5463.43,293,66.4678
-35429.6796875,74.2635,4911.68,294,1470000,5279.18,294,65.5676
-36245.9765625,76.0203,5045.06,295,1475000,5364.95,295,68.9621
-34051.2578125,69.21,4941.9,296,1480000,5489.71,296,62.8481
-36460.9140625,75.71,4772.85,297,1485000,4992.1,297,70.789
-34651.671875,68.8484,4574.16,298,1490000,5350.99,298,60.1626
-36578.87890625,71.4799,5055.42,299,1495000,5213.21,299,66.8193
-37111.44140625,74.0127,4668.86,300,1500000,4952.68,300,66.2507
-31390.26953125,111.9411,-2003.72,301,1505000,-2074.96,301,296.6546
-32940.09765625,115.1307,-948.26,302,1510000,-810.19,302,747.6729
-32074.134765625,103.5464,-1143.86,303,1515000,-753.45,303,519.5532
-33228.734375,99.8941,-1553.67,304,1520000,-1603.57,304,440.4351
-29894.662109375,86.3074,-1539.14,305,1525000,-1368.1,305,383.876
-30362.837890625,82.3983,-637.83,306,1530000,-332.74,306,296.2754
-30053.876953125,87.845,-418.56,307,1535000,-461.76,307,411.4268
-32693.083984375,85.9369,-690.51,308,1540000,-400.25,308,413.4229
-30343.611328125,79.8634,-24.88,309,1545000,25.67,309,248.5064
-33393.13671875,88.2903,82.78,310,1550000,-304.94,310,367.3006
-32819.28125,75.3283,-61.67,311,1555000,-503.92,311,149.673
-32279.46484375,71.2505,-303.24,312,1560000,-19.25,312,184.1023
-32850.4765625,75.6797,87.94,313,1565000,135.91,313,121.4206
-33492.6796875,76.3861,64.96,314,1570000,125.81,314,219.0406
-34054.65234375,74.6983,726.29,315,1575000,172.99,315,122.2715
-34773.8984375,74.4364,352.2,316,1580000,472.76,316,201.4939
-36023.68359375,74.0328,776.02,317,1585000,1164.64,317,136.4685
-34536.93359375,71.3893,1411.52,318,1590000,1336.61,318,108.1464
-34686.1640625,72.0831,552.1,319,1595000,561.79,319,178.1715
-34490.3125,68.5176,1959.28,320,1600000,1302.81,320,160.0484
-36055.73046875,69.8577,1237.42,321,1605000,2043.81,321,131.2453
-36779.140625,70.3507,891.31,322,1610000,402.05,322,74.0105
-38270.69921875,71.6779,1021.58,323,1615000,1581.45,323,96.9652
-37758.21484375,75.1255,1300.72,324,1620000,1716.95,324,154.3924
-37243.0859375,76.4701,1790.96,325,1625000,1798.95,325,91.4855
-36771.23046875,75.9743,1981.74,326,1630000,1906.62,326,140.9555
-37329.1953125,73.6844,2403.05,327,1635000,1866.47,327,173.8813
-37638.109375,75.7473,2987.01,328,1640000,2195.14,328,137.6414
-38977.6015625,75.1446,3569.8,329,1645000,3525.24,329,105.8344
-38251.8828125,74.095,2872.06,330,1650000,3510.88,330,90.1911
-39349.37109375,73.8348,2721.99,331,1655000,3625.99,331,75.0026
-40709.125,76.3572,4260.81,332,1660000,4286.72,332,83.8822
-39866.3203125,74.6393,3138.7,333,1665000,4945.47,333,101.1675
-39407.97265625,73.2601,3843.96,334,1670000,3739.98,334,80.8602
-39815.06640625,72.2116,3024.89,335,1675000,4327.98,335,64.7826
-41462.4765625,76.6143,2884.46,336,1680000,3973.6,336,103.3626
-39622.68359375,73.9354,3405.17,337,1685000,4698.69,337,64.502
-40290.29296875,75.316,3119.09,338,1690000,3923.71,338,72.1596
-38862.8359375,71.7806,3121.38,339,1695000,4355.52,339,63.1711
-41280.0078125,75.3554,2841.31,340,1700000,4022.11,340,91.8489
-42150.48046875,74.2304,3821.52,341,1705000,3528.58,341,68.611
-42655.3515625,74.1524,3540.37,342,1710000,4407.42,342,82.4786
-42117.81640625,71.644,3871.72,343,1715000,4831.78,343,66.7415
-40222.11328125,73.1069,2720.06,344,1720000,3117.33,344,69.9323
-39946.63671875,70.0511,3299.33,345,1725000,2975.66,345,88.2122
-44071.4296875,75.5058,3782.39,346,1730000,4510.37,346,69.9132
-43595.13671875,73.0682,3376.92,347,1735000,3993.55,347,64.7181
-42484.375,76.7454,3110.99,348,1740000,3905.42,348,76.1543
-38831.96875,99.8669,-910.74,349,1745000,-866.3,349,119.7703
-38526.3828125,102.3574,-1803.72,350,1750000,-1840.55,350,254.9012
-38158.97265625,84.9519,-652.4,351,1755000,-652.95,351,247.687
-39446.4921875,91.8867,-522.98,352,1760000,-776.67,352,380.4893
-36943.5,89.7524,-1600.3,353,1765000,-1845.24,353,248.4774
-32227.048828125,77.5455,-587.75,354,1770000,-738.6,354,107.9826
-32060.396484375,71.5477,-263.7,355,1775000,-120.94,355,133.0296
-33034.54296875,70.9033,229.51,356,1780000,167.59,356,145.7832
-29523.400390625,65.525,207.83,357,1785000,25.24,357,110.1402
-30868.61328125,73.4352,-651.57,358,1790000,-915.89,358,120.6782
-33774.578125,102.004,-1236.35,359,1795000,-1476.34,359,138.7907
-40831.34765625,81.5089,-651.47,360,1800000,-728.62,360,311.8322
-34085.8046875,72.4313,-383.9,361,1805000,-94.56,361,112.7544
-37242.0625,74.4579,104.23,362,1810000,54.98,362,275.1654
-36622.16015625,72.1077,201.02,363,1815000,109.74,363,213.1207
-38159.6015625,71.2364,1909.07,364,1820000,1766.86,364,145.7617
-37408.79296875,73.4836,1098.79,365,1825000,1101.79,365,98.0025
-41300.015625,73.1074,1632.01,366,1830000,1446.75,366,128.7039
-40696.234375,74.2023,424.72,367,1835000,-24.66,367,274.6492
-36785.140625,80.6229,-450.04,368,1840000,-1124.19,368,235.6706
-33722.6640625,77.8585,-997.73,369,1845000,-1006.95,369,182.9672
-40633.28515625,73.5203,-338.65,370,1850000,-28.2,370,295.8712
-39105.609375,70.5715,88.14,371,1855000,512.56,371,196.6396
-40639.3046875,68.8703,640.21,372,1860000,1112.93,372,185.2229
-41051.01171875,68.5178,479.73,373,1865000,192.7,373,134.9684
-40749.2421875,70.1794,645.74,374,1870000,309.44,374,211.5173
-40552.53515625,72.2298,216.0,375,1875000,279.71,375,260.8869
-41400.10546875,70.3343,1087.86,376,1880000,537.05,376,235.1769
-39153.54296875,71.4883,-481.98,377,1885000,380.44,377,231.431
-34157.1015625,70.6312,-510.8,378,1890000,-666.01,378,135.716
-39636.3125,83.912,-1240.74,379,1895000,-1121.58,379,265.1137
-34989.21875,80.9564,-817.54,380,1900000,-848.58,380,203.6759
-30856.796875,78.9021,-501.58,381,1905000,-472.97,381,67.7703
-37989.48828125,85.009,-217.75,382,1910000,-222.3,382,147.7825
-38282.0390625,78.4026,-361.59,383,1915000,-511.3,383,134.4622
-41107.47265625,82.4403,-902.5,384,1920000,-781.07,384,259.6578
-41831.07421875,95.0304,-1695.29,385,1925000,-1671.61,385,208.2727
-45716.16796875,89.3393,-398.87,386,1930000,-309.29,386,299.239
-48721.18359375,99.3802,-1412.97,387,1935000,-1163.98,387,360.6653
-42492.265625,93.7703,-1251.11,388,1940000,-1267.15,388,274.7864
-41024.62890625,91.3126,-1490.9,389,1945000,-1548.57,389,172.6515
-32412.435546875,81.8346,-495.25,390,1950000,-633.77,390,91.4073
