Real Sto Return,Running Forward KL,Reward Loss,Real Det Return,Running Update Time,Itration,Running Env Steps,Running Reverse KL
4242.15,43.6644,-25724.064453125,4226.98,388,388,1940000,18.194
4430.4,43.2738,-24548.69140625,4374.25,389,389,1945000,18.3975
4322.89,43.4939,-25041.46484375,4271.85,390,390,1950000,18.4455
4307.99,43.8009,-25779.828125,4280.59,391,391,1955000,18.1143
4265.65,43.6523,-25893.26953125,4216.88,392,392,1960000,17.4303
4296.17,43.8804,-25915.34765625,4203.03,393,393,1965000,18.3636
4334.33,43.7628,-25139.203125,4284.95,394,394,1970000,18.9718
4278.17,43.5735,-25290.609375,4246.06,395,395,1975000,17.9817
4285.2,43.8875,-26563.3203125,4225.35,396,396,1980000,18.0734
4274.14,43.8366,-26272.84765625,4215.25,397,397,1985000,18.5616
4353.33,43.7509,-25610.0703125,4306.43,398,398,1990000,18.7472
4332.47,43.5648,-25903.748046875,4174.82,399,399,1995000,18.1486
4369.24,43.6688,-26641.642578125,4360.02,400,400,2000000,18.6784
4333.86,43.5581,-26260.53125,4270.99,401,401,2005000,18.3957
4371.41,43.5652,-25502.771484375,4378.34,402,402,2010000,18.9327
4349.9,43.9875,-25468.943359375,4267.64,403,403,2015000,19.126
4376.71,43.6199,-26067.015625,4304.36,404,404,2020000,18.7724
4399.52,43.5181,-25263.49609375,4336.57,405,405,2025000,18.9987
4408.71,43.6088,-26190.5078125,4347.51,406,406,2030000,19.9342
1247.32,46.3907,-27778.646484375,1376.09,407,407,2035000,20.5625
557.15,49.389,-27472.220703125,607.56,408,408,2040000,27.9791
3086.37,45.419,-27959.6015625,2232.01,409,409,2045000,20.3974
2480.0,45.6034,-28240.763671875,3272.14,410,410,2050000,23.5325
2739.32,45.0752,-28646.8671875,2805.34,411,411,2055000,21.104
3134.36,44.5155,-28148.943359375,3777.77,412,412,2060000,19.9118
3493.33,44.6424,-28845.1484375,3827.41,413,413,2065000,20.0554
4118.66,44.7756,-27369.81640625,4185.13,414,414,2070000,21.0546
4270.44,44.7982,-29138.078125,4112.35,415,415,2075000,21.8784
4252.92,44.3542,-27979.04296875,4245.05,416,416,2080000,20.2597
4272.67,44.1296,-27783.3671875,4223.69,417,417,2085000,20.9142
4361.34,43.9196,-27577.845703125,4349.64,418,418,2090000,20.4896
4194.0,44.1646,-28727.263671875,4165.24,419,419,2095000,20.4
4279.28,43.7765,-28479.982421875,4145.14,420,420,2100000,19.485
4258.02,43.833,-28507.076171875,4278.04,421,421,2105000,20.0706
4349.5,43.7463,-28412.171875,4319.81,422,422,2110000,19.8152
4367.27,43.8106,-28363.658203125,4301.75,423,423,2115000,20.0374
4376.79,43.4475,-28599.345703125,4341.41,424,424,2120000,19.8816
4363.46,43.3761,-28422.8515625,4356.46,425,425,2125000,19.5238
4408.87,43.3706,-28181.681640625,4389.3,426,426,2130000,20.0869
4386.48,43.5518,-27845.8828125,4349.59,427,427,2135000,20.3567
4395.49,43.9451,-29214.697265625,4410.82,428,428,2140000,20.2473
4410.28,43.9019,-28937.697265625,4414.73,429,429,2145000,20.6092
4403.28,43.6876,-28654.86328125,4394.23,430,430,2150000,20.2367
4411.16,44.1192,-28452.544921875,4403.29,431,431,2155000,20.6242
4400.42,43.7587,-28772.927734375,4373.76,432,432,2160000,20.2484
4477.01,43.7629,-28499.6171875,4449.57,433,433,2165000,20.9662
4395.89,43.6823,-28989.3203125,4373.67,434,434,2170000,19.8596
4405.66,43.7367,-29217.212890625,4380.83,435,435,2175000,19.8584
4367.69,43.7139,-29049.431640625,4378.53,436,436,2180000,19.4235
4401.37,43.865,-29167.572265625,4438.86,437,437,2185000,20.1684
4346.48,43.8084,-30185.51171875,4348.4,438,438,2190000,19.8313
4389.93,43.8598,-29927.078125,4384.75,439,439,2195000,20.1034
4343.95,43.8658,-30165.828125,4346.18,440,440,2200000,19.7682
4362.44,43.6168,-30201.271484375,4350.81,441,441,2205000,19.568
4362.37,43.3965,-30335.748046875,4338.63,442,442,2210000,19.7914
4303.36,43.4271,-30893.12109375,4300.39,443,443,2215000,19.2176
4326.62,43.6498,-30720.896484375,4342.41,444,444,2220000,19.0619
4350.9,43.7258,-30230.802734375,4332.96,445,445,2225000,19.6736
4351.08,43.6222,-30183.98046875,4319.34,446,446,2230000,19.3127
4391.37,43.9054,-30624.681640625,4383.15,447,447,2235000,19.4848
4349.68,43.7359,-30152.00390625,4333.44,448,448,2240000,19.6052
4369.16,43.2992,-30490.26953125,4348.55,449,449,2245000,19.1024
4361.9,43.6809,-30790.3828125,4331.46,450,450,2250000,19.0968
4390.84,43.8533,-31172.87109375,4374.87,451,451,2255000,18.6874
4321.09,43.4278,-31013.759765625,4291.75,452,452,2260000,19.0218
4369.67,43.6319,-31066.806640625,4337.35,453,453,2265000,19.3488
4366.56,43.1919,-30761.546875,4341.45,454,454,2270000,18.9835
4356.55,43.571,-31046.916015625,4332.96,455,455,2275000,18.5804
4398.1,43.582,-31296.517578125,4381.85,456,456,2280000,19.316
4359.05,43.5335,-31733.390625,4329.43,457,457,2285000,19.1541
4329.47,43.6329,-30785.294921875,4315.07,458,458,2290000,17.8183
4441.66,43.6995,-31347.8515625,4427.77,459,459,2295000,19.1065
4449.21,43.5315,-31751.744140625,4414.27,460,460,2300000,19.0203
4406.72,43.4236,-32596.345703125,4396.82,461,461,2305000,19.5866
4371.48,43.6043,-32613.681640625,4377.55,462,462,2310000,18.9995
4374.77,43.4652,-31272.0078125,4402.62,463,463,2315000,18.3982
4408.06,43.6855,-32473.763671875,4408.34,464,464,2320000,19.6926
4352.44,43.6962,-32518.158203125,4355.69,465,465,2325000,19.2718
4431.17,43.7641,-32287.47265625,4386.84,466,466,2330000,19.2264
4399.12,43.8062,-32682.41015625,4364.58,467,467,2335000,19.036
4325.15,43.4107,-33282.18359375,4299.86,468,468,2340000,19.1216
4382.14,43.393,-32667.029296875,4370.0,469,469,2345000,19.2239
4461.58,43.4197,-32319.6015625,4425.38,470,470,2350000,19.443
4446.46,43.5096,-32732.767578125,4381.36,471,471,2355000,19.1001
4454.0,44.0309,-32920.671875,4401.67,472,472,2360000,19.6961
4377.83,43.5006,-31890.27734375,4345.79,473,473,2365000,18.4253
4400.09,43.8692,-33094.69140625,4373.25,474,474,2370000,19.2862
4404.04,43.7818,-33708.53125,4379.9,475,475,2375000,18.8074
4463.91,43.7228,-33304.96875,4386.86,476,476,2380000,19.0682
4417.68,43.9634,-32939.6953125,4385.57,477,477,2385000,19.1978
4488.02,44.1164,-33838.578125,4440.26,478,478,2390000,19.6266
4481.3,43.982,-32539.236328125,4435.52,479,479,2395000,19.4578
4477.98,43.948,-33136.578125,4400.64,480,480,2400000,18.9063
4512.69,43.7065,-33342.29296875,4463.26,481,481,2405000,19.5516
4399.92,43.6672,-33587.26953125,4358.25,482,482,2410000,19.4218
4482.51,43.6778,-33209.23828125,4411.85,483,483,2415000,18.9871
4465.3,43.5911,-33336.83984375,4414.2,484,484,2420000,19.2881
4463.82,43.7959,-33636.1875,4415.02,485,485,2425000,19.4113
4357.57,43.6197,-33542.9609375,4356.7,486,486,2430000,19.2878
4442.02,43.8252,-32833.40234375,4393.26,487,487,2435000,19.8341
4465.65,43.6348,-33921.35546875,4405.43,488,488,2440000,19.1523
4510.38,43.7107,-33473.86328125,4440.98,489,489,2445000,19.8645
4417.69,43.7764,-34723.3984375,4360.09,490,490,2450000,19.2343
4425.77,43.9927,-34488.6796875,4355.72,491,491,2455000,19.5003
4445.12,43.7867,-34960.5390625,4386.55,492,492,2460000,19.5647
4415.78,43.9435,-34718.26953125,4376.7,493,493,2465000,19.5486
4428.18,43.6883,-34299.45703125,4380.33,494,494,2470000,19.4986
4420.74,43.8055,-35095.7578125,4377.43,495,495,2475000,19.4619
4384.47,43.7403,-35250.26953125,4353.94,496,496,2480000,19.2017
4370.29,43.8228,-34969.0703125,4328.65,497,497,2485000,19.1762
4369.09,44.199,-35165.875,4344.52,498,498,2490000,19.4008
4234.51,44.124,-35586.1171875,4280.15,499,499,2495000,19.0177
941.49,45.0919,-30641.619140625,1039.09,500,500,2500000,58.6013
1039.01,46.8805,-35323.0703125,1169.84,501,501,2505000,25.817
3223.72,45.2752,-34748.1953125,3833.21,502,502,2510000,23.4663
2687.05,45.8452,-35555.33984375,2607.37,503,503,2515000,31.9402
2773.58,44.8013,-36015.4609375,2754.24,504,504,2520000,18.777
1656.43,46.5245,-36041.09375,2100.45,505,505,2525000,33.2693
3697.76,44.391,-34695.9921875,4010.87,506,506,2530000,24.2583
3915.47,44.3093,-36404.85546875,3570.89,507,507,2535000,24.3278
3869.05,44.429,-36458.59375,4092.71,508,508,2540000,22.172
4346.74,44.3892,-36719.2890625,4322.76,509,509,2545000,23.0011
4324.12,44.2158,-35885.4453125,4337.03,510,510,2550000,20.4163
4354.18,44.1661,-37025.16796875,4309.51,511,511,2555000,21.816
4400.22,44.214,-36989.30859375,4413.19,512,512,2560000,20.3774
4384.18,44.4214,-36952.3984375,4404.62,513,513,2565000,20.5685
4379.79,44.2433,-37110.11328125,4352.39,514,514,2570000,20.2923
4316.57,44.2598,-37388.3984375,4313.08,515,515,2575000,20.5984
4336.54,43.9084,-37074.578125,4332.83,516,516,2580000,20.0985
4338.27,44.0149,-37034.578125,4326.81,517,517,2585000,20.3095
4378.9,44.1997,-37013.4375,4362.67,518,518,2590000,20.3684
4403.29,44.0197,-37929.234375,4411.49,519,519,2595000,20.5691
4321.96,44.0062,-37540.984375,4296.77,520,520,2600000,20.3952
4242.95,44.4135,-37413.4921875,4219.07,521,521,2605000,21.6113
320.63,50.5155,-38207.51953125,320.42,522,522,2610000,29.3186
354.34,51.5853,-35784.765625,374.35,523,523,2615000,27.2073
471.4,49.543,-41598.4375,513.14,524,524,2620000,79.1671
1400.65,48.4402,-37085.5546875,1412.81,525,525,2625000,28.3601
237.16,50.1391,-34827.48828125,216.36,526,526,2630000,40.159
483.83,48.9435,-38431.59765625,496.85,527,527,2635000,42.5148
1016.21,49.2877,-38492.5546875,820.82,528,528,2640000,39.6775
697.21,47.7413,-41706.33984375,1047.51,529,529,2645000,63.7745
1355.6,48.8035,-42232.59375,1681.21,530,530,2650000,57.8153
1986.74,47.8374,-42026.65234375,2164.35,531,531,2655000,60.9769
1085.3,47.2315,-42905.7890625,846.94,532,532,2660000,73.6205
1617.41,47.133,-42202.7734375,1617.09,533,533,2665000,43.9809
1636.17,47.6908,-43175.55078125,1798.6,534,534,2670000,27.2718
1735.49,47.4294,-42220.3046875,1912.91,535,535,2675000,48.1969
1739.38,47.1477,-41856.46484375,2426.99,536,536,2680000,47.1302
2432.47,45.7316,-39697.7109375,3255.31,537,537,2685000,25.4293
2969.76,46.2152,-40885.34375,3357.52,538,538,2690000,28.1036
3222.96,45.9505,-39701.83203125,3236.25,539,539,2695000,27.7055
2504.88,45.8013,-40935.54296875,3208.82,540,540,2700000,31.4031
1902.05,45.4933,-41890.89453125,2338.15,541,541,2705000,24.8013
3535.39,44.5326,-37537.8984375,4063.48,542,542,2710000,23.5292
2382.29,44.9847,-38342.7109375,3140.0,543,543,2715000,24.0197
3458.23,44.1657,-37983.65625,3537.65,544,544,2720000,24.0696
2468.17,44.5013,-39202.6015625,2532.73,545,545,2725000,30.6604
3747.86,44.1262,-36894.1640625,4265.7,546,546,2730000,26.5397
3667.02,45.113,-39158.69921875,4087.15,547,547,2735000,26.5663
4162.02,45.6702,-40559.34765625,4018.06,548,548,2740000,27.2026
3878.7,45.4583,-40780.421875,4210.78,549,549,2745000,26.9156
4338.32,45.2034,-40340.94140625,4209.65,550,550,2750000,25.84
4236.21,45.1795,-40129.56640625,4213.52,551,551,2755000,25.5613
4076.59,45.0553,-40262.046875,4290.16,552,552,2760000,24.9487
2366.01,45.9526,-40297.3046875,4298.47,553,553,2765000,45.059
13.85,55.4406,-32019.87890625,13.95,554,554,2770000,46.6878
3882.68,45.6212,-41626.53515625,3916.35,555,555,2775000,27.3981
4035.18,45.2702,-40245.9296875,4297.56,556,556,2780000,25.7033
4096.21,45.6338,-40122.1796875,4287.37,557,557,2785000,26.055
4282.23,45.1331,-40763.19921875,4294.49,558,558,2790000,24.912
4350.3,44.8505,-40148.45703125,4335.26,559,559,2795000,24.4109
4304.16,45.24,-40596.83984375,4202.24,560,560,2800000,24.2281
4303.9,45.1452,-40045.65625,4304.14,561,561,2805000,24.9195
4249.49,45.4574,-41541.16796875,4230.39,562,562,2810000,24.556
4246.01,45.0565,-41796.0546875,4275.7,563,563,2815000,24.4637
4278.91,45.4785,-41690.34765625,4262.7,564,564,2820000,25.529
4272.14,44.6312,-41523.90625,4240.44,565,565,2825000,23.7555
4276.85,44.5131,-41928.3203125,4259.11,566,566,2830000,23.4544
4245.9,44.4801,-41403.0546875,4234.34,567,567,2835000,22.7305
4271.77,44.2661,-42653.76171875,4241.01,568,568,2840000,22.3718
4268.86,44.0905,-41226.5,4228.05,569,569,2845000,22.4738
4324.35,44.5376,-41255.04296875,4281.46,570,570,2850000,22.4213
4290.32,44.4386,-42183.984375,4237.97,571,571,2855000,22.8052
4299.61,44.5183,-42739.94140625,4246.74,572,572,2860000,23.2277
4265.62,44.2263,-42165.40234375,4231.99,573,573,2865000,22.6956
4286.5,44.5781,-41902.47265625,4246.79,574,574,2870000,22.759
4303.89,44.4314,-42084.9140625,4253.53,575,575,2875000,23.0324
4311.68,44.4818,-42216.39453125,4267.26,576,576,2880000,22.6942
4309.87,44.273,-43209.05078125,4279.7,577,577,2885000,22.901
4301.83,44.3683,-43392.97265625,4271.74,578,578,2890000,23.3177
4317.25,44.2325,-43671.3359375,4261.31,579,579,2895000,22.9551
4332.14,44.2823,-44495.89453125,4280.35,580,580,2900000,22.6976
4317.36,44.3306,-43855.36328125,4281.89,581,581,2905000,22.7653
4315.31,44.1228,-44042.015625,4273.6,582,582,2910000,22.9804
4332.88,44.1342,-44155.7265625,4269.48,583,583,2915000,22.4565
4312.4,44.3232,-43576.10546875,4253.72,584,584,2920000,22.6589
4321.15,43.8904,-43295.50390625,4258.01,585,585,2925000,22.3086
4292.12,44.2664,-44310.0859375,4266.9,586,586,2930000,22.7294
4302.27,44.023,-44648.56640625,4272.33,587,587,2935000,22.3672
4284.84,44.0714,-44269.72265625,4246.32,588,588,2940000,22.5164
4277.34,44.115,-43410.1640625,4228.6,589,589,2945000,21.6122
4281.8,44.1586,-44476.796875,4228.66,590,590,2950000,21.9109
4247.38,44.007,-44736.421875,4213.53,591,591,2955000,21.9947
4263.49,44.3967,-45360.9921875,4220.96,592,592,2960000,22.3163
4264.09,44.2113,-45659.5390625,4225.39,593,593,2965000,22.5411
4245.21,44.8057,-45560.88671875,4210.61,594,594,2970000,22.1273
4255.04,44.3927,-45716.7265625,4256.11,595,595,2975000,22.3613
4267.78,44.1517,-45766.88671875,4218.32,596,596,2980000,22.416
4231.67,44.3997,-45670.4453125,4204.26,597,597,2985000,22.269
4255.75,44.4978,-45823.91015625,4214.85,598,598,2990000,22.7863
4283.95,44.524,-45870.0390625,4249.24,599,599,2995000,23.0777
4262.3,44.536,-44908.15234375,4212.35,600,600,3000000,23.0234
4263.65,44.3461,-45368.3828125,4219.23,601,601,3005000,22.9888
4274.02,44.6126,-45510.8046875,4240.64,602,602,3010000,22.6473
4217.69,44.7656,-45618.71875,4178.71,603,603,3015000,22.3626
4234.7,44.7127,-46274.42578125,4192.63,604,604,3020000,22.6571
4291.41,44.7772,-46105.33203125,4261.74,605,605,3025000,23.0137
4271.17,44.322,-46918.234375,4229.04,606,606,3030000,22.6127
4244.96,44.3738,-45533.5546875,4204.53,607,607,3035000,22.1528
4230.4,44.5406,-43393.95703125,4194.33,608,608,3040000,21.2906
4236.94,44.4895,-45269.3828125,4217.54,609,609,3045000,21.8885
4289.35,44.6009,-45012.91015625,4236.99,610,610,3050000,21.8697
4303.28,44.0683,-45154.6484375,4270.09,611,611,3055000,21.717
4343.59,44.2681,-45818.3828125,4309.29,612,612,3060000,22.0139
4323.88,44.0428,-44803.7734375,4273.46,613,613,3065000,21.6802
4314.55,44.258,-45385.61328125,4286.75,614,614,3070000,21.2381
4317.9,44.0362,-45263.81640625,4285.36,615,615,3075000,21.3121
4375.94,43.7605,-45711.78515625,4365.28,616,616,3080000,21.2999
4318.41,44.0209,-45114.515625,4298.93,617,617,3085000,21.1016
4340.12,43.7773,-45284.09375,4301.98,618,618,3090000,20.9746
4392.68,44.1544,-46737.78515625,4359.93,619,619,3095000,21.5577
4338.56,44.2947,-45116.69140625,4292.42,620,620,3100000,21.6483
4346.41,43.8716,-46055.19140625,4304.67,621,621,3105000,21.0582
4315.91,43.9953,-46894.37109375,4254.6,622,622,3110000,21.3968
4339.05,44.0966,-46163.6015625,4304.43,623,623,3115000,21.5555
4335.13,43.7624,-47391.9453125,4295.82,624,624,3120000,21.0175
4310.0,44.234,-46980.2578125,4286.63,625,625,3125000,21.4867
4323.42,44.1052,-47335.33203125,4299.57,626,626,3130000,21.6258
4358.91,43.655,-47372.0234375,4304.01,627,627,3135000,21.7353
4331.99,44.1196,-47280.1328125,4298.28,628,628,3140000,21.4471
4324.47,43.7741,-47559.42578125,4292.01,629,629,3145000,20.2789
4337.3,44.0197,-46288.0625,4278.84,630,630,3150000,21.1969
4333.08,44.0609,-46754.07421875,4321.36,631,631,3155000,21.6105
4291.23,44.223,-47259.55859375,4290.93,632,632,3160000,21.4843
4322.48,44.0937,-47003.57421875,4271.93,633,633,3165000,21.2958
4344.64,43.9336,-47270.328125,4290.06,634,634,3170000,20.8517
4356.29,44.0723,-48088.76953125,4306.48,635,635,3175000,21.4023
4345.26,44.0622,-47265.171875,4310.09,636,636,3180000,21.3996
4316.98,44.3124,-47605.31640625,4278.75,637,637,3185000,21.3855
4324.95,44.0382,-48353.15234375,4263.32,638,638,3190000,21.7014
4342.73,44.1396,-48827.02734375,4315.71,639,639,3195000,21.681
4346.68,43.9471,-48591.10546875,4274.45,640,640,3200000,21.7365
4352.25,43.9529,-48587.54296875,4312.02,641,641,3205000,21.2637
4356.03,44.3582,-48290.26171875,4310.8,642,642,3210000,22.2592
4379.86,44.2144,-49363.265625,4361.69,643,643,3215000,22.449
4365.55,43.87,-49183.0703125,4348.11,644,644,3220000,21.6533
4364.14,44.0262,-48895.0390625,4333.84,645,645,3225000,22.3232
4356.79,43.9536,-48825.7265625,4300.61,646,646,3230000,21.9287
4390.35,43.8042,-50060.69140625,4340.62,647,647,3235000,21.9692
4389.83,43.8659,-50483.328125,4357.22,648,648,3240000,21.8618
4361.32,43.9004,-49297.9296875,4310.91,649,649,3245000,21.9112
4362.7,43.8817,-50053.3125,4320.08,650,650,3250000,21.7384
4377.98,44.014,-49744.26171875,4329.81,651,651,3255000,21.4844
4377.3,44.2431,-50011.6171875,4317.09,652,652,3260000,21.9352
4380.42,44.0469,-49855.140625,4325.93,653,653,3265000,21.6508
4355.24,44.0399,-49962.81640625,4306.71,654,654,3270000,21.5889
4344.37,43.9961,-49799.55859375,4302.62,655,655,3275000,21.8713
4373.83,44.2109,-49344.703125,4335.06,656,656,3280000,21.9531
4336.31,44.4499,-49932.5546875,4299.37,657,657,3285000,21.7431
4333.55,44.1425,-49404.4921875,4292.55,658,658,3290000,21.2272
4330.08,43.8925,-49941.06640625,4274.7,659,659,3295000,20.8687
4401.39,44.2825,-50113.2265625,4351.27,660,660,3300000,21.637
4346.91,44.089,-50090.41015625,4313.81,661,661,3305000,21.3166
4323.03,44.2346,-50046.66015625,4261.07,662,662,3310000,21.5257
4355.06,44.2433,-50343.78125,4298.09,663,663,3315000,21.284
4353.23,44.3251,-50094.12109375,4333.57,664,664,3320000,21.4494
4348.46,44.4432,-51027.29296875,4304.04,665,665,3325000,21.5173
4342.49,44.2237,-49882.3828125,4301.99,666,666,3330000,20.7172
4321.4,44.5501,-50857.7890625,4295.25,667,667,3335000,21.8965
4311.4,44.2465,-50548.25390625,4265.72,668,668,3340000,21.2967
4328.41,44.0838,-50823.91015625,4303.75,669,669,3345000,21.3821
4332.83,44.0454,-51158.04296875,4305.25,670,670,3350000,21.1366
4329.79,44.3897,-50868.703125,4297.55,671,671,3355000,21.1013
4328.23,44.2327,-50786.3515625,4281.16,672,672,3360000,21.0933
4336.27,44.3298,-51242.89453125,4305.46,673,673,3365000,21.0859
4332.13,44.0629,-51672.140625,4272.94,674,674,3370000,21.6205
4293.61,44.3373,-51141.0625,4275.74,675,675,3375000,21.4717
4307.86,43.9478,-51169.67578125,4265.03,676,676,3380000,21.0171
4340.36,44.2513,-51391.109375,4301.36,677,677,3385000,21.2284
4354.0,43.9481,-52083.9140625,4304.22,678,678,3390000,21.038
4301.35,44.2389,-50764.484375,4303.01,679,679,3395000,20.6173
4318.21,44.2766,-50969.0625,4270.06,680,680,3400000,20.6358
4303.08,44.2111,-52352.2734375,4291.59,681,681,3405000,20.003
4309.01,44.4815,-52298.06640625,4305.16,682,682,3410000,20.8801
4323.49,43.9973,-51334.70703125,4314.56,683,683,3415000,20.1423
4333.66,44.2175,-52250.84765625,4309.53,684,684,3420000,20.4005
4285.84,44.1874,-52511.703125,4285.9,685,685,3425000,20.4976
4310.09,43.9983,-52252.140625,4287.56,686,686,3430000,20.4548
4299.67,44.288,-52860.69921875,4277.26,687,687,3435000,20.3027
4289.17,44.1351,-52346.94921875,4276.89,688,688,3440000,20.4998
4284.43,44.1704,-52807.4296875,4288.49,689,689,3445000,20.2162
4308.11,44.1913,-52437.67578125,4280.87,690,690,3450000,20.5549
4327.21,43.6233,-51839.98046875,4287.39,691,691,3455000,20.4575
4325.05,43.9422,-52291.48046875,4298.51,692,692,3460000,20.6311
4338.54,44.0926,-53957.23828125,4308.93,693,693,3465000,20.7846
4322.19,43.8512,-53562.09765625,4304.62,694,694,3470000,20.4912
4334.52,43.9816,-52898.671875,4304.7,695,695,3475000,20.2047
4356.11,44.0528,-53517.015625,4334.09,696,696,3480000,20.1328
4327.81,44.2017,-54112.546875,4293.46,697,697,3485000,20.6866
4323.57,44.308,-53289.65234375,4298.25,698,698,3490000,20.7794
4336.59,44.4592,-54528.3203125,4308.43,699,699,3495000,21.065
4337.1,44.3585,-52599.9453125,4307.56,700,700,3500000,20.7442
4350.82,44.3306,-53440.3046875,4322.12,701,701,3505000,20.7895
4348.82,44.13,-53940.1640625,4302.76,702,702,3510000,20.4896
4331.77,44.2474,-54747.53125,4288.38,703,703,3515000,20.9072
4367.12,44.1925,-53149.40625,4326.24,704,704,3520000,20.516
4346.12,44.5377,-52084.84765625,4310.95,705,705,3525000,21.06
4388.3,43.8077,-53283.8515625,4353.99,706,706,3530000,21.0725
4364.1,44.0395,-52771.37890625,4348.52,707,707,3535000,20.1253
4361.44,44.2753,-53490.69921875,4317.14,708,708,3540000,20.6762
4388.65,44.2605,-53241.9453125,4353.71,709,709,3545000,21.5764
4370.19,44.3484,-53250.171875,4339.31,710,710,3550000,20.9203
4353.06,44.1283,-53699.21875,4337.59,711,711,3555000,21.0691
4410.62,44.5253,-52693.9296875,4385.22,712,712,3560000,21.2657
4374.39,44.043,-53925.5546875,4345.32,713,713,3565000,20.7632
4370.05,44.1802,-53758.72265625,4347.52,714,714,3570000,20.9741
4340.12,44.1616,-53334.03515625,4321.78,715,715,3575000,20.7422
4342.32,43.9258,-53097.34375,4301.64,716,716,3580000,20.4978
4352.75,44.2909,-52862.9453125,4296.04,717,717,3585000,21.0992
4357.64,44.3104,-53951.578125,4315.21,718,718,3590000,20.4418
4360.41,44.1604,-55211.98046875,4329.31,719,719,3595000,20.9424
4383.15,44.095,-53504.2421875,4350.35,720,720,3600000,20.5871
4345.62,44.2548,-53605.7265625,4299.95,721,721,3605000,20.1766
4372.34,44.2606,-53742.9921875,4342.53,722,722,3610000,20.6235
4377.98,43.9577,-54352.83984375,4339.62,723,723,3615000,20.3252
4406.17,43.7296,-53536.546875,4370.21,724,724,3620000,20.4269
4380.5,44.0596,-53004.83984375,4346.74,725,725,3625000,20.8856
4402.57,43.8421,-53447.07421875,4378.28,726,726,3630000,20.4912
4388.36,44.0447,-54128.53515625,4331.84,727,727,3635000,20.2745
4357.47,43.7268,-54383.9453125,4331.62,728,728,3640000,20.0154
4358.76,43.6384,-53925.6328125,4314.29,729,729,3645000,20.1014
4373.51,43.8591,-53803.62890625,4339.81,730,730,3650000,20.4592
4337.7,43.8345,-53732.5703125,4298.77,731,731,3655000,19.9803
4355.5,43.6431,-54208.44140625,4318.93,732,732,3660000,19.7555
4378.48,43.3151,-56171.0703125,4363.98,733,733,3665000,19.8928
4362.05,44.0483,-55467.37109375,4360.49,734,734,3670000,20.2123
4407.66,44.0333,-55065.51953125,4375.54,735,735,3675000,20.3577
4362.28,43.854,-55095.23828125,4354.16,736,736,3680000,19.6295
4332.44,43.7979,-54126.3984375,4313.28,737,737,3685000,19.6283
4361.54,43.7526,-54617.0703125,4303.38,738,738,3690000,20.0393
4330.51,43.7037,-55189.5703125,4281.38,739,739,3695000,19.475
4279.62,43.4195,-54647.6328125,4249.99,740,740,3700000,18.607
4327.6,43.7232,-55635.79296875,4290.91,741,741,3705000,19.1109
4336.84,43.8294,-55407.890625,4295.43,742,742,3710000,19.2422
4320.44,43.5448,-56447.1953125,4304.83,743,743,3715000,18.8342
4357.23,43.4687,-55150.94140625,4354.74,744,744,3720000,18.4419
4311.11,43.3068,-55020.97265625,4307.51,745,745,3725000,18.6876
4331.51,43.3692,-54759.66015625,4310.64,746,746,3730000,18.2855
4318.99,43.3698,-52959.30078125,4306.7,747,747,3735000,17.7281
4319.2,43.5247,-55370.4765625,4281.81,748,748,3740000,18.3841
4289.07,43.0013,-55743.4453125,4308.85,749,749,3745000,17.9315
4322.83,43.3067,-55452.3984375,4283.76,750,750,3750000,18.5178
4363.3,43.1275,-54851.1875,4342.98,751,751,3755000,18.8041
4360.77,43.463,-55306.94921875,4336.13,752,752,3760000,18.8957
4333.02,43.504,-56731.5234375,4306.78,753,753,3765000,18.5589
4394.42,42.9481,-56735.5390625,4377.27,754,754,3770000,18.8063
4390.5,43.3714,-55451.1796875,4341.44,755,755,3775000,18.5635
4375.83,43.3807,-57471.5859375,4332.9,756,756,3780000,18.2681
4342.33,43.4449,-55011.453125,4342.0,757,757,3785000,17.7846
4404.77,43.1985,-56887.16015625,4353.33,758,758,3790000,18.2193
4398.44,43.4845,-56365.1875,4370.21,759,759,3795000,18.5072
4248.28,42.9481,-56284.5078125,4374.17,760,760,3800000,18.2523
4360.89,43.3586,-56365.02734375,4359.09,761,761,3805000,17.5668
4260.65,42.9794,-56741.80078125,4334.18,762,762,3810000,17.4284
4334.59,43.3547,-56009.68359375,4309.07,763,763,3815000,17.4029
4341.58,43.4582,-57264.83984375,4308.72,764,764,3820000,18.4595
4271.69,43.0601,-57950.8125,4322.7,765,765,3825000,18.4965
4377.78,43.5488,-58053.62890625,4334.07,766,766,3830000,18.9836
4329.36,43.6214,-57058.52734375,4280.02,767,767,3835000,18.955
4360.74,43.2883,-56949.55859375,4329.93,768,768,3840000,18.7612
4310.38,43.5036,-56388.7890625,4295.46,769,769,3845000,18.3026
4364.7,43.3672,-57226.7265625,4333.65,770,770,3850000,18.3447
4296.87,43.5065,-56695.48828125,4317.08,771,771,3855000,18.6663
4139.2,43.5455,-57003.08984375,4288.62,772,772,3860000,17.9729
4314.67,43.4323,-58226.09375,4323.75,773,773,3865000,18.2794
1662.91,46.0502,-53202.96875,2604.77,774,774,3870000,59.046
4371.99,44.3611,-57985.23828125,4337.61,775,775,3875000,21.6607
3154.21,43.7078,-51970.92578125,3816.57,776,776,3880000,17.6768
4188.6,43.8394,-58139.48046875,4225.27,777,777,3885000,19.7968
4270.54,44.1898,-56957.625,4362.69,778,778,3890000,20.7343
4381.62,44.1554,-58566.53125,4392.67,779,779,3895000,20.4524
