Real Sto Return,Running Forward KL,Reward Loss,Real Det Return,Running Reverse KL,Itration,Running Update Time,Running Env Steps
899.2,59.6619,-265.7145690917969,1762.06,26.4467,31,31,155000
603.81,61.8013,-304.7906188964844,1198.0,27.0836,32,32,160000
556.18,57.2663,-266.5365295410156,1253.97,23.8126,33,33,165000
721.52,61.4034,-320.6478271484375,1153.91,26.9861,34,34,170000
667.31,60.7538,-325.3241882324219,1212.66,26.8582,35,35,175000
351.29,61.9863,-339.162841796875,889.94,26.7483,36,36,180000
883.49,56.6092,-302.8164367675781,1698.63,25.3182,37,37,185000
675.81,59.103,-330.80853271484375,1478.45,25.4988,38,38,190000
484.35,56.0681,-329.9322814941406,1311.55,23.6411,39,39,195000
735.88,58.9484,-363.0405578613281,1327.9,24.9677,40,40,200000
608.05,57.7854,-390.4071960449219,1376.94,24.8414,41,41,205000
756.43,55.8413,-358.01995849609375,1516.43,24.2074,42,42,210000
961.95,53.7787,-347.42987060546875,1993.67,22.2394,43,43,215000
788.44,53.0295,-362.24481201171875,1918.49,22.5963,44,44,220000
1176.03,54.1888,-341.4889221191406,1516.03,22.4166,45,45,225000
857.68,56.1964,-407.1419372558594,1972.91,23.2967,46,46,230000
538.3,55.3305,-401.0705261230469,1659.79,23.1669,47,47,235000
803.99,53.9341,-379.9293212890625,1559.23,23.9564,48,48,240000
1115.66,53.1315,-361.4619140625,2069.61,23.9495,49,49,245000
1369.11,54.02,-393.3095397949219,2336.12,24.4038,50,50,250000
1352.64,54.6848,-413.5574951171875,2010.46,23.7822,51,51,255000
1351.61,51.4491,-361.5710754394531,2333.75,22.5731,52,52,260000
1171.71,54.1341,-446.3767395019531,2338.14,22.364,53,53,265000
1012.31,56.3961,-495.8019714355469,1647.6,23.1624,54,54,270000
1301.35,51.0428,-360.1115417480469,2520.42,23.5125,55,55,275000
1069.75,57.9973,-493.1767578125,1167.01,24.2873,56,56,280000
1148.6,53.0172,-459.1611633300781,2062.62,22.1407,57,57,285000
1747.68,52.7323,-413.45013427734375,2385.62,24.6646,58,58,290000
1040.57,55.0591,-506.2127685546875,2278.22,23.2143,59,59,295000
876.83,56.1821,-488.35748291015625,1484.18,24.1514,60,60,300000
1205.38,53.3042,-466.5452880859375,2172.53,23.0387,61,61,305000
2050.24,52.7691,-382.0795593261719,3017.83,28.8055,62,62,310000
1424.21,54.331,-481.8330078125,2528.46,24.8029,63,63,315000
1811.25,54.9805,-477.6504821777344,1717.21,25.3631,64,64,320000
2510.46,56.7186,-419.1920166015625,3344.73,35.013,65,65,325000
1961.78,55.2962,-348.3319396972656,3131.28,31.1083,66,66,330000
1798.95,53.0677,-436.45703125,2776.49,26.6763,67,67,335000
1849.23,56.408,-531.4140625,2746.94,26.1851,68,68,340000
2172.52,55.2969,-475.3697204589844,3659.13,30.9911,69,69,345000
3050.58,54.0878,-452.6809997558594,3441.35,30.04,70,70,350000
2804.35,54.2367,-449.8438720703125,3487.12,30.1597,71,71,355000
2815.1,58.8199,-385.8742370605469,3542.69,39.3589,72,72,360000
2364.36,56.6555,-424.9490966796875,3505.01,35.422,73,73,365000
2684.67,57.048,-391.8567810058594,2937.8,33.4551,74,74,370000
2524.78,54.6688,-525.1333618164062,3142.43,25.7834,75,75,375000
2866.82,57.9191,-423.06591796875,2929.99,33.7602,76,76,380000
2427.78,55.5873,-553.94775390625,3658.64,27.4023,77,77,385000
2529.06,55.4481,-509.86737060546875,2944.15,28.3816,78,78,390000
1378.48,58.562,-580.715087890625,2000.09,28.7006,79,79,395000
2264.73,57.0514,-535.31982421875,2547.28,28.8467,80,80,400000
2650.88,55.855,-550.105712890625,3609.1,29.7132,81,81,405000
1847.86,57.3027,-519.73291015625,2537.73,30.2942,82,82,410000
2013.62,59.3938,-535.1727905273438,2201.04,33.0762,83,83,415000
2412.81,57.1046,-583.252685546875,3273.83,28.563,84,84,420000
2137.24,58.614,-590.1400146484375,3165.24,29.5898,85,85,425000
2627.74,56.1659,-535.4451904296875,2884.02,29.4613,86,86,430000
3425.98,61.0514,-511.6220703125,4195.81,43.3107,87,87,435000
2980.26,58.6958,-553.3561401367188,4244.56,37.2032,88,88,440000
3311.99,59.6817,-549.5548095703125,3541.94,36.6574,89,89,445000
3276.64,60.5081,-518.7052612304688,3996.25,39.5596,90,90,450000
3092.47,59.8613,-521.721923828125,4253.38,38.599,91,91,455000
3224.99,59.5408,-597.036865234375,4094.7,35.082,92,92,460000
2698.17,58.1813,-589.4541625976562,3875.93,32.9834,93,93,465000
2819.83,59.8354,-632.80078125,2255.07,33.0235,94,94,470000
2553.93,58.3368,-670.9468383789062,3456.66,31.8921,95,95,475000
2707.87,64.8009,-567.3090209960938,3913.69,46.4414,96,96,480000
2870.6,60.43,-685.0455932617188,3134.56,36.7475,97,97,485000
2545.48,59.1325,-657.6880493164062,2840.71,33.1409,98,98,490000
3739.11,60.6725,-754.4130859375,4155.81,32.2247,99,99,495000
3035.11,60.7701,-736.6174926757812,3990.58,33.5056,100,100,500000
3052.54,60.1992,-860.7671508789062,4273.92,28.3502,101,101,505000
2429.4,62.1359,-677.5684204101562,3125.45,40.983,102,102,510000
3973.05,63.8248,-664.8310546875,4502.62,45.3957,103,103,515000
2987.48,60.0249,-727.3981323242188,3809.93,36.6474,104,104,520000
4122.9,60.5362,-763.5693359375,4444.01,36.6011,105,105,525000
3490.88,61.3131,-738.9488525390625,4333.35,39.3576,106,106,530000
3551.37,59.5564,-810.740478515625,3789.83,32.3032,107,107,535000
3523.47,60.923,-739.841064453125,4422.48,37.974,108,108,540000
3593.68,59.9292,-783.6520385742188,4416.8,35.678,109,109,545000
3668.96,59.5756,-821.6731567382812,4044.86,33.8426,110,110,550000
3989.32,64.4008,-798.5983276367188,4400.21,44.6335,111,111,555000
3481.44,61.4112,-812.7322387695312,4334.95,41.686,112,112,560000
3545.45,61.6534,-867.6571655273438,3707.58,40.0629,113,113,565000
3587.25,62.6512,-802.2020874023438,3984.59,43.7802,114,114,570000
3900.43,62.0248,-879.2494506835938,4137.47,39.915,115,115,575000
4248.13,61.9669,-909.2308349609375,4423.82,40.5373,116,116,580000
4098.42,62.1645,-910.3193969726562,4079.14,40.3975,117,117,585000
3484.53,62.6048,-957.0825805664062,3966.82,41.2634,118,118,590000
4223.72,63.0854,-862.9894409179688,4003.74,45.4743,119,119,595000
3966.38,61.7904,-969.7685546875,4305.95,39.9008,120,120,600000
2189.22,59.9505,-1093.7373046875,2346.47,31.1963,121,121,605000
4362.62,63.0864,-948.644775390625,4665.28,45.8821,122,122,610000
3882.48,61.3063,-1028.2779541015625,4280.62,38.3002,123,123,615000
4225.8,66.7152,-1010.3844604492188,4923.03,49.1091,124,124,620000
4579.66,60.3373,-1116.171875,4409.98,35.608,125,125,625000
3811.43,67.8367,-1036.6488037109375,4721.18,50.153,126,126,630000
3511.96,63.0436,-1077.5816650390625,4097.56,43.3942,127,127,635000
3708.32,64.0277,-1150.4049072265625,4720.49,43.0671,128,128,640000
2520.63,64.4636,-1179.0430908203125,2606.41,45.7295,129,129,645000
4165.79,62.3951,-1186.881103515625,4511.41,39.5637,130,130,650000
4302.2,67.08,-1155.876708984375,5093.7,50.9575,131,131,655000
3967.59,66.6898,-1233.173828125,4834.1,49.5198,132,132,660000
3847.71,62.2406,-1178.4267578125,5009.41,42.4845,133,133,665000
3423.78,62.9879,-1196.0892333984375,4450.09,44.3967,134,134,670000
4432.24,61.1377,-1267.0504150390625,4799.24,38.7467,135,135,675000
4195.0,67.3453,-1270.059814453125,4817.55,50.3732,136,136,680000
3497.88,60.909,-1234.6685791015625,4046.38,38.7478,137,137,685000
4516.47,63.1161,-1302.0751953125,4614.04,43.1972,138,138,690000
3081.08,65.6653,-1341.7430419921875,4425.25,47.8353,139,139,695000
4689.26,67.174,-1311.41064453125,5116.58,50.9048,140,140,700000
4544.07,64.7138,-1401.6187744140625,5116.19,45.1709,141,141,705000
4101.42,62.8012,-1446.0286865234375,5127.85,40.8056,142,142,710000
3251.97,62.3185,-1447.1024169921875,4800.5,41.1633,143,143,715000
3926.92,65.8899,-1457.561767578125,4312.37,47.8188,144,144,720000
3484.23,65.4406,-1481.6005859375,4644.98,47.2551,145,145,725000
3919.93,62.928,-1533.4107666015625,4035.86,37.1447,146,146,730000
3840.62,65.4337,-1580.23974609375,3367.37,46.009,147,147,735000
4433.84,66.4916,-1543.390380859375,4656.59,50.0681,148,148,740000
3425.97,67.6846,-1602.2332763671875,3857.26,50.3396,149,149,745000
4535.62,68.2572,-1625.40966796875,4961.97,53.2504,150,150,750000
4266.53,67.0185,-1660.068359375,5303.74,51.3076,151,151,755000
3354.04,65.2857,-1703.2613525390625,4207.18,44.1019,152,152,760000
3975.93,66.9093,-1678.238525390625,4863.92,48.944,153,153,765000
4518.2,65.3216,-1778.9527587890625,5317.17,51.9533,154,154,770000
4228.84,69.1751,-1755.7705078125,5191.74,55.1605,155,155,775000
3910.73,71.4539,-1743.8607177734375,4766.66,56.1538,156,156,780000
3846.47,66.8293,-1837.73193359375,4699.8,50.0187,157,157,785000
4663.9,66.0272,-1854.9044189453125,5169.19,46.9886,158,158,790000
4758.12,68.4162,-1879.468994140625,4906.07,51.4478,159,159,795000
5012.48,66.9642,-1897.37158203125,5242.94,49.4961,160,160,800000
4055.94,66.3993,-1868.5599365234375,5238.74,50.394,161,161,805000
4750.0,69.4282,-2006.3948974609375,4468.36,56.0941,162,162,810000
4653.84,66.7837,-1977.0224609375,4620.54,54.5068,163,163,815000
4141.94,67.3852,-2034.3861083984375,4484.29,52.1212,164,164,820000
4736.02,65.1935,-2079.098388671875,5166.78,47.7482,165,165,825000
4002.4,65.9401,-2093.4599609375,4731.61,50.8363,166,166,830000
4304.44,69.5586,-2175.4365234375,4841.41,58.304,167,167,835000
4606.27,64.8861,-2137.822509765625,5249.6,48.6254,168,168,840000
4513.34,66.7949,-2256.73193359375,5226.46,53.0993,169,169,845000
4476.48,67.3198,-2226.18505859375,5310.69,50.5503,170,170,850000
4521.28,67.6658,-2251.469482421875,5111.59,55.0501,171,171,855000
4496.81,68.3293,-2265.274658203125,4706.07,51.5358,172,172,860000
4664.41,70.167,-2345.959716796875,5353.95,55.1234,173,173,865000
4244.47,64.6159,-2285.545654296875,4599.98,44.93,174,174,870000
4863.06,63.4156,-2319.74267578125,3740.03,39.353,175,175,875000
3818.89,67.2619,-2361.980712890625,5129.37,51.5126,176,176,880000
4793.54,68.3835,-2461.223388671875,5210.01,54.1186,177,177,885000
5055.16,69.0716,-2490.797119140625,4984.49,53.3045,178,178,890000
3929.0,67.5253,-2616.13134765625,4796.96,53.392,179,179,895000
4797.64,68.7575,-2610.5234375,5384.67,55.3112,180,180,900000
4895.76,67.588,-2713.315185546875,5274.55,53.4067,181,181,905000
4672.33,69.3153,-2742.52490234375,5357.61,53.5024,182,182,910000
4635.18,66.4685,-2664.555419921875,4872.24,47.4633,183,183,915000
4645.24,70.0755,-2822.4345703125,4453.75,54.9449,184,184,920000
4478.55,62.4804,-2743.22802734375,5084.66,41.7588,185,185,925000
4551.23,68.4239,-2804.9560546875,5014.98,53.2618,186,186,930000
4389.58,70.2602,-2895.22802734375,5163.18,58.3011,187,187,935000
4912.5,68.933,-2854.736083984375,5209.91,52.4842,188,188,940000
4647.65,70.0781,-3022.99560546875,4891.5,58.1235,189,189,945000
4696.06,68.9266,-2942.306640625,5388.94,53.507,190,190,950000
4368.92,72.7375,-3117.19970703125,5067.08,61.5255,191,191,955000
4415.59,70.5116,-3100.234375,4939.57,56.4033,192,192,960000
4957.12,68.392,-3035.290283203125,5552.65,53.9042,193,193,965000
4854.41,68.493,-3084.0322265625,5350.36,52.3829,194,194,970000
3860.47,64.5445,-3149.683349609375,4467.26,43.3021,195,195,975000
3293.36,65.2245,-3063.318359375,3727.85,47.7731,196,196,980000
4628.42,66.5098,-3265.103759765625,5164.18,48.0282,197,197,985000
4552.8,69.6124,-3293.773681640625,5607.93,51.5636,198,198,990000
4512.4,68.6259,-3399.096435546875,5087.35,51.8188,199,199,995000
4419.57,67.6968,-3514.480224609375,4856.13,49.1983,200,200,1000000
4783.43,69.4121,-3485.59326171875,5421.35,51.8952,201,201,1005000
4402.99,70.1916,-3512.3818359375,5092.7,54.3088,202,202,1010000
4802.01,69.2847,-3570.436279296875,4528.43,49.2711,203,203,1015000
3745.53,69.2242,-3575.47509765625,5132.22,48.8776,204,204,1020000
4009.8,67.5451,-3668.86962890625,4540.73,48.615,205,205,1025000
4557.44,70.6191,-3761.496826171875,5064.52,53.6473,206,206,1030000
4200.55,67.2847,-3794.532470703125,4737.52,49.5716,207,207,1035000
3072.17,64.1478,-3666.03271484375,4180.44,40.3577,208,208,1040000
3803.78,64.5169,-3552.1298828125,4257.21,35.8987,209,209,1045000
4782.22,69.3824,-3929.88232421875,5212.22,53.2834,210,210,1050000
4079.65,69.5905,-3978.215576171875,4159.57,52.7797,211,211,1055000
4382.59,65.9498,-3955.216796875,4248.05,46.3018,212,212,1060000
4053.49,68.4559,-4081.305419921875,5667.71,51.0698,213,213,1065000
4748.37,70.362,-4209.97998046875,4514.51,55.1511,214,214,1070000
4824.59,64.455,-3960.80322265625,5068.44,41.7831,215,215,1075000
3855.45,67.2419,-4155.30810546875,4905.14,48.8988,216,216,1080000
4816.45,67.3768,-4250.4462890625,5163.77,51.2549,217,217,1085000
4972.59,66.7513,-4198.80517578125,5217.09,49.1332,218,218,1090000
4934.97,69.123,-4340.6650390625,5002.05,52.1868,219,219,1095000
4032.53,68.7739,-4406.5625,4637.86,51.5186,220,220,1100000
4712.11,71.1802,-4417.75537109375,5355.27,55.3873,221,221,1105000
5189.44,68.6689,-4385.3662109375,4916.01,52.2245,222,222,1110000
4717.73,69.8911,-4495.5849609375,5431.53,54.6547,223,223,1115000
3665.1,69.3045,-4560.275390625,4500.06,53.3412,224,224,1120000
4556.49,66.407,-4499.75341796875,4979.33,46.9625,225,225,1125000
4054.22,70.3597,-4667.81640625,4403.11,55.2035,226,226,1130000
5100.42,70.9475,-4686.87939453125,4881.02,56.0768,227,227,1135000
4357.06,67.8925,-4774.8095703125,4404.92,49.4326,228,228,1140000
4449.25,67.899,-4810.861328125,4918.65,51.5145,229,229,1145000
3777.91,69.9786,-4869.40771484375,5068.46,53.7509,230,230,1150000
4869.48,69.3936,-4857.5615234375,5362.51,52.9166,231,231,1155000
4217.91,65.4978,-4835.28662109375,4771.83,47.2332,232,232,1160000
4631.54,66.055,-4835.06298828125,4325.27,48.7891,233,233,1165000
4476.33,67.0636,-5065.06689453125,4801.36,52.148,234,234,1170000
4485.17,71.1007,-5050.8349609375,4379.51,56.5818,235,235,1175000
4671.08,67.7203,-5008.62548828125,5449.33,50.3819,236,236,1180000
3807.36,66.7489,-4992.861328125,4770.98,50.6115,237,237,1185000
4839.38,66.643,-5003.77587890625,5058.37,48.2097,238,238,1190000
5231.35,70.8522,-5224.24560546875,5136.22,57.2597,239,239,1195000
3960.71,67.7145,-5225.22705078125,4527.64,52.0577,240,240,1200000
4301.52,70.337,-5345.46533203125,5152.88,57.3738,241,241,1205000
4448.65,69.3847,-5340.966796875,4971.3,53.6861,242,242,1210000
5048.14,69.9208,-5474.41650390625,5127.23,55.0541,243,243,1215000
4897.92,70.5186,-5456.60302734375,5603.26,53.4107,244,244,1220000
5053.03,71.4311,-5620.5078125,5788.06,55.5257,245,245,1225000
4813.34,66.4135,-5471.73779296875,5138.2,47.951,246,246,1230000
4268.62,67.2759,-5496.99853515625,4983.23,50.898,247,247,1235000
3571.21,71.3936,-5695.384765625,4582.83,56.3984,248,248,1240000
4006.83,69.3688,-5671.8115234375,4388.9,54.4359,249,249,1245000
4699.04,70.6171,-5670.865234375,5101.92,55.9063,250,250,1250000
4672.29,69.4181,-5734.3876953125,5330.83,54.5299,251,251,1255000
5023.57,71.9226,-5860.734375,5216.22,58.3867,252,252,1260000
5300.49,71.8381,-5960.23974609375,5520.81,58.0003,253,253,1265000
4782.41,67.4219,-5779.7275390625,5186.62,51.38,254,254,1270000
4865.51,67.9441,-5889.8837890625,5206.76,52.3714,255,255,1275000
3926.02,68.9285,-5853.4697265625,4738.49,54.8717,256,256,1280000
4740.72,70.5149,-6034.02734375,4955.83,54.7681,257,257,1285000
4717.24,70.4227,-6116.39306640625,5571.92,56.7678,258,258,1290000
4760.3,71.5338,-6082.02880859375,5691.4,55.7727,259,259,1295000
4303.17,64.7292,-5916.31201171875,4476.01,47.9191,260,260,1300000
4580.12,66.8983,-5933.181640625,5054.0,50.6774,261,261,1305000
3886.99,69.4687,-6309.72021484375,4573.13,55.5554,262,262,1310000
4477.44,64.7527,-5760.5576171875,5305.12,45.1155,263,263,1315000
4684.09,66.7121,-6213.30224609375,4686.64,51.1841,264,264,1320000
4280.09,64.7721,-5975.5380859375,4347.86,47.701,265,265,1325000
4805.37,66.5903,-6141.66796875,4879.38,48.886,266,266,1330000
4321.32,66.26,-6272.82421875,5122.21,49.8797,267,267,1335000
3194.59,69.4047,-6425.923828125,4507.37,55.8031,268,268,1340000
4409.53,69.4935,-6365.97216796875,4662.28,53.3471,269,269,1345000
5009.67,69.819,-6589.00732421875,5365.68,54.6423,270,270,1350000
4006.54,71.6514,-6780.708984375,4907.49,59.8158,271,271,1355000
4505.5,66.0754,-6451.4404296875,4301.56,50.7083,272,272,1360000
4778.44,66.638,-6643.2041015625,5220.91,52.7064,273,273,1365000
4553.39,69.9434,-6773.9462890625,5619.54,56.6148,274,274,1370000
4637.83,70.1018,-6750.09716796875,4666.55,55.0796,275,275,1375000
5172.33,69.9543,-6936.275390625,5865.82,56.4263,276,276,1380000
5101.22,68.2682,-6890.28173828125,5585.1,54.8606,277,277,1385000
5351.8,69.7503,-7030.037109375,5735.19,57.2995,278,278,1390000
4552.13,68.4761,-6996.4267578125,5512.38,56.7155,279,279,1395000
4995.31,70.2488,-7220.10009765625,5938.11,59.7332,280,280,1400000
4976.46,68.2073,-6973.01123046875,5361.08,55.7583,281,281,1405000
4513.87,66.9471,-6836.17626953125,5956.11,48.555,282,282,1410000
5109.83,68.6655,-7149.95166015625,5042.06,54.4408,283,283,1415000
4949.04,67.9918,-7023.654296875,5680.39,54.1092,284,284,1420000
5474.5,65.5291,-6957.0302734375,5836.51,46.7445,285,285,1425000
5216.63,63.6477,-6526.71435546875,5395.85,41.3008,286,286,1430000
4758.26,67.4263,-7186.34716796875,5535.42,51.2209,287,287,1435000
4607.02,66.0032,-7132.4833984375,5395.26,49.4909,288,288,1440000
4526.25,68.7397,-7493.46142578125,4966.23,54.0846,289,289,1445000
5407.6,68.8472,-7456.56884765625,5356.79,55.1669,290,290,1450000
5160.48,69.734,-7674.2451171875,5613.62,55.3406,291,291,1455000
5059.02,69.338,-7554.76171875,5462.09,54.6762,292,292,1460000
5302.0,69.0626,-7384.8642578125,5538.49,54.6218,293,293,1465000
4951.84,68.6272,-7611.10693359375,5995.04,52.103,294,294,1470000
5199.93,67.0523,-7576.38916015625,5784.16,51.3652,295,295,1475000
5045.14,66.1754,-7445.53564453125,5976.23,50.5784,296,296,1480000
5246.49,69.6627,-7862.36767578125,6031.19,54.5554,297,297,1485000
5330.35,65.3676,-7536.9892578125,6007.46,48.9362,298,298,1490000
5463.77,65.7628,-7679.3642578125,5455.62,48.7727,299,299,1495000
5062.13,69.645,-8034.68310546875,6019.39,56.8382,300,300,1500000
4828.69,68.1737,-7949.548828125,5677.76,54.5976,301,301,1505000
5087.35,69.2902,-7888.681640625,5779.45,54.2341,302,302,1510000
4862.74,69.4562,-8127.61474609375,5846.0,55.8847,303,303,1515000
5157.73,69.4666,-7929.6376953125,4575.63,56.1751,304,304,1520000
4843.35,64.7665,-7606.5908203125,6137.58,46.7423,305,305,1525000
5252.93,69.2697,-8058.759765625,5984.27,56.0988,306,306,1530000
5365.43,69.1252,-8179.30810546875,5354.4,52.779,307,307,1535000
4792.46,68.1102,-8021.888671875,5642.25,54.5971,308,308,1540000
5008.52,67.5432,-7969.59033203125,5656.28,51.028,309,309,1545000
5162.35,69.0745,-8344.2783203125,5904.32,54.925,310,310,1550000
4575.22,65.8613,-8024.75634765625,5764.72,51.195,311,311,1555000
4760.48,68.057,-8424.9111328125,4469.67,54.8707,312,312,1560000
5132.82,66.1261,-8152.97900390625,5812.71,49.3517,313,313,1565000
3943.73,66.0824,-8287.861328125,4879.93,48.2104,314,314,1570000
5060.61,68.6563,-8526.0,5787.77,54.4316,315,315,1575000
4014.56,69.5833,-8752.9296875,5196.6,55.5011,316,316,1580000
5376.58,69.2787,-8625.7763671875,5992.46,57.5843,317,317,1585000
5561.36,70.0837,-8703.4609375,5430.79,57.1415,318,318,1590000
4380.03,69.3779,-8730.5859375,5010.45,53.881,319,319,1595000
5260.53,69.1339,-8843.26171875,5379.97,55.8324,320,320,1600000
5301.01,69.6319,-8811.43359375,5545.73,55.9195,321,321,1605000
5118.18,68.4403,-9026.4814453125,5822.03,57.8044,322,322,1610000
5104.84,66.1145,-8605.5908203125,5399.72,49.4164,323,323,1615000
4363.85,68.9527,-8912.025390625,5251.94,52.934,324,324,1620000
4462.24,70.5175,-9110.302734375,5389.43,57.3684,325,325,1625000
5382.07,67.4698,-8978.2353515625,5658.65,52.4524,326,326,1630000
4854.73,69.1352,-9117.9677734375,5524.25,55.9562,327,327,1635000
5208.52,66.3485,-8656.736328125,5853.68,49.2753,328,328,1640000
5055.9,69.3207,-9069.666015625,6039.01,54.0483,329,329,1645000
4921.07,68.6959,-9232.767578125,6071.31,52.3783,330,330,1650000
5441.91,67.2008,-8838.591796875,5724.97,51.6986,331,331,1655000
5396.42,67.4147,-9048.19140625,5782.88,51.6619,332,332,1660000
4851.96,69.8732,-9463.0068359375,5401.25,55.9796,333,333,1665000
4765.79,70.1592,-9501.568359375,4908.94,55.001,334,334,1670000
4820.03,69.7925,-9609.78515625,5727.18,54.9309,335,335,1675000
5098.43,67.8378,-9548.8662109375,6181.63,53.5731,336,336,1680000
4836.67,69.3418,-9464.1591796875,5643.8,54.4843,337,337,1685000
4872.74,66.216,-9052.248046875,5898.98,47.8219,338,338,1690000
3924.92,70.2488,-9727.857421875,5457.42,53.9723,339,339,1695000
4560.07,69.8347,-9816.1826171875,5878.44,55.5479,340,340,1700000
4878.39,69.8663,-9784.0615234375,5911.72,53.0361,341,341,1705000
5450.16,68.0788,-9656.3876953125,6008.85,50.7944,342,342,1710000
4551.28,68.7791,-9796.5146484375,5911.5,53.048,343,343,1715000
5216.85,68.9265,-9784.7685546875,5946.26,53.1329,344,344,1720000
5020.43,68.171,-9856.220703125,5842.71,53.0844,345,345,1725000
5609.93,71.0655,-10011.896484375,6040.8,56.434,346,346,1730000
4675.68,67.4068,-9818.93359375,5802.42,50.043,347,347,1735000
5164.69,69.7319,-9827.0,5812.34,56.2069,348,348,1740000
4993.39,67.3298,-9713.62890625,5560.57,49.1476,349,349,1745000
4722.21,70.1677,-10117.025390625,5861.41,52.9278,350,350,1750000
5079.66,68.1769,-9943.4453125,5705.63,51.3504,351,351,1755000
5083.56,68.7203,-10072.9541015625,6010.09,51.8078,352,352,1760000
4655.89,65.3104,-9472.037109375,6051.06,48.6915,353,353,1765000
5337.7,70.0699,-10328.4111328125,5487.75,55.4366,354,354,1770000
5086.77,68.3188,-10124.826171875,5653.88,54.2508,355,355,1775000
5260.06,68.7381,-10114.6298828125,5535.12,52.5878,356,356,1780000
4354.3,65.526,-9589.810546875,5614.83,48.8874,357,357,1785000
4628.9,70.3118,-10256.39453125,5509.16,55.1569,358,358,1790000
5287.52,69.0451,-10221.376953125,5708.06,52.2997,359,359,1795000
4414.41,65.9215,-9688.4794921875,5908.74,47.1163,360,360,1800000
5333.38,68.4177,-10184.0263671875,5795.63,53.9527,361,361,1805000
5277.59,69.4834,-10449.7568359375,5955.48,54.6105,362,362,1810000
5391.91,69.8106,-10658.0732421875,5880.42,56.5963,363,363,1815000
4638.69,70.1949,-10577.4404296875,6103.82,55.8966,364,364,1820000
5319.45,69.8375,-10538.064453125,5951.11,54.4526,365,365,1825000
5277.16,66.8126,-10296.080078125,6055.66,50.4343,366,366,1830000
5235.38,69.0787,-10553.7880859375,5759.62,53.3348,367,367,1835000
4745.02,67.3003,-10198.0595703125,5488.29,49.8187,368,368,1840000
5001.63,68.8256,-10706.548828125,5636.39,54.0671,369,369,1845000
5281.1,67.4071,-10401.373046875,5891.67,50.3542,370,370,1850000
4949.83,68.903,-10681.228515625,6006.98,53.8249,371,371,1855000
5079.38,69.53,-10602.4111328125,5960.25,55.3409,372,372,1860000
5341.66,69.8284,-10837.1064453125,5656.45,55.5897,373,373,1865000
5264.3,67.4115,-10559.71875,5846.37,51.9865,374,374,1870000
5092.81,69.6217,-10947.1640625,5972.24,53.381,375,375,1875000
5407.49,68.4053,-10947.330078125,5837.17,53.0526,376,376,1880000
5110.31,71.2064,-11224.1015625,5715.0,58.0948,377,377,1885000
5251.22,66.0285,-10299.201171875,6022.62,47.9923,378,378,1890000
4717.67,69.8001,-10981.484375,5626.87,55.5497,379,379,1895000
5207.27,71.4619,-11298.4736328125,5785.03,56.6934,380,380,1900000
5173.02,68.325,-10829.66015625,5978.8,52.1325,381,381,1905000
4939.33,70.5921,-11209.46875,5305.32,56.1065,382,382,1910000
5214.3,70.3739,-11199.599609375,5736.79,55.3588,383,383,1915000
5206.33,69.6119,-11307.9853515625,5766.59,56.2899,384,384,1920000
4944.34,69.9212,-11373.15625,5524.18,56.5102,385,385,1925000
5202.85,70.6675,-11300.8896484375,6064.11,58.1338,386,386,1930000
