Running Update Time,Reward Loss,Running Forward KL,Running Env Steps,Real Sto Return,Itration,Real Det Return,Running Reverse KL
384,-2124.521484375,36.2954,1920000,4660.63,384,4756.02,13.2797
385,-2061.721923828125,36.1957,1925000,4738.28,385,4868.57,13.3178
386,-2162.77978515625,36.4219,1930000,4668.18,386,4764.33,13.7651
387,-2083.519287109375,36.4278,1935000,4747.36,387,4812.49,13.7355
388,-2245.64697265625,36.5606,1940000,4418.4,388,4789.37,13.3596
389,-2136.60205078125,36.5193,1945000,4730.32,389,4798.77,14.1088
390,-2027.1029052734375,35.5816,1950000,4740.37,390,4831.96,13.3784
391,-2104.34716796875,36.5532,1955000,4757.97,391,4860.68,13.7222
392,-2026.1600341796875,35.6822,1960000,4691.34,392,4758.07,13.3188
393,-2053.563232421875,36.0632,1965000,4767.88,393,4841.01,13.4954
394,-2012.768310546875,36.0004,1970000,4743.3,394,4821.24,13.7864
395,-2044.33349609375,35.7482,1975000,4769.9,395,4836.15,13.4283
396,-2098.9091796875,36.0436,1980000,4701.31,396,4770.54,13.6037
397,-2164.6474609375,36.2487,1985000,4690.47,397,4765.58,13.2707
398,-2136.490234375,36.0716,1990000,4710.39,398,4785.06,13.6585
399,-2143.33837890625,36.6446,1995000,4721.91,399,4836.31,13.834
400,-2229.548828125,36.0869,2000000,4361.58,400,4733.8,13.6355
401,-2196.055908203125,36.681,2005000,4734.98,401,4778.42,13.9201
402,-2186.692138671875,36.524,2010000,4718.34,402,4777.94,13.5109
403,-2301.160888671875,35.957,2015000,4365.77,403,4669.61,13.8054
404,-2250.037353515625,36.7789,2020000,4738.36,404,4811.12,13.5783
405,-2204.48681640625,36.2031,2025000,4711.17,405,4800.16,13.6309
406,-2217.887939453125,36.2007,2030000,4740.88,406,4767.83,13.9369
407,-2213.0283203125,36.1323,2035000,4766.68,407,4836.69,13.4752
408,-2185.520263671875,36.2635,2040000,4711.77,408,4799.26,13.4054
409,-2166.708984375,36.1132,2045000,4790.68,409,4834.66,13.7014
410,-2405.663818359375,36.3747,2050000,4543.45,410,4529.84,13.7791
411,-2161.846435546875,35.7285,2055000,4718.58,411,4748.38,13.4856
412,-2250.526611328125,35.9878,2060000,4713.03,412,4754.89,13.5997
413,-2191.4873046875,35.7416,2065000,4809.73,413,4887.79,13.8911
414,-2176.038330078125,36.1501,2070000,4818.18,414,4880.49,13.599
415,-2119.6220703125,35.7001,2075000,4761.71,415,4876.18,13.8854
416,-2146.8701171875,35.6697,2080000,4493.97,416,4840.33,13.6485
417,-2176.17578125,35.8743,2085000,4806.54,417,4907.86,13.3553
418,-2282.72607421875,35.8922,2090000,4691.48,418,4876.12,13.3145
419,-2161.107666015625,35.6682,2095000,4852.7,419,4928.01,13.8625
420,-2209.345947265625,35.8553,2100000,4726.73,420,4831.4,13.6043
421,-2237.476318359375,35.4344,2105000,4720.35,421,4900.11,13.7529
422,-2257.19482421875,36.7152,2110000,4766.64,422,4896.69,13.9093
423,-2202.2158203125,36.0037,2115000,4761.71,423,4909.35,13.7147
424,-2284.6923828125,36.3944,2120000,4758.88,424,4890.78,13.4894
425,-2254.037109375,36.2479,2125000,4827.36,425,4965.4,13.5932
426,-2289.44091796875,36.4999,2130000,4750.44,426,4913.54,13.5006
427,-2277.406005859375,35.848,2135000,4744.48,427,4756.46,13.5058
428,-2253.306640625,36.1615,2140000,4803.57,428,4886.96,13.9898
429,-2279.517822265625,36.3576,2145000,4785.41,429,4946.07,14.1601
430,-2249.486328125,35.6613,2150000,4784.68,430,4926.95,13.5597
431,-2307.515869140625,36.4234,2155000,4767.31,431,4937.17,13.7728
432,-2301.414794921875,35.8792,2160000,4709.1,432,4831.24,13.6558
433,-2347.274169921875,36.3099,2165000,4705.25,433,4846.8,13.7613
434,-2412.470458984375,35.9641,2170000,4756.52,434,4903.18,13.8454
435,-2418.610107421875,36.2469,2175000,4754.29,435,4830.16,13.4263
436,-2344.09423828125,36.4555,2180000,4794.5,436,4913.97,13.9142
437,-2401.013427734375,36.2744,2185000,4556.5,437,4857.96,13.7825
438,-2357.578369140625,36.1216,2190000,4816.04,438,4857.01,13.4568
439,-2429.288330078125,36.0496,2195000,4650.83,439,4860.59,13.6249
440,-2471.4560546875,36.7353,2200000,4797.45,440,4871.76,13.3212
441,-2413.433349609375,36.1996,2205000,4614.85,441,4851.83,13.7967
442,-2515.16015625,35.9627,2210000,4763.8,442,4853.39,13.8677
443,-2565.931640625,35.7896,2215000,4681.98,443,4728.03,13.5406
444,-2503.084228515625,36.0276,2220000,4791.43,444,4871.05,13.6778
445,-2490.6826171875,36.6617,2225000,4726.14,445,4747.88,13.4767
446,-2515.275390625,36.5087,2230000,4712.19,446,4753.13,13.4043
447,-2461.865234375,35.9743,2235000,4748.1,447,4789.04,13.7659
448,-2400.889892578125,35.731,2240000,4713.44,448,4733.79,13.3783
449,-2630.709228515625,36.165,2245000,4683.81,449,4727.29,13.4093
450,-2571.043212890625,36.2543,2250000,4671.36,450,4742.95,13.5085
451,-2590.915283203125,36.4256,2255000,4705.15,451,4796.43,13.3
452,-2480.820068359375,35.9214,2260000,4768.56,452,4825.48,12.9583
453,-2555.58935546875,36.0868,2265000,4690.52,453,4814.93,13.7428
454,-2617.85693359375,36.5928,2270000,4632.73,454,4707.6,13.6516
455,-2601.164306640625,36.4854,2275000,4670.93,455,4729.45,13.6316
456,-2514.65478515625,35.7493,2280000,4731.82,456,4806.19,13.326
457,-2658.850830078125,35.9566,2285000,4663.44,457,4715.57,13.0826
458,-2710.991943359375,35.8821,2290000,4268.23,458,4686.78,13.6342
459,-2613.62646484375,36.282,2295000,4687.29,459,4790.19,12.9392
460,-2639.5791015625,35.8903,2300000,4556.53,460,4717.44,13.1593
461,-2507.869384765625,35.5768,2305000,4740.9,461,4812.77,13.0738
462,-2743.993408203125,35.9438,2310000,4672.51,462,4773.8,12.8681
463,-2837.491943359375,36.0159,2315000,4701.78,463,4779.28,15.4533
464,-2696.20068359375,35.8991,2320000,4698.35,464,4797.19,12.6507
465,-2652.786865234375,35.7608,2325000,4695.01,465,4773.55,12.8823
466,-2588.227783203125,35.6799,2330000,4721.28,466,4835.5,12.7366
467,-2720.99609375,36.15,2335000,4316.53,467,4811.52,12.9481
468,-2602.874267578125,35.3416,2340000,4732.64,468,4822.01,12.5728
469,-2662.34765625,35.7856,2345000,4683.82,469,4774.29,12.7376
470,-2598.2412109375,35.2083,2350000,4713.36,470,4806.73,12.7569
471,-2663.49072265625,35.4226,2355000,4733.29,471,4816.33,12.9976
472,-2775.15771484375,36.0354,2360000,4734.97,472,4823.76,12.7829
473,-2686.0810546875,35.5071,2365000,4715.8,473,4790.34,12.5657
474,-2746.4765625,35.2565,2370000,4736.63,474,4858.09,12.6543
475,-2720.24951171875,35.6723,2375000,4705.79,475,4786.24,13.1156
476,-2762.5966796875,35.5278,2380000,4679.46,476,4731.04,12.9164
477,-2681.708740234375,35.634,2385000,4505.04,477,4767.49,13.529
478,-2592.89990234375,35.4406,2390000,4736.46,478,4867.8,12.5673
479,-2706.277099609375,35.6855,2395000,4695.75,479,4825.39,12.5726
480,-2755.754150390625,35.5051,2400000,4756.95,480,4876.67,12.6761
481,-2690.21484375,35.9454,2405000,4752.77,481,4827.78,13.3119
482,-2602.949462890625,34.8746,2410000,4718.11,482,4807.63,12.3388
483,-2665.197509765625,35.5381,2415000,4719.37,483,4778.14,12.8662
484,-2785.26611328125,35.6926,2420000,4536.9,484,4436.87,13.5107
485,-2662.420654296875,35.5152,2425000,4715.9,485,4773.53,12.8034
486,-2698.89892578125,35.2502,2430000,4371.19,486,4689.3,12.6807
487,-2749.52685546875,35.7494,2435000,4604.17,487,4741.04,13.1391
488,-2746.036376953125,35.8491,2440000,4676.46,488,4812.58,12.9297
489,-3096.9267578125,35.6675,2445000,3822.32,489,4587.72,13.9118
490,-2704.513916015625,35.464,2450000,4621.55,490,4667.63,13.0617
491,-3008.82421875,35.5314,2455000,4630.54,491,4716.0,13.8557
492,-2717.236572265625,35.6921,2460000,4686.56,492,4813.33,12.9358
493,-2801.44775390625,35.3881,2465000,4629.06,493,4740.8,12.683
494,-2787.1513671875,35.1912,2470000,4622.73,494,4865.83,11.9641
495,-2670.964599609375,34.913,2475000,4648.37,495,4771.83,12.3118
496,-2565.578369140625,34.5752,2480000,4600.27,496,4879.7,12.3094
497,-2789.305908203125,35.1617,2485000,4689.56,497,4879.42,11.8641
498,-2636.515625,35.0044,2490000,4720.3,498,4863.19,11.9329
499,-2676.49853515625,34.8847,2495000,4712.91,499,4951.42,11.8974
500,-2656.1728515625,34.7234,2500000,4637.87,500,4509.14,11.5023
501,-2684.411865234375,34.6554,2505000,4449.62,501,4965.02,11.1045
502,-3014.086181640625,35.2504,2510000,3944.14,502,4954.13,12.8686
503,-3298.624267578125,34.9798,2515000,4371.88,503,4585.13,12.7565
504,-2718.81005859375,34.6557,2520000,4568.89,504,4649.55,11.1724
505,-3399.072021484375,35.3208,2525000,4342.38,505,4900.15,11.5068
506,-2969.427490234375,34.7554,2530000,4367.84,506,4881.1,11.2773
507,-3064.65087890625,35.5193,2535000,4473.77,507,4674.18,11.5327
508,-3929.649658203125,36.5106,2540000,4109.58,508,4426.96,13.4872
509,-3332.77392578125,35.6256,2545000,4097.6,509,4684.7,13.091
510,-2745.303466796875,35.6891,2550000,4132.95,510,4905.14,12.3271
511,-3033.21533203125,34.4898,2555000,4518.98,511,4413.5,12.1228
512,-2702.469970703125,35.0805,2560000,4257.98,512,4728.22,12.0595
513,-2863.33251953125,33.8564,2565000,4150.22,513,4700.63,11.8625
514,-3120.461181640625,35.4284,2570000,4179.81,514,4728.42,11.9322
515,-3029.262939453125,35.6103,2575000,4379.5,515,4721.07,11.9361
516,-3577.10400390625,35.9135,2580000,4070.4,516,4781.0,16.4964
517,-5915.658203125,50.2424,2585000,327.39,517,325.77,60.624
518,-3870.793701171875,38.837,2590000,4045.32,518,4337.45,17.8405
519,-4676.7587890625,41.2512,2595000,2675.6,519,835.07,20.099
520,-5353.62060546875,42.3562,2600000,690.73,520,88.03,22.4382
521,-3854.975341796875,38.4936,2605000,4274.88,521,4314.24,16.8579
522,-4875.08935546875,38.9011,2610000,1757.3,522,2173.42,21.2935
523,-4387.05712890625,37.2395,2615000,3062.29,523,4427.39,14.2666
524,-3892.19091796875,35.9994,2620000,4040.82,524,3347.73,18.4497
525,-4346.7138671875,35.8299,2625000,2880.65,525,4346.13,16.0233
526,-4967.07568359375,38.7876,2630000,1797.7,526,1839.41,24.8473
527,-3675.20068359375,35.4892,2635000,4143.53,527,4018.65,14.3071
528,-3926.4404296875,36.2505,2640000,4324.69,528,4204.98,18.9406
529,-3409.03369140625,35.8327,2645000,4380.01,529,4322.78,13.6546
530,-3631.1494140625,36.3141,2650000,3956.86,530,4127.16,16.0824
531,-3365.480712890625,35.9204,2655000,4303.42,531,4367.96,13.7892
532,-3345.39111328125,36.3049,2660000,4245.79,532,4464.43,13.3501
533,-3369.18701171875,36.5474,2665000,4321.79,533,4343.08,13.736
534,-3560.954833984375,36.4122,2670000,4328.88,534,4305.77,14.0669
535,-3454.040283203125,36.6411,2675000,4300.97,535,4475.51,13.7378
536,-3577.0234375,37.1539,2680000,4285.61,536,4571.9,13.9055
537,-3621.03515625,36.7395,2685000,4044.29,537,4550.1,14.0541
538,-3288.37548828125,36.2377,2690000,4421.41,538,4584.55,14.0389
539,-3362.6416015625,35.9049,2695000,4417.54,539,4589.07,13.0624
540,-3377.561279296875,36.2933,2700000,4533.8,540,4754.17,13.9771
541,-3398.901611328125,35.796,2705000,4606.39,541,4624.03,13.6407
542,-3459.904541015625,35.8082,2710000,4618.8,542,4652.09,13.2693
543,-3427.013427734375,35.6075,2715000,4626.63,543,4594.53,13.7076
544,-3830.0283203125,36.4543,2720000,4557.28,544,4382.92,16.4753
545,-3358.53271484375,35.969,2725000,4586.48,545,4442.49,13.5873
546,-3355.8544921875,35.8837,2730000,4577.54,546,4781.23,13.3593
547,-3283.0263671875,35.8306,2735000,4465.03,547,4672.44,13.5714
548,-3475.84521484375,35.7939,2740000,4299.48,548,4775.62,15.1364
549,-4153.20849609375,36.672,2745000,4405.44,549,4742.21,21.4909
550,-4081.140625,36.8759,2750000,4369.98,550,4305.95,17.2543
551,-3448.888916015625,36.2181,2755000,4174.58,551,2033.87,16.5341
552,-3633.7744140625,36.1226,2760000,3834.94,552,4376.19,18.6841
553,-3297.927978515625,35.3974,2765000,4487.86,553,4783.41,12.8984
554,-4151.52587890625,37.1067,2770000,3622.25,554,4704.1,16.2691
555,-4145.13134765625,36.7993,2775000,4004.97,555,4636.68,15.3488
556,-3833.096923828125,36.1103,2780000,3954.21,556,1750.64,16.3107
557,-3602.773193359375,36.293,2785000,4550.73,557,4402.67,16.4316
558,-4043.96337890625,36.7426,2790000,3789.61,558,4739.56,20.2004
559,-3485.347900390625,36.5607,2795000,4381.52,559,4541.79,14.5941
560,-3620.0771484375,36.3249,2800000,4114.19,560,3669.17,13.6281
561,-3934.013427734375,36.366,2805000,4359.6,561,3386.57,28.5836
562,-3724.235107421875,36.4584,2810000,4129.89,562,4729.96,18.5001
563,-4039.71240234375,36.6723,2815000,3791.83,563,4541.29,29.0212
564,-4564.14208984375,36.9854,2820000,3534.9,564,3638.02,27.5456
565,-3516.542724609375,35.3891,2825000,4506.49,565,4545.05,14.8534
566,-4304.94189453125,36.1444,2830000,4654.43,566,3090.19,32.1578
567,-4747.05419921875,37.6932,2835000,3869.6,567,3149.71,50.0663
568,-4149.26611328125,36.2615,2840000,3958.81,568,2975.32,20.9715
569,-3489.52734375,35.2389,2845000,4724.22,569,4788.75,15.1418
570,-3407.008544921875,35.4671,2850000,4606.33,570,4800.04,13.304
571,-3320.875732421875,35.346,2855000,4265.09,571,4798.46,14.6158
572,-3705.44677734375,35.3415,2860000,4773.26,572,4828.04,21.3013
573,-3244.779052734375,34.74,2865000,4514.07,573,4805.37,14.977
574,-4493.85302734375,36.8289,2870000,4004.18,574,4838.29,31.2433
575,-3455.3271484375,35.0748,2875000,4267.15,575,4932.19,15.2707
576,-3683.4619140625,35.5105,2880000,4329.68,576,4940.53,22.644
577,-3379.369384765625,35.0751,2885000,4704.14,577,4996.09,15.2574
578,-2990.74658203125,34.6405,2890000,4871.5,578,4989.29,12.5047
579,-3228.834228515625,34.3246,2895000,4862.32,579,4987.11,14.3403
580,-2948.628662109375,34.6482,2900000,4763.09,580,3981.17,12.8356
581,-3284.651123046875,34.879,2905000,4918.23,581,4994.1,16.1324
582,-3068.255615234375,34.0224,2910000,4863.4,582,4999.22,12.5322
583,-3126.41455078125,34.4557,2915000,4836.72,583,5022.42,12.9189
584,-3122.92626953125,34.2233,2920000,4826.85,584,5001.6,12.2854
585,-3369.65185546875,34.4516,2925000,4890.0,585,5051.4,17.5065
586,-3285.829345703125,34.2682,2930000,4879.02,586,4989.71,16.5831
587,-3149.178466796875,34.0269,2935000,4838.1,587,4913.45,12.3485
588,-3493.765380859375,34.7865,2940000,4808.59,588,4854.09,13.8635
589,-3077.103759765625,34.7296,2945000,4852.84,589,4971.68,12.5515
590,-3100.61474609375,34.3902,2950000,4928.1,590,5052.8,12.5379
591,-3095.79833984375,34.6018,2955000,4845.8,591,4929.31,12.366
592,-3044.359130859375,34.1744,2960000,4916.22,592,5032.22,12.8161
593,-3024.555908203125,33.6523,2965000,4904.64,593,5055.79,12.2126
594,-3373.851806640625,34.0928,2970000,4907.08,594,5098.39,15.9468
595,-3386.504638671875,34.5618,2975000,4816.67,595,5070.99,14.4642
596,-3193.58251953125,33.7999,2980000,4892.82,596,4999.28,12.2708
597,-3092.404052734375,34.0256,2985000,4862.04,597,5014.83,12.3337
598,-3177.1904296875,34.3726,2990000,4835.15,598,5019.72,12.4857
599,-3132.288818359375,33.9727,2995000,4892.74,599,4990.24,12.6051
600,-3100.854736328125,33.9754,3000000,4863.31,600,5005.06,12.7738
601,-3319.726806640625,34.1582,3005000,4841.99,601,5018.77,12.2552
602,-3221.806884765625,34.2653,3010000,4841.53,602,5022.98,12.6354
603,-3177.721923828125,34.0572,3015000,4800.68,603,4983.83,12.3447
604,-3169.65771484375,34.0056,3020000,4840.21,604,4975.4,12.2018
605,-3055.680908203125,34.0497,3025000,4844.26,605,4965.18,12.2509
606,-3107.08984375,33.9132,3030000,4868.82,606,5027.37,12.3021
607,-3177.077392578125,34.3641,3035000,4786.93,607,4912.64,12.0695
608,-3338.437255859375,34.051,3040000,4809.02,608,4988.47,12.0914
609,-3330.70703125,34.3023,3045000,4764.0,609,4921.18,12.3163
610,-3272.98095703125,34.4006,3050000,4837.52,610,5020.13,12.6791
611,-3274.995361328125,34.4318,3055000,4850.15,611,5020.07,12.9228
612,-3378.0947265625,34.1492,3060000,4777.62,612,4962.01,12.4878
613,-3166.6875,34.0214,3065000,4796.01,613,4967.49,12.4377
614,-3190.875,34.3213,3070000,4757.08,614,4931.71,12.807
615,-3333.7392578125,33.9882,3075000,4844.76,615,5006.76,12.5109
616,-3431.939697265625,34.6276,3080000,4832.17,616,5021.06,12.9226
617,-3208.236083984375,33.9681,3085000,4814.91,617,4977.75,12.3816
618,-3269.145751953125,34.156,3090000,4891.53,618,5074.94,12.5398
619,-3284.68896484375,34.1581,3095000,4901.85,619,5051.79,12.2846
620,-3312.280029296875,34.2816,3100000,4875.87,620,5061.11,12.544
621,-3283.0244140625,34.1855,3105000,4866.85,621,4978.21,12.4628
622,-3206.344970703125,33.7297,3110000,4846.93,622,4996.35,12.3246
623,-3205.3759765625,33.973,3115000,4866.03,623,4997.55,12.7666
624,-3212.641357421875,33.7375,3120000,4879.76,624,4996.01,12.2558
625,-3278.608642578125,34.2263,3125000,4895.91,625,5045.47,12.258
626,-3321.351806640625,34.2214,3130000,4894.67,626,5007.74,12.5234
627,-3465.58544921875,34.6527,3135000,4857.66,627,5008.41,12.5809
628,-3355.819580078125,34.5419,3140000,4830.03,628,4982.06,12.7355
629,-3449.6630859375,34.6977,3145000,4890.42,629,5015.76,12.6667
630,-3261.781982421875,33.8042,3150000,4835.06,630,5002.19,12.3478
631,-3419.2421875,34.2297,3155000,4819.1,631,4968.07,12.3672
632,-3453.0888671875,34.8719,3160000,4898.98,632,5098.08,12.7939
633,-3360.714111328125,34.5332,3165000,4837.49,633,5050.84,12.6724
634,-3329.790771484375,33.9854,3170000,4830.09,634,4972.6,12.3773
635,-3232.411865234375,33.8195,3175000,4838.58,635,4924.3,12.5277
636,-3335.39794921875,34.4776,3180000,4763.59,636,4867.81,12.7794
637,-3219.577392578125,33.8876,3185000,4802.74,637,4947.64,12.6385
638,-3167.376708984375,33.8676,3190000,4940.12,638,5011.95,12.3633
639,-3356.609619140625,33.868,3195000,4869.64,639,4989.21,12.6144
640,-3498.2177734375,34.2817,3200000,4737.83,640,4858.43,13.8577
641,-3243.408935546875,33.5999,3205000,4872.49,641,5029.84,12.7292
642,-3180.76416015625,33.6613,3210000,4910.66,642,5046.97,12.5134
643,-3194.86181640625,33.4097,3215000,4831.07,643,4971.72,12.5137
644,-3132.251708984375,33.5402,3220000,4888.3,644,5085.83,12.4791
645,-3733.268310546875,34.3518,3225000,4758.25,645,4889.21,12.7601
646,-3448.306396484375,33.974,3230000,4732.63,646,4952.0,12.7938
647,-3588.119140625,33.5893,3235000,4714.4,647,4871.3,13.2445
648,-3189.60791015625,33.3453,3240000,4853.7,648,5036.94,12.2175
649,-3510.430419921875,34.2048,3245000,4815.58,649,5000.89,12.5611
650,-3464.871337890625,34.5332,3250000,4858.53,650,4956.38,12.6968
651,-3210.264404296875,33.8478,3255000,4890.83,651,5025.11,12.8422
652,-3594.297607421875,34.4225,3260000,4888.29,652,5037.51,12.8386
653,-3362.02197265625,34.1513,3265000,4891.0,653,5082.56,12.6214
654,-3668.495849609375,34.6571,3270000,4869.1,654,5055.06,12.8919
655,-3425.25244140625,34.208,3275000,4838.92,655,5000.49,12.3665
656,-3377.0595703125,34.3175,3280000,4883.64,656,5112.24,12.4547
657,-3538.017333984375,34.3082,3285000,4895.22,657,5130.72,12.2287
658,-3445.671630859375,34.0381,3290000,4939.14,658,5120.28,12.3226
659,-3729.95166015625,34.6129,3295000,4923.29,659,5110.23,12.9817
660,-3550.117919921875,33.9847,3300000,4847.51,660,5026.58,12.3252
661,-3542.316650390625,34.1124,3305000,4889.37,661,5094.01,12.7044
662,-3732.445068359375,34.8487,3310000,4890.33,662,5052.68,12.7827
663,-3519.62060546875,34.1544,3315000,4866.01,663,5071.46,12.6902
664,-3591.951904296875,34.4899,3320000,4847.32,664,5036.57,12.7119
665,-3534.740966796875,34.7118,3325000,4872.29,665,5108.08,12.6554
666,-3643.82568359375,34.8534,3330000,4898.19,666,5099.66,12.7843
667,-3558.49658203125,34.4484,3335000,4924.14,667,5112.03,12.4013
668,-3647.360595703125,34.3029,3340000,4913.03,668,5115.15,12.5996
669,-3579.9072265625,34.2284,3345000,4936.78,669,5104.71,12.7915
670,-3454.06640625,33.7389,3350000,4957.18,670,5131.69,12.4243
671,-3591.484375,34.1484,3355000,4938.43,671,5132.39,12.6505
672,-3409.428955078125,34.2348,3360000,4902.56,672,5072.08,12.7662
673,-3563.43701171875,33.8502,3365000,4886.81,673,5033.54,12.2518
674,-3786.487060546875,34.3648,3370000,4930.24,674,5116.03,12.653
675,-3724.26416015625,34.5667,3375000,4868.55,675,5073.82,12.7643
676,-3662.122314453125,34.563,3380000,4900.51,676,5091.69,12.6867
677,-3553.742431640625,34.2931,3385000,4913.89,677,5087.52,12.267
678,-3690.552734375,34.4962,3390000,4900.09,678,5074.86,13.0882
679,-3552.36376953125,33.9099,3395000,4905.42,679,5122.18,12.2379
680,-3560.46728515625,33.9963,3400000,4921.89,680,5121.47,12.1386
681,-3461.869384765625,33.843,3405000,4912.65,681,5045.67,12.256
682,-3583.915283203125,33.4819,3410000,4924.21,682,5094.02,12.0894
683,-3608.826171875,33.799,3415000,4851.86,683,4996.73,12.3034
684,-3521.240234375,33.6561,3420000,4870.89,684,5042.78,12.7561
685,-3608.564453125,34.2961,3425000,4871.93,685,5042.22,12.2228
686,-3546.151123046875,34.1125,3430000,4891.06,686,5018.39,12.7252
687,-3428.389892578125,33.8069,3435000,4939.86,687,5080.81,12.3071
688,-3528.903564453125,33.9957,3440000,4883.54,688,5038.95,12.1702
689,-3650.3935546875,34.3591,3445000,4854.38,689,5017.21,12.8298
690,-3814.17578125,34.4035,3450000,4856.27,690,5038.98,12.7907
691,-3869.3623046875,34.7471,3455000,4895.74,691,5081.44,12.7363
692,-3722.871337890625,34.4291,3460000,4920.0,692,5108.12,12.7183
693,-3682.0068359375,34.4653,3465000,4885.74,693,5043.55,12.5887
694,-3761.956298828125,34.6317,3470000,4937.74,694,5127.56,12.5435
695,-3686.3505859375,33.9943,3475000,4907.83,695,5083.75,12.2912
696,-3784.408935546875,34.3949,3480000,4909.37,696,5108.43,12.5795
697,-3695.87841796875,34.2955,3485000,4888.63,697,5020.19,12.4924
698,-3704.02197265625,33.7339,3490000,4916.47,698,5051.5,12.7683
699,-5181.8076171875,36.0657,3495000,2669.1,699,3423.62,18.4325
700,-3842.21142578125,34.6097,3500000,4817.0,700,4591.97,12.9459
701,-4139.84423828125,34.4931,3505000,4849.23,701,5009.96,12.7862
702,-4315.16259765625,34.7239,3510000,4086.43,702,4940.82,12.8732
703,-3773.774658203125,33.7332,3515000,4569.72,703,4959.91,13.7286
704,-3967.89404296875,34.4724,3520000,4747.14,704,4862.61,13.7629
705,-4119.1103515625,34.5423,3525000,4948.23,705,5135.18,13.3814
706,-4312.54833984375,34.8722,3530000,4875.83,706,5090.57,13.2118
707,-4111.58935546875,34.7619,3535000,3888.12,707,5071.76,12.9118
708,-4166.57275390625,34.4808,3540000,4914.91,708,5105.85,13.2155
709,-3930.33349609375,34.2941,3545000,4883.73,709,5082.44,12.9951
710,-3881.879150390625,34.3333,3550000,4917.99,710,5080.72,13.1112
711,-3774.751708984375,33.8529,3555000,4923.28,711,5014.55,12.8851
712,-3911.63818359375,34.3123,3560000,4679.84,712,5035.96,12.6756
713,-3780.67626953125,33.9069,3565000,4945.35,713,5000.47,13.0283
714,-3779.513916015625,33.753,3570000,4798.18,714,5197.2,13.1104
715,-3930.74267578125,34.5326,3575000,4935.03,715,5104.13,13.0437
716,-3767.616455078125,34.0326,3580000,4950.6,716,5127.39,13.0584
717,-4294.23876953125,35.0706,3585000,4922.54,717,5150.71,13.2938
718,-3991.84228515625,34.2897,3590000,4921.07,718,5122.16,13.0241
719,-3977.72607421875,34.2507,3595000,4950.89,719,5116.81,12.987
720,-4012.014892578125,34.8928,3600000,4981.75,720,5181.49,13.3581
721,-4130.650390625,34.4913,3605000,4876.13,721,5085.5,12.9771
722,-3888.8310546875,33.7301,3610000,4958.07,722,5123.08,13.1098
723,-4032.185546875,33.9349,3615000,4876.35,723,5018.24,12.9066
724,-3872.129150390625,34.3634,3620000,4703.92,724,5015.02,12.9188
725,-4129.3447265625,34.4561,3625000,4865.94,725,5070.66,12.8762
726,-4230.9638671875,34.2369,3630000,4895.27,726,5069.88,12.938
727,-4260.7412109375,34.4204,3635000,4977.2,727,5223.38,12.958
728,-4246.4375,34.2131,3640000,4938.05,728,5154.04,13.5804
729,-4398.384765625,34.8912,3645000,4915.28,729,5134.26,13.4851
730,-4437.1357421875,34.6506,3650000,4949.05,730,5047.71,13.6139
731,-4458.71044921875,34.4108,3655000,4444.73,731,5067.64,12.7302
732,-4931.3046875,34.7459,3660000,4346.13,732,5127.79,12.3153
733,-4427.13330078125,34.1932,3665000,4874.41,733,5071.57,12.8902
734,-4586.8017578125,35.2966,3670000,4667.71,734,5049.32,13.2128
735,-4657.92578125,34.7932,3675000,4563.27,735,5145.22,13.4379
736,-4287.64697265625,34.0116,3680000,4591.31,736,5131.54,13.1805
737,-5458.3896484375,35.1045,3685000,3319.27,737,5134.73,27.0546
738,-4671.47412109375,34.1057,3690000,4517.94,738,4360.92,18.2955
739,-4911.67626953125,34.7567,3695000,4142.07,739,5156.13,17.8247
740,-4567.2138671875,34.156,3700000,4442.76,740,5129.89,18.8283
741,-4396.99560546875,34.2954,3705000,4745.76,741,5128.07,14.1172
742,-4510.021484375,33.7572,3710000,4539.47,742,3593.19,16.5542
743,-4124.78076171875,33.2541,3715000,5006.32,743,5200.78,12.2575
744,-4388.5263671875,33.1422,3720000,4990.91,744,5132.02,12.2862
745,-4517.4267578125,34.3259,3725000,4943.67,745,5157.8,12.5117
746,-4443.65869140625,33.8358,3730000,4924.64,746,5068.92,11.9759
747,-4797.10888671875,34.3897,3735000,4939.66,747,5076.79,12.2202
748,-4384.3623046875,34.4983,3740000,4946.01,748,5048.5,12.2315
749,-4591.97900390625,34.0804,3745000,4340.93,749,4957.87,12.931
750,-4547.2900390625,34.2219,3750000,4863.15,750,5049.9,13.1097
751,-4247.82568359375,33.9096,3755000,4952.36,751,5080.9,12.2594
752,-4359.30224609375,34.1235,3760000,4923.96,752,5115.7,12.2582
753,-4473.44140625,34.4015,3765000,4904.86,753,5099.76,12.4155
754,-4609.83642578125,34.0402,3770000,4677.13,754,5170.17,12.5681
755,-4692.55126953125,33.7581,3775000,4772.86,755,4950.35,12.3443
756,-4474.94873046875,33.6107,3780000,4840.5,756,5001.8,12.4662
757,-4289.81591796875,33.7498,3785000,4944.39,757,5144.6,12.1149
758,-4644.2900390625,34.4643,3790000,4877.85,758,5018.94,12.3713
759,-4762.853515625,34.8368,3795000,4612.77,759,4966.08,16.6238
760,-5158.3671875,34.9373,3800000,4870.39,760,5074.06,13.0608
761,-4584.302734375,34.323,3805000,4899.07,761,5135.64,12.8032
762,-4756.154296875,34.4349,3810000,4600.04,762,5028.94,12.9227
