Real Det Return,Real Sto Return,Reward Loss,Running Forward KL,Running Reverse KL,Itration,Running Update Time,Running Env Steps
2377.65,1998.63,-73923.9609375,156.5947,15.3158,394,394,1970000
2391.18,2021.94,-73956.0703125,156.4994,15.2341,395,395,1975000
2389.83,1992.29,-73957.4453125,156.708,15.2489,396,396,1980000
2377.01,1984.53,-74229.296875,156.6111,15.2318,397,397,1985000
2376.38,1981.46,-74086.9296875,156.6029,15.2,398,398,1990000
2387.07,2017.1,-74592.34375,156.5697,15.3861,399,399,1995000
2378.57,2008.1,-74881.2109375,156.6252,15.3768,400,400,2000000
2368.94,2006.16,-74242.015625,156.6012,15.1807,401,401,2005000
2380.94,2026.76,-74499.53125,156.6561,15.3793,402,402,2010000
2377.78,2002.47,-74639.734375,156.4868,15.2525,403,403,2015000
2367.32,2004.99,-74898.8203125,156.5853,15.212,404,404,2020000
2369.94,2017.0,-75003.9140625,156.5928,15.2974,405,405,2025000
2376.56,2000.57,-74677.4921875,156.3752,15.178,406,406,2030000
2377.54,2010.59,-75066.0703125,156.5558,15.1885,407,407,2035000
2373.63,1998.57,-75217.03125,156.4551,15.3429,408,408,2040000
2362.24,1997.87,-75103.9765625,156.5516,15.267,409,409,2045000
2372.37,2016.0,-75259.640625,156.6341,15.3283,410,410,2050000
2368.92,1989.22,-75311.5546875,156.53,15.1861,411,411,2055000
2351.56,1988.9,-75220.640625,156.5074,15.2352,412,412,2060000
2348.03,1977.72,-75048.5546875,156.6519,15.2212,413,413,2065000
2357.99,2003.41,-75613.578125,156.4786,15.2424,414,414,2070000
2352.08,1988.82,-75500.9921875,156.613,15.1622,415,415,2075000
2365.69,1993.05,-75776.671875,156.6107,15.2839,416,416,2080000
2344.11,1989.79,-75796.4453125,156.7171,15.2861,417,417,2085000
2376.6,1987.36,-75796.328125,156.5974,15.2262,418,418,2090000
2375.11,2001.93,-75552.6328125,156.5796,15.318,419,419,2095000
2360.37,1984.57,-75566.6796875,156.5301,15.1481,420,420,2100000
2357.9,1984.43,-75793.2890625,156.539,15.2495,421,421,2105000
2360.52,1991.91,-75832.7421875,156.6427,15.2421,422,422,2110000
2390.35,2012.7,-76405.1171875,156.5862,15.3251,423,423,2115000
2371.47,1991.31,-76321.6640625,156.6591,15.2935,424,424,2120000
2353.65,1995.69,-76037.9609375,156.5885,15.3135,425,425,2125000
2364.91,1996.82,-76240.0546875,156.6095,15.2272,426,426,2130000
2372.07,2001.47,-76329.2890625,156.7211,15.2288,427,427,2135000
2370.7,1985.52,-76481.2265625,156.6075,15.3317,428,428,2140000
2355.98,1981.61,-76556.2734375,156.4843,15.2325,429,429,2145000
2368.02,1998.46,-76346.03125,156.5692,15.1029,430,430,2150000
2380.24,1993.26,-76489.703125,156.6243,15.2207,431,431,2155000
2371.37,1991.16,-76784.6015625,156.4746,15.1738,432,432,2160000
2366.06,2004.21,-76936.203125,156.397,15.2348,433,433,2165000
2360.85,1975.03,-76774.4296875,156.667,15.1391,434,434,2170000
2360.24,2001.5,-76945.7265625,156.4562,15.3416,435,435,2175000
2361.97,1997.12,-77259.7265625,156.741,15.2228,436,436,2180000
2385.05,1991.52,-77440.4296875,156.5466,15.1025,437,437,2185000
2349.47,1992.7,-77339.1484375,156.4779,15.3696,438,438,2190000
2367.27,2009.39,-77348.703125,156.5688,15.3906,439,439,2195000
2376.06,2015.29,-77627.1171875,156.5568,15.3325,440,440,2200000
2366.65,1991.37,-77495.0546875,156.4749,15.1972,441,441,2205000
2388.7,2027.33,-77698.59375,156.6235,15.3255,442,442,2210000
2377.55,2001.16,-77854.0390625,156.4443,15.3846,443,443,2215000
2366.3,1991.89,-77658.671875,156.4627,15.1997,444,444,2220000
2376.45,2002.99,-78035.8515625,156.4901,15.2298,445,445,2225000
2381.53,1987.83,-77981.546875,156.6411,15.2922,446,446,2230000
2357.92,1997.15,-78159.421875,156.551,15.2908,447,447,2235000
2365.57,1987.25,-78390.0625,156.63,15.3764,448,448,2240000
2373.34,1991.08,-77911.375,156.5269,15.1614,449,449,2245000
2383.67,2009.47,-78455.4921875,156.567,15.2967,450,450,2250000
2361.1,2002.75,-78371.5234375,156.5719,15.2489,451,451,2255000
2356.61,1995.89,-78430.7890625,156.6146,15.3023,452,452,2260000
2373.44,1986.18,-78414.234375,156.6124,15.1349,453,453,2265000
2360.52,1993.8,-78507.5078125,156.4555,15.195,454,454,2270000
2353.24,1984.02,-78238.765625,156.6089,15.2652,455,455,2275000
2370.54,1989.56,-78597.34375,156.4432,15.2566,456,456,2280000
2366.83,2019.84,-78524.0703125,156.6195,15.2943,457,457,2285000
2355.82,1988.88,-78475.9453125,156.4937,15.1428,458,458,2290000
2375.43,1993.4,-78880.7734375,156.6097,15.1721,459,459,2295000
2359.39,2000.03,-78879.484375,156.5446,15.2747,460,460,2300000
2380.51,2016.68,-79001.265625,156.6182,15.3881,461,461,2305000
2383.93,2008.77,-78970.0546875,156.5573,15.3093,462,462,2310000
2378.48,2001.72,-78900.6328125,156.6018,15.2562,463,463,2315000
2345.33,1993.39,-79044.2109375,156.7367,15.1958,464,464,2320000
2363.72,1993.56,-79454.6875,156.6466,15.3065,465,465,2325000
2373.72,2000.52,-79279.671875,156.508,15.2238,466,466,2330000
2371.33,2006.99,-79335.6953125,156.5476,15.2037,467,467,2335000
2381.42,2010.56,-79353.8203125,156.5183,15.2576,468,468,2340000
2384.19,2017.21,-79383.7265625,156.3147,15.1741,469,469,2345000
2382.31,2001.09,-79467.109375,156.4976,15.1031,470,470,2350000
2367.92,2017.38,-79297.6796875,156.7242,15.0727,471,471,2355000
2389.16,2010.72,-79805.8515625,156.4479,15.2355,472,472,2360000
2369.4,1995.8,-79701.6875,156.5121,15.2257,473,473,2365000
2380.34,1994.31,-79698.640625,156.6021,15.2154,474,474,2370000
2371.77,2009.52,-79602.921875,156.4638,15.1586,475,475,2375000
2368.69,1988.48,-80082.4296875,156.6003,15.2323,476,476,2380000
2354.76,1983.82,-80184.140625,156.4658,15.2518,477,477,2385000
2363.33,2005.31,-80157.2734375,156.666,15.3593,478,478,2390000
2370.3,2011.78,-80326.65625,156.5336,15.3757,479,479,2395000
2374.27,2012.65,-80262.8125,156.4689,15.3234,480,480,2400000
2382.85,2000.26,-80198.6484375,156.376,15.1969,481,481,2405000
2395.2,2026.26,-80349.984375,156.4626,15.2834,482,482,2410000
2375.63,2006.39,-80259.890625,156.5672,15.2892,483,483,2415000
2372.53,2013.64,-80275.53125,156.6336,15.1437,484,484,2420000
2383.61,2029.96,-80563.03125,156.4947,15.1225,485,485,2425000
2371.8,2016.62,-80589.390625,156.5347,15.3293,486,486,2430000
2374.82,2014.25,-80639.9765625,156.5264,15.3239,487,487,2435000
2372.49,2017.53,-80599.671875,156.5453,15.2162,488,488,2440000
2375.21,2018.41,-80880.359375,156.47,15.2775,489,489,2445000
2386.42,2026.06,-81156.671875,156.5462,15.3442,490,490,2450000
2382.44,2014.26,-80757.109375,156.5785,15.2686,491,491,2455000
2392.0,2027.35,-81181.484375,156.5681,15.3225,492,492,2460000
2386.31,2033.77,-81179.9296875,156.568,15.3522,493,493,2465000
2386.12,2028.57,-81215.9140625,156.5507,15.2722,494,494,2470000
2384.43,2027.24,-81312.0859375,156.5881,15.3806,495,495,2475000
2376.43,2025.09,-81222.1171875,156.4634,15.4187,496,496,2480000
2396.63,2033.29,-81392.40625,156.6653,15.3348,497,497,2485000
2406.7,2035.19,-81125.21875,156.5076,15.3663,498,498,2490000
2388.07,2021.21,-81617.921875,156.575,15.2653,499,499,2495000
2393.46,2011.96,-81525.765625,156.6009,15.2497,500,500,2500000
2388.49,2033.13,-81592.8046875,156.3609,15.3239,501,501,2505000
2412.11,2052.69,-81576.0859375,156.5889,15.2314,502,502,2510000
2390.61,2014.9,-81554.59375,156.489,15.3182,503,503,2515000
2374.27,2010.78,-81430.9296875,156.4985,15.2696,504,504,2520000
2385.71,2028.51,-81612.4296875,156.5286,15.2695,505,505,2525000
2397.69,2015.4,-82099.1015625,156.5221,15.4223,506,506,2530000
2390.58,2030.77,-81829.640625,156.5212,15.2473,507,507,2535000
2385.96,2037.02,-81941.5703125,156.5496,15.3372,508,508,2540000
2376.03,2011.58,-81910.2265625,156.4837,15.2668,509,509,2545000
2380.24,2025.0,-81949.5859375,156.365,15.237,510,510,2550000
2389.48,2039.47,-82176.890625,156.4026,15.469,511,511,2555000
2392.79,2038.68,-82193.8125,156.5452,15.3155,512,512,2560000
2380.2,2018.75,-82406.46875,156.4893,15.3901,513,513,2565000
2397.78,2031.11,-82556.6171875,156.5849,15.2824,514,514,2570000
2395.06,2032.75,-82444.78125,156.4525,15.2306,515,515,2575000
2374.69,2019.78,-82137.8515625,156.5861,15.2214,516,516,2580000
2382.07,2006.68,-82360.78125,156.4759,15.1774,517,517,2585000
2379.56,2016.51,-82574.984375,156.4516,15.1472,518,518,2590000
2395.81,2015.06,-82389.5859375,156.4598,15.2462,519,519,2595000
2391.38,2023.98,-82605.2890625,156.4856,15.3078,520,520,2600000
2392.19,2020.49,-82784.953125,156.5479,15.2452,521,521,2605000
2393.17,2017.46,-82643.7109375,156.4447,15.2038,522,522,2610000
2383.89,2022.02,-82411.6484375,156.5734,15.2147,523,523,2615000
2403.4,2011.81,-82700.9296875,156.5317,15.2342,524,524,2620000
2395.14,2006.4,-83261.8046875,156.395,15.3293,525,525,2625000
2404.49,2028.03,-83243.515625,156.555,15.4621,526,526,2630000
2396.39,2022.52,-83204.7265625,156.6027,15.3521,527,527,2635000
2387.7,2008.71,-83273.1484375,156.5959,15.2347,528,528,2640000
2370.18,1988.29,-83325.0078125,156.5363,15.2103,529,529,2645000
2376.26,2000.66,-83489.7265625,156.4296,15.2742,530,530,2650000
2374.24,2016.87,-83171.2578125,156.5229,15.0886,531,531,2655000
2371.46,2023.07,-83302.484375,156.4661,15.2426,532,532,2660000
2390.53,2005.45,-83628.0078125,156.5675,15.3732,533,533,2665000
2371.38,2002.6,-83360.390625,156.4999,15.2811,534,534,2670000
2364.75,2012.58,-83785.0,156.4663,15.2287,535,535,2675000
2382.26,2024.27,-84011.359375,156.5249,15.4517,536,536,2680000
2385.58,2008.15,-83764.7890625,156.5467,15.217,537,537,2685000
2372.21,1996.1,-83797.890625,156.3973,15.2059,538,538,2690000
2371.72,2032.95,-84028.4375,156.5051,15.2837,539,539,2695000
2367.09,2025.2,-83748.421875,156.537,15.1963,540,540,2700000
2375.38,2016.53,-84026.6640625,156.4833,15.3441,541,541,2705000
2369.73,2027.4,-83612.3359375,156.4862,15.3152,542,542,2710000
2389.89,2027.25,-83830.8671875,156.4465,15.2664,543,543,2715000
2397.32,2027.41,-84198.921875,156.5027,15.3439,544,544,2720000
2390.28,2030.67,-84256.46875,156.5381,15.3489,545,545,2725000
2391.79,2019.49,-84153.8125,156.3794,15.2964,546,546,2730000
2389.64,2003.75,-84257.6875,156.4748,15.353,547,547,2735000
2396.9,2039.95,-84495.6640625,156.3904,15.3155,548,548,2740000
2384.59,2023.01,-84269.390625,156.4752,15.327,549,549,2745000
2389.63,2022.77,-84557.859375,156.5029,15.3748,550,550,2750000
2400.17,2038.67,-84815.1484375,156.6033,15.4026,551,551,2755000
2394.61,2032.06,-84799.3984375,156.4595,15.3717,552,552,2760000
2386.32,2032.25,-84478.0234375,156.5391,15.3639,553,553,2765000
2392.6,2024.1,-84517.8203125,156.5461,15.362,554,554,2770000
2384.14,2041.65,-84830.7265625,156.5322,15.4048,555,555,2775000
2380.58,2036.15,-84573.3203125,156.5292,15.2123,556,556,2780000
2382.12,2024.63,-84600.5078125,156.5286,15.2452,557,557,2785000
2387.15,2034.89,-84960.171875,156.4762,15.4381,558,558,2790000
2372.87,2030.06,-84513.125,156.6006,15.1907,559,559,2795000
2384.62,2016.71,-84744.9453125,156.5276,15.0819,560,560,2800000
2399.22,2038.68,-84887.984375,156.2868,15.2944,561,561,2805000
2394.19,2026.82,-85007.4453125,156.3585,15.4339,562,562,2810000
2400.98,2020.48,-85228.1015625,156.4926,15.3449,563,563,2815000
2380.22,2026.23,-85083.875,156.6374,15.3719,564,564,2820000
2382.89,2021.15,-85297.6640625,156.6328,15.4164,565,565,2825000
2389.99,2046.32,-85285.7109375,156.4545,15.3707,566,566,2830000
2375.91,2027.43,-85189.7578125,156.529,15.2761,567,567,2835000
2375.48,2030.32,-85015.765625,156.5128,15.3585,568,568,2840000
2371.0,2011.21,-85230.7578125,156.582,15.3249,569,569,2845000
2374.37,2044.47,-85564.2109375,156.5305,15.3989,570,570,2850000
2372.18,2012.12,-85266.5859375,156.6124,15.2598,571,571,2855000
2372.52,2032.91,-85371.6796875,156.6157,15.3029,572,572,2860000
2371.6,2020.14,-85494.4140625,156.4307,15.3823,573,573,2865000
2383.71,2029.16,-85403.9765625,156.5578,15.3383,574,574,2870000
2366.23,2024.48,-85428.2890625,156.5197,15.4493,575,575,2875000
2356.12,2030.6,-85455.8671875,156.5472,15.2301,576,576,2880000
2367.96,2008.74,-85449.484375,156.5269,15.2645,577,577,2885000
2372.92,1998.51,-85557.59375,156.4957,15.1289,578,578,2890000
2375.57,2022.19,-86014.3359375,156.4847,15.4024,579,579,2895000
2355.09,2001.85,-85673.1328125,156.6656,15.1277,580,580,2900000
2360.81,2022.9,-85896.015625,156.6272,15.4036,581,581,2905000
2369.86,2034.42,-85956.9765625,156.58,15.3283,582,582,2910000
2358.52,2029.48,-85842.6484375,156.5272,15.4065,583,583,2915000
2343.66,2013.97,-85722.1171875,156.4944,15.1981,584,584,2920000
2374.17,2041.14,-86186.2890625,156.4803,15.3365,585,585,2925000
2384.98,2031.03,-85911.0078125,156.496,15.2602,586,586,2930000
2353.4,2026.62,-85971.078125,156.5961,15.3114,587,587,2935000
2344.81,1993.31,-86071.5625,156.5635,15.3698,588,588,2940000
2369.47,2025.66,-86290.4921875,156.6156,15.446,589,589,2945000
2368.85,2018.71,-86069.8671875,156.5771,15.3389,590,590,2950000
2353.09,2019.32,-86190.28125,156.4211,15.2729,591,591,2955000
2352.95,2013.51,-86317.0546875,156.6491,15.2687,592,592,2960000
2366.5,2027.22,-86713.6640625,156.5126,15.3858,593,593,2965000
2343.23,2001.17,-86289.1953125,156.5477,15.215,594,594,2970000
2351.19,2006.58,-86368.890625,156.5932,15.3066,595,595,2975000
2351.03,2011.69,-86440.2421875,156.7521,15.2657,596,596,2980000
2343.9,1998.47,-86458.40625,156.6806,15.3175,597,597,2985000
2373.18,2023.14,-86575.671875,156.5649,15.3119,598,598,2990000
2386.61,2007.7,-86651.8515625,156.5336,15.1309,599,599,2995000
