Running Reverse KL,Itration,Real Sto Return,Real Det Return,Running Forward KL
11.9115,0,-176.0,-0.65,158.6404
11.7492,1,-106.99,5.0,158.455
11.9744,2,42.12,840.5,158.3009
13.0089,3,254.75,690.75,158.1297
13.8925,4,398.6,745.38,158.2245
14.6892,5,545.47,870.84,158.1343
13.9609,6,545.37,919.42,158.0718
14.2999,7,751.06,1132.5,158.0602
14.8811,8,818.17,1324.45,157.9291
15.2989,9,903.2,1329.52,157.8763
15.6311,10,981.31,1281.24,157.9989
16.131,11,972.94,1421.64,158.0565
16.2306,12,1070.56,1476.32,157.9704
16.2491,13,1113.66,1510.92,157.992
16.3923,14,1128.4,1514.5,158.1165
16.809,15,1173.83,1519.44,157.9915
16.5851,16,1238.78,1634.2,157.9197
16.4265,17,1296.72,1689.09,157.9406
16.5994,18,1285.83,1706.99,157.9128
16.5257,19,1350.11,1729.41,157.8328
16.3363,20,1348.86,1745.28,157.6636
16.551,21,1387.54,1811.74,157.9078
16.5413,22,1430.25,1794.29,157.7786
16.1572,23,1396.93,1818.59,157.6311
16.1741,24,1461.64,1840.59,157.6424
16.431,25,1473.73,1871.62,157.6119
16.5199,26,1493.52,1905.96,157.93
16.4507,27,1495.51,1918.02,157.7219
16.428,28,1520.17,1942.13,157.6391
16.3495,29,1504.99,1912.69,157.4422
16.4801,30,1570.84,1971.11,157.7326
16.2759,31,1544.25,1969.09,157.5787
16.2936,32,1571.07,1975.84,157.5235
16.2905,33,1557.78,1950.84,157.6951
16.5912,34,1597.53,1973.64,157.7012
16.6052,35,1600.34,2026.11,157.4365
16.5616,36,1607.09,2036.36,157.4826
16.3115,37,1614.78,2014.24,157.4373
16.2104,38,1624.34,2004.04,157.4185
16.2774,39,1636.38,2022.84,157.4374
16.3436,40,1643.71,2011.93,157.3596
16.3383,41,1675.23,2028.22,157.3699
16.2538,42,1669.25,2063.19,157.2446
15.8954,43,1647.04,2003.51,157.059
16.2528,44,1689.32,2090.38,156.9551
15.9146,45,1683.6,2029.27,157.0813
15.9475,46,1674.65,2006.33,157.1887
15.9241,47,1683.27,2048.51,157.2897
15.8101,48,1639.12,2002.4,157.1341
15.8765,49,1657.6,2031.17,157.1838
15.9843,50,1668.9,2080.12,157.1874
16.3073,51,1692.04,2094.67,157.2172
16.1249,52,1723.75,2076.4,157.1498
15.6612,53,1681.78,1997.68,157.035
16.058,54,1680.74,2065.03,157.1618
15.5283,55,1694.1,2091.26,156.8915
16.0501,56,1747.03,2095.23,157.266
16.39,57,1762.24,2137.26,157.2364
15.9467,58,1732.74,2110.95,156.8843
16.1232,59,1737.85,2105.3,157.114
15.9052,60,1699.3,2013.55,157.2201
15.6441,61,1702.83,2029.17,157.07
16.0367,62,1726.77,2134.49,157.2081
16.0521,63,1751.26,2088.04,156.9708
15.7103,64,1710.69,2096.01,157.0834
15.7996,65,1742.53,2103.37,156.8431
15.6704,66,1708.63,2111.22,156.9011
15.6576,67,1712.43,2102.46,156.9284
16.1117,68,1737.31,2100.91,157.1692
16.0483,69,1714.33,2121.75,157.1428
15.7954,70,1728.29,2109.97,156.9248
16.1188,71,1751.71,2123.31,157.0388
16.0316,72,1747.95,2156.1,156.9248
15.8506,73,1771.5,2155.03,157.0856
15.6437,74,1752.17,2103.79,156.8463
15.8229,75,1710.27,2014.79,156.8724
16.0894,76,1782.39,2165.1,157.0558
15.8374,77,1728.78,2100.22,157.0199
15.9462,78,1775.33,2141.94,157.1055
15.6164,79,1770.05,2144.4,157.0425
15.5231,80,1745.14,2084.45,156.9635
16.0001,81,1772.53,2152.4,156.93
16.0255,82,1798.75,2132.57,157.0415
15.5915,83,1783.31,2089.31,157.0287
15.7731,84,1790.09,2128.78,156.8929
15.8087,85,1784.62,2136.51,156.9243
15.6688,86,1759.75,2161.71,157.0195
15.7755,87,1768.28,2126.3,156.9426
15.426,88,1762.71,2031.86,156.7414
15.721,89,1806.29,2132.61,156.8517
15.5927,90,1772.01,2162.01,156.833
15.4689,91,1769.94,2132.61,156.8821
15.497,92,1753.25,2122.96,156.9474
16.0078,93,1805.8,2160.97,157.0249
16.0102,94,1779.82,2112.14,156.9923
15.995,95,1803.36,2161.96,157.0624
15.5448,96,1779.52,2112.87,156.9056
15.9552,97,1832.9,2170.09,156.9266
15.8063,98,1816.35,2159.02,157.016
15.5768,99,1793.27,2176.38,156.7977
16.2511,100,1848.49,2222.41,156.9254
15.4858,101,1786.31,2139.63,156.9603
15.6691,102,1808.45,2157.25,156.8555
15.9195,103,1802.45,2145.45,157.0422
15.6343,104,1817.99,2172.27,156.7391
15.6578,105,1794.07,2132.17,157.1632
15.4641,106,1753.28,2068.48,157.0572
15.6452,107,1846.71,2184.99,156.6316
15.7474,108,1811.47,2211.91,156.843
15.6142,109,1799.73,2122.47,156.8478
15.7072,110,1834.91,2229.83,156.7095
15.5518,111,1823.59,2134.78,156.7606
15.9125,112,1821.06,2172.27,156.8694
15.3699,113,1804.47,2158.6,156.8358
15.4995,114,1802.13,2134.79,156.7073
15.599,115,1795.42,2130.83,156.8192
15.5343,116,1782.26,2132.0,156.9416
15.5001,117,1809.71,2171.19,156.829
15.6226,118,1823.75,2136.14,156.9496
15.7054,119,1811.18,2179.18,156.7545
15.5892,120,1869.61,2189.77,156.9613
15.7292,121,1833.78,2197.26,156.9104
15.5825,122,1837.53,2184.94,156.9458
15.8367,123,1826.51,2192.23,157.1111
15.4306,124,1814.5,2124.41,156.884
15.3819,125,1848.02,2201.48,156.6543
15.4817,126,1821.56,2190.79,156.9083
15.3397,127,1819.97,2121.77,156.8107
15.3309,128,1841.04,2200.26,156.6752
15.4036,129,1833.2,2187.42,156.7899
15.8212,130,1841.04,2212.06,156.7961
15.5877,131,1857.97,2181.23,156.8601
15.5836,132,1874.41,2231.22,156.8835
15.2836,133,1806.36,2150.91,156.7529
15.5508,134,1827.82,2187.03,156.8982
15.4431,135,1863.27,2225.43,156.87
15.7021,136,1872.98,2229.76,156.8666
15.33,137,1859.86,2191.45,156.7042
15.4533,138,1840.6,2200.57,156.8113
15.5377,139,1851.66,2213.78,156.9594
15.6477,140,1875.2,2208.43,156.8123
15.3933,141,1864.0,2223.91,156.8373
15.2163,142,1824.55,2185.06,156.6523
15.5665,143,1866.75,2229.3,156.7386
15.4157,144,1837.01,2209.38,156.8169
15.1539,145,1831.5,2194.75,156.8102
15.5021,146,1866.41,2223.55,156.7393
15.0822,147,1835.52,2193.81,156.752
15.5405,148,1851.12,2206.34,156.8117
15.4032,149,1851.82,2179.77,156.7743
15.2379,150,1880.17,2200.46,156.6725
15.4078,151,1865.83,2194.13,156.7269
15.3821,152,1894.32,2244.59,156.7904
15.3851,153,1873.8,2245.7,156.7335
15.3094,154,1847.96,2207.14,156.8099
15.3298,155,1890.23,2228.72,156.6594
15.4458,156,1865.77,2200.46,156.8217
15.3461,157,1867.74,2198.68,156.8185
15.5431,158,1881.32,2246.99,156.7986
15.619,159,1879.55,2219.17,156.952
15.9254,160,1881.79,2250.88,156.8433
15.4351,161,1833.9,2191.54,156.6633
15.442,162,1873.2,2213.87,156.6971
15.2016,163,1855.54,2206.61,156.7921
15.4821,164,1872.81,2239.29,156.9198
15.4578,165,1854.83,2238.31,156.7551
15.3431,166,1860.18,2225.47,156.8599
15.4607,167,1879.95,2196.26,156.821
15.4547,168,1888.6,2253.9,156.7764
15.4193,169,1878.18,2242.52,156.7333
15.5434,170,1915.57,2258.23,156.6794
15.3355,171,1864.14,2221.47,156.7563
15.6839,172,1913.32,2251.34,156.8558
15.74,173,1889.03,2237.84,156.7701
15.5275,174,1895.97,2251.67,156.8818
15.5591,175,1873.19,2218.79,156.9751
15.5253,176,1906.57,2266.31,156.7642
15.2747,177,1849.94,2187.58,156.9251
15.4722,178,1872.0,2228.49,156.81
15.2172,179,1887.63,2220.52,156.571
15.2379,180,1851.39,2233.18,156.6425
15.4768,181,1852.14,2241.33,156.913
15.6983,182,1897.3,2269.96,156.9011
15.5396,183,1866.99,2208.09,156.9927
15.6271,184,1901.22,2240.18,156.8922
15.3306,185,1908.68,2270.35,156.7635
15.2521,186,1902.55,2251.16,156.5843
15.1715,187,1870.04,2237.71,156.6466
15.2932,188,1876.31,2230.45,156.6932
15.6011,189,1923.46,2298.5,156.7319
15.5645,190,1925.56,2277.15,156.7732
15.6032,191,1912.01,2295.89,156.6332
15.4768,192,1897.31,2269.82,156.7242
15.4533,193,1941.12,2251.46,156.6672
15.5701,194,1885.04,2219.88,156.7699
15.3562,195,1891.56,2263.97,156.6008
15.2031,196,1924.03,2286.83,156.5682
15.1985,197,1883.51,2225.94,156.7129
15.7413,198,1908.15,2265.8,156.694
15.2834,199,1882.8,2243.79,156.7272
15.5782,200,1934.68,2278.29,156.6152
15.2018,201,1913.13,2233.06,156.5623
15.4494,202,1927.45,2273.29,156.5701
15.4818,203,1922.77,2258.75,156.6784
15.2913,204,1928.55,2264.79,156.6427
15.3429,205,1929.81,2249.98,156.6342
15.4442,206,1936.12,2254.96,156.7194
15.286,207,1933.01,2272.88,156.703
15.4477,208,1930.94,2266.63,156.618
15.2761,209,1924.59,2258.63,156.5377
15.4295,210,1943.28,2264.31,156.6164
15.5134,211,1925.28,2268.08,156.6755
15.4168,212,1926.91,2273.43,156.5597
15.514,213,1939.84,2276.23,156.692
15.381,214,1923.23,2267.13,156.5895
15.1857,215,1926.42,2257.94,156.6816
15.4545,216,1935.67,2268.05,156.6162
15.3173,217,1928.1,2248.78,156.6426
15.6228,218,1956.53,2259.57,156.5593
15.5731,219,1943.61,2257.13,156.6423
15.5876,220,1934.56,2271.18,156.6655
15.729,221,1939.05,2279.91,156.5653
15.5431,222,1967.53,2273.64,156.6392
15.401,223,1926.6,2269.39,156.5853
15.6894,224,1966.68,2307.85,156.5516
15.6931,225,1952.2,2264.42,156.848
15.4973,226,1962.09,2295.44,156.5084
15.3811,227,1941.25,2286.21,156.637
15.5211,228,1951.48,2277.46,156.6515
15.5137,229,1950.12,2270.24,156.5538
15.479,230,1953.63,2287.51,156.7516
15.2506,231,1937.68,2270.8,156.5587
15.3833,232,1945.3,2286.27,156.5837
15.4581,233,1939.25,2276.32,156.6634
15.5729,234,1963.49,2291.49,156.5583
15.4959,235,1943.42,2268.61,156.671
15.4545,236,1929.55,2282.8,156.7553
15.4841,237,1953.69,2312.56,156.5783
15.5356,238,1947.54,2286.13,156.5762
15.4771,239,1954.47,2301.96,156.7341
15.322,240,1931.84,2309.86,156.7005
15.3857,241,1937.77,2295.13,156.6176
15.4854,242,1941.61,2294.22,156.7165
15.6682,243,1961.13,2298.02,156.6457
15.4868,244,1959.06,2283.28,156.8345
15.4319,245,1949.11,2306.81,156.6782
15.4269,246,1954.63,2295.89,156.6074
15.4996,247,1969.81,2292.65,156.8848
15.5593,248,1950.56,2304.1,156.7169
15.6049,249,1973.13,2310.29,156.6651
15.6025,250,1941.33,2318.17,156.6847
15.4453,251,1963.38,2297.44,156.6809
15.6292,252,1961.77,2315.45,156.6025
15.7615,253,1958.79,2295.27,156.8609
15.4748,254,1947.77,2290.2,156.8003
15.4778,255,1944.34,2284.46,156.8762
15.555,256,1955.78,2280.37,156.7438
15.5475,257,1941.99,2275.84,156.7335
15.5017,258,1950.54,2302.86,156.6975
15.6329,259,1961.74,2300.98,156.847
15.6095,260,1962.74,2317.7,156.8071
15.5426,261,1947.5,2294.89,156.8038
15.394,262,1963.31,2302.5,156.6181
15.6702,263,1942.0,2288.99,156.7801
15.5393,264,1939.75,2299.31,156.7528
15.5921,265,1979.02,2324.39,156.7116
15.6769,266,1968.6,2318.97,156.7706
15.571,267,1941.17,2308.59,156.7189
15.5588,268,1972.55,2314.41,156.7183
15.5331,269,1942.84,2300.46,156.8109
15.6679,270,1963.09,2299.22,156.8145
15.6106,271,1949.21,2295.57,156.6183
15.5053,272,1971.14,2324.31,156.6267
15.3604,273,1986.88,2329.34,156.6221
15.4621,274,1971.45,2314.54,156.679
15.5087,275,1952.02,2318.59,156.7531
15.6048,276,1941.38,2304.41,156.6203
15.4818,277,1952.47,2309.19,156.5684
15.3137,278,1931.65,2288.39,156.788
15.3563,279,1936.27,2291.33,156.6015
15.2518,280,1942.34,2283.91,156.6792
15.3395,281,1946.5,2291.11,156.576
15.3829,282,1914.89,2262.0,156.6619
15.4282,283,1955.99,2308.02,156.8141
15.3335,284,1961.13,2308.83,156.7025
15.3531,285,1959.58,2292.03,156.7387
15.4611,286,1939.19,2312.52,156.7234
15.4687,287,1953.62,2315.11,156.6528
15.4499,288,1958.62,2288.93,156.6166
15.2654,289,1928.27,2302.43,156.6258
15.5341,290,1953.08,2311.6,156.7282
15.5235,291,1956.47,2325.66,156.6032
15.3901,292,1931.92,2295.59,156.6985
15.4588,293,1958.59,2291.2,156.739
15.3079,294,1941.84,2315.83,156.662
15.4074,295,1965.61,2316.86,156.6908
15.3971,296,1951.46,2300.58,156.6471
15.5273,297,1983.72,2314.8,156.4461
15.4713,298,1977.34,2325.31,156.4395
15.585,299,1969.91,2303.77,156.7008
15.366,300,1949.59,2318.92,156.7897
15.431,301,1952.52,2329.68,156.6146
15.3472,302,1980.1,2332.93,156.7395
15.3703,303,1961.89,2350.03,156.6118
15.4228,304,1964.27,2308.32,156.5313
15.5337,305,1984.65,2346.35,156.6103
15.4532,306,1964.03,2325.23,156.6578
15.3091,307,1950.41,2315.0,156.7865
15.2858,308,1958.48,2329.23,156.668
15.3536,309,1961.41,2311.97,156.5941
15.3825,310,1965.17,2333.59,156.6352
15.4119,311,1971.17,2312.09,156.8186
15.367,312,1971.46,2348.03,156.6259
15.4477,313,1973.26,2309.03,156.545
15.4334,314,2004.55,2345.54,156.6783
15.6752,315,1990.32,2353.82,156.6398
15.4587,316,1970.46,2338.71,156.6677
15.4082,317,1975.29,2324.02,156.5639
15.4113,318,1965.37,2336.83,156.5733
15.622,319,1989.61,2341.94,156.6592
15.7231,320,1997.53,2358.47,156.693
15.4382,321,1975.24,2337.22,156.5566
15.4048,322,1968.38,2324.04,156.6567
15.3389,323,1959.93,2322.11,156.5892
15.4699,324,1991.41,2339.9,156.7601
15.4102,325,1975.56,2329.43,156.6726
15.4089,326,1987.02,2331.04,156.6753
15.5838,327,1962.77,2334.39,156.6795
15.3915,328,1972.27,2331.01,156.7115
15.3233,329,1978.38,2324.48,156.5042
15.5178,330,1966.07,2331.8,156.8518
15.5099,331,1980.83,2324.93,156.5428
15.4169,332,1990.3,2331.63,156.5519
15.4316,333,1956.66,2321.02,156.7131
15.4981,334,1989.86,2342.67,156.7188
15.3754,335,1979.06,2309.85,156.5251
15.3029,336,1957.66,2330.96,156.6242
15.3996,337,1980.77,2337.72,156.5741
15.3859,338,1996.82,2345.07,156.4467
15.2937,339,1970.49,2342.96,156.5781
15.3356,340,1996.54,2355.49,156.6888
15.3076,341,1983.94,2336.78,156.5508
15.2326,342,1977.59,2340.23,156.4798
15.2074,343,1973.13,2350.22,156.5454
15.2441,344,1983.62,2342.58,156.6676
15.4808,345,1985.79,2346.81,156.6657
15.3557,346,1979.32,2340.64,156.6045
15.3551,347,1974.23,2330.31,156.5457
15.3834,348,1996.07,2355.25,156.5412
15.3932,349,1966.65,2347.74,156.6921
15.3672,350,1970.51,2346.05,156.6224
15.2481,351,1986.63,2352.99,156.6277
15.3222,352,1978.32,2363.36,156.6095
15.3548,353,1987.8,2338.73,156.7544
15.4843,354,1985.95,2341.85,156.6366
15.3593,355,1999.48,2357.52,156.4704
15.3358,356,2005.24,2336.73,156.662
15.3172,357,1989.73,2353.41,156.5932
15.1806,358,1963.66,2342.31,156.4566
15.3945,359,1969.85,2353.85,156.6636
15.3219,360,1981.39,2346.24,156.5421
15.4264,361,2007.72,2364.39,156.6347
15.3991,362,1980.73,2343.1,156.6168
15.321,363,1980.19,2336.77,156.6382
15.1769,364,1973.03,2346.57,156.6632
15.3549,365,1990.38,2352.1,156.6147
15.4942,366,1997.32,2337.3,156.6433
