Itration,Running Forward KL,Real Sto Return,Running Env Steps,Running Update Time,Reward Loss,Running Reverse KL,Real Det Return
389,44.1279,3472.4,1945000,389,-27722.57421875,17.8171,3832.55
390,44.3218,3752.89,1950000,390,-29687.287109375,14.5779,3832.96
391,44.5773,3675.13,1955000,391,-29191.671875,16.3432,3806.02
392,44.1687,3041.52,1960000,392,-28467.3984375,16.3881,3929.04
393,44.0732,3574.2,1965000,393,-29221.79296875,15.887,3987.53
394,44.0438,3794.67,1970000,394,-28489.501953125,16.2429,3877.0
395,43.694,3439.68,1975000,395,-28792.71484375,15.0984,3904.53
396,43.821,3180.67,1980000,396,-28812.314453125,15.3408,3871.34
397,44.1916,2874.56,1985000,397,-29193.609375,16.4926,3583.83
398,44.3976,3208.84,1990000,398,-30920.7578125,13.9393,3934.6
399,43.6216,3004.57,1995000,399,-28253.205078125,16.8533,3946.15
400,43.8741,3141.54,2000000,400,-29889.81640625,14.6813,3977.5
401,43.9586,2596.86,2005000,401,-30594.171875,14.3893,3544.62
402,43.7655,3051.91,2010000,402,-28635.388671875,16.3857,3374.94
403,44.1522,2899.24,2015000,403,-29320.4609375,17.5222,3951.82
404,45.8551,441.48,2020000,404,-33144.671875,29.35,708.09
405,44.4574,2747.69,2025000,405,-30479.80859375,19.0751,3576.66
406,43.8489,2667.61,2030000,406,-30855.572265625,15.4395,2423.13
407,43.821,3643.84,2035000,407,-31242.337890625,18.7729,3757.41
408,43.9089,3692.26,2040000,408,-31899.548828125,15.6934,3719.82
409,43.9947,3201.76,2045000,409,-31238.099609375,15.9445,3524.68
410,43.5178,2835.95,2050000,410,-31009.998046875,15.9858,3797.26
411,44.4439,3635.17,2055000,411,-32332.41015625,16.0592,3508.8
412,43.9829,3233.0,2060000,412,-32275.7421875,20.9074,3853.95
413,44.3038,3744.66,2065000,413,-32628.97265625,15.9584,3754.36
414,44.1766,3723.57,2070000,414,-32663.37890625,20.7191,3817.51
415,44.2512,3642.11,2075000,415,-31860.685546875,17.3022,3953.62
416,44.1134,3728.69,2080000,416,-32475.41796875,16.8488,3863.56
417,44.63,2830.73,2085000,417,-33349.6328125,17.2682,3704.6
418,43.8638,3260.44,2090000,418,-32487.642578125,15.4761,3883.59
419,44.0863,3072.42,2095000,419,-32524.27734375,16.485,3905.69
420,44.6073,3603.37,2100000,420,-33085.19921875,17.2055,3247.71
421,44.2226,3440.06,2105000,421,-33378.6171875,16.0656,3910.05
422,44.2558,3691.45,2110000,422,-32529.513671875,16.5192,3898.0
423,44.0397,3501.22,2115000,423,-31577.841796875,18.4523,3963.67
424,44.2171,3788.69,2120000,424,-33602.39453125,16.6462,3799.36
425,44.306,3853.58,2125000,425,-33528.4375,16.5315,3776.04
426,43.8085,3355.14,2130000,426,-32265.701171875,17.1405,3999.35
427,43.5754,3840.68,2135000,427,-32859.421875,16.4156,3673.81
428,44.1891,3356.6,2140000,428,-32856.58984375,18.0531,3894.47
429,43.6762,3530.64,2145000,429,-32969.3984375,16.9845,3838.3
430,44.4055,3280.74,2150000,430,-32332.88671875,18.4149,3849.51
431,44.1724,3626.0,2155000,431,-33292.88671875,17.8511,3793.61
432,43.8747,3777.84,2160000,432,-32982.58203125,17.7537,3844.45
433,43.9079,3462.06,2165000,433,-34275.41015625,16.2986,3963.76
434,44.1279,3606.64,2170000,434,-33264.109375,17.8037,3782.33
435,44.1194,3683.32,2175000,435,-33455.6953125,18.4863,3809.52
436,43.9323,3669.72,2180000,436,-33136.5859375,17.6686,3950.62
437,43.7436,3512.46,2185000,437,-33976.65625,16.8614,3896.83
438,44.0584,3146.72,2190000,438,-34947.6953125,15.8139,3889.85
439,43.6759,3578.87,2195000,439,-32592.046875,17.19,3775.87
440,43.9767,3708.03,2200000,440,-33265.40234375,18.9596,3316.48
441,43.9722,3710.67,2205000,441,-33642.34765625,17.6321,3383.09
442,43.9162,3686.01,2210000,442,-33769.82421875,16.7222,3784.02
443,44.2145,3793.83,2215000,443,-34069.32421875,17.682,3626.08
444,43.7564,3423.06,2220000,444,-33048.33984375,17.7291,3621.97
445,44.0779,3636.03,2225000,445,-34630.234375,15.8715,3766.18
446,44.4716,3737.25,2230000,446,-35896.81640625,15.8875,3307.55
447,43.7782,3640.73,2235000,447,-34091.8515625,18.0227,3329.41
448,44.1641,3531.45,2240000,448,-34288.84375,17.8885,3742.25
449,44.121,3606.88,2245000,449,-34305.5390625,18.7021,3741.46
450,44.3951,3544.59,2250000,450,-35733.2578125,17.7738,3406.87
451,43.9992,3647.22,2255000,451,-35072.7890625,17.718,3367.3
452,43.8088,3329.65,2260000,452,-35453.8359375,15.9228,3147.14
453,43.9923,3608.79,2265000,453,-34548.04296875,17.0447,3953.95
454,44.0334,3434.83,2270000,454,-34830.08984375,16.7341,3776.35
455,44.1155,3486.19,2275000,455,-35647.28125,15.9293,3831.23
456,43.7504,3598.25,2280000,456,-35047.015625,16.6557,3876.41
457,44.1377,3406.22,2285000,457,-35187.73046875,16.7261,3698.34
458,44.2036,3380.15,2290000,458,-36310.09765625,17.1923,3746.92
459,43.9958,3242.04,2295000,459,-36072.5546875,16.9896,3864.09
460,44.1942,3557.66,2300000,460,-35257.453125,18.0584,3960.71
461,44.2044,3463.84,2305000,461,-36354.40625,15.8577,3859.92
462,44.2558,3391.66,2310000,462,-36415.27734375,16.3386,3890.11
463,44.0239,3348.27,2315000,463,-36390.27734375,15.739,3803.14
464,43.7736,2617.62,2320000,464,-36644.90234375,15.1239,4015.82
465,43.9134,3230.85,2325000,465,-36233.01171875,15.582,3753.2
466,43.6889,3419.99,2330000,466,-36233.29296875,16.4791,3887.83
467,44.0917,3210.4,2335000,467,-35571.328125,17.6653,3951.63
468,43.3147,3262.22,2340000,468,-35966.32421875,15.8732,3951.15
469,44.0967,3604.36,2345000,469,-36325.94921875,16.7889,3801.72
470,43.8782,3215.46,2350000,470,-36709.3203125,15.3471,3746.0
471,43.8775,3375.97,2355000,471,-34990.6484375,17.713,3939.97
472,44.1849,3636.53,2360000,472,-36866.875,16.7108,3759.21
473,44.1678,2466.53,2365000,473,-36785.234375,15.928,3598.26
474,44.172,3902.25,2370000,474,-36661.2890625,17.3631,3879.27
475,43.9463,3553.59,2375000,475,-36547.23046875,16.9023,3913.37
476,52.3366,-8.93,2380000,476,-43404.90234375,21.0076,-10.93
477,44.7173,2746.86,2385000,477,-36995.0,18.086,2868.08
478,44.0985,3503.22,2390000,478,-36885.2109375,17.0579,3984.68
479,44.3483,3043.91,2395000,479,-39199.73046875,14.9906,3745.41
480,44.1416,2494.27,2400000,480,-39340.421875,14.1757,3642.26
481,43.785,3042.83,2405000,481,-37751.55859375,15.7071,3489.39
482,43.8341,3025.72,2410000,482,-37096.1953125,15.9345,3884.49
483,44.0697,3100.45,2415000,483,-37038.04296875,16.6903,3962.95
484,43.8127,3812.84,2420000,484,-37405.94921875,17.7073,3902.92
485,44.1767,3398.92,2425000,485,-37398.828125,18.5976,3940.26
486,43.8186,3411.48,2430000,486,-38187.0234375,17.1145,3949.61
487,43.857,3098.93,2435000,487,-38777.09375,15.5762,3966.96
488,44.0865,2765.9,2440000,488,-39142.5234375,18.9542,3096.49
489,44.2547,2724.25,2445000,489,-38966.3046875,18.5628,3191.62
490,44.0278,3034.95,2450000,490,-37916.35546875,18.7746,2957.57
491,44.1842,3101.19,2455000,491,-39653.6171875,18.4212,3933.26
492,43.9508,2977.63,2460000,492,-38190.5703125,17.1822,3290.45
493,43.761,2940.02,2465000,493,-38124.96875,17.2646,3674.12
494,43.9341,2964.57,2470000,494,-39574.05859375,16.7944,3462.12
495,43.5229,3184.93,2475000,495,-38381.875,17.2313,2407.0
496,43.7863,3231.7,2480000,496,-38878.48828125,19.1821,3575.49
497,44.178,2742.53,2485000,497,-40011.6875,17.5599,3432.34
498,44.6049,3125.14,2490000,498,-38611.0703125,18.8397,3354.03
499,44.1707,2437.94,2495000,499,-39631.03125,17.7971,2282.41
500,44.0251,3145.41,2500000,500,-38185.1640625,17.6724,3618.57
501,44.4134,2966.84,2505000,501,-40177.17578125,19.1559,3574.08
502,44.042,2707.48,2510000,502,-39196.6796875,17.8966,3656.13
503,43.8317,2757.69,2515000,503,-38999.77734375,23.1368,3022.2
504,44.2811,3375.98,2520000,504,-39430.2578125,20.8098,3972.88
505,44.0872,3121.3,2525000,505,-40165.11328125,18.604,4010.65
506,43.6874,3098.94,2530000,506,-38846.95703125,17.0987,3980.73
507,44.4978,3042.18,2535000,507,-38996.99609375,18.4743,3589.8
508,43.9353,3511.31,2540000,508,-39284.35546875,18.2615,3704.87
509,44.4152,3364.86,2545000,509,-39672.9296875,17.4876,3305.66
510,45.7597,196.55,2550000,510,-44566.15625,22.2312,32.46
511,56.3797,36.53,2555000,511,-40859.140625,46.8322,36.93
512,44.7789,3088.84,2560000,512,-39725.04296875,20.0545,3619.39
513,44.3709,3313.93,2565000,513,-39902.296875,21.9801,3874.68
514,43.6939,2930.34,2570000,514,-39177.04296875,18.4087,4062.25
515,43.65,3285.93,2575000,515,-39392.12109375,20.739,4014.21
516,44.3109,2921.35,2580000,516,-41423.828125,20.6003,3678.45
517,43.6296,3300.01,2585000,517,-39325.35546875,20.5828,3713.41
518,43.8153,3467.86,2590000,518,-39586.04296875,18.4368,3949.26
519,43.9159,3157.75,2595000,519,-40422.61328125,17.7644,3756.01
520,44.1749,3678.28,2600000,520,-41165.78515625,18.5921,3897.45
521,43.9064,3348.4,2605000,521,-40753.27734375,17.4101,3866.45
522,43.738,3439.87,2610000,522,-40061.0390625,18.5001,3990.42
523,44.0648,2943.94,2615000,523,-39394.23046875,19.711,4024.72
524,44.2448,3547.52,2620000,524,-40528.1015625,19.578,3973.65
525,44.3073,3437.24,2625000,525,-41604.84375,19.0495,3477.34
526,45.4482,2554.66,2630000,526,-42216.90234375,27.8532,3329.9
527,50.7759,610.34,2635000,527,-46999.90625,70.0356,310.03
528,53.3607,145.32,2640000,528,-45231.890625,64.0346,132.11
529,47.934,716.84,2645000,529,-44015.86328125,40.1531,77.49
530,44.0503,2213.54,2650000,530,-42433.40625,26.6121,2432.65
531,43.9108,2964.07,2655000,531,-42024.60546875,22.7468,3845.71
532,43.7355,3693.83,2660000,532,-42753.53125,19.0885,3863.38
533,43.4231,3325.55,2665000,533,-42557.53125,17.8247,3638.75
534,43.3866,3232.43,2670000,534,-41465.04296875,18.4337,3829.28
535,44.2044,3305.92,2675000,535,-41737.078125,22.2558,3653.24
536,43.7259,2670.04,2680000,536,-42596.875,19.4675,3718.0
537,43.9077,3450.92,2685000,537,-41596.7265625,18.6196,4094.97
538,43.7286,3372.13,2690000,538,-42709.61328125,26.7278,3669.05
539,43.5,3662.79,2695000,539,-40636.078125,18.6244,3999.51
540,44.088,3474.55,2700000,540,-42025.28515625,18.0787,4014.52
541,44.163,3841.29,2705000,541,-42155.30078125,18.71,3884.35
542,43.865,3497.54,2710000,542,-43176.328125,23.4773,3502.92
543,44.1741,3637.37,2715000,543,-43889.37109375,21.8022,3893.1
544,43.7571,3771.04,2720000,544,-42751.4375,20.0192,3544.69
545,43.903,3191.11,2725000,545,-42114.3828125,17.6981,3958.69
546,43.3098,3616.42,2730000,546,-42006.14453125,18.6952,3972.13
547,43.5546,3194.28,2735000,547,-42403.09375,19.4783,3716.51
548,43.5746,3841.98,2740000,548,-43259.015625,17.4314,3924.16
549,43.9699,3353.48,2745000,549,-43467.02734375,20.7464,3841.33
550,43.7229,3463.44,2750000,550,-43481.13671875,17.4281,3843.4
551,44.006,3261.53,2755000,551,-44349.21484375,15.8842,3328.13
552,43.7818,3205.47,2760000,552,-43235.1171875,16.7307,3508.89
553,43.3217,3512.6,2765000,553,-43653.58984375,15.4331,3607.79
554,43.656,3770.79,2770000,554,-43847.52734375,16.8152,3800.53
555,43.5082,3489.15,2775000,555,-42910.50390625,16.709,3565.22
556,44.0602,3621.02,2780000,556,-44671.5859375,16.8454,3858.77
557,43.5861,3293.94,2785000,557,-45487.265625,16.9179,3449.9
558,43.4844,3326.92,2790000,558,-44138.82421875,17.2172,3452.22
559,43.3359,3670.76,2795000,559,-44349.61328125,17.6978,3765.58
560,43.782,3404.0,2800000,560,-45319.6796875,15.601,3933.37
561,43.9017,3613.47,2805000,561,-46841.98828125,17.2458,3767.85
562,44.7423,3703.08,2810000,562,-47414.47265625,16.9213,3705.39
563,44.0679,3525.35,2815000,563,-45685.3125,16.9923,3923.92
564,43.9146,3872.31,2820000,564,-45727.9765625,18.9107,3775.71
565,43.6246,3978.76,2825000,565,-45311.4765625,16.375,3951.67
566,43.8844,3735.96,2830000,566,-45966.80078125,16.8533,3927.22
567,44.3359,3378.46,2835000,567,-46069.80859375,17.5559,3921.3
568,44.3153,3783.34,2840000,568,-45953.984375,16.8444,3822.03
569,43.6749,3564.79,2845000,569,-45960.1015625,17.177,4011.48
570,43.576,3614.54,2850000,570,-45813.85546875,16.4859,3935.45
571,43.9841,3503.18,2855000,571,-46173.76953125,17.2093,3930.85
572,44.132,3640.64,2860000,572,-46955.62109375,18.7475,3990.25
573,43.8332,3508.65,2865000,573,-45492.98828125,18.1441,3516.39
574,43.8145,3288.88,2870000,574,-45435.078125,20.2231,3889.77
575,43.5319,3261.01,2875000,575,-44769.984375,21.7155,3715.93
576,44.0594,3778.07,2880000,576,-46944.28125,17.2269,3830.87
577,46.0764,797.53,2885000,577,-45836.34765625,39.5532,2114.44
578,45.5777,1000.1,2890000,578,-47634.71484375,46.9076,2903.44
579,47.1255,111.36,2895000,579,-51014.984375,27.4827,38.88
580,44.3708,3358.45,2900000,580,-46504.3515625,21.9887,3457.28
581,44.5088,3093.49,2905000,581,-46711.265625,25.6332,3393.05
582,43.8807,2530.1,2910000,582,-45751.7421875,19.7984,3469.65
583,43.697,3493.11,2915000,583,-46008.45703125,18.4052,3839.82
584,43.7238,3718.53,2920000,584,-46718.796875,17.2071,3793.51
585,44.1802,3376.9,2925000,585,-46749.83203125,19.944,3658.34
586,44.1452,3310.77,2930000,586,-47489.17578125,19.2586,3562.17
587,44.4863,3588.43,2935000,587,-48980.32421875,18.8548,3651.2
588,43.3829,3613.93,2940000,588,-47025.46875,18.9286,3753.59
589,44.4097,3716.89,2945000,589,-48634.80078125,17.5887,3883.05
590,43.8954,3533.82,2950000,590,-47035.0625,21.2409,3853.67
591,44.0169,3231.97,2955000,591,-47482.79296875,19.8308,3357.77
592,44.108,3819.67,2960000,592,-47882.91015625,19.4529,3521.7
593,44.0174,3649.08,2965000,593,-47024.609375,22.409,3900.38
594,44.4593,3737.91,2970000,594,-47953.67578125,22.9766,3663.52
595,43.9297,3849.6,2975000,595,-48093.94140625,20.0791,3955.12
596,44.1572,3710.04,2980000,596,-49308.14453125,19.0828,3779.05
597,43.8631,3069.85,2985000,597,-48470.21484375,19.8417,3756.98
598,43.9288,3650.28,2990000,598,-47998.01171875,19.0077,3923.96
599,43.9378,3526.5,2995000,599,-47776.61328125,19.741,3927.49
600,43.8276,3879.13,3000000,600,-48751.28515625,17.7555,3858.55
601,44.5989,3670.43,3005000,601,-49251.33203125,18.7375,3754.48
602,44.2885,3881.11,3010000,602,-49662.12109375,17.7445,3867.66
603,43.8687,3877.89,3015000,603,-48968.71875,17.5698,3918.02
604,44.1244,3802.9,3020000,604,-49307.4609375,18.5514,3949.92
605,43.7999,3395.75,3025000,605,-49465.5625,17.4298,3929.26
606,44.0683,3975.28,3030000,606,-49092.49609375,17.7071,3944.7
607,43.6267,3251.27,3035000,607,-48552.9375,20.867,4021.26
608,43.9609,3546.72,3040000,608,-50069.1015625,21.0968,3854.89
609,44.1113,4014.97,3045000,609,-49732.4765625,18.4966,4012.9
610,43.8992,3558.96,3050000,610,-49594.71875,22.9261,4075.96
611,44.4607,3776.32,3055000,611,-50606.2265625,17.1782,3690.03
612,44.4129,3865.99,3060000,612,-50207.62109375,18.0065,3956.6
613,43.6096,3667.3,3065000,613,-49860.59375,17.0009,3847.27
614,43.7964,3781.44,3070000,614,-49975.6640625,16.8984,3752.3
615,43.8123,3882.25,3075000,615,-50724.078125,17.5709,4029.95
616,44.416,3894.37,3080000,616,-51393.01953125,17.3728,3970.11
617,44.1416,3908.01,3085000,617,-50345.8828125,17.8904,3976.85
618,43.5929,3922.75,3090000,618,-51036.234375,17.725,4038.84
619,43.6059,3896.45,3095000,619,-50680.55078125,18.065,4082.97
620,44.1997,3892.85,3100000,620,-51159.2734375,21.3624,3894.68
621,44.0266,3865.79,3105000,621,-50257.05859375,20.6998,3987.27
622,44.1114,3825.07,3110000,622,-50873.8203125,17.6878,4030.05
623,44.0328,3782.72,3115000,623,-51658.8359375,17.3046,3792.64
624,43.4339,3853.73,3120000,624,-50121.8125,17.0136,4055.32
625,44.1311,3903.7,3125000,625,-50484.9296875,16.7887,4017.66
626,44.0494,3932.37,3130000,626,-51313.96484375,17.9424,4019.96
627,43.8756,3856.34,3135000,627,-50535.05078125,17.8769,3914.41
628,43.8181,3851.37,3140000,628,-51445.1015625,17.4456,3710.57
629,43.7918,3889.56,3145000,629,-51460.7421875,17.52,3748.37
630,43.7297,3931.13,3150000,630,-51852.94921875,17.3208,3764.29
631,43.8531,3877.15,3155000,631,-52342.30078125,16.8186,3436.61
632,43.5656,3813.76,3160000,632,-52031.47265625,17.9115,3674.78
633,44.014,3756.28,3165000,633,-51911.109375,18.8202,3551.97
634,43.9975,3708.91,3170000,634,-51970.55859375,17.3691,3542.9
635,43.7945,3835.02,3175000,635,-51642.7578125,17.3254,3500.12
636,43.7516,3918.56,3180000,636,-51496.15625,19.401,3598.06
637,43.7919,3802.25,3185000,637,-51899.0390625,17.4855,3425.41
638,43.7077,3694.27,3190000,638,-52290.10546875,18.7463,3901.59
639,43.9535,3627.3,3195000,639,-52438.71875,21.2606,3999.85
640,43.8374,3602.6,3200000,640,-52642.2734375,17.3981,3833.78
641,43.4067,3786.88,3205000,641,-50944.78515625,21.5038,3832.23
642,43.8908,3593.44,3210000,642,-51091.62109375,20.4955,3721.85
643,43.9514,3744.03,3215000,643,-52643.234375,19.459,3650.19
644,43.9376,3870.82,3220000,644,-52395.296875,21.6221,4006.28
645,43.7082,3576.08,3225000,645,-52460.04296875,18.4778,3868.76
646,43.7445,3672.14,3230000,646,-51608.30078125,19.0614,3821.0
647,43.7096,3590.54,3235000,647,-52607.50390625,20.0521,3957.92
648,44.1553,3772.78,3240000,648,-53434.7421875,18.852,3798.47
649,43.9388,3876.0,3245000,649,-52953.9765625,20.0186,4002.37
650,44.338,3718.61,3250000,650,-53819.90625,20.92,3895.21
651,43.3771,3881.02,3255000,651,-52868.2109375,17.9166,3840.38
652,44.1053,3893.49,3260000,652,-54315.82421875,17.9018,3880.47
653,44.0684,3860.85,3265000,653,-53473.9609375,18.275,3935.79
654,43.7321,3781.92,3270000,654,-53688.48828125,18.216,3835.67
655,43.578,3826.06,3275000,655,-53467.03125,17.8197,3914.03
656,47.3705,26.29,3280000,656,-52652.5625,67.7005,24.09
657,48.3428,1271.89,3285000,657,-49889.8984375,44.2625,2485.34
658,45.498,2703.86,3290000,658,-51806.9453125,27.1407,2649.87
659,43.8358,3645.53,3295000,659,-52593.8671875,18.0822,3455.62
660,43.989,3806.75,3300000,660,-53587.046875,18.5133,3804.42
661,44.0788,3855.94,3305000,661,-54568.71875,17.9293,3783.35
662,44.1576,3849.65,3310000,662,-55429.45703125,17.5092,3705.41
663,43.7296,3874.11,3315000,663,-54852.0546875,17.5169,3808.27
664,44.3783,3776.82,3320000,664,-55478.453125,16.6574,3640.26
665,43.5177,3818.23,3325000,665,-54050.140625,16.6421,3437.47
666,43.7414,3799.38,3330000,666,-55604.80078125,16.0833,3501.73
667,43.9769,3857.66,3335000,667,-55749.1171875,16.698,3433.73
668,43.7579,3850.02,3340000,668,-55067.4765625,17.2371,3446.82
669,43.4536,3817.79,3345000,669,-55714.52734375,16.5824,3386.02
670,43.9448,3853.35,3350000,670,-56253.82421875,17.4288,3750.32
671,43.6936,3892.29,3355000,671,-55390.86328125,16.7708,3711.88
672,44.1236,3989.25,3360000,672,-55342.89453125,19.1302,3814.54
673,44.1695,3871.12,3365000,673,-56349.515625,17.4539,3809.63
674,43.6474,3870.49,3370000,674,-54372.9453125,20.242,3874.65
675,43.8665,3878.3,3375000,675,-55891.953125,17.9721,3662.61
676,43.7325,3885.08,3380000,676,-54955.11328125,16.7696,3698.84
677,44.0171,3855.63,3385000,677,-56223.9609375,17.7804,3711.19
678,43.4664,3866.26,3390000,678,-54420.9140625,18.5669,3741.0
679,43.7787,3860.79,3395000,679,-55334.90625,17.9948,3684.47
680,43.4223,3950.72,3400000,680,-54005.65625,18.5246,3737.51
681,43.7834,3925.93,3405000,681,-54525.1796875,18.1033,3315.07
682,44.2035,3816.9,3410000,682,-55335.2265625,17.5071,3462.19
683,44.2836,3987.13,3415000,683,-55338.1015625,19.7321,3935.45
684,44.2767,3879.74,3420000,684,-55544.7734375,17.9726,3764.5
685,43.4458,3923.22,3425000,685,-52470.93359375,20.7155,3983.96
686,43.728,3776.41,3430000,686,-53966.64453125,18.8334,3859.47
687,44.0463,3919.05,3435000,687,-54865.828125,18.7844,3951.1
688,43.6593,3913.66,3440000,688,-55743.77734375,17.3708,3416.79
689,43.7913,3993.38,3445000,689,-55639.89453125,18.1613,3651.99
690,44.0695,3837.9,3450000,690,-56291.359375,17.8356,3371.07
691,43.954,3736.3,3455000,691,-55699.22265625,17.3364,3591.88
692,44.2967,3742.11,3460000,692,-56246.2109375,16.8856,3314.53
693,44.0719,3873.61,3465000,693,-56475.3359375,17.825,3554.33
694,44.4445,3846.11,3470000,694,-57010.79296875,18.065,3578.44
695,44.5387,3779.76,3475000,695,-55559.45703125,18.4348,3313.85
696,43.6637,3902.56,3480000,696,-55729.1796875,18.262,3394.71
697,43.8332,3873.12,3485000,697,-55981.265625,18.8852,3503.81
698,44.3035,3927.07,3490000,698,-56226.59375,18.6445,3365.34
699,43.8983,3936.95,3495000,699,-55474.6875,17.8918,3351.05
700,43.4842,3923.35,3500000,700,-56051.35546875,18.351,3883.18
701,43.9543,3956.66,3505000,701,-55990.2578125,18.9763,3737.8
702,43.4643,3659.66,3510000,702,-55241.97265625,20.7122,3664.87
703,43.6042,3920.54,3515000,703,-55870.921875,18.2385,3804.21
704,43.401,3955.33,3520000,704,-55699.37109375,18.2388,3850.9
705,43.4931,3912.28,3525000,705,-55111.36328125,18.4013,3765.31
706,43.3331,3343.75,3530000,706,-54490.0234375,20.4178,3587.93
707,43.4913,3894.22,3535000,707,-56062.546875,18.1782,3594.96
708,43.8507,3722.1,3540000,708,-55389.78515625,20.9337,3431.8
709,43.9826,3782.68,3545000,709,-55606.6953125,21.8867,3473.93
710,43.4741,3508.91,3550000,710,-55461.86328125,18.3452,3758.45
711,43.0309,3910.44,3555000,711,-55662.5234375,18.98,3333.18
712,44.1083,3841.73,3560000,712,-56253.40234375,18.1264,3220.4
713,43.3088,3959.73,3565000,713,-54895.87109375,17.5746,3630.71
714,43.8038,3834.22,3570000,714,-56103.65234375,18.5407,3527.11
715,43.3897,3677.55,3575000,715,-54917.50390625,18.8161,3393.93
716,44.002,3972.29,3580000,716,-56032.1796875,18.8072,3749.37
717,43.677,3791.74,3585000,717,-54942.13671875,18.2896,3322.03
718,43.5901,3819.94,3590000,718,-56534.5625,17.6557,3489.57
719,43.8339,3745.38,3595000,719,-57152.4140625,18.7556,3531.44
720,43.6829,3806.26,3600000,720,-56557.4609375,17.6898,3746.63
721,43.5524,3800.76,3605000,721,-55427.51171875,17.6947,3597.26
722,43.8045,3844.62,3610000,722,-55554.3984375,17.5663,3800.16
723,43.5368,3865.97,3615000,723,-57282.8046875,18.2396,3607.49
724,43.7105,3988.25,3620000,724,-56794.1953125,18.3358,3949.94
725,43.697,3682.12,3625000,725,-57686.14453125,18.7649,3830.39
726,43.4989,3900.37,3630000,726,-57441.1875,17.7585,3813.6
727,43.2603,3724.89,3635000,727,-55967.453125,17.6133,3795.04
728,43.9124,3838.64,3640000,728,-56942.90625,18.7691,3554.76
729,43.6456,3821.56,3645000,729,-57543.80859375,17.7747,3496.07
730,43.9147,3845.44,3650000,730,-57590.22265625,18.6556,3869.45
731,43.7119,3942.58,3655000,731,-57132.63671875,18.1989,3772.66
732,44.0818,3787.06,3660000,732,-57229.91015625,17.3942,3339.63
733,43.6669,3742.68,3665000,733,-56575.5,17.8576,3761.14
734,43.4897,4037.39,3670000,734,-57202.78125,17.9897,3825.13
735,43.8443,3981.53,3675000,735,-58147.28125,18.4157,3869.42
736,43.8637,3874.75,3680000,736,-57735.7265625,17.3337,3732.73
737,44.1291,3937.62,3685000,737,-57508.27734375,17.3762,3830.66
738,43.5254,3887.36,3690000,738,-58319.37109375,17.1891,3774.07
739,43.9328,3839.11,3695000,739,-57629.02734375,17.1654,3476.18
740,43.3918,3895.96,3700000,740,-57339.03515625,16.8946,3874.78
741,43.8197,3892.12,3705000,741,-58731.46484375,17.3193,3603.73
742,43.9287,3893.92,3710000,742,-58248.33203125,16.8322,3710.14
743,44.2348,3863.48,3715000,743,-58777.765625,16.5954,3462.29
744,43.5574,3702.9,3720000,744,-57701.45703125,16.6165,3496.89
745,43.5131,3120.75,3725000,745,-56081.4765625,16.2333,3112.47
746,43.8374,3382.12,3730000,746,-56846.88671875,16.4868,3844.75
747,44.3549,3825.31,3735000,747,-57997.5078125,19.6764,3745.39
748,46.9419,904.45,3740000,748,-55308.2265625,30.1412,818.01
749,44.8988,3208.45,3745000,749,-57860.359375,21.7705,3035.02
750,43.8822,3682.27,3750000,750,-57567.671875,17.9131,3704.38
751,44.1301,3725.78,3755000,751,-57945.03125,19.1216,3604.9
752,43.7657,3506.27,3760000,752,-58023.53515625,18.3101,3415.57
753,43.9095,3591.72,3765000,753,-58166.57421875,18.389,3442.17
754,43.7015,3580.67,3770000,754,-58412.796875,21.6087,2753.5
755,43.3951,3890.78,3775000,755,-56798.76953125,17.1292,3859.28
756,43.4624,3664.76,3780000,756,-57524.640625,19.9067,3689.0
757,43.734,3926.14,3785000,757,-58484.8046875,18.5095,3897.56
758,43.7789,3932.69,3790000,758,-59250.9296875,18.4244,3985.74
759,43.8113,3967.3,3795000,759,-59608.65625,17.545,3862.35
760,43.5272,3925.15,3800000,760,-58881.8828125,17.4273,3880.73
761,43.7367,3958.96,3805000,761,-59130.29296875,17.268,3829.26
762,43.6626,3763.37,3810000,762,-59881.5,18.1191,3848.59
763,44.1596,3961.33,3815000,763,-60347.7578125,17.9251,3867.01
764,43.6877,3929.21,3820000,764,-59154.609375,17.3944,3861.73
765,44.0412,3829.06,3825000,765,-60001.0078125,17.8992,3759.76
766,43.3239,3881.91,3830000,766,-57773.1953125,17.3322,3782.99
767,43.6155,3572.82,3835000,767,-59221.78515625,18.2959,3832.91
768,44.0626,3809.57,3840000,768,-59963.24609375,19.5435,3871.08
769,55.0267,-19.95,3845000,769,-55318.28515625,105.7621,-10.74
770,45.5251,2775.64,3850000,770,-56103.6875,35.0654,3317.65
771,44.683,2968.44,3855000,771,-59285.28125,17.0754,3490.39
772,44.1945,3596.36,3860000,772,-58399.34765625,18.8132,3458.42
773,43.5497,3866.05,3865000,773,-59056.703125,17.8373,3661.35
774,44.0667,3880.41,3870000,774,-60187.98828125,17.5508,3509.4
775,44.0018,3811.36,3875000,775,-59387.45703125,17.5137,3777.11
776,43.3446,3706.4,3880000,776,-59280.625,16.8254,3587.89
777,43.2448,3937.07,3885000,777,-59390.13671875,16.242,3813.09
778,43.2158,3808.57,3890000,778,-59337.90625,17.0694,3753.07
779,43.6496,3900.93,3895000,779,-59817.484375,17.0307,3600.46
780,43.7987,3752.07,3900000,780,-59945.125,16.1478,3100.57
781,44.191,3900.36,3905000,781,-60266.72265625,14.9982,3681.32
