Running Forward KL,Running Env Steps,Itration,Real Det Return,Real Sto Return,Running Reverse KL,Running Update Time,Reward Loss
85.9275,1965000,393,689.91,17.41,398.8724,393,-48605.390625
91.108,1970000,394,-727.02,-64.15,382.4709,394,-48494.94921875
82.1189,1975000,395,1486.21,891.84,220.52,395,-46530.55859375
80.4704,1980000,396,266.98,267.82,280.0314,396,-46708.59765625
86.5652,1985000,397,311.41,324.55,378.5849,397,-47929.98828125
81.2851,1990000,398,53.64,257.89,233.9962,398,-45745.4296875
81.9592,1995000,399,786.59,630.94,276.1772,399,-46151.92578125
81.224,2000000,400,-1309.39,-1085.48,352.5664,400,-47841.47265625
83.3073,2005000,401,-1644.01,-1109.32,467.931,401,-49680.33203125
80.0929,2010000,402,-671.32,-763.75,416.8459,402,-48041.6953125
81.8902,2015000,403,-180.93,-277.31,373.0966,403,-46406.8125
82.7793,2020000,404,-435.97,-220.16,360.1997,404,-48690.77734375
104.0854,2025000,405,-1468.9,-1297.16,425.9801,405,-52730.88671875
89.7022,2030000,406,-1274.06,-1926.34,326.177,406,-46879.828125
87.07,2035000,407,-768.17,-1115.0,332.5297,407,-48214.8515625
88.9149,2040000,408,-1211.58,-1285.47,321.858,408,-48581.73828125
96.5622,2045000,409,-2010.78,-1978.72,466.7783,409,-54440.5
97.5598,2050000,410,-1843.65,-1725.18,288.3635,410,-55929.07421875
98.6477,2055000,411,-1372.88,-1390.78,216.0584,411,-54164.078125
91.0978,2060000,412,-1587.61,-1409.26,208.7437,412,-50419.65234375
89.7328,2065000,413,-1811.48,-1585.21,413.5621,413,-53267.55078125
92.7031,2070000,414,-930.45,-975.54,282.4577,414,-50763.16015625
84.7787,2075000,415,-1097.69,-1248.85,289.8041,415,-50123.74609375
128.4999,2080000,416,-2101.38,-2102.84,560.2041,416,-59168.75390625
127.8548,2085000,417,-2185.66,-2154.36,548.965,417,-59568.64453125
125.9827,2090000,418,-2056.93,-2042.51,488.5992,418,-60113.56640625
123.0577,2095000,419,-2038.77,-2031.05,496.1649,419,-60897.875
120.1898,2100000,420,-2092.44,-2076.86,456.1304,420,-61094.23828125
118.099,2105000,421,-1938.1,-1897.62,427.3467,421,-62117.5234375
123.6929,2110000,422,-1836.01,-1871.7,437.3823,422,-63295.01171875
127.6494,2115000,423,-1811.02,-1782.32,489.1688,423,-63697.859375
123.8066,2120000,424,-1679.6,-1717.21,492.8992,424,-64802.85546875
122.4501,2125000,425,-1823.65,-1833.65,360.7165,425,-62819.921875
126.5279,2130000,426,-2387.57,-2435.28,478.4064,426,-66198.8515625
125.026,2135000,427,-2817.64,-2781.06,445.5933,427,-67157.1953125
112.009,2140000,428,-1861.11,-1813.13,375.5855,428,-67616.1171875
98.2628,2145000,429,-1755.34,-1597.02,262.0903,429,-56193.63671875
94.2033,2150000,430,-1647.75,-1713.49,273.0741,430,-57501.03125
120.3506,2155000,431,-1990.89,-1977.27,549.9642,431,-70359.078125
126.3746,2160000,432,-2029.09,-2010.89,614.6487,432,-71207.9609375
139.3528,2165000,433,-2296.35,-2285.38,573.9154,433,-72811.7109375
129.0933,2170000,434,-2145.4,-2042.47,566.5117,434,-73568.1328125
126.6503,2175000,435,-2116.89,-2023.76,565.5166,435,-73948.3828125
119.5905,2180000,436,-1945.3,-1914.87,542.5371,436,-74852.9453125
113.6519,2185000,437,-2016.99,-2016.11,561.305,437,-74976.4375
134.2842,2190000,438,-1900.84,-1696.09,541.2955,438,-77254.015625
113.7975,2195000,439,-1769.29,-1844.26,498.1801,439,-77334.3125
97.1733,2200000,440,-1834.69,-1635.07,506.4904,440,-76241.3984375
123.5587,2205000,441,-1603.18,-1412.67,531.4494,441,-79765.4609375
112.842,2210000,442,-1481.84,-1305.8,483.4955,442,-80521.2890625
97.5424,2215000,443,-1488.23,-1362.4,435.9754,443,-76577.5234375
106.5309,2220000,444,-1023.72,-1285.09,588.8648,444,-80815.046875
125.513,2225000,445,-1990.55,-2017.69,549.9806,445,-83755.7734375
123.8828,2230000,446,-1883.05,-1823.4,598.6661,446,-81666.984375
122.9592,2235000,447,-1501.03,-1464.22,580.8309,447,-83192.390625
108.6214,2240000,448,-1623.94,-1820.97,546.817,448,-83303.8671875
122.7493,2245000,449,-1556.75,-1520.43,474.6904,449,-86043.78125
117.6652,2250000,450,-1414.2,-1269.81,483.391,450,-85099.578125
107.1096,2255000,451,-1645.98,-1847.75,443.5067,451,-82704.703125
101.9131,2260000,452,-1475.19,-1207.29,564.9145,452,-80898.8515625
105.8674,2265000,453,-1627.94,-1587.81,550.433,453,-81834.8046875
126.0565,2270000,454,-2185.54,-2149.87,564.8669,454,-86564.328125
128.9406,2275000,455,-1880.8,-1760.11,558.4621,455,-86639.9140625
128.0496,2280000,456,-1955.38,-1963.93,575.0946,456,-86776.4296875
127.6637,2285000,457,-2111.52,-2100.17,582.3904,457,-86861.5234375
123.371,2290000,458,-1759.82,-1768.56,575.0531,458,-86879.8515625
120.0406,2295000,459,-1983.12,-1890.77,594.8561,459,-86702.1875
117.9762,2300000,460,-1904.42,-1899.26,629.0624,460,-86679.234375
109.6287,2305000,461,-1560.41,-1487.67,556.7926,461,-85777.6171875
116.989,2310000,462,-1791.85,-1763.14,500.7056,462,-87184.578125
116.9231,2315000,463,-1810.23,-1851.8,545.0601,463,-86205.9375
121.7807,2320000,464,-1737.16,-1763.03,480.8474,464,-87488.7890625
123.516,2325000,465,-2066.5,-2165.68,548.7015,465,-87729.2109375
126.7665,2330000,466,-1905.72,-1902.35,498.7868,466,-87903.0234375
128.0578,2335000,467,-1725.45,-1615.5,520.5243,467,-88085.4296875
116.6563,2340000,468,-1471.91,-1424.92,488.93,468,-87627.8046875
113.5545,2345000,469,-1290.97,-1355.67,461.3234,469,-87930.9375
129.4285,2350000,470,-1713.51,-1735.01,494.6519,470,-88617.015625
133.6912,2355000,471,-1617.74,-1609.49,465.3977,471,-88757.640625
128.6639,2360000,472,-1355.95,-1396.78,456.1504,472,-88785.296875
131.1074,2365000,473,-1568.52,-1549.0,457.4149,473,-88960.140625
126.2804,2370000,474,-1491.8,-1455.49,457.419,474,-88868.6015625
124.5595,2375000,475,-1551.54,-1546.69,491.1816,475,-88938.046875
126.3813,2380000,476,-1610.37,-1744.32,346.8095,476,-87266.40625
103.0461,2385000,477,-1609.29,-1453.4,193.4171,477,-64072.45703125
106.3123,2390000,478,-1593.88,-1764.92,349.6928,478,-81563.5390625
127.8912,2395000,479,-1309.8,-1449.44,533.7553,479,-89418.6171875
134.0068,2400000,480,-1321.7,-1327.71,447.1691,480,-89784.2890625
130.6861,2405000,481,-1985.39,-1935.97,439.3304,481,-89767.828125
128.8265,2410000,482,-1587.96,-1462.44,444.4502,482,-89712.4765625
128.9742,2415000,483,-1301.15,-1151.01,446.5073,483,-89860.2421875
123.5146,2420000,484,-1331.63,-1373.32,429.0024,484,-87503.3671875
123.7734,2425000,485,-1644.93,-1669.74,274.2683,485,-83542.6875
116.0394,2430000,486,-1248.4,-1340.07,226.1025,486,-83761.84375
118.1323,2435000,487,-1290.48,-1420.68,387.6688,487,-88863.25
124.4501,2440000,488,-1557.13,-1515.31,451.3744,488,-90112.53125
120.5814,2445000,489,-1261.73,-1321.92,392.0484,489,-89625.1171875
121.0164,2450000,490,-1121.88,-1190.29,414.6658,490,-89871.0234375
116.4934,2455000,491,-1138.26,-1086.82,372.2042,491,-89751.6484375
119.4565,2460000,492,-1247.08,-1371.34,381.8327,492,-89389.125
118.8222,2465000,493,-1607.92,-1548.23,376.9292,493,-89614.4296875
120.9822,2470000,494,-1548.41,-1543.72,532.7729,494,-90383.046875
125.8411,2475000,495,-1650.44,-1734.37,430.6685,495,-89253.328125
126.1168,2480000,496,-1433.91,-1494.83,566.1036,496,-90301.40625
125.5398,2485000,497,-1355.89,-1506.91,498.9432,497,-90462.484375
122.531,2490000,498,-1359.14,-1317.38,415.9331,498,-90300.7109375
124.5486,2495000,499,-1348.8,-1391.09,428.4559,499,-90694.359375
127.8042,2500000,500,-1471.71,-1444.91,454.4342,500,-91205.9921875
127.8424,2505000,501,-1523.4,-1635.87,431.1332,501,-91215.453125
127.7202,2510000,502,-1406.43,-1452.75,419.9762,502,-91190.3359375
126.7455,2515000,503,-1302.09,-1365.09,414.8118,503,-91046.0078125
125.545,2520000,504,-1370.28,-1319.34,374.9452,504,-90860.9609375
118.5411,2525000,505,-1224.85,-1312.83,400.4368,505,-90328.2109375
120.2172,2530000,506,-1352.24,-1344.81,408.0987,506,-91241.75
133.1129,2535000,507,-1292.22,-1321.64,426.9742,507,-91634.640625
106.6436,2540000,508,-1604.64,-1594.73,402.4299,508,-88318.90625
98.8602,2545000,509,-1450.14,-1424.19,311.089,509,-83665.1796875
105.1886,2550000,510,-1406.14,-1303.49,275.8577,510,-85157.171875
105.5779,2555000,511,-1321.12,-1469.74,162.3086,511,-80352.8125
117.8424,2560000,512,-1284.24,-1172.85,393.9291,512,-90323.6328125
107.6843,2565000,513,-1716.57,-2014.32,396.8297,513,-87886.1328125
130.7084,2570000,514,-1480.35,-1631.33,556.3608,514,-92017.4375
122.9454,2575000,515,-1511.2,-1687.66,522.6314,515,-91577.8828125
121.1702,2580000,516,-1808.28,-1770.0,563.1492,516,-91452.2734375
128.0925,2585000,517,-2017.55,-2037.64,563.4246,517,-91586.609375
109.0214,2590000,518,-2322.34,-2260.57,656.7442,518,-89488.2109375
125.6666,2595000,519,-2153.12,-2198.37,708.8149,519,-92117.9375
123.4795,2600000,520,-1972.2,-1879.8,514.5124,520,-91930.3984375
110.4665,2605000,521,-1875.47,-1913.84,465.264,521,-90264.5703125
106.6505,2610000,522,-1530.05,-1629.19,444.7249,522,-87972.71875
109.459,2615000,523,-1700.32,-1661.84,460.4295,523,-90571.1796875
124.3955,2620000,524,-1789.3,-1748.17,579.2321,524,-92199.7265625
105.4215,2625000,525,-2078.96,-2115.45,501.2431,525,-86227.2578125
102.9642,2630000,526,-1925.08,-1944.47,318.7839,526,-81496.0
127.057,2635000,527,-1872.65,-1877.48,676.0687,527,-92482.3515625
98.1647,2640000,528,-1930.48,-1972.33,540.495,528,-86890.40625
121.728,2645000,529,-1768.48,-1751.38,580.6955,529,-92450.5546875
125.8645,2650000,530,-2202.32,-2132.12,544.0023,530,-90781.3515625
102.3804,2655000,531,-2120.01,-1963.45,579.4159,531,-88503.84375
95.5336,2660000,532,-1263.82,-1190.41,472.901,532,-83873.7109375
82.3158,2665000,533,-348.42,-499.18,419.0419,533,-66909.234375
116.6346,2670000,534,-1815.78,-1808.6,656.7121,534,-92223.4296875
131.9852,2675000,535,-2171.33,-2012.28,574.6021,535,-92750.21875
132.6064,2680000,536,-2329.18,-2263.39,551.152,536,-92890.9296875
131.4257,2685000,537,-1677.38,-1619.06,577.6897,537,-92794.2109375
130.9787,2690000,538,-1741.54,-1769.68,603.2378,538,-92800.421875
125.8808,2695000,539,-1873.1,-1878.79,590.797,539,-92524.3125
121.5587,2700000,540,-1725.61,-1636.98,542.2125,540,-92601.5703125
121.6209,2705000,541,-1810.24,-1762.62,562.0649,541,-92715.75
119.6475,2710000,542,-1690.19,-1749.09,547.923,542,-92775.4609375
132.8953,2715000,543,-1419.02,-1485.17,545.5714,543,-93157.546875
130.4236,2720000,544,-998.76,-983.48,525.3858,544,-93024.1875
130.1758,2725000,545,-1196.68,-1223.41,477.613,545,-93226.03125
123.6621,2730000,546,-1721.62,-1657.12,558.4737,546,-92749.96875
122.7221,2735000,547,-1745.96,-1744.47,544.5477,547,-92935.8671875
125.14,2740000,548,-1748.0,-1677.99,461.4456,548,-92639.3828125
120.8554,2745000,549,-1402.35,-1512.3,453.8344,549,-91776.3828125
118.2705,2750000,550,-1608.14,-1697.81,544.0146,550,-92383.0390625
115.9873,2755000,551,-1295.12,-1307.45,401.7112,551,-92237.2890625
114.4959,2760000,552,-1693.43,-1520.06,526.3129,552,-92675.1171875
118.6222,2765000,553,-1681.13,-1643.27,392.954,553,-92155.6796875
117.0574,2770000,554,-1325.84,-1294.96,473.3299,554,-92552.7890625
112.7153,2775000,555,-1327.28,-1238.32,462.4316,555,-92101.8046875
114.9004,2780000,556,-1402.15,-1383.86,486.7703,556,-92344.5703125
114.1337,2785000,557,-1586.5,-1481.15,500.9487,557,-92843.4296875
114.1668,2790000,558,-1324.6,-1371.21,444.4509,558,-92599.2109375
126.5743,2795000,559,-1201.23,-1131.26,432.6536,559,-93574.3828125
126.066,2800000,560,-1532.81,-1479.64,437.9031,560,-92601.0
113.3277,2805000,561,-1591.26,-1463.31,439.5262,561,-92506.859375
110.7405,2810000,562,-1710.78,-1837.83,532.6586,562,-91139.609375
114.0331,2815000,563,-2219.71,-2148.18,547.4963,563,-90962.4609375
109.8686,2820000,564,-1673.96,-1649.67,382.7609,564,-90638.5234375
103.4653,2825000,565,-1887.64,-1928.56,458.413,565,-87730.453125
92.403,2830000,566,-1528.08,-1844.09,282.8421,566,-82919.7109375
99.3788,2835000,567,-1772.72,-1897.43,343.0673,567,-85840.109375
102.4093,2840000,568,-1525.52,-1471.09,310.9516,568,-87157.4765625
110.7337,2845000,569,-1154.42,-1209.15,403.8667,569,-91962.59375
117.9112,2850000,570,-1186.72,-1262.72,482.132,570,-92480.8125
140.6128,2855000,571,-869.89,-854.7,485.3202,571,-94232.3828125
138.5364,2860000,572,-1316.93,-1304.07,459.1247,572,-94202.2421875
141.6515,2865000,573,-1038.8,-1039.12,462.1125,573,-94240.9765625
138.1944,2870000,574,-943.38,-960.11,468.8991,574,-94052.6171875
136.996,2875000,575,-1414.92,-1372.65,462.4179,575,-94057.171875
137.3558,2880000,576,-1206.28,-1205.26,445.6113,576,-94206.609375
136.954,2885000,577,-1579.37,-1562.51,439.1862,577,-94185.9765625
132.3156,2890000,578,-1293.85,-1304.13,448.3641,578,-94176.96875
127.5793,2895000,579,-1260.48,-1269.83,381.5923,579,-93595.8046875
126.9448,2900000,580,-1259.32,-1237.98,384.8648,580,-93443.9375
121.852,2905000,581,-907.41,-1156.29,356.0988,581,-92849.765625
127.7275,2910000,582,-846.88,-971.06,415.8519,582,-94313.5078125
131.6168,2915000,583,-1158.28,-1208.41,416.4811,583,-94461.0703125
135.3223,2920000,584,-1105.31,-1102.51,437.7108,584,-94479.5859375
129.826,2925000,585,-1272.25,-1269.53,430.4033,585,-94286.671875
137.3218,2930000,586,-1133.82,-993.0,435.7913,586,-94460.046875
128.9433,2935000,587,-1024.32,-1111.72,469.8075,587,-94169.296875
128.8049,2940000,588,-1542.51,-1516.82,385.1643,588,-94360.8828125
127.1651,2945000,589,-1063.38,-1144.81,368.9633,589,-94084.734375
123.0635,2950000,590,-1505.93,-1504.43,429.9459,590,-93462.9921875
129.3821,2955000,591,-1519.17,-1578.45,488.7386,591,-94420.7890625
130.6729,2960000,592,-1755.85,-1747.84,478.7891,592,-94503.109375
131.3256,2965000,593,-1605.52,-1580.83,454.8728,593,-94518.6796875
131.4252,2970000,594,-1397.53,-1540.86,434.7785,594,-94678.6484375
129.5907,2975000,595,-1402.64,-1466.9,381.8678,595,-94510.453125
131.6782,2980000,596,-1336.62,-1356.78,369.5983,596,-94513.734375
130.3301,2985000,597,-1256.08,-1233.95,393.3196,597,-94726.6015625
134.6828,2990000,598,-986.95,-995.97,406.3849,598,-94660.71875
135.9683,2995000,599,-578.25,-632.38,397.8647,599,-94739.109375
