Reward Loss,Itration,Running Forward KL,Running Env Steps,Running Reverse KL,Real Sto Return,Real Det Return,Running Update Time
-226.75250244140625,33,45.7626,165000,38.1739,1129.28,1409.62,33
-253.89308166503906,34,45.8453,170000,31.1695,1154.75,1378.42,34
-272.3379211425781,35,45.6067,175000,22.1061,1197.17,1591.9,35
-259.0360107421875,36,46.1433,180000,33.1062,1071.19,1111.01,36
-237.28099060058594,37,45.1577,185000,17.7482,1481.24,2006.93,37
-251.3766326904297,38,45.5418,190000,22.8132,1436.96,1814.31,38
-329.2761535644531,39,45.1911,195000,26.8254,1158.69,1538.45,39
-270.54620361328125,40,45.8761,200000,21.1774,1319.78,1474.35,40
-305.3514404296875,41,45.8457,205000,28.274,1363.34,1844.55,41
-330.852783203125,42,45.7351,210000,33.2704,1329.89,1297.32,42
-322.38580322265625,43,45.4634,215000,16.1152,1376.84,1647.83,43
-368.2570495605469,44,45.9077,220000,34.2622,1190.18,1578.21,44
-346.7349853515625,45,45.56,225000,18.8051,1211.07,1114.89,45
-372.4002685546875,46,45.7204,230000,25.6421,1322.05,1443.39,46
-357.159912109375,47,45.7745,235000,25.8563,1357.58,1493.47,47
-345.5497741699219,48,45.9548,240000,17.4788,1309.48,1708.98,48
-345.89208984375,49,45.0904,245000,17.1839,1421.23,1862.35,49
-362.1839904785156,50,45.3548,250000,14.592,1424.01,2075.23,50
-437.44110107421875,51,45.8468,255000,22.285,1526.01,2059.04,51
-454.0992126464844,52,44.4895,260000,28.2627,1495.15,1510.85,52
-346.64215087890625,53,44.7687,265000,14.0558,1698.48,2011.04,53
-438.9110107421875,54,45.5139,270000,22.7468,1502.32,1998.57,54
-428.69012451171875,55,44.9014,275000,16.1609,1304.32,1753.26,55
-402.5130310058594,56,45.0216,280000,16.7903,2003.67,2541.09,56
-443.7310791015625,57,45.1825,285000,15.6034,1363.28,1151.82,57
-490.613037109375,58,45.5719,290000,22.2168,1595.24,1941.23,58
-529.7091064453125,59,45.0753,295000,29.1822,1698.12,2040.65,59
-499.4908447265625,60,44.828,300000,20.8531,1502.04,2013.9,60
-508.8173828125,61,44.9985,305000,23.4436,1510.25,1775.96,61
-493.6377258300781,62,43.975,310000,19.2182,1519.22,1652.49,62
-523.067138671875,63,45.6279,315000,21.2693,1520.27,1823.64,63
-478.40655517578125,64,45.4009,320000,14.2017,1504.21,1858.08,64
-583.6819458007812,65,45.5336,325000,30.3841,1715.86,1988.47,65
-540.478271484375,66,44.5248,330000,20.4243,1548.16,1967.13,66
-464.2008972167969,67,44.609,335000,17.0315,1657.53,2520.46,67
-481.9273986816406,68,44.7405,340000,23.8239,1735.87,2223.13,68
-587.7946166992188,69,45.882,345000,22.0663,1548.87,1944.49,69
-531.0686645507812,70,44.9929,350000,17.644,2006.23,2607.39,70
-482.9866027832031,71,44.9886,355000,17.0625,1863.28,2350.55,71
-462.883544921875,72,44.6234,360000,18.2473,1813.95,2621.61,72
-526.6372680664062,73,45.2142,365000,17.4111,2113.06,2240.6,73
-554.5615844726562,74,45.1753,370000,18.2005,1575.73,1816.56,74
-510.7662048339844,75,44.7737,375000,16.3035,1884.9,2530.23,75
-619.7261962890625,76,45.3078,380000,22.6721,1688.98,2056.62,76
-605.48291015625,77,44.6072,385000,18.4323,1770.16,2422.94,77
-618.7945556640625,78,45.1764,390000,20.7963,1813.51,2673.25,78
-658.0226440429688,79,45.3317,395000,21.7688,1634.5,1880.41,79
-714.0911865234375,80,45.3532,400000,18.7808,1721.8,2571.99,80
-543.0131225585938,81,44.7362,405000,16.6594,2067.15,1856.74,81
-586.2125244140625,82,44.7673,410000,16.9422,2516.22,3427.85,82
-618.7489624023438,83,43.8164,415000,18.527,2311.97,2874.49,83
-606.9611206054688,84,44.2068,420000,17.4515,2197.42,3320.22,84
-611.4185180664062,85,44.8863,425000,16.1888,2211.69,3501.69,85
-612.8569946289062,86,44.3389,430000,15.2839,1850.29,3387.95,86
-545.1087036132812,87,44.8427,435000,15.8939,2432.07,2806.67,87
-538.9905395507812,88,44.6044,440000,14.7128,2341.1,2889.72,88
-608.8377075195312,89,44.6709,445000,15.7538,2359.02,3447.42,89
-640.5048217773438,90,44.766,450000,14.9502,2184.9,2550.82,90
-502.2303466796875,91,44.4119,455000,15.0805,2428.71,2963.36,91
-631.5321044921875,92,44.7504,460000,15.9352,2081.36,2869.4,92
-650.1333618164062,93,45.1568,465000,13.8414,2481.49,3193.98,93
-577.793701171875,94,43.8191,470000,14.2526,2379.25,3543.71,94
-622.9634399414062,95,44.8244,475000,16.3741,1866.74,2572.15,95
-565.5504760742188,96,44.6632,480000,15.7764,2757.69,3013.36,96
-646.0431518554688,97,44.598,485000,14.7937,2022.73,2370.16,97
-608.4664306640625,98,44.445,490000,13.8551,2628.29,3062.24,98
-628.926025390625,99,44.7327,495000,14.761,2934.82,3187.94,99
-589.4664916992188,100,44.6632,500000,14.411,2675.42,2984.21,100
-707.9387817382812,101,44.6065,505000,13.7777,2224.74,2247.21,101
-636.3562622070312,102,44.1453,510000,14.5003,2247.85,2491.15,102
-643.12353515625,103,44.771,515000,14.6503,2379.46,2277.61,103
-584.4840698242188,104,44.0085,520000,14.6817,2614.81,3024.12,104
-590.78076171875,105,44.5325,525000,15.3852,2418.55,2571.17,105
-545.1847534179688,106,43.8977,530000,15.4264,3267.08,3454.38,106
-662.0256958007812,107,44.7378,535000,15.1718,2711.32,3638.55,107
-615.4658203125,108,44.0346,540000,13.8365,2750.05,3443.14,108
-593.70654296875,109,44.1604,545000,16.2951,2645.66,2935.49,109
-717.5972290039062,110,44.5304,550000,14.585,2344.16,2931.69,110
-723.361328125,111,44.4757,555000,13.9603,2413.97,3478.2,111
-718.7321166992188,112,44.6338,560000,13.5074,2180.11,2697.75,112
-711.2186889648438,113,44.6475,565000,13.7175,2537.54,2826.68,113
-571.009765625,114,44.0162,570000,14.3122,2776.84,3624.63,114
-753.2588500976562,115,44.5042,575000,13.3735,2201.44,2532.69,115
-718.12060546875,116,44.0148,580000,16.231,2481.52,3119.64,116
-646.7354736328125,117,43.7532,585000,15.797,3050.41,3669.69,117
-792.9718627929688,118,44.2372,590000,17.0723,2518.4,2857.52,118
-600.3526611328125,119,43.2747,595000,15.0988,3167.66,3468.9,119
-641.532470703125,120,43.6282,600000,14.3141,2968.07,3281.55,120
-666.0123901367188,121,43.191,605000,13.9141,2976.96,3252.63,121
-517.9837036132812,122,43.0352,610000,16.5558,3356.99,3789.12,122
-697.21923828125,123,43.9748,615000,15.1881,2700.04,3370.8,123
-694.7970581054688,124,42.964,620000,14.3772,2748.76,3083.33,124
-592.2833862304688,125,43.4771,625000,16.1488,3326.17,3857.11,125
-604.51123046875,126,43.1897,630000,15.3157,3378.16,3873.42,126
-569.2939453125,127,43.2385,635000,16.5787,3392.34,3922.82,127
-550.8309326171875,128,42.4025,640000,17.1843,3685.51,3728.3,128
-638.885498046875,129,43.7772,645000,16.1003,3506.21,3598.16,129
-614.1534423828125,130,42.8576,650000,16.1224,3141.31,3829.97,130
-624.32275390625,131,43.3922,655000,16.0253,3477.75,3667.92,131
-692.3036499023438,132,43.3673,660000,17.808,3293.47,3779.23,132
-603.7730712890625,133,43.4167,665000,17.5831,3733.7,3701.51,133
-587.4696044921875,134,43.1214,670000,16.4758,3721.1,3852.52,134
-637.1427612304688,135,43.3609,675000,16.1011,3796.33,3855.89,135
-662.4371948242188,136,43.0115,680000,15.7717,3601.09,3702.37,136
-662.5398559570312,137,43.4187,685000,16.3671,3475.87,3673.27,137
-725.821533203125,138,43.2005,690000,15.084,3455.51,3885.37,138
-628.887939453125,139,43.2126,695000,16.8753,3840.36,3881.0,139
-634.788330078125,140,43.3917,700000,17.1193,3882.17,3830.95,140
-653.156494140625,141,43.6549,705000,17.2081,3741.18,3841.84,141
-673.969482421875,142,43.4939,710000,16.5609,3738.47,3865.66,142
-746.0211181640625,143,43.7155,715000,15.0212,3760.5,3766.55,143
-682.0619506835938,144,43.6119,720000,16.4571,3674.43,3843.1,144
-718.9542236328125,145,43.6,725000,16.435,3828.02,3829.49,145
-739.4078369140625,146,43.8361,730000,17.304,3714.33,3853.72,146
-719.0890502929688,147,43.4384,735000,16.6952,3802.34,3824.31,147
-678.5430908203125,148,43.0898,740000,16.9757,3884.71,3944.56,148
-707.79833984375,149,43.2402,745000,16.6688,3812.83,3876.92,149
-720.4373779296875,150,43.5876,750000,17.2237,3813.79,3863.47,150
-758.3875122070312,151,43.4634,755000,15.992,3838.03,3887.4,151
-901.4837646484375,152,43.4089,760000,16.3664,3696.48,3926.91,152
-755.4252319335938,153,43.3931,765000,16.7013,3861.47,3886.63,153
-750.8948364257812,154,43.5424,770000,16.3381,3721.8,3826.41,154
-801.9269409179688,155,43.163,775000,16.6151,3549.29,3951.94,155
-754.0878295898438,156,44.2531,780000,16.9781,3561.68,3839.55,156
-743.5091552734375,157,43.143,785000,17.4094,3826.08,3884.0,157
-741.9324951171875,158,43.2066,790000,17.6881,3892.13,3924.12,158
-809.3641967773438,159,43.4744,795000,16.9048,3727.51,3614.18,159
-826.1069946289062,160,43.441,800000,17.3088,3896.23,3933.13,160
-770.647705078125,161,43.0516,805000,17.6781,3820.54,3966.31,161
-782.7726440429688,162,42.9932,810000,17.0497,3935.58,3960.19,162
-819.52880859375,163,43.6791,815000,18.3739,3878.74,3898.35,163
-798.6536865234375,164,43.2159,820000,17.2309,3815.14,3963.3,164
-814.8211669921875,165,42.8469,825000,17.2984,3834.31,3976.23,165
-949.74560546875,166,43.4874,830000,18.1138,3752.28,2830.16,166
-826.6922607421875,167,43.0603,835000,17.5269,3760.29,3950.75,167
-830.7666625976562,168,43.4811,840000,17.3327,3786.09,3390.53,168
-975.1690673828125,169,43.2448,845000,15.6377,3132.81,2968.61,169
-860.7315673828125,170,43.7655,850000,16.2503,3873.94,3961.93,170
-842.1464233398438,171,43.5193,855000,17.7227,3914.46,3976.13,171
-878.0861206054688,172,43.848,860000,17.2341,3884.14,3954.9,172
-867.9531860351562,173,43.1142,865000,18.005,3939.07,3981.95,173
-856.533935546875,174,43.4864,870000,17.0704,3994.56,4060.12,174
-853.661865234375,175,43.8761,875000,18.419,3961.7,4032.71,175
-873.1111450195312,176,43.5262,880000,18.2264,3950.67,3998.26,176
-870.324462890625,177,43.2968,885000,18.2213,3986.93,4093.67,177
-864.3565673828125,178,43.5414,890000,19.0844,4013.52,4090.16,178
-882.6814575195312,179,43.4715,895000,17.6908,3972.27,3960.93,179
-898.1510620117188,180,43.3588,900000,17.2751,3887.52,4072.28,180
-909.2613525390625,181,44.0117,905000,18.8864,4013.13,4067.72,181
-868.0469360351562,182,43.4561,910000,18.9415,4070.3,4149.02,182
-918.1118774414062,183,43.6615,915000,18.3754,3964.05,3989.57,183
-940.9468383789062,184,44.4182,920000,19.9323,4010.4,4039.28,184
-872.0117797851562,185,43.0226,925000,19.2148,4159.41,4223.73,185
-904.560791015625,186,43.4957,930000,18.4857,4042.18,4199.13,186
-867.0692138671875,187,43.559,935000,19.6748,4082.58,4103.65,187
-888.682373046875,188,44.2455,940000,20.2887,4100.59,4157.31,188
-903.061279296875,189,43.956,945000,20.8099,4076.11,4193.26,189
-874.55126953125,190,43.7898,950000,19.2593,4132.18,4157.74,190
-864.953369140625,191,43.0104,955000,19.2894,4093.38,4075.33,191
-877.2614135742188,192,43.9725,960000,20.8572,4075.06,4078.34,192
-958.4279174804688,193,43.6606,965000,20.1188,4049.77,4150.54,193
-914.179931640625,194,44.1762,970000,20.8683,4140.1,4174.85,194
-922.6760864257812,195,43.5697,975000,19.3736,4100.6,4211.69,195
-949.2710571289062,196,43.5975,980000,19.727,4125.95,4217.84,196
-950.128173828125,197,43.3111,985000,19.0587,4111.69,4142.12,197
-1021.5886840820312,198,43.6982,990000,18.9014,4018.52,4002.75,198
-982.3527221679688,199,44.3944,995000,21.3788,4066.26,4115.89,199
-957.4417114257812,200,44.0831,1000000,21.3196,4158.44,4211.29,200
-959.843017578125,201,43.7519,1005000,21.5002,4143.03,4232.65,201
-978.9935302734375,202,43.5844,1010000,20.1596,4164.19,4225.09,202
-994.8358764648438,203,43.8309,1015000,21.4386,4115.07,4185.25,203
-995.477294921875,204,43.6469,1020000,20.9674,4131.08,4236.8,204
-1006.1097412109375,205,43.663,1025000,20.5589,4159.07,4228.84,205
-1001.08935546875,206,44.0584,1030000,20.8786,4186.89,4225.34,206
-1031.007568359375,207,43.1625,1035000,19.5828,4111.53,4268.14,207
-1034.5438232421875,208,43.7697,1040000,19.7009,4171.43,4186.5,208
-1051.2593994140625,209,43.7624,1045000,20.9926,4133.74,4176.31,209
-1076.6260986328125,210,43.6137,1050000,19.8012,4151.61,4136.36,210
-1043.1300048828125,211,43.9785,1055000,21.2389,4061.39,4237.7,211
-1125.576171875,212,44.3867,1060000,21.3973,4052.65,4084.19,212
-1091.072509765625,213,44.1761,1065000,20.6512,4090.27,4082.04,213
-1125.0408935546875,214,44.0804,1070000,21.2557,4045.03,4056.39,214
-1105.2412109375,215,44.0533,1075000,20.912,4112.57,4098.79,215
-1128.554443359375,216,43.9758,1080000,21.7118,4107.23,4104.13,216
-1141.38818359375,217,44.3054,1085000,21.1524,4031.19,4023.32,217
-1142.0560302734375,218,43.9725,1090000,21.5007,4078.71,4104.38,218
-1123.6092529296875,219,44.3564,1095000,21.6632,4141.58,4195.08,219
-1119.4637451171875,220,43.6272,1100000,20.6853,4181.37,4208.15,220
-1128.9737548828125,221,43.8666,1105000,21.5104,4159.03,4142.89,221
-1181.7149658203125,222,43.9495,1110000,20.1625,4115.24,4088.84,222
-1135.7603759765625,223,43.9598,1115000,21.7334,4195.13,4147.4,223
-1132.800537109375,224,43.9337,1120000,21.175,4193.06,4186.88,224
-1205.4039306640625,225,44.2351,1125000,21.351,4084.78,4108.17,225
-1196.074951171875,226,44.1636,1130000,20.7473,4090.95,4165.95,226
-1214.1331787109375,227,44.0081,1135000,20.9613,4113.59,4138.9,227
-1185.0447998046875,228,43.9539,1140000,20.455,4177.04,4155.83,228
-1184.586669921875,229,43.8232,1145000,21.1237,4182.77,4200.12,229
-1132.7445068359375,230,43.7144,1150000,21.1537,4255.3,4270.48,230
-1177.3948974609375,231,43.9899,1155000,20.6862,3937.27,4235.6,231
-1183.0167236328125,232,43.6352,1160000,20.9932,4194.05,4214.46,232
-1203.6165771484375,233,44.193,1165000,22.0782,4187.5,4230.49,233
-1182.4854736328125,234,43.7264,1170000,21.9946,4268.13,4261.4,234
-1223.1070556640625,235,44.1395,1175000,22.3049,4245.73,4240.29,235
-1236.510986328125,236,44.0734,1180000,21.0655,4213.82,4251.75,236
-1219.9434814453125,237,44.1576,1185000,21.5017,4272.38,4265.48,237
-1241.796142578125,238,44.1714,1190000,22.0569,4219.44,4226.45,238
-1220.0794677734375,239,44.0303,1195000,22.0884,4271.93,4249.31,239
-1287.1890869140625,240,43.916,1200000,20.9254,4268.1,4303.5,240
-1242.6875,241,43.9046,1205000,21.3705,4255.85,4293.81,241
-1223.8585205078125,242,43.9786,1210000,21.7274,4328.83,4327.13,242
-1313.36767578125,243,44.0127,1215000,20.7192,4191.46,4202.15,243
-1276.1771240234375,244,43.9893,1220000,21.8242,4199.59,4296.99,244
-1257.5599365234375,245,43.6911,1225000,21.929,4272.31,4271.1,245
-1286.052490234375,246,43.8683,1230000,20.9945,4235.83,4272.07,246
-1266.4847412109375,247,43.5815,1235000,21.3944,4346.14,4342.47,247
-1267.04150390625,248,43.4685,1240000,21.3808,4289.29,4283.91,248
-1271.103271484375,249,43.8486,1245000,21.2849,4323.98,4308.85,249
-1268.23046875,250,43.4189,1250000,21.3914,4154.71,4344.76,250
-1310.9105224609375,251,43.9126,1255000,21.034,4326.42,4318.1,251
-1310.8797607421875,252,43.6895,1260000,21.0045,4187.64,4314.59,252
-1346.47802734375,253,43.2916,1265000,20.343,4244.16,4316.78,253
-1344.86865234375,254,43.039,1270000,20.2058,4073.43,4308.62,254
-1369.3226318359375,255,43.2021,1275000,19.3986,4284.67,4327.52,255
-1377.8828125,256,43.4574,1280000,19.2952,4276.89,4336.71,256
-1403.487548828125,257,43.4832,1285000,19.5862,4217.74,4329.64,257
-1375.9371337890625,258,43.3696,1290000,19.8832,4282.17,4343.21,258
-1377.4803466796875,259,43.4065,1295000,20.691,4200.35,4343.23,259
-1421.51025390625,260,43.4918,1300000,19.8861,4121.6,4359.94,260
-1482.6240234375,261,43.255,1305000,19.0639,4237.37,4334.95,261
-1392.553466796875,262,43.5261,1310000,21.0957,4221.13,4144.28,262
-1414.1551513671875,263,43.567,1315000,20.2976,4258.62,4342.58,263
-1450.1572265625,264,43.1492,1320000,18.7318,3915.16,4361.9,264
-1442.901611328125,265,42.9749,1325000,19.3907,4102.03,4372.1,265
-1432.8792724609375,266,42.8555,1330000,19.7013,4045.63,4331.75,266
-1551.689697265625,267,43.3586,1335000,18.899,4202.74,4336.54,267
-1480.5887451171875,268,44.0515,1340000,21.0454,4315.34,4238.05,268
-1438.2476806640625,269,43.516,1345000,21.7279,4336.78,4355.73,269
-1491.320068359375,270,43.451,1350000,20.4164,4191.7,4320.5,270
-1493.755615234375,271,43.3249,1355000,21.3527,4326.7,4313.02,271
-1578.9068603515625,272,43.6314,1360000,20.0261,4293.29,4312.63,272
-1595.6011962890625,273,43.5717,1365000,19.6153,4247.54,4312.62,273
-1591.3487548828125,274,43.6946,1370000,19.9787,4075.09,4355.07,274
-1528.181640625,275,43.5102,1375000,20.6653,4311.71,4246.31,275
-1524.0035400390625,276,43.4979,1380000,20.8901,4331.51,4337.57,276
-1553.4815673828125,277,43.6383,1385000,21.0156,4148.35,4338.93,277
-1567.3885498046875,278,43.5186,1390000,21.4025,4249.36,4326.67,278
-1638.3519287109375,279,43.7706,1395000,20.5206,4234.63,4281.22,279
-1595.642578125,280,44.1268,1400000,21.1706,4301.01,4298.63,280
-1627.3934326171875,281,43.8543,1405000,21.0875,4165.49,4284.49,281
-1637.6475830078125,282,43.6019,1410000,20.8018,4183.57,4296.58,282
-1651.0482177734375,283,43.4529,1415000,20.9707,4147.24,4279.98,283
-1651.5595703125,284,44.1889,1420000,21.6605,4300.13,4283.46,284
-1705.362548828125,285,43.896,1425000,20.3263,4276.11,4306.28,285
-1753.5401611328125,286,43.9575,1430000,19.1808,4221.07,4246.63,286
-3086.127685546875,287,53.7969,1435000,18.3762,27.99,23.18,287
-2703.031494140625,288,45.9938,1440000,14.3867,1304.94,1332.1,288
-1680.3333740234375,289,44.5982,1445000,18.5879,3524.36,3660.88,289
-2730.322265625,290,46.7018,1450000,27.6685,823.09,553.88,290
-2969.846435546875,291,47.207,1455000,32.0761,866.77,1022.83,291
-2405.177734375,292,44.689,1460000,24.178,2224.29,3284.55,292
-2677.88623046875,293,44.7193,1465000,24.7426,1664.87,1213.57,293
-2005.992919921875,294,43.7927,1470000,20.539,3771.1,3929.5,294
-2175.116943359375,295,43.7582,1475000,17.6068,3241.93,3441.59,295
-2277.937255859375,296,44.7158,1480000,16.0636,2593.49,2234.3,296
-2038.27001953125,297,44.0468,1485000,19.3161,3560.8,3738.8,297
-2001.269287109375,298,44.0497,1490000,21.1595,3767.12,3231.96,298
-2285.376953125,299,44.2249,1495000,18.6434,3494.05,2621.69,299
-2181.377197265625,300,43.6008,1500000,20.7079,4054.12,4249.22,300
-1959.99853515625,301,43.9163,1505000,20.9468,3995.28,4205.03,301
-1947.125244140625,302,43.5542,1510000,20.3375,4195.94,4213.18,302
-2036.0782470703125,303,43.406,1515000,19.3127,4231.83,4203.87,303
-2151.68017578125,304,43.3206,1520000,18.6976,3846.38,4191.0,304
-1998.954345703125,305,43.0903,1525000,19.1864,4098.9,4194.83,305
-2045.76416015625,306,43.2482,1530000,19.534,4059.34,4133.41,306
-2110.03466796875,307,43.661,1535000,19.1511,4061.07,4166.54,307
-2335.56884765625,308,43.7876,1540000,18.673,3883.51,3954.21,308
-2075.923095703125,309,43.3753,1545000,19.8597,4170.68,4189.84,309
-2244.922607421875,310,43.4889,1550000,19.643,4023.55,4196.54,310
-2088.27490234375,311,43.3653,1555000,21.1588,4041.24,4052.46,311
-2292.793701171875,312,44.0316,1560000,19.3438,4169.89,4154.45,312
-2313.560546875,313,43.8683,1565000,20.3766,4211.26,4135.87,313
-2135.76611328125,314,43.8831,1570000,20.9839,4200.58,4145.61,314
-2208.521484375,315,43.6908,1575000,20.0016,4139.33,4209.9,315
-2164.90234375,316,43.4174,1580000,20.2507,4200.63,4211.32,316
-2191.836669921875,317,43.6688,1585000,20.4123,4208.28,4091.76,317
-2121.646240234375,318,43.486,1590000,20.3542,4235.74,4227.11,318
-2132.220703125,319,43.7761,1595000,20.8391,4212.56,4244.32,319
-2143.16455078125,320,43.2305,1600000,20.3398,4252.03,4214.44,320
-2157.389892578125,321,43.4288,1605000,20.3373,4266.37,4325.71,321
-2346.060302734375,322,43.676,1610000,20.6378,4256.7,4301.98,322
-2216.75927734375,323,43.5988,1615000,20.7457,4250.63,4092.55,323
-2197.86083984375,324,43.4844,1620000,21.1805,4282.82,4283.05,324
-2195.52099609375,325,43.1532,1625000,21.0637,4303.96,4295.29,325
-2167.112060546875,326,43.3637,1630000,20.5892,4206.88,4321.78,326
-2310.56298828125,327,43.5251,1635000,20.4832,4286.36,4297.32,327
-2183.330078125,328,43.3858,1640000,20.4002,4314.32,4296.95,328
-2411.41064453125,329,43.4295,1645000,21.4546,4300.71,3968.91,329
-2264.310791015625,330,43.5277,1650000,20.7405,4330.55,4293.17,330
-2352.85888671875,331,43.3309,1655000,19.9267,4236.19,4224.12,331
-2514.171142578125,332,43.4878,1660000,18.3773,4088.63,2267.12,332
-2397.54736328125,333,43.5264,1665000,20.1627,4260.74,4232.35,333
-2402.236572265625,334,43.4483,1670000,20.0934,4249.57,3628.24,334
-2335.202880859375,335,43.6867,1675000,21.1386,4292.58,4267.2,335
-2363.062255859375,336,43.5534,1680000,20.6648,4292.73,4276.03,336
-2401.044921875,337,43.2336,1685000,20.5863,4245.31,4233.29,337
-2413.952880859375,338,43.6594,1690000,20.4143,4259.03,4250.46,338
-2597.037841796875,339,43.5714,1695000,19.1984,4256.6,4251.57,339
-2421.975341796875,340,43.7327,1700000,20.9652,4271.21,4237.64,340
-2460.259521484375,341,43.5432,1705000,20.8139,4275.77,4249.61,341
-2392.964599609375,342,43.5734,1710000,21.2445,4341.77,4339.06,342
-2423.904296875,343,43.8003,1715000,21.4204,4358.73,4311.78,343
-2495.71142578125,344,43.9979,1720000,21.2943,4338.38,4292.52,344
-2534.0576171875,345,43.8005,1725000,20.9487,4329.95,4294.73,345
-2549.103515625,346,43.6448,1730000,20.896,4325.93,4263.61,346
-2536.585693359375,347,43.4632,1735000,20.3145,4300.76,4278.72,347
-2453.88037109375,348,43.5991,1740000,21.1973,4379.21,4414.37,348
-2555.081298828125,349,43.6371,1745000,20.6722,4325.51,4330.68,349
-2543.787109375,350,43.4235,1750000,21.6386,4351.34,4316.36,350
-2636.31982421875,351,43.5269,1755000,20.1486,4279.83,4245.81,351
-2507.302978515625,352,43.8147,1760000,21.9128,4371.63,4377.23,352
-2595.574462890625,353,43.6999,1765000,21.1384,4343.41,4363.94,353
-2586.97900390625,354,43.282,1770000,21.1635,4407.8,4438.83,354
-2675.412841796875,355,43.5804,1775000,21.112,4353.95,4331.24,355
-2634.26806640625,356,43.5094,1780000,21.0242,4375.0,4333.48,356
-2676.078857421875,357,43.5855,1785000,20.7088,4326.21,4314.06,357
-2685.439453125,358,43.387,1790000,20.2377,4343.62,4367.27,358
-2680.384521484375,359,43.3959,1795000,20.5387,4352.37,4347.98,359
-2694.7294921875,360,43.3475,1800000,19.7686,4379.82,4327.73,360
-2740.486572265625,361,43.3882,1805000,19.9385,4311.73,4280.36,361
-2657.33544921875,362,43.889,1810000,20.5027,4412.6,4347.79,362
-2691.8916015625,363,43.353,1815000,21.1159,4399.22,4333.92,363
-2692.268310546875,364,43.8975,1820000,21.6177,4384.64,4323.12,364
-2767.285888671875,365,43.4328,1825000,21.217,4369.48,4398.16,365
-2786.458251953125,366,43.8037,1830000,20.9206,4376.24,4316.35,366
-2937.34423828125,367,43.6726,1835000,19.7575,3400.5,4303.5,367
-3188.713134765625,368,46.6825,1840000,16.863,424.74,12.1,368
-3148.774169921875,369,44.1119,1845000,19.9909,1916.46,1571.56,369
-2888.240966796875,370,44.6433,1850000,23.4922,4353.1,4387.76,370
-2842.8544921875,371,44.0147,1855000,22.4918,4340.59,4294.6,371
-2935.761962890625,372,43.995,1860000,22.6466,4377.28,4342.97,372
-2912.593017578125,373,43.5969,1865000,21.5481,4352.91,4275.2,373
-2894.550048828125,374,43.7374,1870000,22.0387,4399.92,4383.43,374
-2903.273681640625,375,43.4746,1875000,21.6782,4403.32,4376.23,375
-2899.0732421875,376,43.9031,1880000,22.3153,4420.16,4399.36,376
-2982.67431640625,377,44.0698,1885000,23.1545,4378.06,4384.35,377
-2916.263671875,378,43.7581,1890000,22.0083,4437.88,4409.51,378
-2950.567138671875,379,43.4373,1895000,22.4546,4432.44,4386.88,379
-2962.774169921875,380,43.5216,1900000,22.2295,4424.75,4397.3,380
-2971.518310546875,381,43.8391,1905000,22.3718,4454.23,4399.63,381
-3076.5546875,382,43.8651,1910000,22.845,4411.22,4444.99,382
-2996.185791015625,383,43.8554,1915000,22.2407,4480.53,4405.72,383
