Running Env Steps,Running Reverse KL,Itration,Real Det Return,Reward Loss,Running Update Time,Running Forward KL,Real Sto Return
1945000,20.9211,389,3813.92,-28437.654296875,389,44.2962,2995.39
1950000,21.9534,390,3790.66,-29200.60546875,390,44.6053,3144.04
1955000,19.9866,391,3626.45,-29007.255859375,391,44.4523,3277.97
1960000,21.2417,392,3668.06,-28747.658203125,392,44.374,3016.66
1965000,18.9213,393,3760.51,-28678.185546875,393,43.9969,3151.03
1970000,18.2764,394,3775.52,-28474.904296875,394,44.2805,3239.63
1975000,19.1872,395,3890.81,-29582.8515625,395,44.3252,3218.21
1980000,19.0448,396,3748.34,-30156.173828125,396,44.7608,3209.54
1985000,20.8726,397,3773.06,-29698.986328125,397,44.6187,2681.54
1990000,21.8564,398,3695.88,-30027.40234375,398,44.1504,2993.81
1995000,23.1932,399,3862.23,-29536.248046875,399,44.7689,3185.9
2000000,22.6052,400,3662.66,-30569.97265625,400,44.7772,2938.73
2005000,23.3501,401,3937.22,-30841.771484375,401,44.529,2441.62
2010000,22.4517,402,3599.07,-30445.8671875,402,44.4938,2587.35
2015000,20.672,403,3904.23,-30323.609375,403,44.0523,3322.49
2020000,26.3922,404,3862.04,-31731.275390625,404,44.4432,2839.33
2025000,28.3002,405,3878.88,-31581.3984375,405,45.1335,3026.48
2030000,22.0754,406,3743.15,-30894.9921875,406,44.333,3141.43
2035000,24.7763,407,3696.97,-31134.95703125,407,44.7287,2737.23
2040000,21.5638,408,3935.0,-30786.337890625,408,44.6865,2870.16
2045000,22.8984,409,3878.5,-31631.408203125,409,44.6078,2703.67
2050000,19.2606,410,3920.79,-30484.228515625,410,44.4672,3079.83
2055000,20.2318,411,3807.63,-33119.86328125,411,44.8999,2453.54
2060000,20.5989,412,3473.54,-32366.5859375,412,44.6127,2998.41
2065000,18.4404,413,3940.04,-31077.21875,413,44.2937,2803.6
2070000,20.3413,414,3858.64,-31984.349609375,414,44.9616,2943.55
2075000,19.0488,415,3935.15,-31700.349609375,415,44.3021,3382.8
2080000,20.6103,416,3877.77,-32371.185546875,416,44.3707,2933.34
2085000,16.9594,417,3720.5,-32219.7890625,417,44.4715,2958.86
2090000,15.871,418,3785.21,-32946.21875,418,44.3102,2864.5
2095000,17.659,419,4045.25,-32560.4296875,419,44.1738,2789.21
2100000,15.5524,420,3744.3,-34053.73828125,420,43.9932,3202.89
2105000,17.7797,421,3910.55,-31717.880859375,421,44.2349,3325.12
2110000,17.2834,422,3815.58,-32824.109375,422,44.3122,3037.38
2115000,18.5288,423,3896.34,-34281.2578125,423,44.103,2912.96
2120000,15.583,424,3839.44,-32896.23046875,424,44.1202,2892.87
2125000,17.616,425,3892.11,-32478.3046875,425,44.4735,3499.18
2130000,19.4982,426,4008.69,-34824.18359375,426,44.6102,3008.21
2135000,19.7004,427,3909.02,-35274.15234375,427,44.5391,2653.18
2140000,17.4003,428,3901.89,-33183.32421875,428,44.2641,3020.28
2145000,17.9536,429,3773.5,-35374.51953125,429,44.6202,2973.01
2150000,17.0685,430,3576.3,-34765.296875,430,44.3895,3212.66
2155000,16.1283,431,3947.21,-36067.8046875,431,44.429,3020.97
2160000,14.9563,432,3906.33,-35311.44921875,432,44.0949,2955.34
2165000,14.6336,433,3900.7,-35831.26171875,433,44.7033,2800.01
2170000,15.4338,434,3599.4,-36336.44921875,434,44.4138,3093.54
2175000,16.1778,435,3885.08,-36122.5546875,435,44.6402,3049.19
2180000,15.1726,436,3565.12,-35604.23046875,436,44.2628,2768.42
2185000,16.8489,437,3523.33,-35253.86328125,437,44.4051,3115.67
2190000,14.9047,438,3028.11,-35611.98828125,438,44.5907,2551.91
2195000,15.1155,439,3346.06,-36597.5,439,44.5391,2789.85
2200000,16.4497,440,3640.61,-35173.41015625,440,44.5553,2891.75
2205000,15.0909,441,3719.82,-36228.5390625,441,44.4699,3009.13
2210000,14.0874,442,3138.8,-38591.96484375,442,44.5951,2792.97
2215000,15.3949,443,3606.46,-36066.66015625,443,44.3657,2826.48
2220000,13.7946,444,3562.16,-37864.10546875,444,44.5533,2741.69
2225000,14.3096,445,3485.94,-38298.37109375,445,44.5232,2421.74
2230000,15.6369,446,3574.71,-35824.07421875,446,44.4045,3087.59
2235000,16.211,447,3688.44,-37819.58984375,447,44.3742,2974.66
2240000,15.8872,448,3212.75,-35835.95703125,448,44.0921,2801.29
2245000,15.6233,449,4026.25,-36916.5,449,44.2252,3165.53
2250000,16.88,450,4016.17,-34673.91015625,450,44.2596,3248.14
2255000,20.1959,451,3915.02,-37019.62109375,451,44.3714,2948.97
2260000,18.0898,452,3545.75,-35875.09765625,452,44.1249,2810.84
2265000,18.0629,453,3264.66,-38177.48046875,453,44.6212,2302.64
2270000,17.567,454,3859.27,-35756.7890625,454,44.0216,3139.13
2275000,18.7664,455,3725.21,-38173.1328125,455,44.6078,2865.32
2280000,18.8071,456,3438.11,-36361.203125,456,44.4465,2880.1
2285000,17.3879,457,3741.16,-36598.4140625,457,43.8909,2944.94
2290000,16.2732,458,3491.91,-38161.46484375,458,44.3546,3261.28
2295000,16.1993,459,4053.43,-39714.1328125,459,44.4144,2967.02
2300000,15.294,460,3754.84,-39191.140625,460,44.3146,2845.93
2305000,16.6842,461,3958.37,-36959.92578125,461,43.8529,3175.86
2310000,16.6466,462,3521.19,-36845.06640625,462,44.2062,2988.08
2315000,17.2313,463,4090.59,-39111.06640625,463,44.2798,3032.67
2320000,16.2883,464,4118.62,-38974.90234375,464,44.26,2919.53
2325000,19.5232,465,3972.99,-38294.8984375,465,44.2485,2980.22
2330000,18.4444,466,4005.01,-38322.74609375,466,44.5362,2848.0
2335000,18.6687,467,3934.5,-40168.8515625,467,44.5668,2614.58
2340000,16.5113,468,4062.96,-40552.00390625,468,44.6742,2562.2
2345000,16.0579,469,4065.63,-38811.32421875,469,43.8896,3040.69
2350000,16.7759,470,4056.08,-40908.38671875,470,44.8402,2663.54
2355000,17.0347,471,4019.47,-39018.48828125,471,44.3496,3299.09
2360000,16.9435,472,3900.41,-39486.49609375,472,44.2921,2318.31
2365000,16.2066,473,4059.6,-40639.68359375,473,44.4359,3132.31
2370000,18.3401,474,4010.63,-40099.625,474,44.4245,2689.39
2375000,17.9386,475,4064.0,-39010.93359375,475,44.1719,2954.05
2380000,15.8641,476,4057.57,-40902.14453125,476,44.2556,3513.66
2385000,21.2217,477,4011.97,-39341.83203125,477,44.5342,2902.87
2390000,17.8781,478,4040.55,-39648.70703125,478,44.327,2688.08
2395000,18.8216,479,4054.94,-39440.48828125,479,44.0784,2703.3
2400000,18.6782,480,4047.93,-40372.15234375,480,44.3427,2649.47
2405000,16.2469,481,4073.3,-38998.03515625,481,44.09,3459.35
2410000,20.7804,482,3972.41,-39121.578125,482,44.1257,3055.32
2415000,27.4711,483,4021.48,-40038.5390625,483,44.1422,2813.5
2420000,23.582,484,3907.63,-40579.61328125,484,44.6328,3478.05
2425000,16.7266,485,3995.35,-39661.01953125,485,44.4181,3299.86
2430000,18.0892,486,3927.9,-39364.5234375,486,43.721,3200.06
2435000,26.848,487,3976.11,-40264.5546875,487,44.3318,3295.65
2440000,21.8426,488,4042.98,-38631.60546875,488,43.9974,3446.21
2445000,22.4427,489,4059.62,-40214.671875,489,44.3818,2919.74
2450000,22.6125,490,3821.92,-40387.5859375,490,44.3104,3081.84
2455000,36.5991,491,4046.85,-40819.96484375,491,44.1276,3030.67
2460000,21.8717,492,4045.43,-40472.19140625,492,44.1854,3067.96
2465000,22.8274,493,4040.44,-40523.7265625,493,44.1225,3456.41
2470000,29.5125,494,4054.6,-41443.23828125,494,44.1664,2806.56
2475000,27.062,495,3901.98,-41226.8671875,495,44.1324,3266.99
2480000,33.3324,496,4001.14,-40847.00390625,496,44.2056,3452.62
2485000,21.2822,497,3853.44,-40857.40625,497,44.1237,3119.08
2490000,33.1209,498,4046.75,-41952.19140625,498,44.2472,2654.62
2495000,27.4377,499,4023.33,-40374.18359375,499,44.1133,2813.56
2500000,32.9786,500,3979.46,-41443.31640625,500,43.9986,2731.46
2505000,22.5676,501,4029.96,-40395.56640625,501,43.97,2983.22
2510000,25.4498,502,4100.5,-40692.39453125,502,44.1932,3147.51
2515000,21.7248,503,3989.64,-40886.8203125,503,43.866,3232.14
2520000,20.7563,504,4087.24,-41240.30078125,504,44.2384,3176.24
2525000,22.7541,505,4078.66,-41426.015625,505,44.0546,3319.5
2530000,28.4852,506,3984.22,-43609.57421875,506,44.5037,2972.42
2535000,23.6365,507,4039.82,-42499.52734375,507,44.1941,3121.1
2540000,21.8524,508,4126.58,-41856.84765625,508,43.8573,2824.73
2545000,23.5188,509,4117.23,-41956.76953125,509,43.966,3050.07
2550000,24.0484,510,3920.12,-42552.1796875,510,44.1963,3118.4
2555000,25.386,511,4110.09,-42721.88671875,511,43.7169,2842.86
2560000,30.0385,512,3944.4,-43864.33984375,512,43.787,3176.21
2565000,21.1091,513,4000.41,-43193.03125,513,43.8386,3244.24
2570000,20.4658,514,4052.02,-42332.57421875,514,43.8834,3076.6
2575000,23.7105,515,4088.87,-44082.75390625,515,44.0873,3151.28
2580000,24.7491,516,3939.02,-44121.05078125,516,44.2686,3165.89
2585000,22.0604,517,4080.89,-42787.234375,517,44.0778,3469.62
2590000,19.1981,518,3986.99,-42484.45703125,518,43.4214,3291.42
2595000,20.8796,519,3890.16,-42504.9765625,519,43.8255,2946.36
2600000,15.8606,520,4075.21,-41828.9140625,520,43.9108,3109.47
2605000,19.7647,521,3858.17,-41751.4609375,521,43.6399,2577.85
2610000,24.4094,522,3955.05,-44227.07421875,522,43.7175,2795.25
2615000,25.615,523,3945.25,-44578.30078125,523,44.2481,3001.16
2620000,21.1583,524,4041.73,-43997.45703125,524,44.2134,3127.9
2625000,18.5331,525,3697.67,-44794.4453125,525,44.0718,2378.22
2630000,17.6757,526,3659.76,-42514.33203125,526,43.6004,3067.0
2635000,17.8038,527,3969.4,-43854.80078125,527,44.225,3331.87
2640000,20.1113,528,3912.01,-45906.94921875,528,44.0641,2611.96
2645000,21.8003,529,3684.61,-44574.76953125,529,43.9737,2681.83
2650000,24.4862,530,3888.42,-45952.16015625,530,44.2691,2905.04
2655000,18.422,531,3521.26,-44197.8671875,531,44.0207,3319.38
2660000,20.2535,532,3627.49,-45497.48828125,532,43.961,2873.96
2665000,23.3406,533,3140.86,-46079.24609375,533,44.2814,2567.32
2670000,16.2968,534,3362.0,-46104.3671875,534,43.7741,3300.57
2675000,19.2463,535,3602.72,-45117.05859375,535,43.8678,3099.87
2680000,16.814,536,3749.34,-47942.46875,536,44.3681,3025.86
2685000,16.9072,537,3331.25,-47347.046875,537,44.3243,3033.71
2690000,18.6505,538,3574.69,-47045.828125,538,43.994,2788.99
2695000,14.0141,539,3246.07,-47924.4453125,539,44.2245,2762.84
2700000,13.8558,540,3075.58,-48968.3671875,540,43.9465,2917.23
2705000,22.008,541,3315.04,-47878.8046875,541,44.0526,3158.92
2710000,16.9668,542,2915.15,-46155.0234375,542,44.1511,3017.9
2715000,14.8177,543,3077.14,-46824.11328125,543,43.6954,2981.67
2720000,16.5588,544,3244.4,-47923.40234375,544,44.0259,2211.37
2725000,14.5666,545,3446.31,-49360.2265625,545,44.2476,2849.47
2730000,16.2429,546,3753.96,-49144.7578125,546,44.225,3212.97
2735000,15.0688,547,3714.72,-46768.984375,547,44.1453,3208.71
2740000,14.821,548,3649.53,-46857.21875,548,44.0637,3033.82
2745000,15.2925,549,4017.11,-47159.5234375,549,43.9276,3130.8
2750000,15.8224,550,3846.53,-46339.17578125,550,43.9117,3029.84
2755000,15.8062,551,3671.24,-46235.4296875,551,43.4874,3453.95
2760000,15.5251,552,3747.9,-47335.265625,552,43.8646,3140.51
2765000,16.5759,553,3995.03,-46130.3125,553,43.5272,3669.19
2770000,15.472,554,3856.03,-46814.34375,554,43.4248,3239.03
2775000,16.0764,555,3911.18,-46171.86328125,555,43.6758,3589.49
2780000,16.1204,556,3913.28,-50255.34375,556,44.0504,3845.97
2785000,15.9839,557,3904.28,-46868.16015625,557,43.7717,3655.99
2790000,15.549,558,3894.84,-47860.6015625,558,43.684,3356.84
2795000,15.4527,559,3874.73,-46989.953125,559,43.7905,3391.54
2800000,14.2193,560,3907.34,-50405.6875,560,43.8892,3249.14
2805000,15.6519,561,3677.39,-47285.33984375,561,43.7921,3656.39
2810000,14.3908,562,3949.3,-49720.2578125,562,43.3012,3524.47
2815000,13.7199,563,3883.49,-51438.76953125,563,44.4314,3471.57
2820000,12.7561,564,4041.94,-53040.7109375,564,44.2752,3230.25
2825000,15.5885,565,3900.11,-47498.8671875,565,43.5435,3073.4
2830000,16.0688,566,3599.71,-47950.4921875,566,43.6442,3015.29
2835000,14.8169,567,3825.0,-49226.375,567,43.606,3591.31
2840000,16.3282,568,3994.77,-47514.0390625,568,43.1225,3904.49
2845000,15.8704,569,4128.86,-49540.76171875,569,43.6462,3386.87
2850000,15.8301,570,4049.0,-48943.34375,570,43.609,3460.37
2855000,15.7437,571,4016.12,-48056.41015625,571,43.505,2682.29
2860000,15.6838,572,4081.08,-51124.0234375,572,44.1484,3562.94
2865000,15.609,573,4034.44,-49271.85546875,573,43.728,3468.66
2870000,15.7906,574,3629.35,-49927.20703125,574,43.8738,3218.14
2875000,17.0074,575,4025.57,-46425.0625,575,43.6382,3539.61
2880000,16.1295,576,3833.55,-49224.18359375,576,43.3965,3430.05
2885000,15.0352,577,3986.7,-50000.4375,577,43.5926,3341.62
2890000,15.0726,578,3969.25,-50026.23046875,578,43.9015,3526.4
2895000,16.7957,579,3944.51,-47889.65234375,579,43.6435,3541.45
2900000,14.7422,580,4084.69,-51168.05078125,580,43.7616,3162.38
2905000,15.6537,581,3962.32,-49850.78515625,581,43.898,3854.23
2910000,16.4071,582,4017.28,-49133.52734375,582,43.7958,3846.78
2915000,16.7071,583,4075.79,-47920.17578125,583,43.5014,3648.07
2920000,15.1917,584,3953.53,-50232.91015625,584,43.918,3738.5
2925000,16.5427,585,3782.81,-48856.78125,585,43.9261,3868.98
2930000,15.5234,586,3942.71,-49651.72265625,586,43.7658,3988.48
2935000,14.9094,587,3849.09,-51466.16796875,587,44.0885,3948.2
2940000,16.9258,588,3942.49,-49063.921875,588,43.9433,3669.72
2945000,16.8109,589,4047.49,-49550.83203125,589,44.087,3563.18
2950000,16.8966,590,4039.6,-49457.625,590,43.7901,4006.24
2955000,16.2054,591,4044.57,-50404.84375,591,43.9215,3790.55
2960000,16.2159,592,4080.14,-50285.62890625,592,44.0569,3967.5
2965000,16.8159,593,4073.16,-50194.35546875,593,43.7961,3995.68
2970000,17.2587,594,4006.65,-49281.640625,594,43.5133,3849.65
2975000,15.8521,595,4025.6,-51043.29296875,595,43.7446,4039.42
2980000,16.1528,596,4068.18,-51208.54296875,596,43.858,4020.25
2985000,16.5109,597,4059.65,-49829.03515625,597,43.8268,3915.52
2990000,16.4962,598,4007.61,-49726.7578125,598,43.61,3820.0
2995000,16.2705,599,4066.6,-50263.2109375,599,43.818,4048.02
3000000,16.1565,600,4001.55,-50713.16796875,600,43.4747,3639.6
3005000,16.7985,601,3984.92,-50179.1796875,601,43.99,3877.95
3010000,15.7673,602,4056.82,-50252.140625,602,43.6374,3936.7
3015000,17.1305,603,4056.31,-49616.2421875,603,43.6347,3950.1
3020000,16.8029,604,4041.97,-50214.953125,604,43.8034,4093.86
3025000,16.1755,605,4024.53,-51041.21875,605,43.9938,3782.21
3030000,17.0969,606,3959.48,-49791.9375,606,43.8908,3903.26
3035000,16.9239,607,4030.0,-50390.53515625,607,43.8206,3993.63
3040000,16.3337,608,4074.74,-51995.234375,608,43.8976,3637.43
3045000,17.3417,609,4016.37,-49938.86328125,609,43.9834,3939.45
3050000,16.7649,610,3980.41,-50645.3671875,610,44.0293,3833.7
3055000,16.897,611,4031.01,-51055.42578125,611,43.7105,3794.3
3060000,15.7664,612,4005.21,-51598.69921875,612,44.0166,3935.79
3065000,17.5687,613,4092.78,-51119.140625,613,44.0635,3942.02
3070000,17.3036,614,4013.3,-51093.7109375,614,43.9951,3863.98
3075000,17.1936,615,4075.38,-51542.30859375,615,44.0509,3955.8
3080000,17.1177,616,3978.84,-51102.875,616,43.7719,3963.29
3085000,15.3109,617,4115.94,-53518.34765625,617,43.9516,3787.8
3090000,16.8137,618,1915.71,-51658.37890625,618,44.1717,2967.77
3095000,15.8626,619,4022.39,-52902.9921875,619,43.9429,3925.94
3100000,16.453,620,4016.05,-52548.99609375,620,44.1288,4080.95
3105000,17.4355,621,3908.96,-51055.01953125,621,43.7745,3978.12
3110000,16.7385,622,3952.66,-51705.94140625,622,43.807,4051.48
3115000,16.8121,623,3944.58,-52396.8671875,623,43.6366,3899.35
3120000,17.0616,624,3868.46,-52291.43359375,624,44.1708,3989.55
3125000,17.0108,625,3851.99,-51404.8046875,625,43.8416,3991.32
3130000,17.1294,626,3844.96,-52056.60546875,626,43.8712,4016.79
3135000,17.349,627,3691.61,-52642.84765625,627,43.8062,3979.12
3140000,15.3783,628,3893.47,-53759.45703125,628,43.6622,4042.22
3145000,16.5127,629,4034.26,-52733.1875,629,43.6838,3834.45
3150000,17.0892,630,3931.29,-53203.5703125,630,43.6302,3956.12
3155000,16.5511,631,3987.56,-53501.65234375,631,44.1722,3972.14
3160000,17.12,632,3952.89,-52414.05859375,632,43.6318,4001.9
3165000,16.1491,633,4011.29,-54372.9765625,633,43.9115,3990.33
3170000,17.3417,634,4018.19,-52468.3671875,634,43.8203,4055.81
3175000,15.6134,635,3825.2,-54864.98046875,635,43.87,3722.94
3180000,15.1118,636,4034.43,-56277.3828125,636,43.8894,4013.53
3185000,15.3409,637,3983.81,-56173.859375,637,44.1418,3678.88
3190000,16.9158,638,4052.98,-52957.375,638,43.9783,3785.84
3195000,16.8527,639,3909.57,-54025.56640625,639,43.9851,3741.65
3200000,17.512,640,3937.19,-53395.1875,640,43.8506,3900.75
3205000,16.7063,641,3975.48,-53853.8828125,641,43.811,3889.58
3210000,16.3871,642,4022.8,-55005.8671875,642,44.0257,3974.74
3215000,16.9549,643,4058.01,-53310.30078125,643,43.7344,3793.49
3220000,15.9636,644,4105.74,-55569.72265625,644,44.1143,3776.05
3225000,17.4836,645,4020.44,-53348.96484375,645,43.9543,3987.78
3230000,16.0855,646,4025.34,-55868.67578125,646,43.7952,3785.04
3235000,17.3037,647,4060.65,-54260.3828125,647,43.7283,3823.91
3240000,17.7274,648,4155.04,-55265.984375,648,43.7483,3797.83
3245000,15.5139,649,4098.35,-56691.66015625,649,44.2719,3687.76
3250000,17.1766,650,4133.04,-53996.1484375,650,43.4505,3721.64
3255000,17.4272,651,4080.36,-53800.53125,651,43.6549,3714.0
3260000,15.9837,652,4102.13,-57274.89453125,652,44.0026,4032.16
3265000,16.8635,653,4005.32,-54194.1171875,653,43.7093,3922.34
3270000,17.658,654,4083.24,-54837.35546875,654,43.7337,3907.64
3275000,18.1959,655,4064.28,-53973.23046875,655,43.5975,3966.68
3280000,18.0698,656,4129.58,-54417.43359375,656,43.7358,3682.33
3285000,17.2604,657,4071.26,-55162.7109375,657,43.7929,3693.6
3290000,17.5447,658,4047.68,-54608.07421875,658,43.9259,3915.98
3295000,17.5398,659,4059.62,-54406.6796875,659,43.8761,3778.5
3300000,17.7275,660,4037.93,-55139.0078125,660,43.787,3468.44
3305000,17.1055,661,4041.48,-53909.328125,661,43.6963,4051.61
3310000,18.0831,662,4109.84,-54389.6484375,662,43.5093,3932.72
3315000,17.9127,663,4095.71,-54469.546875,663,43.4619,4038.76
3320000,17.1144,664,4037.89,-54407.015625,664,43.9213,3986.47
3325000,17.2871,665,4082.01,-54867.04296875,665,43.8507,4105.91
3330000,17.4865,666,3945.72,-54951.01171875,666,43.9279,3957.16
3335000,17.8271,667,3979.18,-54941.53515625,667,44.0481,4086.08
3340000,17.3326,668,4010.68,-55028.421875,668,43.9815,4035.71
3345000,17.4944,669,4016.94,-54761.37890625,669,43.7107,4062.37
3350000,17.7332,670,4038.5,-55183.41015625,670,43.8036,4099.32
3355000,18.1858,671,4052.5,-54593.02734375,671,43.7853,3945.27
3360000,17.3984,672,4010.6,-54676.9296875,672,43.9841,4043.94
3365000,17.454,673,4078.08,-55248.96484375,673,44.0663,4073.7
3370000,17.687,674,4083.97,-54653.32421875,674,43.7202,4101.81
3375000,17.421,675,4030.62,-55202.31640625,675,43.5865,3992.06
3380000,16.74,676,4097.88,-56413.28515625,676,43.6882,4084.3
3385000,17.3984,677,4056.01,-54954.07421875,677,43.5118,4086.51
3390000,17.7951,678,4056.79,-55296.9140625,678,43.8568,3924.0
3395000,16.831,679,4013.67,-55591.5234375,679,43.7765,4008.29
3400000,16.5478,680,4030.93,-55694.203125,680,43.9668,4052.16
3405000,17.4624,681,4023.92,-55622.12890625,681,43.5536,4074.55
3410000,17.1585,682,4022.74,-55209.9453125,682,43.7148,4103.85
3415000,17.143,683,4123.83,-55442.5078125,683,43.5382,4102.66
3420000,18.0392,684,4144.63,-55913.140625,684,43.7904,4046.34
3425000,17.0698,685,4132.97,-56430.8046875,685,43.5129,4113.92
3430000,17.8523,686,4117.53,-55424.4921875,686,43.8968,4121.09
3435000,17.9274,687,4118.8,-55701.015625,687,43.8501,4143.31
3440000,17.4792,688,4118.46,-55854.484375,688,43.6954,4080.57
3445000,17.0358,689,4127.9,-56402.6953125,689,43.9189,4068.74
3450000,17.3116,690,4006.36,-56018.6484375,690,43.5981,4130.04
3455000,18.162,691,4145.32,-56175.5,691,43.7083,4146.3
3460000,17.1354,692,4017.98,-56640.42578125,692,43.7817,4027.32
3465000,17.0557,693,4125.1,-56469.47265625,693,43.7167,3846.05
3470000,17.6362,694,4117.99,-56259.04296875,694,43.6316,4135.78
3475000,17.2,695,4070.86,-55951.390625,695,43.5812,4079.44
3480000,17.9952,696,4160.85,-55929.78125,696,43.536,4099.54
3485000,17.5999,697,4116.71,-56586.2734375,697,43.7763,4097.87
3490000,17.5705,698,4096.24,-56020.46484375,698,43.7162,4131.01
3495000,17.7934,699,4076.94,-56864.53125,699,43.9105,4167.52
3500000,18.0935,700,4161.16,-56525.5390625,700,43.7446,4055.48
3505000,18.3724,701,4209.25,-56478.203125,701,43.6412,4127.49
3510000,17.3892,702,4098.64,-56985.61328125,702,43.7411,4154.16
3515000,16.5205,703,4129.59,-58115.59765625,703,43.8325,4120.01
3520000,17.2768,704,4103.34,-57201.453125,704,43.7441,3861.47
3525000,17.9754,705,4158.45,-57009.92578125,705,43.742,4115.51
3530000,17.5476,706,4169.45,-57442.08984375,706,43.8604,4065.85
3535000,18.0117,707,4155.34,-56229.74609375,707,43.8779,4089.74
3540000,16.9323,708,3923.88,-56701.0703125,708,43.8125,3979.5
3545000,17.9049,709,4025.7,-56765.9453125,709,43.656,4053.37
3550000,17.6813,710,4061.4,-56367.75390625,710,43.7154,4138.42
3555000,17.8169,711,4138.75,-56672.1484375,711,43.8017,4085.91
3560000,16.8704,712,4111.73,-57535.59765625,712,43.7466,4159.91
3565000,17.928,713,4105.03,-57144.94921875,713,43.8067,3816.92
3570000,16.83,714,3962.73,-57602.66796875,714,43.8787,3845.3
3575000,17.4666,715,4094.21,-56892.37890625,715,43.6034,4024.06
3580000,17.0032,716,4171.89,-57615.0,716,43.4917,3990.93
3585000,17.0571,717,4133.26,-57829.47265625,717,43.7851,3960.43
3590000,18.1929,718,4116.29,-56949.83203125,718,43.8168,4162.66
3595000,18.0705,719,4115.84,-56646.37890625,719,43.4881,4146.13
3600000,18.0053,720,4064.78,-57005.890625,720,43.5604,3757.87
3605000,17.8312,721,4155.79,-57652.70703125,721,43.8924,3976.03
3610000,18.1651,722,4140.34,-57424.62109375,722,44.0974,4064.96
3615000,18.2194,723,4098.15,-57261.45703125,723,43.6936,4145.63
3620000,17.2082,724,4152.33,-57356.20703125,724,43.7918,3811.8
3625000,17.2902,725,3995.55,-57488.3671875,725,44.1492,4070.82
3630000,17.7284,726,4153.49,-57099.25390625,726,43.5465,3821.85
3635000,18.1244,727,4115.76,-56940.12109375,727,43.6654,3845.73
3640000,16.3971,728,4009.17,-58110.97265625,728,43.6344,4034.31
3645000,17.608,729,4124.27,-57289.19140625,729,43.3894,4121.16
3650000,17.8082,730,4113.22,-57529.16015625,730,43.6206,4027.27
3655000,18.4223,731,4077.5,-57811.20703125,731,43.8505,4071.42
3660000,17.9024,732,4083.11,-57332.390625,732,43.6957,3974.51
3665000,18.1952,733,4067.01,-57747.03125,733,43.7301,3838.3
3670000,17.1115,734,3999.7,-58402.31640625,734,43.808,4141.94
3675000,17.4749,735,3925.51,-57661.1640625,735,43.6491,3794.22
3680000,17.9098,736,4125.35,-57757.70703125,736,43.8541,4127.66
3685000,15.6229,737,3941.14,-59608.6796875,737,43.8373,4006.8
3690000,18.5133,738,4206.62,-57896.6875,738,43.5647,4122.29
3695000,17.6592,739,3997.62,-57862.8359375,739,43.6521,4131.89
3700000,18.2542,740,4144.23,-57788.37890625,740,43.7871,4101.57
3705000,17.2351,741,4097.31,-57901.44140625,741,43.7328,4140.91
3710000,17.7375,742,4122.64,-57857.65234375,742,43.3975,4167.14
3715000,18.0228,743,4143.05,-58235.88671875,743,43.4206,4157.13
3720000,17.9529,744,3968.02,-57556.39453125,744,43.6279,4131.93
3725000,17.4427,745,4117.78,-58194.91015625,745,43.4735,3920.79
3730000,18.1297,746,4080.0,-57986.6484375,746,43.7154,4045.82
3735000,18.0069,747,4131.07,-57966.96484375,747,43.6633,4033.26
3740000,18.218,748,4161.88,-58142.23828125,748,43.9261,4112.38
3745000,18.3637,749,4061.89,-58274.76171875,749,43.9136,4074.02
3750000,18.0491,750,4114.61,-58670.1328125,750,43.9244,4130.25
3755000,18.0381,751,4121.94,-58387.265625,751,43.5002,4151.02
3760000,18.1394,752,4103.84,-58519.57421875,752,43.9576,4066.36
3765000,18.5683,753,4137.61,-58930.06640625,753,43.7793,4170.25
3770000,17.3438,754,4168.31,-59155.03515625,754,43.7063,4179.94
3775000,18.366,755,4192.34,-59599.87890625,755,43.4234,4185.21
3780000,18.057,756,4145.49,-58726.10546875,756,43.9073,4157.44
3785000,17.848,757,4161.72,-59292.1171875,757,43.7388,4188.49
3790000,18.7005,758,4190.67,-59780.63671875,758,43.6319,4230.54
3795000,18.0395,759,4203.66,-59742.77734375,759,43.5073,4138.2
3800000,18.2262,760,4167.31,-59273.73828125,760,43.6486,4234.35
3805000,19.0221,761,4178.0,-60025.44140625,761,43.8256,4078.51
3810000,17.5244,762,4120.16,-60146.3828125,762,43.5465,4214.31
3815000,18.6456,763,4151.0,-59467.86328125,763,43.47,4141.87
3820000,17.7078,764,4185.16,-60165.0625,764,43.7654,4226.28
3825000,18.7845,765,4210.75,-59955.4765625,765,43.5089,4098.08
3830000,18.4585,766,4071.98,-59605.453125,766,43.5766,4083.68
3835000,17.6955,767,4168.7,-60150.828125,767,43.5283,4211.64
3840000,18.1179,768,4211.41,-61244.80859375,768,43.7467,4233.6
3845000,18.5618,769,4258.0,-60681.04296875,769,43.6679,4250.59
3850000,18.6697,770,4226.41,-60675.80859375,770,43.6873,4078.78
3855000,17.5541,771,4219.09,-61275.1875,771,43.7205,4121.67
3860000,19.2122,772,4300.62,-61950.6171875,772,43.6921,3997.09
3865000,18.2533,773,4152.91,-60760.52734375,773,43.8657,4072.06
3870000,18.6567,774,4191.91,-61243.125,774,43.5467,4134.31
3875000,18.519,775,4271.52,-61277.6015625,775,43.7206,3949.38
3880000,17.8319,776,4110.61,-62474.69140625,776,43.8454,3891.45
3885000,18.5869,777,4291.96,-61469.203125,777,43.7097,3966.91
3890000,18.77,778,4215.9,-60854.0234375,778,43.9731,4066.3
3895000,19.1508,779,4272.56,-62196.66796875,779,44.0818,4186.81
