Running Reverse KL,Real Det Return,Real Sto Return,Itration,Running Forward KL
15.0588,4341.92,4319.22,111,40.4217
14.2721,4259.78,4221.83,112,40.7511
15.3123,4310.47,4278.95,113,40.4757
15.5313,4323.91,4289.87,114,40.4682
14.4204,4423.43,4237.51,115,40.4394
14.6174,4512.92,4408.01,116,39.6093
15.7678,4414.95,4364.35,117,41.5953
15.2453,4393.77,4272.91,118,40.7229
15.6598,4414.15,4369.16,119,41.0444
15.8092,4420.59,4353.48,120,40.8731
15.1704,4365.96,4322.52,121,40.2746
15.7072,4378.92,4348.02,122,40.1387
14.5793,4430.87,4335.53,123,40.2074
14.6419,4422.59,4315.15,124,40.4905
15.4544,4329.99,4309.41,125,40.5773
16.514,4555.06,4490.14,126,41.2928
15.4636,4589.96,4501.71,127,40.69
15.6401,4429.88,4369.31,128,40.7976
15.6631,4446.77,4383.07,129,40.7768
15.0278,4371.99,4317.36,130,40.4449
14.6913,4544.81,4433.06,131,39.7781
13.5449,4411.88,4337.39,132,39.4954
15.7436,4388.41,4341.83,133,40.7276
16.7499,4482.95,4430.88,134,40.6775
14.2878,4420.09,4375.71,135,39.2438
15.7045,4479.87,4407.92,136,40.5186
15.3988,4498.27,4434.02,137,40.3777
15.5973,4488.55,4471.13,138,40.8013
15.2758,4560.48,4503.95,139,40.3148
16.5968,4588.69,4538.46,140,40.3601
15.8751,4490.73,4437.31,141,39.9511
16.0805,4630.3,4493.5,142,39.9865
15.2161,4512.42,4461.59,143,40.7508
15.0663,4361.37,4322.72,144,40.4947
16.1037,4511.85,4439.26,145,40.551
15.3152,4476.9,4406.49,146,41.0151
14.845,4464.06,4335.32,147,40.545
15.2922,4470.65,4416.54,148,40.6591
15.6198,4574.56,4490.0,149,40.417
16.1941,4536.22,4433.44,150,40.6497
15.4458,4531.16,4478.88,151,40.003
14.875,4456.74,4411.17,152,40.1758
15.792,4474.41,4403.79,153,40.5601
15.3168,4603.5,4482.47,154,39.9197
15.4355,4584.65,4513.35,155,41.14
15.1285,4549.06,4452.89,156,40.2506
15.6374,4512.83,4438.98,157,40.5828
16.0397,4557.41,4464.38,158,40.9131
15.8643,4579.13,4527.85,159,40.0173
15.8031,4597.94,4260.38,160,39.8622
16.2483,4504.79,4450.03,161,40.8715
18.1665,4605.67,4503.43,162,42.0014
16.1258,4458.87,4419.98,163,40.6667
15.3275,4504.01,4461.43,164,40.3855
14.1477,4674.87,4005.36,165,40.4438
14.6172,4528.14,3324.64,166,40.6969
13.7379,4549.56,2964.06,167,41.1418
14.1629,4462.34,4425.43,168,40.3452
14.1763,4577.07,4220.5,169,40.1169
14.3167,4527.37,4451.16,170,39.9563
16.3149,4574.85,4534.47,171,40.9307
18.4879,4593.25,4254.14,172,41.8915
14.078,4264.84,3166.39,173,41.2185
14.956,4573.25,4493.27,174,40.4927
13.4795,4522.71,4333.45,175,39.7771
14.0546,4401.32,4410.69,176,39.4463
13.8178,4406.83,4385.83,177,40.0137
15.8704,4518.5,4447.13,178,40.4358
15.0943,4535.0,4310.7,179,40.4593
14.6434,4522.29,4478.8,180,40.2301
14.0903,4536.53,4479.85,181,39.3258
13.9595,4459.86,4410.18,182,39.4428
15.6344,4545.16,4359.85,183,40.9752
14.2324,4545.12,4370.69,184,39.4097
14.0307,4391.8,4314.59,185,39.6861
13.6466,4413.32,4417.48,186,39.3351
15.0528,4586.87,4267.41,187,40.3871
14.572,4604.49,3973.15,188,39.9971
12.7492,4416.34,4407.42,189,39.0925
13.4821,4370.11,4350.38,190,39.3647
13.2416,4565.03,3667.9,191,39.2521
13.6139,4346.21,4296.01,192,39.7568
14.4704,4560.61,4373.02,193,39.4512
13.2384,4307.22,4337.1,194,39.4032
13.8853,4462.41,4441.0,195,39.372
16.7764,1965.85,2959.9,196,41.3147
16.8878,4366.21,4301.28,197,40.8037
13.0766,4349.5,3772.3,198,40.1367
16.8844,4536.22,4380.29,199,40.9741
14.2797,4479.08,4426.89,200,39.4649
15.0402,4530.3,4455.14,201,40.0775
14.2309,4452.91,4383.14,202,40.4638
14.7748,4477.61,4384.59,203,40.7377
13.3154,4453.46,4292.69,204,39.7773
14.4286,4546.93,4436.91,205,39.7687
13.6983,4542.5,4466.44,206,39.9247
13.509,4514.42,4272.02,207,39.9837
14.0038,4528.62,4384.86,208,40.0689
13.7959,4540.75,4447.2,209,39.9129
14.0605,4539.48,4439.25,210,39.7904
14.2993,4577.85,4480.61,211,40.2027
14.8002,4599.66,4479.94,212,40.6613
14.3896,4531.22,4437.23,213,40.4003
14.2182,4530.17,4282.26,214,39.8073
14.3176,4540.62,4453.54,215,40.0227
14.2989,4537.7,4172.55,216,40.1949
13.7176,4516.69,4057.01,217,40.1109
13.822,4553.67,4317.59,218,40.3191
14.8472,4532.55,4457.41,219,40.5853
15.1582,4563.28,4313.6,220,40.398
14.912,4526.58,4469.8,221,40.3952
14.2696,4587.01,4357.95,222,40.3692
14.2124,4567.36,4356.02,223,40.274
13.4865,4519.86,4342.68,224,40.3242
14.3721,4532.34,4462.76,225,40.4979
14.4858,4506.55,4013.48,226,40.2335
14.3277,4478.12,4174.57,227,40.1144
14.1282,4462.35,4101.31,228,40.6433
14.4031,4482.08,4307.68,229,40.3534
14.396,4489.55,4456.44,230,40.1733
14.0312,4434.47,4400.86,231,39.8853
13.4414,4392.52,4382.34,232,39.8116
14.4573,4465.78,4430.57,233,40.2468
14.1427,4441.43,4226.66,234,40.25
14.0065,4439.59,4413.15,235,39.5777
14.0348,4451.16,4438.29,236,39.9082
14.6958,4477.35,4425.66,237,40.3852
14.5203,4453.61,4243.22,238,40.5583
14.458,4418.1,4383.35,239,40.0014
14.7323,4453.18,4286.59,240,40.1766
14.3266,4443.86,4247.55,241,40.0112
14.5291,4490.63,4464.43,242,40.2558
14.619,4527.41,4304.42,243,40.6318
13.9979,4513.2,4457.11,244,41.1008
13.6793,4497.71,4202.48,245,40.3318
14.2708,4435.6,4220.76,246,39.818
14.4625,4484.8,4454.51,247,40.1307
13.8337,4511.8,4289.7,248,40.0056
13.9069,4453.43,4423.01,249,39.6783
13.769,4455.63,4448.65,250,40.0408
13.8715,4425.37,4316.57,251,39.9139
14.4594,4491.8,4146.81,252,40.5743
14.5904,4484.59,4155.53,253,39.9972
12.5273,4472.14,3712.74,254,40.0746
13.7701,4447.05,4053.09,255,40.102
14.0126,4422.53,4349.86,256,40.0113
13.6852,4471.78,4235.85,257,39.951
14.1395,4472.47,4090.94,258,39.7577
13.1974,4520.32,4495.34,259,39.7747
13.3342,4485.32,4251.0,260,39.3275
12.7566,4473.96,4004.27,261,39.9323
13.3586,4469.96,3835.68,262,40.1103
13.4013,4472.09,3912.76,263,39.7422
13.4438,4455.35,3942.29,264,40.0254
13.5232,4468.63,3869.61,265,39.8527
13.4111,4438.99,3738.53,266,39.9274
12.8105,4514.1,3684.02,267,40.4874
17.1748,4487.04,3960.07,268,40.091
13.6682,4495.14,4069.58,269,40.2625
13.1364,4484.66,4225.45,270,40.3857
13.472,4546.35,3899.31,271,39.8275
13.5586,4511.19,3385.27,272,40.0025
14.7568,4523.16,4208.46,273,39.823
14.1547,4531.45,4158.17,274,39.9501
14.6914,4529.86,4105.47,275,40.1153
13.731,4525.33,4101.34,276,39.7346
14.0554,4501.19,4292.71,277,40.1298
13.7077,4476.46,4281.12,278,39.5478
14.5287,4486.6,4129.4,279,39.8238
14.5177,4516.21,4266.73,280,40.2707
14.2292,4505.72,4160.12,281,39.9132
14.3679,4514.32,3884.42,282,39.2225
13.9966,4538.98,4354.35,283,39.453
13.6254,4562.41,4022.61,284,39.287
13.7711,4465.19,4384.8,285,39.3426
14.2128,4462.04,4194.36,286,39.9048
13.302,4564.93,3931.84,287,39.4859
14.4544,4520.19,4159.72,288,39.4943
13.6362,4490.51,4371.6,289,39.4178
13.902,4524.41,4406.01,290,39.0848
14.347,4463.02,4246.74,291,39.6654
13.9505,4429.83,4346.55,292,39.2553
14.6622,4426.04,4304.59,293,39.9077
14.1819,4492.09,4224.01,294,39.179
14.0871,4497.63,4411.1,295,39.1868
14.1325,4472.39,4097.47,296,39.5291
13.6621,4448.84,4338.34,297,38.877
14.0503,4503.33,4424.35,298,39.0874
14.2044,4496.18,4236.41,299,39.2981
13.5908,4477.82,4408.02,300,39.2057
13.7456,4461.78,4291.58,301,39.0244
14.2187,4524.74,4444.96,302,39.0294
13.1087,4511.68,4261.44,303,38.9278
13.5908,4406.31,4323.09,304,39.6271
13.2356,4471.06,4380.61,305,39.3045
13.9044,4425.31,4322.05,306,39.6594
13.8328,4461.91,4407.98,307,39.3956
14.0,4516.85,4253.63,308,38.8134
13.8358,4462.7,4395.01,309,39.3301
13.6873,4471.13,4247.86,310,39.7958
14.0123,4475.16,4423.72,311,39.729
13.5282,4462.74,4333.55,312,39.4299
14.0427,4462.77,4428.24,313,39.5488
13.9088,4480.36,4442.24,314,39.4826
14.0507,4441.56,4404.74,315,39.5455
14.0554,4478.9,4432.75,316,39.4533
14.0698,4488.7,4418.54,317,39.1377
14.3274,4410.54,4210.96,318,39.8583
14.4246,4498.12,4461.04,319,40.058
14.2588,4446.54,4420.19,320,39.7083
14.2378,4448.18,4006.24,321,39.564
14.343,4544.99,4187.95,322,39.3615
14.0983,4450.93,4286.24,323,39.8985
14.3742,4500.52,4447.3,324,39.8135
14.4474,4478.92,4195.69,325,39.9856
14.8729,4473.28,4432.06,326,39.8867
14.5632,4451.43,4129.53,327,39.8973
13.9676,4452.89,4396.6,328,39.7387
14.1833,4396.78,4342.38,329,40.2166
13.813,4425.44,4204.87,330,39.6597
14.6908,4553.42,3846.56,331,39.5938
15.4952,4511.24,4419.17,332,39.6793
14.6514,4467.21,2824.37,333,40.0938
13.8769,4470.62,4252.93,334,39.1835
18.5926,4489.37,4085.8,335,40.2071
16.6916,4464.38,4406.3,336,40.4338
14.0406,4472.83,4386.6,337,40.0131
14.1282,4484.23,4431.16,338,39.7174
19.2669,4473.11,4414.83,339,40.3547
14.1716,4404.19,4193.32,340,40.0615
14.6579,4362.84,4360.58,341,39.8382
14.3054,4427.96,4363.45,342,39.8629
13.87,4463.93,4403.04,343,39.8741
14.9295,4468.49,4457.89,344,39.9454
14.198,4472.52,4237.31,345,39.3812
14.0619,4460.04,4220.84,346,39.7702
14.3585,4452.14,4368.53,347,39.9264
14.9859,4426.43,4428.59,348,39.8933
14.4876,4495.31,4270.27,349,39.9767
14.5416,4490.96,4446.93,350,39.7075
14.453,4491.65,4307.54,351,39.8796
14.7323,4591.33,3858.08,352,39.8058
14.03,4459.81,4415.79,353,39.8211
14.3277,4508.09,4297.67,354,39.625
13.9224,4478.56,4097.05,355,39.6058
14.2504,4528.92,4395.12,356,39.6685
14.33,4543.63,4456.74,357,39.5637
13.5712,4437.01,4362.16,358,39.5125
13.7375,4494.95,4418.63,359,39.5229
13.7818,4473.27,4207.64,360,39.405
13.6181,4464.99,4409.45,361,39.559
14.0279,4533.1,4429.28,362,39.3107
13.1664,4467.23,4368.87,363,39.3811
13.911,4499.98,4425.99,364,39.7263
13.3928,4460.45,4378.16,365,39.055
12.6575,4443.82,4204.54,366,39.2382
12.4414,4476.31,4197.31,367,39.8783
12.5631,4456.02,4292.17,368,39.2831
12.6581,4428.05,4198.49,369,39.5187
13.5533,4415.27,4158.68,370,40.279
13.4171,4429.11,4381.25,371,39.5982
12.7422,4593.65,4346.98,372,39.5879
13.2261,4481.56,4334.79,373,39.2235
13.9341,4487.91,4260.09,374,39.6174
13.6985,4458.41,4362.58,375,39.9364
13.7268,4454.47,4386.79,376,39.5925
13.519,4504.56,4442.05,377,39.1942
13.4746,4495.18,4420.96,378,39.8754
