Running Forward KL,Real Det Return,Running Reverse KL,Itration,Real Sto Return
55.1637,1018.65,46.195,161,888.67
53.804,323.13,36.2133,162,109.99
55.1422,395.52,34.9475,163,694.14
55.7061,1046.14,45.8324,164,1050.95
54.7865,1068.73,30.8194,165,1079.4
53.3908,1037.64,22.6288,166,1087.31
54.1872,1035.01,35.7028,167,1033.86
55.3404,1039.17,38.8131,168,1038.05
51.0946,500.8,28.3095,169,654.84
52.3564,1028.48,40.6879,170,1002.14
51.869,217.85,23.2746,171,136.97
52.1719,1040.68,27.6844,172,1051.67
51.7013,1023.75,32.8476,173,653.34
56.2197,1017.48,41.5954,174,1016.71
51.3222,433.54,50.1156,175,407.32
50.328,354.68,31.7959,176,308.6
50.3704,375.0,81.2955,177,241.67
50.232,-1.88,52.5654,178,50.17
53.8815,157.7,153.9381,179,67.36
54.039,975.3,81.8025,180,678.74
56.1258,1013.81,51.3388,181,1014.73
55.0946,1010.8,41.9441,182,962.75
56.3813,1004.23,48.9041,183,1001.36
54.5786,1010.7,28.7614,184,1002.78
55.3544,1002.77,35.8909,185,1002.06
56.3532,1018.0,42.5537,186,1016.28
54.5518,774.83,60.7745,187,821.54
52.8848,1097.29,34.2277,188,1000.28
55.6523,1026.58,39.4566,189,1026.11
56.123,1006.01,46.3994,190,1002.94
55.2632,1007.27,37.4694,191,1004.89
55.8457,1022.83,41.7028,192,1024.84
52.7841,1194.49,27.3078,193,1129.48
55.4071,1021.25,39.0258,194,1030.3
54.2375,1000.06,28.9744,195,951.37
52.099,379.61,28.0807,196,625.43
56.4013,1003.15,50.9081,197,1002.07
56.3577,1016.51,49.0081,198,1015.46
56.7121,1010.5,55.6154,199,1012.56
51.1464,78.09,67.7037,200,126.65
50.9542,469.94,51.076,201,429.23
50.1186,471.59,51.4224,202,442.89
53.433,200.54,42.4067,203,193.85
53.0679,578.83,39.436,204,488.16
54.6559,1028.48,36.7406,205,1029.24
50.3664,711.54,20.9803,206,670.64
51.5852,987.2,15.8253,207,862.62
52.4184,1031.34,21.0311,208,1076.33
49.9552,754.66,17.3222,209,544.33
49.7508,910.22,17.3897,210,845.91
51.2429,470.08,24.8147,211,599.53
51.5659,386.92,91.721,212,451.02
53.3682,-4.14,54.2163,213,-4.1
56.7671,23.46,95.3883,214,24.27
54.8763,1016.21,40.5355,215,1018.85
51.5237,275.57,74.0601,216,294.53
51.8933,142.1,24.4269,217,181.2
54.432,256.16,38.2073,218,979.23
53.9675,1001.81,23.5504,219,995.92
50.3105,633.99,23.0371,220,495.68
50.1357,461.23,34.8443,221,405.52
50.1757,267.47,20.8353,222,326.58
49.6029,417.29,22.7852,223,406.92
50.4902,602.87,22.0974,224,445.23
50.2365,991.32,24.7865,225,531.39
49.2833,698.73,25.7404,226,514.95
49.6582,502.18,16.2923,227,470.89
50.375,1037.16,17.2143,228,406.3
49.2016,643.1,13.8507,229,460.27
49.2232,545.5,13.3376,230,431.11
49.0234,539.75,15.5214,231,460.24
49.3794,514.18,15.9086,232,413.35
50.2687,384.75,16.91,233,414.6
50.4449,402.26,21.0175,234,353.04
50.3736,444.56,14.3033,235,377.73
49.8204,443.06,17.6872,236,416.23
50.2187,623.76,31.6974,237,443.49
50.6314,461.63,15.1462,238,422.35
50.5394,525.63,17.1177,239,398.1
49.7862,641.13,17.6955,240,407.61
49.6828,763.52,16.5371,241,382.83
49.7384,398.86,13.8459,242,348.08
50.1828,516.12,17.2881,243,402.29
49.5039,477.36,16.5407,244,423.6
50.2472,522.51,15.4398,245,384.35
49.6761,412.99,14.7294,246,409.71
49.3266,439.5,14.4978,247,513.91
49.3016,588.53,14.1979,248,453.24
48.6835,437.53,14.0958,249,397.44
50.0701,412.44,61.3105,250,407.17
49.6331,445.37,29.2518,251,401.86
49.3861,422.06,29.0462,252,481.78
49.9664,898.52,36.8022,253,491.98
49.0605,677.79,45.4067,254,554.45
49.7455,357.88,49.3336,255,396.36
50.1439,608.94,28.5264,256,361.5
49.1124,369.98,51.4505,257,391.99
49.1833,499.79,40.3963,258,390.06
50.462,356.68,158.332,259,305.69
49.6314,478.74,42.2151,260,383.14
50.3454,322.69,130.7542,261,344.71
50.0748,338.25,103.5921,262,306.92
49.3411,344.75,90.9627,263,383.37
50.2616,340.1,63.7976,264,357.47
50.5117,323.74,42.562,265,327.57
49.9291,328.49,44.6667,266,364.25
49.8732,401.79,33.3442,267,421.25
48.7034,489.07,32.4767,268,408.45
49.6464,391.73,42.3324,269,398.78
49.939,400.62,26.8861,270,413.31
49.7065,453.74,51.5417,271,364.16
50.1486,417.86,18.3662,272,404.15
50.2506,330.16,16.3367,273,372.74
49.6739,399.03,20.6948,274,443.8
49.9221,427.68,20.4751,275,398.89
49.3969,414.63,16.4592,276,392.0
48.9031,595.47,21.9289,277,445.45
49.5328,393.51,27.2281,278,392.3
48.2018,691.07,23.4698,279,428.97
49.794,533.53,58.0915,280,493.3
49.8357,583.6,36.2001,281,494.8
49.935,611.1,59.4601,282,491.52
49.2052,772.48,54.8052,283,522.85
50.0314,720.11,29.8052,284,566.09
48.8726,697.97,24.8582,285,548.0
49.9035,564.31,85.5132,286,511.46
48.6142,978.4,49.4121,287,746.61
49.1568,887.31,55.1423,288,653.57
48.7389,680.37,42.0105,289,716.66
49.4626,745.98,47.7991,290,628.58
50.2183,783.96,29.6976,291,580.6
49.8397,561.17,35.3149,292,575.85
49.5989,631.64,29.8857,293,526.1
49.3878,517.22,25.891,294,418.47
49.3207,495.48,25.1548,295,518.6
49.5692,679.32,32.4632,296,509.92
49.5143,500.44,39.193,297,489.77
49.9739,486.85,84.5099,298,510.24
49.0719,470.6,27.245,299,458.8
49.369,725.13,31.7423,300,531.91
49.0075,621.79,67.8759,301,420.71
49.7837,575.61,24.3918,302,565.14
49.5368,399.89,35.4638,303,406.91
50.3775,316.3,37.1988,304,434.16
49.5015,296.05,28.434,305,401.33
48.854,627.53,23.6181,306,496.4
50.7907,614.9,37.8491,307,372.72
50.6751,422.92,41.8449,308,408.42
50.385,347.36,25.4904,309,321.66
49.931,409.78,34.9273,310,375.52
49.1408,527.21,34.9286,311,303.74
50.0987,426.4,63.2273,312,414.5
50.0914,346.54,30.7897,313,410.61
49.8243,383.58,38.8053,314,427.62
50.0817,785.2,49.7103,315,495.98
49.5166,432.69,33.9898,316,454.97
48.2626,1629.97,16.5592,317,932.09
49.9397,381.5,32.272,318,481.17
49.8002,488.58,79.907,319,592.6
49.3643,827.15,41.1686,320,690.39
49.6942,579.43,30.0626,321,481.28
49.8958,872.74,68.7632,322,283.17
50.1011,355.76,37.937,323,440.34
50.1377,441.56,100.4351,324,468.2
49.2076,871.39,118.8107,325,809.13
50.0652,605.13,48.3313,326,424.09
49.3089,572.84,114.544,327,514.26
50.8517,559.12,63.7998,328,412.94
49.1216,603.07,80.5449,329,569.29
49.0534,808.5,61.1372,330,575.83
49.6243,726.12,36.5031,331,492.01
49.7847,717.56,50.9583,332,463.62
49.3233,592.05,64.0033,333,403.69
50.06,679.89,64.0641,334,558.22
49.627,648.82,126.4436,335,558.39
48.4504,905.15,43.154,336,741.46
48.7599,980.34,43.819,337,594.19
48.4403,1195.25,121.7967,338,733.74
48.9817,950.86,150.2957,339,550.47
49.6128,770.59,115.2049,340,683.31
49.0115,407.49,33.9077,341,482.86
48.7062,845.55,49.76,342,734.74
49.9392,810.66,39.9644,343,631.87
49.6096,637.83,58.9024,344,519.31
49.0525,600.89,25.8813,345,627.48
49.5876,747.31,41.4718,346,623.06
49.481,1173.58,42.1827,347,672.63
49.8571,528.18,28.8305,348,414.1
49.1256,1151.39,25.448,349,895.38
49.2217,309.59,59.0922,350,422.12
47.71,1120.29,25.242,351,694.15
49.6473,662.17,49.8438,352,582.92
48.8355,695.25,32.453,353,787.1
47.665,1493.96,20.7019,354,930.03
46.9079,1497.11,20.0457,355,796.57
50.1472,715.94,22.2842,356,533.11
47.1826,1126.56,21.2393,357,925.17
47.0741,1731.66,51.7071,358,1841.08
47.0125,1693.95,96.0955,359,1249.0
46.6158,2592.3,19.813,360,1722.84
48.9665,434.98,30.2581,361,394.24
48.3806,570.17,48.3246,362,759.69
47.0056,941.84,25.2473,363,1536.76
46.4029,391.18,25.491,364,1029.44
48.4926,1250.73,64.2602,365,1043.15
45.4272,2495.73,21.3917,366,1965.43
45.9352,1404.07,13.9246,367,1630.0
45.7724,1709.79,15.6933,368,1686.83
46.5421,2196.95,43.4586,369,2232.31
46.2041,2394.63,17.8605,370,2367.15
47.9808,1240.0,45.9182,371,1007.72
46.4118,1620.1,39.4084,372,1832.54
46.3776,1996.68,36.1042,373,1377.28
46.5176,2052.75,17.4972,374,2093.37
46.368,1602.71,15.4889,375,1280.35
46.7182,2327.44,17.139,376,2025.14
46.967,399.89,26.8803,377,1575.46
45.6298,2186.29,30.7843,378,2445.01
49.1629,835.57,19.0786,379,803.16
47.4206,2263.47,24.5435,380,1437.85
46.7199,811.08,19.2111,381,1436.33
46.3674,3903.58,32.0071,382,2566.16
44.8532,3398.87,15.0818,383,2891.75
46.9215,3455.63,19.8993,384,3196.67
45.6689,3108.47,18.5408,385,3219.9
