Running Forward KL,Real Det Return,Running Reverse KL,Itration,Real Sto Return
49.1428,365.42,12.3177,0,350.72
49.0314,446.22,14.0168,1,332.93
49.724,310.65,15.171,2,316.25
49.2591,280.72,13.773,3,218.05
53.2297,179.96,20.9033,4,46.4
52.4842,308.48,20.318,5,115.19
49.7331,631.06,13.9336,6,398.25
50.5284,373.23,26.0855,7,296.34
53.8189,86.31,58.1367,8,105.24
49.376,393.37,15.7792,9,377.69
54.199,530.14,43.8912,10,43.3
49.862,526.08,35.044,11,644.88
49.7681,520.26,22.13,12,471.79
50.402,352.39,22.1675,13,355.3
49.2485,355.07,13.3089,14,336.46
49.8223,334.03,21.7976,15,356.53
53.3292,989.56,32.9791,16,879.18
52.7692,828.12,25.0321,17,867.24
52.8187,649.09,22.5309,18,826.53
49.9613,729.43,16.3515,19,589.55
50.5876,448.04,27.0618,20,422.39
51.0271,69.93,35.6755,21,50.13
51.8156,110.86,48.3249,22,47.46
50.2635,160.18,18.0816,23,216.85
49.7313,564.72,21.5347,24,462.59
50.7098,808.42,30.0336,25,294.84
50.8267,507.35,16.7793,26,163.02
50.3281,536.47,16.4095,27,537.78
53.0165,1001.44,32.8061,28,997.61
54.0752,1018.47,27.8534,29,1028.62
50.4213,491.02,17.4148,30,685.05
50.6374,160.4,20.965,31,281.98
51.0127,498.14,33.0674,32,792.47
50.7216,1241.67,22.9716,33,1283.58
50.5375,1156.45,18.7373,34,980.57
54.1489,1026.89,35.9359,35,1033.33
51.7494,1066.55,26.1971,36,1074.49
50.5772,762.01,18.9203,37,813.28
52.0479,-5.65,42.4189,38,-7.23
52.6236,886.46,27.6934,39,590.09
54.986,1049.21,38.4857,40,1050.02
49.901,170.24,24.0842,41,197.14
55.3408,138.3,61.6768,42,149.1
55.4617,29.6,43.1105,43,21.27
52.0543,21.28,31.7089,44,16.01
51.8657,43.81,33.1444,45,38.5
51.0941,8.91,24.271,46,47.83
53.5589,71.63,42.3404,47,172.55
51.016,755.65,27.7592,48,918.93
51.0674,493.19,40.6901,49,481.59
50.5578,690.63,37.8931,50,623.71
53.5416,205.34,36.347,51,213.63
49.7,802.51,39.2865,52,699.64
56.1063,1038.1,54.6023,53,1043.91
51.2263,297.44,59.4512,54,454.03
56.1719,990.22,43.2502,55,999.53
56.8251,1004.34,51.911,56,1004.41
51.4609,34.26,48.9049,57,89.08
52.4074,2.7,28.8231,58,84.15
51.8412,132.26,51.672,59,214.67
53.8472,20.5,42.2171,60,50.98
51.1489,1034.15,21.99,61,602.31
53.0182,24.01,44.4951,62,62.57
53.0147,201.36,49.4022,63,200.94
50.2459,389.9,54.5449,64,387.2
52.7505,271.98,28.2061,65,248.94
51.4297,1033.78,32.7213,66,1003.2
51.1303,1006.41,23.2792,67,434.21
54.6937,1022.13,29.8159,68,1025.83
56.3593,1009.97,45.1181,69,1005.69
54.16,584.66,123.3357,70,244.1
54.6165,11.65,42.8238,71,20.58
54.8944,7.2,53.5186,72,-2.79
57.0746,1017.5,54.2138,73,974.85
54.1705,70.94,33.3208,74,20.02
55.3535,388.47,50.8378,75,319.1
56.1618,545.64,33.6157,76,476.5
50.7759,125.04,31.5829,77,135.1
57.0184,407.87,70.7811,78,462.37
54.8179,1002.49,33.3825,79,1003.8
52.4332,72.98,28.6034,80,118.51
55.3632,71.96,58.2333,81,83.8
53.2761,960.93,21.2104,82,519.68
51.315,230.21,24.7656,83,350.53
49.6245,562.58,40.8069,84,428.54
50.627,950.73,54.7662,85,319.42
53.1515,990.94,20.7846,86,979.46
51.5573,992.21,17.5055,87,794.22
51.0178,1021.43,18.6491,88,1032.66
52.8191,1020.43,19.6461,89,1026.9
52.0573,1162.84,18.048,90,1032.08
52.9595,87.56,80.9866,91,344.04
53.3576,783.77,47.597,92,669.51
52.3666,-7.42,56.3155,93,-6.22
55.1412,490.06,50.7083,94,640.14
50.6785,920.1,19.5313,95,886.64
53.8879,1108.04,31.447,96,1141.62
56.2925,1025.69,45.8557,97,1033.81
50.9605,638.56,50.4086,98,679.66
54.7132,1010.23,31.3414,99,1088.61
53.5268,696.25,37.8096,100,430.29
52.3534,627.29,115.2594,101,430.72
54.6649,292.18,74.8079,102,153.14
53.7618,98.63,51.8961,103,77.9
50.6283,53.5,40.5974,104,273.87
48.9899,459.92,18.0675,105,433.76
50.3525,432.11,33.5267,106,374.71
50.8781,439.05,30.1291,107,373.73
50.3863,509.36,21.6446,108,459.68
55.443,39.07,52.3688,109,42.8
51.0382,970.26,38.0276,110,740.45
51.7072,645.26,27.1187,111,699.2
53.5431,1149.57,30.0758,112,1125.39
51.0207,1018.72,24.0726,113,822.72
54.374,675.46,28.7331,114,744.77
53.0028,1013.03,33.8337,115,1006.45
52.3974,1060.72,25.7016,116,1034.13
53.799,1021.38,32.2212,117,1015.15
52.4819,1115.06,28.7506,118,936.87
55.454,1021.93,37.5448,119,1017.18
53.3733,1000.88,33.2802,120,1008.71
50.5681,571.29,27.512,121,479.38
54.9475,1049.92,33.9183,122,1062.22
55.3872,1004.02,36.3892,123,1012.18
51.599,1047.74,29.461,124,981.65
53.221,1049.93,31.9418,125,1052.77
50.0458,681.6,39.4416,126,707.64
56.6229,1001.42,46.2388,127,996.16
54.6457,1001.71,30.8615,128,1008.95
54.384,1011.42,33.7951,129,1014.54
55.5109,1011.74,39.4845,130,1024.44
53.7809,349.6,32.9385,131,474.22
55.8862,62.55,74.9658,132,63.78
51.3101,1048.03,34.2729,133,806.73
50.1146,517.21,27.1744,134,479.59
54.8169,1036.16,35.2223,135,955.46
51.7331,-3.16,26.1421,136,-2.38
50.0765,327.23,22.9363,137,253.82
50.1234,316.29,28.8473,138,313.24
50.248,417.38,20.3473,139,386.32
50.8283,849.29,59.2242,140,412.13
50.846,928.59,19.1909,141,506.46
50.2415,1041.16,43.3953,142,356.04
51.5953,445.49,51.1234,143,392.4
57.8688,-20.34,70.72,144,-18.34
56.3909,10.32,119.2485,145,21.87
50.6857,796.86,37.7876,146,849.85
50.9036,544.13,30.6643,147,684.45
51.5514,1071.64,39.712,148,830.57
53.053,935.57,30.1948,149,670.02
51.9982,602.14,35.0319,150,804.36
56.9239,1004.01,53.8511,151,1001.84
54.8619,1029.31,28.8457,152,1009.07
54.5797,1028.68,35.0348,153,1025.8
53.342,1038.42,32.5245,154,1078.82
53.8059,1020.36,42.878,155,1038.4
56.8337,1034.93,53.466,156,1035.04
53.4791,1032.91,39.2923,157,998.58
49.6229,501.66,17.9023,158,530.29
51.6857,671.97,27.2186,159,592.49
53.1591,8.83,55.9824,160,8.58
