Running Env Steps,Real Det Return,Running Update Time,Running Reverse KL,Reward Loss,Real Sto Return,Running Forward KL,Itration
1950000,2112.91,390,14.6604,-71636.796875,1768.91,156.5289,390
1955000,2048.82,391,14.4301,-71104.46875,1778.22,156.6254,391
1960000,1987.88,392,14.2119,-71383.5703125,1672.25,156.7227,392
1965000,1783.96,393,14.2483,-71888.3671875,1558.81,156.8294,393
1970000,2052.93,394,14.3715,-72589.7265625,1668.33,156.59,394
1975000,1956.9,395,14.3713,-71605.015625,1717.24,156.5774,395
1980000,2113.81,396,14.7952,-72350.6484375,1775.46,156.5683,396
1985000,2129.8,397,14.9791,-72248.4140625,1815.7,156.5678,397
1990000,2093.64,398,15.0772,-72202.0,1772.8,156.8355,398
1995000,2071.66,399,14.8119,-72245.3125,1725.88,156.7198,399
2000000,1990.75,400,14.6266,-71694.328125,1691.22,156.5991,400
2005000,2038.42,401,14.7232,-72870.7890625,1746.28,156.6985,401
2010000,1800.52,402,14.6838,-71903.0,1613.91,156.7981,402
2015000,1867.81,403,14.8101,-72558.703125,1514.42,157.1207,403
2020000,1055.49,404,14.3737,-71508.265625,1199.72,157.0726,404
2025000,1762.41,405,14.2189,-72147.3671875,1504.17,156.7188,405
2030000,1803.94,406,14.3853,-72752.59375,1339.37,156.6207,406
2035000,1977.05,407,14.6378,-72595.3359375,1695.18,156.6851,407
2040000,2146.8,408,14.6781,-73668.03125,1799.14,156.3214,408
2045000,1188.19,409,14.545,-73517.171875,1462.57,156.7272,409
2050000,1440.44,410,13.896,-72997.1875,1339.12,156.7797,410
2055000,2145.63,411,14.7465,-73711.515625,1806.58,156.4952,411
2060000,2034.37,412,14.5564,-72793.15625,1739.27,156.5377,412
2065000,1690.29,413,14.412,-73706.1484375,1574.32,156.8157,413
2070000,1978.51,414,14.2277,-73216.859375,1719.56,156.683,414
2075000,2004.47,415,14.6618,-73996.546875,1728.78,156.5758,415
2080000,2191.31,416,15.308,-74860.6875,1840.56,156.593,416
2085000,2170.26,417,14.7753,-74153.2109375,1714.11,156.5584,417
2090000,2181.27,418,14.745,-73907.515625,1846.95,156.5319,418
2095000,2071.68,419,14.9779,-74401.4921875,1701.97,156.8128,419
2100000,2022.3,420,15.1838,-74493.890625,1728.51,156.8801,420
2105000,1369.38,421,14.3803,-74478.984375,1617.87,156.8237,421
2110000,1688.88,422,14.7056,-75427.125,1433.19,156.584,422
2115000,1914.25,423,15.1557,-74667.4609375,1800.06,156.6181,423
2120000,2100.2,424,14.7537,-74415.828125,1807.52,156.7827,424
2125000,2004.17,425,15.0171,-75330.265625,1724.34,156.5217,425
2130000,2156.7,426,15.6463,-75823.125,1794.62,156.7468,426
2135000,1752.05,427,14.511,-75298.5078125,1479.32,156.4493,427
2140000,2130.76,428,15.2856,-75326.1015625,1798.68,156.6231,428
2145000,1801.09,429,14.8433,-74540.4453125,1526.4,156.6996,429
2150000,2207.9,430,15.9175,-76627.921875,1862.36,156.7096,430
2155000,2237.13,431,15.5881,-76073.984375,1872.75,156.7569,431
2160000,2137.93,432,15.1747,-75561.140625,1823.54,156.7286,432
2165000,2122.37,433,15.648,-75884.2890625,1807.85,156.6304,433
2170000,2071.05,434,14.9672,-75996.5546875,1620.81,156.7478,434
2175000,1964.21,435,14.8374,-76737.7890625,1600.28,156.5094,435
2180000,2082.93,436,15.4004,-77738.53125,1643.93,156.6965,436
2185000,2027.38,437,15.4678,-77570.171875,1651.13,156.6689,437
2190000,2165.53,438,15.8622,-76193.8984375,1816.76,156.7521,438
2195000,2188.62,439,15.7995,-75892.3828125,1865.06,156.7888,439
2200000,1829.13,440,14.8111,-75026.828125,1668.69,156.5367,440
2205000,2000.12,441,15.2717,-77354.3359375,1664.1,156.672,441
2210000,2008.35,442,15.3587,-77216.5546875,1667.25,156.7071,442
2215000,2205.29,443,15.7151,-76945.953125,1869.52,156.6748,443
2220000,2198.89,444,15.6664,-76530.75,1879.98,156.7309,444
2225000,2213.85,445,15.5464,-76566.703125,1857.79,156.7131,445
2230000,2235.11,446,15.5151,-76911.921875,1838.62,156.6785,446
2235000,2182.94,447,15.462,-76927.4296875,1868.59,156.6973,447
2240000,2180.66,448,15.4902,-77144.8203125,1861.77,156.5752,448
2245000,2162.16,449,15.5588,-77425.3125,1832.12,156.7509,449
2250000,2159.61,450,15.1902,-77394.890625,1818.58,156.8042,450
2255000,2212.29,451,15.2925,-77273.8828125,1843.85,156.884,451
2260000,2201.75,452,15.5374,-76892.0,1857.33,156.7724,452
2265000,2006.71,453,15.0773,-77365.4140625,1655.86,156.7391,453
2270000,2058.48,454,15.4788,-78014.8203125,1751.57,156.7466,454
2275000,2050.66,455,15.1607,-76837.4296875,1730.22,156.7995,455
2280000,2061.76,456,15.0104,-78238.359375,1739.81,156.5606,456
2285000,2036.81,457,14.7017,-77380.140625,1648.16,156.5742,457
2290000,1940.55,458,14.7127,-79261.453125,1566.25,156.346,458
2295000,1888.21,459,14.7042,-78343.9921875,1581.72,156.3418,459
2300000,1849.17,460,15.2879,-79192.890625,1617.09,156.5075,460
2305000,2009.01,461,15.3881,-78800.65625,1689.17,156.5914,461
2310000,2078.06,462,15.3143,-78068.203125,1775.62,156.6076,462
2315000,1280.95,463,13.7826,-74876.65625,1317.82,156.5945,463
2320000,2109.81,464,15.2196,-78747.9453125,1712.85,156.5932,464
2325000,1461.82,465,16.6598,-80530.4140625,1393.1,157.4338,465
2330000,1660.72,466,14.8904,-79109.375,1386.94,156.537,466
2335000,1936.42,467,14.981,-78554.46875,1587.85,156.4282,467
2340000,1831.13,468,15.1301,-78905.421875,1529.73,156.5076,468
2345000,2002.96,469,15.3389,-78140.015625,1746.73,156.5524,469
2350000,1864.17,470,14.9367,-78383.6953125,1636.72,156.6809,470
2355000,2041.34,471,15.1726,-78584.828125,1688.91,156.4701,471
2360000,1966.99,472,15.1684,-77776.1484375,1640.39,156.7181,472
2365000,1896.0,473,15.1539,-78589.53125,1571.51,156.4518,473
2370000,1966.12,474,15.1739,-78390.359375,1669.31,156.4454,474
2375000,1964.76,475,14.974,-78446.671875,1668.85,156.5057,475
2380000,2077.85,476,15.1447,-77643.34375,1697.33,156.7761,476
2385000,2061.5,477,15.0833,-78400.3125,1723.48,156.5777,477
2390000,2089.29,478,15.2796,-78078.2578125,1801.86,156.5501,478
2395000,2088.39,479,15.5766,-78411.5390625,1796.27,156.7997,479
2400000,2121.54,480,15.3737,-79014.546875,1764.12,156.774,480
2405000,2077.49,481,15.2373,-79353.65625,1694.34,156.8005,481
2410000,1384.34,482,15.1269,-80232.1171875,1337.65,156.5909,482
2415000,-160.16,483,13.6578,-73213.7578125,1333.32,156.8097,483
2420000,-113.05,484,14.364,-77256.5703125,1243.56,156.6948,484
2425000,2147.44,485,15.8721,-79362.8046875,1733.8,156.8239,485
2430000,1916.25,486,15.1212,-79055.78125,1672.07,156.7121,486
2435000,1887.69,487,15.4434,-79583.2578125,1744.03,156.6881,487
2440000,1993.26,488,15.336,-78698.6171875,1745.51,157.0067,488
2445000,2043.97,489,15.603,-80350.75,1655.38,157.0053,489
2450000,1806.57,490,15.4015,-80107.28125,1686.58,156.9557,490
2455000,1911.0,491,15.2385,-79165.625,1721.41,156.8935,491
2460000,1781.4,492,15.2288,-79719.796875,1625.4,156.7487,492
2465000,2146.17,493,15.1539,-79868.1328125,1796.21,156.9002,493
2470000,1953.94,494,14.9539,-78856.375,1744.11,156.6692,494
2475000,2103.41,495,14.7356,-78877.25,1678.92,156.6226,495
2480000,2089.49,496,15.121,-80509.59375,1766.76,156.894,496
2485000,1692.61,497,14.6351,-80251.078125,1573.84,157.0556,497
2490000,1596.82,498,15.1654,-81827.3515625,1631.72,157.0507,498
2495000,1457.13,499,14.919,-81323.109375,1634.13,156.9151,499
2500000,786.0,500,14.8533,-79450.28125,1329.11,157.2917,500
2505000,2013.3,501,14.8347,-80875.6796875,1666.69,156.4905,501
2510000,1227.91,502,15.2993,-79500.671875,1620.7,156.6494,502
2515000,2048.41,503,15.4007,-80423.78125,1800.59,156.6719,503
2520000,1884.79,504,15.3947,-79789.6328125,1694.42,156.9963,504
2525000,1959.23,505,15.3171,-80383.1796875,1692.11,156.9282,505
2530000,1991.49,506,15.058,-81161.5546875,1659.71,156.8002,506
2535000,1837.93,507,15.3139,-81558.5859375,1549.13,157.2838,507
2540000,1862.1,508,15.0379,-81253.1484375,1602.41,156.9885,508
2545000,2138.65,509,15.4605,-80317.703125,1778.01,156.8131,509
2550000,1812.61,510,15.5964,-81821.1484375,1592.87,157.3934,510
2555000,1900.03,511,15.0687,-81919.078125,1643.71,157.2287,511
2560000,2030.51,512,15.1393,-80966.0390625,1725.74,157.1893,512
2565000,1538.66,513,15.1665,-82013.3125,1520.52,157.3769,513
2570000,1717.33,514,15.3316,-82460.3828125,1487.23,157.2257,514
2575000,1746.67,515,15.488,-81685.2890625,1541.61,157.5037,515
2580000,605.07,516,14.1026,-80849.3203125,1064.94,157.6216,516
2585000,1985.86,517,14.9224,-80895.3359375,1715.05,156.4856,517
2590000,2114.77,518,15.3277,-81124.6875,1804.61,156.7717,518
2595000,1587.87,519,15.0863,-80527.0078125,1749.76,156.7956,519
2600000,2136.79,520,15.3653,-81314.5546875,1818.55,156.7071,520
2605000,2098.69,521,15.0019,-80896.5625,1771.98,156.8449,521
2610000,761.06,522,15.4025,-81771.265625,1249.39,157.7817,522
2615000,1703.43,523,14.8152,-81324.765625,1464.56,157.2203,523
2620000,1214.57,524,16.0874,-82785.21875,1230.77,157.6849,524
2625000,1719.94,525,15.0355,-82014.5078125,1669.35,156.8088,525
2630000,1949.15,526,15.1433,-81505.953125,1621.08,157.0116,526
2635000,1334.13,527,14.805,-81249.9140625,1252.97,157.3952,527
2640000,1070.77,528,14.4446,-81972.796875,1087.29,157.0548,528
2645000,735.93,529,14.545,-81232.90625,1015.48,157.3733,529
2650000,1690.21,530,14.628,-80998.0546875,1441.32,156.6088,530
2655000,700.66,531,15.1159,-81594.6015625,1530.88,157.0449,531
2660000,1262.43,532,14.8802,-82552.140625,1006.35,157.4672,532
2665000,1963.93,533,15.177,-82085.59375,1637.36,156.6372,533
2670000,1440.24,534,15.2362,-83210.828125,1326.93,157.5813,534
2675000,2145.26,535,15.2151,-82631.328125,1787.45,156.8153,535
2680000,1000.42,536,15.0475,-83504.453125,855.21,157.8107,536
2685000,2115.24,537,15.2403,-82634.390625,1788.03,156.5889,537
2690000,773.78,538,14.867,-82238.8125,627.98,158.0794,538
2695000,2048.87,539,14.9964,-82918.6953125,1730.35,156.8287,539
2700000,896.88,540,15.4157,-83676.015625,730.12,158.1089,540
2705000,2070.25,541,15.1909,-82948.890625,1715.99,156.6186,541
2710000,-311.93,542,13.9953,-83307.4453125,92.64,158.7267,542
2715000,2094.83,543,15.3573,-82962.84375,1768.18,156.8116,543
2720000,769.71,544,15.4351,-85917.4765625,558.56,158.4109,544
2725000,2033.89,545,15.3384,-83607.515625,1686.7,157.0979,545
2730000,1359.17,546,15.6655,-86261.765625,1262.57,157.1718,546
2735000,2009.47,547,15.1642,-82837.3828125,1721.94,156.8808,547
2740000,797.34,548,15.0936,-86405.2578125,599.68,158.227,548
2745000,2044.81,549,15.2087,-83221.6171875,1711.8,156.9672,549
2750000,1051.99,550,15.5698,-85691.9765625,946.02,158.0668,550
2755000,1829.19,551,15.2038,-83287.234375,1552.66,157.1324,551
2760000,1108.0,552,14.9368,-85450.9765625,1032.81,157.4736,552
2765000,1011.4,553,15.2602,-85179.4609375,966.27,158.1071,553
2770000,1323.31,554,15.077,-86025.9375,1274.09,157.1413,554
2775000,1283.25,555,15.8841,-86013.0625,1151.61,157.5682,555
2780000,1650.39,556,14.9418,-84671.1953125,1487.98,157.2994,556
2785000,1087.3,557,15.8385,-85885.7109375,1031.15,157.6007,557
2790000,1961.15,558,14.8922,-84453.828125,1627.95,156.8155,558
2795000,1301.96,559,15.8661,-85652.0625,1234.09,157.6101,559
2800000,1478.89,560,15.2517,-85878.0703125,1338.83,157.0366,560
2805000,2105.51,561,15.4104,-84291.421875,1710.96,157.0763,561
2810000,1124.3,562,15.2064,-84913.28125,1572.96,157.0095,562
2815000,1911.13,563,15.6664,-85264.59375,1647.26,157.0641,563
2820000,1443.44,564,15.2333,-85024.21875,1425.46,157.2717,564
2825000,1403.49,565,15.2986,-86174.9375,1367.54,157.1863,565
2830000,2059.04,566,15.2443,-84507.6796875,1665.66,157.0121,566
2835000,1922.36,567,15.2775,-83982.6171875,1675.75,157.1181,567
2840000,1960.6,568,15.0514,-84607.453125,1669.26,157.1518,568
2845000,1690.31,569,15.1825,-84804.5703125,1648.47,157.1626,569
2850000,855.71,570,14.9043,-83478.765625,1194.24,157.516,570
2855000,1857.73,571,15.1041,-84318.1171875,1684.97,156.9725,571
2860000,1982.62,572,15.3177,-85237.8046875,1703.64,156.8822,572
2865000,1549.96,573,15.2886,-86013.9609375,1551.54,157.1201,573
2870000,1966.77,574,15.1961,-84534.0078125,1634.38,156.9769,574
2875000,1849.73,575,15.703,-84855.8671875,1636.95,156.9717,575
2880000,1630.73,576,15.4489,-86232.8671875,1439.05,156.9255,576
2885000,1220.5,577,16.0233,-85180.3125,1196.34,157.5145,577
2890000,1487.72,578,15.0725,-86653.34375,1379.97,157.0996,578
2895000,859.08,579,15.6463,-85432.984375,1256.64,157.393,579
2900000,1135.34,580,15.1608,-87045.1015625,989.13,156.9233,580
2905000,1651.97,581,14.6458,-86111.6015625,1418.72,156.7811,581
2910000,1230.33,582,15.3134,-87479.609375,1139.58,156.7558,582
2915000,1903.88,583,14.8553,-85507.234375,1535.4,156.7689,583
2920000,1251.98,584,15.5577,-86635.0234375,1139.59,156.7934,584
2925000,1937.33,585,15.0858,-84904.890625,1622.96,156.8496,585
2930000,1745.62,586,14.9639,-85939.2734375,1497.37,157.0059,586
2935000,1874.46,587,14.9952,-85872.1796875,1577.6,157.0119,587
2940000,611.16,588,15.5272,-88314.078125,703.14,157.3564,588
2945000,1896.87,589,15.2043,-85406.1171875,1617.25,156.9324,589
2950000,917.34,590,14.9218,-86452.5859375,1043.04,157.511,590
2955000,1827.41,591,14.9179,-85551.3359375,1537.08,157.0547,591
2960000,1472.05,592,16.0227,-87025.8515625,1353.92,157.4224,592
2965000,1584.76,593,15.6243,-86149.734375,1380.98,157.4401,593
2970000,1360.9,594,15.9798,-88033.609375,1191.94,156.9914,594
2975000,1483.42,595,15.2125,-87310.734375,1371.3,156.8743,595
2980000,1611.67,596,15.2775,-86790.8671875,1473.94,156.9583,596
2985000,2026.43,597,15.5483,-85853.71875,1688.52,157.0003,597
2990000,1903.91,598,15.2223,-86230.03125,1674.24,157.1144,598
2995000,1759.54,599,15.4958,-86888.703125,1562.18,156.9608,599
