Reward Loss,Running Update Time,Itration,Real Det Return,Real Sto Return,Running Reverse KL,Running Env Steps,Running Forward KL
72.97289276123047,0,0,263.44,254.56,28.809,0,39.063
77.35794830322266,1,1,312.73,310.27,34.6334,5000,37.7132
75.4608154296875,2,2,300.23,290.94,32.2275,10000,38.8311
61.86442947387695,3,3,338.7,331.92,30.7581,15000,37.1713
52.98893356323242,4,4,343.92,349.1,30.1583,20000,37.0022
38.60594940185547,5,5,505.77,427.41,22.6277,25000,35.0523
2.9737801551818848,6,6,769.55,1176.48,13.2238,30000,33.24
38.12920379638672,7,7,1460.33,1082.92,17.5019,35000,33.5575
25.032258987426758,8,8,540.24,511.89,17.1645,40000,34.1847
40.108463287353516,9,9,627.75,658.47,16.3265,45000,33.2645
30.586523056030273,10,10,1314.33,1134.31,17.6803,50000,31.2827
-18.435949325561523,11,11,988.47,1144.51,15.1005,55000,34.481
12.02148723602295,12,12,1213.0,1202.08,17.1408,60000,31.7096
15.298044204711914,13,13,1128.0,1037.32,17.6511,65000,32.4423
13.304157257080078,14,14,752.05,786.09,16.8322,70000,32.5629
-3.406308650970459,15,15,843.48,1143.78,14.8948,75000,31.6852
-28.82090950012207,16,16,1222.23,1951.91,15.8859,80000,30.3404
-28.976280212402344,17,17,2119.45,2028.65,16.1126,85000,30.386
-19.20232582092285,18,18,3147.71,1636.56,15.7917,90000,31.2566
-45.32680892944336,19,19,1111.49,1075.53,21.2512,95000,31.0875
-24.34376335144043,20,20,3016.82,2146.48,13.7077,100000,30.3431
-13.316673278808594,21,21,3166.82,2842.97,13.9401,105000,29.0691
-35.2587890625,22,22,3002.33,2951.25,13.4037,110000,28.9893
-30.990217208862305,23,23,2952.79,2643.91,13.7928,115000,29.4571
-35.76798629760742,24,24,3019.95,2451.49,14.1943,120000,29.9939
-45.14923095703125,25,25,2714.7,2746.05,13.9018,125000,30.3713
-27.716629028320312,26,26,3061.19,2945.17,14.2647,130000,29.4486
-54.5426025390625,27,27,3088.02,1385.33,15.4568,135000,29.8049
-39.582061767578125,28,28,2512.5,2828.05,14.1555,140000,29.5853
-44.91614532470703,29,29,2650.87,1620.93,14.7384,145000,30.2013
-30.231184005737305,30,30,3182.3,3173.61,14.6054,150000,28.9123
-53.31946563720703,31,31,1006.7,2075.33,13.5308,155000,29.262
-36.552555084228516,32,32,3166.4,2889.79,13.9924,160000,29.2872
-47.06868362426758,33,33,3056.84,2494.79,13.815,165000,30.0258
-47.91720199584961,34,34,3154.55,2504.61,13.2429,170000,29.1254
-55.15713119506836,35,35,2995.01,3019.38,12.4067,175000,28.2688
-36.60359191894531,36,36,3192.2,3165.06,14.7058,180000,29.0662
-54.904422760009766,37,37,1601.04,1411.81,17.2804,185000,28.9781
-60.4296989440918,38,38,2298.36,1722.79,14.1566,190000,29.3698
-67.52450561523438,39,39,2922.97,2971.39,13.373,195000,29.1136
-46.86507034301758,40,40,3182.65,3186.5,15.3264,200000,30.048
-55.44607925415039,41,41,3182.95,2513.82,13.0065,205000,28.7339
-47.54838180541992,42,42,3133.4,3145.23,14.5222,210000,28.2872
-59.73065185546875,43,43,3185.98,2339.62,12.8689,215000,28.2148
-62.27848815917969,44,44,3093.02,1987.6,14.2188,220000,28.6212
-64.19755554199219,45,45,3067.1,2966.81,13.7184,225000,29.0205
-63.014225006103516,46,46,3075.86,2911.17,13.1392,230000,28.407
-102.45460510253906,47,47,3163.79,1548.63,12.7584,235000,28.4377
-84.32992553710938,48,48,2536.85,1651.05,13.1965,240000,28.6302
-65.21064758300781,49,49,3219.26,3008.14,12.258,245000,27.4671
-76.75778198242188,50,50,2109.51,3015.34,12.9009,250000,27.9028
-71.73485565185547,51,51,3147.72,3065.66,12.4533,255000,27.9374
-68.3240737915039,52,52,3188.75,2482.2,13.1371,260000,27.3334
-107.77079772949219,53,53,3224.6,1715.88,13.4691,265000,27.9817
-86.24376678466797,54,54,3171.42,2252.31,12.6709,270000,28.3245
-67.73698425292969,55,55,3181.22,3014.96,13.1592,275000,27.658
-79.41410827636719,56,56,3237.68,2309.03,13.1517,280000,28.7754
-82.65034484863281,57,57,3182.84,2819.47,13.1294,285000,28.2325
-75.53359985351562,58,58,3152.78,3001.44,13.3063,290000,27.8835
-77.49344635009766,59,59,3192.38,2707.7,12.9347,295000,27.3572
-81.57811737060547,60,60,3202.86,3158.61,13.3248,300000,27.8995
-83.62360382080078,61,61,3206.9,3197.24,10.8464,305000,26.2944
-95.0009765625,62,62,2933.3,3167.69,12.369,310000,26.8861
-101.84144592285156,63,63,3196.45,2916.53,12.3454,315000,27.7702
-95.22280883789062,64,64,3273.13,3070.91,13.3402,320000,27.7023
-83.66400146484375,65,65,3184.43,3198.15,12.8588,325000,27.5161
-86.13320922851562,66,66,3228.36,2941.49,18.6128,330000,27.5875
-89.16848754882812,67,67,3222.74,3188.55,13.0605,335000,27.4438
-93.85328674316406,68,68,3287.78,2680.74,13.4943,340000,27.2124
-101.00591278076172,69,69,3255.31,2099.45,11.8745,345000,27.2083
-99.43372344970703,70,70,3229.96,3234.87,12.4571,350000,26.9016
-82.55400848388672,71,71,3235.43,3101.8,12.2098,355000,26.5917
-116.04668426513672,72,72,3040.2,3078.96,12.9642,360000,28.2702
-85.60459899902344,73,73,3234.52,3236.04,12.0386,365000,26.131
-91.23986053466797,74,74,3252.76,3227.95,13.3682,370000,26.8393
-97.6851806640625,75,75,3232.26,3234.98,12.6316,375000,26.5672
-78.85968780517578,76,76,3333.3,3191.19,11.895,380000,26.1797
-107.0108413696289,77,77,3278.8,2962.75,12.7252,385000,26.1245
-104.78910064697266,78,78,3268.6,3269.14,20.1089,390000,26.6733
-100.31192016601562,79,79,3297.98,3251.45,11.8239,395000,26.4548
-95.61351013183594,80,80,3352.45,2965.09,11.9345,400000,25.6827
-97.99630737304688,81,81,3274.08,3219.92,11.4999,405000,25.5219
-112.03327178955078,82,82,3232.36,3239.56,13.537,410000,27.4845
-81.5918197631836,83,83,3362.56,3329.74,12.691,415000,26.2121
-100.52018737792969,84,84,3289.23,3266.13,11.9825,420000,26.0602
-99.72052764892578,85,85,3300.03,3248.29,11.6628,425000,26.0649
-100.36556243896484,86,86,3333.63,3294.63,12.2731,430000,26.3292
-100.5157699584961,87,87,3351.52,3246.9,11.0042,435000,25.51
-93.26087188720703,88,88,3280.48,3282.08,10.4363,440000,24.5586
-100.98914337158203,89,89,3320.71,3286.26,11.8393,445000,25.5923
-97.7339096069336,90,90,3357.19,2979.88,12.346,450000,26.2478
-83.32657623291016,91,91,3330.83,2944.09,11.5566,455000,24.8407
-79.09114837646484,92,92,3315.44,3333.95,11.7791,460000,24.9971
-100.6523666381836,93,93,3329.01,3268.93,11.2574,465000,24.9861
-95.34465789794922,94,94,3300.31,3229.48,11.7972,470000,25.406
-96.80677795410156,95,95,3353.99,3342.83,12.0501,475000,25.6566
-119.04077911376953,96,96,3278.45,2812.68,12.4718,480000,25.8917
-92.86873626708984,97,97,3348.78,3338.67,11.4192,485000,24.9342
-76.64735412597656,98,98,3379.11,3366.11,11.7117,490000,24.2401
-87.59342193603516,99,99,3383.89,3370.07,12.4346,495000,25.1393
-71.16366577148438,100,100,3341.92,3389.59,12.2694,500000,25.1528
-25.805965423583984,101,101,3418.11,3392.87,11.149,505000,23.5491
-95.80778503417969,102,102,3375.55,3345.81,11.7801,510000,25.2335
-89.49665069580078,103,103,3400.44,3390.24,12.1559,515000,25.0752
-120.0492935180664,104,104,3296.52,3264.7,11.8665,520000,25.1993
-107.41783142089844,105,105,3299.25,3166.37,10.2025,525000,23.9784
-92.31269073486328,106,106,3355.99,3358.99,12.5466,530000,24.9816
-84.20101165771484,107,107,3415.43,3415.19,13.3376,535000,25.195
-87.4660873413086,108,108,3430.16,3011.55,10.4139,540000,24.375
-80.08709716796875,109,109,3406.02,3405.66,10.9897,545000,24.0649
-94.35221099853516,110,110,3364.59,3369.92,11.468,550000,24.0824
-73.66741943359375,111,111,3380.79,3381.24,11.0528,555000,23.0353
-76.00814056396484,112,112,3405.34,3242.93,11.1585,560000,24.348
-74.51656341552734,113,113,3422.33,2859.38,10.5095,565000,23.7403
-92.24848175048828,114,114,3422.73,3320.47,11.075,570000,24.0844
-96.80220794677734,115,115,3325.99,3259.1,10.7795,575000,24.496
-131.76792907714844,116,116,3416.03,2300.47,11.3559,580000,24.8873
-65.23185729980469,117,117,3423.55,3216.84,11.0753,585000,23.651
-96.06148529052734,118,118,3390.89,3390.97,12.2427,590000,24.1685
-80.91121673583984,119,119,3441.69,3425.69,10.7889,595000,24.0563
-112.99315643310547,120,120,3424.06,2917.34,23.5999,600000,25.1955
-93.93052673339844,121,121,3410.97,3371.2,11.0455,605000,24.7197
-136.71324157714844,122,122,3381.93,2879.2,21.005,610000,24.8892
-200.9023895263672,123,123,3384.77,2115.79,19.9303,615000,26.4066
-147.76220703125,124,124,3447.67,2161.66,13.5254,620000,26.3289
-70.6396255493164,125,125,3414.61,3269.86,10.2867,625000,23.3236
-100.98999786376953,126,126,3412.2,3275.59,11.7397,630000,24.2587
-101.25108337402344,127,127,3400.46,3144.37,10.0469,635000,23.2877
-110.21171569824219,128,128,3313.51,3311.84,9.6256,640000,23.3
-98.59599304199219,129,129,3347.23,3370.26,10.0274,645000,22.5761
-91.81069946289062,130,130,3392.73,3314.17,11.4695,650000,23.9903
-202.2089080810547,131,131,2883.09,1204.42,22.24,655000,26.6628
-201.0301971435547,132,132,3459.16,1878.33,12.2309,660000,25.8945
-189.00054931640625,133,133,3338.98,2739.81,18.1937,665000,25.1578
-142.23448181152344,134,134,3394.44,2979.53,12.4779,670000,25.0779
-215.85067749023438,135,135,3103.82,1664.43,21.2036,675000,26.2102
-130.2346649169922,136,136,3370.47,3001.99,10.8419,680000,23.9388
-118.99298095703125,137,137,3394.17,3281.61,11.2731,685000,24.5787
-215.70465087890625,138,138,2881.75,1868.95,21.2959,690000,26.3184
-117.48798370361328,139,139,3459.66,3172.31,12.8171,695000,24.3039
-140.4134063720703,140,140,3410.38,3206.05,11.8185,700000,24.7863
-128.718994140625,141,141,3359.39,3348.18,10.7931,705000,23.6666
-121.03010559082031,142,142,3392.6,3188.37,10.7469,710000,23.8621
-118.03528594970703,143,143,3404.95,3370.49,11.1173,715000,24.3523
-94.09098052978516,144,144,3484.62,3493.55,11.3707,720000,23.2945
-94.8920669555664,145,145,3453.92,3172.66,11.3225,725000,24.1284
-98.2435531616211,146,146,3423.33,2697.42,12.2159,730000,24.0834
-128.54205322265625,147,147,3433.26,2662.47,11.4297,735000,24.5428
-143.27664184570312,148,148,3378.48,2806.96,11.6377,740000,24.6975
-134.31021118164062,149,149,3394.0,2711.57,11.6487,745000,24.6826
-138.96884155273438,150,150,3411.49,2807.96,11.6156,750000,24.9386
-134.9171600341797,151,151,3429.21,3095.91,11.897,755000,24.1626
-131.26312255859375,152,152,3412.83,3193.85,11.0594,760000,24.3813
-128.9115753173828,153,153,3471.4,2721.12,11.9075,765000,24.5018
-129.59799194335938,154,154,3430.39,2977.43,10.7398,770000,23.6571
-143.23876953125,155,155,3391.25,2899.79,11.591,775000,23.8881
-121.89678955078125,156,156,3405.97,3285.5,11.232,780000,24.136
-161.28614807128906,157,157,3353.84,3229.5,10.4678,785000,23.89
-138.82374572753906,158,158,3363.9,3261.25,10.7802,790000,23.712
-167.69775390625,159,159,3334.54,3303.39,10.6634,795000,24.5696
-133.6621551513672,160,160,3368.0,3369.64,10.4632,800000,23.6779
-123.43315887451172,161,161,3420.22,3229.9,11.2648,805000,23.8772
-169.82415771484375,162,162,3395.07,3027.13,10.6203,810000,23.836
-150.1011199951172,163,163,3387.59,3042.8,10.729,815000,23.5481
-127.17142486572266,164,164,3416.53,3376.94,11.7247,820000,23.6961
-160.41403198242188,165,165,3428.18,3280.31,11.3287,825000,23.9331
-118.26494598388672,166,166,3439.19,3364.0,11.0769,830000,22.8914
-175.06373596191406,167,167,3401.59,2664.35,11.3716,835000,24.0911
-119.1498031616211,168,168,3435.83,3416.27,10.3135,840000,22.4649
-149.51632690429688,169,169,3443.35,3092.0,10.8602,845000,23.7377
-147.48507690429688,170,170,3413.55,3401.57,11.5163,850000,23.6546
-185.75015258789062,171,171,3421.45,3048.57,10.7528,855000,24.1734
-163.39561462402344,172,172,3369.96,2424.29,11.1444,860000,23.8418
-285.1711730957031,173,173,3442.39,2559.03,12.052,865000,25.7401
-290.6875305175781,174,174,3411.76,1866.14,12.7944,870000,25.3804
