Running Update Time,Itration,Real Det Return,Running Env Steps,Running Reverse KL,Real Sto Return,Reward Loss,Running Forward KL
379,379,2300.71,1895000,15.5505,1946.4,-12650.3271484375,156.4936
380,380,2301.23,1900000,15.4467,1938.38,-12662.8896484375,156.5206
381,381,2309.65,1905000,15.5178,1947.88,-12689.2470703125,156.5731
382,382,2306.93,1910000,15.4689,1942.33,-12737.9931640625,156.4919
383,383,2319.29,1915000,15.5363,1954.74,-12731.37890625,156.6004
384,384,2314.64,1920000,15.5215,1950.77,-12732.951171875,156.6908
385,385,2326.58,1925000,15.8162,1962.69,-12803.0634765625,156.5357
386,386,2323.44,1930000,15.4317,1952.64,-12798.22265625,156.4834
387,387,2331.68,1935000,15.7388,1957.3,-12880.8232421875,156.6068
388,388,2343.34,1940000,15.7173,1967.25,-12892.904296875,156.6748
389,389,2317.0,1945000,15.6666,1954.75,-12859.24609375,156.6543
390,390,2314.83,1950000,15.7467,1980.63,-12853.6865234375,156.6692
391,391,2331.04,1955000,15.6793,1982.43,-12917.720703125,156.7316
392,392,2339.26,1960000,15.7749,1983.69,-12896.9150390625,156.5006
393,393,2335.78,1965000,15.6997,1967.29,-13009.62109375,156.7065
394,394,2306.5,1970000,15.6879,1968.77,-12934.2197265625,156.588
395,395,2320.75,1975000,15.6551,1961.41,-13012.1552734375,156.6011
396,396,2339.53,1980000,15.7899,1987.03,-13034.6181640625,156.6259
397,397,2342.3,1985000,15.8004,1963.3,-13073.16796875,156.6696
398,398,2325.32,1990000,15.8139,1988.98,-13085.9033203125,156.7026
399,399,2343.67,1995000,15.8709,1968.74,-13115.1484375,156.685
400,400,2333.72,2000000,15.8333,1968.91,-13143.1318359375,156.5864
401,401,2341.87,2005000,15.6188,1963.18,-13161.6416015625,156.5538
402,402,2325.32,2010000,15.8259,1974.49,-13165.6943359375,156.8016
403,403,2321.3,2015000,15.5776,1979.91,-13149.2236328125,156.6366
404,404,2330.08,2020000,15.6798,1980.02,-13218.966796875,156.5367
405,405,2326.77,2025000,15.7457,1991.48,-13236.2177734375,156.5856
406,406,2331.15,2030000,15.7955,1982.44,-13262.1767578125,156.7449
407,407,2333.7,2035000,15.5996,1984.96,-13275.8115234375,156.5309
408,408,2332.02,2040000,15.7423,1981.65,-13332.9140625,156.5598
409,409,2347.03,2045000,15.9267,1972.83,-13381.720703125,156.7899
410,410,2332.25,2050000,15.7585,1994.33,-13353.01953125,156.6599
411,411,2334.06,2055000,15.6243,1991.85,-13323.646484375,156.5792
412,412,2344.46,2060000,15.8505,2000.47,-13389.078125,156.6079
413,413,2332.4,2065000,15.561,1994.12,-13428.5107421875,156.6048
414,414,2324.19,2070000,15.5655,1970.1,-13413.2587890625,156.6055
415,415,2323.78,2075000,15.7607,1969.74,-13454.984375,156.648
416,416,2318.57,2080000,15.5705,1987.06,-13408.7890625,156.6851
417,417,2326.01,2085000,15.6964,1987.23,-13502.8037109375,156.7276
418,418,2341.88,2090000,15.6305,1968.2,-13501.384765625,156.6254
419,419,2354.47,2095000,15.6101,1991.44,-13550.65625,156.5577
420,420,2323.47,2100000,15.4965,1960.86,-13489.8779296875,156.6907
421,421,2345.22,2105000,15.7426,1986.16,-13566.751953125,156.5117
422,422,2313.36,2110000,15.5411,1964.73,-13544.443359375,156.5047
423,423,2325.53,2115000,15.6237,1984.86,-13568.693359375,156.6131
424,424,2326.27,2120000,15.602,1968.36,-13588.8291015625,156.7489
425,425,2350.73,2125000,15.7058,2009.2,-13616.2412109375,156.6139
426,426,2338.35,2130000,15.6738,1997.67,-13606.8046875,156.4871
427,427,2347.27,2135000,15.598,1987.0,-13666.6884765625,156.6197
428,428,2339.09,2140000,15.4496,1994.22,-13684.814453125,156.6732
429,429,2324.01,2145000,15.4789,1991.67,-13700.751953125,156.5854
430,430,2352.0,2150000,15.7067,1987.2,-13749.0830078125,156.6922
431,431,2307.38,2155000,15.5227,1970.4,-13769.7177734375,156.4854
432,432,2314.25,2160000,15.5113,1957.93,-13760.345703125,156.6342
433,433,2336.63,2165000,15.5611,1987.2,-13798.49609375,156.594
434,434,2321.28,2170000,15.6056,1962.06,-13775.708984375,156.5758
435,435,2310.89,2175000,15.6448,1972.23,-13846.556640625,156.591
436,436,2326.58,2180000,15.5764,1945.47,-13806.927734375,156.6086
437,437,2301.99,2185000,15.642,1970.24,-13890.52734375,156.6082
438,438,2309.51,2190000,15.7998,1962.58,-13916.4482421875,156.7632
439,439,2295.72,2195000,15.671,1946.18,-13914.458984375,156.7808
440,440,2342.09,2200000,15.7867,1968.82,-13998.3408203125,156.7476
441,441,2316.52,2205000,15.5948,1964.83,-13955.7216796875,156.6164
442,442,2318.3,2210000,15.628,1964.79,-13973.375,156.6512
443,443,2323.94,2215000,15.662,1980.56,-13981.2529296875,156.5754
444,444,2305.46,2220000,15.6481,1970.28,-14054.26171875,156.7389
445,445,2337.23,2225000,15.5118,1986.36,-14007.4462890625,156.5981
446,446,2324.05,2230000,15.4256,1987.93,-14042.0751953125,156.7495
447,447,2324.28,2235000,15.442,1976.36,-14066.9541015625,156.6599
448,448,2307.74,2240000,15.6068,1971.08,-14063.796875,156.6716
449,449,2297.66,2245000,15.3228,1978.61,-14001.4326171875,156.5636
450,450,2321.88,2250000,15.5691,1989.31,-14098.8662109375,156.5217
451,451,2308.25,2255000,15.6704,1981.3,-14148.181640625,156.7722
452,452,2317.61,2260000,15.6552,1972.98,-14123.9912109375,156.6122
453,453,2323.25,2265000,15.5669,1994.87,-14171.3388671875,156.5688
454,454,2300.15,2270000,15.5999,1980.69,-14184.6328125,156.6209
455,455,2282.15,2275000,15.5839,1957.35,-14188.7197265625,156.7111
456,456,2317.81,2280000,15.6976,1995.74,-14236.283203125,156.5474
457,457,2315.38,2285000,15.4948,1961.6,-14231.6630859375,156.5682
458,458,2321.62,2290000,15.6895,1979.89,-14298.65625,156.8092
459,459,2306.54,2295000,15.7289,1982.32,-14286.529296875,156.6424
460,460,2332.13,2300000,15.8206,1991.06,-14318.7958984375,156.5654
461,461,2305.0,2305000,15.639,1990.11,-14294.34765625,156.72
462,462,2322.46,2310000,15.5773,1994.66,-14340.7431640625,156.7981
463,463,2324.6,2315000,15.6379,1989.65,-14329.259765625,156.744
464,464,2318.3,2320000,15.6389,2005.69,-14331.6669921875,156.5205
465,465,2293.33,2325000,15.5476,1987.49,-14351.388671875,156.7154
466,466,2340.88,2330000,15.7986,1988.64,-14353.9345703125,156.671
467,467,2333.99,2335000,15.5756,2011.1,-14418.7822265625,156.7415
468,468,2327.11,2340000,15.4639,1984.93,-14424.1298828125,156.6406
469,469,2320.53,2345000,15.63,2002.53,-14461.16796875,156.617
470,470,2346.32,2350000,15.7334,2003.54,-14517.099609375,156.7338
471,471,2335.55,2355000,15.5641,1999.88,-14515.7431640625,156.6969
472,472,2321.24,2360000,15.6408,1984.0,-14494.796875,156.7031
473,473,2338.1,2365000,15.6186,1985.31,-14567.6865234375,156.6277
474,474,2305.18,2370000,15.5077,1983.59,-14547.4248046875,156.5748
475,475,2330.52,2375000,15.5222,1982.57,-14595.6806640625,156.5355
476,476,2292.95,2380000,15.5282,1970.83,-14569.03125,156.5153
477,477,2326.88,2385000,15.4816,1977.89,-14576.822265625,156.5963
478,478,2303.06,2390000,15.5731,1971.52,-14642.224609375,156.6599
479,479,2310.54,2395000,15.6572,1980.9,-14650.9189453125,156.5526
480,480,2318.74,2400000,15.6861,1987.47,-14697.111328125,156.6481
481,481,2300.24,2405000,15.5938,1960.2,-14639.6640625,156.6495
482,482,2322.22,2410000,15.5903,1981.74,-14702.9482421875,156.7098
483,483,2335.66,2415000,15.9082,1986.84,-14731.82421875,156.7716
484,484,2304.2,2420000,15.6061,1990.02,-14731.427734375,156.695
485,485,2334.67,2425000,15.6852,1991.66,-14782.09375,156.8668
486,486,2304.67,2430000,15.6473,1990.06,-14789.822265625,156.7429
487,487,2284.5,2435000,15.6758,1972.3,-14823.5126953125,156.7728
488,488,2330.01,2440000,15.6576,2005.78,-14848.373046875,156.5928
489,489,2304.36,2445000,15.6573,1993.34,-14857.2509765625,156.6564
490,490,2327.79,2450000,15.6071,2007.47,-14901.880859375,156.6366
491,491,2314.3,2455000,15.6572,1973.28,-14815.4970703125,156.8013
492,492,2300.99,2460000,15.5981,1976.56,-14872.9443359375,156.7099
493,493,2309.79,2465000,15.5986,1986.65,-14960.439453125,156.7189
494,494,2297.5,2470000,15.694,1988.71,-14901.2333984375,156.695
495,495,2287.88,2475000,15.4836,1973.69,-14941.03125,156.6543
496,496,2319.21,2480000,15.6564,1981.18,-14930.7041015625,156.5041
497,497,2320.73,2485000,15.569,1988.49,-14930.0146484375,156.5984
498,498,2286.24,2490000,15.4932,1960.35,-14950.4755859375,156.7968
499,499,2335.19,2495000,15.7015,2011.78,-15076.736328125,156.6111
500,500,2330.9,2500000,15.6039,1991.76,-15041.8818359375,156.5259
501,501,2316.56,2505000,15.7702,1989.8,-15081.142578125,156.5497
502,502,2332.33,2510000,15.7532,2009.54,-15060.78515625,156.6266
503,503,2318.42,2515000,15.5549,1993.28,-15088.6484375,156.5845
504,504,2311.38,2520000,15.4963,1985.92,-15039.65234375,156.5552
505,505,2329.08,2525000,15.5764,2011.46,-15093.3955078125,156.5204
506,506,2288.67,2530000,15.5778,1984.95,-15119.5263671875,156.6925
507,507,2317.39,2535000,15.6542,2013.73,-15065.8603515625,156.6545
508,508,2314.96,2540000,15.5634,1984.79,-15088.080078125,156.6761
509,509,2308.23,2545000,15.5805,1989.3,-15198.484375,156.7318
510,510,2316.37,2550000,15.5551,1973.89,-15184.1298828125,156.5137
511,511,2336.42,2555000,15.4527,1992.22,-15177.68359375,156.4456
512,512,2331.4,2560000,15.6539,1987.27,-15250.84765625,156.7302
513,513,2335.43,2565000,15.5794,1967.14,-15260.4443359375,156.6273
514,514,2327.45,2570000,15.4649,2003.05,-15230.4794921875,156.6766
515,515,2296.48,2575000,15.5016,1960.26,-15220.900390625,156.6797
516,516,2334.95,2580000,15.724,2014.44,-15322.51171875,156.6148
517,517,2312.67,2585000,15.3847,1976.08,-15304.943359375,156.6309
518,518,2354.34,2590000,15.4939,1990.92,-15348.8544921875,156.6135
519,519,2323.26,2595000,15.4105,1980.99,-15341.61328125,156.5414
520,520,2333.09,2600000,15.3673,1997.91,-15331.1220703125,156.6083
521,521,2319.46,2605000,15.491,1979.27,-15378.69140625,156.5556
522,522,2335.64,2610000,15.6895,1991.98,-15426.3271484375,156.4385
523,523,2311.44,2615000,15.5284,2012.0,-15371.0,156.5259
524,524,2337.96,2620000,15.3436,1991.21,-15423.791015625,156.5469
525,525,2314.91,2625000,15.6394,1980.76,-15428.1884765625,156.6612
526,526,2327.39,2630000,15.6846,2005.4,-15472.486328125,156.5129
527,527,2347.42,2635000,15.599,2000.11,-15506.1259765625,156.5449
528,528,2351.95,2640000,15.7146,2017.1,-15541.6220703125,156.5234
529,529,2357.6,2645000,15.477,1994.77,-15497.650390625,156.6915
530,530,2325.59,2650000,15.5711,1994.95,-15535.337890625,156.5387
531,531,2339.02,2655000,15.5207,2023.19,-15542.40234375,156.528
532,532,2331.61,2660000,15.5146,1998.28,-15623.18359375,156.6437
533,533,2332.34,2665000,15.4761,2000.16,-15538.4619140625,156.5918
534,534,2318.51,2670000,15.5019,1981.59,-15599.8212890625,156.658
535,535,2342.35,2675000,15.6413,1996.23,-15626.2705078125,156.611
536,536,2352.65,2680000,15.6509,2002.71,-15626.7451171875,156.6723
537,537,2336.81,2685000,15.5037,1998.0,-15615.0703125,156.6464
538,538,2342.95,2690000,15.5814,1994.75,-15656.234375,156.6496
539,539,2347.6,2695000,15.6089,2012.23,-15701.109375,156.5728
540,540,2334.23,2700000,15.5609,1990.96,-15724.572265625,156.6954
541,541,2364.23,2705000,15.6193,2019.6,-15734.5869140625,156.603
542,542,2345.94,2710000,15.5465,1993.07,-15769.908203125,156.7613
543,543,2345.21,2715000,15.4413,1997.45,-15733.8740234375,156.6582
544,544,2321.58,2720000,15.3859,1977.34,-15710.67578125,156.6587
545,545,2331.43,2725000,15.572,1993.84,-15796.9033203125,156.5549
546,546,2320.43,2730000,15.6651,2010.59,-15804.1962890625,156.6595
547,547,2333.46,2735000,15.7659,2008.92,-15818.58984375,156.5886
548,548,2313.95,2740000,15.3721,1988.72,-15803.900390625,156.5711
549,549,2326.65,2745000,15.4922,1979.26,-15820.630859375,156.6863
550,550,2324.09,2750000,15.6121,2020.06,-15820.3466796875,156.6044
551,551,2339.41,2755000,15.5951,2012.36,-15867.5322265625,156.5823
552,552,2334.93,2760000,15.5119,2000.19,-15875.4677734375,156.5493
553,553,2336.36,2765000,15.5979,2012.86,-15919.5615234375,156.6331
554,554,2331.78,2770000,15.5909,2017.33,-15924.9189453125,156.5192
555,555,2332.45,2775000,15.7137,2006.33,-15930.666015625,156.5817
556,556,2329.66,2780000,15.4826,1981.66,-15945.28515625,156.6075
557,557,2341.78,2785000,15.3772,1996.06,-15938.81640625,156.5547
558,558,2318.85,2790000,15.3955,1996.84,-15956.859375,156.6163
559,559,2303.97,2795000,15.4762,1974.52,-15968.9541015625,156.7691
560,560,2327.55,2800000,15.334,1977.62,-16011.13671875,156.6032
561,561,2304.91,2805000,15.3823,1978.37,-15973.291015625,156.6012
562,562,2300.38,2810000,15.227,1981.22,-15965.017578125,156.661
563,563,2305.02,2815000,15.2987,1980.57,-16019.20703125,156.5555
564,564,2344.77,2820000,15.3266,1990.66,-16133.3671875,156.5232
565,565,2325.79,2825000,15.2573,1985.59,-16078.4814453125,156.6087
566,566,2314.62,2830000,15.3216,2012.17,-16073.6484375,156.6581
567,567,2339.64,2835000,15.3381,2011.44,-16132.0341796875,156.5572
568,568,2326.64,2840000,15.4212,1995.28,-16150.4150390625,156.6539
569,569,2313.69,2845000,15.2886,1968.82,-16169.0078125,156.6135
570,570,2340.52,2850000,15.2301,1983.93,-16205.9501953125,156.5157
571,571,2324.78,2855000,15.435,1998.33,-16216.4111328125,156.5476
572,572,2327.13,2860000,15.3589,2005.29,-16241.466796875,156.5554
573,573,2356.24,2865000,15.5756,2006.63,-16285.2978515625,156.6036
574,574,2317.66,2870000,15.1657,2005.59,-16247.2841796875,156.4692
575,575,2357.63,2875000,15.4235,2009.16,-16260.0615234375,156.6966
576,576,2352.78,2880000,15.46,2011.8,-16227.1806640625,156.6538
577,577,2316.43,2885000,15.1869,1981.43,-16290.037109375,156.6584
578,578,2346.57,2890000,15.3807,2010.75,-16274.7578125,156.6497
579,579,2331.49,2895000,15.2865,1984.42,-16342.8955078125,156.6175
580,580,2323.14,2900000,15.2119,2011.03,-16291.3095703125,156.6376
581,581,2355.03,2905000,15.4158,2020.8,-16392.142578125,156.6259
582,582,2334.62,2910000,15.237,1974.66,-16326.4384765625,156.6134
583,583,2350.01,2915000,15.2268,2013.01,-16426.701171875,156.5086
584,584,2337.22,2920000,15.1656,1998.96,-16339.2255859375,156.5209
585,585,2350.06,2925000,15.4076,2001.26,-16423.439453125,156.6667
586,586,2342.7,2930000,15.581,2011.39,-16444.294921875,156.6179
587,587,2335.5,2935000,15.3469,1968.08,-16409.826171875,156.5923
588,588,2332.15,2940000,15.4903,2012.38,-16482.09765625,156.495
589,589,2334.73,2945000,15.2043,2017.26,-16440.14453125,156.5466
590,590,2328.39,2950000,15.2773,1988.06,-16457.359375,156.5872
591,591,2326.89,2955000,15.4385,2011.22,-16516.013671875,156.5641
592,592,2344.17,2960000,15.4903,2009.33,-16522.298828125,156.5219
593,593,2344.7,2965000,15.299,1999.19,-16580.197265625,156.7226
594,594,2337.16,2970000,15.4439,2008.26,-16602.841796875,156.6488
595,595,2330.4,2975000,15.3681,1994.22,-16582.630859375,156.6003
596,596,2327.06,2980000,15.2542,1997.41,-16543.013671875,156.7047
597,597,2324.94,2985000,15.4329,1987.86,-16595.494140625,156.6928
598,598,2343.52,2990000,15.2507,1984.63,-16607.216796875,156.5679
599,599,2286.25,2995000,15.1631,1982.11,-16601.533203125,156.7158
