Running Env Steps,Real Det Return,Real Sto Return,Itration,Running Forward KL,Reward Loss,Running Reverse KL,Running Update Time
1925000,5468.49,5247.09,385,33.4862,-9296.833984375,12.9825,385
1930000,5451.52,5180.23,386,34.1995,-9766.671875,13.287,386
1935000,5463.98,5258.7,387,34.3058,-9595.8515625,13.9378,387
1940000,5504.74,5089.47,388,33.7598,-9565.935546875,13.4855,388
1945000,5504.41,5317.39,389,33.1986,-9477.3310546875,13.3438,389
1950000,5508.64,5291.59,390,33.5826,-9241.3173828125,13.4973,390
1955000,5531.1,5277.02,391,34.0423,-9454.8681640625,13.6162,391
1960000,5453.84,5264.8,392,33.8946,-9416.404296875,12.8179,392
1965000,5508.41,5290.41,393,33.1645,-9390.3994140625,13.2443,393
1970000,5387.06,5235.5,394,32.8482,-9052.123046875,12.3072,394
1975000,5466.09,5270.94,395,33.4873,-8811.001953125,12.422,395
1980000,5478.79,5266.93,396,33.8744,-9964.0654296875,13.4528,396
1985000,5455.23,5279.63,397,33.363,-9016.6884765625,12.4173,397
1990000,5444.03,5283.5,398,33.4779,-9149.7451171875,12.9447,398
1995000,5501.09,5261.77,399,33.5888,-9958.2001953125,11.9033,399
2000000,5389.13,5247.59,400,33.3484,-9912.759765625,12.06,400
2005000,5356.02,5254.76,401,34.1254,-9958.4111328125,12.7442,401
2010000,5479.44,5331.92,402,33.5734,-9116.6201171875,12.6017,402
2015000,5482.13,5278.61,403,34.2217,-10360.6865234375,12.4854,403
2020000,5420.68,5213.22,404,33.8451,-10407.8759765625,13.0123,404
2025000,5482.24,5086.75,405,33.404,-9837.171875,12.9604,405
2030000,5537.69,5337.05,406,33.1109,-9467.0830078125,12.8272,406
2035000,5606.23,5371.31,407,32.7167,-9095.16015625,13.306,407
2040000,5628.81,5352.33,408,32.7811,-9158.998046875,13.3155,408
2045000,5545.68,5296.54,409,33.7869,-10440.908203125,13.1668,409
2050000,5582.95,5324.0,410,33.7334,-9803.1865234375,13.36,410
2055000,5508.59,5337.02,411,33.6897,-10386.2578125,13.2121,411
2060000,5576.03,5336.18,412,33.2777,-9362.0634765625,13.4748,412
2065000,5526.56,5304.74,413,33.753,-9943.4287109375,13.4184,413
2070000,5567.3,5323.2,414,33.57,-9500.189453125,13.2432,414
2075000,5577.5,5304.53,415,33.561,-9126.59765625,13.2589,415
2080000,5363.62,5202.44,416,34.0372,-9158.5751953125,13.3852,416
2085000,5599.19,5348.98,417,33.2534,-8678.943359375,12.9158,417
2090000,2139.95,882.56,418,41.5127,-16344.9921875,22.6529,418
2095000,5241.4,5136.47,419,37.273,-10606.7373046875,17.2411,419
2100000,5229.82,5100.94,420,37.3214,-12482.8310546875,17.512,420
2105000,5518.88,5233.21,421,34.7878,-11270.46484375,16.0843,421
2110000,5227.95,5251.64,422,32.2485,-8305.927734375,13.4828,422
2115000,5361.6,5296.61,423,34.1617,-9695.0751953125,14.9503,423
2120000,5521.79,5386.08,424,33.1984,-8985.7138671875,14.9096,424
2125000,2584.63,4123.91,425,33.4183,-11873.728515625,12.3463,425
2130000,5445.28,5297.58,426,34.3343,-10884.4013671875,14.5718,426
2135000,5469.56,5078.09,427,34.2921,-10752.7568359375,13.9967,427
2140000,4734.17,4163.53,428,34.355,-11520.681640625,13.3994,428
2145000,3234.94,4175.46,429,34.8061,-12664.150390625,13.9621,429
2150000,5429.8,5246.91,430,34.0863,-11088.2978515625,13.6279,430
2155000,5422.64,5076.53,431,34.7805,-11648.1728515625,13.9241,431
2160000,5414.82,5264.32,432,34.611,-11470.775390625,13.7662,432
2165000,5435.12,5229.35,433,33.5441,-11025.1474609375,13.0403,433
2170000,5512.41,5016.15,434,33.3757,-10400.892578125,13.3793,434
2175000,5407.69,3452.55,435,36.3323,-15942.8154296875,14.4717,435
2180000,5394.84,5243.63,436,33.5317,-10286.359375,13.2742,436
2185000,2836.08,3984.32,437,34.573,-11714.0009765625,12.9122,437
2190000,5393.83,5249.23,438,34.2943,-10218.08984375,13.3432,438
2195000,5443.6,5236.11,439,34.5768,-11340.6826171875,14.21,439
2200000,5435.0,4688.39,440,34.7016,-10475.2763671875,13.3619,440
2205000,5403.31,3706.47,441,36.2963,-14310.8076171875,29.5257,441
2210000,5389.01,5246.91,442,33.6612,-10618.7060546875,12.8153,442
2215000,5412.91,5301.24,443,33.8447,-11127.1513671875,13.3985,443
2220000,5434.45,5248.94,444,33.9109,-10396.4365234375,13.4161,444
2225000,5470.36,5275.17,445,33.5461,-10737.8251953125,13.405,445
2230000,5565.38,5359.45,446,33.9199,-10367.1865234375,14.1329,446
2235000,5487.83,5263.81,447,34.6268,-11554.068359375,14.5894,447
2240000,5457.11,5289.58,448,34.5959,-10901.052734375,13.7877,448
2245000,5478.04,5344.36,449,34.0303,-11550.3017578125,13.8775,449
2250000,5501.16,5296.39,450,33.6571,-10261.369140625,13.668,450
2255000,5537.64,5329.57,451,33.6987,-10475.4306640625,14.1659,451
2260000,5462.75,5338.03,452,33.9177,-10168.4990234375,14.2879,452
2265000,5514.25,5320.66,453,33.7645,-11263.26953125,13.6533,453
2270000,5475.64,5316.83,454,33.6119,-9752.0595703125,14.0175,454
2275000,5488.63,5312.06,455,33.6226,-10494.837890625,13.6017,455
2280000,5543.44,5344.96,456,34.0207,-10615.623046875,14.0166,456
2285000,5502.37,5349.61,457,33.6881,-10347.515625,13.8156,457
2290000,5546.62,5398.98,458,33.7524,-10956.4296875,14.0858,458
2295000,5500.85,5306.42,459,34.2541,-11261.1767578125,13.6418,459
2300000,5489.21,5320.15,460,34.1075,-11007.9755859375,14.0362,460
2305000,5535.0,5319.48,461,34.0234,-11574.3994140625,14.2934,461
2310000,5569.94,5361.32,462,33.9614,-11083.3408203125,14.0836,462
2315000,5580.02,5382.77,463,33.4945,-10618.9306640625,14.2307,463
2320000,5520.41,5331.24,464,33.8087,-11158.64453125,13.2828,464
2325000,5519.53,5368.69,465,33.8363,-11554.88671875,13.7472,465
2330000,5389.11,5392.04,466,33.6539,-10955.544921875,13.6508,466
2335000,5521.6,5352.55,467,35.0935,-11521.337890625,14.2466,467
2340000,5522.76,5185.51,468,33.5472,-10837.814453125,13.2868,468
2345000,5486.08,5372.74,469,33.8886,-10668.75390625,13.859,469
2350000,5565.35,5344.48,470,34.291,-11098.7216796875,14.05,470
2355000,5488.18,5338.71,471,34.1941,-12325.4658203125,13.7366,471
2360000,5556.0,5368.81,472,34.4448,-12726.7958984375,13.7616,472
2365000,5540.41,5400.25,473,33.8512,-12265.6728515625,14.1847,473
2370000,5610.93,5371.48,474,33.7863,-11587.3564453125,14.0016,474
2375000,5423.08,5303.95,475,33.648,-11919.4853515625,13.4846,475
2380000,5423.34,5271.59,476,35.0624,-13032.76171875,13.6941,476
2385000,5436.66,5291.82,477,34.1899,-12792.353515625,13.7479,477
2390000,5502.03,5327.29,478,33.4555,-12270.9560546875,13.306,478
2395000,5458.7,5300.39,479,34.1495,-12841.849609375,13.6016,479
2400000,5487.66,5332.15,480,33.6936,-13107.072265625,13.4648,480
2405000,5598.01,5305.41,481,33.9698,-12798.51953125,14.9649,481
2410000,5572.1,4425.55,482,33.8612,-12137.9208984375,17.5572,482
2415000,5545.61,5105.49,483,33.6857,-13187.609375,12.9649,483
2420000,5505.48,4874.16,484,34.6267,-12190.615234375,16.6425,484
2425000,5543.08,4460.07,485,33.6393,-11384.5224609375,13.4275,485
2430000,5582.01,4887.17,486,33.7576,-11554.2451171875,13.4049,486
2435000,5533.73,5079.27,487,33.3156,-10918.8408203125,13.1487,487
2440000,5523.69,5247.78,488,33.8206,-12688.646484375,13.8341,488
2445000,5518.11,4729.34,489,34.0415,-12020.9619140625,15.0834,489
2450000,5214.21,4658.55,490,34.2479,-12663.5771484375,12.6574,490
2455000,5362.58,4238.79,491,34.0411,-11924.744140625,13.7775,491
2460000,3577.59,4674.24,492,34.1481,-11553.8828125,13.9494,492
2465000,5395.96,5001.71,493,34.1912,-11018.5556640625,14.4636,493
2470000,5426.61,4911.09,494,34.3253,-13722.1328125,14.689,494
2475000,5574.1,5417.97,495,33.3513,-13767.18359375,13.9145,495
2480000,5575.65,5125.73,496,34.385,-12660.3369140625,14.9661,496
2485000,5360.34,4646.64,497,33.5218,-11995.123046875,14.4207,497
2490000,5673.5,5436.06,498,34.264,-12838.4013671875,14.7124,498
2495000,4615.74,4726.31,499,33.6097,-11953.9404296875,14.1883,499
2500000,5649.98,5424.68,500,34.0127,-12820.3173828125,14.6638,500
2505000,5659.0,5434.5,501,33.4949,-11340.490234375,14.2848,501
2510000,5617.57,5385.08,502,34.6551,-11815.794921875,14.678,502
2515000,5524.58,5187.37,503,34.4079,-12523.638671875,14.4337,503
2520000,5540.52,4900.15,504,33.5985,-12599.3388671875,13.2989,504
2525000,5556.42,5347.76,505,33.8252,-13306.4140625,13.0544,505
2530000,5530.08,5325.11,506,33.6987,-12420.7744140625,14.2718,506
2535000,5452.66,4688.4,507,34.9542,-14613.80859375,16.7643,507
2540000,5464.99,5301.09,508,34.9272,-13904.84375,14.598,508
2545000,5532.73,5285.06,509,34.2373,-13223.244140625,14.5735,509
2550000,5532.38,5291.3,510,33.9858,-11907.9697265625,13.8488,510
2555000,5518.18,5312.53,511,33.8931,-12683.37890625,14.5338,511
2560000,5580.57,5144.79,512,33.7699,-12597.0869140625,14.0394,512
2565000,5536.73,5278.2,513,34.0686,-13880.736328125,14.1483,513
2570000,5517.7,5097.14,514,33.8246,-13375.208984375,14.6218,514
2575000,5441.37,5076.15,515,34.1165,-13354.685546875,14.9187,515
2580000,5547.15,5297.6,516,34.0361,-13027.86328125,15.1436,516
2585000,5584.08,5118.66,517,34.0888,-13399.001953125,14.6789,517
2590000,5584.89,5312.63,518,33.5326,-13271.4169921875,14.7151,518
2595000,5498.65,5125.76,519,33.923,-13441.3447265625,14.2032,519
2600000,5517.41,5263.22,520,34.3398,-13612.3505859375,14.4909,520
2605000,5503.21,5272.77,521,34.8245,-15802.1923828125,15.3095,521
2610000,5559.78,5350.01,522,34.6165,-14360.4423828125,14.9263,522
2615000,5518.98,5336.9,523,35.2472,-14193.166015625,15.3079,523
2620000,5551.81,5325.43,524,34.9456,-13423.123046875,14.9185,524
2625000,5545.27,5339.19,525,34.0591,-13909.5078125,14.329,525
2630000,5588.21,5382.27,526,34.6221,-14143.1767578125,15.0987,526
2635000,5611.03,5350.04,527,33.7168,-14297.1259765625,13.9199,527
2640000,5626.11,5406.97,528,33.7369,-13528.142578125,13.9272,528
2645000,5612.4,5343.23,529,33.4744,-13912.0576171875,13.4099,529
2650000,5582.91,5342.74,530,35.0515,-14691.5283203125,14.4159,530
2655000,5474.11,5363.08,531,33.3602,-13133.1376953125,12.9714,531
2660000,5590.5,5369.38,532,33.7884,-13616.16015625,13.2986,532
2665000,5557.1,5316.91,533,33.2377,-13359.1806640625,12.6272,533
2670000,5582.42,5357.64,534,32.941,-13851.9951171875,13.1248,534
2675000,5566.88,5349.65,535,34.339,-14198.1826171875,13.5693,535
2680000,5569.38,5175.47,536,33.1362,-13962.1943359375,13.0421,536
2685000,5570.99,5378.23,537,33.1885,-13779.10546875,13.1573,537
2690000,5015.04,5235.23,538,32.7926,-14375.880859375,13.1317,538
2695000,5395.3,5016.41,539,32.6523,-13362.30859375,12.9209,539
2700000,5600.3,5425.31,540,33.5515,-15276.9580078125,13.6195,540
2705000,5612.89,5389.83,541,33.5705,-16103.380859375,13.0804,541
2710000,5569.34,5331.27,542,33.6184,-16191.435546875,14.561,542
2715000,5614.22,5361.64,543,32.7252,-14209.9306640625,14.0765,543
2720000,5547.85,5374.78,544,33.3973,-14917.0419921875,13.8156,544
2725000,5454.11,5287.43,545,34.3747,-16055.37890625,14.7616,545
2730000,5398.25,5276.71,546,33.2625,-14341.5556640625,13.6702,546
2735000,5497.33,5236.02,547,34.1271,-17095.248046875,14.7142,547
2740000,5510.9,5095.8,548,34.3928,-16639.654296875,14.4614,548
2745000,5514.71,5379.94,549,34.0402,-15818.0029296875,14.3124,549
2750000,5390.57,5227.99,550,35.4261,-17860.013671875,16.1194,550
2755000,5508.19,5335.53,551,33.9533,-16402.619140625,13.215,551
2760000,5483.02,5255.18,552,35.001,-17928.01171875,15.2338,552
2765000,5494.92,5243.78,553,35.2982,-17699.505859375,15.3639,553
2770000,5528.51,5296.75,554,36.2659,-18803.328125,16.4339,554
2775000,4916.39,5302.5,555,34.16,-17065.203125,14.1104,555
2780000,3983.78,4630.23,556,33.9213,-15319.6416015625,18.4831,556
2785000,5422.93,5243.97,557,34.2196,-16608.623046875,13.7743,557
2790000,5429.57,5257.96,558,34.6114,-17947.408203125,14.4474,558
2795000,5443.69,5224.63,559,34.6399,-16804.287109375,13.8204,559
2800000,4972.54,3924.83,560,39.6256,-22038.517578125,17.0139,560
2805000,4980.2,4728.02,561,34.2768,-15252.9638671875,14.185,561
2810000,5575.74,4063.16,562,35.558,-18820.642578125,15.0205,562
2815000,5301.34,5102.39,563,36.0499,-19873.236328125,14.8041,563
2820000,5427.79,5188.35,564,37.0664,-18385.212890625,16.5879,564
2825000,5340.59,5143.68,565,35.6955,-18734.24609375,15.3872,565
2830000,5352.98,4967.61,566,35.8023,-19246.697265625,16.0089,566
2835000,5445.54,5259.62,567,34.0764,-14480.6923828125,14.4885,567
2840000,5419.34,4816.42,568,35.861,-18664.673828125,15.1204,568
2845000,5313.11,5116.54,569,34.7861,-16769.353515625,13.9237,569
2850000,4596.85,3185.71,570,36.3949,-22795.08203125,13.4084,570
2855000,5434.9,5024.54,571,35.2705,-17978.53515625,14.2195,571
2860000,5428.7,5082.22,572,34.3543,-19106.015625,13.2341,572
2865000,5362.04,4949.27,573,34.3346,-17654.642578125,12.9451,573
2870000,5417.39,4745.89,574,34.4889,-16878.591796875,12.9954,574
2875000,5481.11,4315.14,575,34.4492,-16730.970703125,13.2738,575
2880000,5451.45,5253.82,576,34.503,-17176.763671875,14.2181,576
2885000,5404.27,3860.51,577,35.1228,-19572.80859375,12.1929,577
2890000,5456.65,4948.32,578,34.4519,-17920.5234375,13.5742,578
2895000,5310.83,5160.73,579,33.7714,-18098.72265625,15.316,579
2900000,5346.72,4629.06,580,33.602,-16973.724609375,13.162,580
2905000,5197.86,4945.08,581,33.406,-17885.17578125,15.9968,581
2910000,5368.97,5208.94,582,32.9069,-16311.0869140625,13.2552,582
2915000,5379.46,5196.79,583,33.2299,-16592.880859375,14.0518,583
2920000,5405.54,4521.14,584,33.2043,-18481.931640625,15.8289,584
2925000,4766.77,2740.01,585,37.5553,-24219.931640625,19.4073,585
2930000,5243.99,5232.57,586,33.0383,-16494.947265625,14.5476,586
2935000,5113.6,5171.31,587,33.3092,-16158.3701171875,13.8692,587
2940000,5320.85,4978.0,588,33.3487,-15122.66796875,13.6592,588
2945000,5429.1,5360.38,589,32.0518,-15813.05859375,13.5629,589
2950000,4783.46,4772.68,590,34.6945,-19661.359375,27.7905,590
2955000,4534.73,4658.01,591,40.0072,-17154.15625,18.5038,591
2960000,5239.32,5091.15,592,35.4745,-17887.873046875,17.1273,592
2965000,5259.77,4764.23,593,36.7196,-21637.45703125,19.6012,593
2970000,5113.87,5072.21,594,35.7777,-20500.146484375,16.2514,594
2975000,4615.95,4989.24,595,35.1833,-20031.751953125,16.6619,595
2980000,5385.2,5214.0,596,34.8165,-19366.294921875,16.7325,596
2985000,5148.85,4612.99,597,32.2625,-17434.59765625,14.8167,597
2990000,4409.49,4867.91,598,33.3726,-17286.50390625,18.1434,598
2995000,3529.29,3378.25,599,34.7938,-21226.783203125,18.8824,599
3000000,4685.5,4071.24,600,33.8028,-21726.076171875,18.863,600
3005000,5422.59,4738.44,601,33.7012,-19438.9453125,14.4126,601
3010000,5157.65,4206.1,602,35.6139,-22753.736328125,19.1276,602
3015000,5172.97,5055.42,603,35.0105,-22421.568359375,14.5765,603
3020000,5231.79,5064.69,604,34.5827,-21417.267578125,14.5147,604
3025000,5184.33,4889.07,605,34.8535,-22218.455078125,14.5656,605
3030000,5250.91,4854.09,606,34.6876,-20806.494140625,14.61,606
3035000,5151.36,4815.16,607,34.5307,-21078.748046875,13.7838,607
3040000,5266.13,5100.79,608,33.5194,-19885.662109375,14.0253,608
3045000,5407.49,5211.74,609,33.94,-20052.1484375,14.81,609
3050000,5474.12,5250.33,610,32.7744,-17625.73828125,14.1077,610
3055000,5159.5,5270.5,611,33.5284,-19526.591796875,14.4002,611
3060000,5440.71,5300.24,612,33.5407,-18855.16015625,14.6201,612
3065000,5445.2,5336.2,613,33.3348,-18871.966796875,14.7519,613
3070000,5428.36,5258.58,614,33.4878,-18545.576171875,13.7616,614
3075000,5485.58,5255.05,615,33.2883,-18747.54296875,13.9842,615
3080000,5654.88,5405.45,616,32.9803,-16012.3828125,13.3418,616
3085000,5536.82,5405.83,617,31.575,-15161.5810546875,13.6807,617
3090000,5441.71,5399.82,618,31.8804,-14758.8173828125,13.4104,618
3095000,5426.89,5374.74,619,32.2889,-15385.0673828125,13.9195,619
3100000,5460.58,5331.38,620,32.9464,-16859.51171875,13.654,620
3105000,5369.79,5251.28,621,31.9451,-16927.00390625,13.0688,621
3110000,5268.29,5254.95,622,33.0924,-17113.732421875,13.569,622
3115000,5458.02,5335.65,623,33.1548,-17855.203125,14.4032,623
3120000,5577.44,5169.57,624,33.4437,-17851.02734375,14.0079,624
3125000,5624.42,5405.92,625,32.8373,-18159.240234375,13.5013,625
3130000,5585.63,5392.1,626,33.6937,-17743.146484375,14.3552,626
3135000,5451.24,5304.04,627,34.0681,-18462.1953125,13.8184,627
3140000,5499.44,5353.11,628,33.3262,-17307.05078125,13.7298,628
3145000,5590.66,5427.41,629,33.8239,-17514.015625,14.6353,629
3150000,5458.11,5239.14,630,33.3337,-19771.19140625,13.9834,630
3155000,5480.51,5332.11,631,35.1698,-21460.970703125,15.0618,631
3160000,5547.82,5351.7,632,32.9686,-16382.5,13.6259,632
3165000,5378.0,5255.45,633,33.8381,-18924.583984375,14.6016,633
3170000,5379.66,5236.83,634,33.0401,-18181.78125,13.6263,634
3175000,5432.4,5325.82,635,32.0207,-16750.232421875,14.0988,635
3180000,5401.35,5282.75,636,33.0548,-16722.759765625,13.7858,636
3185000,5554.36,5342.4,637,32.6911,-16555.509765625,14.6772,637
3190000,5197.3,4905.29,638,32.2363,-15296.6767578125,13.4293,638
3195000,5582.36,5435.87,639,32.289,-16188.7392578125,13.8738,639
3200000,5418.2,5347.18,640,32.492,-16680.92578125,13.8712,640
3205000,5052.11,5229.12,641,33.2362,-17676.212890625,14.407,641
3210000,5423.56,5109.02,642,33.2156,-17499.251953125,13.8456,642
3215000,5235.39,5218.56,643,32.3114,-16926.26953125,14.2117,643
3220000,5262.48,5284.27,644,32.8262,-16801.697265625,14.2695,644
3225000,5590.43,5424.18,645,32.9447,-17764.466796875,14.1272,645
3230000,5455.09,5340.17,646,32.293,-16813.103515625,13.2556,646
3235000,5622.29,5188.69,647,33.2012,-19076.408203125,15.5898,647
3240000,5462.83,5073.76,648,34.659,-19735.8046875,14.9126,648
3245000,5515.2,5367.78,649,33.8867,-19508.7109375,16.4326,649
3250000,5012.23,5130.62,650,33.9647,-19139.091796875,17.4653,650
3255000,5518.81,5340.81,651,33.7327,-18744.26171875,14.6838,651
3260000,5557.16,5418.81,652,33.3917,-17362.294921875,14.748,652
3265000,5597.2,5407.35,653,33.6849,-18149.421875,13.9141,653
3270000,5251.94,5335.99,654,32.5034,-16527.228515625,13.6073,654
3275000,5534.96,5438.52,655,33.1562,-17458.861328125,14.036,655
3280000,5470.43,5200.51,656,32.4311,-16911.330078125,13.9959,656
3285000,5535.61,5232.2,657,32.6434,-17837.6484375,13.8272,657
3290000,5661.92,5447.84,658,32.6614,-17812.482421875,14.0792,658
3295000,5419.02,5025.26,659,32.8271,-16787.927734375,15.8963,659
3300000,5443.37,5148.41,660,32.7646,-15942.02734375,14.1923,660
3305000,5509.36,5440.24,661,32.6809,-17810.150390625,14.0234,661
3310000,5573.35,5483.81,662,32.8866,-17853.7265625,14.7394,662
3315000,5635.53,5460.6,663,32.9877,-18837.935546875,15.0554,663
3320000,5561.0,5404.25,664,33.0749,-18412.57421875,14.5385,664
3325000,5523.1,5369.22,665,33.9241,-21276.6328125,14.1543,665
3330000,5664.27,5491.72,666,34.2717,-19715.13671875,15.5082,666
3335000,5621.43,5302.22,667,33.0453,-18583.38671875,14.2618,667
3340000,5686.07,5351.03,668,33.2712,-18249.4453125,14.4718,668
3345000,5617.03,5452.98,669,33.0727,-16809.5,14.548,669
3350000,5590.51,5425.94,670,32.747,-17008.775390625,13.3849,670
3355000,5648.84,5437.54,671,33.5781,-18131.927734375,14.4854,671
3360000,5519.29,5394.51,672,34.4349,-19537.931640625,15.0183,672
3365000,5665.55,5467.25,673,34.6223,-21361.154296875,14.9368,673
3370000,5621.71,5475.25,674,32.9674,-17427.33203125,14.5238,674
3375000,5603.32,5201.61,675,34.1019,-17972.99609375,14.0004,675
3380000,5612.9,5498.68,676,32.5585,-17613.353515625,13.9556,676
3385000,5641.86,5490.56,677,34.1173,-19405.443359375,15.1384,677
3390000,5580.28,5464.12,678,33.1304,-17628.775390625,14.338,678
3395000,5682.68,5479.51,679,33.5537,-19226.73828125,14.5141,679
3400000,5663.38,5508.25,680,33.1965,-16711.734375,14.5573,680
3405000,5666.94,5496.79,681,33.1515,-18137.765625,14.6135,681
3410000,5676.76,5451.73,682,33.711,-19510.859375,15.0211,682
3415000,5685.12,5494.15,683,32.9088,-18664.06640625,14.7804,683
3420000,5679.74,5503.85,684,33.2812,-18753.61328125,15.1472,684
3425000,5533.21,5441.77,685,33.9737,-19814.658203125,16.3263,685
3430000,5694.06,5494.46,686,33.8621,-21298.748046875,14.5997,686
3435000,5631.73,5247.4,687,33.5185,-19366.841796875,14.8909,687
3440000,5677.46,5223.36,688,33.7268,-20538.11328125,14.974,688
3445000,5690.05,4143.36,689,35.2781,-23438.4375,24.1263,689
3450000,5645.5,5459.1,690,33.5378,-21706.41015625,13.9364,690
3455000,5597.72,5402.9,691,34.1146,-21714.1640625,14.6582,691
3460000,5700.48,5446.54,692,34.3524,-20780.322265625,15.7745,692
3465000,5620.25,4981.09,693,34.0546,-20472.771484375,15.1603,693
3470000,5650.11,5250.21,694,34.6239,-21776.931640625,16.3296,694
3475000,5666.33,5443.59,695,32.9605,-19271.5234375,14.6098,695
3480000,5642.17,5482.71,696,33.7115,-18983.9296875,14.8793,696
3485000,5670.78,5448.05,697,34.064,-20017.8046875,15.5507,697
3490000,5612.59,5205.62,698,34.0788,-19611.572265625,15.4377,698
3495000,5640.41,5479.59,699,32.9883,-17889.103515625,14.718,699
3500000,5571.83,5432.14,700,34.0627,-19342.107421875,14.3789,700
3505000,5698.78,5513.46,701,34.1269,-18573.255859375,15.7389,701
3510000,5638.31,5467.59,702,33.34,-18506.171875,14.7593,702
3515000,5673.57,4718.08,703,34.3706,-21611.943359375,23.5403,703
3520000,5553.86,5014.13,704,34.5912,-20700.501953125,17.2958,704
3525000,5544.57,5404.54,705,33.0766,-18838.64453125,15.0944,705
3530000,5588.74,5260.07,706,33.6414,-18906.244140625,14.6089,706
3535000,5603.09,5453.91,707,33.4117,-19431.890625,15.4168,707
3540000,5644.69,5461.08,708,33.2646,-20608.765625,15.2038,708
3545000,5586.95,5392.03,709,33.7408,-20169.13671875,14.7321,709
3550000,5497.55,5437.14,710,33.939,-20635.71875,15.7528,710
3555000,5493.62,5359.74,711,33.7148,-19367.416015625,15.3325,711
3560000,5539.46,4909.44,712,33.5012,-19516.3515625,15.5821,712
3565000,5526.34,5301.99,713,34.1332,-21072.80078125,15.4226,713
3570000,5559.25,5389.79,714,33.6621,-20126.62890625,15.6233,714
3575000,5516.15,5163.15,715,33.3581,-21478.873046875,16.6897,715
3580000,5620.99,5447.87,716,33.6505,-21886.294921875,14.9688,716
3585000,5561.67,5283.07,717,33.4293,-20312.880859375,15.0867,717
3590000,5637.5,5023.2,718,33.2078,-21360.568359375,15.4173,718
3595000,5573.93,5314.24,719,32.8381,-19637.216796875,15.1192,719
3600000,5625.41,5409.11,720,33.4527,-20838.80859375,15.5413,720
3605000,5666.93,5481.49,721,32.8612,-19184.744140625,15.3816,721
3610000,5690.34,5480.85,722,33.6377,-20542.609375,16.5554,722
3615000,5578.58,5421.27,723,32.9314,-20122.07421875,14.6546,723
3620000,5577.21,5280.73,724,33.6317,-20614.509765625,15.1698,724
3625000,5621.98,5442.56,725,33.5944,-22374.44140625,15.0268,725
3630000,5666.81,5250.41,726,34.044,-21642.0234375,15.8207,726
3635000,5617.48,5458.98,727,33.663,-19886.416015625,15.9224,727
3640000,5605.33,5402.27,728,34.4297,-21460.072265625,15.8512,728
3645000,5660.71,5446.99,729,33.3939,-20805.087890625,16.0021,729
3650000,5685.53,5435.13,730,33.6375,-20510.265625,15.4575,730
3655000,5670.07,5332.74,731,33.2641,-19898.501953125,15.5566,731
3660000,5712.1,5459.96,732,33.2384,-20231.7109375,15.5042,732
3665000,5555.48,5335.64,733,34.1781,-21049.4296875,14.7559,733
3670000,5693.0,5417.58,734,33.2164,-21395.71875,14.2395,734
3675000,5651.08,5323.92,735,33.5927,-21041.60546875,14.391,735
3680000,5666.28,5425.82,736,33.9645,-21326.060546875,14.439,736
3685000,5680.25,5445.46,737,33.464,-19402.251953125,15.059,737
3690000,5636.49,5448.99,738,32.5256,-19789.857421875,14.4873,738
3695000,5634.57,5086.89,739,33.3957,-21692.755859375,15.1117,739
3700000,5649.55,4937.88,740,33.6457,-20006.08984375,14.8791,740
3705000,5689.41,5486.86,741,33.3207,-19998.755859375,14.8926,741
3710000,177.29,170.73,742,49.3055,-25563.689453125,24.6579,742
3715000,1631.25,2733.05,743,39.167,-27096.30078125,19.0707,743
3720000,1461.43,1998.59,744,38.7345,-29386.671875,21.1635,744
3725000,2043.24,2943.96,745,39.5042,-28285.35546875,23.8575,745
3730000,2380.87,2988.53,746,36.3697,-29336.36328125,18.2881,746
3735000,5310.81,5027.59,747,35.4724,-21953.68359375,18.7655,747
3740000,1809.18,3909.02,748,34.4427,-22185.8984375,28.3019,748
3745000,5546.39,5432.12,749,33.6797,-21866.033203125,18.5584,749
3750000,5574.53,5472.96,750,33.7938,-20962.3671875,17.3223,750
3755000,5664.69,5537.69,751,33.5443,-20242.263671875,17.5916,751
3760000,5557.89,5439.0,752,34.2961,-22728.1484375,18.0179,752
3765000,5619.92,5491.76,753,33.5407,-19649.40234375,17.2252,753
3770000,5610.09,5491.12,754,34.2174,-20861.416015625,17.5298,754
3775000,-12.57,265.91,755,40.786,-23388.630859375,32.0694,755
3780000,11.97,12.81,756,41.1159,-26983.482421875,45.1245,756
3785000,5141.67,5100.37,757,35.5611,-21563.0703125,18.9851,757
3790000,5197.88,5095.8,758,35.3499,-22491.611328125,18.8257,758
3795000,5323.66,5231.85,759,34.7989,-22386.30859375,17.6666,759
3800000,5404.17,5316.18,760,32.7852,-20693.58984375,16.8554,760
3805000,5540.25,5156.51,761,32.9686,-21191.216796875,16.4898,761
3810000,5575.14,5453.76,762,33.3435,-21869.52734375,15.9775,762
3815000,5311.19,4020.32,763,33.9195,-23210.439453125,23.4068,763
3820000,5601.27,5452.79,764,32.7352,-22313.1875,16.2552,764
3825000,5595.12,5519.59,765,32.2955,-22326.111328125,16.2489,765
3830000,3709.7,3897.25,766,34.1705,-26464.111328125,29.668,766
3835000,5344.8,4981.23,767,33.469,-21868.439453125,16.1785,767
3840000,5083.44,5017.97,768,32.5221,-21031.947265625,15.9322,768
3845000,5520.91,5442.89,769,32.8903,-23466.630859375,16.5579,769
3850000,5639.9,5261.82,770,33.095,-21998.130859375,16.7916,770
3855000,5621.15,5518.47,771,32.9301,-23416.744140625,17.0067,771
