Running Update Time,Running Forward KL,Running Reverse KL,Running Env Steps,Real Sto Return,Real Det Return,Reward Loss,Itration
388,44.2195,16.0353,1940000,4259.98,3546.55,-25498.900390625,388
389,44.1831,17.0855,1945000,3646.7,1611.79,-25442.501953125,389
390,44.1324,16.9911,1950000,4329.85,4089.01,-25785.41015625,390
391,44.3402,17.0457,1955000,4309.65,4313.61,-25933.951171875,391
392,44.4895,18.1369,1960000,4339.92,4370.96,-26158.794921875,392
393,44.3102,18.0629,1965000,4334.32,4378.21,-26067.96484375,393
394,44.2009,16.3558,1970000,4226.35,4230.54,-25931.5859375,394
395,43.8878,17.7049,1975000,3996.31,4361.52,-25479.66796875,395
396,43.6702,16.4136,1980000,3954.73,4316.15,-25690.115234375,396
397,43.3843,17.1196,1985000,4330.4,4344.42,-26157.953125,397
398,44.9242,18.1174,1990000,4275.37,4134.76,-26761.01953125,398
399,43.9497,17.0443,1995000,4087.89,4347.24,-26864.91796875,399
400,44.7174,19.061,2000000,4079.47,4184.66,-27379.87109375,400
401,44.5892,17.7897,2005000,4074.96,4327.23,-27207.615234375,401
402,44.5117,17.3939,2010000,4225.89,4260.35,-26808.443359375,402
403,44.6874,18.1141,2015000,4252.57,4285.62,-27038.568359375,403
404,44.1713,17.917,2020000,3629.16,4424.57,-27032.29296875,404
405,44.5452,18.0717,2025000,4318.26,4383.2,-27771.7734375,405
406,44.0662,16.4258,2030000,4257.27,4319.58,-26907.962890625,406
407,43.9789,16.033,2035000,4296.37,4369.45,-27681.373046875,407
408,43.8345,17.2582,2040000,4116.78,4309.04,-27870.0234375,408
409,43.5289,16.2935,2045000,4110.72,4337.8,-27095.328125,409
410,43.6868,17.0117,2050000,4245.97,4360.32,-27209.99609375,410
411,44.6599,18.3637,2055000,4304.29,4387.97,-28550.44921875,411
412,44.4654,17.0395,2060000,4158.28,4415.5,-28028.02734375,412
413,44.3186,17.4796,2065000,4115.29,4412.64,-28270.697265625,413
414,44.3011,17.9565,2070000,4134.22,4385.32,-28303.533203125,414
415,44.3164,16.905,2075000,4339.87,4417.92,-27957.564453125,415
416,43.8806,17.1576,2080000,4320.85,4403.9,-28235.109375,416
417,44.7668,18.4289,2085000,3435.08,4399.43,-29261.80859375,417
418,43.9977,17.4523,2090000,4393.39,4457.72,-28472.384765625,418
419,44.239,17.3997,2095000,3918.91,4447.12,-28473.990234375,419
420,44.9785,16.4785,2100000,4144.01,3240.39,-29601.09765625,420
421,44.4339,16.6255,2105000,4226.49,4239.01,-28912.48828125,421
422,44.4473,16.1736,2110000,3802.1,4420.7,-29497.2578125,422
423,44.3635,18.6873,2115000,4160.64,4286.15,-29440.189453125,423
424,44.4881,18.308,2120000,4368.77,4445.67,-29468.689453125,424
425,45.0058,17.2803,2125000,4343.32,4091.48,-29546.611328125,425
426,44.4857,17.6355,2130000,4186.93,4431.61,-29670.12890625,426
427,43.9783,18.1004,2135000,4342.18,4376.07,-29603.236328125,427
428,44.2582,18.7496,2140000,4396.3,4470.85,-29703.73828125,428
429,44.587,18.3565,2145000,4249.24,4431.94,-30337.705078125,429
430,43.9352,17.9302,2150000,4350.98,4397.77,-28713.787109375,430
431,43.4188,16.856,2155000,4244.21,4383.37,-28375.95703125,431
432,43.7623,15.9163,2160000,4325.49,4350.49,-29119.677734375,432
433,44.4021,19.2875,2165000,4379.03,4011.47,-30915.013671875,433
434,43.7354,17.2464,2170000,4298.95,4425.32,-29651.064453125,434
435,43.6677,17.5774,2175000,4144.41,4220.76,-29931.130859375,435
436,43.8875,16.2979,2180000,4211.41,3463.34,-31274.818359375,436
437,44.0151,17.1713,2185000,4321.73,3835.59,-30056.150390625,437
438,43.8983,17.379,2190000,4382.48,4484.84,-28985.658203125,438
439,44.4369,17.2967,2195000,4162.93,4429.15,-30913.83203125,439
440,44.1741,17.6315,2200000,3988.73,3871.0,-29760.833984375,440
441,44.3121,16.1543,2205000,4349.41,4496.54,-31233.0390625,441
442,43.9323,17.1977,2210000,4365.06,4530.36,-30372.873046875,442
443,44.1245,17.393,2215000,4149.53,4441.6,-31638.146484375,443
444,44.185,18.4849,2220000,3880.53,4454.77,-31695.1484375,444
445,44.1028,16.8112,2225000,4387.81,4304.35,-31555.39453125,445
446,44.2356,17.669,2230000,4381.71,4482.98,-31973.224609375,446
447,43.7743,17.6153,2235000,4410.51,4311.08,-32384.158203125,447
448,44.3536,17.8763,2240000,4375.75,4084.37,-32717.6484375,448
449,44.2364,16.365,2245000,4412.59,4517.61,-32261.15625,449
450,44.101,16.0717,2250000,4249.2,4500.82,-32559.072265625,450
451,44.163,17.5503,2255000,4366.26,4281.45,-33106.0078125,451
452,44.3119,18.5144,2260000,4179.9,4483.95,-32870.30078125,452
453,44.2458,17.6499,2265000,4379.14,4516.15,-32424.7890625,453
454,44.2606,16.6574,2270000,4308.16,4191.48,-33310.16796875,454
455,44.9451,17.0605,2275000,4063.07,4458.51,-35008.6953125,455
456,44.322,18.1746,2280000,4315.31,4442.26,-33379.375,456
457,44.3423,18.6137,2285000,4173.23,4433.59,-33392.03515625,457
458,44.3035,18.0887,2290000,4330.46,3668.99,-33834.125,458
459,44.3653,18.289,2295000,4152.27,4331.76,-34287.63671875,459
460,44.1958,18.0495,2300000,4201.12,4438.93,-33977.9921875,460
461,44.0323,18.3366,2305000,4051.45,4353.98,-34192.90625,461
462,44.4485,16.9363,2310000,3838.49,4430.61,-34687.94140625,462
463,44.4364,17.3553,2315000,3728.21,4383.32,-34627.90234375,463
464,44.2861,19.0645,2320000,4158.84,4411.35,-34975.34765625,464
465,44.9504,18.7084,2325000,4279.78,4429.36,-35320.73046875,465
466,43.675,17.9334,2330000,4206.18,4457.86,-34214.70703125,466
467,44.4598,17.8264,2335000,4209.85,4398.05,-35488.33984375,467
468,44.189,18.5053,2340000,4304.84,4402.01,-34422.69921875,468
469,44.4964,17.9415,2345000,4342.3,4342.06,-35597.56640625,469
470,43.8772,16.9223,2350000,4370.53,4347.28,-35023.69921875,470
471,43.9309,18.1884,2355000,4345.42,4394.1,-35607.23828125,471
472,43.5319,16.4662,2360000,4293.24,4308.48,-34754.45703125,472
473,44.7942,19.7251,2365000,4329.56,4386.31,-35921.7421875,473
474,44.3067,18.6813,2370000,4323.36,4337.08,-35690.60546875,474
475,44.0798,18.6154,2375000,4399.95,4497.12,-35518.19140625,475
476,44.4834,18.4771,2380000,4279.82,4412.7,-36652.7890625,476
477,44.3415,17.5595,2385000,4332.71,4381.51,-36209.00390625,477
478,44.4159,18.3552,2390000,4395.68,4419.91,-36731.41015625,478
479,44.2193,18.3725,2395000,4146.39,4328.05,-36654.3671875,479
480,44.1626,18.6884,2400000,4106.62,4435.87,-37106.52734375,480
481,44.5862,18.3365,2405000,4143.4,4423.57,-37496.328125,481
482,44.8076,18.0345,2410000,4361.83,4354.68,-37696.8671875,482
483,44.4278,19.0032,2415000,4332.55,4363.46,-38291.453125,483
484,44.2166,18.0627,2420000,4320.58,4364.26,-37390.44140625,484
485,44.3654,18.669,2425000,4305.12,4357.17,-38095.6484375,485
486,44.5589,18.6457,2430000,4360.99,4358.12,-38619.6953125,486
487,44.1542,18.0669,2435000,4347.87,4355.58,-38488.421875,487
488,44.112,18.2035,2440000,4359.96,4401.68,-38293.38671875,488
489,44.0899,17.7093,2445000,4298.5,4324.29,-37577.32421875,489
490,44.5205,17.5535,2450000,4342.59,4382.26,-38283.984375,490
491,44.3054,17.9611,2455000,4307.05,4331.89,-38085.03125,491
492,44.0551,17.0371,2460000,4180.64,4401.4,-37744.52734375,492
493,44.3496,16.7105,2465000,4313.13,4378.78,-37676.99609375,493
494,44.301,18.1003,2470000,3953.86,4388.79,-39244.7734375,494
495,43.9322,17.6259,2475000,4322.48,4404.0,-37819.81640625,495
496,44.5651,17.1563,2480000,4349.68,4421.69,-39371.46484375,496
497,44.1093,18.1751,2485000,4367.47,4392.09,-39678.58984375,497
498,44.1296,18.4167,2490000,4365.45,4451.29,-39553.98046875,498
499,44.2797,17.8685,2495000,4085.13,4541.02,-38821.30078125,499
500,43.6351,17.0048,2500000,4399.76,4459.24,-38701.10546875,500
501,48.7159,18.1308,2505000,379.13,329.54,-40193.390625,501
502,44.3811,19.4869,2510000,3079.23,4252.24,-36334.984375,502
503,46.1743,17.0613,2515000,1024.36,948.86,-39089.234375,503
504,44.4394,22.6015,2520000,3367.52,3825.98,-38525.65234375,504
505,44.298,19.2372,2525000,3486.03,4059.21,-37728.00390625,505
506,43.471,19.7206,2530000,3906.36,3987.65,-39872.07421875,506
507,43.5211,18.5993,2535000,4050.84,4027.25,-38458.84765625,507
508,43.5284,18.9389,2540000,4082.93,4065.53,-38177.72265625,508
509,44.0219,17.8261,2545000,4199.33,2485.72,-39419.796875,509
510,43.3497,18.3689,2550000,4220.17,4250.93,-40178.9609375,510
511,43.3825,17.9485,2555000,4133.05,4168.4,-39225.3125,511
512,42.9862,17.4544,2560000,4076.34,4040.26,-38633.1328125,512
513,42.9699,17.0712,2565000,3849.75,3902.85,-39835.07421875,513
514,43.0475,17.7148,2570000,4191.63,4245.16,-40956.14453125,514
515,43.0891,17.7801,2575000,4079.9,4232.53,-40270.4609375,515
516,43.4798,17.4892,2580000,4230.11,4316.02,-40172.96484375,516
517,43.6828,18.939,2585000,4337.97,4440.75,-41300.21875,517
518,43.7465,18.6013,2590000,4378.49,4436.79,-42119.44921875,518
519,43.7124,24.326,2595000,4237.03,4294.37,-41521.18359375,519
520,43.2428,17.5269,2600000,4307.76,4401.03,-41652.3203125,520
521,43.4416,18.2422,2605000,4311.93,4426.66,-41860.2109375,521
522,42.8941,17.787,2610000,4362.01,4417.35,-42166.9921875,522
523,44.0013,20.2296,2615000,4078.49,4446.11,-42365.96875,523
524,42.5894,17.9804,2620000,4106.02,4421.96,-41605.65234375,524
525,43.1091,17.9685,2625000,4163.38,4404.67,-42448.41015625,525
526,43.1273,17.8885,2630000,4331.41,4417.71,-42490.1328125,526
527,43.4448,18.0079,2635000,4329.96,4361.31,-43241.39453125,527
528,43.2163,18.1345,2640000,4158.76,4375.16,-42867.875,528
529,42.988,17.9438,2645000,4321.67,4378.43,-43395.046875,529
530,43.169,17.8211,2650000,4116.43,4364.44,-43275.91015625,530
531,43.861,18.2164,2655000,4193.15,4450.78,-43704.44921875,531
532,43.5181,18.0676,2660000,4416.68,4438.23,-43178.0703125,532
533,43.3001,18.0025,2665000,4363.86,4420.98,-43284.48046875,533
534,43.7835,18.0286,2670000,4374.54,4407.96,-44156.0390625,534
535,43.8113,18.1327,2675000,4369.27,4421.53,-44037.41015625,535
536,43.3534,17.4916,2680000,4302.19,4344.68,-42926.89453125,536
537,43.6786,18.2043,2685000,4358.06,4401.1,-43958.2265625,537
538,43.7239,18.2055,2690000,4411.98,4415.24,-45496.1328125,538
539,43.9027,18.0258,2695000,4384.83,4445.21,-45304.7578125,539
540,43.1313,17.9449,2700000,4391.69,4414.42,-44822.921875,540
541,43.5307,18.022,2705000,4383.86,4388.42,-45115.94140625,541
542,43.2138,17.523,2710000,4308.45,4320.36,-44045.5703125,542
543,43.7061,18.1876,2715000,4411.8,4457.45,-45436.30859375,543
544,43.6044,17.6489,2720000,4290.34,4283.44,-44045.5625,544
545,43.105,17.6125,2725000,4375.9,4342.92,-44650.57421875,545
546,43.5293,18.0176,2730000,4354.95,4403.73,-45600.6171875,546
547,43.6687,17.6644,2735000,4382.38,4381.1,-46001.76953125,547
548,43.493,17.6795,2740000,4333.06,4312.17,-45245.8828125,548
549,43.265,17.4518,2745000,4140.69,4317.96,-45787.64453125,549
550,43.5706,17.8365,2750000,4333.04,4338.23,-45907.70703125,550
551,43.5975,17.4184,2755000,4282.94,4317.62,-46085.6015625,551
552,43.2738,17.3501,2760000,4291.78,4300.93,-45593.48046875,552
553,43.2477,17.0872,2765000,4353.53,4383.16,-44535.984375,553
554,43.471,17.9544,2770000,4339.68,4337.7,-46121.578125,554
555,42.9794,17.0807,2775000,4319.88,4285.38,-44547.6640625,555
556,42.9205,16.9289,2780000,4411.05,4391.23,-47005.1484375,556
557,43.7696,17.6843,2785000,4174.93,4380.4,-47183.40234375,557
558,43.2298,17.3912,2790000,4201.92,4363.86,-46330.9765625,558
559,43.3588,16.1977,2795000,4299.74,4315.47,-44991.53515625,559
560,43.1525,17.5853,2800000,4266.19,4254.86,-46853.015625,560
561,42.2351,17.4422,2805000,4325.5,4335.18,-46902.7421875,561
562,42.7883,17.1738,2810000,4299.36,4335.47,-46396.44921875,562
563,43.7537,17.4652,2815000,4322.13,4363.92,-47215.46484375,563
564,42.8102,17.3628,2820000,4201.41,4361.77,-47326.1640625,564
565,42.7673,17.7489,2825000,4315.73,4321.47,-46953.54296875,565
566,43.1579,17.4648,2830000,4332.63,4333.21,-46956.0625,566
567,43.7833,17.6421,2835000,4350.04,4367.15,-48688.3984375,567
568,43.2788,17.9555,2840000,4375.15,4373.07,-48633.640625,568
569,43.4733,17.8158,2845000,4323.79,4328.42,-48544.2109375,569
570,43.4909,17.5945,2850000,4322.05,4325.21,-48966.63671875,570
571,43.6267,17.7101,2855000,4348.12,4373.43,-49358.2265625,571
572,42.9561,17.7263,2860000,4323.27,4384.35,-48980.28515625,572
573,43.4288,17.4313,2865000,4354.87,4416.74,-49437.34375,573
574,42.8465,17.0257,2870000,4319.98,4349.99,-47860.66015625,574
575,42.8219,17.4389,2875000,4328.08,4370.51,-49227.94921875,575
576,43.1575,17.74,2880000,4354.67,4414.9,-49035.515625,576
577,43.531,18.125,2885000,4400.6,4446.19,-49878.62109375,577
578,43.8782,18.1518,2890000,4419.69,4437.15,-50099.17578125,578
579,43.2499,18.0915,2895000,4409.3,4454.51,-49430.6015625,579
580,43.2867,17.8457,2900000,4344.99,4396.88,-49661.33984375,580
581,43.8554,18.2766,2905000,4405.3,4447.82,-51306.21875,581
582,43.6544,18.293,2910000,4402.45,4430.41,-49569.890625,582
583,43.7116,18.2341,2915000,4422.92,4456.18,-51179.8984375,583
584,43.4579,18.3574,2920000,4371.15,4432.3,-50286.4453125,584
585,43.122,17.2596,2925000,4302.69,4328.07,-49202.0390625,585
586,43.5101,18.2593,2930000,4388.73,4447.85,-50547.75390625,586
587,43.5394,17.7792,2935000,4437.46,4470.57,-50827.46484375,587
588,43.5302,17.7822,2940000,4427.29,4446.58,-49662.8671875,588
589,43.1091,17.4432,2945000,4392.42,4441.39,-49438.6015625,589
590,43.3236,17.3409,2950000,4412.25,4466.5,-49721.109375,590
591,43.3069,17.8153,2955000,4391.02,4422.67,-50296.78125,591
592,43.3204,17.6581,2960000,4264.22,4468.03,-50338.61328125,592
593,43.2352,17.8662,2965000,4185.34,4407.79,-50665.453125,593
594,43.4901,18.1559,2970000,4181.56,4400.67,-51077.734375,594
595,43.6221,18.3472,2975000,4371.13,4411.7,-50953.640625,595
596,43.8026,18.4492,2980000,4397.46,4427.89,-50973.234375,596
597,43.4158,17.7217,2985000,4375.3,4415.51,-49932.32421875,597
598,43.4317,18.0449,2990000,4358.78,4418.58,-51036.67578125,598
599,43.1961,17.7023,2995000,4344.59,4344.71,-50136.81640625,599
600,43.2966,17.9194,3000000,4332.72,4188.09,-49574.5625,600
601,43.1585,17.8529,3005000,4375.77,4404.03,-50500.9296875,601
602,43.2799,17.8134,3010000,4247.67,4445.74,-50696.296875,602
603,43.1379,18.0203,3015000,3759.96,4456.36,-50448.69921875,603
604,43.4837,17.9272,3020000,4051.32,4457.63,-51043.19140625,604
605,43.1883,18.0498,3025000,4415.04,4443.38,-49350.859375,605
606,43.2211,18.6022,3030000,4264.81,4480.72,-49036.81640625,606
607,43.332,18.1655,3035000,4392.1,4436.42,-49760.625,607
608,43.2044,17.5304,3040000,4278.36,4473.25,-49831.125,608
609,42.7974,17.5643,3045000,4448.37,4501.75,-50895.546875,609
610,43.4212,17.6881,3050000,4309.5,4488.31,-51718.68359375,610
611,43.657,18.6838,3055000,4237.41,4491.48,-50387.234375,611
612,43.2344,18.2545,3060000,4459.47,4530.82,-51618.21484375,612
613,43.9212,17.7247,3065000,4443.02,4526.48,-52091.08984375,613
614,43.1101,17.8727,3070000,4405.77,4500.37,-51099.671875,614
615,43.0089,17.1979,3075000,4222.44,4340.76,-51127.34765625,615
616,43.272,17.7443,3080000,4426.42,4477.38,-51451.59765625,616
617,43.2551,17.7851,3085000,4478.37,4516.43,-51379.0078125,617
618,42.9528,16.9615,3090000,4253.17,4408.63,-51297.0625,618
619,43.1907,17.9018,3095000,4442.85,4499.54,-52598.7421875,619
620,43.298,16.9208,3100000,4202.0,4408.92,-52103.41015625,620
621,42.7095,17.1945,3105000,4255.04,4493.02,-51142.97265625,621
622,42.9254,17.6026,3110000,4437.98,4464.82,-50799.6328125,622
623,43.0491,17.9711,3115000,4286.69,4523.01,-50850.97265625,623
624,43.0311,18.9217,3120000,3826.65,4554.04,-51620.0390625,624
625,43.3472,20.7135,3125000,3853.19,4067.38,-50030.06640625,625
626,43.3117,19.8249,3130000,3633.91,4493.5,-51151.58984375,626
627,43.4011,19.4321,3135000,4232.15,4520.25,-51284.9609375,627
628,42.9794,17.7255,3140000,4426.9,4548.04,-51189.7109375,628
629,43.257,18.4897,3145000,4420.89,4467.41,-53651.15625,629
630,43.7205,18.5623,3150000,4449.63,4509.85,-52812.21875,630
631,43.3231,18.4026,3155000,4423.31,4482.08,-53094.9765625,631
632,43.5322,18.82,3160000,4469.67,4509.33,-53083.01171875,632
633,43.4341,18.2322,3165000,4457.1,4516.93,-53651.77734375,633
634,43.8591,18.4629,3170000,4451.85,4559.78,-54193.6953125,634
635,43.6486,18.4513,3175000,4468.26,4525.92,-53468.88671875,635
636,42.7501,22.3595,3180000,4421.8,4496.99,-50851.03515625,636
637,43.438,18.1181,3185000,4236.14,4532.58,-53771.2890625,637
638,43.7347,19.2773,3190000,4256.82,4489.16,-52144.94921875,638
639,42.8224,17.8033,3195000,4434.24,4483.03,-53397.5546875,639
640,43.1978,17.7205,3200000,4307.54,4522.26,-53070.22265625,640
641,43.7016,18.242,3205000,4284.61,4534.06,-53955.265625,641
642,43.6292,16.9297,3210000,4038.26,4485.86,-52130.2421875,642
643,43.1502,16.9978,3215000,4082.71,4578.0,-53143.85546875,643
644,42.7679,17.017,3220000,4394.06,4500.42,-51752.1484375,644
645,43.2775,18.0566,3225000,4466.56,4501.5,-53995.24609375,645
646,43.2099,17.9993,3230000,4481.09,4523.34,-54467.61328125,646
647,42.9499,17.7859,3235000,4484.02,4153.28,-53316.75390625,647
648,42.6308,17.5468,3240000,4316.21,4515.59,-52739.8515625,648
649,42.5827,17.1048,3245000,4296.5,4560.57,-51692.234375,649
650,42.6882,16.6419,3250000,4371.37,4598.98,-53685.62109375,650
651,42.7229,17.7688,3255000,4550.76,4626.95,-51988.80078125,651
652,42.8425,18.1482,3260000,4501.29,4526.15,-52690.18359375,652
653,43.1989,17.233,3265000,4367.02,4498.57,-52783.9765625,653
654,42.5089,17.5505,3270000,4541.39,4577.92,-51821.69921875,654
655,42.3856,16.7843,3275000,4495.15,4519.56,-51183.18359375,655
656,42.2218,16.8601,3280000,4525.69,4562.68,-50942.30078125,656
657,43.0539,17.0533,3285000,4491.82,4512.82,-52451.1328125,657
658,42.5262,16.1297,3290000,4512.98,4496.71,-53106.66796875,658
659,42.794,16.8871,3295000,4518.18,4520.33,-54012.046875,659
660,42.6945,16.2585,3300000,3947.9,4083.6,-55087.0078125,660
661,42.6283,16.5746,3305000,4377.11,4600.69,-53986.22265625,661
662,42.751,17.6305,3310000,4369.64,4505.23,-52870.734375,662
663,42.6932,17.4933,3315000,4542.13,4506.7,-53586.67578125,663
664,42.343,17.5678,3320000,4327.29,4498.73,-53162.6328125,664
665,42.6175,17.7804,3325000,4258.22,4579.57,-53967.375,665
666,43.0613,17.6421,3330000,4356.89,4532.83,-53869.546875,666
667,43.345,18.1498,3335000,4354.93,4556.28,-54479.015625,667
668,42.7231,18.4921,3340000,4307.78,4252.06,-54717.41015625,668
669,42.6772,16.9691,3345000,4507.19,4555.13,-54212.00390625,669
670,42.5679,18.2177,3350000,4533.55,4577.82,-55342.40234375,670
671,43.0813,18.5498,3355000,4494.57,4520.67,-54519.03125,671
672,42.7405,18.6213,3360000,4383.76,4588.46,-54703.28125,672
673,42.7113,17.4826,3365000,4508.85,4584.1,-55162.546875,673
674,42.2232,17.4678,3370000,4492.57,4593.62,-53769.69140625,674
675,42.6539,18.0143,3375000,4343.44,4572.03,-54891.3359375,675
676,42.2218,18.0243,3380000,4181.78,4177.31,-55093.1640625,676
677,43.049,17.0301,3385000,4481.14,4542.51,-55448.24609375,677
678,42.5078,17.4279,3390000,4487.03,4508.62,-53751.49609375,678
679,42.4773,17.4004,3395000,4521.02,4232.67,-53999.01171875,679
680,42.5667,17.4532,3400000,4466.29,4505.78,-54707.76171875,680
681,43.2081,17.3442,3405000,4281.69,4556.79,-55806.4921875,681
682,42.0924,17.0729,3410000,4319.88,4514.11,-52668.9453125,682
683,42.028,16.7404,3415000,3851.19,4499.02,-54492.375,683
684,42.599,16.9561,3420000,3771.99,4586.71,-53825.31640625,684
685,42.383,16.7985,3425000,4272.93,3960.19,-54008.2109375,685
686,42.8479,17.5621,3430000,4463.13,4564.15,-55952.7578125,686
687,43.2201,22.8684,3435000,4128.54,4307.92,-54147.015625,687
688,42.8917,17.3491,3440000,4502.47,4523.32,-55598.8515625,688
689,42.5503,16.9886,3445000,4305.44,4481.7,-54152.5390625,689
690,42.715,18.0125,3450000,4282.7,4517.35,-55785.75390625,690
691,42.7311,17.04,3455000,3859.17,4528.56,-56862.45703125,691
692,42.6302,17.9004,3460000,4498.01,4540.42,-55212.76171875,692
693,42.5492,18.6842,3465000,4549.22,4568.19,-55429.50390625,693
694,42.7352,17.4782,3470000,4284.26,4509.63,-54986.0625,694
695,42.4553,17.7868,3475000,4445.95,4498.56,-55105.0,695
696,42.434,18.3442,3480000,4515.98,4520.18,-55161.15234375,696
697,42.7936,18.4048,3485000,4538.19,4592.69,-55161.66796875,697
698,42.8077,18.5196,3490000,4515.55,4531.52,-54990.1015625,698
699,42.6244,17.4373,3495000,4490.07,4508.95,-56916.7265625,699
700,42.6031,18.0297,3500000,4458.52,4475.87,-55686.01171875,700
701,42.5696,17.1551,3505000,4437.1,4428.82,-55762.6953125,701
702,42.0671,17.967,3510000,4528.77,4506.0,-55457.21875,702
703,42.3722,17.8244,3515000,4489.74,4539.2,-56744.19140625,703
704,42.7991,18.1625,3520000,4521.33,4546.56,-57008.51953125,704
705,42.0695,17.2334,3525000,4471.69,4446.61,-54633.98828125,705
706,42.6725,17.5125,3530000,4563.71,4568.93,-58228.171875,706
707,42.4386,17.4457,3535000,4549.04,4596.99,-55383.4140625,707
708,42.361,18.2646,3540000,4545.35,4551.44,-57136.19921875,708
709,42.1066,17.4488,3545000,4287.69,4622.37,-55002.29296875,709
710,43.5772,19.1103,3550000,4545.13,4539.06,-58369.8125,710
711,42.6413,17.9827,3555000,4549.5,4398.75,-56122.0859375,711
712,42.996,18.0941,3560000,4529.44,4578.1,-56180.14453125,712
713,43.4,18.4287,3565000,4511.15,4549.92,-57125.5,713
714,42.3552,16.3467,3570000,4536.6,4606.11,-55722.8203125,714
715,42.0301,16.68,3575000,4342.61,4553.02,-54602.2109375,715
716,42.5624,17.402,3580000,4532.09,4571.27,-56782.234375,716
717,42.7468,17.7599,3585000,4428.08,4646.22,-57216.27734375,717
718,43.1342,18.0415,3590000,4485.7,4586.92,-57941.640625,718
719,42.784,16.9316,3595000,4533.64,4590.2,-58556.07421875,719
720,43.0861,17.8065,3600000,4420.45,4437.81,-56990.515625,720
721,42.8919,16.592,3605000,4174.1,4441.74,-57253.74609375,721
722,42.6576,16.6214,3610000,4035.13,4398.56,-58891.19140625,722
723,42.6098,16.9255,3615000,4539.95,4573.81,-58707.625,723
724,42.7015,18.3564,3620000,4209.69,4602.59,-58869.71484375,724
725,42.1413,16.8234,3625000,4261.13,4576.25,-55255.31640625,725
726,42.9467,16.6356,3630000,4367.29,4250.93,-58336.93359375,726
727,43.146,17.6694,3635000,4538.92,4566.42,-58144.77734375,727
728,42.9138,16.7568,3640000,3629.95,3829.05,-59742.3203125,728
729,43.3064,18.8106,3645000,4041.58,2797.6,-60354.0390625,729
730,42.958,17.5467,3650000,4124.21,4535.52,-60202.55859375,730
731,43.5577,18.6613,3655000,4370.3,4400.44,-60546.31640625,731
732,43.6617,17.5945,3660000,4510.8,4554.64,-60596.0546875,732
733,43.7554,18.6911,3665000,4461.26,4487.06,-61072.31640625,733
734,43.3538,17.6843,3670000,4252.71,4462.65,-59452.734375,734
735,44.0097,17.3364,3675000,4289.17,4515.84,-61157.703125,735
736,43.2821,18.5495,3680000,4308.77,4227.73,-60256.03515625,736
737,43.111,17.9877,3685000,4239.25,4458.82,-58698.09765625,737
738,42.9684,17.424,3690000,4225.43,4518.62,-58087.8359375,738
739,43.5085,18.0856,3695000,4456.97,4504.49,-59851.3515625,739
740,42.9666,18.2561,3700000,4257.48,4374.66,-60005.3828125,740
741,42.8017,18.0499,3705000,4247.8,4522.06,-59509.828125,741
742,43.1792,19.2196,3710000,4337.75,4505.58,-60805.29296875,742
743,43.0983,19.3667,3715000,4518.72,4558.2,-60722.703125,743
744,43.9473,19.7644,3720000,4438.36,4512.88,-62113.05859375,744
745,43.6893,19.812,3725000,4521.13,4549.4,-61846.3515625,745
746,43.6269,18.6023,3730000,4340.53,4571.46,-62091.2265625,746
747,43.7604,18.0136,3735000,4339.62,4507.17,-61682.7265625,747
748,43.5796,19.1698,3740000,4508.56,4553.76,-61094.953125,748
749,43.9141,19.537,3745000,3942.31,4575.24,-61694.23046875,749
750,44.1941,19.6879,3750000,4559.95,4596.14,-60507.5703125,750
751,43.7281,20.1888,3755000,4567.89,4652.07,-61532.11328125,751
752,43.7405,19.2337,3760000,4379.93,4686.11,-60728.44140625,752
753,43.2011,19.7487,3765000,4367.81,4617.57,-61489.76171875,753
754,43.5777,18.6354,3770000,4393.74,4660.79,-60519.45703125,754
755,43.9269,20.7764,3775000,4567.17,4619.19,-60908.5546875,755
756,43.0925,19.3457,3780000,4550.25,4628.09,-60633.6796875,756
757,42.9555,18.703,3785000,4450.56,4293.64,-60789.6796875,757
758,43.405,17.8607,3790000,4527.36,4593.95,-60674.296875,758
759,43.526,18.5348,3795000,4339.36,4639.84,-61258.765625,759
760,43.4413,18.8736,3800000,4371.63,4553.23,-61345.796875,760
761,44.0385,19.6385,3805000,4507.94,4562.23,-61351.5234375,761
762,44.4808,20.6249,3810000,4242.37,4417.09,-62867.828125,762
763,43.4541,19.7028,3815000,4585.0,4629.99,-62450.375,763
764,43.7401,19.6562,3820000,4531.54,4006.29,-62266.0078125,764
765,43.2983,19.8159,3825000,4417.42,4615.11,-60471.84375,765
766,44.3088,22.2995,3830000,4481.34,4589.02,-60774.66796875,766
767,43.6673,20.2025,3835000,4571.21,4266.55,-62049.578125,767
768,43.7939,19.566,3840000,4533.98,4169.31,-62241.046875,768
769,43.5321,19.4737,3845000,4467.72,4580.68,-62173.4765625,769
770,42.9116,18.1523,3850000,4433.88,4635.49,-59988.99609375,770
771,42.6097,21.7261,3855000,4515.21,4557.37,-60061.375,771
772,43.0089,19.0222,3860000,4504.19,4527.47,-60920.6875,772
773,43.6717,19.5376,3865000,4201.6,4262.27,-61670.7890625,773
774,43.0836,18.5127,3870000,4361.06,4525.57,-59870.75390625,774
775,43.5399,20.0973,3875000,4511.18,3451.46,-60139.67578125,775
776,42.7502,17.6529,3880000,4166.29,4456.8,-59058.546875,776
777,42.7383,19.2566,3885000,4526.53,4370.41,-59985.37109375,777
778,43.5005,19.9531,3890000,3878.65,3681.63,-60303.50390625,778
779,43.5857,19.9568,3895000,4335.56,3116.91,-61654.265625,779
