Running Forward KL,Real Sto Return,Itration,Reward Loss,Running Reverse KL,Running Update Time,Running Env Steps,Real Det Return
42.261,3919.39,57,-219.9701385498047,15.0983,57,285000,3789.3
41.5935,3544.19,58,-317.81231689453125,13.128,58,290000,2977.18
42.4079,3654.44,59,-231.7589569091797,16.4145,59,295000,4001.63
41.5262,3952.75,60,-194.80870056152344,16.9899,60,300000,3860.57
41.4929,3941.51,61,-221.7897491455078,16.0336,61,305000,3989.46
41.7633,4076.43,62,-221.56101989746094,16.757,62,310000,4074.8
41.3195,3949.28,63,-227.9949493408203,15.8343,63,315000,3878.83
42.2849,3979.64,64,-241.85330200195312,18.5699,64,320000,3924.94
41.8313,4095.43,65,-230.43096923828125,17.6689,65,325000,4070.75
41.5304,3947.79,66,-226.1978759765625,15.988,66,330000,4026.01
42.0977,3940.03,67,-294.9300537109375,15.2533,67,335000,3980.47
41.7878,4108.9,68,-255.4452362060547,16.7377,68,340000,4116.85
41.0572,4167.06,69,-229.1886749267578,17.5852,69,345000,4226.41
40.4852,4146.0,70,-247.61856079101562,15.2802,70,350000,4203.39
41.3936,4194.86,71,-263.7265319824219,17.4002,71,355000,4165.35
40.9664,4211.35,72,-243.91587829589844,16.4077,72,360000,4165.0
41.613,4207.64,73,-271.4404296875,17.9494,73,365000,4248.62
41.3578,4080.15,74,-270.40789794921875,16.8911,74,370000,4058.18
40.0694,4163.23,75,-209.93099975585938,15.6581,75,375000,4198.52
40.5125,4161.42,76,-257.9336853027344,16.2855,76,380000,4437.87
40.9428,4026.95,77,-262.8267822265625,16.1801,77,385000,4274.2
41.2078,4344.33,78,-280.4730224609375,16.486,78,390000,3319.16
39.8675,4216.12,79,-268.9249572753906,16.052,79,395000,4215.77
41.4331,3245.33,80,-465.49261474609375,14.4683,80,400000,3969.2
40.2031,4395.33,81,-286.1115417480469,16.9885,81,405000,4393.14
41.9492,2940.84,82,-566.9495849609375,13.0364,82,410000,995.05
40.891,3519.64,83,-327.16094970703125,14.9751,83,415000,4520.73
40.6785,4269.99,84,-311.20880126953125,17.0528,84,420000,2972.47
40.3959,4438.02,85,-259.4232482910156,17.1915,85,425000,4519.8
40.3236,3736.81,86,-325.3311462402344,15.5701,86,430000,4295.72
40.1454,4219.72,87,-297.0690612792969,17.1597,87,435000,4633.42
40.2822,4527.28,88,-331.3448791503906,16.0565,88,440000,4619.15
39.6667,4451.06,89,-297.67535400390625,16.9237,89,445000,4536.65
39.0144,4207.94,90,-298.0404052734375,15.6561,90,450000,4449.4
41.1066,4462.95,91,-368.9662780761719,15.6801,91,455000,4568.07
39.3129,4409.42,92,-300.85980224609375,16.1241,92,460000,4384.75
41.7237,4528.42,93,-387.906494140625,18.6736,93,465000,4562.09
41.5722,4510.87,94,-321.3712158203125,19.1326,94,470000,4677.4
41.5684,4391.16,95,-315.39410400390625,17.9514,95,475000,4503.6
40.7791,4548.86,96,-317.5452575683594,19.8726,96,480000,4653.26
41.1224,4246.58,97,-352.07623291015625,17.5352,97,485000,4536.78
40.4384,4497.83,98,-301.78265380859375,18.651,98,490000,4522.34
40.4626,4526.09,99,-313.89093017578125,19.2099,99,495000,4636.6
41.2589,4465.44,100,-372.759033203125,17.73,100,500000,4628.25
41.6466,4368.33,101,-458.8323059082031,15.9879,101,505000,4522.06
41.4278,4328.23,102,-367.2563781738281,18.639,102,510000,4564.92
40.9002,4544.4,103,-363.7958984375,17.7982,103,515000,4690.4
40.9439,4468.3,104,-416.2037048339844,16.3683,104,520000,4683.19
39.5645,4510.64,105,-298.91607666015625,17.4817,105,525000,4490.08
41.6657,4421.0,106,-359.7467956542969,18.2121,106,530000,4592.86
39.8389,4530.43,107,-360.23809814453125,17.8923,107,535000,4536.63
40.0422,4677.58,108,-382.1573791503906,17.0274,108,540000,4796.65
39.657,4423.23,109,-354.18585205078125,16.5185,109,545000,4532.49
40.1096,4271.1,110,-440.15313720703125,16.7936,110,550000,4867.52
39.4794,4417.03,111,-348.28875732421875,15.5075,111,555000,4483.53
39.8255,4263.19,112,-484.13140869140625,14.0721,112,560000,4280.47
40.1397,4480.64,113,-374.2986755371094,17.277,113,565000,4517.66
41.2417,4297.42,114,-403.5645751953125,19.6696,114,570000,4791.83
40.1413,4501.89,115,-426.7971496582031,16.3889,115,575000,3527.02
40.7675,4687.39,116,-383.206787109375,17.9834,116,580000,4705.55
40.7212,4635.48,117,-370.94158935546875,18.5717,117,585000,4868.63
41.5484,4610.39,118,-435.6842041015625,19.3427,118,590000,4684.47
39.8188,4775.42,119,-357.3168029785156,17.8772,119,595000,4858.07
41.2218,4673.84,120,-396.4558410644531,19.7633,120,600000,4777.95
40.1551,4639.96,121,-403.46551513671875,18.6903,121,605000,4761.3
41.5869,4689.07,122,-453.45318603515625,18.2549,122,610000,4744.03
39.3131,4684.98,123,-392.0972900390625,16.3194,123,615000,4771.1
40.5217,3754.73,124,-500.8077697753906,15.5142,124,620000,4323.29
40.8752,4785.23,125,-425.6360168457031,17.2412,125,625000,4905.7
41.2082,4715.68,126,-466.95220947265625,19.8328,126,630000,4808.57
40.7258,4823.15,127,-444.4775390625,18.5328,127,635000,4899.8
40.2547,4707.95,128,-383.79962158203125,18.3301,128,640000,4770.58
40.2125,4865.78,129,-461.2955017089844,17.2791,129,645000,4966.17
40.1568,4801.04,130,-482.10528564453125,16.8925,130,650000,4910.77
40.8947,4300.39,131,-502.90234375,16.6127,131,655000,4830.35
38.5539,4803.51,132,-418.4513244628906,15.4613,132,660000,4515.0
39.9833,4730.87,133,-463.8302001953125,16.232,133,665000,4761.8
39.7833,4653.77,134,-439.7188415527344,16.7845,134,670000,4701.66
40.2627,4780.51,135,-462.20257568359375,18.8833,135,675000,4596.89
39.8774,4723.65,136,-496.53314208984375,16.6931,136,680000,4787.33
40.5159,4673.07,137,-472.9615173339844,17.3113,137,685000,4788.33
41.0582,4944.7,138,-590.4044189453125,16.5604,138,690000,5012.64
39.1431,3898.48,139,-473.6400451660156,14.0413,139,695000,2787.37
39.2318,4669.86,140,-476.44769287109375,17.0836,140,700000,4859.96
40.0699,4773.67,141,-518.5970458984375,17.151,141,705000,4825.09
40.8051,4880.19,142,-582.9899291992188,17.8964,142,710000,5020.03
41.2899,4707.08,143,-549.3510131835938,19.1883,143,715000,4706.19
38.3168,4423.37,144,-453.1775207519531,16.3175,144,720000,4111.61
41.3652,4307.04,145,-640.6866455078125,16.5334,145,725000,4626.83
41.4858,4609.48,146,-627.5335693359375,18.2695,146,730000,4910.33
39.7149,3272.72,147,-614.3219604492188,15.7606,147,735000,2738.09
39.6802,4880.74,148,-537.5158081054688,18.6434,148,740000,4810.04
40.2068,3534.87,149,-607.688720703125,16.7889,149,745000,4527.28
39.6523,5022.3,150,-513.1777954101562,19.8415,150,750000,5185.41
40.8326,4110.06,151,-634.7669677734375,17.4705,151,755000,5024.3
38.9023,4839.16,152,-517.8587036132812,17.0453,152,760000,5025.51
42.1421,2294.15,153,-936.4425048828125,17.5561,153,765000,2077.53
40.9698,3187.65,154,-940.2205810546875,15.9841,154,770000,3084.82
40.8035,4791.78,155,-561.636962890625,19.0833,155,775000,4809.93
38.9093,4798.61,156,-501.2603454589844,17.6218,156,780000,4905.83
40.8439,2441.39,157,-796.9745483398438,14.0129,157,785000,213.33
39.6199,4208.56,158,-685.1939086914062,17.6643,158,790000,5051.51
38.9692,4797.69,159,-551.5070190429688,17.3872,159,795000,4699.1
39.6152,4771.81,160,-552.9690551757812,18.8161,160,800000,4351.42
37.9073,4849.97,161,-523.8919677734375,16.603,161,805000,4840.61
39.2623,4780.77,162,-585.2056274414062,19.1437,162,810000,4877.17
39.503,3611.61,163,-679.6402587890625,18.1139,163,815000,4765.74
39.3101,4515.05,164,-624.3500366210938,16.3291,164,820000,4847.81
39.5187,4949.12,165,-611.9788818359375,18.2125,165,825000,5013.84
39.8025,4645.82,166,-599.9801025390625,18.4414,166,830000,4717.87
38.6341,4957.31,167,-574.2333984375,17.5856,167,835000,5063.69
41.1325,4389.85,168,-638.9102783203125,19.3496,168,840000,4747.76
38.9813,4665.28,169,-602.5621337890625,17.1151,169,845000,4979.03
39.6209,4909.47,170,-632.6937866210938,18.3323,170,850000,5018.28
40.1688,4826.79,171,-669.4203491210938,18.6195,171,855000,4918.94
39.1615,4949.03,172,-678.1118774414062,17.6761,172,860000,4966.89
39.4933,4941.87,173,-655.9616088867188,18.6577,173,865000,5030.99
41.1773,4675.04,174,-706.0489501953125,19.0677,174,870000,4906.88
39.4998,4957.33,175,-687.3369750976562,16.7136,175,875000,5192.23
40.5149,4768.46,176,-726.6777954101562,17.9558,176,880000,4905.79
40.7737,4046.45,177,-902.7317504882812,23.0388,177,885000,4960.26
40.2473,4945.6,178,-760.2195434570312,22.8343,178,890000,5006.39
41.3223,4718.39,179,-681.0311889648438,20.5945,179,895000,4816.46
37.6185,4953.53,180,-601.0779418945312,17.8251,180,900000,5028.82
38.2924,5050.79,181,-624.9945678710938,17.4107,181,905000,5142.75
39.69,5033.28,182,-660.1815185546875,19.3091,182,910000,5180.7
40.6593,5008.04,183,-735.3723754882812,19.787,183,915000,5160.47
40.3771,5079.78,184,-759.1820678710938,18.1174,184,920000,5255.37
38.5295,4847.27,185,-617.0985717773438,16.5486,185,925000,4736.13
38.9014,4947.18,186,-674.1665649414062,18.3186,186,930000,4909.21
39.0353,4955.77,187,-681.7452392578125,16.1045,187,935000,4788.94
38.331,5059.27,188,-689.1304321289062,17.4136,188,940000,5058.44
38.5183,4868.62,189,-699.3158569335938,16.5667,189,945000,4923.53
38.6773,4998.24,190,-715.9515380859375,15.9201,190,950000,5124.61
40.5142,4843.38,191,-859.642822265625,17.0374,191,955000,5162.06
40.4447,5027.43,192,-802.3352661132812,18.4254,192,960000,5246.44
39.5784,4927.67,193,-760.2322387695312,17.3238,193,965000,5214.87
38.6218,5019.53,194,-728.392333984375,18.5835,194,970000,5132.41
41.0486,4901.04,195,-861.5020141601562,18.9216,195,975000,5034.0
40.0158,5005.56,196,-852.9853515625,19.3311,196,980000,5103.8
39.5404,5037.95,197,-796.5368041992188,19.297,197,985000,4948.36
39.9268,5044.84,198,-805.2182006835938,18.7616,198,990000,5206.17
39.081,4912.97,199,-817.8209838867188,17.1981,199,995000,5135.63
40.3653,5097.49,200,-836.6546630859375,19.134,200,1000000,5175.09
40.7156,5060.1,201,-851.8405151367188,19.6323,201,1005000,5223.19
41.4432,4903.85,202,-877.7090454101562,20.4651,202,1010000,5072.23
40.6276,4922.5,203,-845.6087646484375,19.2765,203,1015000,5022.29
41.1884,4995.87,204,-882.1827392578125,19.7543,204,1020000,5088.78
39.9863,5104.44,205,-842.9054565429688,18.8625,205,1025000,5279.77
39.4497,4763.98,206,-852.7769775390625,18.4673,206,1030000,5108.99
40.0933,5013.13,207,-881.160400390625,18.1149,207,1035000,5183.94
40.6413,5027.09,208,-907.4322509765625,18.6627,208,1040000,5065.99
40.1077,4944.58,209,-871.3970336914062,17.5613,209,1045000,5169.87
39.5383,5047.77,210,-856.0813598632812,18.1621,210,1050000,5140.17
38.5769,5099.43,211,-814.794189453125,17.0062,211,1055000,5024.73
38.2888,5104.32,212,-848.3675537109375,16.8617,212,1060000,5192.15
39.3158,5021.03,213,-887.9121704101562,18.1121,213,1065000,5027.57
38.3764,4846.42,214,-822.8280029296875,18.0338,214,1070000,5026.52
39.8519,5000.44,215,-917.4341430664062,18.4333,215,1075000,5081.34
39.8957,5020.72,216,-915.5785522460938,19.7192,216,1080000,5106.03
40.2693,5034.67,217,-911.0152587890625,18.9436,217,1085000,5108.67
39.6393,5084.12,218,-926.1292114257812,19.1789,218,1090000,5090.7
39.2881,5068.36,219,-920.6217651367188,19.7258,219,1095000,5145.89
38.0744,5087.88,220,-871.4002685546875,18.2406,220,1100000,5059.6
39.1946,5058.18,221,-897.7132568359375,19.2103,221,1105000,5098.83
39.6797,5143.67,222,-959.9454345703125,19.3817,222,1110000,5233.39
40.2704,5115.94,223,-968.6405029296875,20.1784,223,1115000,5248.49
39.84,5028.08,224,-1045.3890380859375,19.4547,224,1120000,5042.24
40.0474,4825.49,225,-1061.0311279296875,19.9033,225,1125000,5034.42
39.4667,5033.96,226,-994.209716796875,19.6876,226,1130000,5038.65
39.6022,4912.71,227,-1025.08984375,18.0862,227,1135000,4812.81
39.2334,5035.96,228,-994.8927612304688,18.3319,228,1140000,5099.67
40.2965,5076.41,229,-1056.1248779296875,19.546,229,1145000,5084.49
39.0842,5002.66,230,-993.0875244140625,18.1251,230,1150000,4995.02
39.4025,5074.27,231,-1041.266357421875,18.6622,231,1155000,5106.81
38.9691,4795.7,232,-981.0571899414062,18.7522,232,1160000,4977.97
39.2837,5066.96,233,-1042.0404052734375,18.7928,233,1165000,5121.39
40.3804,5102.87,234,-1095.4156494140625,19.7447,234,1170000,5196.42
39.1458,5078.92,235,-1086.2882080078125,17.9699,235,1175000,5190.02
39.5304,4756.06,236,-1115.266845703125,18.7051,236,1180000,4983.33
41.3159,5091.39,237,-1169.1114501953125,21.1207,237,1185000,5067.6
39.5449,5045.67,238,-1122.7186279296875,20.3957,238,1190000,4985.44
40.1304,5092.06,239,-1115.3280029296875,20.1287,239,1195000,5109.0
39.1761,5046.62,240,-1139.479736328125,19.4878,240,1200000,5057.09
40.6626,5044.39,241,-1283.177001953125,20.0831,241,1205000,4989.98
40.6272,4964.27,242,-1184.6890869140625,19.5406,242,1210000,4965.53
40.4624,5032.03,243,-1239.1029052734375,20.5552,243,1215000,5070.67
38.8436,4747.54,244,-1121.8922119140625,18.4566,244,1220000,4955.87
40.7571,4952.39,245,-1194.110595703125,19.5722,245,1225000,4877.81
39.4791,4502.82,246,-1115.904052734375,18.0459,246,1230000,4891.05
39.0317,4746.62,247,-1233.756103515625,18.9537,247,1235000,4922.88
39.2051,4622.92,248,-1177.17578125,18.4119,248,1240000,4959.38
40.8095,4289.97,249,-1263.390869140625,18.8518,249,1245000,4803.91
40.2882,4771.25,250,-1214.2901611328125,18.3152,250,1250000,4544.59
38.3147,4975.58,251,-1175.8162841796875,18.2157,251,1255000,4913.65
40.1772,4855.03,252,-1278.5338134765625,18.7936,252,1260000,4749.46
39.8402,5035.97,253,-1288.46533203125,17.9939,253,1265000,5093.91
39.9496,4941.68,254,-1289.33203125,18.586,254,1270000,4914.18
39.6298,5073.24,255,-1239.020263671875,17.8401,255,1275000,5150.0
40.8776,5052.72,256,-1365.32421875,19.0657,256,1280000,5056.78
39.9155,4930.16,257,-1315.5997314453125,18.9798,257,1285000,4962.18
40.1508,4440.39,258,-1432.648193359375,15.9976,258,1290000,5021.86
39.4767,4984.06,259,-1327.1070556640625,17.7265,259,1295000,5024.91
40.5145,4803.35,260,-1342.396240234375,17.5022,260,1300000,5026.12
39.8889,4992.43,261,-1416.913330078125,20.5133,261,1305000,5106.0
40.0565,5017.29,262,-1421.0712890625,17.4333,262,1310000,5057.54
38.5695,4938.26,263,-1394.76318359375,17.0286,263,1315000,5113.86
38.8005,4225.88,264,-1351.783203125,15.5067,264,1320000,5204.1
40.4424,4641.89,265,-1414.868408203125,16.7112,265,1325000,5240.94
40.208,5036.34,266,-1483.8333740234375,17.3972,266,1330000,5155.28
40.0028,4529.05,267,-1538.171875,23.7705,267,1335000,5125.64
40.2878,4785.48,268,-1504.5947265625,17.7944,268,1340000,5205.21
40.8846,4607.25,269,-1626.59814453125,16.4433,269,1345000,5131.41
41.3405,5064.67,270,-1494.12939453125,18.3815,270,1350000,5173.99
39.9603,4987.2,271,-1490.979736328125,16.9973,271,1355000,5081.58
40.057,4991.22,272,-1531.43994140625,18.1912,272,1360000,5178.22
40.8384,4877.59,273,-1557.5499267578125,19.8549,273,1365000,5144.26
39.9242,4838.11,274,-1485.962646484375,17.2701,274,1370000,5066.88
39.3077,4910.32,275,-1475.6929931640625,16.2898,275,1375000,5051.48
39.0112,4851.23,276,-1497.3245849609375,15.802,276,1380000,5064.7
40.0291,4905.05,277,-1503.259765625,17.3918,277,1385000,4914.06
40.1398,5028.03,278,-1492.236083984375,17.3287,278,1390000,5206.8
38.6665,4926.35,279,-1499.5465087890625,16.6442,279,1395000,5000.47
38.7188,4627.13,280,-1371.6746826171875,16.0646,280,1400000,4721.87
40.2532,5035.94,281,-1572.437255859375,16.4773,281,1405000,5144.38
39.6322,5086.15,282,-1551.9605712890625,16.4795,282,1410000,5169.16
40.0084,4915.99,283,-1588.9552001953125,16.0587,283,1415000,4872.48
38.7202,4941.69,284,-1562.4656982421875,15.8013,284,1420000,4989.05
39.0274,4994.36,285,-1686.290771484375,17.0541,285,1425000,5087.33
40.3903,4992.36,286,-1686.6455078125,17.8587,286,1430000,5032.16
39.6271,5006.97,287,-1644.679931640625,17.0168,287,1435000,5099.07
39.2327,4993.04,288,-1665.33154296875,16.6605,288,1440000,5112.26
38.3289,4798.49,289,-1577.08935546875,15.1833,289,1445000,4829.78
39.6322,4970.84,290,-1655.3955078125,17.4268,290,1450000,4931.8
40.2701,4854.39,291,-1693.8031005859375,17.747,291,1455000,4815.76
42.3052,2955.11,292,-2091.218994140625,74.5533,292,1460000,4248.57
48.7122,280.06,293,-2475.761962890625,52.3096,293,1465000,184.83
43.6484,455.69,294,-1949.776611328125,16.6758,294,1470000,434.52
39.877,4321.04,295,-1592.5155029296875,19.4283,295,1475000,4320.22
43.0675,4821.52,296,-2020.698974609375,22.5294,296,1480000,4867.34
41.6323,4766.1,297,-1935.542724609375,20.3289,297,1485000,4779.93
41.3592,4726.5,298,-2057.933837890625,20.1608,298,1490000,4871.79
40.7311,3581.84,299,-1934.238037109375,14.9513,299,1495000,3914.48
40.2378,4373.4,300,-1879.24560546875,16.5929,300,1500000,4675.55
39.6818,4069.03,301,-1842.40283203125,15.6567,301,1505000,4725.92
39.7637,4791.76,302,-1813.3099365234375,15.737,302,1510000,4908.58
40.1884,4590.23,303,-1820.2103271484375,15.7509,303,1515000,4999.07
39.6117,4700.96,304,-1817.4429931640625,15.9001,304,1520000,5037.76
39.658,4406.23,305,-1903.5206298828125,16.9421,305,1525000,4926.7
39.8142,4667.99,306,-1837.658447265625,15.9759,306,1530000,5110.06
39.9793,4967.19,307,-1916.241455078125,17.7667,307,1535000,5202.75
39.0794,4210.62,308,-1853.7169189453125,18.0154,308,1540000,5145.56
39.0192,4975.03,309,-1847.899169921875,18.0769,309,1545000,5176.14
39.0752,5029.98,310,-1926.8936767578125,17.6046,310,1550000,5311.99
38.7123,4805.31,311,-1828.3492431640625,16.9867,311,1555000,5099.25
38.9979,4612.85,312,-1882.57275390625,15.8634,312,1560000,4716.48
38.2574,3860.83,313,-1864.5269775390625,15.5803,313,1565000,4242.76
38.2513,4944.12,314,-1887.0086669921875,17.3011,314,1570000,5079.15
38.4491,4972.3,315,-1905.071044921875,17.8995,315,1575000,5087.13
39.6075,5002.42,316,-2062.68896484375,18.8554,316,1580000,4950.56
39.97,4891.27,317,-2059.5068359375,18.6066,317,1585000,4911.16
40.0965,4967.23,318,-2031.3043212890625,20.1316,318,1590000,4955.29
39.8117,4892.44,319,-2020.8768310546875,17.7137,319,1595000,4925.06
40.3733,4901.23,320,-2083.231201171875,18.0336,320,1600000,5005.58
40.4355,4914.32,321,-2116.000244140625,19.2704,321,1605000,4981.8
39.9901,4803.76,322,-2127.97021484375,18.2906,322,1610000,4915.82
39.0518,4515.2,323,-2049.477294921875,16.5499,323,1615000,5066.59
39.447,4916.78,324,-2068.63427734375,17.0408,324,1620000,5165.82
38.3078,4887.62,325,-1953.248779296875,18.2991,325,1625000,4843.47
40.7488,4868.35,326,-2077.342529296875,19.0261,326,1630000,5033.2
39.8772,4745.42,327,-2052.292724609375,19.3433,327,1635000,4873.29
40.175,5014.99,328,-2163.65625,20.096,328,1640000,4971.39
40.1781,4849.93,329,-2090.848388671875,18.8533,329,1645000,4818.29
39.315,4873.5,330,-2041.013916015625,18.6261,330,1650000,4915.28
39.2446,4890.41,331,-2146.7666015625,17.0849,331,1655000,4941.47
39.6679,4675.15,332,-2052.094482421875,15.7889,332,1660000,4849.57
38.9588,4851.37,333,-1967.5826416015625,18.6216,333,1665000,4898.08
39.4029,4859.76,334,-2135.98388671875,19.243,334,1670000,4980.17
39.0709,4653.42,335,-2082.4873046875,19.7377,335,1675000,4710.75
39.5792,4630.13,336,-2179.377197265625,18.4212,336,1680000,4554.13
40.574,4725.27,337,-2366.1259765625,18.726,337,1685000,5241.8
40.3245,4991.02,338,-2308.59716796875,19.3459,338,1690000,5200.57
39.9433,5070.77,339,-2256.870361328125,19.496,339,1695000,5315.61
39.9399,4861.84,340,-2315.101806640625,18.4929,340,1700000,5030.58
40.0358,4797.66,341,-2407.56689453125,19.0862,341,1705000,4847.23
40.624,5105.12,342,-2365.876708984375,19.0543,342,1710000,5283.43
39.0399,4896.86,343,-2208.801025390625,18.8483,343,1715000,5141.8
39.5086,4603.26,344,-2427.334228515625,18.6483,344,1720000,4786.25
40.4029,4907.9,345,-2673.166748046875,20.8621,345,1725000,4861.08
39.4656,4806.43,346,-2366.90478515625,18.9934,346,1730000,4749.37
39.3364,4900.09,347,-2516.09814453125,20.6348,347,1735000,4890.95
39.5701,5036.02,348,-2509.372314453125,19.1695,348,1740000,5046.87
40.9269,5032.64,349,-2742.688232421875,21.527,349,1745000,5007.0
40.0248,5064.62,350,-2643.777587890625,21.069,350,1750000,4990.9
40.8574,5060.01,351,-2744.439208984375,20.8732,351,1755000,5032.52
39.722,5070.38,352,-2324.6015625,19.0433,352,1760000,5214.91
41.4383,5204.0,353,-2747.998779296875,22.1903,353,1765000,5212.12
40.4164,5123.52,354,-2733.470703125,20.5334,354,1770000,5058.39
40.6885,4928.87,355,-2869.9921875,19.9009,355,1775000,5090.9
40.0429,5188.64,356,-2702.23046875,19.578,356,1780000,5295.37
39.7484,5103.17,357,-2655.17041015625,19.8992,357,1785000,5067.88
41.3112,5127.32,358,-2978.1171875,21.0225,358,1790000,5055.79
40.6347,4807.69,359,-2880.3955078125,21.0667,359,1795000,4857.93
41.9177,5065.58,360,-3052.442626953125,22.1789,360,1800000,5032.48
39.3839,4783.32,361,-2474.3681640625,18.1162,361,1805000,5136.09
39.2805,5115.65,362,-2581.43603515625,17.9104,362,1810000,5114.02
39.9229,5120.78,363,-2733.650634765625,17.8588,363,1815000,5275.23
40.3149,4916.72,364,-3015.5810546875,19.8279,364,1820000,5065.14
41.023,5177.68,365,-2988.3857421875,19.8428,365,1825000,5229.3
40.4557,5088.8,366,-3033.71240234375,19.7831,366,1830000,4903.36
39.8754,5197.13,367,-2960.959716796875,18.5047,367,1835000,5233.8
40.2052,5167.27,368,-3054.779296875,19.4553,368,1840000,5072.26
40.4924,5151.38,369,-2955.610595703125,17.7569,369,1845000,5219.34
40.6209,5121.53,370,-3069.27490234375,20.3303,370,1850000,4969.48
40.697,4863.17,371,-3166.19970703125,19.9087,371,1855000,4651.61
40.3826,4650.46,372,-3086.940673828125,20.0021,372,1860000,4017.92
40.0954,5029.9,373,-3160.96826171875,19.7992,373,1865000,4971.35
39.7454,5203.95,374,-3082.8076171875,19.0184,374,1870000,5216.13
41.3209,5137.28,375,-3216.3583984375,20.678,375,1875000,5158.05
38.7207,5100.65,376,-2853.2001953125,17.2983,376,1880000,5132.76
40.0556,5067.93,377,-3079.4306640625,19.7811,377,1885000,5137.81
39.7021,5123.3,378,-3080.314697265625,19.6868,378,1890000,5192.13
41.2396,5118.21,379,-3353.4111328125,21.1029,379,1895000,5138.35
39.9719,5146.04,380,-3186.046142578125,18.6404,380,1900000,5221.94
40.0897,5200.9,381,-3322.25927734375,18.9148,381,1905000,5225.08
40.8691,5111.85,382,-3415.779541015625,20.3597,382,1910000,5168.1
