Reward Loss,Itration,Real Sto Return,Running Forward KL,Running Env Steps,Running Reverse KL,Real Det Return,Running Update Time
-2225.14892578125,44,1327.86,46.1416,220000,16.9896,2362.38,44
-2329.7685546875,45,1578.93,46.2692,225000,20.2611,2369.19,45
-2144.650634765625,46,1840.83,45.0902,230000,16.5103,2197.85,46
-1905.5509033203125,47,1933.77,45.1426,235000,19.9035,1790.68,47
-1886.31640625,48,2457.59,45.1711,240000,19.1137,3155.92,48
-2072.9169921875,49,2301.32,45.7992,245000,22.6296,2966.15,49
-2094.06201171875,50,2592.25,44.5402,250000,23.2122,2894.34,50
-2562.837158203125,51,1979.65,45.4671,255000,19.4286,2469.36,51
-2563.864013671875,52,2634.92,45.8706,260000,23.3129,2937.51,52
-2151.069091796875,53,2718.01,45.0723,265000,22.5881,3232.65,53
-1817.420166015625,54,3173.97,45.1491,270000,17.0645,3177.24,54
-2079.46484375,55,2855.58,44.838,275000,17.0722,3073.42,55
-1941.3134765625,56,3106.4,44.8883,280000,16.8858,3308.3,56
-2293.594482421875,57,2764.52,44.5642,285000,17.8134,2886.62,57
-2338.7998046875,58,2657.04,45.0307,290000,19.7828,3120.06,58
-2119.231689453125,59,3042.2,44.9619,295000,18.9747,3355.53,59
-2361.321533203125,60,2591.1,44.0442,300000,18.5226,3333.35,60
-2445.7001953125,61,2550.82,44.6137,305000,20.1459,3246.87,61
-2135.62255859375,62,3012.81,45.2308,310000,19.1961,3217.57,62
-2649.56201171875,63,2808.64,44.9292,315000,25.2492,3083.42,63
-2606.01904296875,64,2536.24,44.6542,320000,17.4597,3032.31,64
-2894.104248046875,65,2495.8,44.8638,325000,34.1254,3059.88,65
-2342.8017578125,66,2804.74,44.0192,330000,23.1063,3378.07,66
-2300.197509765625,67,2942.95,44.3859,335000,19.665,3275.58,67
-2430.761474609375,68,2967.59,45.286,340000,21.0549,3321.35,68
-2782.6396484375,69,2920.45,44.7064,345000,22.1298,3105.68,69
-2271.25390625,70,3374.59,44.363,350000,18.9734,3477.54,70
-2847.9072265625,71,2703.0,43.8871,355000,21.8872,2967.79,71
-2683.421630859375,72,2632.54,43.0358,360000,17.926,3188.51,72
-2765.7275390625,73,3080.97,44.4738,365000,21.6494,3488.01,73
-2500.695556640625,74,3310.12,43.6981,370000,17.0127,3479.11,74
-2658.616943359375,75,3123.15,44.2056,375000,16.87,3312.01,75
-2519.462646484375,76,3290.63,44.3717,380000,17.6319,3445.85,76
-2729.94140625,77,3208.89,43.5963,385000,19.0615,3571.13,77
-2550.573974609375,78,3089.15,44.801,390000,18.7007,3435.14,78
-2515.207275390625,79,3314.55,44.5629,395000,19.3808,3493.05,79
-2619.8408203125,80,3519.47,44.9859,400000,20.4805,3574.93,80
-2691.600830078125,81,3362.11,45.216,405000,18.8302,3437.83,81
-2719.088134765625,82,3203.07,44.1546,410000,18.3095,3434.89,82
-2755.0537109375,83,3480.71,46.414,415000,23.4578,3536.28,83
-2846.24951171875,84,3209.3,46.5173,420000,20.2819,3532.26,84
-2925.025146484375,85,3564.14,44.6093,425000,19.0983,3583.87,85
-2897.23486328125,86,3508.9,45.9071,430000,21.0245,3512.97,86
-3012.396484375,87,3372.3,45.8531,435000,21.8542,3427.17,87
-2920.15576171875,88,3572.79,43.4208,440000,19.5628,3594.37,88
-3099.806884765625,89,3048.99,43.9381,445000,17.8795,3331.64,89
-3183.97998046875,90,3597.03,44.4281,450000,19.8282,3593.18,90
-3101.91650390625,91,3516.56,43.2846,455000,19.2117,3604.39,91
-3656.113037109375,92,3302.33,45.341,460000,19.5995,3087.57,92
-3227.926025390625,93,3075.26,44.9638,465000,20.8267,3439.02,93
-3183.79638671875,94,3534.27,44.6631,470000,20.7254,3562.12,94
-3123.79638671875,95,3606.84,45.0071,475000,22.5497,3610.75,95
-3307.5498046875,96,3466.34,45.428,480000,20.4208,3553.67,96
-3605.575439453125,97,3300.36,44.4572,485000,16.5362,3415.83,97
-3380.106201171875,98,3497.57,44.3513,490000,19.7405,3566.23,98
-3444.392578125,99,3432.45,44.6739,495000,21.3075,3515.81,99
-3502.00537109375,100,3352.83,45.1431,500000,22.0893,3451.89,100
-3703.740234375,101,3356.06,44.1049,505000,18.5799,3519.93,101
-3655.38818359375,102,3452.27,45.3045,510000,19.3568,3473.7,102
-3706.532470703125,103,3411.82,44.1375,515000,17.2213,3478.86,103
-3534.043701171875,104,3445.43,44.1168,520000,20.1052,3555.32,104
-4065.543212890625,105,2875.66,44.4172,525000,21.6665,3456.98,105
-3513.172607421875,106,3618.33,44.2088,530000,20.6901,3627.57,106
-3728.23388671875,107,3437.41,43.7515,535000,18.2885,3456.3,107
-3695.863037109375,108,3544.12,44.3909,540000,19.3245,3546.9,108
-3631.908447265625,109,3608.13,43.9712,545000,20.8853,3631.77,109
-3509.174072265625,110,3673.41,42.4662,550000,18.2257,3652.65,110
-3778.672119140625,111,3608.85,44.0821,555000,22.1888,3545.32,111
-3784.99169921875,112,3596.45,43.3877,560000,19.8878,3552.21,112
-3876.585205078125,113,3694.17,43.9684,565000,21.0724,3674.02,113
-3854.515380859375,114,3651.17,44.3573,570000,22.299,3667.36,114
-3875.654541015625,115,3631.35,43.4512,575000,21.1893,3616.48,115
-3915.83642578125,116,3705.53,42.6106,580000,16.7866,3762.24,116
-3751.542236328125,117,3699.74,42.2259,585000,17.8421,3627.89,117
-3808.806640625,118,3625.0,42.9822,590000,19.4741,3694.34,118
-3848.56884765625,119,3681.41,42.933,595000,18.9354,3706.33,119
-4066.481689453125,120,3596.36,42.5137,600000,19.1171,3553.46,120
-4168.90087890625,121,3720.22,43.0755,605000,18.3876,3689.43,121
-3807.950439453125,122,3786.77,42.1051,610000,18.6852,3821.11,122
-4285.73828125,123,3430.03,43.2653,615000,19.444,3544.73,123
-4211.87646484375,124,3672.54,42.9619,620000,18.1465,3592.75,124
-3842.627197265625,125,3789.28,42.9737,625000,18.3758,3832.31,125
-4218.80517578125,126,3655.19,42.7615,630000,18.921,3671.45,126
-4181.21923828125,127,3750.08,42.5683,635000,17.7436,3670.35,127
-4461.52978515625,128,3564.46,42.7172,640000,23.401,3438.21,128
-4206.375,129,3538.96,42.3201,645000,16.2013,3762.74,129
-4319.78466796875,130,3710.47,42.036,650000,17.4905,3591.07,130
-4186.63232421875,131,3811.75,41.6869,655000,16.5257,3815.47,131
-4155.05029296875,132,3707.35,42.051,660000,18.2791,3636.86,132
-4277.47021484375,133,3512.21,41.8269,665000,16.7716,3683.8,133
-4430.77001953125,134,3737.13,42.6962,670000,17.7084,3592.46,134
-4239.33349609375,135,3672.53,41.4573,675000,17.2328,3787.77,135
-4339.775390625,136,3829.69,41.8442,680000,17.7245,3789.85,136
-4538.15185546875,137,3816.27,42.7162,685000,17.5763,3797.97,137
-4526.9169921875,138,3784.65,42.0447,690000,17.6439,3681.14,138
-4440.373046875,139,3808.7,42.7454,695000,18.6421,3854.59,139
-4494.09228515625,140,3831.78,42.6311,700000,18.5397,3808.88,140
-4463.5166015625,141,3864.12,42.3465,705000,18.0441,3791.08,141
-4571.74169921875,142,3803.17,42.2284,710000,17.508,3871.69,142
-4817.5791015625,143,3716.38,42.4925,715000,17.3315,3719.1,143
-4603.45361328125,144,3856.87,42.7217,720000,18.7937,3844.54,144
-5046.4248046875,145,3703.95,43.7228,725000,19.3546,3695.23,145
-4740.04833984375,146,3817.22,42.2175,730000,17.3961,3870.78,146
-4895.34765625,147,3470.21,42.5218,735000,17.1209,3678.8,147
-5151.75244140625,148,3496.2,42.1416,740000,22.181,3668.85,148
-4784.04052734375,149,3793.09,42.9057,745000,18.7121,3816.36,149
-4778.10400390625,150,3833.66,42.9063,750000,17.1965,3832.35,150
-4580.755859375,151,3884.69,41.8701,755000,16.6123,3918.53,151
-4875.89111328125,152,3849.74,42.8231,760000,18.5057,3834.17,152
-5031.64697265625,153,3832.75,42.237,765000,17.2109,3778.54,153
-4943.06005859375,154,3754.01,42.1555,770000,15.9466,3864.34,154
-5221.5615234375,155,3880.99,42.2709,775000,17.465,3941.22,155
-5123.15673828125,156,3687.72,42.5643,780000,17.208,3822.6,156
-4949.416015625,157,3878.19,41.9038,785000,16.6039,3931.93,157
-5267.0068359375,158,3814.76,41.53,790000,15.7088,3824.28,158
-5172.22509765625,159,3766.4,42.1216,795000,18.5778,3806.7,159
-5161.02490234375,160,3838.92,41.8579,800000,16.3688,3860.16,160
-5280.35107421875,161,3808.69,42.0348,805000,17.0534,3798.86,161
-5337.5517578125,162,3764.18,41.9397,810000,17.3468,3729.82,162
-5322.859375,163,3884.6,41.8234,815000,16.9061,3890.49,163
-5360.0068359375,164,3822.42,42.2985,820000,17.5787,3844.2,164
-5510.69189453125,165,3836.63,42.0043,825000,17.0802,3818.79,165
-5449.82568359375,166,3866.51,42.2921,830000,17.8417,3847.36,166
-5580.3388671875,167,3725.33,42.6059,835000,17.753,3774.02,167
-5331.45166015625,168,3878.95,41.768,840000,16.3334,3910.59,168
-5643.98291015625,169,3778.85,42.4497,845000,16.37,3761.91,169
-5688.869140625,170,3822.88,42.7036,850000,17.3185,3782.55,170
-5725.50732421875,171,3848.46,41.4735,855000,16.0861,3865.78,171
-5687.30810546875,172,3898.42,42.3418,860000,17.9085,3859.62,172
-5770.83349609375,173,3876.7,42.545,865000,17.7159,3910.3,173
-5995.2763671875,174,3788.65,42.3493,870000,17.8911,3853.96,174
-5844.8857421875,175,3897.92,42.6883,875000,17.6926,3929.74,175
-5939.57568359375,176,3739.29,42.457,880000,16.5461,3757.76,176
-5832.08056640625,177,3843.54,42.1938,885000,16.7478,3834.89,177
-5947.0263671875,178,3828.35,42.6495,890000,18.0863,3838.6,178
-6021.04541015625,179,3794.27,42.3659,895000,16.7785,3824.97,179
-6086.38427734375,180,3784.71,42.5086,900000,16.5569,3805.65,180
-5958.40576171875,181,3893.01,41.9396,905000,16.5643,3832.15,181
-6398.666015625,182,3794.55,43.041,910000,17.457,3777.34,182
-5866.82861328125,183,3650.57,41.3817,915000,16.1536,3852.04,183
-6292.076171875,184,3833.76,42.5812,920000,18.0728,3872.77,184
-6378.67236328125,185,3818.18,42.8614,925000,18.3957,3851.65,185
-6307.14453125,186,3872.82,42.1924,930000,16.4827,3868.84,186
-6270.294921875,187,3865.56,42.4062,935000,15.9196,3884.52,187
-6610.1357421875,188,3766.42,43.4291,940000,16.5195,3809.84,188
-6281.49755859375,189,3879.34,42.3987,945000,17.0001,3860.61,189
-6670.57958984375,190,3836.44,42.4053,950000,16.0776,3859.04,190
-6380.85986328125,191,3822.56,42.2942,955000,17.1405,3931.9,191
-6685.1591796875,192,3831.97,42.4472,960000,16.6298,3798.17,192
-6558.29296875,193,3887.11,42.067,965000,15.7893,3901.22,193
-6778.91845703125,194,3798.24,42.543,970000,15.5478,3797.31,194
-6847.1845703125,195,3805.6,42.5737,975000,16.4438,3872.48,195
-6848.8798828125,196,3913.68,42.7602,980000,17.496,3967.83,196
-7359.97705078125,197,3555.36,43.4583,985000,15.871,3679.55,197
-6972.86669921875,198,3824.14,42.2408,990000,16.4517,3648.5,198
-7427.421875,199,3450.08,42.8459,995000,15.5978,3641.96,199
-7113.744140625,200,3716.75,42.953,1000000,16.9018,3792.99,200
-7061.73095703125,201,3791.52,42.3642,1005000,17.2043,3871.69,201
-7095.25732421875,202,3824.93,43.0082,1010000,17.7426,3876.55,202
-7553.3662109375,203,3120.87,43.0567,1015000,15.7255,2407.14,203
-7260.5283203125,204,3748.26,42.0123,1020000,16.1461,2543.41,204
-7233.0595703125,205,3496.04,42.8188,1025000,16.7042,3813.59,205
-7393.654296875,206,3676.98,42.2652,1030000,16.3003,3771.52,206
-7247.41943359375,207,3815.54,42.5206,1035000,16.4996,3842.91,207
-7237.34765625,208,3771.85,42.557,1040000,16.6601,3787.45,208
-7246.705078125,209,3790.2,42.4993,1045000,16.7436,3814.89,209
-7391.140625,210,3773.71,42.6299,1050000,16.0836,3729.1,210
-7533.8271484375,211,3802.45,42.5985,1055000,16.3332,3821.82,211
-7458.27001953125,212,3697.32,42.6052,1060000,17.1039,3863.33,212
-7652.21435546875,213,3819.86,42.6084,1065000,16.4871,3850.04,213
-7482.10693359375,214,3788.68,41.9815,1070000,16.4257,3826.77,214
-7671.5400390625,215,3795.12,42.3093,1075000,16.159,3701.06,215
-7740.265625,216,3779.69,42.1896,1080000,16.2013,3562.93,216
-7660.40869140625,217,3788.62,42.2495,1085000,16.0678,3766.54,217
-8107.71923828125,218,3676.27,41.6611,1090000,14.7839,3768.67,218
-7843.07373046875,219,3716.26,42.3921,1095000,16.7528,3816.25,219
-7996.17431640625,220,3740.12,42.3672,1100000,15.646,3755.01,220
-7990.830078125,221,3817.1,42.4444,1105000,15.9965,3836.17,221
-8041.61083984375,222,3726.15,41.964,1110000,16.5574,3668.68,222
-8099.49462890625,223,3850.48,42.3065,1115000,16.0028,3868.15,223
-7942.25244140625,224,3884.37,41.9205,1120000,16.4588,3925.4,224
-8132.8837890625,225,3816.89,42.2284,1125000,16.4356,3808.75,225
-8344.2412109375,226,3852.33,42.3196,1130000,15.7469,3840.75,226
-8220.8662109375,227,3813.69,41.9047,1135000,16.2549,3826.55,227
-8313.7529296875,228,3867.67,42.1389,1140000,16.896,3872.89,228
-8319.30078125,229,3883.14,42.5202,1145000,17.0751,3919.55,229
-8410.32421875,230,3725.93,42.5777,1150000,17.1976,3868.6,230
-8487.3740234375,231,3819.06,42.7748,1155000,17.1479,3833.64,231
-8546.630859375,232,3807.48,42.841,1160000,16.4322,3854.68,232
-8612.744140625,233,3853.09,42.6042,1165000,16.7809,3921.14,233
-8612.767578125,234,3884.32,42.3039,1170000,15.8613,3887.56,234
-8641.234375,235,3839.68,42.1462,1175000,16.0911,3878.3,235
-8927.3662109375,236,3826.78,42.666,1180000,16.5001,3883.52,236
-9194.0263671875,237,3589.86,42.384,1185000,15.9084,3824.19,237
-9117.3857421875,238,3834.14,42.6358,1190000,15.6963,3844.08,238
-9251.2021484375,239,3463.47,42.6638,1195000,16.0977,3793.82,239
-9223.904296875,240,3839.26,41.9404,1200000,16.0789,3863.92,240
-9224.076171875,241,3876.42,42.4092,1205000,16.4228,3896.41,241
-9340.46484375,242,3901.38,42.895,1210000,16.5243,3931.3,242
-9249.0634765625,243,3843.34,42.6578,1215000,16.0046,3876.8,243
-9428.048828125,244,3873.33,42.3104,1220000,16.2137,3917.52,244
-9450.1689453125,245,3868.76,42.7279,1225000,16.0382,3916.92,245
-9460.982421875,246,3931.98,42.6561,1230000,16.1329,3978.03,246
-9534.904296875,247,3910.63,42.1191,1235000,16.4532,3949.8,247
-9514.2236328125,248,3910.98,42.3878,1240000,16.2737,3972.02,248
-9635.5185546875,249,3904.64,42.0721,1245000,16.2626,3946.76,249
-9723.400390625,250,3937.44,42.7722,1250000,16.751,3969.48,250
-9820.6630859375,251,3884.38,42.609,1255000,15.8632,3937.88,251
-9784.697265625,252,3914.02,42.0838,1260000,16.3704,3980.28,252
-10016.06640625,253,3924.11,42.816,1265000,15.9169,3948.09,253
-10020.7841796875,254,3913.17,42.5478,1270000,16.4825,3969.55,254
-10214.404296875,255,3947.15,42.1865,1275000,16.2161,3997.87,255
-10036.8232421875,256,3943.06,42.6261,1280000,16.7808,4018.78,256
-10217.00390625,257,3910.75,42.919,1285000,16.7921,3925.42,257
-10209.5078125,258,3922.9,42.7195,1290000,16.2409,3974.8,258
-10341.796875,259,3985.06,42.5682,1295000,16.8144,4012.9,259
-10489.4072265625,260,3919.43,42.5653,1300000,16.9002,4005.39,260
-10429.4697265625,261,3914.0,42.3749,1305000,16.338,3941.78,261
-10477.447265625,262,3957.52,42.4695,1310000,16.9137,4005.96,262
-10825.294921875,263,3918.82,42.264,1315000,17.0448,4000.26,263
-10447.06640625,264,3952.78,41.9118,1320000,16.9156,3997.53,264
-10712.3017578125,265,3930.73,42.6444,1325000,16.7314,3975.37,265
-10633.58984375,266,3934.48,42.1578,1330000,16.657,3962.59,266
-10985.7421875,267,3897.08,42.8527,1335000,16.5938,3905.46,267
-11048.8017578125,268,3967.71,42.3533,1340000,16.7133,3953.06,268
-11019.2802734375,269,3905.71,42.0665,1345000,16.3183,3923.01,269
-11124.66015625,270,3926.8,42.284,1350000,16.1997,3963.38,270
-11241.4892578125,271,3744.17,42.0455,1355000,16.6666,3960.71,271
-11323.419921875,272,3900.19,42.2146,1360000,16.5926,3949.95,272
-11412.0859375,273,3859.96,42.9958,1365000,17.0469,3940.46,273
-11339.1015625,274,3833.92,42.7863,1370000,16.4627,3919.93,274
-11640.876953125,275,3832.55,42.1478,1375000,16.4835,3953.59,275
-11746.33203125,276,3839.05,42.1821,1380000,16.3418,3900.07,276
-11456.6669921875,277,3916.5,42.8679,1385000,16.9319,3976.27,277
-13555.791015625,278,-14.33,44.2212,1390000,18.4557,-13.49,278
-11995.3662109375,279,3826.17,42.8625,1395000,18.9911,3807.12,279
-12254.9814453125,280,3703.51,43.1835,1400000,18.7238,3852.57,280
-12117.748046875,281,3732.36,43.4263,1405000,18.5603,3762.0,281
-12474.58203125,282,3822.09,43.2318,1410000,18.3142,3846.96,282
-12277.875,283,3823.59,43.0257,1415000,18.1719,3831.26,283
-12359.9296875,284,3867.77,43.5795,1420000,18.2885,3857.79,284
-12280.802734375,285,3886.3,43.546,1425000,17.6511,3914.92,285
-12372.7431640625,286,3881.94,42.7117,1430000,17.226,3932.89,286
-12383.2685546875,287,3887.06,42.6725,1435000,16.7214,3911.77,287
-12647.5517578125,288,3880.16,42.8873,1440000,15.9673,3934.66,288
-12508.076171875,289,3815.31,42.8726,1445000,17.0809,3993.86,289
-12447.3583984375,290,3908.87,42.8215,1450000,16.9347,3967.77,290
-12687.35546875,291,3737.93,42.4359,1455000,16.2719,3928.73,291
-12868.6279296875,292,3798.29,42.5777,1460000,15.8224,3900.31,292
-12700.0810546875,293,3839.97,42.7081,1465000,16.5156,3924.14,293
-12461.89453125,294,3859.16,42.5546,1470000,15.9485,3975.05,294
-13027.4892578125,295,3797.74,42.967,1475000,15.8866,3906.62,295
-12831.5869140625,296,3897.37,42.7565,1480000,16.5121,4006.83,296
-12762.4970703125,297,3892.38,42.6434,1485000,16.1895,3956.83,297
-12561.681640625,298,3824.68,41.8484,1490000,15.7159,3987.17,298
-13082.1259765625,299,3892.6,42.387,1495000,15.929,3969.98,299
-13088.02734375,300,3451.47,42.0921,1500000,15.9178,4017.9,300
-13490.7939453125,301,3699.34,42.6574,1505000,15.7028,3993.11,301
-13535.89453125,302,3468.26,42.4088,1510000,16.1344,4005.12,302
-13839.2490234375,303,3350.2,42.5767,1515000,16.3365,3920.26,303
-13476.0419921875,304,3687.65,42.09,1520000,16.1873,3972.89,304
-13939.619140625,305,3013.06,42.6718,1525000,15.1175,3992.0,305
-14911.67578125,306,3412.29,43.1775,1530000,14.276,3854.09,306
-13683.2587890625,307,3908.72,42.5843,1535000,16.1348,3979.82,307
-14110.3154296875,308,3864.26,42.0358,1540000,15.2465,3973.25,308
-14115.1064453125,309,3675.3,42.5412,1545000,15.3339,3919.81,309
-13828.7939453125,310,3740.86,42.2877,1550000,15.5972,3985.12,310
-13726.361328125,311,3946.4,42.1732,1555000,15.6223,3998.91,311
-13909.0732421875,312,3977.06,42.476,1560000,16.0393,4059.2,312
-14069.869140625,313,3986.36,42.5499,1565000,16.1987,4023.16,313
-14386.05859375,314,3510.67,43.0931,1570000,15.6283,3955.86,314
-14336.6962890625,315,3935.27,42.3933,1575000,16.3102,4016.44,315
-14288.5244140625,316,3939.94,42.5772,1580000,15.906,4063.27,316
-14496.4853515625,317,3838.21,42.6618,1585000,15.817,3967.82,317
-14371.5234375,318,3973.95,42.1984,1590000,15.3624,4099.82,318
-14592.515625,319,3940.64,42.7016,1595000,15.7653,4052.65,319
-14782.0634765625,320,3748.71,42.8055,1600000,15.7191,4016.86,320
-14665.2158203125,321,3925.52,42.0763,1605000,15.371,4083.87,321
-15699.3095703125,322,3334.1,42.4424,1610000,14.217,2398.38,322
-14890.8583984375,323,3450.33,42.2701,1615000,14.7306,3993.3,323
-15021.6328125,324,3720.98,42.7729,1620000,15.0757,4015.53,324
-14723.8779296875,325,3781.88,42.2538,1625000,15.2521,4072.12,325
-14947.41796875,326,3577.11,41.9281,1630000,15.3861,4060.82,326
-15385.7607421875,327,3829.56,42.4294,1635000,15.0232,4002.3,327
-15434.4697265625,328,3730.87,42.151,1640000,15.1461,4009.9,328
-15273.0703125,329,3960.12,42.0509,1645000,15.5357,4112.72,329
-15403.4228515625,330,3943.0,42.316,1650000,15.1709,4049.86,330
-15254.921875,331,3882.02,41.7867,1655000,15.2427,4104.05,331
-16019.1416015625,332,3952.95,42.3902,1660000,14.8688,4023.66,332
-15905.00390625,333,3990.47,42.3476,1665000,14.3944,4085.76,333
-15763.642578125,334,3976.17,42.389,1670000,15.6946,4075.04,334
-15725.31640625,335,3934.66,42.5029,1675000,15.5949,4060.32,335
-15970.44921875,336,3980.87,42.3164,1680000,15.4553,4072.33,336
-15932.099609375,337,3981.88,42.5194,1685000,15.2275,3868.11,337
-16174.0986328125,338,3948.0,42.3779,1690000,14.9736,3987.99,338
-16185.7666015625,339,3987.84,42.462,1695000,15.6356,4040.74,339
-16060.2783203125,340,4046.8,42.1836,1700000,15.3523,4109.02,340
-16292.2431640625,341,3991.37,42.3608,1705000,15.0971,3916.72,341
-16552.00390625,342,3968.66,41.7211,1710000,15.0877,3994.85,342
-16612.142578125,343,4025.89,42.0839,1715000,15.4706,4077.59,343
-17057.853515625,344,4014.45,42.1126,1720000,15.3521,4004.0,344
-16565.49609375,345,4087.86,42.3123,1725000,15.5123,4177.95,345
-16950.798828125,346,4047.01,42.5972,1730000,16.1026,4075.42,346
-16885.169921875,347,4056.89,42.0706,1735000,15.8157,4078.1,347
-17189.09765625,348,4034.83,42.1274,1740000,15.1155,4059.12,348
-16840.734375,349,4147.57,41.6702,1745000,15.2673,4164.66,349
-17030.5546875,350,4088.33,41.0772,1750000,14.6884,4123.8,350
-17083.896484375,351,4058.18,41.7205,1755000,14.8733,4088.65,351
-17446.69140625,352,4077.78,41.8475,1760000,15.2535,4123.12,352
-17201.8359375,353,4089.8,42.0116,1765000,15.0411,4170.53,353
-16843.734375,354,4120.06,41.281,1770000,14.3717,4182.4,354
-17296.111328125,355,4078.48,41.8999,1775000,14.7424,4141.0,355
-17521.4765625,356,4097.83,41.8949,1780000,14.7116,4128.68,356
-16979.1015625,357,4141.66,41.5997,1785000,15.01,4205.26,357
-17403.806640625,358,4111.81,41.4459,1790000,15.3199,4149.79,358
-17335.69140625,359,4116.91,41.3648,1795000,14.9329,4185.32,359
-17622.81640625,360,4107.87,41.3239,1800000,15.1116,4155.28,360
-17317.501953125,361,4161.64,41.3563,1805000,14.3613,4208.37,361
-17903.87890625,362,4134.63,41.8364,1810000,15.458,4172.81,362
-18406.900390625,363,4093.27,41.9531,1815000,15.3677,4130.77,363
-19062.57421875,364,4102.78,41.7632,1820000,15.574,4117.72,364
-18588.349609375,365,4078.78,42.1746,1825000,15.372,4089.01,365
-18328.01171875,366,4112.21,41.6261,1830000,15.3715,4144.89,366
-19045.490234375,367,4140.44,42.1624,1835000,15.5989,4153.59,367
-18737.439453125,368,4088.16,41.2473,1840000,15.246,4087.21,368
-18558.86328125,369,4102.9,41.4732,1845000,15.2009,4128.6,369
-18602.1171875,370,4141.71,41.4249,1850000,15.0899,4157.69,370
-19531.951171875,371,4153.32,42.1332,1855000,15.6798,4155.12,371
-19273.400390625,372,4111.21,41.144,1860000,15.1538,4108.72,372
-19469.759765625,373,4092.04,42.1041,1865000,14.8533,4135.98,373
-19181.2890625,374,4085.12,41.6113,1870000,14.9168,4126.28,374
-19405.11328125,375,4138.62,41.5172,1875000,14.6941,4153.6,375
-19416.4765625,376,4147.41,42.1074,1880000,14.979,4136.23,376
-19299.322265625,377,4107.53,41.6664,1885000,14.8392,4146.95,377
-19132.533203125,378,4097.52,40.8861,1890000,14.7618,4129.69,378
-19723.033203125,379,3847.21,41.2467,1895000,14.7037,4121.73,379
-20075.71875,380,4099.51,42.0252,1900000,15.0343,4101.6,380
-19749.880859375,381,4023.11,41.7256,1905000,15.1042,4152.68,381
-19874.111328125,382,4086.74,41.4923,1910000,13.7471,4151.32,382
-19878.56640625,383,4145.18,41.5449,1915000,14.9916,4173.15,383
-20644.357421875,384,4107.64,41.7586,1920000,14.8071,4124.02,384
-20111.728515625,385,4130.42,41.8693,1925000,14.9967,4142.5,385
-20231.818359375,386,4091.47,41.4063,1930000,14.5868,4122.72,386
