Real Det Return,Running Reverse KL,Itration,Reward Loss,Running Env Steps,Real Sto Return,Running Forward KL,Running Update Time
822.38,30.183,73,-5736.021484375,365000,240.51,70.1607,73
1004.15,30.7564,74,-5892.517578125,370000,388.88,69.3153,74
908.65,29.4933,75,-5868.29736328125,375000,309.21,64.8467,75
931.05,29.7029,76,-6020.39501953125,380000,309.33,66.475,76
911.5,30.0198,77,-6191.96923828125,385000,333.53,67.8772,77
874.77,29.8035,78,-6294.16943359375,390000,280.13,67.3514,78
942.02,29.9376,79,-6437.2626953125,395000,397.76,67.9662,79
879.26,30.2955,80,-6608.16943359375,400000,246.23,71.7018,80
928.38,28.8929,81,-6559.1357421875,405000,348.76,65.8898,81
972.6,30.0452,82,-6838.09423828125,410000,339.43,69.4192,82
903.13,29.6439,83,-6953.24853515625,415000,346.09,69.306,83
1027.09,29.9305,84,-7012.3486328125,420000,286.85,67.0678,84
983.28,30.6339,85,-7288.64111328125,425000,356.43,71.9242,85
775.92,30.315,86,-7395.93359375,430000,273.19,70.706,86
880.5,30.6922,87,-7419.7744140625,435000,325.65,70.1441,87
991.1,29.5496,88,-7550.51123046875,440000,300.8,68.6894,88
864.62,30.0397,89,-7660.232421875,445000,347.85,68.8958,89
819.59,30.2217,90,-7892.4921875,450000,301.26,68.8628,90
874.35,30.6745,91,-8041.0087890625,455000,305.57,70.0984,91
865.23,30.8992,92,-8223.5849609375,460000,331.58,70.5217,92
989.49,29.9157,93,-8293.673828125,465000,383.61,68.6064,93
813.09,29.9587,94,-8433.5771484375,470000,289.4,68.1768,94
857.94,30.0823,95,-8565.7197265625,475000,323.96,68.5386,95
950.68,31.0587,96,-8850.412109375,480000,315.51,70.8677,96
810.05,30.901,97,-9029.7138671875,485000,298.25,73.6602,97
914.17,29.9749,98,-9013.6689453125,490000,311.87,68.793,98
732.34,30.1636,99,-9236.5478515625,495000,347.22,70.2675,99
853.23,30.0944,100,-9307.7587890625,500000,279.1,68.8689,100
920.84,30.3836,101,-9460.306640625,505000,277.04,69.3474,101
975.19,29.9835,102,-9602.55078125,510000,321.98,68.0794,102
976.09,30.6254,103,-9913.58984375,515000,314.53,72.191,103
854.91,30.7407,104,-10112.6337890625,520000,316.28,70.7803,104
778.07,30.5789,105,-10167.9423828125,525000,271.88,70.0714,105
963.6,30.6256,106,-10418.072265625,530000,257.48,69.9618,106
917.13,30.2812,107,-10464.3017578125,535000,306.96,69.685,107
946.35,30.3767,108,-10583.982421875,540000,323.29,68.3347,108
908.4,30.5682,109,-10821.341796875,545000,302.89,69.582,109
909.02,29.4739,110,-10844.314453125,550000,266.85,67.8558,110
967.49,31.0867,111,-11330.1513671875,555000,340.04,69.2296,111
962.3,30.8433,112,-11443.5419921875,560000,320.73,73.0802,112
869.8,29.9497,113,-11441.880859375,565000,235.23,67.3837,113
979.75,30.5502,114,-11730.9111328125,570000,336.23,70.4555,114
886.19,30.4578,115,-11962.080078125,575000,307.37,71.6781,115
914.49,30.0759,116,-12095.40234375,580000,296.14,70.2462,116
823.87,30.56,117,-12352.873046875,585000,329.3,69.653,117
978.61,29.9657,118,-12362.9189453125,590000,302.04,67.7805,118
897.09,30.1059,119,-12548.162109375,595000,321.18,68.6822,119
932.24,30.2793,120,-12831.767578125,600000,300.16,69.6352,120
912.16,30.0776,121,-13016.4501953125,605000,330.86,69.3717,121
1017.53,29.7594,122,-13182.796875,610000,308.35,69.3306,122
973.97,30.7728,123,-13654.7998046875,615000,343.66,72.3774,123
878.46,30.6492,124,-13768.9404296875,620000,295.77,70.2097,124
974.05,30.2193,125,-13847.5791015625,625000,305.28,68.7283,125
923.62,30.4425,126,-14224.96875,630000,287.52,70.1514,126
900.74,30.588,127,-14369.6748046875,635000,320.79,70.1463,127
980.05,30.697,128,-14679.1240234375,640000,356.84,70.0406,128
1023.44,30.337,129,-14763.4150390625,645000,292.9,70.2148,129
986.23,31.1297,130,-15146.69140625,650000,346.23,73.5598,130
976.18,30.3446,131,-15212.1103515625,655000,351.07,69.078,131
936.5,30.6448,132,-15543.5126953125,660000,327.79,72.4441,132
970.78,30.7003,133,-15729.6796875,665000,310.59,71.529,133
935.57,30.0411,134,-15569.3291015625,670000,390.04,67.2402,134
1036.19,30.7329,135,-16119.2255859375,675000,374.69,71.0716,135
990.05,29.8378,136,-16138.3173828125,680000,300.53,68.6529,136
968.71,30.4023,137,-16697.60546875,685000,336.71,71.1731,137
1022.06,30.3031,138,-16664.7265625,690000,325.83,69.2373,138
933.87,30.5765,139,-17180.341796875,695000,302.57,70.6851,139
1036.03,30.5677,140,-17164.564453125,700000,358.81,69.4388,140
983.32,30.1977,141,-17354.974609375,705000,416.82,67.2757,141
1013.44,30.5884,142,-17886.962890625,710000,329.35,69.0293,142
897.48,30.921,143,-18310.66796875,715000,355.42,70.4342,143
1024.54,29.7279,144,-18014.7421875,720000,336.93,67.9939,144
1027.16,30.9594,145,-18862.505859375,725000,323.33,74.1669,145
973.99,31.4388,146,-19142.115234375,730000,330.86,72.5225,146
1033.5,30.476,147,-19135.5234375,735000,350.21,70.4248,147
974.08,30.2881,148,-19389.552734375,740000,322.87,70.9027,148
983.97,29.7658,149,-19471.8515625,745000,313.5,68.7188,149
983.34,29.9893,150,-19846.283203125,750000,330.95,68.6302,150
1029.46,30.498,151,-20286.912109375,755000,342.77,70.7816,151
981.83,30.7259,152,-20696.669921875,760000,360.76,71.0356,152
923.31,30.4772,153,-20723.193359375,765000,330.33,71.1764,153
1014.06,30.2405,154,-21092.072265625,770000,358.02,70.744,154
1013.84,30.4635,155,-21134.09375,775000,313.23,69.203,155
1031.59,30.5713,156,-21716.828125,780000,345.67,70.9927,156
1027.26,30.7039,157,-22081.908203125,785000,329.92,71.758,157
1028.65,30.3889,158,-22320.345703125,790000,338.42,70.9793,158
867.85,30.5321,159,-22570.3671875,795000,318.71,70.4394,159
895.23,30.455,160,-22915.068359375,800000,333.56,70.9924,160
1012.08,31.1656,161,-23476.44921875,805000,349.31,73.1196,161
971.73,30.1362,162,-23326.98046875,810000,289.11,70.3021,162
769.24,30.4503,163,-23927.21875,815000,322.98,70.5756,163
1021.87,30.3704,164,-24131.529296875,820000,335.13,71.2662,164
1018.22,29.8836,165,-24037.955078125,825000,303.36,68.7867,165
1042.16,30.9373,166,-25048.6796875,830000,331.45,72.1885,166
917.0,30.2359,167,-25403.693359375,835000,326.88,72.0236,167
982.92,30.3164,168,-25472.42578125,840000,324.21,69.9788,168
921.59,30.0693,169,-25860.845703125,845000,307.68,69.6636,169
1021.0,30.799,170,-26399.50390625,850000,320.49,72.5391,170
1011.26,30.8072,171,-26898.2265625,855000,314.03,71.3083,171
939.36,30.4689,172,-26747.701171875,860000,348.92,70.3022,172
867.56,30.6595,173,-27181.97265625,865000,279.32,73.2036,173
979.24,30.4214,174,-27468.703125,870000,334.48,71.1358,174
929.24,31.0644,175,-28206.93359375,875000,355.22,72.767,175
979.63,30.2127,176,-28270.876953125,880000,349.56,70.3023,176
979.59,30.2108,177,-28405.28125,885000,325.99,71.5495,177
814.31,30.8984,178,-29376.02734375,890000,318.63,72.9229,178
1028.04,30.4367,179,-29428.474609375,895000,331.55,70.653,179
972.98,30.5846,180,-29870.36328125,900000,314.78,71.1243,180
1022.31,31.2631,181,-30508.189453125,905000,302.65,73.224,181
1038.31,30.793,182,-30491.337890625,910000,326.59,72.4157,182
971.44,30.8195,183,-30886.193359375,915000,336.43,69.6136,183
971.74,30.316,184,-31088.998046875,920000,343.44,69.6014,184
975.35,29.9788,185,-30331.111328125,925000,321.32,68.2089,185
920.23,30.2602,186,-32083.080078125,930000,339.35,71.2227,186
931.09,30.7528,187,-32818.23046875,935000,315.05,72.4481,187
881.17,30.3977,188,-32488.65625,940000,322.95,70.0153,188
914.93,30.6654,189,-33721.7734375,945000,338.36,70.5395,189
918.5,30.6673,190,-33599.33203125,950000,318.43,72.8238,190
922.3,30.8589,191,-34311.5859375,955000,314.17,72.8016,191
1020.24,30.74,192,-34422.62890625,960000,333.18,71.8275,192
979.67,30.7461,193,-34882.86328125,965000,320.0,71.1871,193
976.68,30.3266,194,-34409.23046875,970000,317.09,70.3289,194
919.36,30.3331,195,-35232.48046875,975000,316.71,70.2775,195
1030.3,30.7217,196,-36531.26953125,980000,324.6,74.5231,196
817.3,30.3688,197,-36612.77734375,985000,261.62,71.6448,197
1018.7,30.8882,198,-37488.1484375,990000,333.78,71.9314,198
1026.75,30.8376,199,-37602.11328125,995000,338.94,71.8945,199
924.88,30.8473,200,-38059.04296875,1000000,300.71,74.0272,200
872.86,30.5407,201,-38141.44921875,1005000,302.91,72.3532,201
923.56,30.336,202,-38281.2109375,1010000,258.51,70.0533,202
925.27,30.6831,203,-39415.88671875,1015000,290.88,71.9754,203
778.35,30.8652,204,-39893.40234375,1020000,308.08,73.6961,204
874.14,30.3864,205,-40401.3515625,1025000,259.98,72.5275,205
774.92,30.1764,206,-40831.07421875,1030000,278.36,72.3772,206
976.32,30.5249,207,-41029.75390625,1035000,294.37,71.7374,207
1018.24,30.4755,208,-41688.1484375,1040000,322.3,72.8494,208
924.63,30.3016,209,-42060.30078125,1045000,290.11,72.6489,209
964.68,30.6875,210,-42247.64453125,1050000,283.56,73.4881,210
1024.59,30.2047,211,-42456.796875,1055000,340.64,71.3456,211
914.12,30.4487,212,-43095.3984375,1060000,266.06,73.2572,212
767.25,30.3134,213,-43918.84765625,1065000,209.99,71.6438,213
770.96,30.3014,214,-43598.2265625,1070000,340.47,72.0778,214
871.63,30.3593,215,-44187.12109375,1075000,278.71,71.662,215
870.24,29.9785,216,-45224.0078125,1080000,329.33,72.4248,216
820.29,30.7675,217,-45936.3671875,1085000,313.8,72.7113,217
982.31,30.2487,218,-45413.3359375,1090000,310.53,71.6314,218
718.58,30.7815,219,-46619.23828125,1095000,290.66,73.7242,219
919.95,30.657,220,-46975.72265625,1100000,262.88,72.6332,220
817.4,30.0423,221,-47240.609375,1105000,277.64,71.1326,221
812.7,30.6085,222,-47773.359375,1110000,307.95,72.8362,222
867.51,30.0992,223,-47824.80859375,1115000,284.17,72.4821,223
869.99,29.9125,224,-48287.2890625,1120000,324.58,71.3044,224
862.81,30.2578,225,-48937.8828125,1125000,261.46,71.72,225
821.78,30.9127,226,-49059.62109375,1130000,297.73,74.229,226
869.4,30.2326,227,-49072.84375,1135000,211.79,72.5307,227
966.33,29.6419,228,-49573.99609375,1140000,288.53,71.7749,228
868.92,30.4757,229,-50731.33984375,1145000,322.44,72.5317,229
867.69,30.6519,230,-51003.8828125,1150000,267.37,73.0264,230
759.34,30.0824,231,-51113.97265625,1155000,252.48,72.9338,231
867.12,30.5678,232,-51520.8046875,1160000,279.32,72.1706,232
959.46,30.2593,233,-51987.1328125,1165000,312.59,73.6428,233
823.77,29.8732,234,-52370.3984375,1170000,221.19,73.085,234
866.18,30.3405,235,-52827.96484375,1175000,315.92,72.0624,235
1018.58,30.5582,236,-53693.96484375,1180000,298.93,73.2237,236
626.44,30.0363,237,-53169.87890625,1185000,224.15,71.9776,237
813.47,30.5628,238,-53426.44921875,1190000,278.88,73.7136,238
973.84,30.1641,239,-54095.80078125,1195000,281.72,72.5074,239
770.21,30.599,240,-54145.1171875,1200000,254.76,72.6678,240
866.16,30.3853,241,-54301.89453125,1205000,266.09,72.0899,241
715.63,30.7189,242,-55814.421875,1210000,268.98,73.6447,242
819.77,30.584,243,-56230.234375,1215000,252.16,73.3156,243
857.89,30.3369,244,-55383.7109375,1220000,239.22,71.8299,244
665.51,30.1021,245,-56435.66015625,1225000,245.37,72.6932,245
673.77,30.5394,246,-56487.96875,1230000,253.37,73.8064,246
666.01,30.289,247,-55852.359375,1235000,293.61,73.4979,247
814.4,30.4794,248,-57636.69921875,1240000,255.66,74.2535,248
665.72,30.1752,249,-57630.44921875,1245000,208.6,73.5519,249
818.74,30.4308,250,-57808.13671875,1250000,235.65,73.1852,250
858.9,30.4656,251,-58553.1328125,1255000,287.46,73.3553,251
772.96,30.3788,252,-59135.984375,1260000,241.01,73.4443,252
769.5,30.6421,253,-59465.37890625,1265000,267.51,73.6861,253
918.98,30.5727,254,-58613.4765625,1270000,236.8,73.6591,254
766.13,30.3202,255,-59091.88671875,1275000,272.17,72.1322,255
664.55,30.4711,256,-60101.8359375,1280000,255.86,73.4559,256
916.4,30.2237,257,-60300.1875,1285000,241.53,72.9685,257
920.34,30.313,258,-60647.83984375,1290000,316.85,72.1552,258
773.78,30.2857,259,-61178.67578125,1295000,238.79,72.6093,259
764.6,30.5055,260,-61656.19140625,1300000,245.95,73.1428,260
814.58,30.2835,261,-60719.15234375,1305000,276.92,73.8549,261
821.06,30.5109,262,-61012.5703125,1310000,241.62,73.6754,262
810.94,29.9243,263,-62270.3515625,1315000,231.76,73.0199,263
768.32,30.3447,264,-62689.90234375,1320000,297.46,73.1603,264
711.31,30.1996,265,-62732.55859375,1325000,283.08,73.4344,265
818.49,30.3048,266,-63388.765625,1330000,250.09,73.1785,266
710.08,30.3701,267,-63124.73828125,1335000,249.09,73.8842,267
610.52,30.1116,268,-63506.51953125,1340000,234.17,73.8265,268
712.97,30.0653,269,-63429.91015625,1345000,281.26,73.5862,269
813.02,30.2376,270,-64152.18359375,1350000,212.01,72.4331,270
764.94,30.3275,271,-63303.38671875,1355000,220.36,72.9165,271
822.88,29.9145,272,-65484.54296875,1360000,325.77,72.7425,272
816.45,30.1407,273,-66031.28125,1365000,257.08,73.4936,273
710.18,30.4012,274,-64794.52734375,1370000,231.28,73.5187,274
817.88,29.8493,275,-66382.234375,1375000,254.21,74.1535,275
715.73,30.3725,276,-66027.0625,1380000,259.07,74.6239,276
914.36,30.3496,277,-66915.421875,1385000,252.12,73.0705,277
860.83,30.7221,278,-67953.875,1390000,215.27,75.0044,278
668.43,30.2195,279,-67031.9765625,1395000,243.52,72.5106,279
720.94,30.442,280,-68149.3828125,1400000,214.49,73.5306,280
767.49,30.1765,281,-67715.3515625,1405000,221.38,72.9604,281
763.14,29.8302,282,-67966.0703125,1410000,273.97,72.4184,282
770.85,29.88,283,-69250.40625,1415000,202.69,73.5016,283
811.67,29.9765,284,-68538.75,1420000,212.6,73.7614,284
767.69,30.1269,285,-69291.828125,1425000,225.57,73.3565,285
713.32,30.011,286,-69950.1796875,1430000,215.39,73.0332,286
817.09,30.0646,287,-70010.78125,1435000,287.31,72.8915,287
809.44,29.7814,288,-69855.4453125,1440000,268.91,73.3716,288
813.13,29.8686,289,-70764.96875,1445000,256.52,73.2114,289
620.55,29.9907,290,-71452.0546875,1450000,229.83,72.2028,290
764.92,30.0549,291,-71578.484375,1455000,256.77,72.8061,291
864.38,30.3376,292,-72281.265625,1460000,263.89,73.5629,292
804.0,30.2167,293,-72342.875,1465000,239.82,73.6199,293
767.25,29.9997,294,-72448.7578125,1470000,254.79,72.074,294
806.42,30.284,295,-72556.53125,1475000,212.0,72.6273,295
757.4,30.449,296,-73976.609375,1480000,275.98,73.589,296
769.71,29.7548,297,-73299.5546875,1485000,291.35,72.58,297
909.85,30.0641,298,-73974.125,1490000,270.59,71.8219,298
816.94,30.4804,299,-74710.15625,1495000,247.25,73.201,299
858.86,30.12,300,-75508.8203125,1500000,280.23,72.6576,300
853.5,29.745,301,-75352.9453125,1505000,243.41,72.3189,301
705.83,30.4166,302,-75975.890625,1510000,240.01,73.5642,302
707.85,29.9804,303,-75339.0234375,1515000,213.39,73.1409,303
808.77,29.5156,304,-75988.8828125,1520000,271.46,72.4321,304
761.44,30.2446,305,-77713.1875,1525000,224.95,73.0847,305
808.82,30.4865,306,-76867.28125,1530000,288.29,72.8261,306
806.7,30.0399,307,-77030.6328125,1535000,202.59,72.2972,307
812.19,30.0571,308,-78937.8125,1540000,259.33,73.3281,308
761.2,30.2723,309,-78267.8515625,1545000,211.08,74.591,309
766.76,30.3603,310,-78153.2578125,1550000,254.53,73.9512,310
912.16,29.9649,311,-79061.9921875,1555000,262.16,73.011,311
808.63,30.3042,312,-79866.0,1560000,286.48,73.6686,312
863.16,30.5771,313,-79935.125,1565000,267.95,73.7045,313
906.2,30.269,314,-79589.8984375,1570000,251.26,73.3892,314
854.8,29.805,315,-80580.0390625,1575000,274.01,73.786,315
955.93,30.3306,316,-81691.9453125,1580000,215.59,73.3917,316
661.08,30.0964,317,-81777.5390625,1585000,235.27,72.2201,317
714.63,30.3822,318,-82032.40625,1590000,242.35,74.2369,318
807.75,29.8767,319,-82228.4296875,1595000,277.91,73.4133,319
763.81,30.1045,320,-81345.484375,1600000,228.95,74.1871,320
712.74,29.8952,321,-82517.9609375,1605000,264.76,74.0869,321
853.26,30.5453,322,-84997.9296875,1610000,234.91,74.0519,322
910.38,30.6323,323,-84594.8515625,1615000,275.03,74.6403,323
816.35,29.4903,324,-82802.3671875,1620000,262.43,72.4812,324
664.77,29.9273,325,-83716.75,1625000,246.9,72.4859,325
758.83,30.0243,326,-85317.6953125,1630000,226.74,72.9138,326
913.34,30.3096,327,-86367.4140625,1635000,278.37,74.6681,327
764.25,30.4972,328,-85523.0546875,1640000,302.68,73.4361,328
712.91,30.6299,329,-86006.3203125,1645000,251.79,74.0185,329
858.78,30.225,330,-87571.3671875,1650000,243.87,73.9239,330
811.91,30.4324,331,-87046.6328125,1655000,252.24,73.7585,331
658.09,29.9364,332,-87255.625,1660000,258.34,72.885,332
853.32,30.0286,333,-86736.3515625,1665000,216.89,72.6085,333
808.2,30.0204,334,-86571.4375,1670000,194.45,73.8679,334
906.38,30.216,335,-88066.0,1675000,260.66,74.1523,335
951.01,30.4634,336,-88513.3984375,1680000,197.02,74.9417,336
849.51,30.3849,337,-87988.2578125,1685000,272.95,73.6346,337
863.41,30.3223,338,-90326.578125,1690000,270.16,73.7589,338
810.28,30.1626,339,-88371.4140625,1695000,236.53,73.1995,339
808.23,30.3347,340,-89411.0390625,1700000,249.75,73.7085,340
811.17,29.9345,341,-89843.484375,1705000,273.83,72.4415,341
764.4,30.4477,342,-90694.59375,1710000,218.53,73.5528,342
807.97,30.0605,343,-91404.921875,1715000,264.93,73.9953,343
763.52,30.4766,344,-90805.75,1720000,230.33,73.5225,344
705.11,30.3794,345,-91077.84375,1725000,259.29,73.0423,345
608.93,30.2318,346,-90923.046875,1730000,234.58,73.9243,346
754.47,30.1745,347,-91096.015625,1735000,244.88,73.9625,347
712.73,30.5666,348,-91115.8125,1740000,246.02,72.4412,348
852.92,30.2558,349,-91493.8671875,1745000,241.81,74.3927,349
711.53,30.5839,350,-90656.9140625,1750000,238.42,73.1362,350
709.31,30.2444,351,-91803.4375,1755000,248.22,73.6817,351
809.44,29.8722,352,-92004.7578125,1760000,194.71,73.5705,352
767.08,30.4148,353,-92029.609375,1765000,290.23,74.2623,353
757.93,30.1955,354,-92207.8671875,1770000,233.92,72.8403,354
807.8,30.284,355,-92971.3828125,1775000,261.84,73.5875,355
808.13,30.1822,356,-92318.7109375,1780000,201.28,73.7963,356
665.08,30.0862,357,-91795.4375,1785000,228.11,73.2229,357
811.07,30.5134,358,-93811.15625,1790000,246.85,74.2894,358
817.51,30.2257,359,-92155.0234375,1795000,289.36,73.5212,359
856.61,30.0095,360,-93068.265625,1800000,275.59,72.4217,360
860.23,30.3222,361,-93324.2890625,1805000,249.76,72.3087,361
757.54,29.54,362,-92849.3984375,1810000,196.19,74.0447,362
805.27,30.8422,363,-93480.59375,1815000,315.27,74.1926,363
771.35,29.7033,364,-92775.3515625,1820000,236.94,72.4977,364
662.07,29.647,365,-93429.5390625,1825000,247.83,73.1555,365
657.11,30.6575,366,-93637.3671875,1830000,242.84,74.4369,366
859.4,30.1892,367,-93620.1328125,1835000,239.92,73.2527,367
759.71,30.532,368,-94075.515625,1840000,256.9,75.1092,368
857.33,30.4917,369,-94305.0078125,1845000,248.1,73.3033,369
904.39,29.7738,370,-93876.578125,1850000,271.59,72.863,370
856.2,30.1017,371,-93722.0703125,1855000,220.95,72.9922,371
911.46,29.9154,372,-93781.0859375,1860000,248.63,74.5211,372
917.29,30.3095,373,-93522.34375,1865000,215.04,74.4251,373
817.86,29.4343,374,-93638.046875,1870000,252.6,73.8229,374
861.78,30.1467,375,-93846.515625,1875000,208.07,73.9929,375
810.98,30.1482,376,-93859.890625,1880000,216.4,74.7086,376
756.52,29.9935,377,-93207.953125,1885000,206.62,74.7339,377
754.0,30.4483,378,-94557.0625,1890000,198.3,73.0515,378
753.69,30.3455,379,-94840.875,1895000,185.23,73.7282,379
615.37,30.4665,380,-94469.3125,1900000,265.52,71.8124,380
714.36,30.083,381,-94316.9296875,1905000,249.59,73.4644,381
709.43,30.464,382,-94396.1484375,1910000,259.96,72.8429,382
747.51,30.0088,383,-94004.03125,1915000,243.46,72.9219,383
704.43,30.0694,384,-94483.078125,1920000,262.27,73.8035,384
910.89,30.1628,385,-94986.75,1925000,254.93,74.247,385
896.16,30.6202,386,-94352.046875,1930000,236.13,74.5074,386
805.73,29.8853,387,-94790.8671875,1935000,293.51,72.015,387
835.61,30.6585,388,-95095.6640625,1940000,238.88,74.7227,388
788.07,30.4274,389,-95635.2109375,1945000,236.69,73.5532,389
747.73,29.9285,390,-94875.4296875,1950000,211.21,73.2907,390
750.94,30.3773,391,-94986.328125,1955000,222.83,73.7046,391
742.39,30.3085,392,-95532.25,1960000,185.56,73.9966,392
802.79,30.3409,393,-95571.7578125,1965000,260.43,74.6686,393
857.26,30.4522,394,-94661.0546875,1970000,237.73,73.6805,394
849.02,30.6565,395,-95434.4453125,1975000,241.11,73.7968,395
794.92,30.7281,396,-95311.0625,1980000,254.56,74.1215,396
745.15,30.3322,397,-95531.765625,1985000,267.18,73.7136,397
653.48,29.8732,398,-95097.3828125,1990000,173.76,74.2349,398
754.64,30.3087,399,-95532.9140625,1995000,195.62,74.1733,399
536.32,30.1932,400,-95253.6015625,2000000,269.39,74.2966,400
704.62,30.7222,401,-95490.25,2005000,276.41,73.9939,401
857.63,30.7437,402,-95094.21875,2010000,249.2,73.7885,402
661.26,30.4083,403,-94876.234375,2015000,225.25,72.8419,403
706.2,31.1225,404,-95886.734375,2020000,255.65,74.4987,404
839.29,30.4813,405,-95507.734375,2025000,258.94,75.2568,405
747.94,30.5527,406,-95319.4453125,2030000,247.23,74.4133,406
855.94,30.9748,407,-96032.625,2035000,223.58,75.6649,407
515.81,30.4598,408,-95783.265625,2040000,251.21,73.4121,408
645.55,30.6278,409,-95562.90625,2045000,235.46,74.04,409
699.06,31.1866,410,-95859.2578125,2050000,206.22,73.737,410
802.77,30.7479,411,-95821.140625,2055000,269.07,75.197,411
950.76,30.2154,412,-95616.8046875,2060000,295.93,74.5127,412
705.83,30.5236,413,-95889.6171875,2065000,221.02,73.583,413
850.09,30.3604,414,-95728.3984375,2070000,220.58,74.1823,414
