Running Forward KL,Running Reverse KL,Running Update Time,Real Det Return,Running Env Steps,Itration,Reward Loss,Real Sto Return
33.5603,17.5857,0,231.29,0,0,413.2853088378906,224.96
29.7427,25.33,1,316.27,5000,1,455.6627502441406,270.92
29.9282,24.3132,2,371.92,10000,2,444.2237548828125,367.44
29.9376,15.6562,3,403.57,15000,3,210.19216918945312,404.26
28.1238,18.2883,4,378.48,20000,4,233.90696716308594,367.35
29.5207,18.4887,5,409.5,25000,5,237.6119842529297,391.07
26.63,19.0076,6,530.82,30000,6,182.13424682617188,500.53
24.8976,16.4366,7,567.98,35000,7,166.3861846923828,554.21
27.5482,14.4787,8,541.75,40000,8,261.93402099609375,501.79
27.998,13.8253,9,340.7,45000,9,9.155681610107422,387.61
24.2966,18.6288,10,908.15,50000,10,-65.5334243774414,905.4
27.225,15.1844,11,429.22,55000,11,371.69921875,415.1
38.1766,61.0417,12,16.9,60000,12,-232.2239532470703,16.29
39.1656,25.7582,13,1043.19,65000,13,-233.70252990722656,1033.53
35.9311,22.4568,14,830.2,70000,14,-275.14276123046875,574.42
36.1132,42.5064,15,29.68,75000,15,-354.3045349121094,130.17
31.9326,43.8553,16,319.38,80000,16,-254.9198455810547,319.1
35.833,23.4895,17,995.54,85000,17,-328.3215026855469,996.37
31.656,33.3752,18,216.55,90000,18,-548.8560791015625,199.8
32.4986,27.0172,19,169.88,95000,19,-569.1998901367188,146.07
33.2718,31.407,20,206.39,100000,20,-336.7939758300781,207.25
36.3927,70.205,21,50.54,105000,21,-702.600341796875,51.83
31.6512,41.0369,22,462.24,110000,22,-800.9417724609375,478.54
36.7606,42.6231,23,213.78,115000,23,-701.16552734375,211.64
36.833,60.1829,24,987.09,120000,24,-723.7723999023438,987.04
35.3501,23.5797,25,1001.42,125000,25,-746.2969360351562,1001.75
33.3689,22.4684,26,1024.4,130000,26,-685.9616088867188,1024.61
30.2314,36.831,27,823.66,135000,27,-849.1197509765625,886.53
33.1345,20.6127,28,1047.7,140000,28,-900.2258911132812,1047.01
33.9667,39.1283,29,378.45,145000,29,-1240.1920166015625,382.64
33.2202,57.5036,30,295.19,150000,30,-1346.7276611328125,296.62
32.2086,36.9518,31,1060.83,155000,31,-1105.3448486328125,1129.02
30.8044,35.1935,32,808.56,160000,32,-945.091796875,624.0
29.5991,52.9218,33,453.22,165000,33,-907.9202880859375,473.22
37.8605,49.0999,34,982.42,170000,34,-1292.1483154296875,981.89
37.8345,61.7511,35,989.72,175000,35,-1309.3857421875,989.62
33.6269,61.3047,36,304.5,180000,36,-1576.165283203125,298.62
31.8804,63.5952,37,146.81,185000,37,-1622.6544189453125,130.74
31.9854,201.2817,38,247.34,190000,38,-1324.1822509765625,247.19
31.5429,77.7718,39,170.03,195000,39,-1666.9937744140625,147.19
30.3707,47.1393,40,376.01,200000,40,-1681.3382568359375,377.8
31.2985,25.0648,41,474.07,205000,41,-1061.025390625,474.67
32.2223,21.9522,42,296.44,210000,42,-1614.6566162109375,295.69
34.2237,24.8858,43,216.15,215000,43,-1576.6610107421875,216.33
27.4287,111.7622,44,338.93,220000,44,-1182.499755859375,282.76
27.2921,91.523,45,777.47,225000,45,-760.8250122070312,808.71
26.7338,35.3205,46,730.32,230000,46,-1667.142822265625,699.85
29.9853,28.7748,47,717.83,235000,47,-1453.307373046875,680.35
29.4618,27.2037,48,371.5,240000,48,-1352.51708984375,335.54
31.1293,119.624,49,518.02,245000,49,-1857.4107666015625,417.28
31.4312,123.4776,50,786.23,250000,50,-1940.6365966796875,773.1
38.0654,40.7798,51,984.23,255000,51,-2172.360107421875,984.93
39.4303,237.3517,52,6.04,260000,52,-2367.014892578125,5.18
36.5869,44.6933,53,1023.99,265000,53,-2084.909423828125,1023.4
36.7397,33.7079,54,1023.8,270000,54,-2126.52099609375,1024.1
35.903,32.7396,55,979.31,275000,55,-2123.43359375,979.35
35.1171,214.3624,56,61.47,280000,56,-2197.5615234375,61.48
35.37,126.5881,57,96.66,285000,57,-2825.32568359375,96.28
35.9234,28.8868,58,140.18,290000,58,-2509.296142578125,133.13
29.6792,21.672,59,281.28,295000,59,-547.8357543945312,287.08
30.5799,20.5795,60,280.72,300000,60,-1056.3807373046875,295.55
30.333,139.2357,61,278.49,305000,61,-2098.031494140625,254.67
38.2662,53.5676,62,124.69,310000,62,-2649.919921875,123.53
38.6311,89.8468,63,261.16,315000,63,-2713.4814453125,262.84
37.4556,71.6829,64,355.26,320000,64,-2752.9169921875,353.87
39.0708,51.5653,65,239.33,325000,65,-2730.5439453125,236.71
32.2879,29.3912,66,110.27,330000,66,-2809.34765625,110.77
34.2981,28.8614,67,938.62,335000,67,-2105.398681640625,946.86
34.5834,25.5881,68,994.79,340000,68,-1846.2593994140625,993.62
34.9861,40.4578,69,1006.52,345000,69,-2322.102294921875,1006.21
35.488,77.1423,70,999.6,350000,70,-3007.417724609375,999.71
32.7908,78.9424,71,705.41,355000,71,-2864.891357421875,744.08
38.9717,75.6544,72,999.46,360000,72,-3092.6640625,999.38
39.4785,68.0001,73,1005.22,365000,73,-3208.8623046875,1005.03
36.1528,29.1539,74,1012.41,370000,74,-3138.768798828125,1011.77
37.5759,30.5282,75,1005.7,375000,75,-3205.6728515625,1005.88
33.9426,19.5562,76,1015.06,380000,76,-2971.86767578125,1015.07
32.2344,100.384,77,489.25,385000,77,-3589.755859375,489.17
34.172,118.4141,78,379.15,390000,78,-3756.94970703125,379.15
31.6514,116.3726,79,412.63,395000,79,-3756.362060546875,413.29
31.141,104.3846,80,516.36,400000,80,-3555.0029296875,510.27
29.6596,107.3281,81,530.15,405000,81,-3703.6708984375,535.98
32.7028,116.0488,82,436.75,410000,82,-3856.51953125,435.43
31.7857,36.4694,83,521.31,415000,83,-3468.023681640625,518.4
30.1265,38.9595,84,401.44,420000,84,-3041.148193359375,398.55
30.591,84.6727,85,473.25,425000,85,-3536.988037109375,436.77
35.7087,24.0557,86,1036.1,430000,86,-3666.646240234375,1035.34
36.9359,40.3801,87,1022.72,435000,87,-3906.72705078125,1022.26
36.1408,26.0769,88,1025.32,440000,88,-3857.86572265625,1025.19
35.5741,21.9097,89,1015.66,445000,89,-3757.291748046875,1014.94
34.5048,22.9242,90,484.52,450000,90,-3736.95849609375,550.08
36.1276,30.0062,91,231.95,455000,91,-4075.185302734375,230.69
34.3057,33.0304,92,271.59,460000,92,-4245.15869140625,270.36
27.4628,18.2319,93,375.62,465000,93,-3070.489013671875,392.98
27.6526,18.0875,94,291.93,470000,94,-3406.3798828125,292.34
29.5212,19.7938,95,312.01,475000,95,-2866.104736328125,326.14
32.9441,24.8594,96,439.66,480000,96,-4244.56201171875,441.31
30.8348,23.017,97,469.79,485000,97,-3694.431640625,462.27
30.607,24.0898,98,401.87,490000,98,-3530.771728515625,399.38
30.6875,25.0613,99,486.79,495000,99,-4046.277587890625,500.54
31.7063,40.6818,100,587.29,500000,100,-4566.60400390625,518.97
38.5721,37.3018,101,993.23,505000,101,-4708.31640625,985.83
38.3057,33.7124,102,994.9,510000,102,-4582.07177734375,994.95
37.1577,34.0526,103,999.57,515000,103,-4292.498046875,999.76
32.7731,25.7499,104,589.37,520000,104,-4291.740234375,621.48
32.3456,101.7045,105,197.8,525000,105,-4052.73388671875,213.23
30.7876,34.4957,106,332.53,530000,106,-4826.71435546875,377.09
37.5942,63.3764,107,978.36,535000,107,-5045.1416015625,978.28
33.1701,44.8001,108,347.1,540000,108,-3779.8837890625,346.87
37.8056,60.402,109,1019.15,545000,109,-5054.935546875,949.85
32.4062,60.0226,110,274.52,550000,110,-3061.71484375,274.26
35.1398,74.3498,111,597.54,555000,111,-5078.46630859375,598.59
32.9901,120.4219,112,359.04,560000,112,-5141.91357421875,357.89
32.0208,70.5798,113,273.03,565000,113,-4620.98876953125,264.23
32.2195,55.7777,114,78.93,570000,114,-5171.630859375,79.36
33.1502,49.0545,115,143.94,575000,115,-5407.60400390625,145.01
32.9476,120.9371,116,199.19,580000,116,-5716.7275390625,205.83
31.6217,119.2767,117,329.59,585000,117,-5523.08544921875,342.62
32.5522,48.4712,118,312.54,590000,118,-5693.87646484375,315.15
32.3741,22.0489,119,236.23,595000,119,-4167.69482421875,230.38
31.4972,32.0449,120,160.03,600000,120,-5627.93017578125,158.34
32.7625,141.1002,121,106.95,605000,121,-5873.0283203125,105.68
32.5542,126.0763,122,95.2,610000,122,-5834.07177734375,94.61
39.2992,99.1239,123,991.04,615000,123,-5843.11181640625,990.88
32.8462,64.0505,124,629.29,620000,124,-5669.904296875,586.92
33.101,97.574,125,92.39,625000,125,-5012.453125,93.23
33.8067,129.1877,126,137.09,630000,126,-6102.5791015625,137.54
31.9935,72.4562,127,173.17,635000,127,-5471.32470703125,169.93
31.6052,76.804,128,175.04,640000,128,-5155.8095703125,164.43
31.5114,32.6231,129,250.16,645000,129,-5209.36962890625,247.83
31.8678,23.4918,130,234.3,650000,130,-5662.1220703125,232.18
32.185,64.5192,131,267.85,655000,131,-5615.53271484375,267.42
31.7199,38.959,132,345.09,660000,132,-6048.07763671875,355.69
31.9187,170.9409,133,52.39,665000,133,-6304.75,52.64
34.5539,170.2751,134,4.03,670000,134,-6110.0634765625,3.92
35.9601,125.1918,135,97.66,675000,135,-6876.57958984375,99.27
35.2427,34.7707,136,369.33,680000,136,-6186.00830078125,375.54
35.5397,216.3543,137,105.84,685000,137,-7116.2890625,107.45
35.0612,185.8247,138,85.74,690000,138,-6574.02001953125,85.8
33.651,37.0191,139,131.96,695000,139,-6445.50048828125,131.43
37.7056,30.4035,140,68.22,700000,140,-6506.46142578125,70.32
35.5957,24.5304,141,134.32,705000,141,-5686.1630859375,132.3
34.3858,21.191,142,665.33,710000,142,-5057.9306640625,638.52
33.093,17.1719,143,1013.57,715000,143,-2685.76220703125,953.6
31.4721,16.2681,144,653.34,720000,144,-2037.9678955078125,588.67
31.077,16.7242,145,279.52,725000,145,-2828.95166015625,290.59
29.5648,17.0576,146,249.78,730000,146,-2937.0322265625,225.34
31.0874,118.5196,147,162.06,735000,147,-5254.41552734375,173.58
32.3011,59.0914,148,221.95,740000,148,-4522.52392578125,205.44
33.6023,35.5722,149,401.06,745000,149,-4008.625732421875,375.69
34.1402,26.0584,150,1061.94,750000,150,-4731.05908203125,1063.45
34.5588,26.4528,151,986.72,755000,151,-5384.0185546875,979.11
34.0633,29.7474,152,1041.84,760000,152,-6125.091796875,1044.46
34.37,38.3577,153,1002.73,765000,153,-6417.28955078125,1001.42
35.0644,41.4441,154,1037.9,770000,154,-5670.2802734375,1052.17
35.055,28.3702,155,1043.92,775000,155,-6302.59912109375,1049.01
32.6588,30.183,156,483.6,780000,156,-7073.8349609375,484.59
34.2514,28.2679,157,1026.96,785000,157,-7393.73388671875,1026.03
32.1162,30.0659,158,441.25,790000,158,-7185.09619140625,433.71
31.8297,25.4106,159,321.17,795000,159,-7289.30517578125,320.0
31.7202,24.8721,160,359.12,800000,160,-5842.19384765625,359.39
34.0402,29.1825,161,1061.96,805000,161,-7097.03759765625,1024.03
31.4021,17.9237,162,530.58,810000,162,-6079.73291015625,494.29
32.2923,21.0868,163,786.23,815000,163,-6487.78955078125,834.12
29.645,19.975,164,434.19,820000,164,-5524.32763671875,435.56
30.3495,26.3025,165,477.95,825000,165,-5817.298828125,480.98
31.9586,22.1246,166,384.95,830000,166,-6321.81005859375,385.02
29.7405,25.4834,167,403.72,835000,167,-5951.7548828125,388.33
29.1708,40.71,168,401.12,840000,168,-6330.509765625,407.1
29.3619,26.6178,169,409.09,845000,169,-6374.89306640625,410.08
29.985,15.4218,170,387.82,850000,170,-5594.7255859375,377.81
29.4013,18.5938,171,427.7,855000,171,-5896.25390625,426.86
29.1073,27.469,172,516.05,860000,172,-6519.19287109375,501.88
29.9262,32.8113,173,525.48,865000,173,-6507.49609375,522.77
29.4012,22.9293,174,396.18,870000,174,-6908.8994140625,406.95
30.1283,18.9473,175,684.83,875000,175,-6940.73828125,673.57
30.9795,26.4909,176,849.0,880000,176,-7590.203125,807.18
33.0576,24.1787,177,768.25,885000,177,-7789.6650390625,739.47
33.5384,33.8843,178,481.09,890000,178,-8206.38671875,483.37
32.3279,36.9027,179,332.15,895000,179,-9442.5771484375,321.34
26.0475,25.9389,180,831.06,900000,180,-6892.40771484375,815.23
31.8672,47.544,181,324.11,905000,181,-9056.8779296875,322.86
30.998,17.9213,182,407.35,910000,182,-5226.28369140625,409.02
30.5294,16.8064,183,230.01,915000,183,-4557.291015625,226.67
29.7247,15.7838,184,241.96,920000,184,-4255.2421875,251.12
30.3565,60.6399,185,991.41,925000,185,-9169.1357421875,974.62
33.279,31.8994,186,1046.7,930000,186,-8497.9814453125,1044.94
35.9635,172.1323,187,139.89,935000,187,-9770.853515625,215.3
27.6734,60.0083,188,722.08,940000,188,-7040.2236328125,770.34
27.5005,130.7119,189,709.21,945000,189,-8560.15234375,709.65
28.3201,27.294,190,776.25,950000,190,-8186.181640625,848.85
28.0495,27.3273,191,922.27,955000,191,-8367.6416015625,959.14
32.8252,27.8604,192,1096.58,960000,192,-8008.8681640625,979.84
32.7526,25.5051,193,466.48,965000,193,-8072.66064453125,443.88
36.7746,176.8899,194,63.67,970000,194,-10512.6943359375,63.44
32.6201,25.5439,195,595.82,975000,195,-8165.5224609375,573.92
36.5301,179.4981,196,61.68,980000,196,-10573.30859375,61.86
36.8799,176.8347,197,74.13,985000,197,-10761.1162109375,76.0
36.2687,69.2181,198,1035.2,990000,198,-9800.0673828125,1035.09
37.0655,102.1847,199,1037.51,995000,199,-10175.3515625,1037.6
