Running Forward KL,Itration,Running Env Steps,Real Det Return,Reward Loss,Real Sto Return,Running Reverse KL,Running Update Time
62.5761,161,805000,942.69,-3585.57177734375,360.41,27.0994,161
59.888,162,810000,1145.21,-3391.97265625,565.35,27.162,162
67.3577,163,815000,689.2,-3928.640625,246.29,29.3855,163
65.861,164,820000,627.92,-3825.429931640625,342.35,28.3739,164
67.5359,165,825000,865.6,-4012.7138671875,200.88,29.2932,165
62.0456,166,830000,926.01,-3772.727294921875,390.44,27.3641,166
68.8532,167,835000,894.39,-4150.6474609375,355.35,29.5873,167
66.0001,168,840000,723.27,-4137.10986328125,331.14,28.6792,168
66.2835,169,845000,1075.79,-4170.3837890625,481.27,29.2653,169
61.8844,170,850000,1059.33,-4064.9638671875,485.97,27.5465,170
68.2992,171,855000,651.35,-4380.6552734375,289.66,29.4876,171
64.1085,172,860000,948.46,-4228.8466796875,385.82,28.3859,172
59.26,173,865000,1042.84,-3892.059326171875,525.81,26.5107,173
64.2754,174,870000,1076.28,-4382.5322265625,442.23,29.0405,174
64.5336,175,875000,1224.0,-4442.55126953125,451.72,28.3451,175
64.408,176,880000,1174.74,-4481.98779296875,403.1,28.1654,176
66.5748,177,885000,887.56,-4711.16162109375,290.96,28.6915,177
63.1241,178,890000,1183.02,-4561.76953125,451.18,28.263,178
65.0203,179,895000,697.49,-4722.61669921875,317.68,28.632,179
67.7854,180,900000,459.82,-4863.4150390625,62.66,34.6693,180
77.8363,181,905000,-693.52,-5034.8662109375,-482.72,60.1469,181
86.7468,182,910000,-808.04,-5205.36962890625,-708.72,133.6074,182
82.3688,183,915000,-2.14,-5498.9228515625,-55.03,57.7534,183
78.1279,184,920000,-6.77,-5397.6240234375,-16.35,38.1441,184
77.7472,185,925000,255.58,-5281.47216796875,2.63,37.7697,185
88.5955,186,930000,-1969.42,-4000.982177734375,-1810.34,148.5058,186
91.6594,187,935000,-863.35,-5714.1435546875,-1244.42,143.8375,187
85.4192,188,940000,-772.18,-5415.9033203125,-258.55,71.0935,188
86.7955,189,945000,-879.62,-5943.58056640625,-642.62,121.5375,189
86.1197,190,950000,-225.62,-5096.89990234375,-458.46,66.6061,190
83.9233,191,955000,-678.94,-5628.89111328125,-686.22,110.8512,191
83.7958,192,960000,-750.91,-6005.736328125,-592.76,87.4039,192
98.3812,193,965000,-1710.44,-3848.746337890625,-1663.44,203.0345,193
80.9918,194,970000,-662.08,-5796.87841796875,-140.09,50.6439,194
76.6111,195,975000,-400.62,-5975.15380859375,-97.5,39.9786,195
74.1241,196,980000,-18.06,-5434.5185546875,-81.37,43.7433,196
78.049,197,985000,-510.46,-5854.5234375,-438.1,65.603,197
74.2945,198,990000,-588.9,-5912.6748046875,-377.69,60.6823,198
71.4743,199,995000,143.47,-6243.98388671875,-4.0,30.0032,199
73.2477,200,1000000,-56.63,-5853.23779296875,-62.19,33.9933,200
79.9654,201,1005000,-141.72,-5462.83837890625,-183.66,52.7721,201
90.9178,202,1010000,-697.01,-6005.7080078125,-767.7,86.44,202
74.6292,203,1015000,483.29,-6487.93017578125,24.83,30.4052,203
74.9612,204,1020000,88.0,-5842.62109375,15.63,40.2048,204
69.8432,205,1025000,603.99,-6286.95654296875,36.03,29.4199,205
72.6938,206,1030000,576.83,-6834.29345703125,82.39,32.6978,206
67.8051,207,1035000,882.01,-6611.58837890625,123.37,28.0935,207
73.1022,208,1040000,554.61,-7083.896484375,191.04,31.7651,208
71.1204,209,1045000,738.94,-7146.77685546875,297.32,31.3803,209
69.804,210,1050000,904.39,-7124.24365234375,337.45,31.154,210
65.4839,211,1055000,983.56,-6922.59228515625,363.4,29.956,211
65.3862,212,1060000,1007.7,-7067.7509765625,371.9,30.1196,212
64.9101,213,1065000,981.33,-7011.681640625,343.42,29.3385,213
63.5964,214,1070000,1182.0,-6955.4755859375,513.37,29.1572,214
64.0635,215,1075000,1020.54,-6927.95068359375,408.98,29.0975,215
63.5831,216,1080000,1061.81,-7183.2275390625,453.4,30.0826,216
62.5129,217,1085000,1104.35,-7097.732421875,409.31,28.8955,217
63.6692,218,1090000,1050.79,-7411.69482421875,418.5,29.0367,218
59.5466,219,1095000,1305.93,-6543.88330078125,544.44,27.8073,219
62.1149,220,1100000,1194.95,-6437.51123046875,693.56,31.8328,220
90.3772,221,1105000,-1635.29,-8520.587890625,-1153.13,108.6211,221
79.8154,222,1110000,-318.07,-8678.9453125,-143.68,44.5863,222
76.8935,223,1115000,252.6,-8641.8271484375,10.94,32.0589,223
72.6003,224,1120000,350.32,-8549.76171875,31.52,29.9569,224
70.2122,225,1125000,455.82,-8555.412109375,93.13,28.4881,225
73.401,226,1130000,200.51,-8576.6044921875,-11.4,32.5062,226
74.2974,227,1135000,207.88,-8754.1513671875,14.09,27.9635,227
73.3484,228,1140000,274.62,-9019.2412109375,34.24,28.9601,228
72.2064,229,1145000,564.71,-9002.1005859375,72.63,28.7249,229
71.0647,230,1150000,474.24,-8874.068359375,84.68,28.2776,230
69.33,231,1155000,356.4,-8979.3564453125,39.73,27.5581,231
69.0982,232,1160000,882.21,-9045.7666015625,155.84,27.5882,232
70.3703,233,1165000,842.68,-9241.9091796875,113.92,29.0347,233
70.5741,234,1170000,402.0,-9173.4599609375,66.09,28.1309,234
61.1033,235,1175000,1565.64,-7840.5048828125,514.15,25.7571,235
65.0767,236,1180000,865.82,-9089.58203125,177.04,26.4451,236
71.2678,237,1185000,-133.54,-9430.015625,16.44,28.2903,237
92.4643,238,1190000,-605.68,-10400.41015625,-187.23,82.1676,238
77.7061,239,1195000,64.72,-10192.1767578125,8.55,37.277,239
75.7161,240,1200000,359.39,-10322.494140625,34.28,31.2539,240
73.7332,241,1205000,224.67,-10216.625,31.52,28.9203,241
75.3752,242,1210000,200.92,-10251.0986328125,3.41,29.5537,242
82.6443,243,1215000,-217.79,-10582.84765625,-210.22,67.1342,243
78.903,244,1220000,81.72,-10345.8935546875,-17.21,38.3235,244
74.9503,245,1225000,226.58,-10629.9326171875,21.41,32.3172,245
74.7385,246,1230000,394.54,-10713.96484375,50.51,32.7109,246
73.9804,247,1235000,450.52,-10744.6708984375,61.5,30.5325,247
70.7477,248,1240000,286.42,-10713.4140625,130.04,28.9497,248
65.8507,249,1245000,948.47,-10434.7802734375,177.08,27.8954,249
66.1712,250,1250000,774.52,-10254.365234375,194.42,27.1426,250
75.4758,251,1255000,283.62,-11057.8310546875,17.55,29.0672,251
69.632,252,1260000,841.51,-10843.18359375,85.7,28.747,252
73.0859,253,1265000,161.11,-11103.892578125,20.13,28.6562,253
79.3563,254,1270000,-42.17,-11106.0927734375,-209.45,53.7535,254
77.115,255,1275000,-9.72,-11536.75,-22.11,35.9294,255
69.4776,256,1280000,313.78,-11163.5146484375,128.33,30.2789,256
69.4584,257,1285000,568.24,-10513.2314453125,132.1,29.5996,257
66.506,258,1290000,875.11,-9429.0419921875,300.75,28.769,258
69.5041,259,1295000,671.0,-7907.806640625,308.28,38.0833,259
70.3344,260,1300000,518.26,-8162.6044921875,351.0,36.6007,260
73.4908,261,1305000,79.36,-10155.4736328125,2.45,38.5754,261
68.6821,262,1310000,693.95,-10698.66015625,229.76,29.4623,262
68.2465,263,1315000,603.64,-9531.9619140625,380.32,33.4233,263
76.9644,264,1320000,179.52,-12302.615234375,-55.22,36.5752,264
77.9693,265,1325000,-72.58,-12689.375,-167.21,31.6207,265
75.9087,266,1330000,324.16,-12851.8974609375,48.25,46.5651,266
68.2421,267,1335000,275.27,-11162.515625,26.85,32.2039,267
74.0102,268,1340000,557.84,-12515.439453125,127.27,29.3435,268
69.028,269,1345000,544.83,-12233.1357421875,165.95,29.2972,269
75.1684,270,1350000,469.82,-12469.556640625,107.54,30.9201,270
73.7837,271,1355000,509.05,-12854.3955078125,153.59,30.1403,271
73.099,272,1360000,485.99,-12670.63671875,101.02,29.7368,272
76.9764,273,1365000,-369.54,-12373.0390625,-665.08,42.2151,273
76.2498,274,1370000,124.71,-13284.8427734375,-5.66,47.9066,274
74.7782,275,1375000,442.92,-13176.77734375,54.35,28.6218,275
74.2504,276,1380000,761.66,-13310.607421875,116.64,33.4388,276
71.8634,277,1385000,684.81,-13151.0380859375,233.09,30.4883,277
73.0587,278,1390000,655.6,-13307.943359375,91.89,30.7303,278
80.6053,279,1395000,-984.63,-13785.4853515625,-1237.8,187.4118,279
76.2084,280,1400000,496.2,-13682.70703125,53.72,46.0732,280
73.344,281,1405000,695.97,-13652.28125,76.37,28.2974,281
72.5957,282,1410000,837.52,-13728.1435546875,313.39,30.6559,282
69.6773,283,1415000,739.29,-13466.296875,245.79,30.509,283
70.2618,284,1420000,971.09,-13772.1181640625,238.27,30.257,284
75.3662,285,1425000,845.05,-13854.173828125,109.28,30.6324,285
71.0713,286,1430000,1231.83,-13667.9931640625,343.78,29.8373,286
67.9901,287,1435000,928.63,-13527.40625,363.64,29.837,287
77.6676,288,1440000,-12.76,-14216.2744140625,-236.17,96.2801,288
72.6021,289,1445000,642.58,-14300.380859375,168.01,29.6082,289
77.8444,290,1450000,34.3,-13486.1298828125,-33.18,41.1977,290
75.6645,291,1455000,323.97,-14916.6171875,72.92,29.7395,291
86.1959,292,1460000,-23.85,-15362.8046875,-306.9,283.8785,292
76.6666,293,1465000,419.63,-15370.9794921875,8.4,46.5106,293
76.5958,294,1470000,-2.57,-14554.181640625,-27.78,34.4605,294
74.8438,295,1475000,137.67,-15033.9853515625,-1.98,34.18,295
74.9199,296,1480000,395.62,-15004.9609375,97.02,30.471,296
74.7142,297,1485000,687.3,-15033.677734375,193.57,30.9279,297
75.394,298,1490000,715.86,-15161.056640625,154.57,31.4097,298
80.7314,299,1495000,-95.24,-15478.7861328125,-317.79,85.4916,299
95.6699,300,1500000,-490.6,-17774.513671875,-346.86,268.317,300
83.9237,301,1505000,-182.63,-16720.552734375,-58.78,226.1829,301
86.5793,302,1510000,-295.04,-15448.916015625,-202.07,69.4583,302
76.8754,303,1515000,-309.49,-14324.53515625,-98.01,47.8156,303
76.0669,304,1520000,-7.71,-15104.4619140625,-16.72,39.9378,304
72.5887,305,1525000,247.95,-14844.57421875,40.81,35.8812,305
74.2209,306,1530000,-807.59,-13558.353515625,-364.43,40.8451,306
96.2405,307,1535000,-758.1,-8754.3740234375,-986.36,101.1249,307
80.2477,308,1540000,-304.3,-15753.576171875,-237.26,74.0135,308
76.2624,309,1545000,-516.81,-14987.0146484375,-493.57,59.8513,309
75.1212,310,1550000,-295.43,-11381.490234375,-61.5,50.2122,310
81.0042,311,1555000,-1079.67,-15688.7099609375,-1044.03,245.6131,311
95.8953,312,1560000,-1487.37,-11209.6650390625,-1300.0,147.8971,312
95.6179,313,1565000,-247.57,-15732.025390625,-832.77,100.4728,313
75.1233,314,1570000,110.79,-15953.138671875,-41.92,45.2505,314
89.7979,315,1575000,-1139.43,-16602.7578125,-909.3,139.5557,315
72.6077,316,1580000,168.62,-13129.0927734375,72.95,61.3742,316
92.3668,317,1585000,-897.48,-14304.376953125,-1072.05,129.1552,317
91.8049,318,1590000,-264.88,-16025.8984375,-298.97,75.9626,318
97.5741,319,1595000,-208.08,-12152.3701171875,-279.79,94.4194,319
95.2233,320,1600000,-223.03,-12088.40625,-258.1,89.5843,320
114.8959,321,1605000,-1101.07,-15630.1689453125,-1328.59,215.0785,321
86.831,322,1610000,-265.52,-14914.1328125,-246.08,68.0664,322
106.1362,323,1615000,-740.91,-13628.2861328125,-784.18,124.7359,323
101.4934,324,1620000,-389.04,-15702.8359375,-576.72,117.5909,324
113.3318,325,1625000,-746.55,-15293.6533203125,-1236.07,270.0476,325
89.8085,326,1630000,-384.12,-15637.337890625,-348.38,79.5802,326
100.2948,327,1635000,-160.85,-18367.716796875,-30.96,305.5337,327
85.8106,328,1640000,-70.45,-17146.232421875,-49.62,89.623,328
97.9782,329,1645000,-1794.6,-13158.72265625,-1732.09,252.2786,329
78.5445,330,1650000,-1445.21,-16503.169921875,-172.29,51.1628,330
104.4519,331,1655000,-1803.07,-14137.044921875,-1466.35,171.5453,331
91.4628,332,1660000,-703.95,-15544.5595703125,-858.87,95.8595,332
90.6487,333,1665000,-875.68,-16145.8623046875,-921.28,113.4408,333
94.2837,334,1670000,-586.13,-18680.201171875,-635.79,293.5783,334
88.7274,335,1675000,-75.46,-18056.3125,-20.79,166.1067,335
81.4648,336,1680000,-29.3,-17827.041015625,-23.77,52.2487,336
82.8505,337,1685000,-14.4,-17656.39453125,-14.08,62.0394,337
79.9891,338,1690000,-16.33,-18231.703125,-14.27,42.5975,338
80.2515,339,1695000,-20.08,-18475.021484375,-17.9,43.5513,339
78.8035,340,1700000,-15.91,-18370.94921875,-15.8,46.5739,340
77.9131,341,1705000,-16.54,-18253.74609375,-15.78,34.6971,341
77.5678,342,1710000,-48.17,-18289.294921875,-14.14,36.894,342
78.0477,343,1715000,20.11,-17904.9296875,-16.94,39.7712,343
77.21,344,1720000,-10.77,-17901.5,-15.19,31.3368,344
76.1578,345,1725000,-10.11,-17811.935546875,-12.14,46.8962,345
77.0958,346,1730000,-11.25,-18130.3984375,-11.87,32.0307,346
75.3073,347,1735000,0.16,-18066.6953125,-11.61,30.2131,347
77.4594,348,1740000,-10.78,-18238.953125,-11.51,31.5863,348
77.4965,349,1745000,-8.9,-18293.869140625,-9.53,55.0107,349
77.0225,350,1750000,-8.51,-18161.33984375,-5.13,32.0176,350
77.074,351,1755000,-7.11,-18217.326171875,-4.89,31.4111,351
76.007,352,1760000,-5.99,-18036.267578125,2.68,30.3406,352
73.442,353,1765000,-4.95,-17961.955078125,12.22,30.0297,353
72.0843,354,1770000,248.53,-17239.54296875,59.69,31.1658,354
71.4546,355,1775000,557.74,-16703.619140625,67.8,31.8122,355
72.2489,356,1780000,83.28,-17924.4296875,175.99,32.2498,356
73.3944,357,1785000,254.5,-17670.705078125,24.07,37.4292,357
73.6333,358,1790000,351.5,-17647.296875,57.66,32.3462,358
72.5404,359,1795000,543.58,-17489.37890625,72.13,33.1769,359
71.3627,360,1800000,502.89,-17054.158203125,195.71,33.7949,360
67.5894,361,1805000,886.19,-16829.072265625,241.99,34.7106,361
74.4906,362,1810000,75.46,-18280.28125,37.92,32.2232,362
77.062,363,1815000,-10.1,-18569.208984375,-10.35,38.1235,363
76.71,364,1820000,41.21,-18536.28515625,-8.58,36.8211,364
76.6445,365,1825000,-5.17,-18564.736328125,-3.02,30.2785,365
71.5266,366,1830000,68.86,-17652.505859375,20.69,31.0599,366
69.5586,367,1835000,532.89,-17184.08984375,133.48,31.8979,367
71.4689,368,1840000,570.09,-16849.994140625,171.53,33.6813,368
66.48,369,1845000,853.81,-14318.888671875,557.96,34.8148,369
70.94,370,1850000,984.81,-18005.27734375,294.01,32.7787,370
74.7578,371,1855000,179.22,-18352.978515625,83.16,36.6321,371
76.6664,372,1860000,-10.2,-18683.212890625,-11.5,29.9529,372
76.9721,373,1865000,-6.22,-18668.26953125,-7.01,30.2835,373
76.2555,374,1870000,-3.98,-18795.130859375,-4.39,30.0906,374
71.6498,375,1875000,49.29,-17984.591796875,41.25,29.8303,375
70.5184,376,1880000,781.38,-16997.017578125,170.67,32.3143,376
71.2905,377,1885000,814.3,-16681.052734375,158.19,34.659,377
70.5541,378,1890000,873.51,-15842.107421875,412.2,35.4913,378
71.609,379,1895000,640.37,-16842.376953125,78.5,125.8031,379
74.0804,380,1900000,6.05,-18275.001953125,-1.67,31.5492,380
74.5563,381,1905000,203.82,-18421.37109375,5.46,30.8006,381
73.6181,382,1910000,130.0,-18352.875,17.02,30.0045,382
71.2689,383,1915000,203.41,-17691.53125,87.12,31.1433,383
70.6831,384,1920000,864.4,-17049.380859375,120.88,32.6172,384
72.8412,385,1925000,706.27,-17240.3828125,207.57,34.9637,385
71.3957,386,1930000,791.73,-14627.5244140625,506.53,41.0944,386
72.8848,387,1935000,691.52,-17161.01171875,272.23,35.9846,387
75.2556,388,1940000,868.67,-15686.462890625,456.1,49.4892,388
73.5836,389,1945000,662.84,-16856.47265625,223.24,40.7689,389
71.3897,390,1950000,777.22,-16884.849609375,373.73,34.8183,390
70.633,391,1955000,873.5,-16398.771484375,250.98,34.7734,391
72.2541,392,1960000,849.83,-15476.25390625,636.42,39.83,392
75.4972,393,1965000,778.37,-16106.9091796875,389.88,41.5997,393
73.1474,394,1970000,947.53,-16801.818359375,510.99,39.9462,394
100.6075,395,1975000,157.93,-16792.560546875,-319.21,98.3034,395
114.2369,396,1980000,-55.16,-17731.8125,-473.2,164.3782,396
96.1397,397,1985000,-156.21,-18908.5703125,-148.45,189.9704,397
84.6611,398,1990000,-16.53,-18656.6015625,-15.79,85.171,398
82.8644,399,1995000,-168.28,-18531.626953125,-67.75,80.2967,399
80.0465,400,2000000,-13.61,-18836.078125,-35.05,74.9807,400
