Real Sto Return,Real Det Return,Running Forward KL,Running Reverse KL,Running Env Steps,Itration,Reward Loss,Running Update Time
-65.98,243.2,75.7751,26.1026,0,0,62.60995864868164,0
-28.4,454.87,74.3198,25.3696,5000,1,13.618616104125977,1
-75.52,680.49,72.5321,25.0387,10000,2,-67.95404815673828,2
-13.54,630.86,73.4025,26.0193,15000,3,-83.36893463134766,3
24.89,717.06,71.8786,28.5305,20000,4,-119.06945037841797,4
63.44,683.21,72.1799,29.5448,25000,5,-167.29627990722656,5
57.25,708.16,71.9944,29.5352,30000,6,-213.0488739013672,6
111.96,734.23,70.9356,32.1956,35000,7,-273.9271240234375,7
159.79,783.55,67.0428,30.5628,40000,8,-312.2384033203125,8
167.24,723.86,69.7345,30.845,45000,9,-350.0759582519531,9
153.85,859.43,70.1636,31.2933,50000,10,-439.1590576171875,10
196.73,738.24,70.0315,30.485,55000,11,-494.6860046386719,11
152.47,807.54,67.8685,29.8365,60000,12,-557.8087768554688,12
240.4,836.22,65.8133,29.3793,65000,13,-586.2325439453125,13
245.14,683.21,66.443,30.7632,70000,14,-663.8914794921875,14
240.6,492.01,66.5508,31.0046,75000,15,-712.5406494140625,15
351.09,827.17,68.8517,30.7828,80000,16,-791.1626586914062,16
382.85,823.06,66.5565,29.9508,85000,17,-802.4093017578125,17
296.61,916.02,66.0053,28.7649,90000,18,-858.9646606445312,18
227.28,869.62,64.2281,27.6066,95000,19,-908.4312133789062,19
253.48,879.86,67.2552,29.7516,100000,20,-1005.1045532226562,20
385.47,1515.61,60.1233,25.9839,105000,21,-951.8885498046875,21
294.3,1133.79,63.2523,27.2579,110000,22,-1051.731689453125,22
647.35,1587.91,60.2546,26.1315,115000,23,-1048.8326416015625,23
774.09,1760.72,63.5616,27.5998,120000,24,-1186.9600830078125,24
694.38,1580.68,60.417,25.71,125000,25,-1180.91357421875,25
765.16,1711.79,58.3837,25.8473,130000,26,-1196.2901611328125,26
897.15,2071.73,58.0166,24.7012,135000,27,-1102.5203857421875,27
1260.81,1864.39,58.3426,24.0412,140000,28,-1252.213134765625,28
1009.44,1833.0,61.0116,25.8277,145000,29,-1384.4615478515625,29
714.99,1600.69,57.0161,23.9093,150000,30,-1299.4521484375,30
1310.46,2275.57,55.7435,24.1065,155000,31,-1266.4886474609375,31
1035.12,2044.29,55.6942,24.1858,160000,32,-1313.8604736328125,32
1187.71,1901.04,54.4765,22.7378,165000,33,-1370.6593017578125,33
1634.05,2287.34,55.9963,26.195,170000,34,-1391.3533935546875,34
1033.28,1640.82,57.5419,23.733,175000,35,-1562.94384765625,35
1207.59,1460.19,56.8723,25.6701,180000,36,-1500.383544921875,36
863.66,1459.74,59.5305,24.8363,185000,37,-1575.5360107421875,37
1231.84,1898.45,56.4454,25.5577,190000,38,-1491.5718994140625,38
1328.66,1377.27,57.4354,25.732,195000,39,-1603.365966796875,39
1161.41,1414.99,58.1203,24.6167,200000,40,-1716.0321044921875,40
951.85,1126.88,59.2181,24.8051,205000,41,-1786.5245361328125,41
631.21,788.62,59.7286,25.3752,210000,42,-1883.823486328125,42
1344.82,1942.23,58.5328,29.98,215000,43,-1670.6053466796875,43
1538.96,1340.54,58.0763,29.5077,220000,44,-1731.4390869140625,44
833.14,1212.83,58.2428,25.225,225000,45,-1853.050048828125,45
1176.43,872.61,59.5926,26.2329,230000,46,-1935.240478515625,46
819.14,1072.22,62.5909,25.817,235000,47,-2291.052978515625,47
1677.43,2315.85,59.7045,31.1039,240000,48,-1932.4931640625,48
951.63,1245.36,60.5294,27.8885,245000,49,-2033.5301513671875,49
1907.86,2488.9,58.9888,31.5946,250000,50,-1938.3919677734375,50
1176.11,1040.05,62.386,32.438,255000,51,-2141.68408203125,51
1207.38,1061.47,62.1595,31.4778,260000,52,-2072.8466796875,52
1553.91,1999.39,61.2387,32.8106,265000,53,-2131.3984375,53
1651.72,1422.89,63.3259,39.3359,270000,54,-2089.44189453125,54
1648.61,2675.42,63.347,41.6581,275000,55,-2186.896728515625,55
2359.78,2741.72,65.6814,47.9454,280000,56,-2129.010986328125,56
2249.57,3096.95,67.8311,47.4774,285000,57,-2161.355224609375,57
1384.55,1478.32,64.552,47.9627,290000,58,-2093.47412109375,58
2426.98,1654.07,65.6003,47.4626,295000,59,-2213.7900390625,59
2446.92,2562.08,70.6899,53.5164,300000,60,-2349.26318359375,60
2123.11,2645.61,68.0178,53.0166,305000,61,-2419.62744140625,61
1868.34,2011.86,64.6869,46.0378,310000,62,-2540.468505859375,62
2475.03,2800.16,73.9772,53.7245,315000,63,-2445.67041015625,63
3306.9,2831.65,78.3832,67.3215,320000,64,-2463.5380859375,64
3008.48,2956.5,73.5988,58.2128,325000,65,-2541.619140625,65
2875.54,3187.0,75.4589,56.9852,330000,66,-2760.4375,66
3127.19,3912.53,81.2148,68.8378,335000,67,-2660.552001953125,67
3407.93,3490.48,78.8702,67.318,340000,68,-2721.206787109375,68
2572.87,2948.22,70.7958,53.8917,345000,69,-2894.29931640625,69
2567.88,3303.43,71.1059,59.4756,350000,70,-2865.529541015625,70
3209.38,3293.51,74.8965,61.0633,355000,71,-2944.782958984375,71
3622.54,3674.83,81.4792,73.6148,360000,72,-3074.26220703125,72
3004.72,3780.2,67.2014,46.3088,365000,73,-3217.975830078125,73
3272.65,3966.19,74.2711,63.1279,370000,74,-3097.22998046875,74
3087.38,3582.62,71.3389,56.0997,375000,75,-3134.613037109375,75
3429.47,3893.31,75.5398,67.8163,380000,76,-3207.871826171875,76
3199.94,3851.16,75.2008,62.3691,385000,77,-3278.124755859375,77
3277.97,4266.81,81.6575,70.5662,390000,78,-3360.759765625,78
3221.77,3784.14,76.0602,66.7266,395000,79,-3409.77099609375,79
2956.22,3789.88,75.3108,62.8993,400000,80,-3423.00537109375,80
3609.52,3972.42,76.2571,66.0945,405000,81,-3558.15380859375,81
3258.33,4003.0,69.8506,52.3037,410000,82,-3649.467041015625,82
3477.88,3469.44,71.3468,59.6354,415000,83,-3694.941650390625,83
4256.42,4504.32,70.7827,57.3786,420000,84,-3736.652587890625,84
3560.53,3855.82,77.817,67.5772,425000,85,-3719.08984375,85
3582.48,3958.62,76.0781,70.0532,430000,86,-3674.626220703125,86
3682.5,4063.13,70.6945,57.6275,435000,87,-4030.602294921875,87
3975.87,4313.33,77.191,72.7541,440000,88,-3905.15771484375,88
4303.98,3913.3,77.9053,65.151,445000,89,-4134.779296875,89
3974.62,4821.83,70.8567,58.4017,450000,90,-4261.08203125,90
3985.4,4133.94,72.7499,64.3979,455000,91,-4192.36181640625,91
3716.42,4013.19,73.6369,62.9934,460000,92,-4287.896484375,92
4039.56,4601.18,70.4439,60.307,465000,93,-4293.44580078125,93
3912.9,5055.45,81.296,71.0948,470000,94,-4421.03076171875,94
4349.47,5149.76,73.6287,66.2371,475000,95,-4492.58349609375,95
4289.98,5162.31,79.8386,77.2642,480000,96,-4471.08544921875,96
3675.09,4683.89,80.7065,74.6526,485000,97,-4454.2373046875,97
4295.15,5001.31,70.3312,61.6273,490000,98,-4770.701171875,98
3836.03,4988.26,81.4873,80.6455,495000,99,-4805.28515625,99
4045.14,4856.64,70.5782,62.8498,500000,100,-4900.6142578125,100
4194.13,4397.24,71.9783,65.0979,505000,101,-5037.8515625,101
4209.43,4582.55,76.5224,74.508,510000,102,-5123.19677734375,102
4225.33,5267.17,73.8958,72.0772,515000,103,-5109.919921875,103
3433.67,4418.77,73.7396,65.0114,520000,104,-5192.58056640625,104
4608.02,5096.3,78.4719,80.0525,525000,105,-5373.95263671875,105
3752.55,4908.07,73.6134,70.6867,530000,106,-5429.9912109375,106
3764.65,4080.75,83.1977,77.9089,535000,107,-5477.96630859375,107
4666.79,5313.49,83.7668,85.2398,540000,108,-5665.271484375,108
4772.09,4776.36,83.321,83.297,545000,109,-5849.07763671875,109
4056.56,4761.86,72.6621,67.6985,550000,110,-5687.74609375,110
3992.4,4719.24,72.1274,64.0374,555000,111,-5904.7041015625,111
4829.5,5269.42,72.5803,71.1946,560000,112,-6140.1015625,112
4743.26,5079.53,85.1936,87.5086,565000,113,-6294.68115234375,113
4578.1,5205.22,83.8123,84.4194,570000,114,-6433.69677734375,114
4737.89,4909.61,83.849,84.7933,575000,115,-6593.91357421875,115
4718.08,5095.03,75.4564,74.2769,580000,116,-6593.91015625,116
4587.52,5268.05,83.558,91.4028,585000,117,-6638.568359375,117
4498.38,5043.36,77.338,77.0863,590000,118,-6750.88818359375,118
4160.03,4822.17,85.2879,93.097,595000,119,-6767.68505859375,119
3814.36,4630.81,79.4142,85.7325,600000,120,-7012.52783203125,120
4114.22,4764.69,80.3207,74.8948,605000,121,-7046.41748046875,121
4368.36,5214.94,72.2903,68.9601,610000,122,-7168.79443359375,122
4543.24,5035.26,80.2668,80.9532,615000,123,-7467.359375,123
3435.25,4526.3,79.2855,71.2444,620000,124,-7321.9287109375,124
4549.4,5187.24,84.3288,82.4275,625000,125,-7840.60595703125,125
4830.82,4717.2,75.2189,73.4623,630000,126,-7614.22802734375,126
4626.69,5358.5,76.9264,81.3552,635000,127,-7833.8994140625,127
4591.24,5008.41,82.8831,87.6033,640000,128,-8139.33447265625,128
5022.51,5299.16,73.6978,78.3778,645000,129,-7951.67138671875,129
4940.05,5398.0,86.355,88.8938,650000,130,-8440.658203125,130
5126.9,5351.86,79.3846,85.0694,655000,131,-8665.0576171875,131
4351.7,5059.85,90.1665,92.7873,660000,132,-8538.2236328125,132
4816.23,5475.97,75.46,78.2753,665000,133,-8614.8291015625,133
4707.5,5087.55,83.3614,80.176,670000,134,-8957.09375,134
4328.75,4744.92,75.018,77.4581,675000,135,-8636.6201171875,135
4642.33,5210.67,74.5604,80.4111,680000,136,-8833.150390625,136
5038.48,5290.71,85.0191,85.3615,685000,137,-9363.30078125,137
4705.27,5122.26,86.2766,89.3069,690000,138,-9443.8193359375,138
5146.27,5328.72,83.8416,85.4771,695000,139,-9651.46875,139
4785.45,5360.27,84.8867,86.0594,700000,140,-9951.2353515625,140
4257.4,5112.24,78.8789,76.1915,705000,141,-9698.3017578125,141
5086.27,5239.67,85.7361,85.4272,710000,142,-10101.3671875,142
4836.52,5234.12,86.1277,88.5988,715000,143,-10096.1005859375,143
4741.72,5199.91,83.9918,85.5232,720000,144,-10513.5830078125,144
4131.41,4858.48,73.9563,78.081,725000,145,-10417.384765625,145
4965.31,5546.72,86.2811,92.4014,730000,146,-10751.759765625,146
4985.15,4734.66,89.1987,96.1167,735000,147,-10897.2412109375,147
4648.88,5169.36,78.2341,90.6757,740000,148,-10941.8798828125,148
5208.53,5487.01,76.6615,84.7634,745000,149,-10858.1494140625,149
4778.04,5237.51,89.4279,101.6621,750000,150,-11255.25,150
4618.39,5448.69,89.0557,100.2899,755000,151,-11545.5185546875,151
5089.75,5254.44,89.563,98.2368,760000,152,-12042.1884765625,152
4849.9,5375.04,77.0912,86.6192,765000,153,-11465.45703125,153
5254.33,5035.08,84.827,86.9622,770000,154,-12055.091796875,154
5162.57,5194.52,84.4525,87.6593,775000,155,-12531.0986328125,155
4474.61,4955.8,77.4505,88.0404,780000,156,-11835.0595703125,156
4801.03,5427.25,85.8039,85.9013,785000,157,-12426.10546875,157
4661.62,5401.23,89.0679,94.891,790000,158,-12657.9091796875,158
3829.63,3936.07,82.5124,89.6903,795000,159,-12777.7255859375,159
4705.7,5041.52,76.1399,83.195,800000,160,-12709.015625,160
4743.24,5212.89,88.0083,91.8715,805000,161,-13442.6787109375,161
4525.57,5434.55,86.0727,93.6478,810000,162,-13529.43359375,162
4525.07,5269.67,77.0317,79.8696,815000,163,-13423.1240234375,163
4135.67,5373.96,90.5302,97.2751,820000,164,-14022.771484375,164
4158.0,3763.11,89.9632,96.9509,825000,165,-13844.544921875,165
4566.37,4915.32,76.6993,81.5682,830000,166,-13780.2109375,166
4170.41,5330.75,88.1293,91.923,835000,167,-14709.92578125,167
4913.86,5291.56,84.5077,82.707,840000,168,-15131.740234375,168
4681.5,5196.33,85.2085,87.3637,845000,169,-15197.2626953125,169
4418.53,5449.07,91.0388,97.9862,850000,170,-15389.9208984375,170
4553.43,5209.52,90.6777,95.019,855000,171,-15251.607421875,171
4827.99,5089.23,91.8113,94.5205,860000,172,-15659.462890625,172
4801.59,5460.91,76.8492,86.7227,865000,173,-15178.15234375,173
4937.78,5482.99,90.6906,93.8218,870000,174,-16091.4111328125,174
4623.93,4959.81,87.2388,88.4516,875000,175,-16455.3515625,175
5218.57,5519.71,88.2616,95.3508,880000,176,-16621.9140625,176
4747.74,5172.83,90.2947,96.0623,885000,177,-16884.7734375,177
5077.34,5463.36,87.1142,88.3009,890000,178,-16833.36328125,178
3897.35,5490.65,88.0712,90.7626,895000,179,-17328.70703125,179
5049.09,5515.73,89.9699,97.5642,900000,180,-17477.150390625,180
4884.55,5522.16,87.605,89.9264,905000,181,-18188.08984375,181
4932.69,5486.04,89.3844,90.9218,910000,182,-17774.205078125,182
4672.94,5338.34,88.8663,90.0931,915000,183,-18345.548828125,183
5164.23,5554.59,86.7121,90.5098,920000,184,-18706.69140625,184
4853.56,4917.41,91.4582,100.2551,925000,185,-18581.716796875,185
5019.99,5350.74,88.2185,94.0597,930000,186,-19198.302734375,186
3700.84,4914.32,90.1553,96.8485,935000,187,-18764.451171875,187
5009.33,4936.13,89.3301,93.0814,940000,188,-19640.015625,188
5149.4,5383.56,86.0516,88.8488,945000,189,-19238.076171875,189
4641.12,5237.28,91.1696,95.6466,950000,190,-19880.33984375,190
4469.3,5270.93,84.226,85.0483,955000,191,-20373.3203125,191
4155.33,5427.4,89.3894,93.9229,960000,192,-20283.5625,192
4667.24,4886.29,90.1924,89.8367,965000,193,-20607.3125,193
5331.6,5032.97,88.214,86.9204,970000,194,-21434.3046875,194
5138.9,5596.12,89.3907,92.7227,975000,195,-21648.6640625,195
4660.81,5463.68,76.4549,79.9118,980000,196,-20140.79296875,196
5146.12,5293.3,89.779,92.8066,985000,197,-22324.578125,197
5061.12,5301.06,86.8349,86.3756,990000,198,-22203.666015625,198
5130.33,5336.01,85.7749,93.2094,995000,199,-22491.677734375,199
5056.3,5180.25,90.0817,93.213,1000000,200,-22995.99609375,200
5189.51,5545.61,91.5889,96.8932,1005000,201,-23048.90625,201
4419.34,4715.95,90.9842,95.1252,1010000,202,-23169.63671875,202
5107.93,4956.43,76.8512,87.2427,1015000,203,-22271.978515625,203
4696.82,5439.81,92.1516,98.4319,1020000,204,-23651.046875,204
5267.45,5530.15,91.0251,93.1311,1025000,205,-24305.71484375,205
5101.36,5094.98,92.2616,100.396,1030000,206,-24546.673828125,206
4924.05,5594.16,80.3801,84.6261,1035000,207,-24649.998046875,207
4315.62,5553.7,89.9873,92.2689,1040000,208,-25601.705078125,208
4919.47,5237.05,91.2983,99.4481,1045000,209,-25628.80859375,209
5097.57,5617.65,93.0111,98.5512,1050000,210,-25716.283203125,210
5118.28,5283.04,72.2082,72.9824,1055000,211,-23765.2890625,211
5013.21,4783.91,91.8188,99.5674,1060000,212,-26260.736328125,212
5070.66,5172.9,91.4723,93.5978,1065000,213,-26474.298828125,213
4655.67,4939.75,89.7753,92.6837,1070000,214,-27140.6640625,214
4860.9,5658.57,80.4311,88.4695,1075000,215,-26238.103515625,215
4909.43,5110.03,92.8776,95.7185,1080000,216,-27527.185546875,216
