Real Sto Return,Real Det Return,Running Forward KL,Running Reverse KL,Running Env Steps,Itration,Reward Loss,Running Update Time
4506.4,5502.41,91.1882,96.3103,1960000,392,-66445.6875,392
5382.96,5512.46,86.3188,88.0874,1965000,393,-66098.125,393
3740.53,4477.64,92.6179,98.8368,1970000,394,-66198.90625,394
4521.02,5121.17,90.5249,95.6926,1975000,395,-67061.9921875,395
4487.11,5141.33,89.9507,92.9083,1980000,396,-67059.09375,396
4133.91,5485.49,83.285,91.0834,1985000,397,-65998.1015625,397
5371.63,5314.15,83.8427,90.4573,1990000,398,-65549.015625,398
4605.87,5836.05,79.7366,86.8902,1995000,399,-63781.6015625,399
4028.99,5638.88,91.6432,95.973,2000000,400,-67669.9609375,400
3777.89,5084.83,91.8962,98.1859,2005000,401,-67724.265625,401
4015.53,5306.51,91.0457,94.5773,2010000,402,-67512.3125,402
4272.09,5371.1,73.0021,67.8812,2015000,403,-53451.93359375,403
3991.36,4513.67,90.5887,94.5813,2020000,404,-67761.5078125,404
4170.89,4751.91,92.1117,101.7476,2025000,405,-68164.640625,405
4933.37,5144.25,89.4709,95.7761,2030000,406,-68033.125,406
4568.89,4725.98,78.6481,85.1679,2035000,407,-62600.24609375,407
4494.39,4708.65,91.043,92.6498,2040000,408,-68558.734375,408
3722.35,4851.13,82.6891,85.5617,2045000,409,-66018.7578125,409
4056.2,5171.08,90.8461,94.2511,2050000,410,-68960.9453125,410
3719.17,5274.68,89.6126,94.9886,2055000,411,-68183.6875,411
4871.07,5481.73,90.3083,95.4154,2060000,412,-69238.984375,412
4711.16,4537.71,93.4916,99.7296,2065000,413,-69603.671875,413
4355.34,5788.59,83.8389,90.8266,2070000,414,-68144.3671875,414
4246.33,5511.78,79.7395,84.9137,2075000,415,-66377.7265625,415
4893.69,5298.99,78.0762,83.2197,2080000,416,-64400.78125,416
4563.68,5768.62,78.1527,83.0118,2085000,417,-64608.171875,417
4892.78,5007.84,89.4401,88.2511,2090000,418,-68776.3828125,418
5044.82,5266.65,90.1626,92.1709,2095000,419,-70121.71875,419
4422.16,5675.11,79.1917,82.3729,2100000,420,-67077.328125,420
5299.52,5784.85,83.7622,91.3154,2105000,421,-68916.03125,421
5529.58,5110.83,90.8192,95.6687,2110000,422,-70162.9765625,422
4540.44,5434.79,81.649,89.6667,2115000,423,-68015.875,423
5472.99,4790.52,85.6545,89.2521,2120000,424,-69604.15625,424
5227.49,5293.61,91.3695,94.4721,2125000,425,-70549.9765625,425
5378.77,5886.16,81.2871,89.4685,2130000,426,-67524.65625,426
4930.54,5368.23,78.14,86.9642,2135000,427,-66157.78125,427
5008.18,5578.71,78.8569,83.7941,2140000,428,-66577.828125,428
4781.73,5168.11,90.0719,93.6975,2145000,429,-70925.0234375,429
5398.15,5955.55,79.6118,88.6656,2150000,430,-68078.484375,430
4973.12,5595.44,80.9962,88.5024,2155000,431,-67631.765625,431
5029.12,5549.76,77.8057,81.5697,2160000,432,-64043.53125,432
5455.81,5352.62,88.7479,91.0764,2165000,433,-70812.34375,433
5330.96,5653.11,76.9151,76.2503,2170000,434,-61908.79296875,434
5286.85,5586.44,85.5124,93.1154,2175000,435,-71112.59375,435
4572.61,5279.13,79.8379,83.4499,2180000,436,-66490.4765625,436
5293.47,5679.74,91.3062,97.8929,2185000,437,-71911.078125,437
4794.06,5571.7,84.0412,88.0286,2190000,438,-68989.0390625,438
4759.6,5618.44,88.4634,96.5408,2195000,439,-71911.3984375,439
4439.37,5551.75,89.9215,93.4104,2200000,440,-72199.25,440
4386.03,5563.41,75.7602,77.7998,2205000,441,-63007.86328125,441
5275.79,5535.8,83.2553,92.0865,2210000,442,-71158.25,442
5399.9,5621.23,73.0558,71.3368,2215000,443,-59254.515625,443
4784.12,5388.35,90.242,96.9793,2220000,444,-73065.5390625,444
5308.24,5217.97,78.7958,84.8998,2225000,445,-67091.859375,445
5161.42,5692.85,90.2631,98.443,2230000,446,-73330.640625,446
5586.14,5141.95,91.8454,102.9993,2235000,447,-73639.21875,447
4986.69,5313.05,77.8818,87.7279,2240000,448,-67772.859375,448
5518.21,5519.79,89.6808,94.3169,2245000,449,-72576.25,449
5033.8,5122.81,78.282,83.0202,2250000,450,-68266.3984375,450
5266.76,5246.03,77.6712,85.7445,2255000,451,-67837.4921875,451
-771.29,-1022.38,87.2464,107.0491,2260000,452,-28638.52734375,452
-150.0,-180.3,87.8897,148.7548,2265000,453,-23698.533203125,453
-610.4,-744.14,82.6485,102.3476,2270000,454,-30323.45703125,454
-35.79,199.23,91.228,85.608,2275000,455,-44508.97265625,455
309.34,372.98,91.4396,109.9055,2280000,456,-43873.32421875,456
255.17,-111.68,87.8731,94.5133,2285000,457,-38952.55859375,457
450.47,478.78,85.4095,105.5281,2290000,458,-38785.984375,458
521.83,1348.02,81.0096,66.2074,2295000,459,-45962.734375,459
824.54,1392.31,77.0626,60.7908,2300000,460,-46680.4375,460
795.13,1222.64,76.0455,56.8593,2305000,461,-46078.36328125,461
1708.49,2411.34,75.3164,59.2949,2310000,462,-50451.28125,462
1870.86,3022.27,75.2383,61.6391,2315000,463,-52440.71484375,463
2256.37,4032.0,73.2522,55.7872,2320000,464,-43803.32421875,464
2808.04,3584.73,78.2186,77.8432,2325000,465,-64695.84375,465
3965.38,2900.11,87.8725,83.9871,2330000,466,-70474.6015625,466
4313.94,4977.89,89.3581,89.219,2335000,467,-71577.1484375,467
3836.3,4575.13,79.7898,80.4451,2340000,468,-66879.6484375,468
4449.77,4836.21,82.5573,89.3215,2345000,469,-68621.40625,469
3522.62,4588.36,80.8313,81.4407,2350000,470,-67913.3359375,470
3959.6,3917.16,91.38,90.2624,2355000,471,-72640.6953125,471
4144.29,5314.15,82.2977,80.8806,2360000,472,-68462.2421875,472
3978.47,4654.97,84.617,89.436,2365000,473,-71984.5078125,473
4661.74,4612.89,92.7666,92.4099,2370000,474,-73734.9921875,474
3713.37,4338.63,92.1541,93.7181,2375000,475,-73878.25,475
4486.99,4607.71,92.3167,94.7948,2380000,476,-74485.28125,476
4173.22,5058.7,80.1253,79.7635,2385000,477,-66545.8203125,477
3413.35,4351.29,82.9934,88.1864,2390000,478,-70238.171875,478
4752.17,5258.99,82.2302,82.758,2395000,479,-70581.25,479
5008.66,4876.33,91.8216,95.4417,2400000,480,-74442.015625,480
4323.56,5161.09,80.3852,79.8743,2405000,481,-67269.09375,481
3941.68,4863.92,81.584,88.2917,2410000,482,-68520.6328125,482
4663.87,4586.01,93.338,100.5663,2415000,483,-74108.3515625,483
4286.66,5486.62,80.2397,82.3809,2420000,484,-67815.140625,484
4837.42,5420.87,92.2092,95.8402,2425000,485,-74054.84375,485
5030.12,5479.39,93.6984,95.4267,2430000,486,-74497.09375,486
4576.7,5415.67,79.5602,84.9258,2435000,487,-67539.6796875,487
5007.75,5489.24,86.4194,89.0865,2440000,488,-71946.984375,488
4840.94,5083.42,79.51,84.8767,2445000,489,-68429.34375,489
5088.23,5291.38,85.5733,92.6238,2450000,490,-73311.046875,490
5101.48,5619.22,81.2395,86.5534,2455000,491,-69175.9375,491
4987.8,4934.85,83.8675,88.8252,2460000,492,-71367.6171875,492
4795.47,5318.57,91.2316,94.8253,2465000,493,-75767.125,493
5170.74,5304.31,90.4224,92.0249,2470000,494,-75676.2109375,494
5283.95,5271.55,91.3812,93.0461,2475000,495,-75737.6484375,495
5181.36,5583.69,88.0005,91.8584,2480000,496,-74811.3515625,496
5156.42,5631.6,86.4133,89.3182,2485000,497,-74602.3125,497
5209.79,5717.82,90.667,93.5991,2490000,498,-75694.703125,498
5242.36,5340.09,92.8854,97.2845,2495000,499,-75908.8203125,499
4716.5,5415.82,84.1009,91.4797,2500000,500,-71187.203125,500
4474.19,5577.34,90.129,95.8009,2505000,501,-75610.640625,501
4852.62,5568.79,91.933,99.4817,2510000,502,-76772.3359375,502
4853.16,5153.15,92.5736,99.1857,2515000,503,-76807.78125,503
4738.09,5220.16,92.3739,97.1158,2520000,504,-76224.6953125,504
5074.38,5499.51,82.4013,83.5806,2525000,505,-70753.8125,505
4273.22,5166.1,92.3204,93.6359,2530000,506,-76845.703125,506
5286.01,5540.08,88.037,95.3402,2535000,507,-75538.7109375,507
4688.49,5047.9,92.1285,96.6227,2540000,508,-77039.2578125,508
4776.15,5489.85,92.023,94.9128,2545000,509,-76224.7890625,509
4941.43,5526.58,91.8026,93.0673,2550000,510,-76622.9140625,510
4455.28,5336.14,90.9118,95.5194,2555000,511,-76817.7734375,511
5088.74,5559.29,91.7524,94.6123,2560000,512,-77043.765625,512
5004.02,5386.92,93.4461,96.2752,2565000,513,-77719.7578125,513
4580.33,4975.33,83.6243,89.0381,2570000,514,-75231.109375,514
5272.12,5025.29,91.0293,94.0862,2575000,515,-77256.9921875,515
5313.24,5406.66,91.3764,96.1884,2580000,516,-77436.6015625,516
5166.42,5342.72,92.8707,98.0711,2585000,517,-77453.921875,517
4974.86,5635.76,91.8681,95.9643,2590000,518,-77060.21875,518
4954.86,5644.56,92.794,95.5812,2595000,519,-78079.921875,519
4999.75,5026.49,81.9538,89.7217,2600000,520,-74558.1875,520
4843.22,5337.33,90.4784,94.2759,2605000,521,-77621.9375,521
4461.1,5641.98,90.7498,94.7564,2610000,522,-77866.4609375,522
4939.32,5363.93,90.0672,92.2665,2615000,523,-77318.1328125,523
4438.6,5279.99,91.7052,96.4505,2620000,524,-77992.5078125,524
5068.18,5557.69,92.7398,96.275,2625000,525,-78157.8671875,525
4704.0,5645.94,92.4386,94.6507,2630000,526,-78207.7890625,526
4891.92,5189.15,92.0068,95.6351,2635000,527,-78007.734375,527
5185.89,5429.42,93.1076,97.7152,2640000,528,-78175.53125,528
4659.7,5475.36,91.655,93.9835,2645000,529,-77982.0078125,529
5193.79,5461.42,89.8194,91.4485,2650000,530,-78293.296875,530
5159.02,4981.02,91.3012,94.1533,2655000,531,-78413.234375,531
5008.47,5450.55,93.5553,98.7814,2660000,532,-78215.9921875,532
5096.75,5060.93,85.4858,91.0275,2665000,533,-76178.203125,533
4869.03,5312.17,92.9187,94.9415,2670000,534,-79192.78125,534
4948.63,5430.91,92.6468,94.9752,2675000,535,-78962.4609375,535
5058.31,5548.83,88.1844,86.7623,2680000,536,-76833.9921875,536
4857.59,5671.22,82.0006,84.3273,2685000,537,-68577.1875,537
4924.77,5330.03,88.1209,83.5718,2690000,538,-74797.546875,538
4666.66,5328.39,92.1418,96.2183,2695000,539,-78795.140625,539
5128.03,4802.7,92.2785,95.9886,2700000,540,-78546.484375,540
4253.89,4835.08,93.239,96.5109,2705000,541,-79067.0078125,541
5077.01,4740.95,91.1258,95.8165,2710000,542,-78396.0625,542
4748.61,5135.86,91.9732,92.2941,2715000,543,-78722.1328125,543
4474.79,5201.62,94.259,95.8624,2720000,544,-79349.6875,544
4358.36,5032.4,91.2614,95.7267,2725000,545,-78480.6953125,545
4526.65,5338.4,83.8746,87.2802,2730000,546,-71710.9375,546
4540.4,5252.35,92.5671,94.8636,2735000,547,-79318.9765625,547
4817.17,5427.8,81.3423,81.3875,2740000,548,-63650.21875,548
5345.03,5679.06,90.0145,89.8419,2745000,549,-79087.453125,549
4392.11,5352.66,91.5942,91.7056,2750000,550,-79709.3359375,550
4943.81,5494.85,90.1974,94.172,2755000,551,-78871.578125,551
4873.66,4866.29,92.0574,92.6679,2760000,552,-79451.34375,552
5309.56,5357.36,92.0406,93.6803,2765000,553,-79902.28125,553
4725.7,5076.25,86.1517,88.5854,2770000,554,-74234.25,554
4453.32,5610.32,92.9633,96.2252,2775000,555,-79949.2578125,555
4670.38,5435.48,91.819,93.7904,2780000,556,-79467.578125,556
4588.2,5592.61,93.3503,96.8439,2785000,557,-80350.3671875,557
5081.68,5235.65,80.8221,86.4329,2790000,558,-74104.34375,558
4989.57,5610.65,90.7922,97.7925,2795000,559,-79763.53125,559
4293.59,5453.02,92.0892,96.7173,2800000,560,-80355.6875,560
5070.54,5708.34,87.4385,87.8807,2805000,561,-77608.65625,561
5266.7,5211.66,91.9356,95.3338,2810000,562,-80031.109375,562
4783.81,5552.11,90.2321,93.541,2815000,563,-80116.890625,563
5268.15,5429.1,89.9585,90.6487,2820000,564,-79871.65625,564
4544.87,5589.54,80.2571,84.0648,2825000,565,-73159.2890625,565
5018.59,5734.31,92.066,94.1907,2830000,566,-80368.5234375,566
4698.76,4879.32,90.6583,91.0734,2835000,567,-74892.859375,567
5262.53,5708.05,92.6875,94.4113,2840000,568,-80956.1953125,568
4511.26,5435.58,82.1102,84.1046,2845000,569,-74014.796875,569
4947.51,5437.58,87.0628,89.1165,2850000,570,-77832.734375,570
4838.98,5404.03,86.5871,90.0714,2855000,571,-70805.09375,571
4866.06,5058.02,89.2834,88.9141,2860000,572,-75339.7578125,572
5174.07,5354.72,90.4969,93.246,2865000,573,-80821.828125,573
5221.63,5404.59,88.7166,88.6995,2870000,574,-79994.796875,574
5156.03,5318.07,92.3865,94.4186,2875000,575,-80998.0546875,575
4970.4,5260.53,87.5594,90.6454,2880000,576,-80028.9765625,576
5190.13,5299.69,88.3392,92.0721,2885000,577,-76913.5859375,577
4872.12,5215.43,91.5736,94.985,2890000,578,-80587.390625,578
5275.17,5534.59,90.9024,93.5417,2895000,579,-80967.1796875,579
5190.08,5413.4,87.7774,85.7363,2900000,580,-75669.734375,580
5346.85,5501.41,90.6314,93.7302,2905000,581,-81314.6796875,581
4642.95,5164.34,92.4043,94.9798,2910000,582,-81021.734375,582
4789.19,5191.85,91.0206,93.4127,2915000,583,-81237.421875,583
4714.35,5610.89,92.9663,98.3078,2920000,584,-81576.2890625,584
4705.67,5391.54,92.6636,95.01,2925000,585,-81126.0078125,585
4889.48,5699.55,83.4644,85.9142,2930000,586,-76086.0078125,586
5163.19,5630.31,91.0268,92.6267,2935000,587,-81726.8828125,587
5260.61,5716.02,90.7101,90.2646,2940000,588,-81335.1484375,588
5384.4,5665.66,89.4492,89.8779,2945000,589,-80945.5859375,589
5413.31,5597.59,88.8988,92.4092,2950000,590,-80694.625,590
4810.52,5661.31,91.3137,95.195,2955000,591,-81563.875,591
5321.09,5707.0,90.9205,92.2824,2960000,592,-81393.28125,592
4501.12,5092.43,87.0534,85.6404,2965000,593,-75728.3046875,593
4303.7,5281.28,91.1599,91.4548,2970000,594,-81348.421875,594
5070.51,5334.47,91.3069,93.748,2975000,595,-81453.046875,595
4912.66,5723.13,91.9078,90.8042,2980000,596,-81744.890625,596
5441.58,5721.56,84.9779,88.3262,2985000,597,-76969.859375,597
5070.65,5670.89,92.6645,97.4188,2990000,598,-82096.59375,598
4785.9,5310.1,90.4193,90.6882,2995000,599,-81379.4375,599
