Real Sto Return,Itration,Running Update Time,Real Det Return,Running Forward KL,Reward Loss,Running Reverse KL,Running Env Steps
53.88,400,400,52.39,691.0263,-19700.7890625,2111.629,2000000
52.53,401,401,52.51,678.0554,-19654.13671875,1495.1289,2005000
53.33,402,402,53.08,703.0624,-19782.681640625,1930.9483,2010000
57.34,403,403,57.22,699.8907,-19700.1796875,1789.364,2015000
56.71,404,404,56.14,708.9683,-19830.525390625,2415.8767,2020000
57.0,405,405,56.6,691.2223,-19767.337890625,1978.4762,2025000
64.28,406,406,64.08,672.2167,-19719.619140625,1883.4026,2030000
56.45,407,407,56.15,660.9145,-19754.2578125,1744.9593,2035000
61.66,408,408,61.65,670.7725,-19742.609375,2226.0614,2040000
59.95,409,409,59.68,707.0477,-19876.521484375,2237.5879,2045000
61.28,410,410,60.6,701.837,-19856.048828125,1872.7293,2050000
61.21,411,411,61.18,713.4112,-19863.265625,2187.0705,2055000
59.63,412,412,55.52,714.5469,-19873.3828125,1987.0431,2060000
59.81,413,413,59.63,731.5299,-19909.087890625,2226.3756,2065000
56.86,414,414,56.88,726.3109,-19901.529296875,2240.7233,2070000
65.95,415,415,66.27,711.0185,-19840.216796875,2390.4926,2075000
62.74,416,416,63.11,693.0045,-19812.115234375,1892.0782,2080000
62.99,417,417,61.79,739.0725,-19883.96484375,2626.0797,2085000
62.07,418,418,63.15,700.8819,-19824.267578125,1916.6198,2090000
63.29,419,419,63.53,706.3114,-19873.837890625,1637.4089,2095000
61.9,420,420,61.07,709.9813,-19908.88671875,1966.5951,2100000
59.65,421,421,59.54,716.3774,-19907.203125,1853.8843,2105000
57.82,422,422,58.59,729.8942,-19914.169921875,2004.0989,2110000
59.96,423,423,60.01,713.2182,-19897.892578125,2068.4714,2115000
58.99,424,424,59.28,698.7699,-19913.42578125,1943.6399,2120000
58.27,425,425,58.88,720.5825,-19918.48046875,1726.1096,2125000
59.38,426,426,59.29,699.7984,-19917.103515625,2040.2679,2130000
59.69,427,427,59.37,685.4835,-19859.623046875,1529.5759,2135000
61.03,428,428,60.78,701.5601,-19890.876953125,1409.5173,2140000
59.6,429,429,59.58,662.6585,-19714.359375,862.2097,2145000
60.78,430,430,60.77,690.1438,-19829.478515625,1360.8127,2150000
61.75,431,431,61.74,675.1984,-19565.533203125,1273.8838,2155000
60.49,432,432,60.73,698.8161,-19797.134765625,1127.5009,2160000
63.11,433,433,63.1,696.1669,-19867.5390625,1883.9614,2165000
62.0,434,434,62.23,697.7158,-19825.55078125,1323.6196,2170000
61.27,435,435,61.27,697.474,-19852.0546875,1371.304,2175000
61.96,436,436,62.24,679.9716,-19613.986328125,1312.8469,2180000
62.46,437,437,62.45,701.6657,-19898.78515625,1832.8251,2185000
62.43,438,438,62.5,705.9494,-19902.884765625,1801.9476,2190000
61.27,439,439,61.45,708.7094,-19889.373046875,1433.7332,2195000
62.08,440,440,61.93,691.6095,-19870.822265625,1599.3304,2200000
61.12,441,441,60.93,706.1451,-19911.732421875,1986.6018,2205000
62.29,442,442,62.67,691.3891,-19904.857421875,1808.9573,2210000
61.59,443,443,61.54,713.9218,-19930.65234375,1550.0067,2215000
63.75,444,444,63.17,683.5685,-19810.298828125,1928.5557,2220000
61.97,445,445,62.45,711.5509,-19934.041015625,1403.9519,2225000
60.06,446,446,60.06,707.6074,-19925.43359375,1339.3571,2230000
61.02,447,447,60.54,708.896,-19880.89453125,1517.4335,2235000
61.97,448,448,61.73,675.5524,-19875.060546875,1243.0874,2240000
56.78,449,449,56.54,768.1658,-19945.072265625,2063.3652,2245000
58.42,450,450,58.19,787.7289,-19962.1171875,2063.8028,2250000
58.42,451,451,58.66,780.0686,-19967.462890625,1924.6075,2255000
56.75,452,452,56.51,781.725,-19951.064453125,2085.8496,2260000
56.5,453,453,56.5,778.1572,-19961.03515625,2110.047,2265000
56.51,454,454,56.51,736.3272,-19935.755859375,2058.838,2270000
56.51,455,455,56.51,759.315,-19902.072265625,1414.5224,2275000
56.5,456,456,56.5,731.9234,-19855.193359375,1279.1786,2280000
56.48,457,457,56.48,721.0132,-19913.92578125,1780.1083,2285000
56.53,458,458,56.52,738.2072,-19939.185546875,1846.6849,2290000
56.5,459,459,56.5,745.006,-19952.6953125,2458.8701,2295000
56.48,460,460,56.48,743.8461,-19957.580078125,2334.8189,2300000
56.48,461,461,56.48,754.9093,-19966.8203125,2381.534,2305000
56.47,462,462,56.46,743.7392,-19905.802734375,2243.3195,2310000
56.51,463,463,56.51,750.151,-19972.904296875,756.7313,2315000
56.53,464,464,56.53,694.8781,-19763.611328125,1735.2556,2320000
56.52,465,465,56.5,813.5116,-19958.408203125,2448.4223,2325000
56.56,466,466,56.56,700.2465,-19839.046875,1957.7582,2330000
56.49,467,467,56.49,713.585,-19645.796875,1152.4113,2335000
56.57,468,468,56.55,752.2035,-19933.341796875,2233.1481,2340000
56.44,469,469,56.42,649.4432,-19614.1015625,1624.9236,2345000
78.15,470,470,79.14,646.9738,-19170.4375,652.212,2350000
70.37,471,471,68.97,692.9318,-19541.400390625,1850.6573,2355000
60.52,472,472,61.28,718.3778,-19935.935546875,1857.6906,2360000
56.5,473,473,56.5,678.6721,-19834.900390625,2118.7983,2365000
56.49,474,474,56.49,661.9931,-19262.302734375,1474.3419,2370000
263.84,475,475,235.47,575.1749,-19385.791015625,1215.71,2375000
251.56,476,476,257.85,543.6262,-17417.94921875,838.9306,2380000
332.86,477,477,333.61,536.7727,-12807.982421875,579.4126,2385000
71.67,478,478,71.97,659.0785,-19605.400390625,921.5956,2390000
59.01,479,479,59.13,652.0753,-19580.330078125,918.4716,2395000
48.42,480,480,47.19,693.1237,-19755.3671875,701.2218,2400000
50.0,481,481,50.03,710.5138,-19930.716796875,1161.0998,2405000
46.46,482,482,46.54,709.7141,-19941.501953125,1836.0617,2410000
57.22,483,483,57.6,731.7144,-19908.810546875,1439.9826,2415000
56.21,484,484,56.42,720.8561,-19869.251953125,1107.5716,2420000
55.75,485,485,56.31,713.1342,-19898.265625,1091.0423,2425000
54.64,486,486,55.0,733.619,-19956.142578125,1535.1791,2430000
54.81,487,487,54.85,727.4776,-19956.68359375,1819.8572,2435000
55.01,488,488,55.05,712.3007,-19949.291015625,1382.8859,2440000
57.7,489,489,57.24,760.196,-19938.11328125,2859.6481,2445000
56.13,490,490,55.95,736.5994,-19933.26953125,2019.8494,2450000
56.7,491,491,56.7,679.1968,-18299.453125,1017.7784,2455000
56.48,492,492,56.48,678.5881,-18836.005859375,1555.0836,2460000
56.71,493,493,56.69,692.0734,-19828.755859375,794.6393,2465000
56.76,494,494,56.75,662.7196,-19542.123046875,1533.5996,2470000
56.46,495,495,56.46,660.7574,-19315.515625,1574.8465,2475000
56.41,496,496,56.5,789.2497,-19968.953125,2110.8882,2480000
56.48,497,497,56.47,740.7542,-19954.6796875,1816.7781,2485000
58.74,498,498,59.47,706.0574,-19836.29296875,2066.5026,2490000
55.65,499,499,55.77,743.4441,-19940.994140625,1832.9213,2495000
56.71,500,500,55.38,681.1512,-19608.765625,2090.2687,2500000
55.53,501,501,55.41,798.2857,-19961.220703125,2311.436,2505000
54.13,502,502,54.22,764.1751,-19968.826171875,2225.8892,2510000
53.84,503,503,54.32,756.0793,-19966.0703125,1940.3332,2515000
56.77,504,504,56.53,757.4373,-19950.05078125,2363.6703,2520000
56.13,505,505,56.48,718.8288,-19752.421875,1560.6865,2525000
53.41,506,506,54.38,720.2219,-19859.15625,1811.0731,2530000
52.44,507,507,51.7,726.592,-19908.4765625,2536.2979,2535000
56.46,508,508,56.42,762.4775,-19967.990234375,2458.1494,2540000
56.18,509,509,56.48,695.4046,-19779.701171875,1830.5874,2545000
60.08,510,510,60.08,749.6434,-19949.91015625,2312.0872,2550000
56.13,511,511,56.27,701.7834,-19686.38671875,2301.0116,2555000
56.81,512,512,56.8,703.4358,-19860.677734375,2730.973,2560000
56.86,513,513,56.62,687.2349,-19612.0625,2362.8802,2565000
51.26,514,514,54.05,678.5875,-19553.791015625,2435.5873,2570000
56.47,515,515,56.47,666.2358,-19266.91015625,2102.9381,2575000
56.47,516,516,56.48,709.3735,-19750.4609375,2993.162,2580000
54.14,517,517,56.0,742.6463,-19942.26171875,3483.5434,2585000
55.92,518,518,56.5,725.6806,-19947.712890625,2794.4863,2590000
56.52,519,519,56.52,690.006,-19690.849609375,2381.3426,2595000
56.5,520,520,56.5,695.5752,-19722.2421875,3361.2445,2600000
56.35,521,521,56.51,714.5181,-19867.50390625,2817.8334,2605000
55.98,522,522,56.5,712.6847,-19882.056640625,2841.1112,2610000
56.54,523,523,56.54,715.7915,-19841.9296875,2772.4089,2615000
56.52,524,524,56.52,734.456,-19947.708984375,1928.0342,2620000
56.18,525,525,56.57,730.75,-19909.736328125,2772.6021,2625000
53.09,526,526,52.66,699.505,-19885.751953125,3721.2294,2630000
51.52,527,527,50.78,752.3761,-19933.978515625,1643.657,2635000
51.47,528,528,50.59,742.1513,-19942.5625,3639.5952,2640000
54.3,529,529,56.25,732.447,-19926.8203125,1992.1276,2645000
50.28,530,530,50.24,724.7063,-19941.822265625,2176.2794,2650000
46.15,531,531,45.6,730.1116,-19936.423828125,2230.1345,2655000
47.18,532,532,46.35,679.9796,-19578.91796875,1112.0177,2660000
52.18,533,533,51.78,732.0956,-19954.8125,3083.9321,2665000
50.55,534,534,51.01,724.1951,-19910.00390625,1822.2612,2670000
55.97,535,535,56.49,755.2426,-19964.51953125,2687.1466,2675000
55.95,536,536,56.54,743.0545,-19946.60546875,4017.13,2680000
56.38,537,537,56.47,736.1704,-19947.478515625,1350.5355,2685000
56.4,538,538,56.52,741.8632,-19967.98046875,3389.7655,2690000
56.22,539,539,56.51,764.8901,-19966.228515625,3182.6312,2695000
55.37,540,540,55.8,737.2034,-19955.951171875,2981.745,2700000
49.35,541,541,49.82,727.8392,-19941.505859375,2466.3936,2705000
53.3,542,542,53.46,714.384,-19885.498046875,1664.3494,2710000
55.78,543,543,56.54,730.5655,-19937.671875,2232.5187,2715000
53.76,544,544,54.78,728.2059,-19927.103515625,2461.9491,2720000
52.43,545,545,52.62,701.3966,-19910.21484375,1537.7571,2725000
50.47,546,546,50.87,726.8454,-19924.376953125,1862.0287,2730000
50.21,547,547,50.5,716.6195,-19856.46875,2091.3059,2735000
50.82,548,548,50.82,729.6426,-19921.9921875,942.7456,2740000
51.06,549,549,50.98,734.3004,-19922.87109375,1347.9517,2745000
53.87,550,550,53.18,685.4948,-19868.47265625,1446.019,2750000
51.02,551,551,50.51,686.3924,-19877.681640625,2050.1992,2755000
50.78,552,552,50.77,727.6422,-19961.7578125,2128.2902,2760000
49.36,553,553,49.99,708.1598,-19920.0625,1967.8807,2765000
49.23,554,554,49.11,715.4431,-19899.974609375,1897.0548,2770000
50.93,555,555,51.16,735.8225,-19956.935546875,1929.7673,2775000
49.8,556,556,49.37,727.6152,-19918.58203125,2195.4275,2780000
49.14,557,557,49.33,737.3288,-19949.923828125,1440.3033,2785000
54.11,558,558,54.29,686.6086,-19780.296875,1934.0839,2790000
54.66,559,559,54.57,698.2365,-19879.333984375,2009.6258,2795000
51.39,560,560,50.89,715.3141,-19848.2734375,1322.4119,2800000
48.71,561,561,47.83,711.842,-19871.818359375,1264.0334,2805000
50.78,562,562,49.36,700.6982,-19907.341796875,1209.1915,2810000
49.78,563,563,49.35,733.7786,-19965.4765625,2077.8113,2815000
50.12,564,564,51.23,731.7512,-19953.52734375,2010.9423,2820000
49.18,565,565,48.99,699.5968,-19857.470703125,1183.7224,2825000
49.3,566,566,49.27,717.4367,-19822.4765625,1672.2697,2830000
51.04,567,567,51.05,717.3797,-19782.673828125,1293.5032,2835000
46.1,568,568,45.05,711.6988,-19858.0,1088.9972,2840000
47.67,569,569,47.54,714.6359,-19846.544921875,1070.5099,2845000
45.96,570,570,44.88,712.0285,-19896.46875,1565.7926,2850000
46.06,571,571,45.41,726.9124,-19883.15625,1656.0009,2855000
47.06,572,572,46.88,726.3623,-19912.841796875,1845.2409,2860000
50.18,573,573,52.19,717.5589,-19902.384765625,1482.284,2865000
47.59,574,574,47.32,729.5366,-19952.708984375,1314.7165,2870000
52.12,575,575,54.05,714.2828,-19856.654296875,1100.0898,2875000
52.3,576,576,52.88,716.5558,-19833.486328125,1062.8003,2880000
52.07,577,577,51.68,725.2701,-19818.17578125,1137.2048,2885000
48.18,578,578,46.48,719.0181,-19943.1796875,1406.8692,2890000
51.9,579,579,48.72,725.8524,-19890.080078125,1326.0369,2895000
55.82,580,580,56.14,730.9041,-19935.623046875,1415.8949,2900000
53.35,581,581,53.4,722.9516,-19914.9921875,1549.2312,2905000
54.48,582,582,54.52,702.1652,-19847.29296875,1434.3371,2910000
52.49,583,583,52.61,708.5755,-19865.87890625,1158.1318,2915000
51.88,584,584,51.37,734.7799,-19936.623046875,1852.5745,2920000
52.86,585,585,53.72,730.5365,-19923.392578125,1460.9698,2925000
52.56,586,586,53.88,728.8407,-19953.208984375,1756.5033,2930000
54.51,587,587,55.28,724.6971,-19953.201171875,1165.0344,2935000
55.3,588,588,55.69,723.8757,-19945.869140625,1313.5959,2940000
54.04,589,589,54.05,709.0313,-19911.029296875,1089.2492,2945000
55.56,590,590,55.32,730.536,-19948.294921875,1143.2656,2950000
57.23,591,591,57.72,728.615,-19937.908203125,1651.8714,2955000
57.46,592,592,57.46,735.8434,-19955.220703125,1672.2707,2960000
52.04,593,593,52.66,717.2072,-19921.7890625,940.779,2965000
49.16,594,594,50.08,683.8428,-19868.615234375,1554.0493,2970000
58.88,595,595,58.88,709.258,-19899.943359375,770.4245,2975000
55.29,596,596,55.29,721.2655,-19927.337890625,1014.8393,2980000
53.28,597,597,55.46,721.4526,-19927.404296875,1250.2929,2985000
48.63,598,598,49.73,687.3566,-19879.734375,685.579,2990000
49.79,599,599,49.45,720.1795,-19960.41796875,1097.4508,2995000
