Running Reverse KL,Running Env Steps,Reward Loss,Real Det Return,Itration,Running Update Time,Running Forward KL,Real Sto Return
41.1486,3995000,-12939.5,1018.23,799,799,56.3677,1014.46
48.5813,4000000,-10200.3583984375,458.6,800,800,51.4034,760.47
20.5024,4005000,-13009.74609375,1015.92,801,801,52.7124,1001.57
24.6719,4010000,-13550.7216796875,1009.8,802,802,52.6474,1008.49
28.0478,4015000,-15743.001953125,1012.25,803,803,53.562,810.2
49.8815,4020000,-17301.482421875,45.34,804,804,53.5255,56.41
36.7393,4025000,-14538.3857421875,241.55,805,805,53.2731,618.02
51.8334,4030000,-13374.857421875,1016.62,806,806,55.1313,438.46
65.3177,4035000,-17031.578125,30.5,807,807,56.8497,32.59
35.8957,4040000,-13122.08203125,1044.62,808,808,52.0352,670.22
100.4493,4045000,-18076.46484375,80.55,809,809,56.1066,73.97
70.0008,4050000,-16869.3359375,1070.97,810,810,52.7253,223.48
49.1748,4055000,-13001.1953125,1000.67,811,811,53.5275,879.54
65.8236,4060000,-13422.5908203125,995.74,812,812,56.9857,993.25
30.3479,4065000,-12578.845703125,1013.17,813,813,54.5864,996.74
85.3509,4070000,-16202.046875,4.57,814,814,58.4133,5.53
63.4359,4075000,-10027.9140625,320.93,815,815,53.2537,300.58
75.5118,4080000,-9785.5732421875,249.0,816,816,51.8954,249.94
41.3392,4085000,-14546.623046875,163.59,817,817,52.3618,265.37
35.5431,4090000,-12193.4970703125,251.37,818,818,50.5225,274.25
21.0375,4095000,-13315.8427734375,537.68,819,819,50.0368,596.18
33.1892,4100000,-12268.3017578125,1035.13,820,820,50.6111,695.38
44.3135,4105000,-13332.5859375,1048.91,821,821,54.9585,1064.32
48.2806,4110000,-13142.501953125,1026.72,822,822,52.3879,828.14
38.7553,4115000,-11816.787109375,1034.42,823,823,51.5477,999.59
72.4152,4120000,-11373.1005859375,571.49,824,824,49.9446,507.26
60.4457,4125000,-11977.14453125,558.26,825,825,50.181,426.38
70.9514,4130000,-11436.0732421875,385.04,826,826,51.5267,341.42
55.5624,4135000,-14272.9951171875,550.4,827,827,51.5973,321.04
36.852,4140000,-11558.515625,390.42,828,828,51.309,360.46
16.9544,4145000,-12251.0986328125,351.98,829,829,50.2665,388.94
19.3507,4150000,-13028.26953125,506.12,830,830,49.2371,464.56
15.5482,4155000,-13203.19921875,1048.83,831,831,49.6025,518.99
15.0331,4160000,-13253.2998046875,802.21,832,832,49.5452,418.41
37.4868,4165000,-14386.9765625,313.41,833,833,50.3418,317.75
18.0304,4170000,-13392.48828125,310.9,834,834,49.8504,363.82
16.6559,4175000,-12909.240234375,280.86,835,835,48.9628,290.76
16.8436,4180000,-13632.1357421875,254.72,836,836,49.8835,273.23
18.7473,4185000,-13587.8466796875,198.36,837,837,50.0929,226.88
23.6911,4190000,-13480.603515625,593.34,838,838,49.8897,505.09
63.849,4195000,-12782.94140625,502.81,839,839,49.9477,416.69
50.3941,4200000,-18295.162109375,205.44,840,840,54.8606,106.21
65.4342,4205000,-14038.7646484375,347.66,841,841,51.2949,398.98
41.0366,4210000,-15445.2109375,102.88,842,842,51.028,343.47
28.361,4215000,-15276.6513671875,676.05,843,843,50.9653,279.42
22.8499,4220000,-12018.400390625,934.73,844,844,50.1366,505.55
40.9688,4225000,-14147.44140625,574.96,845,845,50.4617,286.99
28.1492,4230000,-11732.61328125,423.23,846,846,49.8006,370.6
32.5739,4235000,-14393.970703125,461.65,847,847,49.0159,550.36
49.9011,4240000,-15775.5654296875,539.61,848,848,50.6246,407.23
16.8867,4245000,-11997.296875,1375.27,849,849,49.9159,576.64
15.701,4250000,-12317.94140625,573.24,850,850,49.4821,429.05
16.2971,4255000,-12460.837890625,531.35,851,851,49.9436,481.63
71.389,4260000,-15286.478515625,243.95,852,852,50.5584,315.05
33.5965,4265000,-12934.0556640625,481.92,853,853,50.6538,355.93
54.0777,4270000,-15247.5703125,255.3,854,854,49.7658,456.69
35.1398,4275000,-12926.8486328125,505.16,855,855,48.8573,562.65
48.5247,4280000,-13552.3544921875,434.61,856,856,49.7281,435.92
85.4541,4285000,-13313.6806640625,383.43,857,857,50.5413,401.95
55.9178,4290000,-14946.9423828125,626.68,858,858,49.3785,397.4
65.8325,4295000,-15524.4365234375,321.23,859,859,50.8016,225.78
37.5036,4300000,-16386.74609375,249.54,860,860,49.6523,255.79
86.8393,4305000,-15438.166015625,639.79,861,861,49.0097,415.23
32.9576,4310000,-14847.84375,738.82,862,862,48.5928,345.49
41.4722,4315000,-14790.5751953125,676.39,863,863,48.433,419.0
40.2936,4320000,-14666.69921875,733.58,864,864,48.5999,585.54
58.7484,4325000,-12904.4931640625,469.61,865,865,48.8027,390.32
20.0263,4330000,-14175.0693359375,555.25,866,866,48.869,404.74
16.4782,4335000,-13093.4580078125,1767.24,867,867,47.2773,796.58
25.5529,4340000,-13132.6728515625,532.87,868,868,47.9377,680.52
47.5073,4345000,-14681.580078125,294.82,869,869,49.0926,318.85
77.9942,4350000,-12237.14453125,245.66,870,870,50.133,319.45
69.5966,4355000,-12395.4794921875,530.72,871,871,49.6089,557.16
68.1483,4360000,-12971.373046875,403.74,872,872,48.5775,547.38
30.3001,4365000,-12196.9375,416.87,873,873,49.5431,616.11
22.4355,4370000,-12255.8173828125,589.12,874,874,49.7062,638.49
25.7259,4375000,-14028.2822265625,502.21,875,875,49.4939,502.13
18.257,4380000,-12406.4638671875,550.0,876,876,48.7641,560.39
30.366,4385000,-14525.73046875,496.84,877,877,48.1052,944.81
56.7845,4390000,-12639.82421875,657.19,878,878,48.6847,525.69
51.3552,4395000,-12530.09375,576.91,879,879,48.7598,530.86
35.2539,4400000,-13083.486328125,480.03,880,880,48.6285,411.85
44.439,4405000,-14186.9775390625,559.7,881,881,49.3885,431.03
30.8797,4410000,-13172.21484375,613.86,882,882,48.5092,321.81
21.8732,4415000,-12592.861328125,465.16,883,883,49.6268,347.63
34.7478,4420000,-12836.5439453125,761.37,884,884,48.5819,460.33
25.1344,4425000,-13360.6669921875,288.01,885,885,48.8658,317.78
76.8463,4430000,-13372.9814453125,542.57,886,886,50.6503,410.72
110.6353,4435000,-13045.9482421875,507.87,887,887,50.5229,432.74
83.9052,4440000,-12791.4609375,522.58,888,888,49.4989,467.1
66.0454,4445000,-12655.5380859375,289.1,889,889,49.4451,431.59
28.6282,4450000,-12509.9580078125,616.44,890,890,48.8639,412.68
30.8068,4455000,-12703.7890625,706.69,891,891,48.1368,534.56
21.8777,4460000,-12512.6123046875,570.82,892,892,49.1819,509.93
48.2551,4465000,-13166.408203125,431.72,893,893,49.0938,406.12
18.2325,4470000,-12214.8056640625,612.31,894,894,47.9537,404.8
16.0903,4475000,-12128.9853515625,395.27,895,895,48.7828,367.13
14.8358,4480000,-12485.97265625,627.42,896,896,48.4279,418.94
25.7094,4485000,-13787.49609375,629.53,897,897,48.5362,580.47
26.5448,4490000,-14228.673828125,809.02,898,898,48.7948,578.65
22.4918,4495000,-14358.798828125,867.76,899,899,49.3197,649.76
31.5175,4500000,-14334.71484375,574.73,900,900,47.9612,530.71
21.8357,4505000,-13648.0546875,854.96,901,901,48.134,695.35
16.8622,4510000,-13141.5771484375,895.25,902,902,47.4768,633.53
48.2771,4515000,-13026.193359375,780.45,903,903,48.6156,723.11
64.2887,4520000,-13411.19921875,486.34,904,904,48.5816,431.61
53.7299,4525000,-12721.466796875,1319.56,905,905,47.895,713.63
47.0739,4530000,-15479.77734375,191.76,906,906,48.9819,463.43
73.4182,4535000,-15252.685546875,861.84,907,907,48.443,646.1
147.4227,4540000,-16420.6953125,712.21,908,908,48.9884,455.55
101.3684,4545000,-16029.9072265625,534.52,909,909,49.0105,528.98
113.5245,4550000,-15824.8544921875,637.82,910,910,49.5711,535.94
23.3527,4555000,-12985.662109375,676.19,911,911,49.2879,442.79
80.7997,4560000,-14842.087890625,412.02,912,912,52.3375,424.56
198.2528,4565000,-18395.755859375,-15.96,913,913,56.116,-15.48
41.3678,4570000,-16950.17578125,160.48,914,914,54.0108,161.79
64.585,4575000,-14846.67578125,1017.04,915,915,56.9052,1017.19
63.141,4580000,-14866.236328125,1011.97,916,916,56.6502,1010.95
53.6121,4585000,-14874.8642578125,1034.33,917,917,54.4946,858.66
57.6007,4590000,-14882.1572265625,1013.29,918,918,56.5807,1012.3
39.5187,4595000,-14887.2197265625,1019.24,919,919,55.7108,1017.06
38.4986,4600000,-14773.7861328125,1025.07,920,920,55.9436,1024.25
39.0293,4605000,-14723.50390625,1021.88,921,921,56.2396,1020.18
45.043,4610000,-14921.8046875,1016.25,922,922,56.4299,1012.44
27.0878,4615000,-15044.8193359375,1015.34,923,923,54.7322,1012.09
24.3548,4620000,-14456.939453125,1011.38,924,924,54.2377,1017.19
115.821,4625000,-15764.9169921875,-2.42,925,925,54.2985,-1.19
47.983,4630000,-18255.919921875,40.75,926,926,52.7723,37.97
57.0386,4635000,-11216.6357421875,197.33,927,927,52.7923,300.77
44.4127,4640000,-18461.77734375,992.14,928,928,58.5334,930.33
27.7699,4645000,-18150.51171875,8.17,929,929,51.9956,7.99
31.2892,4650000,-14179.373046875,1019.48,930,930,54.5519,1006.48
41.6725,4655000,-15092.57421875,1036.71,931,931,55.631,951.11
62.8123,4660000,-16791.103515625,161.56,932,932,52.2206,282.37
97.0213,4665000,-13766.3671875,274.58,933,933,52.6009,218.14
66.4344,4670000,-13294.3720703125,394.39,934,934,50.134,397.73
22.1608,4675000,-17558.400390625,976.54,935,935,50.9735,854.41
26.3514,4680000,-17053.412109375,982.24,936,936,50.8669,854.46
28.7338,4685000,-16779.28515625,881.11,937,937,49.2345,433.97
25.0074,4690000,-16205.484375,470.91,938,938,50.432,431.31
22.2158,4695000,-16191.2001953125,328.45,939,939,49.8243,364.55
62.5817,4700000,-17690.4296875,195.03,940,940,51.7563,200.38
73.1434,4705000,-17978.294921875,142.72,941,941,51.5644,174.64
68.0134,4710000,-17458.912109375,349.04,942,942,51.1531,340.48
72.0602,4715000,-17577.576171875,467.09,943,943,49.9308,330.33
53.2655,4720000,-17537.205078125,379.37,944,944,50.4978,347.7
52.7935,4725000,-14958.419921875,860.04,945,945,49.8988,322.51
69.0616,4730000,-15862.7568359375,450.07,946,946,51.3899,419.25
76.287,4735000,-14961.60546875,671.92,947,947,50.7862,517.07
54.5207,4740000,-14595.5029296875,792.42,948,948,50.721,633.6
34.4844,4745000,-14700.0087890625,312.51,949,949,50.9613,654.47
64.114,4750000,-17772.265625,373.03,950,950,50.4446,351.95
72.5135,4755000,-17887.060546875,270.11,951,951,50.5033,358.26
43.7527,4760000,-15354.552734375,351.03,952,952,50.7931,279.47
28.0576,4765000,-14935.55078125,254.75,953,953,50.4934,357.78
27.4853,4770000,-15946.0126953125,527.15,954,954,49.9008,465.68
28.7925,4775000,-17183.99609375,517.88,955,955,49.9847,435.5
47.261,4780000,-17059.755859375,1202.23,956,956,49.6113,650.4
27.6817,4785000,-16977.85546875,816.23,957,957,50.0438,589.99
70.9137,4790000,-16819.599609375,1311.64,958,958,49.3539,841.77
32.7616,4795000,-16514.14453125,1056.38,959,959,48.4461,865.05
33.5402,4800000,-17731.57421875,457.9,960,960,49.9411,428.51
37.4959,4805000,-17182.240234375,664.35,961,961,49.2616,566.98
31.3183,4810000,-17327.427734375,384.23,962,962,50.226,422.01
31.9045,4815000,-17957.74609375,540.36,963,963,50.55,491.18
39.629,4820000,-18091.755859375,36.65,964,964,50.8007,25.66
30.7929,4825000,-17710.517578125,447.93,965,965,48.7827,472.55
33.4853,4830000,-17702.517578125,439.49,966,966,49.397,327.4
46.4951,4835000,-16806.3359375,993.62,967,967,48.6416,608.09
41.3617,4840000,-16501.67578125,413.11,968,968,50.339,444.43
36.6614,4845000,-16159.0556640625,496.43,969,969,49.4404,525.82
62.7054,4850000,-16678.751953125,477.63,970,970,50.7297,390.89
78.0088,4855000,-15985.3759765625,663.19,971,971,49.8418,618.58
70.2563,4860000,-14953.869140625,1064.55,972,972,49.0724,725.54
91.5396,4865000,-15845.4072265625,348.44,973,973,51.398,322.65
28.6196,4870000,-14812.5517578125,523.98,974,974,47.7242,722.23
19.9627,4875000,-15786.3515625,832.82,975,975,47.7545,948.39
32.545,4880000,-16818.564453125,655.06,976,976,49.9475,538.26
51.5675,4885000,-16783.63671875,835.88,977,977,48.8693,693.05
61.9631,4890000,-15838.6748046875,1052.03,978,978,48.2041,1019.44
228.5816,4895000,-17954.365234375,758.59,979,979,56.2369,131.55
38.7841,4900000,-18449.369140625,212.35,980,980,54.6026,211.09
63.2488,4905000,-18428.2265625,210.35,981,981,51.5984,209.95
40.4611,4910000,-18425.9453125,225.64,982,982,51.5786,233.16
102.4061,4915000,-11156.5361328125,301.07,983,983,54.3635,285.83
88.0281,4920000,-14140.3642578125,975.06,984,984,51.5299,665.88
59.1029,4925000,-18245.484375,102.85,985,985,54.1321,138.74
51.1188,4930000,-15874.8916015625,1010.4,986,986,56.7046,1008.0
54.4322,4935000,-15852.126953125,1008.64,987,987,56.9207,1006.51
64.8241,4940000,-18360.53125,181.41,988,988,53.8023,198.38
64.6012,4945000,-18412.0859375,325.01,989,989,53.7494,97.87
68.5475,4950000,-18455.96484375,218.39,990,990,58.0156,216.02
59.8494,4955000,-18463.37109375,100.14,991,991,55.6025,149.2
30.1294,4960000,-17979.79296875,88.75,992,992,51.6114,97.34
75.4482,4965000,-17918.68359375,213.01,993,993,50.4532,179.01
30.7021,4970000,-15283.18359375,291.37,994,994,50.1859,278.85
66.0821,4975000,-18017.462890625,322.66,995,995,51.4761,347.49
54.1706,4980000,-15982.693359375,1024.62,996,996,57.6988,1021.71
44.2207,4985000,-15995.0908203125,1021.86,997,997,55.6875,1021.4
52.6636,4990000,-16623.39453125,1010.32,998,998,53.8777,779.68
95.7647,4995000,-18460.525390625,8.2,999,999,57.8521,8.46
71.689,5000000,-18290.5390625,7.05,1000,1000,53.1565,14.08
70.7369,5005000,-15288.2705078125,368.57,1001,1001,51.987,350.74
59.5337,5010000,-16718.30078125,300.3,1002,1002,50.435,353.61
65.9494,5015000,-17314.60546875,745.54,1003,1003,50.3658,519.58
24.7924,5020000,-16907.669921875,477.26,1004,1004,50.2675,448.4
38.1465,5025000,-16209.080078125,1025.7,1005,1005,49.7469,1120.99
49.2298,5030000,-16047.3896484375,1030.69,1006,1006,56.1465,1034.95
43.6127,5035000,-16081.052734375,1025.36,1007,1007,55.6048,1025.96
38.0935,5040000,-16042.978515625,1023.72,1008,1008,55.2465,1026.78
45.6033,5045000,-16003.8779296875,1012.29,1009,1009,56.2705,1008.84
25.3551,5050000,-13832.3037109375,239.31,1010,1010,49.8264,249.74
65.2867,5055000,-14752.9755859375,579.32,1011,1011,49.2928,422.91
19.546,5060000,-16313.705078125,408.79,1012,1012,48.7546,454.84
26.5381,5065000,-14664.0966796875,1096.49,1013,1013,48.2138,598.26
19.8783,5070000,-14424.30859375,1307.15,1014,1014,47.7544,1252.29
15.0534,5075000,-14573.146484375,951.69,1015,1015,48.2477,720.91
30.8691,5080000,-15505.3115234375,1208.33,1016,1016,49.7102,1160.43
18.8822,5085000,-14901.2978515625,1239.23,1017,1017,48.7377,914.43
22.7771,5090000,-15525.67578125,2104.85,1018,1018,49.5174,1250.18
16.1681,5095000,-14851.318359375,2536.26,1019,1019,47.8213,955.52
15.5241,5100000,-14356.2607421875,3018.63,1020,1020,47.4275,1460.36
21.6003,5105000,-14747.2177734375,1083.26,1021,1021,49.8563,896.66
27.8559,5110000,-15229.150390625,981.03,1022,1022,50.3645,905.96
20.9839,5115000,-15160.9287109375,1066.67,1023,1023,50.5736,796.78
24.3725,5120000,-15411.7529296875,489.14,1024,1024,51.3493,620.79
21.259,5125000,-15826.654296875,834.87,1025,1025,50.6578,530.19
39.074,5130000,-16870.109375,1358.9,1026,1026,50.614,1350.38
59.2742,5135000,-16603.203125,1247.36,1027,1027,48.874,780.67
36.4304,5140000,-16611.056640625,33.12,1028,1028,50.4502,37.33
61.387,5145000,-18087.203125,54.59,1029,1029,52.6122,195.78
50.6332,5150000,-16467.9765625,1011.21,1030,1030,56.6422,1009.4
58.3383,5155000,-17949.9921875,484.56,1031,1031,54.046,283.75
77.8109,5160000,-18386.455078125,-7.19,1032,1032,56.45,-8.91
44.9611,5165000,-18034.9375,1081.89,1033,1033,53.8668,1007.45
32.1003,5170000,-18410.595703125,1018.56,1034,1034,55.6394,1034.86
40.9883,5175000,-17967.990234375,1018.17,1035,1035,54.3804,919.41
35.0898,5180000,-16569.384765625,978.19,1036,1036,53.6746,1002.16
55.4111,5185000,-17866.44921875,232.59,1037,1037,51.7356,328.93
58.7137,5190000,-16543.232421875,1014.72,1038,1038,56.5871,1014.55
46.2495,5195000,-17065.876953125,429.19,1039,1039,51.8683,199.84
29.9918,5200000,-14415.7578125,52.91,1040,1040,51.5327,40.81
40.3376,5205000,-16472.5625,-2.7,1041,1041,52.5456,-2.71
42.5665,5210000,-18344.451171875,5.68,1042,1042,54.7317,5.32
29.1577,5215000,-18394.9296875,12.17,1043,1043,54.1474,13.04
66.1738,5220000,-18379.287109375,3.44,1044,1044,53.7406,2.77
53.0391,5225000,-18362.32421875,66.35,1045,1045,54.0921,75.84
20.0782,5230000,-18130.1328125,328.24,1046,1046,49.856,337.58
20.4039,5235000,-17902.53515625,265.97,1047,1047,49.3624,263.32
27.0157,5240000,-12862.1025390625,708.4,1048,1048,49.3648,436.01
26.9667,5245000,-14808.064453125,738.96,1049,1049,49.1788,485.07
25.2717,5250000,-16082.130859375,430.66,1050,1050,48.9014,463.25
51.9851,5255000,-16937.25,1162.14,1051,1051,49.4244,567.82
30.3613,5260000,-17223.048828125,1574.94,1052,1052,49.2341,689.0
43.0518,5265000,-16817.912109375,500.96,1053,1053,49.9235,496.29
37.7592,5270000,-16857.333984375,870.33,1054,1054,49.1428,765.88
27.2686,5275000,-16465.62890625,628.15,1055,1055,49.4724,595.05
25.4294,5280000,-16168.76953125,1060.4,1056,1056,49.0197,987.47
15.6621,5285000,-15545.3818359375,1984.27,1057,1057,49.1869,1570.85
22.3132,5290000,-16698.8984375,1645.57,1058,1058,49.9818,1106.07
20.5936,5295000,-15912.1611328125,1750.74,1059,1059,49.6537,1265.3
16.6382,5300000,-15359.9072265625,2032.83,1060,1060,48.2558,1815.62
19.1745,5305000,-15908.7783203125,1028.78,1061,1061,48.5301,1081.64
19.4328,5310000,-16339.6640625,1058.93,1062,1062,48.9067,808.93
16.8808,5315000,-15629.6064453125,2036.46,1063,1063,48.8069,1402.74
15.484,5320000,-15948.5546875,1950.25,1064,1064,48.153,1924.17
15.0863,5325000,-16487.259765625,2760.22,1065,1065,48.4699,1873.91
14.9045,5330000,-15839.1025390625,2351.17,1066,1066,48.4764,1355.12
17.3961,5335000,-15607.7919921875,1702.21,1067,1067,48.1284,1359.79
16.3025,5340000,-15162.416015625,2688.76,1068,1068,48.0173,2109.21
18.4941,5345000,-15989.75390625,2491.74,1069,1069,48.9383,1270.65
34.9242,5350000,-16668.84375,1498.74,1070,1070,48.7511,1036.99
16.4973,5355000,-16233.87890625,1533.93,1071,1071,49.0773,1406.89
14.1131,5360000,-16258.052734375,1999.98,1072,1072,48.0098,1210.04
14.4967,5365000,-16505.7578125,1155.83,1073,1073,48.7938,1347.95
13.8912,5370000,-16440.14453125,1572.67,1074,1074,48.6833,1593.01
16.4101,5375000,-15966.587890625,1100.99,1075,1075,48.0146,1430.56
16.2683,5380000,-15865.2666015625,1588.13,1076,1076,49.1728,1186.12
22.3386,5385000,-15930.3427734375,1375.04,1077,1077,49.3745,828.72
13.8355,5390000,-15310.234375,2061.99,1078,1078,48.0646,1179.31
15.2286,5395000,-14673.2451171875,1628.03,1079,1079,48.0993,1774.98
15.4589,5400000,-14997.1103515625,2028.37,1080,1080,47.548,1248.32
28.995,5405000,-16294.2314453125,813.4,1081,1081,48.4979,998.95
15.9201,5410000,-15399.8818359375,1850.63,1082,1082,47.892,1774.7
16.9917,5415000,-15881.6787109375,1656.59,1083,1083,47.9889,1233.6
23.0338,5420000,-16902.203125,1114.73,1084,1084,47.5663,720.98
16.4153,5425000,-15156.4921875,2689.36,1085,1085,47.1904,1616.84
23.6641,5430000,-16448.38671875,1562.26,1086,1086,48.9543,1255.68
19.1529,5435000,-15203.83984375,2042.66,1087,1087,47.0995,1645.8
15.3507,5440000,-14880.0517578125,1759.91,1088,1088,46.5562,2154.93
15.9023,5445000,-15046.1064453125,1867.86,1089,1089,46.667,2293.15
15.91,5450000,-15911.2958984375,1835.91,1090,1090,47.4207,2101.02
28.6988,5455000,-14681.2783203125,2272.46,1091,1091,47.7656,1859.86
16.7982,5460000,-16571.634765625,1764.57,1092,1092,47.0812,1772.11
19.8907,5465000,-14139.6318359375,1952.1,1093,1093,46.5904,2023.29
13.3413,5470000,-16783.630859375,1079.07,1094,1094,47.5942,1404.58
15.0869,5475000,-15465.8720703125,457.95,1095,1095,47.3511,1688.68
15.2001,5480000,-16246.251953125,1860.49,1096,1096,48.3254,1140.98
21.5541,5485000,-15693.27734375,855.28,1097,1097,48.1831,881.57
41.2454,5490000,-16080.2138671875,949.96,1098,1098,48.4351,1150.11
15.7505,5495000,-16696.544921875,1329.98,1099,1099,48.0476,1189.54
30.1291,5500000,-16720.158203125,1420.13,1100,1100,48.3726,912.64
22.9783,5505000,-16496.181640625,940.87,1101,1101,48.483,755.17
22.5569,5510000,-16242.123046875,961.75,1102,1102,47.761,1383.8
21.7311,5515000,-16296.7265625,937.53,1103,1103,47.2097,1259.7
13.9773,5520000,-16380.599609375,1126.92,1104,1104,47.6464,1028.13
16.4035,5525000,-15763.994140625,1329.78,1105,1105,48.0348,973.36
20.1561,5530000,-16255.298828125,1177.05,1106,1106,48.5518,1063.89
24.8565,5535000,-16390.259765625,1331.38,1107,1107,48.6378,1167.74
17.9368,5540000,-16295.88671875,1308.82,1108,1108,48.331,1007.81
23.4958,5545000,-16416.744140625,1222.99,1109,1109,47.9034,1083.21
32.8831,5550000,-16534.779296875,2029.35,1110,1110,48.1994,1385.54
18.0567,5555000,-16180.50390625,1255.08,1111,1111,47.5126,1139.85
15.5117,5560000,-15966.1953125,1925.34,1112,1112,47.7912,1652.38
31.096,5565000,-16247.984375,939.94,1113,1113,47.94,885.06
59.6465,5570000,-16477.61328125,303.86,1114,1114,48.0509,1229.82
50.0151,5575000,-16348.314453125,38.0,1115,1115,47.6736,319.58
16.5742,5580000,-16188.564453125,40.1,1116,1116,47.1598,1276.91
17.4573,5585000,-15752.4873046875,1086.48,1117,1117,47.0885,1366.86
15.4065,5590000,-16405.2109375,716.72,1118,1118,47.4353,1357.73
27.5366,5595000,-16148.58984375,1623.38,1119,1119,47.4696,1465.86
21.2338,5600000,-15728.0869140625,1547.49,1120,1120,47.7701,958.07
17.7683,5605000,-16245.7216796875,1205.43,1121,1121,48.4591,1061.3
16.3884,5610000,-15428.7265625,2127.85,1122,1122,47.298,2243.77
14.688,5615000,-15497.0419921875,2089.0,1123,1123,47.5589,1811.47
13.3499,5620000,-16407.375,1091.87,1124,1124,46.9382,1125.33
20.7103,5625000,-17059.39453125,1237.51,1125,1125,48.5144,936.06
16.285,5630000,-16538.2734375,1390.57,1126,1126,47.0236,913.71
16.1037,5635000,-16332.8134765625,599.8,1127,1127,47.3978,1414.01
13.9012,5640000,-16815.44140625,910.72,1128,1128,47.385,935.1
17.0788,5645000,-17190.814453125,1314.05,1129,1129,47.8795,1016.54
13.8748,5650000,-16781.232421875,1616.57,1130,1130,47.4956,1430.54
20.0357,5655000,-17395.203125,794.79,1131,1131,47.3755,715.18
14.2923,5660000,-16562.560546875,1580.68,1132,1132,46.9995,1395.97
16.6159,5665000,-16967.0078125,1006.2,1133,1133,46.9294,1162.53
28.3967,5670000,-17178.39453125,774.66,1134,1134,48.0375,471.0
15.9729,5675000,-17052.6015625,1511.86,1135,1135,48.0765,1275.59
15.1765,5680000,-17101.38671875,2121.92,1136,1136,47.4876,1871.96
14.9152,5685000,-17659.1953125,1151.44,1137,1137,47.9251,873.75
14.8839,5690000,-17417.865234375,1577.97,1138,1138,48.1987,1430.71
14.8036,5695000,-17436.779296875,1319.93,1139,1139,48.3327,1329.36
14.6823,5700000,-17701.96484375,1327.01,1140,1140,48.3423,1765.25
17.1092,5705000,-17747.10546875,1499.08,1141,1141,47.9246,1395.71
15.8099,5710000,-17207.1640625,884.78,1142,1142,47.5518,511.33
16.4084,5715000,-17454.849609375,460.24,1143,1143,47.7254,902.91
16.391,5720000,-16793.572265625,2525.16,1144,1144,47.527,1712.18
16.8862,5725000,-17144.0703125,2613.12,1145,1145,47.5399,2512.68
15.6157,5730000,-16745.373046875,2420.42,1146,1146,47.1725,2217.71
14.6629,5735000,-17102.447265625,2271.55,1147,1147,48.3083,2041.65
21.3855,5740000,-16343.033203125,2879.45,1148,1148,47.3997,1925.4
15.3979,5745000,-17100.013671875,2087.83,1149,1149,47.5343,1916.17
14.5553,5750000,-17398.822265625,1914.3,1150,1150,48.2802,1993.54
14.5136,5755000,-17092.193359375,2402.2,1151,1151,48.0895,2170.78
15.9531,5760000,-17162.16015625,2127.05,1152,1152,47.4898,1957.43
16.5341,5765000,-16934.740234375,1544.33,1153,1153,47.724,1891.44
15.4089,5770000,-17204.9140625,1988.65,1154,1154,47.7484,2213.14
13.3609,5775000,-17043.083984375,1510.84,1155,1155,47.8432,1248.32
13.8954,5780000,-17506.19921875,1123.88,1156,1156,47.9609,1195.1
13.5329,5785000,-17406.490234375,2016.21,1157,1157,47.972,1722.13
15.0319,5790000,-17383.51171875,1969.44,1158,1158,47.9701,1798.78
13.6568,5795000,-17579.373046875,1777.5,1159,1159,48.6328,1761.93
13.4053,5800000,-16826.9609375,1822.11,1160,1160,46.9582,1907.43
13.1588,5805000,-17041.951171875,1238.93,1161,1161,48.1308,1765.91
13.4789,5810000,-17276.412109375,1846.08,1162,1162,47.8296,1759.87
20.0031,5815000,-16734.6015625,1164.04,1163,1163,47.5158,1717.23
12.723,5820000,-17212.17578125,861.6,1164,1164,47.5059,2051.46
12.7273,5825000,-17509.5625,1819.92,1165,1165,48.0845,1742.21
15.7387,5830000,-17150.443359375,1691.72,1166,1166,47.3233,1720.51
14.2311,5835000,-17491.193359375,1965.27,1167,1167,47.4241,1842.53
20.022,5840000,-17378.94140625,1701.74,1168,1168,47.7374,1600.62
13.5301,5845000,-17138.478515625,126.3,1169,1169,46.7388,1737.53
14.6204,5850000,-17183.45703125,1934.0,1170,1170,46.399,1153.03
14.9236,5855000,-17075.68359375,1914.01,1171,1171,47.4437,1773.12
14.7355,5860000,-17362.376953125,2141.7,1172,1172,47.1883,2443.4
14.9932,5865000,-17898.666015625,1553.53,1173,1173,48.8346,1750.23
18.9808,5870000,-17679.30859375,1125.57,1174,1174,48.2955,1484.75
14.4775,5875000,-17685.30859375,1066.08,1175,1175,48.0951,1478.72
15.9655,5880000,-17405.939453125,1697.0,1176,1176,47.8017,1679.44
15.4748,5885000,-17073.443359375,1748.33,1177,1177,47.8801,1469.32
16.2438,5890000,-17318.35546875,1828.25,1178,1178,47.3408,1688.95
15.3131,5895000,-17126.087890625,1964.31,1179,1179,47.744,1422.09
15.1052,5900000,-17573.41796875,1360.02,1180,1180,47.405,1766.97
16.3562,5905000,-16761.953125,2072.72,1181,1181,47.0606,1859.4
14.1128,5910000,-17356.404296875,2262.12,1182,1182,47.1313,2153.38
20.6489,5915000,-17497.673828125,252.75,1183,1183,48.2192,457.06
27.2747,5920000,-17263.1953125,1882.44,1184,1184,48.2548,910.22
15.384,5925000,-16747.177734375,2365.57,1185,1185,47.9159,2242.52
14.7236,5930000,-16944.328125,1189.95,1186,1186,47.6857,1906.18
22.902,5935000,-17447.9375,1460.73,1187,1187,47.8324,1145.91
