Real Det Return,Reward Loss,Real Sto Return,Running Reverse KL,Running Forward KL,Running Update Time,Running Env Steps,Itration
4697.5,-11284.3935546875,4644.24,18.2357,41.1473,767,3835000,767
4600.31,-10865.5068359375,4562.31,17.4884,40.7506,768,3840000,768
4687.27,-11004.1201171875,4584.17,17.5567,41.3029,769,3845000,769
4691.19,-11112.12890625,4626.55,17.8721,40.932,770,3850000,770
4679.07,-10867.306640625,4613.45,17.3779,40.8478,771,3855000,771
4558.36,-11142.0771484375,4541.67,17.0807,40.9629,772,3860000,772
4582.34,-10570.89453125,4500.17,16.596,40.8762,773,3865000,773
4684.16,-10810.0498046875,4621.7,17.1239,40.8646,774,3870000,774
4726.35,-10714.2607421875,4648.05,17.1895,40.8885,775,3875000,775
4630.79,-10923.8955078125,4119.56,16.8702,41.2221,776,3880000,776
4726.15,-10655.7353515625,4603.47,16.7998,41.1432,777,3885000,777
4568.83,-10643.947265625,4538.55,16.7288,41.1362,778,3890000,778
4559.51,-10582.337890625,4506.63,16.3838,40.8627,779,3895000,779
4529.69,-10987.69140625,4451.07,16.5871,41.3801,780,3900000,780
4548.04,-10566.982421875,4495.8,16.7651,41.7883,781,3905000,781
4633.15,-10828.3193359375,4556.13,17.0698,41.1382,782,3910000,782
4730.22,-10603.5126953125,4655.16,17.4147,41.2769,783,3915000,783
4755.96,-10998.380859375,4579.63,17.6911,41.4317,784,3920000,784
4830.69,-11339.7548828125,4686.89,18.7292,41.1539,785,3925000,785
4811.97,-11609.9912109375,4578.24,18.3147,41.3154,786,3930000,786
4817.91,-11705.7783203125,4695.51,19.8918,41.4632,787,3935000,787
4807.84,-11411.19921875,4679.85,18.8567,40.995,788,3940000,788
4790.8,-11152.69140625,4707.43,18.9862,41.6877,789,3945000,789
4861.41,-11718.82421875,4661.55,18.2167,41.9612,790,3950000,790
4805.07,-11517.8486328125,4700.99,19.136,41.517,791,3955000,791
4802.82,-11404.51171875,4748.49,19.5289,41.4251,792,3960000,792
4718.9,-11019.0654296875,4699.23,18.4784,41.0229,793,3965000,793
4756.97,-11416.111328125,4692.72,18.2745,41.2053,794,3970000,794
4798.97,-11784.5625,4691.48,18.766,41.9507,795,3975000,795
4737.36,-11429.189453125,4641.45,18.2993,41.2606,796,3980000,796
4788.55,-11341.19140625,4706.38,18.5603,41.1167,797,3985000,797
4776.3,-11287.9384765625,4653.36,18.6537,41.1476,798,3990000,798
4722.62,-11177.9189453125,4653.31,19.2049,41.3274,799,3995000,799
4766.84,-10918.6748046875,4667.77,18.192,41.3704,800,4000000,800
4723.86,-11022.6044921875,4652.95,17.6627,40.8686,801,4005000,801
4707.1,-11418.48046875,4615.31,17.8401,41.519,802,4010000,802
4753.85,-11232.279296875,4644.75,17.8827,40.9168,803,4015000,803
4681.23,-11589.3759765625,4589.42,17.4238,41.1849,804,4020000,804
4795.58,-11725.6357421875,4689.21,18.365,41.0805,805,4025000,805
4801.42,-11546.875,4696.66,17.7794,41.2067,806,4030000,806
4871.86,-11438.8212890625,4739.39,17.9635,40.2879,807,4035000,807
4825.82,-11379.177734375,4651.09,17.9503,40.9151,808,4040000,808
4770.41,-11876.2724609375,4724.3,19.0558,41.6331,809,4045000,809
4835.35,-11527.2958984375,4682.07,18.3513,40.8046,810,4050000,810
4732.18,-10810.0947265625,4636.95,18.1342,40.8023,811,4055000,811
4810.65,-11434.6220703125,4682.13,18.0241,40.9006,812,4060000,812
4736.86,-11539.0908203125,4635.03,17.7149,40.7872,813,4065000,813
4780.23,-11644.041015625,4697.33,18.6099,40.988,814,4070000,814
4854.86,-11434.1484375,4758.62,19.0559,41.0614,815,4075000,815
4813.48,-11110.8095703125,4748.69,17.0441,40.7058,816,4080000,816
4788.46,-11364.80859375,4694.77,17.7978,41.3309,817,4085000,817
4758.06,-11364.5400390625,4655.22,17.3396,41.1793,818,4090000,818
4656.72,-11216.015625,4668.19,16.8231,40.9113,819,4095000,819
3870.3,-11575.4892578125,4088.44,36.5933,42.2275,820,4100000,820
928.55,-11557.83984375,565.77,160.401,47.8623,821,4105000,821
521.43,-11508.943359375,528.49,73.0147,49.0883,822,4110000,822
315.53,-11572.9052734375,256.78,51.1612,51.0953,823,4115000,823
183.13,-10667.541015625,182.24,41.4454,53.8285,824,4120000,824
353.44,-11172.03125,330.39,32.9628,49.2148,825,4125000,825
431.92,-12398.359375,407.59,108.5192,48.9586,826,4130000,826
406.84,-10606.0859375,421.64,65.6337,49.8788,827,4135000,827
656.71,-14325.5439453125,656.36,40.8183,49.1855,828,4140000,828
711.11,-11268.9130859375,710.22,92.6037,45.9791,829,4145000,829
668.95,-10866.51171875,537.71,43.0468,46.1194,830,4150000,830
4388.84,-11815.908203125,3829.18,21.4316,42.3049,831,4155000,831
1517.7,-10957.4423828125,1479.25,37.13,44.1359,832,4160000,832
2349.21,-11065.328125,1396.2,35.6188,44.7293,833,4165000,833
1697.11,-9838.4736328125,1759.61,55.8957,44.0771,834,4170000,834
3633.88,-11856.958984375,3038.78,21.0956,42.3684,835,4175000,835
3415.54,-12321.7021484375,4332.56,19.3378,42.1263,836,4180000,836
-13.58,-8844.0498046875,-13.18,46.6131,55.8484,837,4185000,837
1015.92,-11911.5185546875,464.85,29.3983,49.2129,838,4190000,838
408.94,-11423.0283203125,401.22,19.3101,48.845,839,4195000,839
706.24,-11514.353515625,719.7,19.7895,47.2927,840,4200000,840
773.51,-11544.8935546875,793.28,23.9302,46.1679,841,4205000,841
2751.16,-11974.2197265625,2522.48,19.4453,43.8574,842,4210000,842
3272.05,-12068.255859375,2666.1,18.3116,42.8897,843,4215000,843
2352.5,-11890.482421875,2908.67,24.7029,43.3054,844,4220000,844
4191.65,-11689.7392578125,3879.81,27.3213,43.2571,845,4225000,845
3657.45,-12053.8388671875,3817.99,22.9597,42.1052,846,4230000,846
3882.27,-11932.7216796875,4281.96,20.9965,41.755,847,4235000,847
2705.53,-11722.6435546875,3588.83,23.8427,42.31,848,4240000,848
2656.44,-11915.6962890625,3277.43,22.8464,41.8699,849,4245000,849
2267.34,-12264.4365234375,3619.75,19.1018,42.3444,850,4250000,850
3786.13,-12263.095703125,4317.15,19.4253,42.3309,851,4255000,851
3704.3,-12444.80078125,4093.6,18.9453,42.4368,852,4260000,852
4310.09,-12295.1728515625,4098.79,19.3185,41.8293,853,4265000,853
3854.6,-11981.9228515625,3211.38,17.1772,41.3194,854,4270000,854
3201.03,-12564.1591796875,2895.41,16.1217,41.5623,855,4275000,855
3560.49,-12273.7880859375,3262.71,17.6458,41.4939,856,4280000,856
4488.67,-12269.7705078125,4238.21,18.9128,41.6613,857,4285000,857
4443.78,-12790.9033203125,4134.54,18.8526,42.0834,858,4290000,858
4293.88,-12580.7841796875,4168.53,18.8372,42.0249,859,4295000,859
4495.45,-12601.08984375,4403.15,19.8686,41.8347,860,4300000,860
4346.9,-12541.197265625,4386.97,19.5264,41.753,861,4305000,861
4569.0,-12507.98828125,4495.34,19.5647,41.6707,862,4310000,862
4523.21,-12390.7490234375,4486.35,20.7901,41.5852,863,4315000,863
4517.32,-12614.74609375,4456.04,20.5697,41.9656,864,4320000,864
4527.56,-12247.2138671875,4486.99,20.041,41.8829,865,4325000,865
4602.39,-12353.681640625,4549.22,21.3128,41.6337,866,4330000,866
4636.06,-11918.21875,4492.23,21.0766,41.8455,867,4335000,867
4675.71,-11615.810546875,4628.35,20.0507,41.6731,868,4340000,868
4618.2,-11979.234375,4564.87,20.9636,41.888,869,4345000,869
4627.73,-12119.7373046875,4561.96,19.5714,41.5146,870,4350000,870
4530.19,-11926.5517578125,4295.97,20.4877,41.7143,871,4355000,871
4590.47,-12045.1669921875,4403.65,20.1148,42.0524,872,4360000,872
4617.12,-11852.9736328125,4574.34,20.1036,41.5982,873,4365000,873
4711.93,-11984.1689453125,4622.94,19.62,41.4958,874,4370000,874
4476.37,-11926.1875,4623.84,19.4032,41.1991,875,4375000,875
4636.47,-11876.6484375,4357.78,19.0983,41.0605,876,4380000,876
4673.24,-11844.650390625,4520.18,19.9711,41.7034,877,4385000,877
4610.79,-11610.5712890625,4525.11,19.6836,41.6398,878,4390000,878
4639.29,-11730.4423828125,4555.91,18.8581,41.5109,879,4395000,879
4656.24,-11486.8701171875,4601.38,19.6704,41.6596,880,4400000,880
4647.67,-11478.830078125,4607.58,20.1761,41.7702,881,4405000,881
4795.38,-11556.0986328125,4736.53,20.4729,41.5225,882,4410000,882
4738.04,-11669.1298828125,4723.79,19.6356,41.4909,883,4415000,883
4810.15,-11552.306640625,4705.4,19.301,41.4763,884,4420000,884
4805.14,-11593.255859375,4745.41,19.0835,40.8777,885,4425000,885
4809.01,-11278.9287109375,4730.02,19.6902,41.4083,886,4430000,886
4872.7,-11276.9248046875,4753.42,19.9166,41.263,887,4435000,887
4845.46,-11653.046875,4735.24,20.2288,41.7945,888,4440000,888
4856.19,-11592.939453125,4754.09,20.2918,41.3146,889,4445000,889
4545.3,-11474.685546875,4300.84,19.5605,41.2397,890,4450000,890
4837.38,-11685.9921875,4737.17,19.9511,41.3788,891,4455000,891
4824.66,-11608.7421875,4726.92,20.4188,41.6473,892,4460000,892
4849.13,-11486.447265625,4779.64,19.6287,40.8912,893,4465000,893
4861.05,-11693.52734375,4757.55,19.0911,41.3225,894,4470000,894
4860.21,-11779.4775390625,4750.5,19.0345,41.3849,895,4475000,895
4840.44,-11558.8935546875,4558.12,20.1589,41.1982,896,4480000,896
4862.06,-11571.9013671875,4729.72,18.3377,41.3275,897,4485000,897
4810.66,-11499.2412109375,4678.6,18.1432,41.1681,898,4490000,898
4800.27,-11444.07421875,4600.45,18.8939,40.8405,899,4495000,899
4803.9,-11569.4375,4694.81,18.9056,41.1434,900,4500000,900
4751.26,-11487.4111328125,4695.54,18.6137,40.8464,901,4505000,901
4791.17,-11415.6220703125,4597.89,18.4945,40.7231,902,4510000,902
4799.38,-11503.3369140625,4716.87,18.6951,40.9729,903,4515000,903
4829.45,-11448.79296875,4719.16,19.0677,40.9189,904,4520000,904
4825.54,-11171.1796875,4734.75,18.704,40.9383,905,4525000,905
4738.06,-11302.935546875,4699.55,19.115,40.9404,906,4530000,906
4734.18,-11593.9814453125,4659.17,19.0309,41.4674,907,4535000,907
4724.5,-11325.8251953125,4676.42,19.0702,41.3079,908,4540000,908
4686.62,-11456.2470703125,4653.4,18.4713,41.0767,909,4545000,909
4699.57,-11255.3828125,4633.67,18.8436,41.4511,910,4550000,910
4720.89,-11368.0859375,4655.88,18.8373,41.268,911,4555000,911
4764.4,-11500.7490234375,4708.6,18.8459,41.0675,912,4560000,912
4800.49,-11598.4169921875,4728.33,19.3345,41.3138,913,4565000,913
4739.99,-11775.6533203125,4699.97,19.3838,41.7524,914,4570000,914
4712.27,-11459.837890625,4640.48,18.7574,41.4096,915,4575000,915
4759.51,-11508.6875,4695.02,19.0989,41.4014,916,4580000,916
4841.85,-11366.8916015625,4814.62,20.1052,41.3857,917,4585000,917
4815.84,-11580.2021484375,4796.59,20.0599,41.5127,918,4590000,918
4815.65,-11628.83203125,4612.29,19.6938,41.9624,919,4595000,919
4688.16,-11364.8603515625,4525.57,19.8141,42.1665,920,4600000,920
4770.2,-11459.7451171875,4613.8,19.5022,41.7989,921,4605000,921
4693.41,-11312.9638671875,4521.39,18.8769,41.719,922,4610000,922
4806.51,-11388.787109375,4797.77,19.6415,41.6802,923,4615000,923
4808.25,-11796.5087890625,4751.71,19.444,41.6193,924,4620000,924
4787.55,-11715.8828125,4632.65,19.5343,41.6345,925,4625000,925
4771.71,-12132.7919921875,4703.17,20.8801,41.8908,926,4630000,926
4755.03,-12010.966796875,4553.9,19.1546,41.4301,927,4635000,927
4801.28,-12070.556640625,4607.27,19.1419,41.6568,928,4640000,928
4727.45,-12052.30859375,4734.22,19.6217,42.0596,929,4645000,929
4807.34,-11994.8330078125,4756.66,19.919,41.9775,930,4650000,930
4800.8,-11932.244140625,4744.28,19.8989,41.9533,931,4655000,931
4738.37,-11765.2333984375,4622.18,20.017,41.5121,932,4660000,932
4801.52,-11833.576171875,4760.42,20.0895,41.7026,933,4665000,933
4722.96,-11929.865234375,4653.83,19.0079,41.6459,934,4670000,934
4718.14,-12108.81640625,4709.39,19.713,41.7065,935,4675000,935
4747.81,-11789.0625,4645.8,19.4935,41.4401,936,4680000,936
4764.16,-12134.9814453125,4707.97,20.191,42.0551,937,4685000,937
4760.24,-12170.5234375,4707.65,20.9168,42.2535,938,4690000,938
4820.63,-11938.0126953125,4738.29,20.4256,41.8685,939,4695000,939
4782.82,-11931.8837890625,4746.34,20.1082,41.8602,940,4700000,940
4804.02,-11864.7783203125,4734.46,20.4302,42.1303,941,4705000,941
4860.96,-11996.3544921875,4778.19,20.0518,41.1323,942,4710000,942
4827.81,-11784.435546875,4765.55,20.4328,42.0454,943,4715000,943
4739.34,-11865.3486328125,4712.55,20.2546,41.7192,944,4720000,944
4797.99,-11977.8193359375,4747.02,20.58,42.1229,945,4725000,945
4793.84,-11739.1083984375,4740.59,20.254,41.8549,946,4730000,946
4747.2,-11864.19140625,4712.12,20.0466,41.727,947,4735000,947
4790.26,-11668.25,4731.12,20.0386,41.8115,948,4740000,948
4812.47,-11888.9765625,4761.98,20.8796,41.9168,949,4745000,949
4768.57,-12023.7490234375,4711.49,20.914,41.961,950,4750000,950
4791.1,-11780.7294921875,4708.95,20.5146,42.0177,951,4755000,951
4786.53,-11829.673828125,4732.29,19.5375,41.5287,952,4760000,952
4770.1,-12252.3916015625,4712.17,20.9482,42.0625,953,4765000,953
4740.52,-11958.650390625,4692.68,20.4452,41.7271,954,4770000,954
4761.71,-11862.20703125,4740.56,20.6202,42.4028,955,4775000,955
4769.02,-12026.7099609375,4730.19,20.2024,41.5971,956,4780000,956
4734.84,-11945.40625,4686.01,20.173,41.5112,957,4785000,957
4739.41,-11920.8466796875,4697.57,20.0669,41.8608,958,4790000,958
4786.96,-12069.40234375,4736.49,20.1987,41.9105,959,4795000,959
4795.89,-11835.3671875,4754.29,20.4103,41.5179,960,4800000,960
4804.12,-11982.9619140625,4722.61,19.6084,41.3758,961,4805000,961
4777.42,-11762.5673828125,4746.01,19.0391,41.7365,962,4810000,962
4790.29,-11812.6376953125,4754.86,20.1718,41.4503,963,4815000,963
4784.5,-11823.744140625,4757.25,20.1917,42.0949,964,4820000,964
4805.52,-11749.7861328125,4723.41,20.253,42.1738,965,4825000,965
4825.2,-11978.1455078125,4772.38,20.2841,42.3609,966,4830000,966
4831.85,-11731.611328125,4789.21,19.9903,42.2832,967,4835000,967
4848.25,-12087.1787109375,4768.48,20.0061,41.843,968,4840000,968
4795.34,-11850.26171875,4803.17,19.8956,41.6837,969,4845000,969
4774.32,-11632.642578125,4751.67,19.6377,42.0169,970,4850000,970
4829.07,-11701.326171875,4776.99,19.8499,42.3555,971,4855000,971
4798.49,-12000.4658203125,4779.98,19.7408,41.703,972,4860000,972
4840.53,-11849.6435546875,4808.69,20.038,41.8029,973,4865000,973
4859.47,-11811.28515625,4791.92,20.5566,42.1249,974,4870000,974
4819.08,-11949.01953125,4827.71,20.0046,41.4728,975,4875000,975
4773.16,-11858.2099609375,4779.53,19.8201,41.3387,976,4880000,976
4745.28,-12108.28125,4750.48,19.9823,41.5169,977,4885000,977
4728.69,-12143.880859375,4761.8,19.8185,40.9745,978,4890000,978
4691.79,-12159.525390625,4733.41,19.7983,41.3248,979,4895000,979
4733.19,-12012.5751953125,4725.41,19.516,41.0874,980,4900000,980
4783.88,-12022.416015625,4789.16,20.3118,41.4403,981,4905000,981
4722.96,-12243.9306640625,4769.82,19.8736,41.2887,982,4910000,982
4782.92,-12139.8388671875,4745.65,20.0291,41.0915,983,4915000,983
4716.01,-12064.8837890625,4729.55,20.4605,41.2595,984,4920000,984
4755.98,-12067.4091796875,4749.82,20.7588,41.7683,985,4925000,985
4790.48,-12210.1806640625,4756.94,20.7943,41.7349,986,4930000,986
4775.63,-12309.3056640625,4745.19,20.6139,41.3477,987,4935000,987
4809.41,-12278.2958984375,4768.76,20.4695,41.2115,988,4940000,988
4799.33,-12316.2265625,4795.32,20.7744,41.5551,989,4945000,989
4795.71,-12358.9580078125,4780.51,20.5042,41.4691,990,4950000,990
4765.96,-12422.28515625,4753.16,20.3143,41.7909,991,4955000,991
4800.08,-12187.228515625,4803.05,21.1572,41.5277,992,4960000,992
4773.48,-12287.8681640625,4755.24,20.5891,41.6149,993,4965000,993
4768.33,-12074.125,4780.69,20.6736,41.4963,994,4970000,994
4682.87,-12498.8974609375,4721.08,20.5422,41.636,995,4975000,995
4707.0,-12425.4072265625,4722.59,20.4204,41.5574,996,4980000,996
4721.46,-12190.7451171875,4715.26,20.0671,41.7599,997,4985000,997
4736.09,-12359.3837890625,4710.51,19.8172,41.3925,998,4990000,998
4759.78,-12356.6015625,4733.83,20.7107,41.2141,999,4995000,999
4762.99,-12238.7890625,4748.73,20.8913,41.7631,1000,5000000,1000
4751.69,-12262.45703125,4765.11,20.3542,41.6513,1001,5005000,1001
4749.63,-12070.0400390625,4753.61,20.1873,41.3934,1002,5010000,1002
4771.67,-12258.3203125,4774.71,20.5722,41.4951,1003,5015000,1003
4844.51,-11997.6162109375,4789.62,19.7067,41.4206,1004,5020000,1004
4819.46,-12362.630859375,4746.22,20.4246,41.2772,1005,5025000,1005
4700.73,-12151.2734375,4682.67,20.0062,41.5369,1006,5030000,1006
4724.27,-12435.9638671875,4734.75,21.2225,41.9635,1007,5035000,1007
4849.07,-12300.208984375,4809.4,20.8331,41.7311,1008,5040000,1008
4757.93,-12159.9453125,4724.95,20.056,41.5932,1009,5045000,1009
1524.12,-9907.3369140625,702.73,58.7887,44.3422,1010,5050000,1010
1283.27,-14975.2958984375,1327.71,21.0992,44.0196,1011,5055000,1011
7.38,-12249.271484375,9.07,33.004,46.4278,1012,5060000,1012
2657.27,-12591.802734375,1927.5,33.3715,43.5457,1013,5065000,1013
1942.84,-13845.037109375,2010.78,18.4846,44.271,1014,5070000,1014
1209.1,-14742.267578125,1872.82,34.4818,45.0337,1015,5075000,1015
2807.65,-14248.2451171875,2792.49,34.5287,44.2993,1016,5080000,1016
4227.43,-13698.7724609375,4197.64,24.0952,44.1201,1017,5085000,1017
4698.56,-12198.91796875,4704.17,25.1435,43.4502,1018,5090000,1018
4572.84,-13222.7265625,4144.16,25.5952,43.5253,1019,5095000,1019
4806.9,-12698.6865234375,4772.85,26.0466,43.2659,1020,5100000,1020
4778.69,-12552.8642578125,4698.1,27.8747,44.1625,1021,5105000,1021
10.18,-14097.8359375,238.73,28.93,54.4027,1022,5110000,1022
12.86,-13531.4140625,12.38,23.0517,46.8919,1023,5115000,1023
4690.08,-12530.060546875,4656.07,26.2688,43.3881,1024,5120000,1024
4649.87,-12567.1123046875,4630.5,26.5967,43.7307,1025,5125000,1025
4688.43,-12744.21875,4679.05,24.075,43.3328,1026,5130000,1026
4751.36,-13302.9794921875,4717.27,25.4643,43.5809,1027,5135000,1027
2803.56,-12152.1982421875,2980.64,36.9781,43.9096,1028,5140000,1028
4760.5,-11805.9560546875,4704.38,30.5194,43.6616,1029,5145000,1029
4456.32,-12631.0517578125,4196.19,25.2889,43.081,1030,5150000,1030
3234.38,-12596.4912109375,4314.83,24.8345,43.9643,1031,5155000,1031
4444.53,-12747.7060546875,4411.51,23.9708,42.9098,1032,5160000,1032
4146.57,-12300.5107421875,4015.72,25.1526,42.7774,1033,5165000,1033
4759.07,-12432.146484375,4726.3,25.8216,43.205,1034,5170000,1034
4851.01,-12342.9658203125,4850.08,26.3948,43.1189,1035,5175000,1035
4987.73,-12164.8271484375,4976.52,26.3981,42.9961,1036,5180000,1036
4939.67,-12264.8681640625,4910.29,27.0011,42.8477,1037,5185000,1037
4978.86,-12807.3505859375,4924.11,24.8541,42.3217,1038,5190000,1038
4985.91,-13127.052734375,4880.73,26.1993,42.8611,1039,5195000,1039
5038.83,-12526.9033203125,4943.02,25.2679,42.1773,1040,5200000,1040
4981.4,-12527.998046875,4910.34,23.7276,42.1953,1041,5205000,1041
4921.82,-12468.068359375,4863.98,23.1823,42.1896,1042,5210000,1042
4669.47,-12273.595703125,4737.18,23.1861,42.1513,1043,5215000,1043
4934.02,-12114.2666015625,4918.84,23.9637,42.3052,1044,5220000,1044
4878.33,-12167.076171875,4775.87,23.1193,42.5202,1045,5225000,1045
4908.58,-11953.5712890625,4853.59,23.3206,42.4143,1046,5230000,1046
4907.82,-12069.310546875,4658.98,22.668,42.0551,1047,5235000,1047
4885.62,-11921.7119140625,4850.66,22.25,42.676,1048,5240000,1048
4728.49,-11956.8154296875,4814.04,22.4314,42.2502,1049,5245000,1049
4940.04,-11784.244140625,4810.32,22.7982,42.7442,1050,5250000,1050
4978.76,-11735.2470703125,4914.99,22.5846,42.0243,1051,5255000,1051
4934.95,-11906.7822265625,4856.52,21.4484,42.1599,1052,5260000,1052
4898.93,-11987.8291015625,4819.59,22.2415,42.3265,1053,5265000,1053
4908.83,-11863.0810546875,4839.16,20.5292,41.682,1054,5270000,1054
4913.31,-11961.015625,4852.88,21.7404,42.1471,1055,5275000,1055
4838.0,-12099.70703125,4800.47,20.5618,41.3874,1056,5280000,1056
4815.36,-12185.1923828125,4743.85,20.2891,41.449,1057,5285000,1057
4791.47,-12225.9931640625,4755.63,21.0095,41.9588,1058,5290000,1058
4799.01,-12221.197265625,4728.39,19.6162,41.0211,1059,5295000,1059
4781.44,-12431.0322265625,4701.16,20.0342,42.101,1060,5300000,1060
4783.14,-12503.7890625,4699.46,19.9751,41.4266,1061,5305000,1061
4784.5,-12383.501953125,4704.18,20.3165,41.5339,1062,5310000,1062
4782.8,-12335.1728515625,4745.37,20.8504,41.0983,1063,5315000,1063
4803.59,-12208.1298828125,4724.54,20.2981,41.4119,1064,5320000,1064
4740.15,-12608.7509765625,4693.01,20.4699,41.4716,1065,5325000,1065
4767.01,-12327.29296875,4707.81,20.1241,41.1675,1066,5330000,1066
4780.2,-12259.501953125,4738.17,19.8834,41.7369,1067,5335000,1067
4854.29,-12019.0517578125,4710.22,19.7046,41.0593,1068,5340000,1068
4848.01,-12306.697265625,4736.77,20.1877,41.8487,1069,5345000,1069
4838.67,-12113.138671875,4743.33,19.5071,41.5681,1070,5350000,1070
4792.04,-12035.8095703125,4760.4,19.9705,41.5305,1071,5355000,1071
4804.15,-12062.8603515625,4802.08,20.2066,42.2535,1072,5360000,1072
4799.17,-12265.9716796875,4748.06,20.5657,42.0035,1073,5365000,1073
4765.55,-12129.4169921875,4778.63,20.366,41.5014,1074,5370000,1074
4821.94,-12064.2373046875,4813.51,19.9517,42.1975,1075,5375000,1075
4782.05,-12318.0810546875,4754.27,19.5975,41.016,1076,5380000,1076
4802.7,-12496.7529296875,4775.1,19.8608,41.5019,1077,5385000,1077
4765.09,-12323.576171875,4703.46,19.1223,41.4201,1078,5390000,1078
4741.48,-12409.1650390625,4696.94,19.3093,41.2419,1079,5395000,1079
4750.95,-12404.1142578125,4731.76,19.0964,41.4678,1080,5400000,1080
4790.42,-12525.4453125,4743.78,19.0547,41.4362,1081,5405000,1081
4745.99,-12695.576171875,4731.61,19.122,41.3137,1082,5410000,1082
4811.81,-12437.4560546875,4640.7,19.1724,40.9282,1083,5415000,1083
4815.24,-12659.7197265625,4740.68,18.864,41.3294,1084,5420000,1084
4883.98,-12596.177734375,4782.44,19.5518,41.2581,1085,5425000,1085
4847.48,-12509.1455078125,4771.51,18.8671,41.213,1086,5430000,1086
4835.05,-12697.2958984375,4753.77,18.7545,41.3087,1087,5435000,1087
4826.99,-12465.072265625,4798.17,18.8313,41.5147,1088,5440000,1088
4896.33,-12591.1455078125,4792.0,19.4313,41.3156,1089,5445000,1089
4877.8,-12569.6298828125,4796.1,19.0977,41.1959,1090,5450000,1090
4881.06,-12593.009765625,4789.85,19.1453,41.5755,1091,5455000,1091
4888.63,-12788.5947265625,4801.9,19.5091,41.2334,1092,5460000,1092
4843.49,-12790.2734375,4779.04,19.5355,41.4838,1093,5465000,1093
4860.17,-12819.0078125,4829.3,19.849,41.4008,1094,5470000,1094
4875.7,-12394.36328125,4804.69,19.5086,41.6042,1095,5475000,1095
4840.52,-12518.7666015625,4810.22,19.4214,40.6692,1096,5480000,1096
4870.07,-12757.55078125,4800.6,19.5056,41.2657,1097,5485000,1097
4868.58,-12833.0439453125,4804.83,19.407,41.3832,1098,5490000,1098
4841.61,-12928.7314453125,4826.7,19.3475,41.5024,1099,5495000,1099
4655.25,-12644.431640625,4833.85,19.6322,41.4695,1100,5500000,1100
4841.21,-12689.056640625,4770.69,18.6856,40.8572,1101,5505000,1101
4724.64,-12702.30859375,4801.43,18.8043,41.4216,1102,5510000,1102
4771.32,-12726.1123046875,4774.45,19.8978,41.4914,1103,5515000,1103
4703.54,-12899.0322265625,4696.22,20.0832,41.3915,1104,5520000,1104
4842.25,-12847.658203125,4747.66,20.2021,41.7965,1105,5525000,1105
4858.33,-12998.6416015625,4770.13,20.0148,41.644,1106,5530000,1106
4865.36,-13140.46484375,4797.13,19.5918,41.4985,1107,5535000,1107
4859.96,-12715.044921875,4809.81,19.6748,41.5272,1108,5540000,1108
4873.3,-12503.14453125,4831.24,19.0834,41.057,1109,5545000,1109
4894.57,-13038.2939453125,4784.0,20.2552,41.5507,1110,5550000,1110
4839.1,-12636.9580078125,4789.51,18.9511,41.3627,1111,5555000,1111
4852.16,-12777.603515625,4776.52,19.7548,41.6195,1112,5560000,1112
4863.98,-12781.6865234375,4795.97,19.2956,41.4582,1113,5565000,1113
4866.63,-12635.1396484375,4818.44,19.8013,41.7025,1114,5570000,1114
4837.83,-12762.1953125,4775.1,20.0085,41.8263,1115,5575000,1115
4873.49,-12494.1044921875,4832.18,19.1184,41.1294,1116,5580000,1116
4864.25,-12503.1259765625,4826.57,19.7754,41.4696,1117,5585000,1117
4812.64,-12872.1826171875,4791.42,19.7469,41.4693,1118,5590000,1118
4863.34,-12691.22265625,4811.86,19.753,41.5812,1119,5595000,1119
4819.39,-12831.7646484375,4799.23,19.8902,41.2968,1120,5600000,1120
4864.58,-12980.375,4812.42,21.0023,41.2028,1121,5605000,1121
4877.1,-12825.4306640625,4807.11,19.3176,40.9088,1122,5610000,1122
4878.63,-12813.896484375,4844.15,19.8656,41.5713,1123,5615000,1123
4862.37,-12672.533203125,4853.0,19.6214,41.1364,1124,5620000,1124
4836.72,-12793.9189453125,4784.2,20.339,41.3395,1125,5625000,1125
4877.88,-12659.4921875,4834.67,19.6297,41.3326,1126,5630000,1126
4879.05,-12469.5390625,4811.2,19.1345,40.9657,1127,5635000,1127
4879.59,-12638.603515625,4829.7,19.2325,41.0342,1128,5640000,1128
4887.4,-12918.869140625,4822.29,20.271,41.5943,1129,5645000,1129
4898.49,-12782.4521484375,4821.64,20.2962,41.6463,1130,5650000,1130
4844.21,-12785.8681640625,4806.45,19.844,41.2794,1131,5655000,1131
4887.64,-12756.2080078125,4866.47,19.3968,41.5331,1132,5660000,1132
4876.32,-12724.8837890625,4806.61,19.4157,41.2017,1133,5665000,1133
4881.05,-12716.1748046875,4824.4,19.7661,41.2668,1134,5670000,1134
4911.99,-12756.2998046875,4830.88,20.013,40.8192,1135,5675000,1135
4860.95,-12672.9775390625,4815.61,18.9713,41.1836,1136,5680000,1136
4828.6,-12510.265625,4809.91,18.8734,41.1038,1137,5685000,1137
4870.69,-12734.9580078125,4805.96,19.4581,41.1421,1138,5690000,1138
4866.17,-12668.3544921875,4737.62,19.6466,41.3068,1139,5695000,1139
4853.49,-12923.4736328125,4771.05,19.7192,41.2816,1140,5700000,1140
4827.06,-12617.69921875,4832.34,18.3763,41.4527,1141,5705000,1141
4852.81,-12675.03515625,4814.6,18.9532,41.3036,1142,5710000,1142
4820.19,-12601.1083984375,4777.34,18.9087,41.3297,1143,5715000,1143
