Itration,Real Sto Return,Reward Loss,Running Update Time,Real Det Return,Running Env Steps,Running Reverse KL,Running Forward KL
789,643.27,-13927.70703125,789,988.72,3945000,27.5177,49.7421
790,1212.23,-15496.41015625,790,2177.2,3950000,22.0261,48.4659
791,1167.55,-15926.5986328125,791,2221.27,3955000,15.9656,47.45
792,1289.92,-16158.05078125,792,1471.48,3960000,20.8508,47.3545
793,1057.51,-15263.046875,793,579.3,3965000,38.3619,48.3205
794,1120.27,-15756.6376953125,794,1279.83,3970000,14.9496,47.0485
795,1575.54,-15707.0908203125,795,1194.87,3975000,16.0672,47.1342
796,658.63,-16689.2890625,796,532.21,3980000,14.1926,48.4976
797,2084.94,-15150.8193359375,797,2564.31,3985000,16.8705,47.0172
798,1720.29,-14827.765625,798,2029.1,3990000,18.4019,46.7316
799,1890.81,-15189.6552734375,799,2006.0,3995000,22.6289,47.8213
800,857.06,-13854.1953125,800,1473.01,4000000,37.229,48.6487
801,1382.66,-15421.166015625,801,2138.08,4005000,26.3464,47.3263
802,1882.9,-15144.8212890625,802,2517.43,4010000,24.7534,46.4876
803,652.34,-15545.3125,803,2315.72,4015000,33.1644,47.3891
804,2567.04,-15185.4990234375,804,2769.73,4020000,17.0508,46.5164
805,1637.66,-14871.3896484375,805,2733.94,4025000,20.2202,47.0532
806,982.91,-15283.216796875,806,2852.18,4030000,27.0263,47.9706
807,2202.54,-15125.08984375,807,2901.1,4035000,20.4237,47.1788
808,2176.19,-15062.888671875,808,2718.18,4040000,22.4568,47.1963
809,3000.62,-14299.6083984375,809,3202.46,4045000,18.3973,46.4111
810,2994.58,-14577.94921875,810,3323.86,4050000,18.2885,46.7764
811,2939.35,-15152.0791015625,811,3596.82,4055000,17.8359,46.7789
812,2441.38,-15859.6552734375,812,2340.44,4060000,17.9478,47.2475
813,2469.45,-14935.482421875,813,2881.38,4065000,17.2453,46.6237
814,2787.47,-15521.546875,814,3111.43,4070000,18.5637,46.8242
815,3146.69,-15180.4794921875,815,3527.92,4075000,19.5739,46.6487
816,2729.89,-15929.81640625,816,2984.55,4080000,18.8079,47.6903
817,2964.6,-16273.8916015625,817,3318.95,4085000,19.5956,47.444
818,1803.54,-16065.0556640625,818,2276.95,4090000,20.0898,47.5363
819,2645.84,-16224.4189453125,819,3184.85,4095000,18.7991,47.0592
820,2176.77,-15916.84765625,820,2889.33,4100000,16.5274,46.5244
821,1972.08,-15015.875,821,3156.14,4105000,22.3964,46.6082
822,2491.53,-15519.6875,822,2686.92,4110000,16.0271,46.9341
823,1971.45,-16226.1845703125,823,1659.9,4115000,15.8847,47.6186
824,1714.95,-15728.4755859375,824,2333.47,4120000,16.0724,46.6535
825,2352.95,-16067.453125,825,2446.84,4125000,19.0719,47.1858
826,2384.26,-15915.3349609375,826,2605.03,4130000,18.1104,47.2108
827,2439.93,-16032.783203125,827,2639.47,4135000,19.5758,47.4301
828,2278.85,-15604.4716796875,828,2338.42,4140000,17.5745,46.9334
829,1925.79,-15855.88671875,829,2874.51,4145000,17.1973,46.0221
830,716.01,-16228.830078125,830,1256.6,4150000,27.1814,48.7076
831,2212.46,-16393.359375,831,2864.1,4155000,19.3685,47.6775
832,2419.0,-15888.0078125,832,2609.03,4160000,18.4381,47.2901
833,2470.74,-16289.9111328125,833,2680.48,4165000,18.6946,47.7573
834,2468.59,-16380.376953125,834,2602.72,4170000,18.5216,47.3246
835,2629.7,-16909.689453125,835,2719.6,4175000,22.8912,48.3242
836,2558.36,-16645.580078125,836,2480.22,4180000,19.1858,47.1684
837,2554.65,-16333.744140625,837,2590.1,4185000,20.1771,47.4217
838,2953.27,-15991.6806640625,838,2970.7,4190000,20.0702,46.4284
839,2798.3,-16154.5009765625,839,2742.39,4195000,19.0708,47.1714
840,2850.58,-16238.537109375,840,2794.87,4200000,19.3496,47.3463
841,2775.65,-16380.92578125,841,2780.39,4205000,19.6414,47.6561
842,2693.48,-16659.818359375,842,2786.92,4210000,17.1315,47.222
843,2865.61,-16589.158203125,843,2828.3,4215000,20.66,47.2337
844,2696.11,-16677.912109375,844,2664.84,4220000,17.9835,47.1361
845,2456.52,-16643.478515625,845,502.9,4225000,16.7274,47.1925
846,2656.8,-15658.6357421875,846,3139.85,4230000,17.5651,47.0757
847,2527.59,-16516.96484375,847,1481.01,4235000,19.7448,46.6254
848,2125.43,-17082.0703125,848,2219.49,4240000,28.0688,47.818
849,2141.67,-17354.146484375,849,2265.67,4245000,21.2521,48.4173
850,2717.0,-16179.431640625,850,2956.48,4250000,17.2599,46.8141
851,2252.26,-17154.3359375,851,2175.59,4255000,22.9789,48.5832
852,2477.19,-16193.9755859375,852,1625.76,4260000,19.3475,47.03
853,2058.87,-17222.87109375,853,2121.17,4265000,19.9815,48.1352
854,1892.13,-16504.0,854,2353.85,4270000,18.0883,47.1196
855,2503.34,-15671.38671875,855,2948.92,4275000,19.9138,48.117
856,2077.42,-16821.34765625,856,1994.65,4280000,20.3526,48.1242
857,2376.29,-17277.380859375,857,2042.73,4285000,22.1189,47.807
858,2819.6,-17096.30078125,858,2282.93,4290000,30.8876,48.529
859,2906.45,-16176.189453125,859,3565.97,4295000,21.6457,47.4724
860,2925.58,-16202.4951171875,860,3130.04,4300000,20.8603,46.9961
861,358.46,-17263.1875,861,605.07,4305000,66.2092,53.3219
862,-1.55,-18194.724609375,862,-1.44,4310000,143.6625,55.6131
863,159.54,-18290.39453125,863,173.04,4315000,82.9636,54.5434
864,88.38,-18345.439453125,864,87.97,4320000,67.1572,59.4586
865,151.92,-14623.2607421875,865,148.88,4325000,55.6102,55.262
866,286.89,-13604.146484375,866,262.63,4330000,77.0721,54.5678
867,569.82,-14893.2841796875,867,562.24,4335000,58.0516,51.7359
868,2465.27,-17381.22265625,868,2619.05,4340000,26.3965,50.6274
869,2946.56,-17522.81640625,869,3001.0,4345000,31.4937,50.131
870,2588.47,-17496.62109375,870,2564.34,4350000,25.2251,48.3497
871,2360.53,-16914.775390625,871,2678.8,4355000,21.0053,48.096
872,1306.67,-16689.19140625,872,890.0,4360000,37.9399,49.6654
873,1094.43,-18351.482421875,873,1072.62,4365000,53.4649,55.6309
874,842.11,-17684.921875,874,1092.44,4370000,31.5321,48.7225
875,2472.41,-17615.951171875,875,2233.06,4375000,19.3164,47.803
876,2170.2,-18186.146484375,876,2177.29,4380000,22.4556,49.9398
877,2114.01,-16958.26953125,877,1864.03,4385000,16.6631,47.926
878,1368.81,-16786.849609375,878,1813.5,4390000,18.3673,47.5737
879,82.79,-17833.16796875,879,78.11,4395000,62.5906,54.3566
880,481.93,-16275.8310546875,880,515.9,4400000,50.3192,54.9594
881,898.18,-16435.04296875,881,192.94,4405000,25.4074,47.3449
882,275.49,-15791.7666015625,882,726.03,4410000,38.8318,54.872
883,2225.11,-16214.9013671875,883,2622.37,4415000,17.7182,47.4194
884,2444.89,-16748.17578125,884,2860.09,4420000,17.5964,46.86
885,2163.77,-16109.3525390625,885,2801.11,4425000,20.9358,46.8448
886,1229.93,-16806.212890625,886,1066.92,4430000,36.0812,47.8796
887,2148.49,-16187.0615234375,887,2310.12,4435000,27.6707,47.3234
888,3049.95,-15885.837890625,888,3442.35,4440000,21.1818,46.513
889,2161.34,-17316.61328125,889,2434.57,4445000,20.5936,46.8137
890,2262.81,-16614.6015625,890,2307.48,4450000,22.2509,47.6448
891,1877.86,-16860.359375,891,2018.69,4455000,22.126,47.8389
892,1866.83,-17203.345703125,892,2199.48,4460000,19.9088,48.4592
893,2490.09,-17440.412109375,893,2532.99,4465000,20.0482,48.2698
894,2503.75,-17117.326171875,894,2105.66,4470000,18.7448,47.2047
895,2189.08,-17331.484375,895,2624.84,4475000,18.1089,47.7418
896,2173.28,-17447.509765625,896,2283.16,4480000,17.3256,47.3751
897,2213.51,-17404.27734375,897,2807.8,4485000,19.9068,47.2177
898,2551.1,-17006.45703125,898,2918.16,4490000,18.1585,47.2626
899,2424.24,-17521.3359375,899,2659.97,4495000,27.1722,48.2984
900,1297.9,-16635.79296875,900,1820.76,4500000,32.4142,48.3877
901,2123.42,-17095.8515625,901,1282.43,4505000,26.7385,47.8435
902,2711.24,-17737.865234375,902,2734.81,4510000,20.1782,48.2648
903,2464.71,-17881.95703125,903,2777.79,4515000,20.1445,48.4566
904,2283.09,-17729.357421875,904,2393.63,4520000,23.5887,49.0686
905,1497.96,-17780.201171875,905,2051.53,4525000,20.1538,48.748
906,1556.06,-17951.33203125,906,2119.42,4530000,39.0497,47.8081
907,1576.76,-17876.62109375,907,2194.23,4535000,47.8817,48.3649
908,2260.28,-17348.095703125,908,2808.23,4540000,25.7785,47.349
909,2795.79,-16883.44921875,909,2871.42,4545000,17.3151,46.5069
910,2931.53,-16889.125,910,3214.93,4550000,17.6265,46.7617
911,1831.97,-17075.123046875,911,2941.0,4555000,18.7853,47.0138
912,45.97,-17659.380859375,912,45.17,4560000,17.8792,46.8935
913,2972.66,-16475.662109375,913,2990.41,4565000,19.302,47.093
914,2392.14,-16618.099609375,914,2228.75,4570000,17.656,46.7264
915,1682.91,-17536.23046875,915,2214.17,4575000,15.1436,47.0764
916,1623.66,-16962.212890625,916,1405.83,4580000,23.6695,47.3866
917,2600.88,-16538.125,917,758.69,4585000,21.6536,46.9456
918,2887.47,-17370.83984375,918,2874.96,4590000,19.2803,47.7383
919,2250.56,-17524.404296875,919,1633.78,4595000,20.0446,48.1017
920,2174.76,-17080.54296875,920,1871.48,4600000,17.7732,47.3547
921,2941.3,-15814.4375,921,3269.44,4605000,21.7155,47.2816
922,3373.62,-16662.009765625,922,3453.6,4610000,22.1081,47.5118
923,3280.12,-14519.0087890625,923,3457.42,4615000,23.1355,47.8748
924,1811.1,-16007.46875,924,1778.0,4620000,23.0563,47.0109
925,2910.35,-16875.224609375,925,3186.67,4625000,21.0662,46.886
926,1137.67,-16180.6416015625,926,603.74,4630000,21.7821,47.2629
927,2888.18,-16730.298828125,927,2994.27,4635000,22.1873,46.3167
928,2705.61,-16796.173828125,928,3342.78,4640000,21.3532,46.9716
929,2138.61,-17027.740234375,929,2305.38,4645000,18.1155,46.2173
930,2046.73,-18149.69921875,930,2507.59,4650000,20.2466,47.8953
931,1951.33,-17761.642578125,931,2079.35,4655000,23.0973,49.0242
932,685.27,-17542.880859375,932,538.53,4660000,20.9098,47.4987
933,2762.61,-18228.99609375,933,2623.8,4665000,22.0397,48.0842
934,2616.06,-18044.533203125,934,2984.99,4670000,20.3947,47.557
935,1192.51,-18227.654296875,935,1459.95,4675000,20.3076,48.7626
936,2209.73,-17705.708984375,936,1930.84,4680000,22.8794,47.7449
937,1296.19,-18086.486328125,937,1688.52,4685000,22.3435,46.5396
938,3096.29,-17947.14453125,938,3059.09,4690000,21.8472,49.1327
939,788.01,-16661.55078125,939,779.75,4695000,19.638,46.7063
940,2993.83,-17273.2421875,940,2876.75,4700000,19.0054,46.7596
941,784.25,-17114.365234375,941,907.89,4705000,18.0203,46.1276
942,1976.58,-16998.37109375,942,1133.35,4710000,18.9522,47.1221
943,2708.83,-17926.064453125,943,2683.78,4715000,16.0231,46.8839
944,1274.92,-17266.771484375,944,1913.01,4720000,18.3747,46.214
945,885.43,-18180.95703125,945,779.74,4725000,17.4582,47.2766
946,2731.65,-17794.529296875,946,2308.05,4730000,17.4107,47.122
947,2044.69,-17729.369140625,947,2308.44,4735000,17.2196,46.4256
948,3006.27,-16306.232421875,948,3417.36,4740000,18.5333,46.0989
949,2845.8,-16644.22265625,949,3049.42,4745000,16.9898,46.2817
950,128.02,-18215.0390625,950,337.85,4750000,62.7158,47.7226
951,2964.24,-15833.4462890625,951,2958.63,4755000,21.1378,46.0746
952,1875.47,-18226.4453125,952,2348.18,4760000,19.724,48.2524
953,1960.62,-17524.357421875,953,1069.45,4765000,23.258,46.5883
954,2745.9,-18141.77734375,954,2609.41,4770000,21.394,48.8491
955,2692.77,-16477.576171875,955,3365.45,4775000,21.9759,46.5389
956,3018.88,-16433.5546875,956,3162.37,4780000,20.0623,46.6205
957,2246.61,-18155.365234375,957,2745.65,4785000,20.5429,48.6585
958,2438.85,-17451.427734375,958,2302.0,4790000,19.4689,46.7136
959,2241.27,-17735.794921875,959,2203.43,4795000,21.5454,48.1107
960,1982.23,-17176.17578125,960,1003.08,4800000,20.1165,48.1296
961,4.32,-16809.267578125,961,7.44,4805000,62.3033,49.1571
962,3.55,-17924.232421875,962,2.46,4810000,43.3815,51.0167
963,25.13,-18414.046875,963,21.0,4815000,128.6101,57.0699
964,197.32,-16648.341796875,964,345.76,4820000,32.5082,49.2948
965,133.21,-17418.6015625,965,125.44,4825000,171.2257,55.8813
966,1008.11,-15082.52734375,966,1009.22,4830000,58.1472,56.5274
967,1079.11,-15488.0244140625,967,1007.93,4835000,72.9926,56.1479
968,2111.48,-18100.06640625,968,2301.0,4840000,29.7838,49.4803
969,2632.27,-17692.87890625,969,2635.32,4845000,24.5627,47.9475
970,2979.32,-18067.26171875,970,3083.19,4850000,20.4667,47.8931
971,2775.5,-17916.8203125,971,2728.06,4855000,20.1452,48.1698
972,2028.5,-18274.806640625,972,2464.29,4860000,25.8172,48.568
973,2311.65,-18142.30078125,973,2614.76,4865000,23.4709,48.5754
974,2638.16,-18414.787109375,974,2504.91,4870000,25.9397,51.4344
975,2368.3,-17961.5625,975,2368.77,4875000,22.648,49.4484
976,2263.04,-17583.33203125,976,2816.35,4880000,30.3623,49.849
977,3107.2,-17229.53125,977,3149.09,4885000,22.7939,48.7783
978,2686.52,-17548.3046875,978,2729.12,4890000,23.2394,48.8557
979,3141.24,-18303.55078125,979,3108.78,4895000,24.7557,49.8302
980,2476.93,-18112.97265625,980,2407.37,4900000,21.0423,49.2442
981,1539.84,-18089.65234375,981,835.07,4905000,44.8234,50.3587
982,2099.16,-18390.4296875,982,2563.28,4910000,32.0843,50.8787
983,2711.82,-18316.365234375,983,2610.51,4915000,23.7125,49.6375
984,912.97,-18063.677734375,984,85.16,4920000,25.6408,50.0359
985,1627.89,-18351.4140625,985,2097.19,4925000,21.9114,49.8925
986,2190.13,-18434.779296875,986,2382.43,4930000,24.6101,50.0726
987,2663.53,-18448.703125,987,2540.05,4935000,23.7164,49.4315
988,2745.22,-18213.203125,988,2665.32,4940000,20.9255,47.7377
989,2547.45,-17245.033203125,989,2847.44,4945000,19.1714,47.5998
990,1789.6,-17197.041015625,990,2838.38,4950000,26.7667,47.5133
991,2949.96,-18132.740234375,991,2945.42,4955000,19.9961,47.4582
992,2731.76,-18315.328125,992,2714.61,4960000,19.461,48.0321
993,2629.62,-17964.83203125,993,2892.14,4965000,17.6893,47.6572
994,2899.26,-16907.818359375,994,3026.2,4970000,17.2813,46.974
995,2629.33,-17517.978515625,995,2420.58,4975000,21.1344,48.1864
996,3276.95,-18264.15625,996,3229.34,4980000,23.8171,48.5212
997,2844.52,-17444.044921875,997,3823.71,4985000,19.9823,46.3623
998,3083.68,-18208.51171875,998,3164.1,4990000,21.2002,48.5327
999,2976.8,-17402.123046875,999,3016.75,4995000,16.9478,47.7646
1000,2061.27,-17134.5234375,1000,2201.24,5000000,16.761,48.4449
1001,2931.28,-18442.3359375,1001,3072.03,5005000,22.4666,48.5301
1002,3486.74,-18118.708984375,1002,3628.3,5010000,24.8967,48.4173
1003,3283.59,-18264.900390625,1003,3357.48,5015000,22.119,47.6432
1004,2960.02,-18208.171875,1004,2911.8,5020000,21.6876,48.5024
1005,3135.23,-18052.369140625,1005,3247.38,5025000,20.9376,46.669
1006,3140.97,-17557.685546875,1006,3053.94,5030000,19.3262,46.7905
1007,2718.45,-17332.7109375,1007,2790.21,5035000,18.1135,46.813
1008,2981.19,-16790.474609375,1008,3161.56,5040000,17.94,46.7983
1009,2701.85,-17930.16015625,1009,2860.3,5045000,20.5521,47.4875
1010,3024.62,-17989.0078125,1010,2851.15,5050000,21.3746,46.4728
1011,2552.75,-18072.357421875,1011,2380.25,5055000,24.5282,48.3124
1012,2433.88,-18049.896484375,1012,699.81,5060000,23.2881,46.1718
1013,3206.38,-18245.458984375,1013,3128.92,5065000,22.97,47.9935
1014,3292.03,-18171.427734375,1014,2936.31,5070000,20.4397,47.4077
1015,2149.91,-17950.55859375,1015,2423.89,5075000,34.8344,47.6812
1016,3012.53,-17983.458984375,1016,3712.26,5080000,25.4222,48.2081
1017,478.24,-18367.576171875,1017,910.84,5085000,28.044,50.8295
1018,3253.92,-18482.408203125,1018,3399.35,5090000,26.815,49.5633
1019,1169.11,-18340.576171875,1019,1749.27,5095000,24.3311,49.489
1020,2814.72,-18462.90234375,1020,2780.26,5100000,21.6872,47.8349
1021,2692.67,-18477.818359375,1021,2563.4,5105000,22.1857,48.5759
1022,3287.33,-18493.705078125,1022,3314.51,5110000,25.2323,48.223
1023,2748.95,-18157.0234375,1023,2548.12,5115000,30.2489,47.1253
1024,180.61,-18329.173828125,1024,412.31,5120000,104.4966,48.9523
1025,1685.13,-18011.728515625,1025,1077.53,5125000,31.9832,47.6087
1026,2482.51,-18452.5078125,1026,2395.9,5130000,19.832,47.7692
1027,3052.28,-18489.30859375,1027,3056.46,5135000,23.4162,48.6619
1028,3003.0,-18138.01953125,1028,3044.64,5140000,20.1985,48.0954
1029,2349.89,-18464.435546875,1029,2640.12,5145000,20.4633,48.0179
1030,2964.19,-18260.2734375,1030,3142.22,5150000,19.4396,46.7584
1031,1980.18,-18168.208984375,1031,3081.38,5155000,19.6654,47.9756
1032,571.13,-18152.21484375,1032,554.75,5160000,22.0043,48.886
1033,2600.5,-17780.931640625,1033,1979.25,5165000,24.162,49.2095
1034,1157.82,-17638.22265625,1034,501.29,5170000,29.4405,47.2332
1035,3121.55,-17680.404296875,1035,3285.98,5175000,20.041,47.5203
1036,2899.27,-18300.525390625,1036,2952.69,5180000,21.7244,47.9692
1037,1988.33,-16105.4267578125,1037,2194.6,5185000,25.7695,46.5431
1038,2795.48,-18537.28515625,1038,2795.32,5190000,26.7679,48.8241
1039,3316.07,-18503.3984375,1039,3092.36,5195000,25.1953,49.2559
1040,3321.79,-18414.037109375,1040,3396.0,5200000,23.349,49.3252
1041,3239.97,-18142.697265625,1041,3253.16,5205000,20.8646,48.0554
1042,539.52,-16583.732421875,1042,574.64,5210000,22.1283,47.4816
1043,2699.42,-16426.291015625,1043,3204.56,5215000,23.7369,47.2848
1044,3229.61,-17452.99609375,1044,1854.59,5220000,19.025,46.3069
1045,3234.67,-18322.845703125,1045,3373.22,5225000,20.64,47.3894
1046,1181.86,-17915.072265625,1046,2863.67,5230000,21.6497,47.6755
1047,4009.96,-17094.734375,1047,3697.89,5235000,25.0159,49.2864
1048,3355.86,-17946.244140625,1048,3397.77,5240000,19.9988,47.2464
1049,832.15,-17264.390625,1049,1141.52,5245000,27.3333,48.6187
1050,3525.57,-17306.392578125,1050,3510.77,5250000,21.9036,48.2547
1051,691.1,-17576.580078125,1051,627.79,5255000,24.0327,48.4396
1052,1721.3,-17662.04296875,1052,3686.89,5260000,20.2734,47.0443
1053,3194.83,-17721.888671875,1053,3276.32,5265000,20.4473,47.1766
1054,3232.55,-17667.181640625,1054,3417.41,5270000,19.612,47.0013
1055,2912.53,-17906.818359375,1055,3286.91,5275000,23.9186,48.976
1056,2320.17,-17823.12109375,1056,2322.59,5280000,18.9665,46.9051
1057,2625.34,-18489.11328125,1057,2564.82,5285000,23.5139,49.3942
1058,2671.82,-17895.603515625,1058,2962.35,5290000,17.0211,46.3124
1059,2311.34,-17888.0234375,1059,2033.87,5295000,19.8798,47.1289
1060,2648.64,-17879.966796875,1060,2906.79,5300000,21.1858,47.5924
1061,3028.18,-18030.876953125,1061,3171.72,5305000,19.5822,46.8349
1062,3351.12,-17496.201171875,1062,3349.62,5310000,19.573,46.5668
1063,2923.35,-17650.390625,1063,3088.71,5315000,19.0558,46.526
1064,2541.91,-17914.224609375,1064,3477.43,5320000,27.2862,46.7239
1065,2302.42,-18483.611328125,1065,2631.61,5325000,26.8233,51.2624
1066,2554.79,-18342.072265625,1066,2402.94,5330000,23.3051,47.4274
1067,3304.02,-17735.67578125,1067,3488.18,5335000,21.1138,46.7587
1068,3242.48,-18276.130859375,1068,3294.11,5340000,22.8022,46.7587
1069,3100.52,-18083.087890625,1069,3437.64,5345000,19.96,47.0078
1070,2962.55,-17981.857421875,1070,2911.03,5350000,19.1362,47.3314
1071,2609.9,-17757.603515625,1071,2816.25,5355000,18.4187,48.4638
1072,2555.13,-18246.166015625,1072,2631.19,5360000,18.0784,47.4226
1073,3024.47,-18165.5390625,1073,2990.26,5365000,20.4793,47.1689
1074,2395.88,-18316.935546875,1074,3425.58,5370000,25.6538,49.0028
1075,3416.66,-17877.79296875,1075,3675.06,5375000,20.7791,47.2586
1076,2930.06,-18368.796875,1076,2826.99,5380000,20.2862,48.612
1077,2805.59,-17708.953125,1077,3172.28,5385000,22.877,49.234
1078,2515.86,-18144.607421875,1078,655.23,5390000,22.1204,48.0176
1079,3270.77,-17759.091796875,1079,4416.51,5395000,26.9145,48.6996
1080,2839.42,-18417.703125,1080,2958.84,5400000,21.1631,48.7685
1081,2412.52,-18467.1640625,1081,2421.64,5405000,22.2379,50.6411
1082,2919.47,-18444.703125,1082,3003.84,5410000,19.6497,48.9145
1083,3622.48,-17933.861328125,1083,3563.34,5415000,24.66,48.9679
1084,3177.33,-18442.41015625,1084,3206.33,5420000,23.4252,49.0284
1085,3331.18,-18350.306640625,1085,1852.14,5425000,23.6574,50.4655
1086,3196.9,-18156.06640625,1086,3236.25,5430000,21.2758,47.6136
1087,3173.65,-17970.73828125,1087,3152.43,5435000,19.0614,46.8669
1088,1861.05,-18019.138671875,1088,1884.45,5440000,18.2705,46.5312
1089,3284.99,-18070.15234375,1089,2992.09,5445000,19.206,47.7227
1090,2810.52,-18297.72265625,1090,3026.12,5450000,20.3869,48.5431
1091,3288.32,-18367.541015625,1091,3356.57,5455000,21.5447,48.4912
1092,3681.68,-18001.3203125,1092,3653.94,5460000,21.4332,47.7404
1093,3348.97,-17135.4453125,1093,3545.88,5465000,19.2781,46.1932
1094,2802.65,-18041.9921875,1094,3050.05,5470000,21.6101,47.4408
1095,3148.81,-18199.91015625,1095,3083.64,5475000,23.6645,49.3755
1096,3306.28,-18206.123046875,1096,3375.78,5480000,21.8207,47.4557
1097,3496.55,-18198.466796875,1097,3525.16,5485000,21.3201,46.9274
1098,3573.65,-17316.498046875,1098,3897.11,5490000,20.3755,47.7045
1099,3300.54,-17884.01953125,1099,3301.64,5495000,22.5401,48.089
1100,3605.85,-17986.998046875,1100,3539.29,5500000,19.7302,47.5696
1101,3666.51,-17317.71875,1101,3818.38,5505000,20.9582,46.9831
1102,3204.48,-17744.513671875,1102,3723.2,5510000,21.4002,47.2185
1103,3274.58,-18308.005859375,1103,3396.19,5515000,20.1487,47.9201
1104,2428.25,-18057.2578125,1104,2081.04,5520000,20.7562,47.9091
1105,3684.51,-17663.70703125,1105,3725.62,5525000,20.7334,46.9304
1106,3681.66,-17799.396484375,1106,3698.58,5530000,21.4763,47.8256
1107,3515.43,-17573.609375,1107,3403.59,5535000,18.4752,45.8273
1108,3690.59,-17147.302734375,1108,3714.12,5540000,21.4021,47.5248
1109,3486.69,-17750.755859375,1109,3489.94,5545000,20.4427,47.1029
1110,3525.29,-17782.783203125,1110,3542.85,5550000,21.0039,45.666
1111,3504.34,-17877.986328125,1111,3493.78,5555000,21.2048,48.1564
1112,3420.63,-17963.40234375,1112,3445.78,5560000,22.1642,47.7165
1113,3253.65,-18278.01953125,1113,3266.74,5565000,20.0098,47.8726
1114,3330.86,-17899.21875,1114,3494.87,5570000,20.2405,47.0512
1115,3787.55,-17913.06640625,1115,3804.5,5575000,23.8695,47.9143
1116,3582.45,-17799.138671875,1116,3771.55,5580000,21.8511,45.7064
1117,4075.16,-17568.279296875,1117,4207.25,5585000,25.0412,49.1522
1118,3629.82,-18069.98046875,1118,3836.2,5590000,25.3162,47.2268
1119,3503.53,-18238.330078125,1119,3530.87,5595000,19.5999,45.9266
1120,3824.94,-17879.21484375,1120,3905.09,5600000,25.8326,48.9483
1121,3929.14,-17589.630859375,1121,4059.03,5605000,24.0374,46.9363
1122,3628.23,-18090.49609375,1122,3448.32,5610000,23.928,47.7033
1123,2492.74,-18010.12109375,1123,2006.27,5615000,22.1934,46.7102
1124,2723.43,-17121.216796875,1124,4265.03,5620000,25.5371,47.7693
1125,3740.85,-17358.5390625,1125,3712.06,5625000,19.7453,46.242
1126,3573.33,-18117.763671875,1126,3691.0,5630000,23.6504,48.2305
1127,3284.67,-17772.078125,1127,3775.56,5635000,20.6552,47.4544
1128,3489.1,-17976.482421875,1128,3550.13,5640000,23.2337,47.5726
1129,3171.64,-17419.693359375,1129,3327.73,5645000,22.9777,46.1453
1130,3606.08,-17773.650390625,1130,3622.42,5650000,21.5915,46.2543
1131,3531.36,-17203.541015625,1131,4046.43,5655000,28.5543,45.4362
1132,2911.77,-17374.5,1132,3655.75,5660000,19.8287,45.3208
1133,3180.48,-17713.326171875,1133,3462.99,5665000,21.0077,46.5201
1134,3313.82,-18013.939453125,1134,3324.93,5670000,16.7733,45.3052
1135,3517.05,-17732.185546875,1135,3628.14,5675000,20.234,46.4792
1136,3598.54,-18211.27734375,1136,3600.86,5680000,19.3801,46.5424
1137,3881.04,-17132.376953125,1137,3943.67,5685000,18.8427,44.5045
1138,3811.39,-17385.56640625,1138,3981.9,5690000,17.909,44.5361
1139,3688.43,-16921.498046875,1139,3726.51,5695000,17.5451,45.1773
1140,1500.25,-18253.1796875,1140,2343.43,5700000,18.8457,46.8549
1141,3091.07,-18202.34765625,1141,3233.3,5705000,21.2762,49.3524
1142,3671.84,-17906.90234375,1142,3806.94,5710000,21.5045,46.3075
1143,3987.52,-16860.875,1143,4027.17,5715000,23.0706,47.2868
1144,3691.84,-18141.0546875,1144,3749.21,5720000,22.8575,47.113
1145,3602.65,-17766.05078125,1145,3621.61,5725000,20.9894,45.5193
1146,3743.61,-17697.09375,1146,3647.47,5730000,23.6271,45.8374
1147,3421.82,-18093.951171875,1147,3518.43,5735000,23.1515,46.8257
1148,2947.4,-17967.640625,1148,2789.94,5740000,18.1557,45.4404
1149,2044.81,-17881.279296875,1149,1459.36,5745000,20.3873,46.265
1150,2889.69,-17143.24609375,1150,2905.98,5750000,20.0047,47.0702
1151,3310.98,-18019.24609375,1151,3796.8,5755000,20.608,47.1085
1152,3664.01,-18177.423828125,1152,3826.65,5760000,22.1414,48.4569
1153,3793.02,-17747.1953125,1153,3775.38,5765000,20.8386,45.7924
1154,3668.49,-17218.11328125,1154,3329.18,5770000,19.2465,44.5378
1155,3180.83,-16694.521484375,1155,3096.98,5775000,16.9989,45.8409
1156,3156.24,-18205.39453125,1156,2914.24,5780000,19.595,46.0395
1157,3617.75,-17757.333984375,1157,3955.61,5785000,21.654,46.3167
1158,3258.66,-18142.578125,1158,3298.04,5790000,18.3859,45.6823
1159,3225.7,-18255.462890625,1159,3247.14,5795000,20.6551,47.4032
1160,3676.35,-18116.767578125,1160,3783.76,5800000,24.3378,46.3615
1161,3921.7,-17427.4296875,1161,4063.95,5805000,20.5402,44.6959
1162,3932.45,-17613.40625,1162,4014.75,5810000,19.3559,44.4169
1163,3428.21,-18107.875,1163,3540.42,5815000,23.0845,47.5783
1164,2585.36,-18052.482421875,1164,3668.0,5820000,33.2645,47.8405
1165,3066.58,-18337.931640625,1165,3451.53,5825000,23.8133,48.0448
1166,3128.11,-17596.748046875,1166,4049.89,5830000,21.4059,45.5583
1167,4293.99,-17136.857421875,1167,4366.35,5835000,21.7748,45.692
1168,3235.33,-18094.310546875,1168,3211.64,5840000,21.8275,46.2243
1169,3198.52,-18369.05859375,1169,2922.37,5845000,19.6035,47.4151
1170,3977.11,-18278.63671875,1170,3967.07,5850000,23.592,47.0652
