Real Sto Return,Itration,Real Det Return,Running Forward KL,Running Reverse KL,Running Update Time,Running Env Steps,Reward Loss
4018.14,389,4071.86,42.4947,18.183,389,1945000,-14346.416015625
4093.77,390,4082.2,42.141,18.9254,390,1950000,-14555.6533203125
3806.28,391,3696.23,43.0885,18.4089,391,1955000,-16709.201171875
4026.79,392,4083.36,41.8049,15.6883,392,1960000,-15008.01171875
4158.82,393,4228.18,40.7013,15.4811,393,1965000,-13985.8623046875
4172.45,394,4247.37,40.5332,14.7546,394,1970000,-13970.46484375
4064.91,395,4156.76,40.9276,14.4077,395,1975000,-14565.6533203125
4197.6,396,4292.66,40.0439,14.1733,396,1980000,-13901.4033203125
4217.09,397,4350.74,39.7282,13.8033,397,1985000,-13433.5166015625
4228.85,398,4352.71,39.5375,13.8202,398,1990000,-12989.439453125
4268.35,399,4350.21,39.7048,13.8696,399,1995000,-13406.380859375
4257.11,400,4461.11,39.8347,13.6237,400,2000000,-13017.52734375
4284.35,401,4513.83,39.2254,13.4206,401,2005000,-12721.7861328125
4326.77,402,4590.53,39.0715,13.3837,402,2010000,-12613.3076171875
4372.19,403,4607.36,38.7403,13.5884,403,2015000,-12487.068359375
4404.32,404,4554.45,39.2824,13.314,404,2020000,-12859.4423828125
4391.05,405,4611.09,38.7795,13.7595,405,2025000,-12541.484375
4428.93,406,4502.24,38.7643,13.5793,406,2030000,-12559.828125
4433.1,407,4457.95,38.9986,13.5824,407,2035000,-13015.38671875
4462.43,408,4487.96,39.1913,13.8005,408,2040000,-12707.4697265625
4501.3,409,4458.73,39.3124,13.7645,409,2045000,-12377.267578125
4487.87,410,4478.73,39.3948,13.9578,410,2050000,-13102.1806640625
4487.51,411,4538.31,39.0682,13.7453,411,2055000,-12765.416015625
4466.65,412,4473.12,39.6566,14.3782,412,2060000,-12863.083984375
4482.87,413,4472.93,39.0334,13.8427,413,2065000,-12887.517578125
4495.04,414,4524.2,39.7376,13.9477,414,2070000,-13180.779296875
4454.98,415,4441.02,39.5196,14.2591,415,2075000,-13440.765625
4470.93,416,4424.65,39.3683,14.0064,416,2080000,-13347.4833984375
4496.05,417,4426.59,39.4644,13.8694,417,2085000,-13288.72265625
4479.81,418,4443.33,39.3345,14.4975,418,2090000,-13061.3515625
4508.04,419,4499.77,39.4824,14.3904,419,2095000,-13133.1103515625
4501.55,420,4472.66,39.7431,13.9652,420,2100000,-13226.623046875
4519.27,421,4539.79,38.5009,14.1352,421,2105000,-12744.599609375
4512.12,422,4496.28,39.033,14.0849,422,2110000,-12854.0546875
4502.58,423,4534.66,38.9553,14.3261,423,2115000,-13094.37890625
4536.64,424,4528.16,39.0175,14.2081,424,2120000,-13063.43359375
4520.86,425,4500.71,39.323,14.9228,425,2125000,-13028.9248046875
4536.12,426,4555.02,39.09,13.6129,426,2130000,-13400.2841796875
4533.37,427,4560.9,38.9156,13.7128,427,2135000,-13135.6630859375
4529.91,428,4547.17,38.6069,14.0227,428,2140000,-13782.8564453125
4515.05,429,4505.77,38.6421,13.7842,429,2145000,-13477.5185546875
4499.37,430,4469.52,39.2194,14.5501,430,2150000,-13704.96875
4560.65,431,4560.64,38.8115,14.2331,431,2155000,-13546.302734375
4565.3,432,4559.02,39.3182,14.4418,432,2160000,-13039.650390625
4553.74,433,4531.2,39.0531,14.3301,433,2165000,-13549.9599609375
4591.92,434,4590.89,39.3678,14.7462,434,2170000,-13452.4677734375
4630.21,435,4628.0,38.5421,14.3885,435,2175000,-12996.6748046875
4596.55,436,4579.53,38.7818,14.1536,436,2180000,-12787.19140625
4600.29,437,4613.58,39.1908,14.5755,437,2185000,-13187.5517578125
4627.53,438,4638.22,39.0751,14.7902,438,2190000,-12918.5419921875
4698.07,439,4654.86,38.1989,14.2415,439,2195000,-12667.6025390625
4651.58,440,4620.66,38.8127,14.7297,440,2200000,-12855.2099609375
4653.43,441,4630.85,39.1873,14.8511,441,2205000,-13082.60546875
4657.71,442,4631.21,38.0473,14.6972,442,2210000,-13447.1162109375
4661.64,443,4675.26,38.5727,14.6288,443,2215000,-13232.6025390625
4638.86,444,4643.1,38.8271,14.9018,444,2220000,-13234.55859375
4692.86,445,4731.53,38.2695,14.984,445,2225000,-12933.1533203125
4730.87,446,4743.86,38.3788,14.8768,446,2230000,-12531.0224609375
4719.57,447,4735.07,38.4707,14.8694,447,2235000,-12870.0234375
4716.57,448,4745.36,38.1259,14.8378,448,2240000,-12971.7431640625
4706.06,449,4777.78,38.1422,14.4391,449,2245000,-12716.947265625
4673.75,450,4728.22,38.1745,14.6794,450,2250000,-13054.857421875
4613.61,451,4628.52,38.3984,14.9438,451,2255000,-13954.236328125
4657.21,452,4679.27,37.5644,14.7024,452,2260000,-13171.41015625
4657.93,453,4746.81,37.7736,14.9105,453,2265000,-12995.1240234375
4626.7,454,4735.65,37.662,14.2631,454,2270000,-13650.9267578125
4659.06,455,4774.31,37.6973,14.9483,455,2275000,-13197.9189453125
4662.88,456,4714.7,37.9229,14.9509,456,2280000,-13141.40234375
4718.15,457,4711.51,37.9482,14.9959,457,2285000,-13239.6728515625
4703.86,458,4693.78,37.8226,14.8494,458,2290000,-13111.21484375
4690.91,459,4661.34,38.2843,15.1366,459,2295000,-12967.333984375
4701.85,460,4668.81,37.9656,14.8503,460,2300000,-13023.07421875
4716.77,461,4686.53,38.3418,15.2635,461,2305000,-13652.4599609375
4714.13,462,4716.92,38.2664,15.0282,462,2310000,-13710.9482421875
4682.17,463,4683.13,38.4927,15.0388,463,2315000,-13846.240234375
4680.64,464,4665.07,38.6067,15.5121,464,2320000,-13799.6923828125
4752.06,465,4766.14,38.1036,15.2713,465,2325000,-13326.4150390625
4722.85,466,4696.29,38.3003,15.1742,466,2330000,-13764.49609375
4717.49,467,4718.88,38.4204,14.7582,467,2335000,-13933.65234375
4652.93,468,4623.31,38.7527,15.016,468,2340000,-14512.984375
4717.47,469,4678.91,38.284,14.7656,469,2345000,-14488.244140625
4763.79,470,4710.77,38.0274,15.2234,470,2350000,-13662.7978515625
4733.87,471,4714.75,38.1816,14.7673,471,2355000,-14132.974609375
4699.52,472,4666.92,38.135,14.9749,472,2360000,-14061.7060546875
4701.97,473,4665.42,38.0215,15.0732,473,2365000,-14325.6328125
4699.32,474,4676.25,37.9317,15.046,474,2370000,-14566.2197265625
4755.52,475,4733.59,37.9449,15.5455,475,2375000,-14143.4521484375
4696.82,476,4631.32,38.0961,14.8181,476,2380000,-14095.4453125
4692.73,477,4657.91,37.817,14.8478,477,2385000,-14303.83203125
4695.12,478,4670.06,38.2391,15.2245,478,2390000,-14768.6826171875
4786.65,479,4749.58,37.4159,15.012,479,2395000,-13604.546875
4759.01,480,4768.91,37.9519,15.2344,480,2400000,-14084.6982421875
4767.39,481,4747.44,38.1269,15.1564,481,2405000,-13602.4814453125
4742.56,482,4733.26,37.7095,14.738,482,2410000,-14674.349609375
4760.08,483,4726.0,37.7937,15.1545,483,2415000,-13982.48046875
4700.75,484,4670.49,38.0714,15.1599,484,2420000,-14513.734375
4752.74,485,4733.54,38.1119,14.7208,485,2425000,-14794.4345703125
4677.79,486,4643.32,38.1475,15.2166,486,2430000,-14355.9150390625
4799.81,487,4752.26,37.2936,15.2342,487,2435000,-13928.0751953125
4818.0,488,4843.3,37.3974,15.3622,488,2440000,-13889.1396484375
4694.38,489,4629.3,38.0464,15.4462,489,2445000,-15101.5712890625
4745.72,490,4677.4,37.8572,15.3073,490,2450000,-14580.427734375
4807.38,491,4781.22,37.7837,15.461,491,2455000,-14640.8759765625
4742.47,492,4695.3,37.9238,15.3424,492,2460000,-14219.833984375
4764.15,493,4703.29,37.8793,15.7732,493,2465000,-14927.3916015625
4862.56,494,4842.16,37.9386,15.9554,494,2470000,-13755.34375
4823.59,495,4797.32,38.2603,14.7395,495,2475000,-17924.62109375
2914.28,496,1318.39,38.1868,13.4067,496,2480000,-20998.3984375
4883.12,497,4997.46,36.7912,16.4322,497,2485000,-14153.7568359375
4827.54,498,4768.3,37.593,16.927,498,2490000,-14894.6962890625
4847.8,499,4752.67,37.405,16.3946,499,2495000,-14732.5009765625
4850.38,500,4837.88,37.3055,16.2402,500,2500000,-14325.9765625
4809.09,501,4759.43,37.3922,16.4379,501,2505000,-14323.1787109375
4789.72,502,4757.23,37.7142,16.3394,502,2510000,-14565.123046875
4862.25,503,4812.77,36.9986,16.211,503,2515000,-13562.9208984375
4836.35,504,4829.72,37.4493,16.5674,504,2520000,-14250.220703125
4825.44,505,4797.27,37.5894,15.821,505,2525000,-14979.568359375
4765.26,506,4735.63,37.9404,16.381,506,2530000,-14622.3408203125
4829.06,507,4899.7,37.0893,15.5492,507,2535000,-14769.2900390625
4829.08,508,4744.24,37.1472,16.2782,508,2540000,-14469.8232421875
4747.73,509,4692.71,37.7479,16.2997,509,2545000,-15152.9853515625
4846.19,510,4805.0,37.4249,16.8584,510,2550000,-14325.423828125
4868.81,511,4824.6,36.7152,16.524,511,2555000,-13525.6025390625
4872.51,512,4863.25,37.3348,16.3373,512,2560000,-13916.7841796875
4884.34,513,4925.73,36.9602,16.3521,513,2565000,-13690.4619140625
4845.63,514,4773.57,37.5781,16.4353,514,2570000,-14807.677734375
4859.17,515,4821.01,37.377,16.4831,515,2575000,-14495.951171875
4945.94,516,4946.79,37.0197,16.7292,516,2580000,-13582.9609375
4911.09,517,4892.35,36.7577,16.3362,517,2585000,-13752.8232421875
4926.22,518,4954.86,36.8823,16.3315,518,2590000,-14268.5986328125
4896.89,519,4921.12,36.8239,16.5626,519,2595000,-13998.2822265625
4832.89,520,4858.81,37.0764,16.3749,520,2600000,-14422.904296875
4929.04,521,4950.87,37.075,16.41,521,2605000,-13807.818359375
4867.09,522,4879.7,37.4481,16.6893,522,2610000,-15148.9150390625
4906.55,523,4919.03,37.5195,16.5253,523,2615000,-14586.3525390625
4905.56,524,4981.63,37.4317,16.3042,524,2620000,-14381.171875
4904.72,525,4861.59,37.6335,17.2216,525,2625000,-14799.08984375
4937.22,526,5014.28,36.8439,16.4169,526,2630000,-14293.86328125
4900.09,527,4914.24,37.1345,16.0474,527,2635000,-14730.259765625
4900.32,528,4905.46,37.094,16.4524,528,2640000,-14535.8232421875
4891.99,529,4901.91,37.5415,16.5386,529,2645000,-14651.84765625
4935.54,530,5021.58,37.0206,16.3818,530,2650000,-13911.228515625
4918.09,531,4959.13,37.2913,15.4273,531,2655000,-14797.759765625
4926.08,532,4958.45,36.3496,16.1112,532,2660000,-14241.8974609375
4929.64,533,5030.14,37.2508,15.7485,533,2665000,-14629.25390625
4946.52,534,5029.03,36.5049,15.1578,534,2670000,-14486.2080078125
4930.03,535,4984.53,37.0573,15.0033,535,2675000,-15891.595703125
4976.93,536,5086.02,36.3917,15.5191,536,2680000,-14492.86328125
4966.86,537,5085.21,36.8411,15.1181,537,2685000,-16581.748046875
4979.51,538,5009.03,36.5704,15.0844,538,2690000,-14583.990234375
4974.68,539,5044.42,36.8181,15.3852,539,2695000,-14900.59765625
4940.21,540,5058.12,37.019,16.0658,540,2700000,-14798.2158203125
4962.71,541,5025.66,36.4139,16.0781,541,2705000,-14352.6298828125
4989.26,542,5174.69,36.3574,15.4505,542,2710000,-14554.9609375
4978.23,543,5054.54,36.5918,16.0294,543,2715000,-14695.2509765625
5017.93,544,5096.19,36.3897,16.1556,544,2720000,-14175.6943359375
4996.25,545,5068.48,36.0951,15.0155,545,2725000,-14194.650390625
5032.55,546,5153.67,36.0225,15.7757,546,2730000,-14169.71875
5006.55,547,5154.0,36.1666,15.5294,547,2735000,-14197.35546875
4986.04,548,5197.55,36.4774,15.5321,548,2740000,-13918.4345703125
5013.98,549,5123.8,36.4587,15.371,549,2745000,-14713.4775390625
5033.92,550,5136.67,35.8797,15.4348,550,2750000,-14097.6796875
5006.77,551,5127.33,36.1003,14.9163,551,2755000,-14319.1240234375
5010.61,552,5157.84,36.2354,15.375,552,2760000,-14504.720703125
5000.1,553,5148.37,36.4206,15.2316,553,2765000,-14389.3701171875
5007.39,554,5180.14,35.8315,14.8194,554,2770000,-14172.4384765625
5006.37,555,5173.85,35.9988,15.0623,555,2775000,-14150.86328125
5027.44,556,5191.18,35.9875,15.4468,556,2780000,-14065.1728515625
5010.94,557,5119.51,36.3603,15.8978,557,2785000,-14329.189453125
5034.4,558,5199.23,36.2314,15.0392,558,2790000,-14507.966796875
5059.87,559,5206.45,36.3181,16.1036,559,2795000,-14350.6630859375
5056.24,560,5191.2,35.8611,15.9308,560,2800000,-14165.38671875
5052.85,561,5197.66,36.1038,15.4149,561,2805000,-14437.2861328125
5054.29,562,5197.16,35.8944,15.6177,562,2810000,-14338.7021484375
4796.99,563,5190.16,35.6681,15.429,563,2815000,-14444.779296875
5026.59,564,5190.58,36.0595,16.2145,564,2820000,-14304.908203125
5049.38,565,5206.96,35.7933,15.3024,565,2825000,-14309.65625
4848.26,566,5228.63,36.1772,16.3514,566,2830000,-13916.998046875
4753.34,567,5202.75,35.6189,14.8158,567,2835000,-14600.4658203125
5009.19,568,5198.07,35.639,14.939,568,2840000,-14235.810546875
5010.97,569,5201.49,36.1897,15.1062,569,2845000,-15042.4287109375
5002.73,570,5206.74,35.3513,15.0924,570,2850000,-14991.2431640625
4968.25,571,5139.88,35.532,15.0152,571,2855000,-14654.958984375
5004.22,572,5114.66,35.8157,15.5621,572,2860000,-15111.0556640625
4988.23,573,5224.01,35.822,15.1339,573,2865000,-15398.490234375
5068.03,574,5227.55,35.5202,15.4833,574,2870000,-14439.419921875
5073.83,575,5304.8,36.7589,15.9247,575,2875000,-14095.67578125
5011.51,576,5231.77,35.5464,14.8968,576,2880000,-14883.0458984375
4992.62,577,5209.03,35.6864,15.1381,577,2885000,-14873.1220703125
5038.92,578,5189.55,35.2087,15.5559,578,2890000,-14554.6015625
5054.55,579,5235.58,34.9628,15.476,579,2895000,-14237.2568359375
5080.95,580,5292.74,35.5588,15.5372,580,2900000,-14591.509765625
5082.67,581,5288.36,35.3361,15.4445,581,2905000,-14951.88671875
5065.38,582,5248.09,35.5638,15.269,582,2910000,-14706.59375
5031.51,583,5211.39,35.4005,15.1445,583,2915000,-15440.07421875
5047.94,584,5277.03,35.4699,14.5818,584,2920000,-15137.4697265625
4784.95,585,5183.22,35.3851,14.8024,585,2925000,-15608.654296875
4924.98,586,5235.07,35.8482,15.1126,586,2930000,-15652.70703125
4713.95,587,5161.39,35.72,14.3747,587,2935000,-15555.01171875
5023.26,588,5163.6,35.7557,15.0889,588,2940000,-15293.3818359375
4962.51,589,5184.1,35.6416,14.9396,589,2945000,-15956.6982421875
4973.6,590,5140.45,35.8191,15.2512,590,2950000,-15857.9755859375
4971.73,591,5226.68,35.8718,15.2902,591,2955000,-15552.75
4969.25,592,5242.79,36.0104,14.3783,592,2960000,-16164.7607421875
4898.03,593,5202.05,35.9464,14.6115,593,2965000,-16223.857421875
4985.2,594,5196.91,36.1365,14.5812,594,2970000,-16128.91796875
4914.1,595,5162.22,36.213,14.4111,595,2975000,-16422.04296875
4953.97,596,5121.56,36.0386,14.8594,596,2980000,-16000.2939453125
5004.49,597,5165.57,36.2503,15.2329,597,2985000,-15653.619140625
5031.33,598,5201.9,35.6392,15.0394,598,2990000,-15758.93359375
4959.95,599,5166.52,36.2757,14.8841,599,2995000,-15939.7548828125
4998.17,600,5106.71,36.1096,15.3582,600,3000000,-15776.564453125
5060.06,601,5243.99,35.9845,14.5991,601,3005000,-15870.470703125
4929.49,602,5083.81,35.932,14.191,602,3010000,-15997.5966796875
4947.95,603,5141.48,35.6716,14.2908,603,3015000,-16181.2392578125
5013.69,604,5110.08,35.6958,14.8849,604,3020000,-15942.4296875
5037.26,605,5063.32,36.4378,14.7749,605,3025000,-16200.0263671875
4989.74,606,5080.47,36.0332,14.8273,606,3030000,-16399.767578125
5012.39,607,5063.53,36.0999,14.9729,607,3035000,-15576.0966796875
5064.35,608,5194.78,35.3741,15.2634,608,3040000,-15638.8154296875
5057.67,609,5156.82,35.8509,15.2576,609,3045000,-15900.7529296875
4962.29,610,5101.27,35.6291,14.9787,610,3050000,-16047.5986328125
4996.15,611,5050.65,35.6676,14.817,611,3055000,-15636.4052734375
5010.69,612,5091.3,35.9152,15.1216,612,3060000,-16209.298828125
5021.44,613,5151.42,35.8834,15.3124,613,3065000,-16223.1220703125
5055.09,614,5223.99,35.72,15.2871,614,3070000,-16404.91796875
5030.24,615,5119.9,35.7979,14.3451,615,3075000,-16368.0341796875
4979.76,616,5074.77,36.3214,14.8453,616,3080000,-16385.943359375
5018.58,617,5096.16,36.3901,15.6692,617,3085000,-16733.5
4876.98,618,5114.37,36.2947,14.2749,618,3090000,-17447.69140625
4982.51,619,5255.56,35.9026,16.1656,619,3095000,-16435.064453125
5007.35,620,5239.33,36.3805,15.6376,620,3100000,-16906.583984375
5106.61,621,5174.88,35.7155,16.3533,621,3105000,-16364.8603515625
5058.44,622,5249.03,35.6872,15.9705,622,3110000,-16805.91015625
5033.4,623,5218.95,36.0425,16.0167,623,3115000,-17027.158203125
5056.23,624,5167.15,36.1791,15.7126,624,3120000,-17222.71875
5029.39,625,5224.33,35.9501,16.1185,625,3125000,-16939.07421875
5024.76,626,5234.21,36.0991,15.8049,626,3130000,-17020.3359375
5033.06,627,5195.79,35.8847,15.6165,627,3135000,-17017.685546875
5001.72,628,5042.58,36.6358,15.1651,628,3140000,-17643.33203125
5065.6,629,5259.3,36.2871,16.0565,629,3145000,-16971.443359375
5001.28,630,5237.12,36.4008,15.166,630,3150000,-18282.916015625
4960.86,631,5265.62,36.0525,15.3177,631,3155000,-17422.162109375
4979.68,632,5248.95,36.0652,15.6347,632,3160000,-17494.111328125
4975.36,633,5238.2,35.5748,15.2335,633,3165000,-16507.388671875
4971.82,634,5260.81,36.3366,15.6241,634,3170000,-17464.7578125
4764.76,635,5242.73,35.9425,15.7837,635,3175000,-16746.599609375
5089.97,636,5292.33,36.2248,15.7818,636,3180000,-16262.4501953125
5095.35,637,5183.33,36.2479,15.4377,637,3185000,-16831.80859375
5099.6,638,5263.47,36.1034,15.8978,638,3190000,-16809.798828125
5108.39,639,5211.8,36.1174,16.042,639,3195000,-16847.0703125
5045.08,640,5069.42,36.5952,16.1123,640,3200000,-17208.22265625
5034.84,641,5145.75,36.0359,16.3153,641,3205000,-17287.78515625
5056.76,642,5194.38,35.7878,16.0721,642,3210000,-16952.583984375
5021.39,643,5069.23,36.2906,15.5261,643,3215000,-17187.9140625
5087.71,644,5151.15,36.2994,16.1425,644,3220000,-17160.2734375
5073.85,645,5185.89,36.1989,16.4597,645,3225000,-16940.671875
5054.15,646,5143.3,36.3529,15.7607,646,3230000,-17164.19921875
5048.94,647,5060.09,36.4886,16.1004,647,3235000,-16971.25
5089.03,648,5238.71,36.5648,16.3185,648,3240000,-16865.3203125
5082.65,649,5169.03,36.3043,15.5726,649,3245000,-16982.5703125
5081.89,650,5190.01,36.8084,16.4849,650,3250000,-17551.11328125
4889.11,651,5194.29,36.471,16.0523,651,3255000,-17233.23046875
5080.08,652,5209.92,36.0716,15.4631,652,3260000,-17132.33203125
5084.29,653,5184.58,36.5091,15.4402,653,3265000,-17474.908203125
5091.52,654,5216.6,36.1475,16.0409,654,3270000,-17458.1953125
5114.29,655,5219.36,36.0959,15.6805,655,3275000,-17135.53515625
5100.71,656,5255.88,36.6045,15.738,656,3280000,-17853.30859375
5102.71,657,5136.52,36.6246,14.5725,657,3285000,-19586.21875
5068.59,658,5175.34,36.4156,15.0909,658,3290000,-18307.240234375
5088.07,659,5222.98,36.5916,16.1428,659,3295000,-17990.556640625
5056.18,660,5198.46,36.3711,15.289,660,3300000,-17272.318359375
5081.37,661,5271.19,36.2925,15.4165,661,3305000,-17472.029296875
5120.77,662,5237.52,36.3276,16.048,662,3310000,-17731.287109375
5062.73,663,5168.82,36.0652,15.6983,663,3315000,-17773.884765625
5081.39,664,5267.67,36.0632,15.9831,664,3320000,-17685.76953125
5102.1,665,5236.01,36.5861,15.7127,665,3325000,-18181.087890625
5056.6,666,5327.42,36.6868,16.333,666,3330000,-18010.517578125
4736.09,667,5260.35,36.9744,15.6771,667,3335000,-17350.82421875
5110.24,668,5179.29,36.9625,16.5133,668,3340000,-17965.435546875
5156.22,669,5279.3,36.5739,15.8435,669,3345000,-17145.994140625
5117.26,670,5276.1,36.556,16.285,670,3350000,-18021.6640625
5172.85,671,5292.51,36.1274,15.7427,671,3355000,-16940.412109375
5160.21,672,5272.69,36.5005,16.5376,672,3360000,-17602.912109375
4973.82,673,5275.45,37.0709,16.1466,673,3365000,-17570.24609375
5129.89,674,5252.53,36.1156,15.9403,674,3370000,-17713.5859375
4903.6,675,5242.09,36.8806,16.6515,675,3375000,-17709.8984375
5136.67,676,5253.14,36.4593,15.8192,676,3380000,-18103.1328125
5141.63,677,5261.86,36.4173,15.8206,677,3385000,-17947.064453125
5120.13,678,5192.47,36.7178,16.137,678,3390000,-18436.103515625
5214.95,679,5362.76,36.3329,16.4655,679,3395000,-17648.17578125
5172.07,680,5243.89,35.7185,15.5843,680,3400000,-17771.97265625
5161.39,681,5333.03,35.9839,15.574,681,3405000,-18765.21875
5073.26,682,5303.16,36.581,16.5276,682,3410000,-18773.083984375
5211.88,683,5312.3,36.5462,16.4793,683,3415000,-18068.580078125
5191.62,684,5366.84,36.1467,16.1538,684,3420000,-18114.994140625
5166.74,685,5329.25,35.8715,16.7189,685,3425000,-18291.830078125
4915.58,686,5292.53,35.8217,15.9315,686,3430000,-18305.734375
5229.8,687,5386.01,36.1554,16.089,687,3435000,-17918.953125
5171.17,688,5313.77,36.6549,15.2913,688,3440000,-18831.96875
5239.77,689,5337.58,36.7136,16.6428,689,3445000,-18115.564453125
5179.92,690,5393.53,36.7596,15.4345,690,3450000,-18962.6796875
5020.29,691,5422.23,35.9218,15.8211,691,3455000,-18039.41015625
5156.37,692,5361.94,36.1783,14.152,692,3460000,-21399.9140625
5171.35,693,5370.9,36.2567,15.4883,693,3465000,-18500.52734375
5146.48,694,5269.42,36.3326,15.652,694,3470000,-18142.11328125
5190.4,695,5376.28,36.244,16.3826,695,3475000,-18679.759765625
4836.88,696,5402.9,36.4474,16.7268,696,3480000,-18311.435546875
5222.14,697,5331.96,36.2777,16.1467,697,3485000,-18863.677734375
5245.49,698,5359.73,36.5301,15.5017,698,3490000,-20790.77734375
5221.83,699,5411.65,37.0534,15.3964,699,3495000,-22797.654296875
5236.9,700,5353.82,36.1248,15.931,700,3500000,-18929.115234375
5216.56,701,5437.49,36.0044,16.4337,701,3505000,-18626.15234375
5210.24,702,5426.36,36.3992,15.831,702,3510000,-19121.240234375
5006.13,703,5427.34,36.1985,14.6861,703,3515000,-21552.11328125
5239.42,704,5454.76,35.9088,15.945,704,3520000,-19129.0234375
5058.11,705,5402.59,36.5026,16.8608,705,3525000,-18745.3359375
5232.07,706,5408.87,36.4777,16.4547,706,3530000,-20029.462890625
5273.64,707,5445.64,36.0194,16.5917,707,3535000,-18587.41015625
5228.19,708,5391.56,36.1993,16.174,708,3540000,-18892.896484375
5235.04,709,5429.75,36.3389,16.4083,709,3545000,-19112.23046875
4995.88,710,5425.57,36.3071,15.8024,710,3550000,-20333.6796875
5202.17,711,5469.4,36.2843,15.47,711,3555000,-20295.38671875
4688.93,712,5442.72,36.3994,16.5915,712,3560000,-19410.46484375
5062.85,713,5467.92,36.1637,16.6134,713,3565000,-19349.3515625
4821.56,714,5435.46,36.4195,15.812,714,3570000,-19689.62890625
5189.62,715,5492.64,36.3907,15.8103,715,3575000,-19211.48828125
5190.23,716,5405.4,36.0812,16.051,716,3580000,-19521.923828125
5029.74,717,5413.56,37.1106,15.1865,717,3585000,-20717.76171875
4869.37,718,5492.07,36.212,15.5038,718,3590000,-19856.236328125
4761.62,719,5491.61,36.8332,13.4865,719,3595000,-23432.484375
4276.12,720,5164.42,37.2704,13.0717,720,3600000,-24546.33984375
4839.45,721,5476.14,36.7967,14.7395,721,3605000,-21796.083984375
4830.49,722,5464.54,36.3011,14.8302,722,3610000,-21179.923828125
4790.97,723,5489.57,36.145,15.7352,723,3615000,-19806.931640625
4786.97,724,5471.09,36.4367,16.1308,724,3620000,-20534.771484375
5200.97,725,5495.07,36.7338,15.9468,725,3625000,-19754.181640625
5016.14,726,5509.87,36.5865,15.8561,726,3630000,-20692.837890625
5135.31,727,5470.01,36.0737,16.0511,727,3635000,-20603.8203125
4899.63,728,5457.32,36.1441,15.0522,728,3640000,-21269.828125
4552.96,729,5496.43,36.8514,13.2472,729,3645000,-25520.51953125
5202.0,730,5528.34,35.6557,15.1861,730,3650000,-20488.447265625
4574.06,731,5513.78,36.1906,15.2687,731,3655000,-21219.224609375
4560.9,732,5514.05,36.8161,15.4972,732,3660000,-21659.521484375
5124.53,733,5500.91,35.6679,16.01,733,3665000,-20853.58203125
5096.16,734,5492.7,35.8818,15.6055,734,3670000,-21339.33984375
4953.21,735,5469.2,36.0497,16.4867,735,3675000,-20270.755859375
5027.21,736,5454.35,35.9965,16.4655,736,3680000,-20576.4296875
5214.39,737,5442.75,36.2539,16.5778,737,3685000,-20051.32421875
4551.0,738,5422.4,35.9625,16.3101,738,3690000,-21165.68359375
4643.44,739,5415.91,36.2447,16.266,739,3695000,-21174.8984375
5185.02,740,5457.51,36.0907,16.4006,740,3700000,-20769.4921875
5110.29,741,5458.03,36.0054,15.9841,741,3705000,-21362.419921875
4914.34,742,5443.14,35.9151,16.2748,742,3710000,-21436.65234375
5127.49,743,5448.17,35.9719,15.9866,743,3715000,-21913.4375
5195.4,744,5428.63,35.9236,16.1695,744,3720000,-20647.01171875
4984.85,745,5432.12,36.4522,15.887,745,3725000,-21428.671875
5150.1,746,5506.48,36.0207,15.788,746,3730000,-21072.154296875
5220.72,747,5454.71,35.8522,16.1941,747,3735000,-20793.544921875
5203.47,748,5493.06,35.6338,16.7628,748,3740000,-20969.5703125
5075.88,749,5444.38,36.2792,16.3251,749,3745000,-20360.701171875
4901.74,750,5499.86,36.0995,15.1436,750,3750000,-22509.95703125
5212.81,751,5528.0,35.4055,16.2486,751,3755000,-20864.955078125
5261.56,752,5460.66,35.7114,16.3686,752,3760000,-20381.2109375
5183.73,753,5515.67,36.0548,15.8475,753,3765000,-21206.71875
5275.81,754,5459.08,35.5648,16.5294,754,3770000,-20466.513671875
5217.32,755,5521.4,35.7302,15.98,755,3775000,-21579.759765625
5196.0,756,5453.22,35.8619,15.8937,756,3780000,-21981.5625
5130.6,757,5471.33,36.3911,14.9379,757,3785000,-23562.37109375
5211.18,758,5462.2,35.5275,16.1828,758,3790000,-21735.64453125
5246.16,759,5495.6,35.6948,16.6467,759,3795000,-21368.720703125
5168.28,760,5426.0,35.669,15.9066,760,3800000,-22062.8125
5281.23,761,5472.07,36.2871,16.5258,761,3805000,-21330.18359375
5236.16,762,5457.7,35.974,15.8241,762,3810000,-22772.953125
5197.54,763,5421.73,36.0412,16.3344,763,3815000,-22079.482421875
5225.17,764,5492.31,36.4509,16.148,764,3820000,-21972.412109375
5163.87,765,5430.85,35.8224,16.273,765,3825000,-21815.36328125
5108.01,766,5459.53,35.9384,16.1048,766,3830000,-22240.8046875
5007.11,767,5416.41,36.4576,15.4057,767,3835000,-22878.796875
5149.8,768,5381.5,35.8575,16.1478,768,3840000,-21643.0625
52.34,769,27.96,54.4274,70.0601,769,3845000,-41830.10546875
85.78,770,95.41,53.8039,44.3668,770,3850000,-33172.67578125
264.2,771,248.52,51.7205,36.4943,771,3855000,-40835.56640625
1134.33,772,1433.39,48.27,29.4799,772,3860000,-38759.26171875
631.44,773,692.47,47.5624,19.2075,773,3865000,-39523.0546875
446.49,774,456.64,49.2765,51.3084,774,3870000,-42466.84765625
500.8,775,404.37,49.9053,26.4448,775,3875000,-33008.359375
