Real Det Return,Running Forward KL,Running Reverse KL,Running Update Time,Itration,Real Sto Return,Reward Loss,Running Env Steps
3411.16,44.5179,15.3496,382,382,3078.47,-5292.17919921875,1910000
3545.41,44.7885,16.4291,383,383,3313.77,-5172.86083984375,1915000
3464.4,44.6167,15.727,384,384,3545.02,-5299.89208984375,1920000
3367.8,44.5282,16.8133,385,385,3338.22,-5105.29150390625,1925000
3463.72,44.4416,16.5622,386,386,3452.98,-5050.890625,1930000
3371.7,44.5221,16.9762,387,387,3625.57,-5064.9091796875,1935000
3464.87,44.5404,15.8747,388,388,3580.25,-5258.93505859375,1940000
3464.07,44.2925,15.7311,389,389,3220.12,-5335.375,1945000
3459.73,44.5995,15.6163,390,390,3161.14,-5414.99658203125,1950000
3490.67,44.2808,15.7178,391,391,2863.41,-5372.7294921875,1955000
3574.3,44.6459,15.119,392,392,3097.68,-5543.685546875,1960000
2962.3,45.0365,14.5612,393,393,2508.65,-6229.6416015625,1965000
3605.94,44.4266,16.2526,394,394,3436.11,-5309.5478515625,1970000
3516.81,44.8447,14.9687,395,395,3277.63,-5837.513671875,1975000
3556.14,44.6305,15.3203,396,396,3089.86,-5684.31884765625,1980000
3128.78,44.7088,14.6573,397,397,2425.8,-5965.8603515625,1985000
2738.82,44.6377,14.9047,398,398,2615.05,-5884.93505859375,1990000
3635.93,44.6018,14.8507,399,399,2817.3,-6021.49365234375,1995000
3701.68,44.3203,15.3555,400,400,2793.36,-5685.38818359375,2000000
3475.97,44.4013,15.3622,401,401,3234.84,-5831.98681640625,2005000
3606.92,44.4874,15.6801,402,402,3235.03,-5636.75439453125,2010000
3574.9,44.4676,15.9254,403,403,2904.08,-5687.8994140625,2015000
3608.3,44.9009,15.1997,404,404,3147.49,-6048.03955078125,2020000
3588.99,44.4381,16.0252,405,405,3314.64,-5692.94775390625,2025000
3603.84,44.353,15.2981,406,406,2966.49,-5753.8203125,2030000
3670.52,44.3708,15.4372,407,407,3380.4,-5870.05029296875,2035000
3530.9,44.0917,15.2782,408,408,3245.87,-5753.265625,2040000
3536.54,44.5235,15.2323,409,409,3514.5,-6007.5703125,2045000
3418.1,44.1115,15.9987,410,410,3373.83,-5690.21533203125,2050000
3703.91,44.3168,15.2795,411,411,3151.74,-6025.61572265625,2055000
3446.95,44.656,15.7134,412,412,3238.17,-5842.91455078125,2060000
3683.17,44.5129,15.499,413,413,2940.53,-6046.8193359375,2065000
3659.67,44.7944,16.0228,414,414,3209.07,-5987.03564453125,2070000
3630.89,44.9917,15.1594,415,415,3264.25,-6189.95556640625,2075000
3686.18,44.4324,16.0431,416,416,3157.76,-5814.72412109375,2080000
3675.03,44.5549,16.1387,417,417,3670.79,-5947.31787109375,2085000
3601.52,44.4344,15.4033,418,418,3361.43,-6200.35791015625,2090000
3702.88,44.5628,15.5705,419,419,3551.51,-6116.2041015625,2095000
3694.74,44.666,16.3282,420,420,3659.33,-5810.60009765625,2100000
3706.6,44.5121,16.411,421,421,3338.37,-5842.24560546875,2105000
3679.05,44.2898,16.5105,422,422,3247.79,-5832.484375,2110000
3834.84,44.1859,15.89,423,423,3475.73,-5934.51904296875,2115000
3864.42,44.6729,15.2206,424,424,3228.99,-6390.20751953125,2120000
3728.93,44.6015,15.5656,425,425,3328.74,-6103.33203125,2125000
3855.69,44.7791,15.0586,426,426,3107.48,-6576.73193359375,2130000
3769.63,44.5817,14.9898,427,427,3273.57,-6430.36083984375,2135000
3856.7,44.4371,15.6332,428,428,2808.59,-6145.34130859375,2140000
3879.8,44.3261,15.6542,429,429,3287.93,-6214.08349609375,2145000
3855.6,44.4672,14.7955,430,430,2979.98,-6575.72314453125,2150000
2998.16,44.6538,15.7286,431,431,2972.16,-6174.20849609375,2155000
3875.1,44.3098,15.1903,432,432,3110.59,-6482.97314453125,2160000
3679.92,44.7249,14.2723,433,433,2395.82,-6745.205078125,2165000
3868.05,44.2918,15.4643,434,434,3059.57,-6453.00390625,2170000
3659.39,44.3764,16.4179,435,435,3207.78,-6104.6083984375,2175000
3334.73,44.2725,15.4723,436,436,2997.21,-6447.5517578125,2180000
3700.45,44.516,14.701,437,437,3276.65,-6731.60986328125,2185000
3839.75,44.7466,14.5227,438,438,2845.88,-6957.20556640625,2190000
3618.51,44.4932,15.1867,439,439,3258.0,-6544.22265625,2195000
3715.25,44.3089,15.7974,440,440,3041.5,-6353.484375,2200000
3775.27,44.0792,15.4901,441,441,2866.04,-6349.341796875,2205000
3827.62,44.2276,15.2146,442,442,3174.02,-6474.2802734375,2210000
3754.47,44.3714,15.9763,443,443,3275.83,-6413.38818359375,2215000
3718.29,44.7514,14.5001,444,444,3285.56,-6849.056640625,2220000
3523.95,44.3431,14.1735,445,445,3231.13,-7014.84130859375,2225000
3662.85,44.2427,14.7661,446,446,3282.6,-6935.7490234375,2230000
2959.19,44.4725,13.9836,447,447,2944.53,-7023.9248046875,2235000
3661.98,44.4689,15.6203,448,448,3286.48,-6511.822265625,2240000
3567.76,44.0076,16.8591,449,449,3236.05,-6284.26171875,2245000
3582.05,44.2362,14.9052,450,450,2932.73,-6685.43408203125,2250000
3608.13,44.2121,15.9535,451,451,3316.36,-6566.59521484375,2255000
3638.16,44.3128,15.254,452,452,2851.01,-6734.365234375,2260000
3535.73,44.5236,14.2568,453,453,2715.07,-7068.98291015625,2265000
3617.42,44.3961,14.7501,454,454,3374.43,-6773.5673828125,2270000
3466.09,44.2499,15.5544,455,455,3225.21,-6723.95751953125,2275000
3679.67,44.1927,13.9753,456,456,2552.04,-6980.37109375,2280000
3750.2,44.5554,14.8744,457,457,3337.88,-6839.49365234375,2285000
3542.82,44.4367,16.1321,458,458,3554.39,-6450.228515625,2290000
3751.02,44.5196,15.2176,459,459,3541.35,-6730.49560546875,2295000
3753.11,44.3586,14.8923,460,460,3192.61,-6986.45263671875,2300000
3829.8,44.347,14.618,461,461,3252.71,-7173.927734375,2305000
3934.16,44.2869,14.333,462,462,3288.39,-7335.7470703125,2310000
3774.04,44.1098,14.807,463,463,3075.29,-7196.740234375,2315000
3192.43,44.3019,13.9144,464,464,3257.05,-7336.2861328125,2320000
3781.45,44.1261,15.7486,465,465,3502.73,-6616.8525390625,2325000
3172.37,44.2157,13.9687,466,466,3430.16,-7278.20849609375,2330000
2651.18,44.5578,16.2202,467,467,3146.33,-6691.51220703125,2335000
2116.77,44.1005,15.3219,468,468,2964.63,-6823.2548828125,2340000
3235.03,44.215,15.584,469,469,2879.15,-6804.85693359375,2345000
3172.94,44.3419,14.7874,470,470,3236.96,-7197.30810546875,2350000
3825.96,44.1935,15.4684,471,471,3080.03,-6782.46533203125,2355000
3698.4,44.1308,15.6609,472,472,2850.4,-6881.16357421875,2360000
3289.85,44.4209,15.0108,473,473,2778.93,-7127.923828125,2365000
3237.88,44.2011,14.6838,474,474,3104.43,-7062.7734375,2370000
3616.9,44.6117,14.3768,475,475,2960.01,-7448.96875,2375000
3775.33,44.4938,15.3429,476,476,3312.32,-7146.7998046875,2380000
3845.51,44.4308,16.2939,477,477,3407.46,-6793.34716796875,2385000
3805.22,44.2963,16.571,478,478,3763.32,-6853.2216796875,2390000
3805.0,44.2736,15.4908,479,479,3504.39,-7177.4345703125,2395000
3861.71,43.9023,16.0418,480,480,3639.76,-6773.5517578125,2400000
3540.13,44.0841,15.5422,481,481,3174.69,-6980.4365234375,2405000
3307.29,44.5278,14.3196,482,482,2956.92,-7447.59912109375,2410000
3523.16,44.2314,15.5339,483,483,3409.24,-7031.79150390625,2415000
3260.33,44.3239,14.6556,484,484,3019.45,-7293.50439453125,2420000
3958.66,44.1638,16.3032,485,485,3795.52,-6894.9326171875,2425000
3785.3,43.98,15.7734,486,486,3290.53,-6929.74951171875,2430000
3256.3,44.4634,14.6914,487,487,3136.18,-7460.439453125,2435000
3582.47,44.344,14.814,488,488,3447.25,-7466.103515625,2440000
3589.58,44.1264,17.2123,489,489,3169.97,-6645.828125,2445000
3189.2,44.636,14.0542,490,490,3084.31,-7767.8154296875,2450000
2906.6,43.9725,15.3934,491,491,2949.18,-7208.87744140625,2455000
2785.07,44.7175,16.083,492,492,3213.68,-7205.84130859375,2460000
2645.18,44.279,15.0295,493,493,3425.31,-7545.40478515625,2465000
3618.38,43.7963,15.1971,494,494,3593.29,-7153.5146484375,2470000
3707.84,44.2773,15.5745,495,495,3484.15,-7178.103515625,2475000
3106.16,43.9081,17.3232,496,496,3468.16,-6667.9296875,2480000
3412.1,44.6436,14.7288,497,497,3267.38,-7642.009765625,2485000
3782.96,44.0576,15.9165,498,498,3556.86,-7123.31298828125,2490000
3818.92,44.0537,15.722,499,499,3501.7,-7116.72021484375,2495000
3509.78,44.0483,16.0274,500,500,3294.87,-7124.5869140625,2500000
3251.22,44.5401,15.2392,501,501,3199.32,-7278.5244140625,2505000
3452.39,44.4187,16.0492,502,502,3385.64,-7134.35107421875,2510000
3496.23,44.5185,13.9054,503,503,2679.53,-8113.59130859375,2515000
3662.38,43.9563,16.2553,504,504,3433.84,-7137.3759765625,2520000
3525.47,44.2002,15.9,505,505,3397.76,-7518.29833984375,2525000
3806.8,43.9786,16.2574,506,506,3710.64,-7099.1650390625,2530000
3713.36,44.3405,14.5456,507,507,2666.54,-7723.8994140625,2535000
3696.19,44.3718,15.0465,508,508,2579.09,-7335.49169921875,2540000
3639.5,43.9269,15.3646,509,509,2948.87,-7322.23046875,2545000
3748.92,44.0877,14.9404,510,510,3706.21,-7484.39599609375,2550000
3831.65,43.88,16.2459,511,511,3713.74,-7191.60986328125,2555000
3801.63,44.1903,15.7805,512,512,3820.42,-7339.67138671875,2560000
3756.29,43.867,15.8173,513,513,3310.46,-7304.353515625,2565000
3706.22,44.102,16.0683,514,514,3563.57,-7280.2724609375,2570000
3880.09,44.0533,16.2852,515,515,3664.59,-7257.97705078125,2575000
3757.19,43.9065,16.6022,516,516,3485.29,-7191.34033203125,2580000
3500.69,44.3279,16.0545,517,517,3328.28,-7508.6513671875,2585000
3818.74,44.0519,17.1214,518,518,3750.2,-7095.2529296875,2590000
3713.15,44.1857,14.8026,519,519,3756.21,-7881.6865234375,2595000
3727.87,43.7329,15.8757,520,520,3524.09,-7341.45166015625,2600000
3600.38,43.9367,16.866,521,521,3873.04,-7235.4853515625,2605000
3792.13,44.0407,15.1761,522,522,3291.36,-7750.7333984375,2610000
3589.43,43.9699,17.6222,523,523,3401.38,-7113.44873046875,2615000
3612.1,43.8741,16.7444,524,524,3974.86,-7278.759765625,2620000
3729.76,43.9831,15.9322,525,525,3663.68,-7659.931640625,2625000
3635.66,44.1151,16.574,526,526,3776.87,-7364.20751953125,2630000
3664.69,43.9864,17.2476,527,527,3784.27,-7286.326171875,2635000
3793.3,44.1749,16.8311,528,528,3353.17,-7479.43408203125,2640000
3834.64,43.6493,16.5028,529,529,3919.26,-7470.0029296875,2645000
3767.95,44.1508,16.1956,530,530,3804.18,-7557.50537109375,2650000
3747.79,43.8329,16.8353,531,531,3476.82,-7430.76953125,2655000
3924.19,43.8795,16.7942,532,532,3383.66,-7413.314453125,2660000
3816.13,44.0191,15.7781,533,533,3469.08,-7782.24072265625,2665000
3809.84,43.905,15.0721,534,534,3435.13,-8209.8017578125,2670000
3785.76,43.9233,15.5169,535,535,3812.11,-7702.203125,2675000
3566.0,43.5755,16.292,536,536,3661.76,-7511.65185546875,2680000
3772.29,43.8915,16.1973,537,537,2868.61,-7540.3232421875,2685000
3519.61,43.9411,16.8955,538,538,3458.98,-7408.04052734375,2690000
3994.41,43.8998,15.8589,539,539,3826.0,-7522.35693359375,2695000
3637.61,43.541,16.6871,540,540,3435.64,-7448.94140625,2700000
3751.53,43.5649,17.2937,541,541,3836.69,-7246.845703125,2705000
3790.5,43.8448,15.7856,542,542,3824.34,-7654.6103515625,2710000
3912.63,43.6469,14.8621,543,543,3394.96,-8042.3251953125,2715000
3638.15,43.4367,16.2882,544,544,3620.89,-7444.28125,2720000
3840.24,43.6201,17.0567,545,545,3910.96,-7284.451171875,2725000
3804.69,43.7312,16.8517,546,546,3656.85,-7370.76220703125,2730000
3645.56,43.427,16.8769,547,547,3527.4,-7546.796875,2735000
3866.57,43.9497,17.6169,548,548,3723.07,-7319.21875,2740000
3855.16,43.6904,16.8492,549,549,3652.0,-7492.75390625,2745000
3971.22,43.829,16.7242,550,550,3897.82,-7456.00048828125,2750000
3783.32,43.9271,16.8637,551,551,3901.61,-7539.1103515625,2755000
3888.89,43.6676,16.9612,552,552,3691.05,-7493.2138671875,2760000
3706.81,43.8737,17.4484,553,553,3769.87,-7491.71826171875,2765000
3869.83,43.6381,17.2766,554,554,3550.24,-7417.2412109375,2770000
3740.07,44.0184,16.4301,555,555,3846.26,-7679.73095703125,2775000
3862.57,43.984,17.3813,556,556,3585.94,-7484.5341796875,2780000
3825.67,43.7349,16.6304,557,557,3864.02,-7723.31494140625,2785000
3853.28,43.5273,17.8243,558,558,3783.93,-7542.05029296875,2790000
3940.41,43.5925,17.4518,559,559,3716.47,-7553.92431640625,2795000
3896.57,43.7088,18.4922,560,560,3931.08,-7372.91162109375,2800000
3742.49,43.8031,16.4338,561,561,3734.96,-7771.15234375,2805000
3909.32,44.0928,16.6643,562,562,3923.55,-7989.90380859375,2810000
3941.93,43.8564,16.9461,563,563,3762.55,-7744.76025390625,2815000
3946.97,43.9029,16.9715,564,564,3365.9,-7630.64892578125,2820000
3957.63,43.4712,17.1728,565,565,3703.55,-7660.27001953125,2825000
3945.81,43.9222,17.6455,566,566,3895.03,-7539.61474609375,2830000
3936.8,43.7891,17.1414,567,567,3940.4,-7676.0146484375,2835000
3981.69,43.7415,18.0767,568,568,3787.46,-7496.0107421875,2840000
4026.13,43.9218,16.1808,569,569,3786.35,-7971.7822265625,2845000
4037.83,44.0576,17.3475,570,570,3821.08,-7738.43212890625,2850000
4030.74,43.8065,16.9116,571,571,3470.33,-7755.064453125,2855000
3702.5,43.5484,17.5292,572,572,3748.23,-7623.8173828125,2860000
3548.54,44.0207,17.5507,573,573,3573.97,-7791.41748046875,2865000
3950.0,43.8235,16.4127,574,574,3734.72,-7936.50927734375,2870000
2537.66,43.727,16.2113,575,575,2998.79,-8252.3466796875,2875000
3808.28,43.8501,18.1178,576,576,3702.52,-7664.31103515625,2880000
3783.72,43.689,17.4844,577,577,3362.66,-7580.39501953125,2885000
4030.03,43.6611,16.7077,578,578,3285.93,-7810.31787109375,2890000
3754.76,43.987,18.7443,579,579,3246.44,-7428.46240234375,2895000
3766.36,43.7767,16.3268,580,580,3600.86,-8050.72216796875,2900000
4040.15,43.8316,16.4952,581,581,3778.28,-8007.966796875,2905000
3612.85,43.6071,16.3219,582,582,3623.7,-8050.44482421875,2910000
3894.34,43.8745,16.0084,583,583,3573.2,-8031.92041015625,2915000
3371.82,43.6715,15.3685,584,584,3469.11,-8260.271484375,2920000
3676.18,43.9757,16.0111,585,585,3181.43,-8282.91796875,2925000
3990.46,43.7951,16.6662,586,586,3248.86,-8010.4892578125,2930000
3821.16,43.7957,16.5119,587,587,3815.33,-8092.51123046875,2935000
3307.24,44.2675,14.8136,588,588,3178.61,-8552.896484375,2940000
3914.26,43.7299,15.9369,589,589,3786.32,-8210.294921875,2945000
3764.75,43.4318,16.5432,590,590,3594.42,-7921.20361328125,2950000
4041.11,43.7014,16.0857,591,591,3580.7,-8213.4072265625,2955000
3850.99,44.1093,16.2931,592,592,3644.09,-8347.625,2960000
3938.5,43.8976,15.6826,593,593,3564.42,-8340.9560546875,2965000
3614.16,43.9232,16.283,594,594,3070.24,-8041.4130859375,2970000
3797.44,43.8904,15.1711,595,595,3233.74,-8337.01171875,2975000
3704.52,43.6779,15.7235,596,596,3308.81,-8296.470703125,2980000
3546.9,43.6132,17.3597,597,597,3481.29,-7772.634765625,2985000
3539.72,43.8762,16.3485,598,598,3381.5,-8259.6142578125,2990000
3961.38,43.4938,15.6776,599,599,3811.48,-8415.787109375,2995000
3744.4,43.859,16.6759,600,600,3805.11,-8148.13427734375,3000000
3369.56,43.8586,15.5814,601,601,3264.91,-8505.5615234375,3005000
3894.15,43.7666,16.1896,602,602,3270.43,-8321.849609375,3010000
3660.94,43.955,15.2155,603,603,3231.24,-8738.5849609375,3015000
3557.21,43.6281,16.7726,604,604,3406.3,-8303.2509765625,3020000
4056.52,43.7856,17.0506,605,605,3567.95,-8111.51220703125,3025000
4017.37,43.657,17.5915,606,606,3800.37,-7928.05712890625,3030000
3981.24,44.0712,15.5188,607,607,3984.47,-8469.099609375,3035000
3990.2,44.1033,17.903,608,608,3775.81,-7961.49072265625,3040000
4091.04,43.4907,15.726,609,609,3727.29,-8420.19140625,3045000
3795.31,43.9962,15.3003,610,610,3184.26,-8611.6806640625,3050000
3862.37,44.1285,16.3611,611,611,3688.73,-8425.8232421875,3055000
4011.99,43.8451,17.8888,612,612,3984.74,-8015.40771484375,3060000
3954.97,43.7714,17.7763,613,613,3681.38,-8023.728515625,3065000
3865.34,43.431,16.1928,614,614,4049.85,-8331.1689453125,3070000
4007.42,43.7649,17.4267,615,615,3788.14,-8209.7626953125,3075000
3961.53,43.7908,16.393,616,616,3801.57,-8343.44921875,3080000
3873.04,43.7776,17.6552,617,617,3780.13,-8244.3056640625,3085000
3553.12,44.1728,15.5825,618,618,3833.01,-8688.6865234375,3090000
4070.0,44.0692,17.8288,619,619,3714.05,-8064.3671875,3095000
4047.0,43.8171,17.9862,620,620,3899.73,-8051.61669921875,3100000
4046.22,43.9232,17.8413,621,621,3805.54,-8237.3486328125,3105000
3990.4,43.6427,16.2981,622,622,3571.32,-8489.474609375,3110000
3935.91,43.8433,16.7374,623,623,3581.41,-8620.826171875,3115000
3819.37,43.9503,18.3836,624,624,3785.72,-8272.224609375,3120000
4068.98,43.7146,16.089,625,625,3738.43,-8446.771484375,3125000
3879.35,43.7966,17.4099,626,626,3608.5,-8443.2158203125,3130000
3865.02,43.8509,16.662,627,627,3882.44,-8436.384765625,3135000
3896.06,44.0933,16.9425,628,628,4029.03,-8494.2822265625,3140000
3712.91,43.7472,17.5073,629,629,3752.57,-8470.4326171875,3145000
3925.92,43.8621,16.8554,630,630,3336.84,-8566.828125,3150000
3874.72,43.9298,16.3398,631,631,3895.79,-8657.8759765625,3155000
3943.9,43.8406,17.2745,632,632,3922.1,-8546.0908203125,3160000
3951.68,44.0473,16.0425,633,633,3940.04,-8890.056640625,3165000
3824.73,44.3821,14.6721,634,634,3602.49,-9337.2783203125,3170000
3877.39,44.037,16.7485,635,635,3750.41,-8749.9208984375,3175000
3882.38,44.2497,16.2218,636,636,3460.18,-8875.2822265625,3180000
3797.29,43.5015,17.0265,637,637,3553.41,-8508.240234375,3185000
3823.38,44.067,17.2284,638,638,3749.54,-8773.275390625,3190000
3986.14,43.801,16.7347,639,639,4059.26,-8769.3818359375,3195000
3918.93,43.7796,16.6437,640,640,3823.93,-8691.640625,3200000
3863.24,43.45,17.3958,641,641,3853.84,-8621.2490234375,3205000
3559.5,43.6408,16.3158,642,642,3828.49,-8877.8125,3210000
3569.42,43.4829,16.8549,643,643,3506.77,-8738.8896484375,3215000
3756.41,43.6613,16.3039,644,644,3625.69,-8916.5712890625,3220000
3896.26,43.7115,17.7109,645,645,3660.36,-8707.439453125,3225000
3949.8,43.6969,16.9838,646,646,3976.43,-8738.21875,3230000
3985.46,43.97,16.8709,647,647,3951.47,-8796.5869140625,3235000
3948.93,43.6267,17.3701,648,648,3533.32,-8703.1337890625,3240000
4002.01,43.8356,16.9999,649,649,3537.72,-8677.6337890625,3245000
3951.67,43.7834,17.0043,650,650,3759.65,-8812.8515625,3250000
3688.48,43.7285,17.9799,651,651,4052.96,-8565.185546875,3255000
3710.88,43.5625,16.8477,652,652,3886.41,-8907.41015625,3260000
3866.24,43.4824,15.9771,653,653,3410.04,-9110.40234375,3265000
3941.45,43.667,17.9872,654,654,3645.5,-8544.2119140625,3270000
3784.46,43.9694,16.2268,655,655,3400.04,-9127.2080078125,3275000
3880.26,43.7795,15.632,656,656,3637.88,-9270.560546875,3280000
3843.1,43.9602,16.7476,657,657,3764.85,-9030.912109375,3285000
3593.38,43.8643,16.6426,658,658,3755.04,-8909.2333984375,3290000
3910.81,43.9355,16.2917,659,659,3826.25,-9124.392578125,3295000
3883.98,43.9349,17.0597,660,660,3663.51,-8788.5146484375,3300000
3836.0,44.0871,15.8952,661,661,3826.27,-9128.80078125,3305000
3737.31,43.7159,17.0471,662,662,3700.09,-8864.275390625,3310000
3930.05,43.8223,17.4856,663,663,3944.73,-8836.1884765625,3315000
3920.1,44.0057,16.4767,664,664,3552.29,-9107.1845703125,3320000
3919.02,43.9016,16.7752,665,665,3962.48,-8993.4072265625,3325000
4007.74,43.6102,17.4899,666,666,3738.79,-8870.556640625,3330000
3882.83,43.9634,17.5991,667,667,3852.59,-8996.171875,3335000
3892.29,43.8121,17.1299,668,668,3510.1,-8971.765625,3340000
3945.5,43.9289,14.9862,669,669,3348.0,-9308.5859375,3345000
4048.03,43.7194,15.4096,670,670,3988.2,-9207.78125,3350000
3989.6,43.6701,16.7388,671,671,3657.5,-9026.8349609375,3355000
3965.86,44.0233,15.6919,672,672,3937.04,-9425.15234375,3360000
4018.5,43.9993,16.2925,673,673,4092.89,-9258.669921875,3365000
4034.77,43.6033,17.8176,674,674,3547.67,-8785.4716796875,3370000
4119.14,43.6307,17.892,675,675,4118.16,-8778.9267578125,3375000
4060.12,43.4967,16.5944,676,676,3779.79,-9230.6796875,3380000
4045.52,43.1713,16.3283,677,677,3676.28,-9028.0517578125,3385000
4061.19,43.5126,17.8914,678,678,3666.26,-9014.158203125,3390000
4027.8,43.4786,15.7203,679,679,3841.43,-9301.2392578125,3395000
4086.39,43.4905,17.3591,680,680,3758.82,-8860.4658203125,3400000
3999.76,43.6622,17.4153,681,681,3574.58,-9127.958984375,3405000
4032.97,43.4102,16.4359,682,682,3499.95,-9162.876953125,3410000
4090.7,43.4002,15.8804,683,683,3618.6,-9281.3916015625,3415000
4020.14,43.8502,16.2991,684,684,3702.14,-9278.6640625,3420000
4002.01,43.6693,14.7743,685,685,3516.33,-9637.88671875,3425000
4032.19,43.6645,15.4912,686,686,3576.0,-9472.822265625,3430000
4012.97,43.3923,16.707,687,687,3610.34,-9112.923828125,3435000
3788.37,43.7983,15.7352,688,688,3662.59,-9364.2783203125,3440000
3058.65,44.1536,14.1574,689,689,3380.02,-9843.2255859375,3445000
3859.87,43.489,15.6613,690,690,3678.34,-9412.169921875,3450000
3622.99,43.7589,16.1177,691,691,3142.33,-9431.1357421875,3455000
4000.61,43.8983,16.8648,692,692,3965.79,-9365.7578125,3460000
3642.65,44.1559,14.9482,693,693,3088.27,-9991.84765625,3465000
3796.12,43.6638,17.4214,694,694,3766.32,-9350.6474609375,3470000
3712.94,43.8079,15.6011,695,695,3268.64,-9551.0126953125,3475000
3289.69,43.8465,15.2842,696,696,3133.52,-9598.0634765625,3480000
3892.27,43.9683,15.9695,697,697,3962.64,-9621.447265625,3485000
4010.16,43.4059,16.2498,698,698,3794.95,-9372.494140625,3490000
3887.38,43.3994,16.9376,699,699,3210.76,-9362.0859375,3495000
3840.04,43.5011,15.3071,700,700,3640.21,-9831.2109375,3500000
3385.53,43.9296,15.7527,701,701,3844.93,-9712.4541015625,3505000
3896.49,43.8243,15.9986,702,702,3967.02,-9554.115234375,3510000
3856.28,43.833,15.4218,703,703,3504.62,-9926.712890625,3515000
3071.83,43.8833,14.1227,704,704,3149.48,-10272.1083984375,3520000
3828.11,43.6012,15.5441,705,705,3864.74,-9782.568359375,3525000
3878.16,44.1088,14.1373,706,706,3461.0,-10221.509765625,3530000
3726.89,43.8383,16.4328,707,707,3844.91,-9535.505859375,3535000
3222.08,43.6699,15.548,708,708,3045.76,-9857.06640625,3540000
4184.78,43.2918,16.7554,709,709,3599.26,-9528.0830078125,3545000
3893.09,43.7267,16.3356,710,710,3470.71,-9618.109375,3550000
3770.91,43.7784,16.5632,711,711,3299.39,-9599.1240234375,3555000
3689.43,43.8362,18.726,712,712,3805.05,-9515.61328125,3560000
3502.55,43.7081,16.5683,713,713,3060.5,-9785.1455078125,3565000
3421.49,44.0465,17.2103,714,714,3573.33,-9547.4404296875,3570000
3546.74,44.0296,17.7073,715,715,3298.14,-9741.4951171875,3575000
3919.94,43.6138,16.5588,716,716,3289.87,-9740.41796875,3580000
4019.38,43.1758,17.0248,717,717,3734.44,-9589.7451171875,3585000
3689.58,44.0287,17.9238,718,718,3128.97,-9842.3056640625,3590000
3859.76,43.6695,16.4653,719,719,3591.18,-9987.248046875,3595000
4050.77,43.6326,19.3961,720,720,3681.06,-9316.0859375,3600000
4026.76,43.6798,17.8507,721,721,3519.21,-9610.8515625,3605000
4130.03,43.5517,16.9584,722,722,3713.01,-9638.4580078125,3610000
4087.19,44.251,17.429,723,723,3503.07,-10144.16796875,3615000
4046.97,43.4777,15.9185,724,724,3884.99,-9959.873046875,3620000
4066.98,43.7409,16.8388,725,725,3635.9,-9447.0576171875,3625000
3873.34,43.6209,16.7749,726,726,3293.69,-9757.7041015625,3630000
3971.74,43.8384,16.4866,727,727,3602.07,-9881.0078125,3635000
4192.49,43.9567,17.9691,728,728,3315.77,-9429.2060546875,3640000
4097.38,43.9352,17.5107,729,729,3476.72,-9978.2919921875,3645000
4010.02,43.4197,18.2972,730,730,4024.46,-9656.9814453125,3650000
3925.6,43.5722,16.4849,731,731,3541.41,-9867.3466796875,3655000
4085.18,43.6682,19.09,732,732,3955.48,-9586.7099609375,3660000
3935.97,43.7752,17.3683,733,733,3902.48,-9656.72265625,3665000
4043.37,44.0655,18.7112,734,734,3884.45,-9546.9462890625,3670000
4146.14,43.6315,17.558,735,735,3482.71,-9728.5810546875,3675000
3898.92,43.7783,17.6467,736,736,3906.19,-9739.705078125,3680000
3913.9,43.7393,17.0647,737,737,3834.52,-9696.4404296875,3685000
4142.67,43.4462,16.2332,738,738,3265.51,-9939.5126953125,3690000
4090.21,43.6812,19.1704,739,739,3992.93,-9837.05078125,3695000
3880.44,43.8681,16.6561,740,740,3844.67,-9910.6240234375,3700000
4041.25,43.9476,16.9665,741,741,4050.07,-10021.2109375,3705000
4001.76,43.4419,16.7559,742,742,3787.22,-9843.7265625,3710000
4035.87,43.5791,16.6692,743,743,3842.54,-9809.97265625,3715000
4062.51,43.2078,17.67,744,744,4075.15,-9795.3203125,3720000
3991.35,43.6275,16.7413,745,745,3592.33,-9713.9169921875,3725000
4091.34,43.6812,17.4064,746,746,3991.71,-9728.8525390625,3730000
3978.66,43.6623,18.0983,747,747,3820.76,-9728.9208984375,3735000
4064.95,43.6469,18.3028,748,748,3848.12,-9646.48828125,3740000
3974.41,43.6885,20.1544,749,749,3898.06,-9946.275390625,3745000
4075.19,43.7873,19.0301,750,750,3973.64,-9609.126953125,3750000
3815.96,44.0178,22.3817,751,751,3781.65,-9816.7373046875,3755000
4061.9,43.7205,19.5053,752,752,3650.3,-9823.4267578125,3760000
4174.92,43.5796,18.5885,753,753,4049.0,-9519.310546875,3765000
4054.83,43.7989,17.2383,754,754,3978.97,-10093.716796875,3770000
4090.46,43.6334,18.7497,755,755,3763.77,-9859.478515625,3775000
3984.93,43.4711,15.8684,756,756,3760.63,-10012.0849609375,3780000
3825.84,43.6048,18.0585,757,757,3891.41,-9854.048828125,3785000
4053.05,43.5492,16.5533,758,758,3784.3,-10127.8974609375,3790000
4047.59,43.8396,17.7729,759,759,4173.28,-9937.9375,3795000
4121.33,43.5464,17.1978,760,760,3683.22,-9805.4951171875,3800000
4053.69,43.8374,15.179,761,761,3645.76,-10466.2998046875,3805000
4207.9,43.7369,17.664,762,762,3679.3,-9995.041015625,3810000
4103.19,43.6209,17.7181,763,763,3561.87,-9949.5966796875,3815000
4112.61,43.5299,18.5161,764,764,3794.46,-9858.6083984375,3820000
