Running Forward KL,Running Reverse KL,Itration,Running Env Steps,Real Sto Return,Real Det Return,Running Update Time,Reward Loss
41.2234,13.8465,388,1940000,3910.55,4254.36,388,-22185.095703125
41.3005,13.3934,389,1945000,4071.88,4278.11,389,-22502.03515625
41.2102,13.8584,390,1950000,4155.66,4305.88,390,-22683.345703125
40.8756,13.6564,391,1955000,4143.19,4310.68,391,-22757.89453125
40.6376,13.6362,392,1960000,4166.02,4313.32,392,-22856.943359375
41.3071,13.0945,393,1965000,4091.34,4232.85,393,-23381.94140625
41.9129,16.0342,394,1970000,2216.74,1970.86,394,-24812.8984375
40.9349,13.8623,395,1975000,4178.31,4302.68,395,-22596.06640625
41.78,14.1486,396,1980000,3386.7,2977.68,396,-23472.232421875
41.3204,13.9007,397,1985000,4136.32,4260.98,397,-22213.462890625
41.7688,13.4448,398,1990000,3607.55,4154.89,398,-23775.087890625
41.3655,13.4615,399,1995000,3926.42,4165.24,399,-23876.677734375
41.0746,13.9708,400,2000000,4145.49,4210.08,400,-23096.462890625
41.0839,13.1954,401,2005000,3988.28,3233.02,401,-23195.240234375
41.1009,13.6578,402,2010000,4066.25,4263.6,402,-23720.1328125
41.3169,13.717,403,2015000,4109.7,4195.76,403,-24447.533203125
41.6046,13.3783,404,2020000,3472.34,3260.58,404,-24818.85546875
41.711,14.1369,405,2025000,3455.33,3872.72,405,-25173.67578125
41.32,13.0738,406,2030000,3673.67,4262.58,406,-24959.16015625
41.672,13.2718,407,2035000,4082.16,4058.2,407,-24124.2890625
41.7076,13.5479,408,2040000,4067.09,4143.97,408,-24403.80078125
41.1304,13.6679,409,2045000,3834.76,3179.86,409,-24686.337890625
41.1909,13.29,410,2050000,3747.68,4258.29,410,-24291.564453125
41.5217,14.0055,411,2055000,3918.7,4251.57,411,-25883.60546875
41.0766,12.9824,412,2060000,4168.59,3721.66,412,-24360.740234375
41.3875,13.2524,413,2065000,4010.1,4259.36,413,-25014.015625
41.6497,13.5186,414,2070000,3325.63,4101.8,414,-25286.775390625
41.3688,14.0466,415,2075000,3883.84,4249.98,415,-25548.16796875
41.1053,13.2394,416,2080000,4135.11,4042.71,416,-24821.68359375
41.119,14.0591,417,2085000,3852.4,4278.25,417,-25375.6015625
41.326,13.7621,418,2090000,4025.45,4347.88,418,-24984.935546875
41.2312,13.815,419,2095000,4123.78,4280.91,419,-26591.015625
41.1961,14.0452,420,2100000,4177.69,4264.99,420,-25342.9609375
41.5518,14.2305,421,2105000,3900.96,4274.01,421,-26869.193359375
41.5269,13.4789,422,2110000,3823.01,4260.29,422,-25358.525390625
41.0593,13.9493,423,2115000,3998.31,4330.52,423,-25617.07421875
40.9653,13.7642,424,2120000,4175.64,4297.9,424,-26689.701171875
41.4886,13.6309,425,2125000,4097.38,4275.33,425,-25621.900390625
41.2739,13.8647,426,2130000,4137.83,4103.17,426,-25700.654296875
41.4107,13.9815,427,2135000,3959.67,4304.06,427,-25571.2109375
41.9861,14.4938,428,2140000,3687.88,4108.87,428,-26638.46484375
41.1625,14.0092,429,2145000,4164.3,4305.94,429,-26641.77734375
41.0842,13.4584,430,2150000,4137.59,4183.93,430,-26265.359375
49.4144,65.9504,431,2155000,312.67,464.13,431,-23336.46875
50.205,37.6705,432,2160000,163.22,216.08,432,-26137.404296875
49.1819,26.9147,433,2165000,386.7,317.73,433,-33581.48828125
51.0915,48.9675,434,2170000,368.57,368.76,434,-24019.068359375
51.6279,33.0114,435,2175000,-3.37,52.9,435,-29425.8359375
49.0443,41.0662,436,2180000,611.9,614.82,436,-27003.53125
51.0329,57.9173,437,2185000,369.17,362.64,437,-25266.3515625
45.4091,73.9953,438,2190000,1163.95,1486.67,438,-20665.154296875
47.5173,79.3924,439,2195000,917.72,986.81,439,-19928.8984375
46.1268,54.738,440,2200000,1287.29,1279.8,440,-20709.412109375
46.6492,80.398,441,2205000,1171.84,944.39,441,-21361.63671875
45.9219,56.2571,442,2210000,781.88,765.82,442,-24217.4609375
43.6788,16.9043,443,2215000,2929.67,2498.58,443,-29042.0078125
43.8493,20.954,444,2220000,1476.72,2252.14,444,-27753.48828125
43.6708,18.2189,445,2225000,3391.76,3590.26,445,-28339.59765625
43.552,17.5207,446,2230000,2842.12,3675.12,446,-28152.287109375
46.2812,25.0802,447,2235000,928.17,963.71,447,-27282.123046875
43.5431,31.3424,448,2240000,1859.21,682.69,448,-24712.46484375
43.2011,23.3423,449,2245000,3017.53,3986.68,449,-25592.66015625
42.8788,28.0229,450,2250000,2487.55,1280.01,450,-27724.595703125
42.8579,15.7438,451,2255000,3728.41,3859.42,451,-28760.740234375
42.376,16.2543,452,2260000,3744.09,3879.87,452,-28692.998046875
42.3965,16.5269,453,2265000,3929.95,3891.7,453,-28483.0703125
42.0366,16.1891,454,2270000,3588.6,3938.33,454,-27641.478515625
42.0461,17.0002,455,2275000,3656.36,3891.6,455,-27626.25390625
41.735,16.6636,456,2280000,3583.0,3932.33,456,-28035.48046875
42.2955,18.6839,457,2285000,3376.04,1551.05,457,-29045.025390625
41.4872,15.7805,458,2290000,3358.6,3882.29,458,-28351.275390625
41.6262,17.2031,459,2295000,2899.06,3523.08,459,-29073.529296875
43.2119,19.874,460,2300000,2872.38,4015.55,460,-32153.84375
41.7937,16.3798,461,2305000,3704.57,3885.65,461,-29600.587890625
41.6657,15.2991,462,2310000,3965.24,3986.21,462,-29283.060546875
41.8771,15.5343,463,2315000,3784.81,3787.62,463,-29528.5390625
42.5336,15.2229,464,2320000,3777.52,3783.0,464,-30038.529296875
42.4818,14.6674,465,2325000,3734.63,3815.08,465,-31501.90625
42.2876,14.4019,466,2330000,3854.5,3903.39,466,-30865.51953125
42.509,14.8054,467,2335000,3791.01,3810.97,467,-31476.501953125
42.4863,14.4245,468,2340000,3736.71,3823.71,468,-32030.619140625
42.4614,14.8635,469,2345000,3763.81,3840.04,469,-31475.203125
42.3457,14.7199,470,2350000,3891.16,4001.64,470,-31818.41015625
42.0625,14.0419,471,2355000,3582.76,4014.61,471,-32226.869140625
42.2697,14.7225,472,2360000,3745.25,4022.31,472,-32298.671875
41.9988,14.5565,473,2365000,2664.46,3535.74,473,-31081.734375
41.8546,14.6302,474,2370000,3961.94,3983.99,474,-31165.021484375
42.0712,14.8172,475,2375000,3937.16,3946.52,475,-31086.373046875
41.9917,14.8649,476,2380000,3990.82,4070.93,476,-30725.849609375
41.3392,15.0311,477,2385000,4069.97,4137.27,477,-30060.89453125
41.4444,14.9231,478,2390000,3901.66,4106.64,478,-30502.052734375
41.7725,14.8955,479,2395000,4023.95,4128.06,479,-30447.765625
41.6332,14.9188,480,2400000,4055.36,4102.42,480,-30604.216796875
41.7797,15.3049,481,2405000,4089.51,4131.09,481,-29951.02734375
41.6699,15.0981,482,2410000,4073.43,4097.38,482,-30274.1015625
41.627,14.9278,483,2415000,3958.17,4118.17,483,-30630.14453125
41.5641,14.9276,484,2420000,4085.7,4111.77,484,-30462.857421875
41.3789,15.0488,485,2425000,4074.24,4127.59,485,-30540.984375
41.363,14.4825,486,2430000,3856.95,4095.12,486,-31582.52734375
41.6199,14.9551,487,2435000,4078.76,4116.58,487,-31367.634765625
41.4287,15.2681,488,2440000,4075.81,4113.62,488,-30669.662109375
41.3948,14.7238,489,2445000,4077.71,4172.35,489,-31003.234375
41.4127,14.9076,490,2450000,4076.66,4031.11,490,-31786.73046875
41.6774,14.7851,491,2455000,4033.6,4087.31,491,-31940.103515625
41.3927,15.0307,492,2460000,4080.72,4178.77,492,-30758.421875
41.5046,14.5345,493,2465000,4084.27,4191.21,493,-32862.4609375
41.4644,14.9665,494,2470000,4096.57,4212.98,494,-31654.0859375
41.2274,14.9836,495,2475000,4111.98,4145.63,495,-32106.16015625
41.9073,15.1511,496,2480000,4047.24,4135.2,496,-32434.90234375
41.3293,14.749,497,2485000,4044.07,4144.7,497,-32382.943359375
41.6563,15.0702,498,2490000,4065.24,4136.72,498,-32821.2421875
41.2234,15.46,499,2495000,4090.98,4136.78,499,-32274.068359375
41.1939,15.0677,500,2500000,4117.51,4169.45,500,-32643.107421875
41.3606,15.1402,501,2505000,4044.35,4186.84,501,-32200.3359375
41.4989,15.5434,502,2510000,4107.66,4198.0,502,-31905.796875
41.1808,15.1836,503,2515000,4126.28,4215.92,503,-31315.64453125
41.2196,15.4682,504,2520000,4140.82,4222.39,504,-31709.56640625
40.9687,15.6722,505,2525000,4164.03,4253.01,505,-31690.744140625
40.9832,15.6147,506,2530000,4170.37,4230.62,506,-31731.802734375
41.1281,16.2961,507,2535000,4243.73,4364.86,507,-31859.193359375
40.9469,15.5504,508,2540000,4156.2,4209.81,508,-31438.767578125
41.0366,15.6636,509,2545000,4216.19,4299.86,509,-32408.857421875
41.1484,15.6649,510,2550000,4251.54,4336.93,510,-32219.556640625
40.8644,15.7489,511,2555000,4206.59,4330.49,511,-32172.970703125
41.1644,15.4714,512,2560000,4204.69,4298.54,512,-32784.4375
40.5237,15.8326,513,2565000,4248.12,4344.74,513,-31279.8515625
40.8024,15.7808,514,2570000,4224.13,4333.04,514,-31906.4375
41.1714,15.4253,515,2575000,4234.19,4296.32,515,-32292.568359375
40.9952,15.2422,516,2580000,4206.71,4265.25,516,-32561.216796875
41.0711,15.7025,517,2585000,4244.14,4270.7,517,-32112.201171875
41.1192,15.706,518,2590000,4216.42,4258.44,518,-31788.34375
41.315,15.8194,519,2595000,4194.35,4211.35,519,-32807.3125
40.9343,15.8095,520,2600000,4212.46,4243.64,520,-32342.02734375
40.6207,15.6758,521,2605000,4198.57,4271.48,521,-31707.763671875
41.1685,15.7649,522,2610000,4216.82,4286.72,522,-32364.603515625
40.6193,15.3124,523,2615000,4213.79,4219.95,523,-33220.546875
41.2152,16.1608,524,2620000,4206.63,4223.2,524,-32449.640625
41.1996,16.5179,525,2625000,4162.72,4192.31,525,-32090.87890625
41.4231,16.3069,526,2630000,4211.05,4240.04,526,-32131.099609375
41.3534,16.0304,527,2635000,4198.07,4214.62,527,-32419.259765625
40.8224,15.6846,528,2640000,4224.87,4308.36,528,-32000.052734375
41.434,16.424,529,2645000,4239.14,4265.49,529,-32097.44140625
41.3735,16.7114,530,2650000,4265.45,4296.66,530,-31561.48046875
41.23,16.3322,531,2655000,4229.92,4250.2,531,-32142.349609375
41.0887,16.9295,532,2660000,4228.73,4269.8,532,-31272.45703125
41.2771,16.2139,533,2665000,4234.59,4249.11,533,-31575.548828125
40.7936,16.9976,534,2670000,4204.75,4241.51,534,-32162.271484375
40.9126,16.6325,535,2675000,4224.39,4269.29,535,-32345.11328125
41.0685,15.9262,536,2680000,4179.43,4345.09,536,-32208.19140625
41.2299,16.0759,537,2685000,4169.99,4271.58,537,-33097.75390625
41.0801,16.7498,538,2690000,4240.04,4346.2,538,-31512.365234375
40.8424,16.0186,539,2695000,4225.81,4280.12,539,-33132.0390625
41.0872,16.2969,540,2700000,4241.72,4354.0,540,-33318.0625
40.9274,16.1794,541,2705000,4239.81,4350.4,541,-32314.990234375
41.2589,15.8926,542,2710000,4235.32,4368.48,542,-33806.99609375
41.5003,16.0509,543,2715000,4172.62,4328.2,543,-34032.5234375
41.26,15.7118,544,2720000,4125.39,4218.93,544,-34182.84375
41.1996,15.8895,545,2725000,4261.05,4304.11,545,-34483.04296875
40.674,15.451,546,2730000,4226.42,4327.4,546,-33525.2578125
41.0394,15.9687,547,2735000,4175.83,4180.25,547,-34266.3203125
41.1184,15.44,548,2740000,4044.67,4193.49,548,-33785.37890625
40.8616,15.7332,549,2745000,4260.79,4323.25,549,-33155.28125
41.2878,16.5507,550,2750000,4193.73,4247.47,550,-34047.36328125
41.1363,14.8202,551,2755000,4202.3,4291.82,551,-34813.33203125
41.1966,15.9113,552,2760000,4199.3,4225.22,552,-34033.28125
40.7622,15.2395,553,2765000,4139.39,4238.66,553,-35011.2421875
40.7629,15.9038,554,2770000,4194.63,4196.15,554,-34142.2578125
40.6019,16.5168,555,2775000,4228.26,4191.76,555,-33979.92578125
40.8409,15.8032,556,2780000,4230.01,4267.41,556,-34379.7734375
40.8245,16.5314,557,2785000,4135.87,4165.31,557,-34040.390625
40.7241,16.7565,558,2790000,4223.23,4186.09,558,-33721.15234375
40.6239,15.9055,559,2795000,4219.36,4235.78,559,-34102.703125
40.8175,15.8543,560,2800000,4268.14,4404.87,560,-33984.578125
40.9826,15.8862,561,2805000,4231.68,4320.81,561,-33834.9921875
40.6093,16.1443,562,2810000,4275.63,4280.6,562,-33896.375
41.2406,15.5814,563,2815000,4076.22,4248.91,563,-36821.83203125
40.3989,15.8707,564,2820000,4234.06,4281.62,564,-34281.15234375
40.8018,15.1771,565,2825000,4282.5,4339.76,565,-35477.6640625
40.8514,15.8258,566,2830000,4234.47,4342.59,566,-35054.09765625
40.8793,15.4015,567,2835000,4220.6,4254.7,567,-36239.9140625
40.5741,15.4436,568,2840000,4206.62,4299.33,568,-35950.203125
40.6757,15.1424,569,2845000,4181.58,4193.35,569,-35779.79296875
40.9508,15.0061,570,2850000,4059.03,4356.93,570,-36944.7734375
40.9987,15.1311,571,2855000,4202.33,4265.58,571,-37037.5625
40.8764,15.0728,572,2860000,4222.65,4324.85,572,-35773.72265625
40.4079,15.1742,573,2865000,4235.15,4274.6,573,-36011.57421875
40.3177,15.0827,574,2870000,4245.05,4367.23,574,-35445.09765625
40.6806,15.0082,575,2875000,4002.64,4357.03,575,-36304.2578125
41.0113,15.6618,576,2880000,4229.58,4205.98,576,-36388.5078125
40.3434,15.2241,577,2885000,4245.67,4288.84,577,-34680.01171875
40.5798,15.1941,578,2890000,4263.08,4352.05,578,-35655.62890625
41.0748,15.6325,579,2895000,4216.91,4280.03,579,-36493.48046875
40.6902,15.2973,580,2900000,4208.63,4285.44,580,-36667.4140625
40.7634,15.485,581,2905000,4173.16,4236.04,581,-36476.43359375
40.9547,15.4165,582,2910000,4219.56,4271.87,582,-36148.26171875
41.0379,15.3135,583,2915000,4194.21,4307.76,583,-35569.26953125
40.8001,15.4458,584,2920000,4135.8,4216.45,584,-35386.30859375
41.0466,15.5099,585,2925000,4193.89,4166.94,585,-36530.984375
41.385,15.4949,586,2930000,4148.33,4150.68,586,-36823.765625
41.1803,16.625,587,2935000,4194.71,4278.75,587,-36771.1171875
40.4714,15.1052,588,2940000,4207.89,4219.42,588,-37083.4453125
40.9523,14.9468,589,2945000,4168.24,4204.83,589,-36375.56640625
40.836,15.652,590,2950000,4267.83,4258.34,590,-36724.34375
40.6003,15.6257,591,2955000,4224.2,4253.13,591,-37288.14453125
40.7653,14.8664,592,2960000,4205.54,4244.67,592,-37319.12109375
40.893,15.6031,593,2965000,4161.93,4179.75,593,-36759.7578125
40.7944,15.2236,594,2970000,4154.64,4186.72,594,-38077.40625
40.9158,15.0892,595,2975000,4160.15,4219.01,595,-37729.82421875
40.9237,15.4088,596,2980000,4255.48,4285.86,596,-36594.828125
40.8553,15.7779,597,2985000,4200.04,4191.99,597,-36996.0703125
40.8367,16.2192,598,2990000,4246.9,4254.09,598,-37180.953125
40.9466,15.2502,599,2995000,4228.09,4264.68,599,-37100.79296875
41.0294,15.6774,600,3000000,4257.41,4259.43,600,-36554.1484375
40.7049,14.935,601,3005000,4236.92,4279.53,601,-36558.125
40.6713,15.3098,602,3010000,4242.33,4285.96,602,-36794.7890625
40.4626,14.7117,603,3015000,4214.94,4298.16,603,-36654.6328125
40.8264,14.971,604,3020000,4277.77,4300.37,604,-36926.109375
40.8485,15.4473,605,3025000,4251.42,4220.03,605,-38119.4765625
40.7793,15.6288,606,3030000,4256.36,4281.19,606,-36341.2734375
40.9799,15.1186,607,3035000,4219.39,4216.41,607,-37713.796875
40.2917,14.9507,608,3040000,4274.71,4335.69,608,-36735.5546875
40.5972,15.394,609,3045000,4263.51,4274.2,609,-37720.38671875
40.9098,15.5093,610,3050000,4177.87,4147.3,610,-39076.77734375
40.4861,15.0349,611,3055000,4255.95,4293.79,611,-37660.76953125
40.7156,14.5452,612,3060000,4239.65,4265.34,612,-38686.22265625
40.7799,15.5529,613,3065000,4167.7,4116.67,613,-37781.9765625
40.7676,16.3667,614,3070000,4229.07,4262.44,614,-37721.78125
41.2323,16.2278,615,3075000,4168.13,4093.04,615,-37628.17578125
40.6997,15.7874,616,3080000,4231.31,4178.39,616,-38840.7734375
40.4511,15.3061,617,3085000,4258.79,4319.56,617,-36877.83984375
41.0441,15.6836,618,3090000,4169.79,4199.46,618,-37517.5546875
40.5597,15.4235,619,3095000,4216.53,4239.47,619,-37785.7578125
41.169,15.7925,620,3100000,4205.75,4221.85,620,-38159.80078125
40.7388,15.9969,621,3105000,4232.05,4250.52,621,-38355.12109375
40.904,16.2019,622,3110000,4233.92,4240.82,622,-37647.30078125
40.9332,16.641,623,3115000,4292.62,4329.41,623,-36889.984375
41.116,16.4058,624,3120000,4214.77,4222.54,624,-37799.76171875
40.8018,15.92,625,3125000,4243.66,4219.48,625,-38791.3046875
40.7295,16.5626,626,3130000,4232.82,4253.81,626,-37485.95703125
41.1618,16.6636,627,3135000,4222.56,4246.35,627,-38373.57421875
41.3687,16.8064,628,3140000,4244.44,4278.1,628,-38194.484375
40.8015,16.2227,629,3145000,4276.5,4293.09,629,-37870.03125
40.6191,16.4045,630,3150000,4094.95,4279.53,630,-38360.26171875
40.9091,16.1486,631,3155000,4242.39,4287.63,631,-37863.1796875
40.8898,16.6821,632,3160000,4253.24,4299.51,632,-38796.40234375
40.4954,16.6581,633,3165000,4297.42,4333.69,633,-37599.15234375
40.665,16.438,634,3170000,4252.79,4306.94,634,-38013.4140625
40.9345,15.8301,635,3175000,4283.56,4308.17,635,-39654.7578125
40.6706,16.246,636,3180000,4302.2,4374.55,636,-38250.70703125
40.8187,16.2313,637,3185000,4183.87,4247.69,637,-38740.40625
40.5839,14.8468,638,3190000,4235.73,4308.77,638,-39894.22265625
41.0209,15.6923,639,3195000,4240.46,4312.19,639,-39061.51953125
41.0004,15.5251,640,3200000,4237.7,4305.19,640,-40104.296875
40.8299,15.7747,641,3205000,4281.49,4338.9,641,-38996.859375
40.6258,15.3423,642,3210000,4252.14,4271.09,642,-39099.7109375
40.5342,15.029,643,3215000,4266.16,4256.64,643,-39052.046875
41.245,15.2867,644,3220000,4240.73,4260.51,644,-40178.81640625
40.7656,15.0263,645,3225000,4220.12,4300.14,645,-39005.078125
40.711,14.8157,646,3230000,4165.06,4264.82,646,-40352.21484375
40.9775,14.7342,647,3235000,4210.1,4183.5,647,-41251.1640625
41.1708,14.4627,648,3240000,4086.08,4166.3,648,-40278.90234375
40.6992,14.4544,649,3245000,3948.02,4211.34,649,-40293.40625
41.2364,14.5118,650,3250000,3991.51,4183.78,650,-40823.2109375
40.7973,14.8802,651,3255000,3950.7,4224.49,651,-40111.45703125
41.2353,14.6092,652,3260000,4177.25,4175.3,652,-40947.17578125
41.0503,14.4017,653,3265000,3963.6,4216.3,653,-41952.26171875
41.2373,13.7877,654,3270000,3771.4,4190.51,654,-43606.0625
40.6001,14.3036,655,3275000,4145.53,4290.55,655,-41389.00390625
40.8004,13.8807,656,3280000,3982.33,4243.68,656,-42249.45703125
41.0399,14.4635,657,3285000,3988.27,4201.02,657,-43154.15625
41.2866,14.4055,658,3290000,3774.14,4228.55,658,-41582.7890625
41.3103,14.4476,659,3295000,3782.2,4187.73,659,-41946.1171875
41.3271,14.5656,660,3300000,3930.32,4199.77,660,-41886.16015625
41.0726,13.9347,661,3305000,3039.56,3858.21,661,-42219.3828125
41.3395,13.5914,662,3310000,3760.06,4243.35,662,-43874.26171875
40.897,14.1949,663,3315000,3249.61,4193.13,663,-42879.8125
41.8566,13.8867,664,3320000,3658.17,4124.77,664,-45266.53515625
41.6349,14.0421,665,3325000,3927.11,4119.44,665,-45350.4765625
41.463,14.3733,666,3330000,3764.2,3995.25,666,-43632.453125
42.691,14.4526,667,3335000,2718.03,170.04,667,-47175.1953125
41.6917,14.679,668,3340000,3175.66,2890.25,668,-43579.86328125
41.7089,14.9392,669,3345000,3668.95,3984.25,669,-42642.09375
41.0758,15.2139,670,3350000,3467.51,4237.92,670,-41814.890625
41.8866,16.296,671,3355000,3290.57,3875.37,671,-43159.66796875
42.2753,13.6151,672,3360000,2890.32,4120.62,672,-44994.97265625
42.2807,15.0605,673,3365000,2707.68,1886.44,673,-45064.83984375
41.3103,15.0893,674,3370000,3594.56,4242.6,674,-42718.109375
41.0769,14.9742,675,3375000,4098.45,4387.13,675,-43402.68359375
41.9496,14.4169,676,3380000,3627.79,4289.0,676,-46233.2265625
40.617,15.1471,677,3385000,4331.02,4443.26,677,-41954.5546875
40.817,14.8086,678,3390000,3984.84,4394.55,678,-43303.62109375
41.4365,15.3019,679,3395000,4053.73,4334.14,679,-42913.9296875
41.5673,14.3805,680,3400000,3736.86,4380.63,680,-45629.90234375
40.7271,15.5478,681,3405000,4321.87,4399.79,681,-43150.66015625
41.1788,14.6285,682,3410000,4225.72,4371.96,682,-44661.85546875
40.8858,14.5274,683,3415000,4350.88,4452.83,683,-43916.3203125
41.2069,14.6634,684,3420000,4140.38,4370.21,684,-43758.546875
41.8212,13.327,685,3425000,4003.12,4367.23,685,-47873.8984375
41.1153,14.9899,686,3430000,4211.88,4410.74,686,-43658.95703125
40.8012,14.8319,687,3435000,4285.42,4417.01,687,-44368.921875
41.0479,14.4289,688,3440000,4293.05,4401.98,688,-43983.37890625
41.0748,14.5754,689,3445000,3817.15,4285.35,689,-44089.59765625
40.6861,15.1138,690,3450000,4177.17,4400.62,690,-42922.27734375
41.0306,14.8572,691,3455000,4301.37,4380.17,691,-42984.63671875
41.2284,14.988,692,3460000,4276.27,4430.52,692,-43055.5390625
40.9348,15.2084,693,3465000,4341.65,4509.54,693,-43956.9609375
41.2885,13.6187,694,3470000,3943.7,4455.13,694,-45957.24609375
40.8833,14.2533,695,3475000,4181.72,4477.05,695,-44197.11328125
40.8412,14.6886,696,3480000,4051.52,4458.74,696,-44132.09375
41.5752,14.491,697,3485000,4074.67,4474.91,697,-44706.515625
40.4178,14.9346,698,3490000,4006.65,4458.18,698,-42156.7265625
41.2531,14.7456,699,3495000,3905.2,4323.84,699,-44407.4765625
40.8166,14.3656,700,3500000,4162.89,4405.68,700,-44540.48828125
40.9801,15.239,701,3505000,4088.2,4405.27,701,-44349.453125
40.9192,15.2061,702,3510000,4197.15,4451.68,702,-43678.76171875
40.97,14.7348,703,3515000,4049.79,4421.52,703,-43777.4375
41.0982,14.3395,704,3520000,4276.6,4417.39,704,-45316.5390625
41.2965,14.3902,705,3525000,3813.23,4545.17,705,-44713.28125
42.0138,14.1679,706,3530000,3782.64,4528.6,706,-46691.3125
45.1532,16.9259,707,3535000,417.76,-3.17,707,-61230.96484375
41.847,29.2356,708,3540000,2607.7,480.69,708,-45424.42578125
56.1652,70.4609,709,3545000,-6.74,-7.5,709,-56495.5390625
44.3391,13.7674,710,3550000,1295.8,1530.35,710,-52046.8984375
45.4668,29.7082,711,3555000,970.92,313.81,711,-47598.3203125
41.9047,21.8677,712,3560000,1939.89,480.78,712,-48243.515625
41.1641,19.5295,713,3565000,4088.08,4460.77,713,-47864.4609375
42.0952,17.4573,714,3570000,3388.39,3182.13,714,-49473.921875
41.2411,16.5575,715,3575000,3866.1,4330.0,715,-46658.3671875
41.9202,16.5372,716,3580000,3774.18,4137.16,716,-48099.42578125
41.243,17.368,717,3585000,3785.11,4150.72,717,-44761.671875
41.4034,17.3259,718,3590000,4282.55,4299.68,718,-45247.21484375
41.7421,17.4098,719,3595000,4090.43,4243.74,719,-45668.66015625
41.6749,17.1773,720,3600000,4219.78,4198.37,720,-44589.3515625
40.974,17.3788,721,3605000,4169.75,4263.74,721,-45092.15234375
40.9163,17.3359,722,3610000,4212.75,4226.1,722,-43361.46875
41.4539,17.7296,723,3615000,4222.89,4152.34,723,-44905.0546875
40.569,16.7204,724,3620000,4311.24,4281.36,724,-43624.94140625
40.6248,16.4907,725,3625000,4294.57,4343.66,725,-45134.96484375
41.3051,16.6069,726,3630000,4290.64,4299.74,726,-44681.44140625
40.6805,16.9763,727,3635000,4188.87,4358.02,727,-44086.72265625
41.4555,17.5424,728,3640000,4315.07,4308.41,728,-44881.76171875
41.2187,17.2786,729,3645000,4300.73,4362.61,729,-45428.78515625
41.4408,17.8707,730,3650000,4270.93,4289.92,730,-45285.28515625
41.3065,16.9934,731,3655000,4298.77,4326.15,731,-45834.64453125
41.6996,16.9043,732,3660000,4167.37,4359.35,732,-46128.01171875
41.49,17.3368,733,3665000,4294.73,4391.56,733,-47953.4921875
41.2414,16.6617,734,3670000,4308.52,4335.22,734,-45856.57421875
41.0337,16.1584,735,3675000,4394.12,4450.32,735,-45340.921875
41.55,16.5896,736,3680000,4347.27,4407.75,736,-45365.140625
40.9677,16.4203,737,3685000,4103.84,4389.17,737,-45160.15234375
41.1026,18.2577,738,3690000,4341.57,4412.3,738,-46655.4765625
41.4272,16.2572,739,3695000,4311.96,4344.09,739,-46261.76171875
41.3478,16.5049,740,3700000,4267.52,4357.32,740,-45992.9140625
40.723,16.1303,741,3705000,4347.3,4384.9,741,-45900.76953125
40.8989,18.9995,742,3710000,4376.62,4430.05,742,-46328.0703125
40.9836,16.0843,743,3715000,4358.45,4383.42,743,-45902.54296875
41.3136,16.3681,744,3720000,4346.17,4408.73,744,-47942.375
40.8638,16.3509,745,3725000,4377.65,4499.39,745,-45946.94140625
40.9635,17.0689,746,3730000,4191.82,4463.41,746,-45569.28515625
40.8934,16.1191,747,3735000,4007.6,4400.25,747,-46208.046875
41.52,16.6746,748,3740000,4421.47,4545.65,748,-46024.87109375
41.0446,17.1953,749,3745000,4198.02,4512.45,749,-46121.8203125
41.5289,17.1714,750,3750000,4337.17,4499.43,750,-45901.56640625
40.9212,16.374,751,3755000,4231.91,4517.94,751,-46034.0390625
41.4362,17.0691,752,3760000,4436.99,4575.8,752,-46030.4765625
41.3401,16.8563,753,3765000,4401.75,4561.88,753,-46183.03515625
41.2883,16.6099,754,3770000,4395.82,4561.41,754,-46546.7734375
41.2351,16.4415,755,3775000,4264.72,4589.29,755,-46500.14453125
41.2951,16.9507,756,3780000,4257.85,4615.13,756,-45902.80078125
41.4529,16.9293,757,3785000,4389.91,4558.19,757,-46504.5234375
41.2051,16.6612,758,3790000,4039.66,4481.34,758,-46047.484375
41.4087,17.1586,759,3795000,4412.91,4571.56,759,-46736.12109375
41.0826,17.0625,760,3800000,4170.56,4567.63,760,-47044.60546875
40.8573,16.7211,761,3805000,4277.05,4565.13,761,-46345.48046875
41.1691,16.6371,762,3810000,4216.04,4567.44,762,-46921.890625
40.8379,16.3902,763,3815000,4380.61,4512.6,763,-46878.49609375
41.2558,16.4338,764,3820000,4229.66,4555.95,764,-47191.76171875
40.923,16.5931,765,3825000,4433.05,4528.27,765,-46759.14453125
41.5223,16.6477,766,3830000,4428.69,4568.22,766,-46221.41015625
40.9225,16.6759,767,3835000,4296.25,4633.73,767,-45838.28515625
41.0427,16.5245,768,3840000,4467.0,4642.09,768,-46620.00390625
41.0539,16.7334,769,3845000,4486.68,4614.98,769,-45656.90234375
41.1153,17.1384,770,3850000,4289.34,4605.08,770,-45627.28125
41.1517,16.7442,771,3855000,4488.56,4636.98,771,-45704.4765625
41.1814,16.9946,772,3860000,4488.79,4602.14,772,-45646.00390625
41.1307,16.8169,773,3865000,4476.77,4625.86,773,-46081.05078125
41.3661,17.76,774,3870000,4499.72,4637.6,774,-46082.171875
41.5581,19.8561,775,3875000,4269.6,4646.88,775,-47305.44140625
41.5978,16.8551,776,3880000,4291.94,4637.68,776,-46744.87109375
41.4036,17.1765,777,3885000,4514.12,4657.26,777,-46507.6796875
41.4054,17.3774,778,3890000,4417.0,4572.66,778,-46283.50390625
41.3955,16.9926,779,3895000,4281.85,4579.6,779,-47974.5234375
