Real Sto Return,Real Det Return,Running Update Time,Reward Loss,Running Env Steps,Running Forward KL,Running Reverse KL,Itration
1795.39,2149.56,116,-5436.85546875,580000,156.974,15.6029,116
1804.04,2167.24,117,-5509.07373046875,585000,157.0125,15.7847,117
1873.64,2243.24,118,-5587.57666015625,590000,156.811,15.9226,118
1787.96,2136.39,119,-5586.98828125,595000,156.7988,15.5106,119
1840.88,2194.54,120,-5667.60498046875,600000,156.7872,15.622,120
1837.73,2208.58,121,-5713.2119140625,605000,156.6957,15.6605,121
1809.56,2110.21,122,-5736.86865234375,610000,156.8123,15.4603,122
1801.26,2127.25,123,-5775.20556640625,615000,156.7311,15.3754,123
1852.08,2216.57,124,-5866.9990234375,620000,156.6589,15.6418,124
1806.52,2147.53,125,-5904.97412109375,625000,156.9302,15.4305,125
1862.74,2205.76,126,-5977.9501953125,630000,156.7518,15.8363,126
1854.76,2236.32,127,-6063.92724609375,635000,156.9381,16.1493,127
1811.05,2160.48,128,-6062.86474609375,640000,156.8986,15.5741,128
1843.49,2235.79,129,-6171.4169921875,645000,156.9792,15.9712,129
1874.46,2236.01,130,-6221.25439453125,650000,156.7751,16.1149,130
1843.74,2163.89,131,-6300.63671875,655000,156.9656,15.7661,131
1865.39,2237.59,132,-6337.61328125,660000,156.7648,15.7938,132
1848.62,2222.12,133,-6357.16748046875,665000,156.7886,15.4658,133
1841.64,2180.23,134,-6412.7998046875,670000,156.883,15.7851,134
1833.24,2182.85,135,-6490.45556640625,675000,156.7686,15.6207,135
1848.73,2175.26,136,-6523.61962890625,680000,156.8909,15.6042,136
1848.75,2164.9,137,-6584.3193359375,685000,156.8068,15.6176,137
1870.31,2245.31,138,-6707.50927734375,690000,156.6661,15.9195,138
1807.48,2132.74,139,-6727.68359375,695000,156.8376,15.5471,139
1845.31,2196.38,140,-6758.4267578125,700000,156.9692,15.5851,140
1816.03,2156.17,141,-6826.4111328125,705000,156.7292,15.2553,141
1819.13,2172.72,142,-6904.63916015625,710000,156.7002,15.583,142
1807.37,2146.29,143,-6950.60302734375,715000,156.6508,15.2756,143
1853.14,2221.47,144,-7056.0390625,720000,156.9299,15.7526,144
1883.97,2234.95,145,-7045.27783203125,725000,156.8739,15.811,145
1813.38,2203.27,146,-7141.458984375,730000,156.8028,15.5007,146
1851.38,2163.88,147,-7173.572265625,735000,156.6733,15.4856,147
1840.63,2163.28,148,-7231.49169921875,740000,156.8418,15.522,148
1880.97,2250.18,149,-7293.62548828125,745000,156.7929,15.5393,149
1857.88,2168.1,150,-7310.49365234375,750000,156.8335,15.5662,150
1827.63,2121.35,151,-7362.7109375,755000,156.8847,15.5905,151
1835.22,2171.39,152,-7433.29150390625,760000,156.939,15.3885,152
1840.29,2180.54,153,-7503.58837890625,765000,156.7409,15.6206,153
1868.96,2202.89,154,-7523.87353515625,770000,156.7826,15.5366,154
1852.95,2196.15,155,-7582.95458984375,775000,156.6909,15.5479,155
1850.65,2194.57,156,-7636.0185546875,780000,156.5761,15.3504,156
1837.7,2188.73,157,-7725.39306640625,785000,156.8278,15.7743,157
1903.75,2239.97,158,-7798.68896484375,790000,156.9297,15.9294,158
1873.66,2218.46,159,-7837.91357421875,795000,156.7309,15.7844,159
1861.63,2176.75,160,-7858.36181640625,800000,156.8552,15.3549,160
1829.47,2140.04,161,-7901.58447265625,805000,156.6712,15.1917,161
1834.98,2211.25,162,-7942.04345703125,810000,156.7904,15.3648,162
1847.18,2205.39,163,-8008.0966796875,815000,156.8872,15.7928,163
1868.83,2239.47,164,-8107.93994140625,820000,156.8426,15.6135,164
1869.94,2235.4,165,-8176.26171875,825000,156.6936,15.7665,165
1834.76,2117.46,166,-8162.3505859375,830000,156.7722,15.3157,166
1897.77,2221.2,167,-8265.9794921875,835000,156.8796,15.6178,167
1859.91,2194.0,168,-8311.8125,840000,156.8094,15.3394,168
1870.79,2194.01,169,-8396.9111328125,845000,156.7815,15.5086,169
1808.91,2142.59,170,-8391.158203125,850000,156.6448,15.2643,170
1862.69,2142.86,171,-8460.70703125,855000,156.7388,15.5357,171
1876.82,2231.22,172,-8553.93359375,860000,156.7024,15.4402,172
1888.23,2272.19,173,-8642.5146484375,865000,156.9266,15.6989,173
1907.56,2249.09,174,-8634.748046875,870000,156.7759,15.6313,174
1895.08,2226.3,175,-8708.94921875,875000,156.8291,15.6704,175
1908.93,2244.02,176,-8752.1220703125,880000,156.6997,15.5936,176
1864.24,2197.89,177,-8810.4453125,885000,156.8406,15.5195,177
1886.4,2259.33,178,-8834.0498046875,890000,156.8786,15.7633,178
1869.97,2182.9,179,-8927.318359375,895000,156.9252,15.8045,179
1912.09,2247.76,180,-8920.099609375,900000,156.5796,15.3603,180
1872.31,2186.75,181,-8985.900390625,905000,156.8562,15.6255,181
1895.6,2254.14,182,-9071.2890625,910000,156.8398,15.8043,182
1868.04,2256.29,183,-9139.9296875,915000,156.8264,15.6782,183
1886.35,2226.85,184,-9136.994140625,920000,156.8208,15.5939,184
1900.51,2248.84,185,-9177.1982421875,925000,156.8039,15.4212,185
1889.43,2215.03,186,-9230.603515625,930000,156.7748,15.4356,186
1873.0,2196.39,187,-9207.455078125,935000,156.89,15.4151,187
1904.7,2256.96,188,-9244.6171875,940000,156.7331,15.7685,188
1896.15,2245.76,189,-9292.4541015625,945000,156.7179,15.6801,189
1866.22,2243.08,190,-9358.052734375,950000,156.9438,15.5909,190
1904.76,2222.18,191,-9359.771484375,955000,156.6575,15.2096,191
1910.07,2269.19,192,-9449.3193359375,960000,156.8884,15.5855,192
1904.28,2237.67,193,-9408.0712890625,965000,156.8533,15.4148,193
1915.05,2228.73,194,-9448.82421875,970000,156.8684,15.6042,194
1881.34,2208.19,195,-9463.59765625,975000,156.7218,15.3662,195
1889.38,2224.7,196,-9539.123046875,980000,156.6311,15.2044,196
1890.26,2246.74,197,-9549.6376953125,985000,156.6864,15.1729,197
1871.1,2229.69,198,-9564.4990234375,990000,156.8163,15.5112,198
1887.93,2251.34,199,-9658.365234375,995000,156.6619,15.5032,199
1889.38,2262.88,200,-9639.3154296875,1000000,156.7364,15.6707,200
1896.48,2255.86,201,-9665.6748046875,1005000,156.7234,15.7021,201
1900.35,2250.28,202,-9718.9619140625,1010000,156.6795,15.6247,202
1889.36,2233.83,203,-9752.1025390625,1015000,156.771,15.6945,203
1887.39,2250.45,204,-9794.9462890625,1020000,156.78,15.7687,204
1895.33,2272.83,205,-9838.8515625,1025000,156.831,15.689,205
1884.78,2252.97,206,-9861.37890625,1030000,156.7029,15.6845,206
1890.08,2271.45,207,-9889.1005859375,1035000,156.7556,15.8287,207
1889.79,2258.36,208,-9934.3828125,1040000,156.8061,15.6285,208
1913.01,2276.91,209,-9971.4638671875,1045000,156.7475,15.7981,209
1905.68,2261.32,210,-9986.2744140625,1050000,156.7749,15.6618,210
1880.69,2270.98,211,-10052.4541015625,1055000,156.6848,15.7107,211
1899.9,2264.5,212,-10038.67578125,1060000,156.6475,15.6971,212
1886.04,2265.49,213,-10077.7783203125,1065000,156.8714,15.6884,213
1901.71,2268.54,214,-10093.3935546875,1070000,156.7654,15.7785,214
1933.03,2257.24,215,-10126.875,1075000,156.7208,15.7366,215
1905.64,2257.8,216,-10123.9072265625,1080000,156.7096,15.6755,216
1899.99,2266.49,217,-10153.359375,1085000,156.8489,15.6367,217
1901.89,2249.82,218,-10163.4833984375,1090000,156.8626,15.6096,218
1922.6,2281.09,219,-10227.021484375,1095000,156.7486,15.7797,219
1933.56,2285.7,220,-10231.0771484375,1100000,156.7829,15.8259,220
1921.34,2292.28,221,-10270.7021484375,1105000,156.6629,15.6764,221
1914.18,2277.84,222,-10294.314453125,1110000,156.9225,15.7263,222
1933.24,2276.56,223,-10333.2216796875,1115000,156.7749,15.7212,223
1903.17,2281.8,224,-10351.1708984375,1120000,156.8648,15.6782,224
1911.36,2269.94,225,-10365.892578125,1125000,156.8328,15.7208,225
1930.39,2281.06,226,-10386.0517578125,1130000,156.7822,15.7434,226
1922.04,2291.61,227,-10441.796875,1135000,156.7337,15.7308,227
1907.45,2244.17,228,-10466.0478515625,1140000,156.6575,15.6583,228
1944.44,2293.08,229,-10473.5673828125,1145000,156.754,15.652,229
1922.07,2279.24,230,-10534.4091796875,1150000,156.8904,15.7246,230
1918.4,2301.0,231,-10517.34765625,1155000,156.7435,15.7297,231
1932.87,2269.09,232,-10553.1083984375,1160000,156.7168,15.7374,232
1919.91,2257.44,233,-10534.4306640625,1165000,156.7298,15.5983,233
1958.2,2312.8,234,-10637.0009765625,1170000,156.6289,15.6895,234
1928.26,2297.43,235,-10623.6357421875,1175000,156.7745,15.6501,235
1930.65,2283.18,236,-10621.5869140625,1180000,156.83,15.9056,236
1921.43,2287.6,237,-10687.904296875,1185000,156.7936,15.6657,237
1931.78,2294.42,238,-10707.0517578125,1190000,156.7921,15.7021,238
1917.46,2291.86,239,-10693.833984375,1195000,156.8901,15.7132,239
1934.71,2296.73,240,-10751.1494140625,1200000,156.7702,15.8342,240
1966.56,2313.21,241,-10779.908203125,1205000,156.7408,15.7889,241
1942.07,2313.59,242,-10782.462890625,1210000,156.7015,15.8195,242
1949.33,2317.87,243,-10855.314453125,1215000,156.9097,15.7909,243
1950.45,2306.54,244,-10836.1279296875,1220000,156.8164,15.5264,244
1935.01,2307.87,245,-10850.158203125,1225000,156.7036,15.709,245
1951.63,2318.48,246,-10904.966796875,1230000,156.5662,15.7472,246
1925.27,2290.14,247,-10898.048828125,1235000,156.6708,15.6583,247
1943.9,2302.24,248,-10925.9833984375,1240000,156.5769,15.7676,248
1946.09,2321.99,249,-10957.37109375,1245000,156.6721,15.7521,249
1936.09,2289.02,250,-10955.25390625,1250000,156.7589,15.8163,250
1937.73,2309.48,251,-10984.55078125,1255000,156.7649,15.7697,251
1955.41,2321.04,252,-11064.609375,1260000,156.7459,15.6636,252
1957.22,2313.63,253,-11077.8603515625,1265000,156.6821,15.708,253
1961.26,2321.73,254,-11075.6640625,1270000,156.7328,15.7777,254
1931.8,2309.54,255,-11079.220703125,1275000,156.5819,15.5879,255
1937.95,2293.65,256,-11108.078125,1280000,156.8065,15.5893,256
1970.74,2338.14,257,-11147.291015625,1285000,156.6829,15.733,257
1944.2,2317.79,258,-11168.232421875,1290000,156.7634,15.7004,258
1940.33,2307.92,259,-11162.177734375,1295000,156.7147,15.6184,259
1951.25,2311.79,260,-11225.7763671875,1300000,156.6703,15.5901,260
1943.73,2335.09,261,-11286.736328125,1305000,156.6938,15.6408,261
1958.97,2324.99,262,-11263.4345703125,1310000,156.6714,15.8086,262
1960.0,2361.86,263,-11285.34375,1315000,156.5439,15.7525,263
1940.9,2332.65,264,-11307.5927734375,1320000,156.852,15.582,264
1945.14,2346.37,265,-11340.021484375,1325000,156.6991,15.7048,265
1940.8,2321.17,266,-11375.3603515625,1330000,156.6431,15.6523,266
1951.39,2315.43,267,-11354.146484375,1335000,156.6505,15.6638,267
1941.21,2314.2,268,-11427.6689453125,1340000,156.6729,15.5342,268
1966.45,2320.39,269,-11450.5810546875,1345000,156.657,15.8339,269
1943.68,2311.43,270,-11499.0400390625,1350000,156.6628,15.4751,270
1945.47,2337.13,271,-11486.1220703125,1355000,156.8012,15.8431,271
1961.4,2338.05,272,-11495.28125,1360000,156.7327,15.6898,272
1955.9,2325.48,273,-11476.3193359375,1365000,156.6126,15.5952,273
1977.91,2331.31,274,-11583.2421875,1370000,156.7268,15.7799,274
1957.52,2316.48,275,-11579.1689453125,1375000,156.6254,15.5684,275
1937.65,2337.09,276,-11603.8984375,1380000,156.6034,15.6464,276
1956.04,2320.39,277,-11635.8564453125,1385000,156.8239,15.8924,277
1957.83,2359.17,278,-11660.828125,1390000,156.8526,15.6016,278
1959.11,2342.29,279,-11679.927734375,1395000,156.7524,15.5643,279
1961.68,2329.16,280,-11719.990234375,1400000,156.903,15.6231,280
1943.11,2341.55,281,-11738.673828125,1405000,156.8124,15.5703,281
1945.32,2315.06,282,-11772.0048828125,1410000,156.7364,15.6298,282
1934.55,2345.0,283,-11792.6845703125,1415000,156.6754,15.6092,283
1936.5,2314.0,284,-11790.025390625,1420000,156.8469,15.6251,284
1949.54,2348.07,285,-11790.6123046875,1425000,156.7811,15.8069,285
1943.24,2317.46,286,-11847.98828125,1430000,156.6517,15.6421,286
1962.95,2290.34,287,-11873.9970703125,1435000,156.7639,15.6152,287
1960.02,2326.5,288,-11907.0498046875,1440000,156.6124,15.4658,288
1933.21,2310.02,289,-11879.0419921875,1445000,156.7075,15.3185,289
1961.12,2335.12,290,-11954.189453125,1450000,156.4668,15.4644,290
1957.9,2322.07,291,-11957.5263671875,1455000,156.6915,15.5127,291
1949.27,2349.68,292,-12035.73046875,1460000,156.5437,15.4088,292
1948.55,2330.77,293,-12000.48046875,1465000,156.7181,15.4907,293
1953.29,2333.04,294,-12038.849609375,1470000,156.7125,15.5856,294
1976.16,2368.04,295,-12068.7744140625,1475000,156.6111,15.4865,295
1966.8,2352.86,296,-12074.5322265625,1480000,156.6146,15.5793,296
1950.39,2313.22,297,-12093.0,1485000,156.6697,15.5594,297
1971.6,2348.97,298,-12115.552734375,1490000,156.6708,15.5436,298
1971.72,2342.04,299,-12186.0341796875,1495000,156.5612,15.4873,299
1967.22,2362.01,300,-12133.3271484375,1500000,156.7159,15.585,300
1952.27,2354.13,301,-12168.21484375,1505000,156.6373,15.3797,301
1946.21,2337.48,302,-12241.2578125,1510000,156.6798,15.6083,302
1976.74,2363.12,303,-12234.55859375,1515000,156.6914,15.6537,303
1972.64,2361.93,304,-12291.3720703125,1520000,156.6405,15.6559,304
1958.64,2352.6,305,-12320.8125,1525000,156.7162,15.6068,305
1984.44,2365.08,306,-12315.205078125,1530000,156.644,15.6052,306
1973.41,2370.62,307,-12312.302734375,1535000,156.6464,15.5942,307
1969.85,2347.31,308,-12314.2294921875,1540000,156.6344,15.628,308
1961.62,2352.01,309,-12376.1455078125,1545000,156.6803,15.7235,309
1983.59,2372.93,310,-12367.22265625,1550000,156.8295,15.7054,310
1961.43,2352.77,311,-12390.0849609375,1555000,156.6284,15.5713,311
1967.39,2368.84,312,-12440.490234375,1560000,156.7371,15.6399,312
1999.07,2364.85,313,-12436.0703125,1565000,156.8297,15.716,313
1963.9,2330.32,314,-12427.404296875,1570000,156.6842,15.478,314
1966.41,2338.98,315,-12470.6630859375,1575000,156.9344,15.9247,315
1965.12,2355.13,316,-12511.6689453125,1580000,156.7969,15.7721,316
1956.48,2336.33,317,-12456.6142578125,1585000,156.7462,15.6617,317
1970.75,2339.05,318,-12504.9697265625,1590000,156.6657,15.7288,318
1956.36,2347.86,319,-12552.8486328125,1595000,156.6821,15.511,319
1969.54,2363.33,320,-12573.2470703125,1600000,156.7242,15.7017,320
1968.09,2350.36,321,-12583.4140625,1605000,156.8217,15.6913,321
1908.46,2298.9,322,-12584.5888671875,1610000,156.7823,15.3965,322
1959.08,2336.74,323,-12639.3203125,1615000,156.7392,15.472,323
1940.62,2342.6,324,-12597.1904296875,1620000,156.7503,15.468,324
1929.38,2332.14,325,-12678.3759765625,1625000,156.669,15.5274,325
1951.14,2345.24,326,-12704.5703125,1630000,156.7108,15.6767,326
1933.87,2320.43,327,-12670.6298828125,1635000,156.7822,15.348,327
1922.26,2300.3,328,-12732.279296875,1640000,156.8334,15.4878,328
1940.49,2321.12,329,-12690.6005859375,1645000,156.5761,15.1816,329
1950.14,2352.49,330,-12745.033203125,1650000,156.8,15.4022,330
1953.72,2356.07,331,-12740.06640625,1655000,156.7101,15.5192,331
1957.07,2356.04,332,-12829.8154296875,1660000,156.7763,15.5232,332
1933.32,2347.98,333,-12799.2626953125,1665000,156.9467,15.3546,333
1946.72,2356.01,334,-12829.921875,1670000,156.7802,15.461,334
1940.03,2328.16,335,-12847.1181640625,1675000,156.721,15.4301,335
1949.1,2335.96,336,-12835.484375,1680000,156.729,15.4591,336
1938.9,2354.34,337,-12945.068359375,1685000,156.7841,15.5747,337
1934.49,2348.17,338,-12924.7783203125,1690000,156.755,15.4008,338
1949.37,2344.93,339,-12906.591796875,1695000,156.5132,15.3783,339
1953.25,2335.91,340,-12957.59375,1700000,156.6468,15.4866,340
1940.07,2319.42,341,-12989.9296875,1705000,156.7737,15.4848,341
1966.43,2354.0,342,-12972.341796875,1710000,156.6314,15.4511,342
1953.77,2339.53,343,-13038.1845703125,1715000,156.6772,15.5151,343
1955.8,2354.92,344,-13032.6142578125,1720000,156.6357,15.5924,344
1960.14,2345.53,345,-13057.28515625,1725000,156.5457,15.4594,345
1959.95,2355.8,346,-13082.7646484375,1730000,156.7313,15.5551,346
1951.97,2342.01,347,-13121.017578125,1735000,156.7735,15.4954,347
1960.63,2348.58,348,-13111.015625,1740000,156.6661,15.452,348
1955.06,2348.16,349,-13125.982421875,1745000,156.7433,15.4732,349
1954.04,2352.59,350,-13176.849609375,1750000,156.5336,15.4714,350
1974.96,2349.91,351,-13213.2314453125,1755000,156.6579,15.4522,351
1964.55,2358.68,352,-13194.52734375,1760000,156.6588,15.4582,352
1968.97,2348.28,353,-13192.37109375,1765000,156.6823,15.3775,353
1941.54,2338.08,354,-13265.048828125,1770000,156.6182,15.4101,354
1950.33,2329.83,355,-13234.068359375,1775000,156.6227,15.3957,355
1950.07,2334.73,356,-13265.81640625,1780000,156.6144,15.2267,356
1939.06,2338.22,357,-13295.0908203125,1785000,156.6861,15.2285,357
1959.01,2340.88,358,-13304.7578125,1790000,156.6387,15.4273,358
1943.6,2317.04,359,-13360.0419921875,1795000,156.4673,15.3692,359
1944.07,2348.29,360,-13394.3515625,1800000,156.6741,15.3207,360
1969.18,2376.5,361,-13362.25390625,1805000,156.6828,15.5223,361
1942.76,2341.95,362,-13420.08984375,1810000,156.6836,15.2483,362
1971.95,2351.45,363,-13410.2861328125,1815000,156.5086,15.3453,363
1950.31,2336.15,364,-13412.3896484375,1820000,156.6516,15.2175,364
1970.46,2351.71,365,-13448.171875,1825000,156.5618,15.4014,365
1958.94,2344.25,366,-13424.7841796875,1830000,156.691,15.4678,366
1971.45,2348.6,367,-13466.9501953125,1835000,156.5389,15.4024,367
1950.96,2315.47,368,-13515.970703125,1840000,156.6065,15.3237,368
1965.94,2341.86,369,-13460.1484375,1845000,156.6698,15.3084,369
1952.8,2321.43,370,-13520.5478515625,1850000,156.6555,15.3412,370
1960.85,2330.04,371,-13505.697265625,1855000,156.5899,15.3779,371
1960.43,2343.3,372,-13555.2177734375,1860000,156.6903,15.4109,372
1940.76,2311.06,373,-13547.6875,1865000,156.7878,15.4929,373
1974.88,2333.69,374,-13604.2763671875,1870000,156.6273,15.4601,374
1963.37,2334.01,375,-13613.3974609375,1875000,156.5827,15.4224,375
1979.07,2343.19,376,-13635.857421875,1880000,156.5914,15.3267,376
