Running Reverse KL,Real Det Return,Real Sto Return,Running Forward KL,Running Update Time,Running Env Steps,Itration,Reward Loss
18.0754,3914.57,2794.21,45.1495,375,1875000,375,-4837.44140625
17.7327,3853.65,2575.9,45.0286,376,1880000,376,-5090.08544921875
17.9724,3937.73,2860.64,45.1821,377,1885000,377,-4934.23095703125
17.4823,4045.24,3655.06,45.0825,378,1890000,378,-5064.08447265625
18.3611,4042.42,2789.67,45.0208,379,1895000,379,-4961.03369140625
18.1329,3969.86,3089.68,44.9878,380,1900000,380,-4972.19140625
18.4027,3974.29,2905.6,45.2954,381,1905000,381,-4945.96240234375
18.6718,4002.61,3596.59,45.2402,382,1910000,382,-5040.88623046875
17.9225,3878.9,3142.71,45.0385,383,1915000,383,-4979.1240234375
17.0439,4035.79,3074.01,44.8811,384,1920000,384,-5316.70947265625
18.4239,4123.59,2695.17,45.2053,385,1925000,385,-5129.8291015625
19.3462,4071.39,2799.71,45.5907,386,1930000,386,-5095.978515625
18.8707,4115.39,3036.31,45.3752,387,1935000,387,-5170.7099609375
19.134,4113.33,2823.35,45.4017,388,1940000,388,-5287.466796875
18.7304,3999.6,3318.27,45.0668,389,1945000,389,-5129.26123046875
18.244,4034.91,3468.76,45.1762,390,1950000,390,-5426.7236328125
18.6176,3957.28,3455.11,45.0859,391,1955000,391,-5367.3603515625
18.7602,3938.94,3506.46,45.1932,392,1960000,392,-5328.51806640625
18.4079,3985.3,3046.99,44.9126,393,1965000,393,-5248.2666015625
18.0642,4069.96,2999.53,45.2801,394,1970000,394,-5647.17919921875
17.7686,3906.58,3504.17,45.0068,395,1975000,395,-5354.701171875
18.8953,3999.59,3448.9,45.16,396,1980000,396,-5313.986328125
17.4012,4002.64,3381.0,44.945,397,1985000,397,-5618.21728515625
17.2609,3960.32,3745.79,44.9059,398,1990000,398,-5622.36328125
16.6998,4053.96,2890.29,45.2192,399,1995000,399,-5777.47021484375
17.4519,4064.76,2972.83,45.0259,400,2000000,400,-5527.08251953125
18.3929,3979.07,3053.6,44.9204,401,2005000,401,-5419.16455078125
16.8504,3858.66,2757.88,45.5147,402,2010000,402,-5888.48193359375
17.246,3979.68,3119.26,45.4018,403,2015000,403,-5796.2783203125
16.7844,3777.39,2967.46,45.385,404,2020000,404,-6026.50537109375
17.7543,4025.1,2873.74,45.113,405,2025000,405,-6063.140625
15.52,3809.04,2782.15,44.9572,406,2030000,406,-6245.4755859375
17.84,4081.75,3427.52,44.848,407,2035000,407,-5762.38134765625
18.0122,4056.06,2932.22,44.9255,408,2040000,408,-5751.22412109375
17.7888,4050.86,3018.06,45.212,409,2045000,409,-5737.16650390625
16.6669,4061.28,2668.05,45.1852,410,2050000,410,-6303.5654296875
17.5999,4052.88,3398.87,45.0377,411,2055000,411,-5880.54443359375
16.7568,4085.38,2617.58,45.3102,412,2060000,412,-6176.630859375
16.5474,4040.8,2849.64,45.1933,413,2065000,413,-6103.37646484375
16.1126,3960.41,2309.41,45.4045,414,2070000,414,-6667.49462890625
16.6023,4121.6,2257.65,45.1463,415,2075000,415,-6579.986328125
17.2757,4108.2,2754.41,44.9986,416,2080000,416,-6195.34033203125
16.4158,3764.51,2211.27,45.3755,417,2085000,417,-6493.8984375
17.3114,4013.8,3079.02,45.0537,418,2090000,418,-6426.75
17.3197,3749.32,2394.83,44.7027,419,2095000,419,-6350.67041015625
17.2355,4075.85,2695.93,44.8592,420,2100000,420,-6260.15380859375
18.0151,4109.05,2738.7,44.8151,421,2105000,421,-6202.076171875
18.1201,4100.44,3190.51,45.1795,422,2110000,422,-6514.91162109375
17.6599,3754.46,1857.76,45.4783,423,2115000,423,-6966.58349609375
17.0857,3435.43,2433.66,45.4403,424,2120000,424,-7213.44970703125
18.2379,4108.03,2976.31,45.0285,425,2125000,425,-6401.60107421875
17.8117,4008.7,2669.09,45.0455,426,2130000,426,-6292.5029296875
16.759,4088.95,2787.39,45.3517,427,2135000,427,-6902.6767578125
16.8932,4047.63,3068.51,45.2931,428,2140000,428,-6928.07958984375
21.0747,3998.13,2771.81,45.3411,429,2145000,429,-6992.72900390625
17.8885,3979.21,3305.34,44.8765,430,2150000,430,-6473.17431640625
17.5878,3975.02,3165.61,44.6609,431,2155000,431,-6386.11474609375
19.2061,3966.66,3204.23,44.9296,432,2160000,432,-6194.37548828125
17.8962,3905.73,3435.42,45.1118,433,2165000,433,-6574.087890625
19.2052,3810.25,3581.89,44.8759,434,2170000,434,-6052.96826171875
18.5875,3735.59,3523.38,44.7388,435,2175000,435,-6038.48583984375
17.7391,3715.7,3466.41,45.0356,436,2180000,436,-6716.2431640625
19.9345,3926.92,3580.76,44.6799,437,2185000,437,-5983.00830078125
18.2014,3660.03,3562.7,44.9226,438,2190000,438,-6665.6484375
17.511,4056.84,2716.48,44.8449,439,2195000,439,-6719.849609375
17.0923,3923.92,3171.6,45.3111,440,2200000,440,-6997.05224609375
18.2043,4003.32,3185.56,44.9772,441,2205000,441,-6801.5810546875
17.9084,3839.73,3526.7,44.9609,442,2210000,442,-6448.75634765625
16.8204,3994.71,3133.93,45.0543,443,2215000,443,-7050.1083984375
17.8101,3853.03,3552.3,44.6539,444,2220000,444,-6284.0498046875
17.2209,3952.59,2954.88,44.899,445,2225000,445,-6621.9921875
17.8589,3960.5,3027.14,45.002,446,2230000,446,-6825.26953125
17.6027,3743.26,3225.5,44.904,447,2235000,447,-6815.103515625
16.3998,3967.28,3043.72,44.765,448,2240000,448,-6446.10791015625
16.7217,4021.52,2939.92,45.5349,449,2245000,449,-6806.74365234375
17.2201,4058.48,2410.59,45.1655,450,2250000,450,-6791.908203125
18.6057,4065.53,2964.74,44.8381,451,2255000,451,-6382.9423828125
19.5528,3942.87,3143.87,45.5224,452,2260000,452,-6641.17138671875
19.3276,3914.35,3708.24,45.033,453,2265000,453,-6661.50390625
18.6754,3962.74,3386.38,44.7692,454,2270000,454,-6411.998046875
20.3217,3786.37,3718.82,45.0596,455,2275000,455,-6868.17431640625
17.7976,3912.41,3013.12,45.076,456,2280000,456,-7284.65185546875
18.1492,3549.14,3162.77,45.0696,457,2285000,457,-6826.3154296875
18.0385,3842.19,2293.25,45.2094,458,2290000,458,-7191.14208984375
21.7314,3741.33,2623.95,45.5259,459,2295000,459,-7135.15771484375
19.1599,2788.55,2591.88,45.3917,460,2300000,460,-7007.0439453125
18.8469,3698.74,2664.89,45.4256,461,2305000,461,-7029.22998046875
17.2214,3588.16,2841.55,45.0861,462,2310000,462,-6652.07666015625
18.6082,3363.83,3406.7,45.3358,463,2315000,463,-6691.30859375
18.5144,3854.66,3014.96,44.8949,464,2320000,464,-6788.6611328125
19.3049,3838.05,3450.74,45.4984,465,2325000,465,-6943.03173828125
18.0146,3879.02,2680.73,45.1852,466,2330000,466,-7400.5361328125
19.2269,2604.95,2284.6,45.2015,467,2335000,467,-7171.88037109375
18.129,3825.46,2648.51,45.0581,468,2340000,468,-7117.330078125
17.52,3906.65,2787.55,44.9871,469,2345000,469,-7178.697265625
18.2447,2189.24,2318.38,45.4001,470,2350000,470,-7941.37890625
16.6948,3331.4,2754.16,45.745,471,2355000,471,-7626.80029296875
23.0373,3853.58,2541.38,45.6313,472,2360000,472,-7497.71875
20.9232,3677.99,2150.94,45.2748,473,2365000,473,-7835.44873046875
21.0298,3897.55,3219.38,45.0378,474,2370000,474,-7081.84130859375
21.1224,3651.3,3074.08,45.575,475,2375000,475,-7101.0009765625
21.8455,2069.02,2609.41,45.5599,476,2380000,476,-7410.42919921875
25.2086,1564.08,1973.5,46.0575,477,2385000,477,-7865.158203125
20.7025,3813.07,2980.31,45.7357,478,2390000,478,-7477.3330078125
21.9942,3977.33,2665.04,45.3692,479,2395000,479,-7640.61474609375
21.2587,2466.61,2273.28,45.6679,480,2400000,480,-7644.25830078125
20.2373,3810.64,3196.27,45.173,481,2405000,481,-7367.06591796875
19.7969,2286.93,3168.11,45.762,482,2410000,482,-7578.50732421875
19.2762,2642.15,3160.56,45.1481,483,2415000,483,-7659.82763671875
17.478,2010.72,2237.63,45.1321,484,2420000,484,-7576.27001953125
20.3881,2445.49,2945.37,45.1701,485,2425000,485,-7571.38671875
20.0338,3167.57,1789.59,45.5831,486,2430000,486,-7861.0810546875
19.0618,3342.73,1981.97,45.9664,487,2435000,487,-8249.1669921875
18.1598,3077.61,1812.04,45.798,488,2440000,488,-8054.7314453125
