Reward Loss,Running Reverse KL,Itration,Running Env Steps,Running Update Time,Real Det Return,Real Sto Return,Running Forward KL
-107.94956970214844,13.1781,115,575000,115,3464.32,3317.14,25.3301
-106.8041763305664,12.2155,116,580000,116,3449.86,3403.2,25.684
-104.89038848876953,12.6315,117,585000,117,3527.67,3490.6,25.4812
-95.83171081542969,12.031,118,590000,118,3497.52,3214.35,25.2365
-99.92424774169922,12.3892,119,595000,119,3481.26,3433.88,25.4831
-128.90390014648438,13.0282,120,600000,120,3449.18,3381.19,25.275
-144.4757537841797,13.7544,121,605000,121,3482.01,3178.79,26.1763
-114.8016586303711,12.8294,122,610000,122,3478.98,3427.78,25.279
-106.77912902832031,13.2632,123,615000,123,3441.1,3336.63,25.521
-117.93982696533203,13.2739,124,620000,124,3451.54,3433.95,25.9005
-103.26383972167969,12.6417,125,625000,125,3471.06,3442.08,24.6101
-121.89860534667969,12.824,126,630000,126,3435.03,3389.34,25.0789
-109.44963836669922,12.7185,127,635000,127,3461.35,3412.01,24.7128
-105.66291046142578,12.5993,128,640000,128,3471.53,3447.89,25.0773
-114.02116394042969,12.4491,129,645000,129,3479.28,3418.48,24.6927
-112.2747802734375,12.3963,130,650000,130,3516.27,3481.62,25.2556
-111.57736206054688,13.6443,131,655000,131,3454.38,3410.11,25.8474
-111.3430404663086,12.3796,132,660000,132,3462.08,3235.73,24.2117
-128.86257934570312,11.621,133,665000,133,3477.16,3407.88,24.2128
-126.08343505859375,11.4737,134,670000,134,3458.42,3317.44,24.1598
-132.76025390625,12.2289,135,675000,135,3464.37,3317.77,24.8331
-120.13074493408203,11.5305,136,680000,136,3496.65,3474.46,23.5153
-138.25558471679688,12.0621,137,685000,137,3432.37,3225.66,24.5254
-134.79779052734375,12.1833,138,690000,138,3432.49,3371.62,24.3087
-141.8832244873047,12.9728,139,695000,139,3447.71,3363.51,25.1157
-116.78165435791016,12.4292,140,700000,140,3489.9,3458.84,24.3754
-114.15656280517578,12.672,141,705000,141,3514.17,3459.68,24.4212
-108.72992706298828,11.942,142,710000,142,3467.1,3424.78,23.7049
-113.45941162109375,11.9568,143,715000,143,3486.53,3412.29,23.9549
-123.94767761230469,13.5366,144,720000,144,3440.93,3415.79,25.4945
-136.4232635498047,11.853,145,725000,145,3485.88,3418.1,24.5718
-128.70733642578125,12.5053,146,730000,146,3477.32,3421.8,24.8195
-127.36466217041016,11.9097,147,735000,147,3442.76,3200.09,24.235
-114.32661437988281,12.7138,148,740000,148,3479.06,3453.52,25.0273
-146.25347900390625,11.8646,149,745000,149,3421.76,3352.97,24.1654
-148.77635192871094,12.7627,150,750000,150,3477.38,3424.17,24.3564
-139.4303436279297,13.3817,151,755000,151,3470.04,3438.49,25.3181
-126.74533081054688,12.4312,152,760000,152,3499.63,3447.4,24.5629
-130.95498657226562,11.4643,153,765000,153,3437.82,3387.05,24.1067
-136.37939453125,12.5158,154,770000,154,3495.56,3454.6,24.3796
-132.3785400390625,12.0664,155,775000,155,3429.3,3402.3,24.4578
-138.31454467773438,12.7618,156,780000,156,3473.49,3425.77,25.0075
-133.10687255859375,12.3983,157,785000,157,3423.42,3368.98,24.9575
-143.2234344482422,12.786,158,790000,158,3496.91,3444.62,25.1612
-134.3533477783203,12.7061,159,795000,159,3472.53,3243.71,25.075
-115.00023651123047,11.4514,160,800000,160,3531.61,3231.65,24.2027
-138.5253448486328,12.2078,161,805000,161,3508.51,3472.86,25.1032
-139.4110565185547,12.2411,162,810000,162,3506.85,3434.71,25.6867
-151.65464782714844,12.5337,163,815000,163,3483.11,3340.64,25.1101
-178.0054168701172,12.6158,164,820000,164,3504.89,3180.88,24.6752
-148.89340209960938,12.6186,165,825000,165,3466.02,3317.11,25.1164
-150.42694091796875,12.6209,166,830000,166,3482.9,3419.64,25.2969
-171.47622680664062,13.3934,167,835000,167,3491.02,3435.14,26.5255
-156.1475372314453,11.6536,168,840000,168,3416.05,3324.78,24.8133
-155.64883422851562,12.6033,169,845000,169,3503.45,3370.18,25.2456
-154.71685791015625,12.3164,170,850000,170,3494.19,3445.43,24.0547
-158.6188201904297,13.3024,171,855000,171,3468.69,3290.94,25.4689
-154.60586547851562,12.7244,172,860000,172,3469.67,3299.81,24.7186
-175.9293212890625,13.4895,173,865000,173,3471.79,3224.23,25.8109
-181.14564514160156,12.7289,174,870000,174,3496.3,3461.64,25.0783
-160.4300537109375,12.005,175,875000,175,3437.37,3403.68,24.5626
-171.02142333984375,12.2207,176,880000,176,3475.52,3438.57,24.901
-175.0764617919922,12.4491,177,885000,177,3499.64,3474.03,24.9336
-161.34925842285156,12.2578,178,890000,178,3465.9,3341.68,24.9964
-168.40985107421875,11.9515,179,895000,179,3500.96,3443.63,24.3286
-178.3804473876953,12.201,180,900000,180,3463.41,3421.08,24.4096
-173.5890350341797,12.0532,181,905000,181,3490.5,3441.85,25.3274
-176.5430908203125,13.2762,182,910000,182,3537.69,3513.54,25.4301
-197.1497344970703,13.3948,183,915000,183,3537.55,3491.2,26.0361
-194.7145233154297,13.2346,184,920000,184,3493.15,3450.82,25.5265
-179.5867462158203,12.3008,185,925000,185,3490.82,3454.55,25.1409
-230.84608459472656,19.9755,186,930000,186,3489.41,2991.99,25.8124
-175.90740966796875,12.2367,187,935000,187,3527.25,3425.23,24.617
-207.99293518066406,12.7978,188,940000,188,3469.39,3429.08,25.5933
-192.61434936523438,13.3661,189,945000,189,3470.01,3407.7,25.3913
-165.9013671875,12.1875,190,950000,190,3495.2,3362.7,24.2356
-163.6592559814453,11.8345,191,955000,191,3484.76,3445.81,23.8753
-192.8376922607422,12.6654,192,960000,192,3474.75,3444.06,25.4308
-181.7200164794922,12.0778,193,965000,193,3502.98,1752.73,24.1298
-185.7123565673828,12.8959,194,970000,194,3516.0,3486.65,24.6915
-207.8616180419922,12.3857,195,975000,195,3501.88,3235.15,25.4539
-196.42129516601562,12.0224,196,980000,196,3481.1,3379.68,24.2977
-225.1822967529297,13.0146,197,985000,197,3376.96,3242.85,25.7113
-193.998046875,10.739,198,990000,198,3426.98,3147.21,23.9552
-270.5899353027344,12.5628,199,995000,199,3054.33,2600.15,26.0005
