Reward Loss,Running Reverse KL,Itration,Running Env Steps,Running Update Time,Real Det Return,Real Sto Return,Running Forward KL
152.0581817626953,19.9361,0,0,0,188.11,196.36,38.5594
102.60258483886719,28.6702,1,5000,1,298.22,274.53,37.2315
118.77339935302734,18.8708,2,10000,2,288.25,283.43,36.5037
93.91277313232422,22.572,3,15000,3,294.94,351.57,34.7692
66.39183807373047,52.3833,4,20000,4,349.4,419.29,32.9262
61.230350494384766,25.4234,5,25000,5,689.14,685.89,33.1166
55.38843536376953,17.0281,6,30000,6,820.69,1077.73,31.8317
99.1811752319336,17.5409,7,35000,7,509.63,484.8,33.03
28.577011108398438,30.4408,8,40000,8,738.02,889.29,32.1813
7.320318222045898,31.1935,9,45000,9,1152.62,988.92,30.7602
-7.013499736785889,68.4416,10,50000,10,811.61,806.96,32.7432
-10.01724624633789,49.9405,11,55000,11,964.93,925.5,31.6285
-17.26456642150879,28.8878,12,60000,12,2117.45,1415.13,30.9232
-29.339248657226562,31.6824,13,65000,13,1211.5,1225.71,30.8069
-40.71457290649414,34.2275,14,70000,14,1151.37,1037.45,32.1219
-56.374114990234375,46.7811,15,75000,15,2039.55,1626.21,32.0073
-46.14258575439453,27.6726,16,80000,16,2802.61,1848.41,32.4359
-33.889522552490234,24.1433,17,85000,17,1491.62,1828.37,32.1939
-42.156734466552734,22.4691,18,90000,18,2378.9,2246.46,31.8627
-18.5609130859375,15.644,19,95000,19,2193.28,2659.91,31.4553
-47.566532135009766,18.679,20,100000,20,1744.9,1403.08,31.7631
-31.42530059814453,19.182,21,105000,21,1692.62,1239.16,31.0143
-28.52690315246582,14.2533,22,110000,22,2254.92,2011.77,30.2306
-50.55209732055664,19.7767,23,115000,23,2192.81,1543.1,30.9514
-51.42007827758789,20.7503,24,120000,24,884.58,1549.39,31.5712
-76.73814392089844,22.2602,25,125000,25,803.38,1540.3,32.4461
-93.48298645019531,41.0271,26,130000,26,959.58,1774.54,30.5387
-72.20558166503906,21.8088,27,135000,27,2117.54,2244.0,29.1748
-30.87910270690918,13.9004,28,140000,28,3201.66,2846.01,29.7654
-26.781269073486328,12.1689,29,145000,29,2867.94,2635.51,27.6897
-55.779693603515625,16.3332,30,150000,30,2460.36,2429.35,28.5327
-35.76448440551758,15.1405,31,155000,31,3103.1,3161.86,29.2141
-36.06884765625,13.8961,32,160000,32,3432.16,2843.38,28.1366
-32.65992736816406,12.7126,33,165000,33,3295.42,3111.18,27.6872
-46.23029327392578,14.4334,34,170000,34,3458.26,3318.06,29.1633
-44.29294204711914,14.7165,35,175000,35,3465.91,3305.22,28.0793
-31.759328842163086,12.3807,36,180000,36,3459.27,3312.7,26.6188
-42.36182403564453,14.7455,37,185000,37,3490.82,3430.09,28.3433
-42.243919372558594,14.1799,38,190000,38,3406.38,3317.23,28.0007
-46.672157287597656,15.5162,39,195000,39,3429.51,3387.41,28.488
-42.838401794433594,13.9446,40,200000,40,3478.74,3411.53,26.5692
-34.818538665771484,12.0089,41,205000,41,3408.21,3336.98,25.7977
-51.691650390625,12.2864,42,210000,42,3440.24,3203.43,25.6323
-44.155128479003906,13.9741,43,215000,43,3480.9,3382.44,27.4868
-44.40389633178711,13.6586,44,220000,44,3489.01,3331.45,27.0579
-45.95136642456055,12.9958,45,225000,45,3452.13,3227.17,26.2839
-56.51561737060547,14.2658,46,230000,46,3495.17,3440.57,27.0629
-57.1612548828125,14.075,47,235000,47,3399.43,3468.27,27.6093
-48.135562896728516,13.7157,48,240000,48,3549.73,3481.34,26.3143
-46.92878723144531,13.6391,49,245000,49,3516.45,3455.7,27.3285
-48.42295455932617,13.9144,50,250000,50,3515.0,3416.57,27.1014
-48.15695571899414,12.8325,51,255000,51,3501.63,3305.97,26.3449
-42.28534698486328,12.4247,52,260000,52,3520.23,3453.01,26.6173
-47.06327438354492,12.2975,53,265000,53,3485.1,3289.21,26.2173
-54.61448287963867,12.5848,54,270000,54,3562.35,3476.92,25.8546
-46.74120330810547,13.9366,55,275000,55,3553.74,3438.16,27.4006
-56.29972457885742,12.3567,56,280000,56,3486.5,3253.52,26.8212
-63.548824310302734,11.3456,57,285000,57,3385.94,2403.07,26.5306
-45.78901672363281,13.2123,58,290000,58,3569.53,3506.72,26.2319
-52.6722526550293,11.622,59,295000,59,3512.48,3010.06,26.2967
-88.30884552001953,13.3104,60,300000,60,2828.55,2281.49,27.9535
-56.912086486816406,11.2678,61,305000,61,3507.44,2933.77,26.0872
-59.87163543701172,12.4325,62,310000,62,3528.68,3458.22,25.1855
-67.02847290039062,13.0955,63,315000,63,3516.78,3249.59,27.5466
-69.00383758544922,12.034,64,320000,64,3471.98,3443.39,25.3529
-65.93013763427734,12.869,65,325000,65,3511.86,3417.88,25.6936
-68.58792877197266,13.2902,66,330000,66,3472.38,3329.85,26.0163
-71.76238250732422,12.7566,67,335000,67,3345.14,2571.27,27.3917
-69.72374725341797,11.5587,68,340000,68,3333.74,2647.52,26.5385
-72.52088928222656,12.7303,69,345000,69,3489.46,3327.72,26.3762
-78.04320526123047,12.3712,70,350000,70,3222.35,2831.85,27.2193
-72.707763671875,13.9228,71,355000,71,3536.36,3174.38,27.3679
-83.42347717285156,13.9265,72,360000,72,3509.06,3460.66,27.5609
-103.13722229003906,14.5276,73,365000,73,3484.88,2433.11,27.4486
-71.54700469970703,12.681,74,370000,74,3487.37,3214.75,26.6801
-94.42301177978516,12.6021,75,375000,75,3469.57,3082.31,26.842
-74.68645477294922,13.1832,76,380000,76,3456.69,3433.59,26.0389
-75.8748779296875,12.4266,77,385000,77,3487.6,3448.94,24.8674
-102.97480010986328,13.8137,78,390000,78,3479.56,3233.95,26.6708
-82.02484130859375,12.7981,79,395000,79,3483.1,3032.81,26.5761
-76.87709045410156,12.5926,80,400000,80,3475.75,3441.08,24.9577
-76.00630950927734,13.8054,81,405000,81,3490.31,3454.38,26.281
-79.52738952636719,13.2226,82,410000,82,3484.71,3433.81,25.2982
-73.79753875732422,12.7482,83,415000,83,3464.25,3274.15,26.0103
-74.9847412109375,13.7678,84,420000,84,3481.13,3163.87,26.8984
-81.2159194946289,14.8162,85,425000,85,3509.69,3403.84,27.7537
-85.23748779296875,13.2694,86,430000,86,3480.11,3080.19,26.918
-83.9066390991211,12.9616,87,435000,87,3540.82,3255.88,25.9044
-79.92556762695312,13.1536,88,440000,88,3480.4,3375.2,25.3543
-80.97663879394531,12.9914,89,445000,89,3531.02,3499.4,25.7135
-117.25027465820312,13.2749,90,450000,90,3473.6,2830.72,26.8313
-78.92156982421875,12.7666,91,455000,91,3474.54,3441.69,24.9151
-88.83290100097656,13.704,92,460000,92,3493.95,3477.57,25.8103
-98.7364501953125,13.3746,93,465000,93,3482.58,3442.54,25.2616
-97.40060424804688,12.8484,94,470000,94,3486.22,3451.4,25.4714
-97.6653823852539,12.795,95,475000,95,3512.57,3489.86,24.5726
-93.1983871459961,13.278,96,480000,96,3487.06,3455.27,25.5174
-88.10633087158203,13.4984,97,485000,97,3496.52,3461.44,25.7607
-88.34798431396484,12.7695,98,490000,98,3494.87,3441.61,25.054
-93.52694702148438,12.0421,99,495000,99,3482.66,3448.26,25.1426
-105.77786254882812,13.9473,100,500000,100,3468.07,3261.14,25.8424
-98.71146392822266,12.3793,101,505000,101,3510.16,3425.9,24.4115
-90.32766723632812,12.9804,102,510000,102,3451.92,3404.06,25.7248
-98.6504135131836,12.3385,103,515000,103,3503.47,3444.2,24.7625
-90.11538696289062,12.8898,104,520000,104,3450.94,3410.87,24.5682
-79.86122131347656,12.3343,105,525000,105,3468.52,3341.59,24.5271
-92.49858856201172,11.7986,106,530000,106,3487.17,3462.62,24.3353
-99.12617492675781,13.7946,107,535000,107,3479.43,3456.47,25.9133
-110.33968353271484,13.1862,108,540000,108,3451.29,3401.83,25.6491
-93.2783203125,13.0941,109,545000,109,3445.8,3407.39,25.3287
-102.4364242553711,12.421,110,550000,110,3418.48,3347.07,25.1403
-84.8360366821289,12.3956,111,555000,111,3488.01,3187.18,24.9529
-100.595947265625,12.5097,112,560000,112,3492.75,3451.41,24.8357
-85.86128234863281,11.3098,113,565000,113,3486.21,3462.34,23.4801
-104.77860260009766,12.3188,114,570000,114,3432.96,3388.39,24.8424
