Real Sto Return,Running Reverse KL,Real Det Return,Running Forward KL,Running Env Steps,Reward Loss,Itration,Running Update Time
9693.62,16.2546,10368.1,145.3405,385000,-1942.4908447265625,77,77
10013.79,17.0123,10421.92,145.6398,390000,-1956.0863037109375,78,78
9671.67,16.461,10143.78,146.6705,395000,-2091.008056640625,79,79
9535.65,15.3308,9990.75,146.0792,400000,-2053.406982421875,80,80
10078.0,17.0357,10687.91,145.1077,405000,-2018.523193359375,81,81
10086.52,18.1489,10469.23,146.141,410000,-1993.660400390625,82,82
10233.21,17.7285,10715.55,145.4894,415000,-2017.5008544921875,83,83
10415.36,17.063,10887.16,145.0552,420000,-2010.2086181640625,84,84
9523.79,16.5911,10408.98,145.4274,425000,-2215.3125,85,85
10160.27,16.3794,10654.67,145.8016,430000,-2139.594482421875,86,86
9900.36,17.8851,10230.1,144.1983,435000,-1996.0157470703125,87,87
10268.83,15.9822,10753.36,144.4142,440000,-2116.91845703125,88,88
10413.09,18.9282,10923.88,145.025,445000,-2105.279052734375,89,89
9967.18,18.5346,10304.21,145.8897,450000,-2128.503173828125,90,90
10229.88,17.3961,10729.15,144.9365,455000,-2174.84326171875,91,91
9575.45,16.8653,9693.42,145.8191,460000,-2253.927734375,92,92
10570.91,17.2555,10915.29,143.8067,465000,-2160.160400390625,93,93
9909.44,16.7397,10605.78,144.3434,470000,-2211.60205078125,94,94
10395.17,17.6591,10639.72,144.2091,475000,-2224.217041015625,95,95
10085.41,15.6527,10460.42,145.4134,480000,-2239.05908203125,96,96
9928.01,17.5206,10330.78,144.3147,485000,-2256.911376953125,97,97
10276.95,18.6056,10659.62,144.9606,490000,-2295.383056640625,98,98
10628.29,18.2049,10926.85,143.3578,495000,-2208.25,99,99
10200.89,15.6195,10955.31,143.9748,500000,-2328.945068359375,100,100
10639.16,17.7966,10621.68,143.9634,505000,-2324.803466796875,101,101
10366.8,18.1586,10722.24,144.664,510000,-2336.46142578125,102,102
10493.74,18.9626,10801.15,144.3338,515000,-2322.87353515625,103,103
8976.79,17.4606,10216.32,143.6719,520000,-2385.6650390625,104,104
9912.18,15.1049,10016.13,144.7488,525000,-2510.90966796875,105,105
10400.93,18.3114,10868.73,144.187,530000,-2375.70068359375,106,106
10275.18,19.4931,10577.62,145.8786,535000,-2592.01708984375,107,107
10408.19,17.9019,10956.52,145.1735,540000,-2521.673095703125,108,108
10519.85,16.1676,10945.57,143.851,545000,-2520.949462890625,109,109
10708.15,18.2022,10944.04,144.8113,550000,-2531.988525390625,110,110
10077.93,16.2771,10570.06,144.3859,555000,-2503.341796875,111,111
10641.96,16.9092,11240.01,142.8998,560000,-2404.40185546875,112,112
10727.58,17.803,11155.27,143.5421,565000,-2472.7841796875,113,113
9896.96,19.2521,10676.04,145.0504,570000,-2604.50830078125,114,114
10561.07,19.8593,10822.22,145.1343,575000,-2630.3935546875,115,115
10681.96,16.6343,11095.97,144.0289,580000,-2650.44873046875,116,116
10338.75,18.3343,10768.47,144.5752,585000,-2667.969970703125,117,117
10505.12,15.9612,11039.63,143.5987,590000,-2633.820068359375,118,118
10472.32,17.7978,10928.95,144.3244,595000,-2734.384033203125,119,119
10806.81,17.3021,11275.18,143.8288,600000,-2541.95556640625,120,120
10124.68,17.2528,10867.15,143.4126,605000,-2697.5322265625,121,121
9946.95,15.5327,10827.44,144.905,610000,-2844.2802734375,122,122
10858.43,17.6915,11214.28,143.3535,615000,-2668.677490234375,123,123
10301.87,18.4536,10487.88,145.9631,620000,-2829.3095703125,124,124
10503.16,18.2225,10880.45,145.0437,625000,-2796.466552734375,125,125
10327.49,15.9292,10843.91,143.3177,630000,-2719.923828125,126,126
10893.68,16.4407,11347.65,143.476,635000,-2759.154541015625,127,127
10893.9,16.956,11482.98,143.3816,640000,-2779.8310546875,128,128
10893.72,17.0104,11272.08,143.6681,645000,-2836.136474609375,129,129
10375.59,15.6878,10926.24,143.095,650000,-2811.393798828125,130,130
10893.79,17.6876,11328.3,142.7555,655000,-2796.275634765625,131,131
10676.56,15.8366,11159.86,142.5953,660000,-2767.306884765625,132,132
10794.32,17.2343,11302.84,142.8577,665000,-2878.78125,133,133
10798.77,16.0992,11114.96,143.2576,670000,-2913.80029296875,134,134
10543.7,16.9987,11404.72,143.1855,675000,-2971.9228515625,135,135
10827.88,18.1323,11124.56,143.8681,680000,-2965.87744140625,136,136
10898.4,16.5146,11384.05,142.8353,685000,-2904.383544921875,137,137
11107.1,18.4005,11482.45,142.985,690000,-3023.792724609375,138,138
10780.27,19.445,11013.86,144.048,695000,-3010.6455078125,139,139
10168.49,15.8049,11082.07,142.3996,700000,-3032.0654296875,140,140
10878.99,18.1654,11504.27,143.0928,705000,-2976.549072265625,141,141
10031.2,15.4401,9138.78,142.4439,710000,-3091.6552734375,142,142
10191.08,16.8013,11313.33,142.5768,715000,-3153.913330078125,143,143
11001.49,17.0443,11534.33,142.8295,720000,-2983.62109375,144,144
10664.8,16.5384,11528.92,142.3034,725000,-3017.90087890625,145,145
10045.91,17.8929,10027.58,145.5519,730000,-3307.11767578125,146,146
11074.53,15.942,11498.85,142.091,735000,-3186.97119140625,147,147
11014.85,17.6967,11392.55,143.2388,740000,-3242.57080078125,148,148
11088.31,16.3455,11520.22,143.4313,745000,-3187.2119140625,149,149
11148.14,17.8437,11555.57,143.0521,750000,-3230.617431640625,150,150
10936.02,17.7194,11385.41,142.4982,755000,-3243.537353515625,151,151
10961.85,17.7722,11278.81,143.0496,760000,-3271.9326171875,152,152
10685.38,15.7236,11338.17,142.4221,765000,-3315.431640625,153,153
11105.9,17.2858,11521.72,143.0689,770000,-3384.57861328125,154,154
11035.97,17.5546,11500.01,143.1112,775000,-3283.916015625,155,155
10600.75,18.2799,11524.6,143.4917,780000,-3389.762939453125,156,156
11140.26,16.0979,11575.49,143.3256,785000,-3231.462646484375,157,157
11069.37,17.1921,11424.48,142.8511,790000,-3361.2861328125,158,158
10821.67,17.7722,11219.31,143.1259,795000,-3475.085693359375,159,159
11259.69,16.7646,10988.77,142.622,800000,-3414.765869140625,160,160
11144.82,17.1494,11716.28,142.3034,805000,-3436.27490234375,161,161
11070.47,17.5326,11486.28,142.5963,810000,-3465.1904296875,162,162
9699.46,14.7711,10492.72,143.1657,815000,-3790.9697265625,163,163
11021.16,18.0366,11294.48,143.1431,820000,-3627.124755859375,164,164
11226.59,17.5929,11669.74,142.7258,825000,-3486.885009765625,165,165
10319.4,15.4388,8692.25,141.8303,830000,-3662.925537109375,166,166
10384.29,18.2824,11758.55,143.4412,835000,-3676.8369140625,167,167
11048.77,17.4881,11392.41,144.0629,840000,-3688.756103515625,168,168
11005.8,16.1185,11207.61,142.4936,845000,-3901.503173828125,169,169
10283.54,17.1808,11782.76,143.1285,850000,-3612.44921875,170,170
11064.38,17.5782,11550.4,142.1355,855000,-3722.087890625,171,171
11121.52,16.9434,11721.4,142.3573,860000,-3715.879638671875,172,172
11019.76,15.6904,11542.08,142.3281,865000,-3803.344970703125,173,173
11286.28,17.8123,11663.15,141.8801,870000,-3641.596435546875,174,174
11398.39,18.0538,11837.92,142.2804,875000,-3727.217529296875,175,175
11128.6,17.4658,11578.3,141.9882,880000,-3689.39208984375,176,176
10713.33,19.9088,10883.04,145.7555,885000,-4073.306640625,177,177
11325.79,17.79,11737.54,142.2499,890000,-3897.107177734375,178,178
11089.16,18.8011,11426.59,143.1847,895000,-3909.146240234375,179,179
7993.3,15.3254,9982.85,143.7407,900000,-4233.6015625,180,180
11199.42,17.09,11661.52,142.3995,905000,-3851.300048828125,181,181
10887.35,18.1776,11703.05,142.9043,910000,-4046.798828125,182,182
11247.08,18.0012,11616.34,143.2323,915000,-4238.84130859375,183,183
11191.87,18.6882,11596.75,142.1321,920000,-4007.718994140625,184,184
11000.09,17.0035,11375.74,141.9145,925000,-3995.4853515625,185,185
11181.26,16.4864,11595.16,141.6834,930000,-4078.20458984375,186,186
10372.12,17.5375,11698.4,142.7866,935000,-4078.91552734375,187,187
9808.17,16.2196,10766.99,143.4622,940000,-4284.85693359375,188,188
10978.0,16.8313,11448.49,142.9271,945000,-4194.326171875,189,189
11328.29,19.2438,11657.16,143.7551,950000,-4176.234375,190,190
11077.77,18.7791,11389.98,142.9214,955000,-4256.16455078125,191,191
11329.77,18.7711,11722.83,143.6899,960000,-4326.630859375,192,192
10353.8,16.5698,10994.92,143.1943,965000,-4370.33349609375,193,193
7092.53,13.8193,5453.74,143.2399,970000,-4793.2841796875,194,194
11368.24,17.9365,11779.65,142.4829,975000,-4351.16748046875,195,195
11248.44,19.1767,11707.63,143.8097,980000,-4433.25634765625,196,196
11481.44,17.4057,11919.48,142.2756,985000,-4402.712890625,197,197
11041.85,18.9237,11439.5,143.1185,990000,-4431.52197265625,198,198
11373.98,17.3597,11871.5,141.7101,995000,-4382.78759765625,199,199
11017.24,17.8718,11441.16,142.9932,1000000,-4619.099609375,200,200
10153.17,17.4424,10512.16,145.2877,1005000,-4859.77001953125,201,201
10567.9,17.4745,11069.16,144.2459,1010000,-4854.1103515625,202,202
10625.0,17.4796,11107.33,144.0362,1015000,-4737.1083984375,203,203
11028.34,17.5724,11438.47,142.9948,1020000,-4502.29052734375,204,204
10947.15,17.5652,11420.51,142.9378,1025000,-4575.74755859375,205,205
10951.77,17.6121,11607.97,142.5631,1030000,-4741.79052734375,206,206
10982.72,17.3907,11413.05,143.3427,1035000,-4656.28466796875,207,207
10612.18,17.271,11073.78,143.9405,1040000,-4875.32421875,208,208
10668.47,17.7954,11054.68,143.9712,1045000,-4938.783203125,209,209
10335.24,17.5976,10982.25,144.9742,1050000,-4887.44091796875,210,210
10968.86,18.3135,11367.71,143.6303,1055000,-4836.595703125,211,211
10887.63,18.2635,11187.17,144.2131,1060000,-4892.27490234375,212,212
10848.58,17.9065,11190.38,143.3081,1065000,-4873.80859375,213,213
10968.39,17.6843,11241.3,142.9296,1070000,-4833.76025390625,214,214
10715.96,16.918,11189.77,143.1034,1075000,-4897.7080078125,215,215
10094.02,17.2238,10847.52,144.5923,1080000,-5055.169921875,216,216
10671.7,17.7041,10835.3,143.4176,1085000,-5020.5361328125,217,217
10826.91,17.4731,11282.03,143.2375,1090000,-4898.86083984375,218,218
10448.14,17.0304,10466.06,144.1707,1095000,-5113.7900390625,219,219
10814.45,17.7813,11259.49,143.2774,1100000,-5030.60791015625,220,220
10338.07,17.8291,11234.79,144.211,1105000,-4978.2685546875,221,221
10525.75,17.8944,11004.75,143.806,1110000,-4948.86669921875,222,222
10183.37,17.3173,10557.9,145.0461,1115000,-5243.00048828125,223,223
10057.47,16.5697,10404.16,144.5113,1120000,-5211.41259765625,224,224
10496.62,17.785,10944.5,143.9303,1125000,-5278.9208984375,225,225
10360.36,16.4399,10358.85,144.6209,1130000,-5251.6376953125,226,226
10730.03,18.3366,11146.9,144.1718,1135000,-5033.59423828125,227,227
10167.75,17.5935,10821.38,144.503,1140000,-5256.34765625,228,228
10621.69,18.0473,11147.25,143.8983,1145000,-5058.830078125,229,229
10210.17,17.4106,10326.22,144.4731,1150000,-5270.88720703125,230,230
9870.26,16.7174,10135.23,145.4181,1155000,-5507.92822265625,231,231
10805.91,17.5061,11134.07,143.7544,1160000,-5119.81787109375,232,232
10303.11,16.1151,10748.83,143.8384,1165000,-5306.40771484375,233,233
10458.55,17.4847,11058.32,143.6433,1170000,-5225.43115234375,234,234
9907.91,16.8887,10251.91,145.3618,1175000,-5472.58740234375,235,235
10442.52,17.2986,10965.33,143.8745,1180000,-5339.89208984375,236,236
10661.68,17.5163,11106.42,143.7099,1185000,-5274.92041015625,237,237
10220.33,17.2451,10906.29,144.4753,1190000,-5339.5869140625,238,238
10298.18,16.9542,10071.16,144.2394,1195000,-5455.4892578125,239,239
9838.69,17.3273,11080.62,144.116,1200000,-5444.20556640625,240,240
10620.56,16.8252,11053.93,143.9008,1205000,-5367.47021484375,241,241
10653.67,18.1081,10967.97,144.1155,1210000,-5397.1455078125,242,242
10649.51,17.7478,11377.25,143.3502,1215000,-5260.36669921875,243,243
9479.14,17.2074,10623.04,145.1041,1220000,-5562.34521484375,244,244
10548.65,18.1032,10700.58,144.316,1225000,-5504.1865234375,245,245
10295.71,17.5016,10672.37,145.1411,1230000,-5645.52783203125,246,246
10803.11,17.3706,11258.19,144.2964,1235000,-5366.26953125,247,247
10103.3,17.1609,10586.58,145.1201,1240000,-5613.7353515625,248,248
9387.08,16.934,10840.64,144.6323,1245000,-5603.74951171875,249,249
9990.32,17.8253,10751.0,144.7461,1250000,-5589.97314453125,250,250
9351.39,15.915,10141.36,145.7096,1255000,-5748.65673828125,251,251
10671.08,17.9298,11262.07,144.5456,1260000,-5669.79443359375,252,252
10602.82,17.5435,10902.98,144.7269,1265000,-5665.15234375,253,253
10969.92,18.5402,11470.92,143.0983,1270000,-5479.22802734375,254,254
10848.1,17.7676,11433.56,144.4777,1275000,-5592.017578125,255,255
10494.05,17.3423,10888.5,144.1478,1280000,-5550.052734375,256,256
10940.21,18.5519,11365.01,144.0059,1285000,-5574.50390625,257,257
10004.76,17.6084,11000.35,144.6385,1290000,-5794.9521484375,258,258
10345.36,17.9598,10874.81,144.4653,1295000,-5647.9775390625,259,259
10127.18,17.881,11169.03,144.7773,1300000,-5757.3525390625,260,260
10540.45,17.8676,10997.56,144.1189,1305000,-5674.45556640625,261,261
10541.11,18.1264,11120.81,143.996,1310000,-5597.84423828125,262,262
10230.85,16.858,10738.77,145.0088,1315000,-5842.123046875,263,263
10521.93,18.1522,11344.17,143.8447,1320000,-5831.1650390625,264,264
10740.46,18.8077,10886.05,143.981,1325000,-5740.24072265625,265,265
10575.87,17.0737,10661.0,143.4391,1330000,-5807.2294921875,266,266
9928.65,18.5007,11357.29,144.3296,1335000,-5896.7587890625,267,267
10169.0,17.2356,10532.7,144.8778,1340000,-6091.66650390625,268,268
9730.8,17.4371,10828.72,144.6435,1345000,-5858.43408203125,269,269
10943.13,18.8421,11667.44,143.1825,1350000,-5718.4970703125,270,270
10796.91,18.0504,11370.3,143.4514,1355000,-5861.11572265625,271,271
10111.78,17.3399,10489.23,144.2485,1360000,-5926.4794921875,272,272
10132.18,16.8143,10685.24,143.6862,1365000,-5795.46337890625,273,273
10180.89,17.2858,11045.46,144.4313,1370000,-5936.32373046875,274,274
10818.85,18.9163,11466.14,143.2509,1375000,-5771.42138671875,275,275
9868.23,18.1233,11208.23,144.0221,1380000,-6097.99365234375,276,276
10487.63,18.0803,10910.47,144.0893,1385000,-5915.68408203125,277,277
10475.56,17.8365,11638.42,143.0617,1390000,-5847.03076171875,278,278
10504.11,17.7159,11081.78,143.6712,1395000,-5797.119140625,279,279
10053.37,17.3105,10347.99,144.1062,1400000,-6200.8017578125,280,280
10921.93,18.0236,11391.66,144.1194,1405000,-6010.521484375,281,281
10636.46,17.8411,11136.33,142.9663,1410000,-6021.09619140625,282,282
10155.79,17.384,11135.56,143.5267,1415000,-6204.58251953125,283,283
10922.71,18.0252,11616.29,144.2593,1420000,-5967.5859375,284,284
10826.28,18.5512,11281.74,143.5625,1425000,-6010.86865234375,285,285
10383.44,18.2097,11011.19,143.9786,1430000,-6287.83251953125,286,286
10627.92,17.8844,11441.65,142.7725,1435000,-5998.10546875,287,287
10820.37,18.4369,11405.99,143.5522,1440000,-5982.03125,288,288
10324.73,17.8063,11159.57,143.3221,1445000,-6176.0078125,289,289
10675.59,18.4914,10998.52,143.9487,1450000,-6073.3515625,290,290
9809.65,17.3099,10775.05,144.712,1455000,-6148.193359375,291,291
10181.47,16.248,10924.79,144.069,1460000,-6228.64013671875,292,292
11230.87,18.2423,11686.53,143.2333,1465000,-6014.92138671875,293,293
10737.12,17.9802,11319.84,144.0265,1470000,-6182.61962890625,294,294
11005.24,18.1804,11595.24,142.9541,1475000,-6021.83642578125,295,295
10193.09,17.0093,10736.03,144.2885,1480000,-6425.7783203125,296,296
10579.1,17.4839,11246.41,144.5005,1485000,-6407.78759765625,297,297
9212.32,16.0323,9292.04,145.2779,1490000,-6425.6005859375,298,298
9564.01,17.3674,9840.12,144.369,1495000,-6205.8681640625,299,299
10409.15,17.9533,10994.14,144.3491,1500000,-6412.455078125,300,300
9598.4,17.5653,10582.39,145.831,1505000,-6576.81787109375,301,301
10081.32,17.5769,10754.95,143.8657,1510000,-6332.064453125,302,302
10002.03,17.6251,10780.26,145.0805,1515000,-6502.87841796875,303,303
10919.35,18.1698,11595.25,143.5177,1520000,-6295.52978515625,304,304
9563.37,16.8237,10274.69,144.7377,1525000,-6513.32080078125,305,305
10685.53,17.148,10710.69,142.8683,1530000,-6132.50732421875,306,306
10005.09,16.8825,10362.84,144.8263,1535000,-6537.24951171875,307,307
10436.16,17.8127,11186.78,144.2,1540000,-6422.1298828125,308,308
9893.52,17.0007,10866.62,144.0223,1545000,-6336.58154296875,309,309
9832.54,15.2612,9909.8,144.7976,1550000,-6407.5068359375,310,310
10721.21,17.7051,11204.59,144.0235,1555000,-6544.1337890625,311,311
10175.87,16.5466,11009.86,144.5326,1560000,-6454.23486328125,312,312
11083.79,17.6078,11660.11,142.0092,1565000,-6245.31689453125,313,313
10148.74,15.7462,10506.8,143.8815,1570000,-6508.7216796875,314,314
11455.54,17.9473,11819.85,142.7449,1575000,-6527.50244140625,315,315
11272.03,17.2085,11697.17,143.5779,1580000,-6448.59130859375,316,316
11383.49,18.0316,11856.46,143.6254,1585000,-6373.34326171875,317,317
11144.29,17.2441,11978.12,142.9625,1590000,-6464.42724609375,318,318
11309.62,18.0466,11758.71,142.7956,1595000,-6609.70751953125,319,319
11577.55,16.6849,11990.7,143.2822,1600000,-6439.4970703125,320,320
10127.21,17.6205,11932.65,142.9502,1605000,-6433.59375,321,321
11457.44,17.346,11926.17,143.0478,1610000,-6580.81103515625,322,322
11571.99,17.8898,10635.81,142.6247,1615000,-6602.8486328125,323,323
11637.24,17.1591,12019.75,142.2974,1620000,-6478.05126953125,324,324
11537.26,17.9721,11926.99,142.7138,1625000,-6567.04248046875,325,325
11578.91,18.488,11901.48,142.4976,1630000,-6717.1982421875,326,326
11527.34,18.2032,11811.84,142.3714,1635000,-6613.77197265625,327,327
11373.4,17.7699,12062.29,142.4121,1640000,-6551.814453125,328,328
11718.87,17.5306,12143.86,142.2092,1645000,-6520.55029296875,329,329
11744.14,17.5672,12110.21,142.4992,1650000,-6673.08251953125,330,330
11137.77,17.689,12286.19,140.7981,1655000,-6562.9716796875,331,331
10716.7,17.6325,12141.54,141.5369,1660000,-6793.18798828125,332,332
11760.27,17.7501,12129.64,141.427,1665000,-6724.94482421875,333,333
11752.61,17.6234,12206.04,140.0672,1670000,-6645.01611328125,334,334
11729.39,17.3144,12210.33,141.416,1675000,-6537.57861328125,335,335
11611.14,17.7458,12004.94,142.9105,1680000,-6723.00439453125,336,336
11827.02,17.9867,12201.63,141.4614,1685000,-6809.3701171875,337,337
11591.52,17.7341,12146.35,140.6883,1690000,-6679.4404296875,338,338
11809.28,17.6543,12346.3,141.7785,1695000,-6853.8251953125,339,339
11578.04,18.5978,12075.09,142.4139,1700000,-6913.93359375,340,340
10828.7,16.833,12057.69,141.8716,1705000,-6767.0048828125,341,341
11874.35,18.3444,12400.4,141.6363,1710000,-6920.23974609375,342,342
10889.24,18.7757,12315.97,142.1756,1715000,-6965.15576171875,343,343
11766.58,18.5781,12219.96,142.0404,1720000,-6995.82958984375,344,344
11890.47,18.0071,12319.93,142.4432,1725000,-7106.708984375,345,345
11308.64,17.2622,12221.3,141.5513,1730000,-6941.80810546875,346,346
11844.82,18.3329,12371.55,141.441,1735000,-7123.28857421875,347,347
10942.25,17.6656,11530.3,143.7671,1740000,-7531.291015625,348,348
10083.49,18.8397,10470.6,146.3134,1745000,-7343.79052734375,349,349
6725.73,15.6394,6880.12,148.0277,1750000,-7464.7314453125,350,350
5447.46,12.7876,5953.66,146.6987,1755000,-7021.1962890625,351,351
7853.52,15.4414,10165.38,143.738,1760000,-7254.6220703125,352,352
9819.43,15.6302,9490.56,144.368,1765000,-7149.119140625,353,353
6777.95,28.8895,8062.79,145.0335,1770000,-7166.30224609375,354,354
6625.54,27.841,8563.32,145.9037,1775000,-6749.62255859375,355,355
9967.81,17.3593,10515.38,143.0542,1780000,-7570.12939453125,356,356
10406.79,18.8875,11931.74,143.6101,1785000,-7119.5341796875,357,357
10632.58,17.509,10203.34,143.0179,1790000,-7399.47119140625,358,358
10523.47,20.169,11715.81,143.8398,1795000,-7655.55419921875,359,359
10893.59,18.534,11470.45,143.4872,1800000,-7435.14208984375,360,360
11262.84,18.3857,11965.64,141.8855,1805000,-7496.39599609375,361,361
10841.93,19.6573,11652.04,143.2236,1810000,-7802.5380859375,362,362
9861.44,19.549,11246.02,142.2046,1815000,-7637.50537109375,363,363
9697.14,19.9096,11094.3,144.3126,1820000,-7823.30029296875,364,364
11364.72,19.5952,11878.14,142.7893,1825000,-7754.37158203125,365,365
11103.2,17.5766,11800.88,142.3803,1830000,-7744.87255859375,366,366
11215.25,18.8504,11654.52,144.4596,1835000,-7895.25927734375,367,367
11217.18,17.8316,11793.56,143.5798,1840000,-7805.30615234375,368,368
10928.91,18.126,11622.54,143.5887,1845000,-7910.80322265625,369,369
10285.13,17.166,11549.89,143.3036,1850000,-7847.67724609375,370,370
10983.88,17.7624,11651.54,143.1664,1855000,-7745.14599609375,371,371
11422.92,18.1671,12162.3,141.8421,1860000,-7830.7353515625,372,372
11274.56,17.6258,12214.32,142.2504,1865000,-7775.1484375,373,373
11506.98,19.2684,12241.05,142.1788,1870000,-7789.18798828125,374,374
10663.03,18.6257,12097.38,141.8418,1875000,-7661.3427734375,375,375
11441.83,17.9824,11880.78,141.0572,1880000,-7752.94482421875,376,376
10498.37,18.0604,11556.89,141.8144,1885000,-7847.80712890625,377,377
11606.14,16.3768,12156.76,141.8969,1890000,-7684.67919921875,378,378
11643.29,18.4386,12324.48,141.7275,1895000,-7918.0078125,379,379
11511.1,18.1072,12182.55,143.3505,1900000,-8067.20751953125,380,380
11680.82,18.3389,12345.17,142.7804,1905000,-7909.34130859375,381,381
10985.37,18.3642,12297.32,142.3556,1910000,-7882.1650390625,382,382
