Reward Loss,Running Update Time,Real Sto Return,Itration,Running Reverse KL,Running Env Steps,Running Forward KL,Real Det Return
-11862.208984375,387,4759.56,387,77.1005,1935000,83.9747,5531.94
-10615.091796875,388,4027.41,388,61.5739,1940000,72.4179,4646.96
-11938.3330078125,389,4967.4,389,81.6294,1945000,85.4158,4896.29
-11877.1337890625,390,5230.85,390,81.7659,1950000,84.3621,4933.91
-11756.4580078125,391,4220.25,391,67.9795,1955000,77.2794,5226.11
-11137.84375,392,4012.51,392,75.7107,1960000,77.4538,4894.64
-7401.10791015625,393,-2570.49,393,593.6923,1965000,110.2529,-2313.87
-7515.15625,394,-891.6,394,721.0591,1970000,99.6892,-1939.87
-7306.7119140625,395,-453.62,395,593.2723,1975000,98.582,-777.27
-7102.71923828125,396,-1623.63,396,493.3879,1980000,89.2235,-1717.03
-6832.6796875,397,-1073.26,397,438.1702,1985000,81.8262,-707.16
-6793.38623046875,398,-990.12,398,385.2403,1990000,84.994,-1210.77
-6157.849609375,399,-1311.34,399,166.837,1995000,81.0738,-1422.0
-7513.60693359375,400,-1137.34,400,499.3286,2000000,88.2249,-1535.0
-8102.54296875,401,-1011.7,401,440.993,2005000,93.6331,-1192.99
-7310.2841796875,402,-638.82,402,163.1243,2010000,82.5488,-875.74
-7031.2255859375,403,-763.19,403,118.4868,2015000,82.6423,-833.98
-6700.6806640625,404,-511.84,404,68.6275,2020000,77.9131,-543.41
-7329.00927734375,405,-704.95,405,136.3652,2025000,77.7429,-575.78
-7485.41259765625,406,-566.85,406,122.5945,2030000,77.3983,-566.18
-7663.7568359375,407,-121.36,407,68.1857,2035000,75.5458,190.0
-9266.728515625,408,1057.98,408,43.5529,2040000,72.2144,1119.61
-9167.5234375,409,1309.29,409,46.642,2045000,70.3905,1410.29
-9288.49609375,410,1132.32,410,46.3617,2050000,72.3479,1007.18
-9299.2763671875,411,852.85,411,45.8989,2055000,72.0924,1428.63
-8127.98388671875,412,1071.9,412,49.1057,2060000,72.6054,1059.39
-7807.67138671875,413,965.64,413,56.8925,2065000,71.3574,1066.02
-8697.4423828125,414,1221.68,414,44.6404,2070000,69.4133,1358.56
-9265.1806640625,415,2141.74,415,48.5891,2075000,70.8765,2467.92
-9147.2607421875,416,2307.05,416,45.8124,2080000,71.4693,2427.6
-10347.7197265625,417,2583.94,417,52.631,2085000,72.7225,3224.04
-10966.845703125,418,2791.0,418,57.7408,2090000,74.3904,3640.84
-11016.3388671875,419,2834.11,419,58.7637,2095000,74.4577,3452.17
-12085.2548828125,420,3487.08,420,73.011,2100000,82.2093,4232.04
-10484.306640625,421,3562.72,421,56.789,2105000,72.6614,3787.32
-11502.2109375,422,3736.68,422,66.2304,2110000,78.2825,4023.38
-11084.8251953125,423,3333.17,423,64.9858,2115000,75.4598,4286.53
-11794.1572265625,424,3347.42,424,70.1038,2120000,78.8205,3771.77
-10878.314453125,425,3667.6,425,58.1983,2125000,72.3942,4789.96
-11730.53125,426,4281.07,426,69.1008,2130000,79.1659,4658.74
-11287.18359375,427,4488.9,427,62.7207,2135000,76.1759,5133.96
-11307.466796875,428,3542.97,428,68.0898,2140000,77.9923,4229.85
-11884.3173828125,429,4646.38,429,69.8066,2145000,76.6941,4935.23
-12230.3330078125,430,4745.92,430,81.1359,2150000,84.2133,5115.99
-12276.0537109375,431,4649.87,431,73.0301,2155000,80.5974,5177.98
-11932.298828125,432,4722.53,432,67.5937,2160000,78.6835,5216.14
-11940.2666015625,433,4192.14,433,62.9525,2165000,75.7973,4855.69
-11821.2890625,434,4363.4,434,68.0187,2170000,76.6522,5246.56
-12233.7802734375,435,4250.65,435,75.0197,2175000,80.5725,4909.08
-12161.27734375,436,4184.74,436,69.8595,2180000,79.578,4757.33
-12050.173828125,437,4842.8,437,68.2239,2185000,76.359,5185.85
-12346.3974609375,438,4612.0,438,72.2186,2190000,78.3818,4642.74
-12048.8759765625,439,4964.44,439,75.0199,2195000,80.5039,5155.57
-12342.365234375,440,4466.2,440,75.1452,2200000,81.0456,5154.41
-12078.205078125,441,3404.41,441,69.2737,2205000,78.8801,4728.76
-9883.3232421875,442,471.06,442,215.5266,2210000,76.9322,777.11
-8763.2607421875,443,-1979.64,443,358.9791,2215000,97.6691,-1703.89
-8779.0791015625,444,-1657.91,444,150.6292,2220000,94.7491,-1920.28
-8072.7080078125,445,-1455.95,445,207.3553,2225000,93.9555,-1395.48
-7588.177734375,446,-970.6,446,254.2834,2230000,84.3173,-1598.13
-8479.263671875,447,-1630.01,447,286.5565,2235000,85.8556,-1980.23
-7824.2216796875,448,-1249.26,448,217.0594,2240000,84.1207,-665.91
-6362.10986328125,449,-611.13,449,73.7066,2245000,78.3841,-1045.94
-7393.47607421875,450,-936.17,450,126.685,2250000,78.8254,-870.5
-7997.3525390625,451,-836.96,451,108.5219,2255000,85.4336,-517.86
-7758.06884765625,452,-947.14,452,106.162,2260000,87.522,-1299.33
-7834.94189453125,453,-1273.04,453,229.1078,2265000,87.8902,-1226.73
-8523.51171875,454,-1656.31,454,236.9973,2270000,95.414,-1618.32
-8762.4755859375,455,-990.96,455,245.4226,2275000,91.1357,-1225.4
-8193.1943359375,456,-706.33,456,112.7343,2280000,85.1478,-828.81
-7371.8193359375,457,-726.83,457,163.3469,2285000,97.4065,-950.62
-6905.36376953125,458,-1037.8,458,181.4122,2290000,102.6367,-934.14
-7415.32861328125,459,-702.33,459,182.4965,2295000,102.4896,-641.46
-6135.84912109375,460,-935.91,460,151.7217,2300000,94.7669,-1137.46
-6920.99853515625,461,-977.52,461,248.8127,2305000,95.6863,-999.26
-9379.197265625,462,360.69,462,55.4619,2310000,72.7511,577.06
-9595.14453125,463,961.95,463,45.9229,2315000,68.1705,1242.52
-9765.7470703125,464,2279.85,464,42.6766,2320000,69.8769,3206.21
-10834.599609375,465,2382.61,465,45.6798,2325000,70.0771,3585.05
-10457.8798828125,466,2842.65,466,49.2466,2330000,69.0275,2008.57
-9820.7841796875,467,2331.66,467,46.0354,2335000,68.9664,2975.06
-10059.1650390625,468,3179.69,468,41.9927,2340000,69.0084,3431.92
-10732.3955078125,469,2898.5,469,48.9368,2345000,69.2518,3931.64
-10890.1572265625,470,3300.05,470,52.3978,2350000,70.5639,3482.89
-11740.55078125,471,3561.77,471,69.2397,2355000,77.8805,4444.94
-11435.126953125,472,4116.6,472,60.2897,2360000,75.0162,4750.79
-11316.7705078125,473,4147.57,473,62.8951,2365000,74.5602,4013.9
-11021.49609375,474,3814.87,474,55.332,2370000,70.534,3806.87
-11612.87109375,475,3891.09,475,60.6374,2375000,73.0231,4709.32
-11702.13671875,476,3991.14,476,61.123,2380000,73.7679,4850.77
-12000.1376953125,477,3476.83,477,63.3636,2385000,75.839,4441.72
-11716.314453125,478,3492.33,478,60.8942,2390000,73.3008,4522.03
-11731.0048828125,479,3093.15,479,62.3667,2395000,72.4181,4142.41
-11848.0908203125,480,3669.77,480,67.7812,2400000,76.7013,4860.61
-12223.2333984375,481,3552.42,481,68.3164,2405000,79.0985,4333.89
-11980.4462890625,482,3849.5,482,71.8578,2410000,78.4891,4423.58
-11854.4580078125,483,3590.81,483,64.9469,2415000,74.7121,4206.11
-11349.16015625,484,2761.42,484,55.143,2420000,70.099,4556.02
-12031.8447265625,485,4144.69,485,65.4909,2425000,74.2205,4957.29
-12365.1162109375,486,3433.29,486,67.7263,2430000,79.4786,4355.46
-12491.9404296875,487,3177.61,487,63.7216,2435000,76.5432,4443.8
-11755.150390625,488,4033.54,488,65.6813,2440000,75.22,4148.67
-11535.5546875,489,2969.79,489,65.4275,2445000,73.4584,4447.29
-12245.619140625,490,4058.96,490,73.9764,2450000,78.9816,4181.12
-12057.208984375,491,2572.66,491,63.2451,2455000,74.5758,3919.04
-11985.4306640625,492,3261.73,492,60.4941,2460000,72.509,2928.7
-12585.9833984375,493,3042.82,493,76.3084,2465000,82.7316,4290.37
-12614.220703125,494,4388.55,494,72.9875,2470000,79.9908,4392.58
-12124.9580078125,495,2445.74,495,68.779,2475000,77.5453,3537.36
-13015.0341796875,496,4024.71,496,77.2818,2480000,81.9814,4932.37
-12948.556640625,497,3968.82,497,72.5153,2485000,78.9152,4587.46
-12613.0830078125,498,3274.72,498,63.0115,2490000,75.3028,3391.67
-12168.5107421875,499,4088.89,499,65.2008,2495000,73.1769,4849.45
-13031.326171875,500,3516.72,500,73.4253,2500000,78.5995,4197.1
-12105.2255859375,501,3851.04,501,67.5785,2505000,74.0588,4933.91
-12405.0830078125,502,3812.18,502,62.5488,2510000,72.4815,4375.4
-12900.0927734375,503,3553.93,503,73.4094,2515000,79.9442,4729.1
-13219.9111328125,504,4393.49,504,75.118,2520000,80.9784,5154.93
-12928.7822265625,505,4274.81,505,71.8526,2525000,78.47,5057.3
-13066.751953125,506,4270.14,506,82.0095,2530000,82.1182,4869.34
-12684.4375,507,4663.05,507,68.3133,2535000,75.0953,5177.15
-12569.076171875,508,4501.13,508,71.2523,2540000,74.8816,5099.44
-12996.0185546875,509,4046.1,509,81.8713,2545000,81.6628,5130.88
-12778.140625,510,4650.89,510,72.6541,2550000,75.4335,4392.95
-13055.0693359375,511,3596.43,511,75.8853,2555000,79.9076,4486.64
-13099.3271484375,512,3561.59,512,71.2751,2560000,76.3131,4776.87
-13160.974609375,513,4725.32,513,74.378,2565000,78.9528,4920.32
-13213.966796875,514,5090.92,514,76.6546,2570000,83.1797,4995.98
-13325.6796875,515,3973.97,515,75.813,2575000,81.154,5101.39
-13181.4658203125,516,4838.19,516,72.6309,2580000,77.6234,5195.31
-13237.9091796875,517,4152.37,517,68.535,2585000,77.2982,5228.75
-13267.103515625,518,4848.2,518,72.7975,2590000,80.2042,5148.22
-12282.9033203125,519,3744.49,519,61.1942,2595000,72.1673,4700.3
-13273.275390625,520,4219.75,520,76.9188,2600000,80.1299,4312.08
-12776.1611328125,521,4545.64,521,68.6553,2605000,73.4631,4825.98
-13331.3251953125,522,4335.4,522,75.668,2610000,79.947,4782.76
-12542.0517578125,523,4813.71,523,61.4736,2615000,72.3179,4911.57
-12754.712890625,524,4497.59,524,66.3069,2620000,72.2624,5196.84
-13358.150390625,525,3647.7,525,69.5928,2625000,80.3617,4644.25
-13569.2265625,526,4720.36,526,72.6688,2630000,82.6942,5353.1
-13343.9599609375,527,4670.04,527,64.709,2635000,74.9584,5226.27
-13309.873046875,528,4779.84,528,74.9108,2640000,82.0461,5391.69
-13442.873046875,529,4801.18,529,74.564,2645000,81.8602,5262.54
-13431.55859375,530,4698.16,530,74.9769,2650000,82.2122,5299.31
-12891.5078125,531,4953.33,531,69.6172,2655000,76.2785,5268.78
-13625.47265625,532,4770.15,532,75.8819,2660000,83.0527,5109.26
-13267.41015625,533,4568.23,533,78.6052,2665000,82.9347,5223.47
-13296.4931640625,534,4654.62,534,75.7408,2670000,81.4088,4881.46
-13145.3212890625,535,4334.61,535,71.3493,2675000,77.6666,5013.98
-13281.4599609375,536,4657.28,536,74.4856,2680000,82.2026,4722.29
-13643.66796875,537,4506.05,537,78.3425,2685000,82.7727,5074.8
-13898.8076171875,538,5065.42,538,75.3816,2690000,82.1133,5407.35
-13886.9326171875,539,5058.86,539,74.3485,2695000,82.6819,5502.39
-13384.09375,540,4940.48,540,77.2983,2700000,81.2849,5340.62
-13717.51171875,541,5133.54,541,75.065,2705000,82.0458,5469.67
-13584.15234375,542,4771.66,542,75.9137,2710000,81.7807,4946.39
-13824.443359375,543,4958.28,543,77.23,2715000,82.8965,5109.55
-13697.166015625,544,4517.89,544,73.0437,2720000,81.3191,5452.63
-13899.1396484375,545,4833.4,545,72.658,2725000,79.612,5067.78
-13735.8359375,546,4549.75,546,76.0833,2730000,82.1533,5381.43
-13849.1865234375,547,4478.86,547,76.8845,2735000,81.7548,5257.68
-13609.37109375,548,4973.21,548,71.607,2740000,79.58,5341.5
-13963.796875,549,4761.03,549,72.9636,2745000,82.5034,5130.36
-13873.9453125,550,4685.78,550,76.9401,2750000,81.6248,5371.88
-13220.9873046875,551,4067.07,551,68.5912,2755000,77.1738,5336.68
-13217.84765625,552,5002.16,552,69.8906,2760000,75.8963,5373.85
-13724.283203125,553,4555.58,553,74.8989,2765000,80.5594,5042.94
-13954.37109375,554,4111.55,554,74.9147,2770000,81.4276,5286.57
-13904.9228515625,555,4639.39,555,74.8265,2775000,81.4398,5117.95
-13848.408203125,556,4985.67,556,75.5913,2780000,80.5837,5335.57
-14008.9443359375,557,4700.17,557,71.9981,2785000,82.2526,4715.02
-14039.6806640625,558,5019.59,558,75.9346,2790000,80.246,5333.06
-13904.6962890625,559,4773.07,559,74.8776,2795000,81.0076,5154.29
-14229.2880859375,560,4866.92,560,75.0568,2800000,80.6878,5219.46
-14163.3203125,561,4872.81,561,73.1143,2805000,81.204,5290.83
-13899.8623046875,562,4717.88,562,72.8049,2810000,79.6118,4998.81
-14166.4521484375,563,4606.17,563,75.4016,2815000,78.4515,5325.69
-14050.26953125,564,4977.53,564,75.1966,2820000,79.8204,4957.41
-13991.556640625,565,4600.86,565,72.8044,2825000,79.6073,4670.71
-13989.8623046875,566,4296.4,566,73.3009,2830000,76.5766,5096.09
-14227.0390625,567,4480.74,567,80.8257,2835000,81.2435,5190.23
-14443.36328125,568,4779.02,568,78.9126,2840000,82.104,5171.87
-14072.62109375,569,4841.94,569,83.4783,2845000,81.6577,5135.24
-13834.3525390625,570,4468.92,570,71.8134,2850000,78.0366,4718.0
-14077.484375,571,4694.74,571,78.5623,2855000,80.3468,5114.48
-13956.4990234375,572,3454.41,572,75.319,2860000,75.1499,4069.83
-14066.30859375,573,4472.63,573,78.8969,2865000,81.9138,4992.68
-14493.580078125,574,4713.45,574,78.0258,2870000,80.5055,5187.92
-14362.697265625,575,4658.83,575,79.411,2875000,80.0895,5268.07
-14038.31640625,576,4709.58,576,78.0367,2880000,78.0615,4906.4
-13836.8876953125,577,4488.43,577,77.5687,2885000,76.0394,5379.38
-14063.0908203125,578,4613.63,578,78.7969,2890000,79.7096,5047.32
-14397.0625,579,4737.64,579,83.9862,2895000,82.5989,5202.88
-13634.7060546875,580,4728.51,580,71.1032,2900000,76.5379,5089.32
-14312.189453125,581,4741.09,581,79.6974,2905000,81.2035,4960.07
-14104.32421875,582,4046.51,582,77.7585,2910000,78.2504,4993.45
-13851.748046875,583,4940.35,583,73.9115,2915000,77.6673,5387.73
-13473.6171875,584,4788.67,584,67.2997,2920000,72.8149,5273.8
-13722.99609375,585,4658.49,585,70.409,2925000,74.8567,5392.53
-14347.115234375,586,4258.77,586,75.5161,2930000,78.4355,4760.05
-14507.01171875,587,4524.14,587,74.1385,2935000,79.5526,5358.27
-13769.4404296875,588,4651.17,588,69.9368,2940000,74.9429,4874.21
-14508.7763671875,589,4800.45,589,76.4132,2945000,79.5647,4918.76
-14357.2685546875,590,4144.5,590,73.2238,2950000,79.5695,4899.23
-14351.546875,591,3920.04,591,74.3852,2955000,79.8836,5192.04
-14162.3349609375,592,5032.47,592,70.8064,2960000,77.1357,5371.26
-14337.359375,593,5065.7,593,74.4557,2965000,76.8579,5139.99
-14019.7265625,594,3811.91,594,75.5683,2970000,78.1242,4180.35
-14294.037109375,595,4444.65,595,75.606,2975000,77.2087,4214.15
-14333.6904296875,596,4621.55,596,78.105,2980000,79.0444,4811.09
-14411.537109375,597,5170.33,597,76.7879,2985000,79.5785,5526.02
-14352.3447265625,598,3902.01,598,76.4329,2990000,79.0171,4981.28
-14755.1611328125,599,4649.62,599,82.3894,2995000,81.4134,5256.13
