Real Det Return,Itration,Running Env Steps,Reward Loss,Real Sto Return,Running Reverse KL,Running Forward KL,Running Update Time
2310.66,387,1935000,-65186.11328125,1954.22,15.4036,156.5668,387
2293.77,388,1940000,-64625.046875,1976.76,15.2183,156.5422,388
2292.94,389,1945000,-65034.66015625,1991.71,15.3371,156.6583,389
2313.79,390,1950000,-65487.22265625,1974.91,15.3872,156.4597,390
2296.65,391,1955000,-65841.6796875,1979.24,15.3602,156.705,391
2313.23,392,1960000,-65565.5,1942.83,15.3626,156.6054,392
2298.35,393,1965000,-65628.1875,1955.49,15.1532,156.6398,393
2255.16,394,1970000,-65800.8046875,1947.77,15.2452,156.6551,394
2295.75,395,1975000,-65617.6640625,1961.88,15.2034,156.6743,395
2283.0,396,1980000,-65949.375,1980.53,15.3379,156.5922,396
2296.15,397,1985000,-66101.4375,1912.24,15.2284,156.5675,397
2266.73,398,1990000,-66021.109375,1962.32,15.2533,156.5197,398
2268.55,399,1995000,-66137.8203125,1953.5,15.0626,156.6579,399
2311.75,400,2000000,-66450.5625,1980.64,15.2855,156.6643,400
2267.98,401,2005000,-66287.828125,1962.85,15.1829,156.7652,401
2320.05,402,2010000,-66668.0546875,1999.98,15.3111,156.7243,402
2283.46,403,2015000,-66572.015625,1976.39,15.156,156.6038,403
2291.01,404,2020000,-66703.8125,1982.64,15.2562,156.7287,404
2300.99,405,2025000,-66989.3984375,1946.33,15.2844,156.6429,405
2272.48,406,2030000,-67060.953125,1956.15,15.2343,156.5344,406
2271.98,407,2035000,-67057.4765625,1973.86,15.2066,156.5837,407
2321.53,408,2040000,-67388.1171875,1984.72,15.3187,156.4914,408
2265.48,409,2045000,-67473.796875,1962.18,15.0846,156.5806,409
2301.07,410,2050000,-67776.234375,1970.16,15.2865,156.6161,410
2275.72,411,2055000,-67593.8203125,1979.41,15.0677,156.513,411
2292.69,412,2060000,-67572.0625,1961.39,15.2137,156.4936,412
2291.12,413,2065000,-67930.5703125,1976.37,15.3426,156.5499,413
2295.59,414,2070000,-68038.3203125,1976.11,15.1681,156.6219,414
2278.27,415,2075000,-67990.78125,1972.08,15.1163,156.7074,415
2266.35,416,2080000,-68362.3671875,1971.25,15.1367,156.6578,416
2297.99,417,2085000,-68222.4296875,1984.21,15.2928,156.5783,417
2264.01,418,2090000,-68617.109375,1964.18,15.1628,156.5885,418
2284.57,419,2095000,-68786.6953125,1958.25,15.4131,156.6017,419
2304.12,420,2100000,-68912.890625,1979.31,15.3583,156.6758,420
2261.98,421,2105000,-69104.0,1966.85,15.1356,156.5921,421
2313.87,422,2110000,-69177.9453125,1973.6,15.3068,156.6032,422
2262.68,423,2115000,-69062.234375,1979.22,15.2476,156.7123,423
2270.54,424,2120000,-68861.4609375,1966.38,15.0999,156.5683,424
2270.0,425,2125000,-69044.6484375,1954.17,15.1299,156.4119,425
2309.32,426,2130000,-69448.0390625,1985.79,15.155,156.6585,426
2299.32,427,2135000,-69407.390625,1974.21,15.0784,156.4492,427
2331.31,428,2140000,-69813.4765625,1986.71,15.3856,156.638,428
2315.85,429,2145000,-70065.5234375,1996.47,15.2815,156.7733,429
2245.17,430,2150000,-69748.5625,1960.48,15.1166,156.6797,430
2302.19,431,2155000,-70194.828125,1981.68,15.2195,156.7224,431
2287.82,432,2160000,-70237.5546875,1973.72,15.1399,156.6733,432
2319.7,433,2165000,-70135.453125,1987.35,15.2081,156.6264,433
2290.82,434,2170000,-70465.0234375,1969.51,15.3306,156.6462,434
2305.65,435,2175000,-70523.5234375,1989.64,15.4177,156.6172,435
2295.76,436,2180000,-70684.875,1972.84,15.2497,156.68,436
2318.13,437,2185000,-70861.4296875,1976.83,15.1617,156.5148,437
2317.21,438,2190000,-70919.734375,1992.27,15.3874,156.5603,438
2322.65,439,2195000,-70753.2734375,1980.3,15.1961,156.5676,439
2241.85,440,2200000,-70868.2890625,1942.61,15.0001,156.5908,440
2312.76,441,2205000,-70877.2578125,1967.89,15.0629,156.4995,441
2341.17,442,2210000,-71733.515625,2003.32,15.3727,156.6894,442
2267.45,443,2215000,-71255.5625,1966.22,15.191,156.6649,443
2317.71,444,2220000,-71843.3515625,1971.86,15.1853,156.5837,444
2302.06,445,2225000,-71456.6953125,1992.14,15.107,156.4651,445
2296.72,446,2230000,-71836.40625,1962.24,15.069,156.6252,446
2309.48,447,2235000,-71858.8203125,1981.61,15.2669,156.5171,447
2290.2,448,2240000,-71955.28125,1972.37,15.263,156.6435,448
2333.77,449,2245000,-71939.53125,1976.57,15.2502,156.6201,449
2336.76,450,2250000,-72282.0390625,1982.38,15.4033,156.5899,450
2270.86,451,2255000,-71997.296875,1957.49,15.0473,156.6716,451
2303.4,452,2260000,-72349.9609375,1972.31,15.1193,156.4868,452
2272.27,453,2265000,-72725.2734375,1990.88,15.3545,156.6814,453
2321.79,454,2270000,-72596.0703125,1972.08,15.1491,156.6383,454
2314.24,455,2275000,-72712.484375,1986.14,15.1799,156.656,455
2326.07,456,2280000,-72702.1015625,1976.14,15.1969,156.5508,456
2298.22,457,2285000,-72587.75,1972.21,14.9929,156.6216,457
2285.2,458,2290000,-72492.953125,1963.83,15.1303,156.5633,458
2312.58,459,2295000,-73401.5546875,1978.92,15.2928,156.6171,459
2292.79,460,2300000,-73069.9375,1963.42,15.2246,156.6505,460
2309.57,461,2305000,-73074.8671875,1985.8,15.0611,156.7211,461
2293.64,462,2310000,-73194.5390625,1982.35,15.1741,156.5503,462
2321.31,463,2315000,-73290.1953125,1980.08,15.1395,156.6286,463
2308.76,464,2320000,-73239.875,1960.39,15.0813,156.8188,464
2322.36,465,2325000,-73665.921875,1981.52,15.0313,156.6181,465
2311.53,466,2330000,-73604.3671875,1960.15,15.0936,156.5198,466
2308.21,467,2335000,-73746.828125,1971.91,15.0703,156.7002,467
2334.98,468,2340000,-73611.6484375,2002.23,15.1317,156.726,468
2319.04,469,2345000,-74153.1796875,1971.03,15.1859,156.5775,469
2352.23,470,2350000,-74068.265625,1988.08,15.2102,156.4479,470
2334.43,471,2355000,-74373.421875,1982.49,15.0546,156.4713,471
2333.29,472,2360000,-74175.234375,1970.04,15.0074,156.5145,472
2312.99,473,2365000,-74331.6640625,1972.77,15.0933,156.5253,473
2329.72,474,2370000,-74159.3671875,1975.19,14.8656,156.5598,474
2318.37,475,2375000,-74377.2421875,1984.35,15.2283,156.6024,475
2331.57,476,2380000,-74630.2578125,1966.37,15.114,156.571,476
2314.54,477,2385000,-74618.3046875,1976.8,15.1062,156.7212,477
2319.72,478,2390000,-74912.890625,1956.72,15.176,156.5541,478
2338.8,479,2395000,-74768.0703125,1963.43,15.1214,156.5388,479
2325.67,480,2400000,-74625.8828125,1968.24,14.9756,156.5985,480
2358.52,481,2405000,-75016.5859375,1980.13,15.1719,156.5274,481
2367.79,482,2410000,-74953.0234375,1979.66,15.155,156.353,482
2333.18,483,2415000,-74969.453125,1988.37,15.1806,156.5012,483
2360.31,484,2420000,-75200.6640625,1995.76,15.2731,156.7151,484
2353.23,485,2425000,-75272.5390625,2001.44,15.1824,156.5751,485
2357.89,486,2430000,-75752.8046875,1978.83,15.1156,156.517,486
2368.68,487,2435000,-75731.0546875,1994.52,15.252,156.6619,487
2358.06,488,2440000,-75810.7421875,2003.64,15.1811,156.6819,488
2327.65,489,2445000,-75379.328125,1982.6,15.0721,156.6823,489
2363.44,490,2450000,-75457.1328125,1995.93,15.0786,156.6521,490
2340.4,491,2455000,-75997.625,1993.15,15.1419,156.6911,491
2360.29,492,2460000,-75791.78125,1985.79,15.2083,156.5914,492
2339.65,493,2465000,-75992.2578125,1982.86,15.146,156.7031,493
2351.28,494,2470000,-76171.3828125,1979.71,15.1515,156.5078,494
2333.41,495,2475000,-76013.671875,1992.72,15.2263,156.6951,495
2326.15,496,2480000,-76077.40625,1972.11,15.0749,156.5834,496
2335.47,497,2485000,-76032.15625,1977.83,15.1271,156.648,497
2329.1,498,2490000,-76326.515625,1971.71,15.2166,156.7599,498
2314.49,499,2495000,-76297.4921875,1964.71,15.148,156.7209,499
2325.4,500,2500000,-76108.140625,1986.12,14.9582,156.6449,500
2317.18,501,2505000,-76518.9375,1997.99,14.9987,156.5975,501
2347.41,502,2510000,-76858.625,2002.2,15.4198,156.6011,502
2328.09,503,2515000,-76403.5859375,1954.53,15.0355,156.598,503
2319.61,504,2520000,-76618.2578125,1977.4,15.0686,156.6698,504
2315.81,505,2525000,-76475.578125,1962.45,14.9953,156.5452,505
2316.49,506,2530000,-76886.8125,1963.54,15.1091,156.5832,506
2339.97,507,2535000,-76753.75,1984.98,15.0793,156.6174,507
2331.86,508,2540000,-77193.5390625,1990.65,15.1476,156.6075,508
2325.91,509,2545000,-76926.734375,1967.05,15.0361,156.5526,509
2308.05,510,2550000,-77306.0,1952.74,14.9489,156.5889,510
2359.2,511,2555000,-77470.3046875,1973.32,15.0464,156.4538,511
2342.06,512,2560000,-77620.078125,2005.3,15.1959,156.6598,512
2340.32,513,2565000,-77846.1015625,1980.54,15.1792,156.4494,513
2371.88,514,2570000,-77868.6796875,2019.25,15.327,156.5725,514
2328.07,515,2575000,-77692.7890625,1996.51,15.0525,156.6721,515
2354.33,516,2580000,-78010.953125,2012.14,15.159,156.5574,516
2328.82,517,2585000,-78011.53125,1956.18,15.2243,156.8119,517
2318.4,518,2590000,-77947.2109375,1951.4,15.1711,156.647,518
2353.75,519,2595000,-77984.03125,1997.25,15.1823,156.6245,519
2356.26,520,2600000,-78554.3671875,1964.64,15.0537,156.6379,520
2345.9,521,2605000,-77965.8125,1968.37,14.9342,156.7059,521
2348.79,522,2610000,-78639.4296875,1985.67,15.1625,156.7333,522
2348.44,523,2615000,-78871.8203125,1974.94,15.2937,156.6668,523
2335.46,524,2620000,-78258.515625,1949.99,14.9417,156.607,524
2351.48,525,2625000,-78464.40625,1982.71,15.109,156.563,525
2339.11,526,2630000,-78695.671875,1987.05,14.9923,156.5947,526
2329.49,527,2635000,-78743.046875,1965.68,15.1007,156.617,527
2320.58,528,2640000,-78501.015625,1935.76,14.9364,156.612,528
2298.67,529,2645000,-78816.2890625,1951.76,15.0659,156.7511,529
2322.37,530,2650000,-78891.3515625,1985.94,15.1153,156.5867,530
2350.73,531,2655000,-79156.1796875,2001.14,15.2091,156.5591,531
2333.54,532,2660000,-78832.84375,1988.82,15.078,156.4714,532
2339.82,533,2665000,-79579.84375,2007.09,15.3721,156.6612,533
2337.98,534,2670000,-78830.4453125,1998.35,15.054,156.5303,534
2335.21,535,2675000,-79142.828125,1981.47,14.8854,156.4542,535
2369.13,536,2680000,-79603.4609375,1986.09,15.0548,156.585,536
2322.69,537,2685000,-80060.2734375,1985.28,15.3295,156.5353,537
2376.75,538,2690000,-79811.546875,1996.16,15.1635,156.5625,538
2319.22,539,2695000,-79390.8984375,1962.3,15.0093,156.5495,539
2347.31,540,2700000,-79789.28125,1987.49,15.0212,156.5014,540
2353.37,541,2705000,-80436.6328125,1966.65,15.1772,156.4085,541
2364.89,542,2710000,-80047.6171875,1983.08,15.1457,156.6026,542
2314.5,543,2715000,-79721.6484375,1971.67,14.9968,156.5351,543
2340.54,544,2720000,-80223.3125,1965.67,14.9984,156.573,544
2319.33,545,2725000,-80300.6953125,1975.72,15.0307,156.5445,545
2341.22,546,2730000,-80212.578125,1989.49,15.3238,156.5705,546
2323.38,547,2735000,-80492.59375,1975.65,15.172,156.4876,547
2341.78,548,2740000,-80214.765625,1973.56,15.0874,156.5167,548
2306.98,549,2745000,-80372.9140625,1961.96,15.0932,156.6103,549
2320.29,550,2750000,-80588.6484375,1982.32,15.191,156.5422,550
2303.88,551,2755000,-80754.140625,1960.68,15.174,156.6291,551
2338.54,552,2760000,-80338.6875,1978.22,15.0109,156.5854,552
2310.47,553,2765000,-80649.0625,1961.68,15.0749,156.7304,553
2297.84,554,2770000,-80538.03125,1946.46,14.838,156.5389,554
2318.58,555,2775000,-80888.5546875,1951.32,14.9363,156.4861,555
2334.5,556,2780000,-80763.8203125,1970.58,14.885,156.6179,556
2318.09,557,2785000,-80987.453125,1960.27,14.8491,156.4918,557
2320.74,558,2790000,-81074.8515625,1969.21,14.8397,156.6437,558
2329.0,559,2795000,-81108.5546875,1973.66,14.9361,156.6203,559
2328.21,560,2800000,-81235.171875,1967.51,15.0907,156.4702,560
2301.81,561,2805000,-81232.2421875,1959.54,14.9505,156.4186,561
2310.11,562,2810000,-81256.0078125,1956.86,14.9918,156.5381,562
2305.68,563,2815000,-81498.046875,1966.97,15.0745,156.5273,563
2352.05,564,2820000,-81337.2578125,1985.89,15.021,156.5206,564
2377.32,565,2825000,-81480.2265625,1982.93,15.0382,156.6727,565
2307.43,566,2830000,-81381.3671875,1957.82,14.883,156.6066,566
2346.89,567,2835000,-81459.9375,1993.7,14.9297,156.5643,567
2300.32,568,2840000,-81603.6953125,1952.95,15.009,156.4917,568
2352.67,569,2845000,-82055.5078125,1989.17,15.1122,156.5766,569
2314.93,570,2850000,-81600.8125,1968.26,14.9438,156.4918,570
2308.51,571,2855000,-82197.71875,1957.25,15.33,156.6703,571
2317.63,572,2860000,-81888.3984375,1952.18,15.0918,156.4619,572
2304.12,573,2865000,-81820.953125,1953.51,15.0405,156.4923,573
2329.04,574,2870000,-82089.8125,1965.87,15.0923,156.5491,574
2301.93,575,2875000,-82080.0859375,1934.41,14.8902,156.5548,575
2331.28,576,2880000,-82188.2421875,1956.34,14.9192,156.5287,576
2308.51,577,2885000,-82192.0546875,1939.52,14.8232,156.453,577
2332.62,578,2890000,-82651.578125,1966.44,14.98,156.5829,578
2346.41,579,2895000,-82386.390625,1981.92,15.1562,156.5174,579
2343.54,580,2900000,-82266.53125,1995.12,14.9775,156.5077,580
2341.98,581,2905000,-82338.578125,1961.27,15.0105,156.5445,581
2333.71,582,2910000,-82582.875,1967.8,15.0282,156.6823,582
2342.93,583,2915000,-82695.1953125,1999.9,15.0799,156.5509,583
2341.75,584,2920000,-82832.015625,1963.51,15.1614,156.6425,584
2336.0,585,2925000,-82699.6328125,1980.49,15.1763,156.4791,585
2331.84,586,2930000,-82821.9921875,1984.65,15.0952,156.7606,586
2317.56,587,2935000,-82929.8203125,1960.63,14.9678,156.6018,587
2336.87,588,2940000,-82866.046875,1970.15,14.8818,156.5071,588
2352.26,589,2945000,-82920.6328125,1986.87,14.9806,156.3976,589
2344.79,590,2950000,-83243.171875,1995.27,15.2075,156.7199,590
2349.8,591,2955000,-83280.0859375,2002.91,15.2181,156.6572,591
2335.64,592,2960000,-82944.9765625,1990.21,15.0592,156.5638,592
2371.97,593,2965000,-83706.2421875,2024.36,15.3265,156.6297,593
2324.15,594,2970000,-83420.6796875,1999.19,15.12,156.5913,594
2333.64,595,2975000,-83321.0390625,1988.41,15.1845,156.7138,595
2308.28,596,2980000,-83320.453125,1970.93,14.9559,156.5407,596
2346.22,597,2985000,-83494.8984375,2014.5,15.142,156.5066,597
2366.25,598,2990000,-83645.859375,2020.74,15.2081,156.5327,598
2348.43,599,2995000,-83428.4140625,1998.12,15.0467,156.6034,599
