Real Sto Return,Itration,Real Det Return,Running Forward KL,Reward Loss,Running Reverse KL,Running Env Steps,Running Update Time
4956.78,392,5601.52,66.7877,-52717.12109375,47.6698,1960000,392
4543.18,393,5634.83,64.8431,-52898.73828125,47.3495,1965000,393
5618.18,394,6034.9,67.6667,-54718.56640625,50.8909,1970000,394
5374.38,395,5683.45,68.8858,-55001.76953125,53.5116,1975000,395
5392.16,396,5525.03,69.0172,-56186.96875,52.8184,1980000,396
5101.39,397,5367.47,64.0007,-52468.23828125,45.2722,1985000,397
4327.73,398,5084.81,62.6757,-49405.61328125,42.6139,1990000,398
5220.43,399,5700.87,66.3722,-54845.5703125,49.7046,1995000,399
4364.54,400,5678.27,64.2653,-52565.8203125,46.0029,2000000,400
5133.22,401,5959.42,68.2411,-56224.56640625,52.0553,2005000,401
3929.57,402,5493.5,64.6138,-53455.74609375,46.7952,2010000,402
5454.1,403,5158.37,65.8111,-55224.69140625,48.3873,2015000,403
5521.12,404,5975.64,68.937,-57207.75390625,54.1383,2020000,404
4633.88,405,4844.07,68.3673,-57756.98828125,53.7527,2025000,405
5176.19,406,5379.42,67.6578,-56748.984375,50.6607,2030000,406
5344.95,407,5331.63,65.8984,-54816.4609375,47.3476,2035000,407
5214.85,408,5549.43,63.9758,-51850.890625,42.8823,2040000,408
5082.51,409,5665.79,65.5671,-55660.5390625,50.1158,2045000,409
3742.3,410,5413.05,62.5296,-46682.65234375,39.0433,2050000,410
5117.17,411,5681.52,69.5242,-59559.078125,55.6918,2055000,411
4785.93,412,5301.66,65.9804,-56168.390625,49.3492,2060000,412
5168.49,413,5569.24,66.1036,-57312.828125,49.8877,2065000,413
5521.61,414,5999.08,67.3604,-58041.32421875,53.2256,2070000,414
4232.32,415,5294.5,63.0122,-51057.49609375,41.7598,2075000,415
4647.34,416,5559.13,66.7878,-58430.73828125,52.8121,2080000,416
4661.99,417,5755.18,65.0941,-55901.59375,46.4837,2085000,417
5219.25,418,6010.52,69.6064,-59360.01171875,55.2182,2090000,418
4998.69,419,4928.73,64.6643,-55369.5,48.1319,2095000,419
5069.16,420,5523.57,66.8368,-59355.3359375,53.6102,2100000,420
4624.78,421,4608.0,62.4319,-50895.484375,41.1493,2105000,421
4295.63,422,5146.13,63.3871,-53604.28125,41.8384,2110000,422
5218.58,423,5661.41,64.6531,-57205.66796875,49.3077,2115000,423
4712.71,424,4813.69,63.6135,-56709.1484375,45.6407,2120000,424
5054.41,425,5664.01,66.4779,-59347.359375,50.0398,2125000,425
4796.08,426,5845.02,67.268,-61321.93359375,53.1513,2130000,426
5115.92,427,4821.5,63.5916,-55549.34765625,46.4057,2135000,427
4292.99,428,5482.1,62.5261,-52724.79296875,42.0873,2140000,428
5042.06,429,5369.41,64.9727,-57061.83203125,48.5955,2145000,429
4870.99,430,4788.55,68.3251,-60682.33203125,53.3242,2150000,430
5436.13,431,5862.81,64.8351,-58193.9765625,49.7855,2155000,431
5495.66,432,5244.35,68.136,-61173.37109375,52.2674,2160000,432
4916.29,433,5955.24,66.5756,-61285.953125,52.3649,2165000,433
5458.9,434,6069.21,67.2947,-61286.9921875,53.5235,2170000,434
4952.22,435,5110.12,65.541,-58967.58984375,50.1853,2175000,435
4632.53,436,5365.79,63.8511,-58851.609375,48.3738,2180000,436
4345.07,437,4956.85,63.0326,-57139.49609375,44.7792,2185000,437
4960.15,438,5752.17,65.7965,-59050.16796875,49.6525,2190000,438
4735.21,439,5323.44,67.2769,-59210.27734375,51.0796,2195000,439
5292.45,440,5543.45,69.2099,-63040.82421875,54.6465,2200000,440
4897.39,441,5453.05,69.2396,-63562.8828125,53.2119,2205000,441
5526.93,442,6028.88,69.3083,-62895.27734375,54.6766,2210000,442
5652.5,443,5657.52,68.2387,-61548.75390625,51.2217,2215000,443
5485.43,444,5758.56,69.6113,-62851.88671875,53.2331,2220000,444
4972.58,445,5992.31,64.5807,-57169.16015625,44.5762,2225000,445
5323.04,446,6108.14,67.0383,-59634.23828125,48.3702,2230000,446
4699.65,447,6128.99,68.0368,-63525.96875,50.8837,2235000,447
5425.49,448,5773.73,64.4914,-57402.796875,43.9002,2240000,448
4648.88,449,5696.54,62.9349,-56503.015625,43.1707,2245000,449
5297.97,450,5758.77,68.9473,-61927.06640625,50.3715,2250000,450
4735.54,451,6220.02,67.4009,-62881.44140625,49.4777,2255000,451
5774.23,452,5960.85,70.0259,-63276.3203125,53.6997,2260000,452
5379.82,453,5740.64,65.7422,-58579.7421875,47.9191,2265000,453
4776.85,454,5801.24,66.9297,-61729.4375,47.6152,2270000,454
4758.41,455,6082.29,69.2759,-62250.40234375,50.3209,2275000,455
5083.75,456,5438.65,66.36,-61867.125,45.7876,2280000,456
5412.48,457,6260.78,68.3975,-62461.44140625,49.3186,2285000,457
5254.75,458,6012.06,68.6173,-62560.0390625,49.0761,2290000,458
4922.16,459,5952.96,63.1467,-56375.52734375,40.725,2295000,459
5482.71,460,5598.77,67.0424,-61147.3515625,47.0783,2300000,460
5455.33,461,5814.49,67.9285,-62310.296875,49.6965,2305000,461
5415.83,462,5642.16,68.5022,-63618.6171875,51.4837,2310000,462
5438.59,463,6208.5,68.1202,-63295.59765625,50.2131,2315000,463
5598.83,464,6029.87,66.1928,-61928.76953125,46.1631,2320000,464
4627.01,465,5952.06,67.639,-62957.5546875,48.6016,2325000,465
5156.5,466,5654.33,67.993,-61802.47265625,48.9906,2330000,466
4496.43,467,5753.41,64.5614,-59087.86328125,40.3164,2335000,467
4979.81,468,4944.34,64.0015,-58843.6328125,40.1978,2340000,468
5317.56,469,5788.39,66.0494,-60943.765625,45.6547,2345000,469
4985.55,470,5983.97,69.7723,-63812.69140625,51.678,2350000,470
4975.48,471,6030.09,67.899,-64694.71484375,48.8113,2355000,471
4894.69,472,6033.95,69.9575,-65413.16796875,53.5975,2360000,472
5427.07,473,5489.62,68.0893,-63401.5078125,50.6555,2365000,473
5562.44,474,5894.4,65.2526,-60654.5390625,44.7376,2370000,474
5606.4,475,5416.53,67.8667,-61602.15625,47.3835,2375000,475
5493.28,476,5544.57,64.7464,-60896.1015625,46.1769,2380000,476
4144.66,477,5425.25,65.9248,-61843.69921875,47.3675,2385000,477
5563.86,478,5815.28,65.4378,-60996.4921875,46.7399,2390000,478
5531.47,479,5599.66,63.7116,-56561.45703125,41.0102,2395000,479
5303.79,480,5944.72,66.8121,-61819.6484375,46.9863,2400000,480
5485.92,481,5837.2,66.3743,-62665.546875,47.2638,2405000,481
5208.4,482,6061.45,67.941,-64188.33203125,50.3499,2410000,482
5213.19,483,5749.99,68.1943,-65539.5703125,51.6799,2415000,483
4614.3,484,6056.11,66.8134,-64964.6796875,49.0945,2420000,484
5047.48,485,6003.6,68.0104,-64975.1953125,51.2587,2425000,485
5553.75,486,6266.09,68.1605,-65825.578125,51.4035,2430000,486
5417.22,487,6135.03,69.7186,-66837.5078125,53.6985,2435000,487
5772.25,488,5640.47,68.7097,-66189.578125,51.8899,2440000,488
4777.55,489,5839.94,64.5515,-56706.33203125,42.3128,2445000,489
5045.34,490,5981.52,65.0543,-60934.46484375,42.8111,2450000,490
5343.53,491,5938.03,67.8971,-65000.76171875,49.5059,2455000,491
5607.67,492,5805.46,65.6262,-62974.578125,46.9506,2460000,492
5333.71,493,5458.28,65.719,-61323.921875,46.4937,2465000,493
5112.07,494,6233.58,65.6911,-62338.4296875,47.7794,2470000,494
5510.47,495,6157.62,67.5385,-65537.4453125,49.1317,2475000,495
5271.7,496,5882.71,64.2502,-57856.09765625,40.2977,2480000,496
5437.1,497,6141.01,68.6192,-66888.703125,51.9877,2485000,497
5448.07,498,5970.52,67.3361,-64338.87890625,47.7657,2490000,498
5379.76,499,6099.79,71.1307,-66811.5703125,54.3089,2495000,499
5573.33,500,6077.11,65.7846,-62859.43359375,44.3954,2500000,500
5105.71,501,6121.9,70.4102,-67266.140625,54.0059,2505000,501
5406.25,502,5927.99,67.2988,-65316.33984375,51.9217,2510000,502
5767.12,503,6172.36,68.0388,-66085.9609375,52.0851,2515000,503
5395.4,504,5890.38,68.6517,-66663.6875,52.1261,2520000,504
5241.23,505,6202.58,69.0967,-66595.5078125,52.2228,2525000,505
5701.99,506,6169.83,66.0069,-63524.99609375,46.4901,2530000,506
5234.77,507,5937.55,67.04,-65176.296875,49.1969,2535000,507
5153.28,508,6219.6,65.4496,-63390.7578125,48.4504,2540000,508
4728.7,509,6309.97,64.6787,-61643.49609375,43.3639,2545000,509
4249.93,510,6118.71,67.5035,-65757.703125,49.3174,2550000,510
5314.02,511,6224.54,68.5053,-67599.5703125,50.6238,2555000,511
5236.44,512,5992.5,69.7297,-67995.8828125,53.9396,2560000,512
5660.23,513,6004.53,65.517,-63603.19921875,44.5384,2565000,513
5505.33,514,5902.19,66.7122,-64964.890625,48.8171,2570000,514
5164.29,515,6021.25,69.2709,-67923.015625,52.2685,2575000,515
4878.97,516,5419.03,68.7854,-67642.9609375,51.1766,2580000,516
5681.14,517,6020.29,66.0263,-65213.55078125,46.8589,2585000,517
5235.62,518,5396.14,68.5372,-67470.234375,49.5415,2590000,518
5358.49,519,6019.06,68.9263,-68177.4921875,51.01,2595000,519
5020.41,520,6178.14,66.1498,-66348.1015625,49.1749,2600000,520
4729.7,521,5598.8,64.3804,-62046.7890625,42.9848,2605000,521
5371.95,522,6274.21,67.9713,-66480.3828125,51.2639,2610000,522
5312.33,523,5503.66,64.8542,-60891.20703125,44.5275,2615000,523
5357.53,524,6152.48,62.8839,-53103.0625,37.3125,2620000,524
5016.58,525,6203.92,71.041,-68712.875,55.3702,2625000,525
4806.25,526,5819.88,69.0382,-67037.484375,52.3485,2630000,526
5143.53,527,6235.16,66.1142,-63512.91015625,46.0775,2635000,527
5575.45,528,6275.46,69.0122,-67888.515625,52.8318,2640000,528
5467.03,529,6287.25,64.7663,-62674.5390625,44.2191,2645000,529
5054.2,530,5866.65,65.7772,-63765.72265625,45.2124,2650000,530
5541.99,531,6229.61,64.614,-57203.0390625,42.4764,2655000,531
5629.3,532,5763.87,69.4898,-67845.2734375,55.5999,2660000,532
4846.17,533,6367.85,63.5704,-58200.91015625,42.1438,2665000,533
4755.77,534,5890.88,65.3381,-62230.17578125,44.8763,2670000,534
4531.85,535,5540.11,64.5904,-61610.47265625,43.903,2675000,535
5152.55,536,6036.69,64.9874,-63014.8125,47.6163,2680000,536
5087.04,537,5775.25,64.262,-61931.59375,44.354,2685000,537
5097.93,538,6029.67,64.5621,-62924.671875,43.6674,2690000,538
4493.65,539,5115.96,63.6364,-59063.65234375,42.0587,2695000,539
5503.27,540,5498.38,65.3434,-65115.78125,46.7988,2700000,540
4321.37,541,5352.49,63.0182,-59370.23828125,40.5984,2705000,541
4827.2,542,5956.95,68.3162,-67623.4921875,50.1106,2710000,542
4852.38,543,4450.26,62.7411,-54715.375,37.332,2715000,543
4760.49,544,5624.78,69.4486,-68757.5234375,51.0106,2720000,544
4329.08,545,5974.24,65.1869,-61171.30859375,44.6112,2725000,545
5288.03,546,6104.76,69.3375,-68386.765625,54.7314,2730000,546
5386.04,547,5766.14,65.5865,-64280.71875,45.9951,2735000,547
4877.37,548,5550.85,69.3435,-70008.7265625,50.2734,2740000,548
5083.66,549,5494.26,67.8931,-67334.1015625,49.4945,2745000,549
4273.33,550,5439.15,64.0801,-61935.88671875,40.1283,2750000,550
5194.44,551,6003.35,65.4402,-63328.87890625,46.8797,2755000,551
5285.69,552,5728.31,66.3027,-66553.90625,50.0053,2760000,552
4363.82,553,5527.59,66.3781,-65733.859375,47.0615,2765000,553
5482.38,554,5622.98,66.0917,-63658.9765625,46.1361,2770000,554
4659.69,555,6142.63,64.5813,-60426.234375,41.6542,2775000,555
5550.94,556,5628.3,67.5697,-68541.75,49.4987,2780000,556
4873.05,557,5678.92,68.4526,-68714.7734375,52.3046,2785000,557
5159.48,558,5304.32,67.2816,-64867.4296875,50.8105,2790000,558
5145.44,559,5377.58,67.4784,-66950.609375,49.3045,2795000,559
5106.26,560,5443.01,66.73,-66064.96875,49.2335,2800000,560
5109.36,561,5462.62,69.5037,-69626.0078125,55.0715,2805000,561
5403.64,562,5853.8,66.2721,-62658.19140625,48.1477,2810000,562
4904.42,563,5845.41,66.7382,-65113.140625,49.2326,2815000,563
5452.79,564,5812.93,65.7315,-64476.88671875,50.4156,2820000,564
4960.51,565,5113.8,69.1954,-69372.3046875,52.8508,2825000,565
5115.59,566,6122.6,69.7871,-69614.4453125,53.9923,2830000,566
5621.66,567,5874.43,65.5598,-63204.66796875,45.9308,2835000,567
5376.83,568,6049.95,63.9732,-60240.3515625,43.7677,2840000,568
5144.92,569,5831.39,65.9026,-63341.17578125,46.0872,2845000,569
4935.31,570,5817.23,64.6867,-59168.92578125,41.384,2850000,570
4829.75,571,5562.47,70.5232,-69825.671875,57.1693,2855000,571
5273.81,572,5989.14,70.9097,-70527.9765625,56.8475,2860000,572
5693.39,573,5287.33,70.1368,-69461.359375,53.6923,2865000,573
4429.03,574,6096.94,70.3917,-70013.421875,52.3326,2870000,574
5614.52,575,5865.06,70.3272,-70299.4453125,54.1296,2875000,575
5465.72,576,5713.39,65.6615,-63654.71484375,46.0913,2880000,576
4828.19,577,5353.12,70.0466,-69403.3203125,56.6876,2885000,577
5526.71,578,5711.63,69.3493,-68523.7578125,52.5182,2890000,578
5016.16,579,5602.5,67.4811,-66141.8984375,51.4985,2895000,579
5372.26,580,5265.31,69.8337,-69078.0,53.1017,2900000,580
4583.87,581,5493.6,66.1942,-63310.5078125,47.8843,2905000,581
5221.18,582,5702.14,66.5858,-64662.3046875,48.3432,2910000,582
5088.39,583,5963.96,70.7441,-69235.828125,55.1826,2915000,583
4471.56,584,6363.28,69.5252,-69429.0625,52.7219,2920000,584
5551.97,585,5806.13,68.395,-68030.7421875,53.1705,2925000,585
5028.48,586,5988.69,71.0208,-71670.9296875,56.5711,2930000,586
5175.07,587,4959.69,66.0597,-64778.37890625,47.6671,2935000,587
4709.31,588,5465.15,69.9529,-70446.6875,53.8235,2940000,588
4311.63,589,6179.41,65.944,-64092.171875,47.222,2945000,589
5380.86,590,4860.54,71.9062,-70846.796875,54.8519,2950000,590
4173.55,591,5217.57,66.9379,-65095.0625,48.4589,2955000,591
4707.05,592,5625.75,71.2771,-71614.0703125,56.0257,2960000,592
4515.81,593,5555.88,66.3399,-63900.00390625,46.1177,2965000,593
4737.83,594,5916.04,71.8141,-71633.2265625,56.496,2970000,594
4558.1,595,5825.88,64.516,-59514.67578125,41.409,2975000,595
5276.43,596,5911.96,69.6575,-69674.265625,50.5808,2980000,596
4559.92,597,5988.26,67.3561,-67044.4921875,47.0558,2985000,597
4517.85,598,5362.71,66.1123,-67335.1796875,45.5355,2990000,598
4469.41,599,5638.41,63.3781,-59759.02734375,41.3084,2995000,599
