Running Update Time,Running Reverse KL,Real Sto Return,Reward Loss,Running Env Steps,Real Det Return,Itration,Running Forward KL
384,12.1754,4809.65,-2366.263916015625,1920000,4844.9,384,32.3099
385,11.8878,4809.65,-2376.91650390625,1925000,4849.48,385,33.3222
386,11.9268,4842.37,-2410.100341796875,1930000,4892.4,386,32.7477
387,11.9907,4863.14,-2350.730224609375,1935000,4965.73,387,32.8511
388,12.3482,4852.85,-2390.339599609375,1940000,4940.29,388,33.3981
389,12.7265,4894.29,-2333.918212890625,1945000,4996.69,389,32.761
390,12.5695,4846.08,-2407.792724609375,1950000,4907.8,390,32.6957
391,12.1407,4891.32,-2353.445556640625,1955000,4985.24,391,31.9939
392,12.3141,4832.65,-2373.192626953125,1960000,4928.36,392,32.7581
393,12.4659,4901.36,-2315.891845703125,1965000,5057.92,393,32.0945
394,12.1461,4893.19,-2330.869873046875,1970000,5018.7,394,32.0326
395,12.2563,4907.98,-2363.70263671875,1975000,4978.51,395,32.3198
396,11.8827,4932.83,-2351.795166015625,1980000,5058.84,396,32.6378
397,11.9211,4940.68,-2312.6513671875,1985000,5058.36,397,32.0876
398,12.1771,4896.18,-2373.474365234375,1990000,4993.11,398,32.8033
399,13.9597,4640.71,-2493.762939453125,1995000,5031.16,399,33.2227
400,87.3297,-13.26,-3978.033935546875,2000000,-13.34,400,54.4058
401,57.3559,399.07,-4190.6533203125,2005000,415.18,401,52.6961
402,34.1447,328.19,-4416.0576171875,2010000,323.4,402,49.9986
403,24.6721,869.2,-4165.29052734375,2015000,2177.78,403,45.7588
404,21.8296,3054.49,-3185.7294921875,2020000,2985.08,404,43.5981
405,19.5076,3910.37,-2912.657958984375,2025000,4001.81,405,39.4356
406,21.4818,3619.29,-2914.80126953125,2030000,3494.95,406,43.2681
407,16.6393,4398.48,-2573.490234375,2035000,4454.92,407,34.9465
408,14.7233,4145.75,-2981.799072265625,2040000,4251.51,408,34.7544
409,14.7525,4163.71,-3128.748779296875,2045000,4363.3,409,36.4507
410,13.1454,4558.41,-2829.44677734375,2050000,4673.13,410,33.5183
411,13.7268,4103.55,-3063.3798828125,2055000,4419.91,411,33.8155
412,12.875,4311.94,-3074.99462890625,2060000,4094.97,412,34.156
413,13.78,4263.62,-2997.87255859375,2065000,4271.16,413,35.0949
414,13.1905,4506.37,-2848.2783203125,2070000,4489.54,414,33.9602
415,13.2825,4629.47,-2820.77978515625,2075000,4713.17,415,33.4947
416,13.1451,4578.08,-2767.29150390625,2080000,4779.98,416,33.7311
417,13.2636,4675.27,-2666.373291015625,2085000,4856.61,417,32.7904
418,13.7587,4635.85,-2602.734375,2090000,4716.02,418,32.8914
419,13.3675,4690.8,-2578.026611328125,2095000,4773.73,419,32.576
420,12.9964,4777.86,-2564.5546875,2100000,4924.62,420,32.3711
421,13.6628,4754.66,-2542.782470703125,2105000,4837.83,421,32.6115
422,13.6299,4769.86,-2523.798583984375,2110000,4996.65,422,31.9306
423,13.3841,4769.25,-2570.232177734375,2115000,5032.73,423,32.2783
424,13.8885,4792.28,-2520.73681640625,2120000,5008.21,424,32.6359
425,13.496,4775.13,-2520.8916015625,2125000,4968.86,425,32.345
426,13.19,4844.66,-2496.550048828125,2130000,4996.43,426,32.4588
427,12.886,4818.28,-2486.759033203125,2135000,5014.81,427,32.1323
428,12.8278,4799.2,-2465.400146484375,2140000,5000.39,428,31.6473
429,13.1619,4923.69,-2430.70068359375,2145000,5058.81,429,31.9622
430,12.9656,4907.45,-2425.595947265625,2150000,5041.47,430,31.5343
431,12.9369,4870.03,-2485.864013671875,2155000,5000.14,431,31.3838
432,13.137,4887.54,-2479.232666015625,2160000,5080.18,432,31.4259
433,14.1438,4907.74,-2523.8095703125,2165000,5059.07,433,32.0571
434,13.4538,4885.73,-2429.179931640625,2170000,5044.56,434,31.9886
435,13.3466,4849.91,-2491.158935546875,2175000,5016.11,435,31.9581
436,54.1647,3766.49,-3844.8125,2180000,5012.01,436,34.1574
437,103.3853,920.04,-5751.34912109375,2185000,865.74,437,46.2141
438,83.601,381.19,-5623.322265625,2190000,169.94,438,49.4043
439,24.7339,2849.12,-3831.6904296875,2195000,3080.14,439,42.2795
440,32.8854,2558.22,-4287.14794921875,2200000,3964.19,440,39.7896
441,62.5936,479.66,-5689.78662109375,2205000,477.02,441,49.6035
442,18.2307,4509.0,-2786.292236328125,2210000,4543.34,442,34.3906
443,16.1042,4222.25,-3023.690185546875,2215000,4285.14,443,34.6352
444,14.3094,4472.02,-2660.55810546875,2220000,4495.34,444,32.5398
445,14.3831,4402.41,-2837.30078125,2225000,4360.44,445,35.1107
446,15.3112,4572.58,-2598.927978515625,2230000,4743.12,446,34.7923
447,15.2738,4588.99,-2716.77294921875,2235000,4899.66,447,34.5573
448,14.797,4313.3,-3145.067138671875,2240000,4437.75,448,35.3237
449,15.6582,4443.41,-2870.99365234375,2245000,4415.33,449,34.2272
450,14.3424,4557.99,-2812.895751953125,2250000,4603.91,450,33.0856
451,13.4036,4621.37,-2782.611328125,2255000,4718.09,451,32.2944
452,13.1943,4712.93,-2723.4853515625,2260000,4816.12,452,32.3141
453,12.8984,4672.9,-2816.93505859375,2265000,4796.75,453,32.2008
454,12.8724,4691.21,-2788.95166015625,2270000,4710.11,454,31.6398
455,12.9513,4757.82,-2849.51318359375,2275000,4880.38,455,31.6519
456,13.1052,4767.42,-2673.384521484375,2280000,4882.17,456,30.8089
457,12.7904,4830.25,-2761.666259765625,2285000,5004.54,457,30.9445
458,13.4346,4855.95,-2631.26611328125,2290000,4984.8,458,31.2446
459,12.8782,4817.72,-2755.954345703125,2295000,4975.0,459,30.8982
460,12.8451,4814.1,-2786.6416015625,2300000,4803.74,460,31.3823
461,13.2399,4884.67,-2706.85107421875,2305000,5004.42,461,31.7411
462,12.7966,4845.28,-2829.712158203125,2310000,4959.88,462,31.518
463,13.0815,4829.58,-2698.499755859375,2315000,4902.94,463,31.7032
464,13.2829,4862.68,-2737.9970703125,2320000,4962.61,464,31.1117
465,14.4213,4878.86,-2988.398681640625,2325000,4998.55,465,32.3058
466,13.3146,4729.29,-2867.43701171875,2330000,4962.44,466,31.531
467,33.2296,2594.6,-3598.9765625,2335000,4396.4,467,34.0248
468,19.2187,2025.4,-5136.6142578125,2340000,2649.69,468,45.0796
469,20.8618,3280.88,-4109.89111328125,2345000,3645.45,469,41.9441
470,14.5695,4319.17,-3289.044189453125,2350000,4431.06,470,35.0749
471,16.9742,4604.03,-3021.306884765625,2355000,4734.86,471,35.3838
472,15.0541,4578.29,-2943.03857421875,2360000,4769.8,472,35.4346
473,12.9714,4543.3,-3088.0693359375,2365000,4466.52,473,32.7979
474,14.042,4566.49,-2986.808349609375,2370000,4709.74,474,32.8802
475,14.4091,4595.11,-3028.9775390625,2375000,4845.05,475,33.3811
476,13.4815,4671.18,-2929.52392578125,2380000,4834.45,476,32.6008
477,13.5753,4714.97,-2852.64208984375,2385000,4647.84,477,32.5373
478,13.6347,4721.66,-2915.088623046875,2390000,4810.25,478,32.3074
479,13.6755,4825.37,-2842.30712890625,2395000,4887.08,479,31.7656
480,12.9029,4778.77,-2897.244140625,2400000,4824.41,480,32.1455
481,13.2806,4833.63,-2841.72216796875,2405000,5022.19,481,32.3201
482,13.2965,4824.82,-2887.517333984375,2410000,4824.38,482,32.1852
483,13.3546,4857.57,-2909.844970703125,2415000,4917.78,483,32.5286
484,13.3041,4824.43,-2917.36962890625,2420000,4923.05,484,32.3453
485,12.9992,4840.13,-2967.7314453125,2425000,4948.81,485,32.3249
486,13.4081,4861.98,-2870.700439453125,2430000,5038.19,486,31.7741
487,13.6002,4871.25,-2843.303955078125,2435000,4917.93,487,32.2064
488,14.0634,4932.25,-2828.434814453125,2440000,5086.23,488,32.2338
489,13.6496,4916.25,-2802.13330078125,2445000,5071.31,489,31.4229
490,13.356,4875.91,-2858.822998046875,2450000,5019.46,490,32.2055
491,13.249,4897.25,-2823.765869140625,2455000,5053.09,491,32.2648
492,13.7108,4919.85,-2904.6025390625,2460000,5067.89,492,32.3428
493,13.8589,4942.24,-2747.620361328125,2465000,5115.89,493,32.651
494,13.978,4953.08,-2755.121826171875,2470000,5085.09,494,31.5928
495,13.2929,5013.45,-2737.023681640625,2475000,5163.59,495,31.5628
496,13.1228,4958.05,-2846.820068359375,2480000,5059.92,496,32.7284
497,13.282,4952.49,-2713.1201171875,2485000,5034.71,497,31.6254
498,13.264,4968.34,-2802.337646484375,2490000,5046.16,498,31.7092
499,13.4112,4972.07,-2751.001708984375,2495000,5043.98,499,32.1131
500,13.2574,4978.64,-2757.898193359375,2500000,5038.13,500,31.8503
501,13.086,4970.09,-2822.23779296875,2505000,5017.76,501,32.1216
502,13.7343,5039.06,-2665.74658203125,2510000,5139.18,502,31.2753
503,13.266,4998.65,-2645.5078125,2515000,5097.32,503,31.0956
504,13.5217,5025.68,-2616.201171875,2520000,5089.11,504,31.382
505,13.2677,5017.64,-2861.814208984375,2525000,5075.93,505,31.891
506,13.3931,5008.1,-2731.5400390625,2530000,5134.38,506,31.4429
507,13.4319,5014.1,-2754.43310546875,2535000,5052.16,507,30.8857
508,13.353,5016.52,-2742.801513671875,2540000,5171.78,508,30.7382
509,13.7612,5034.97,-2726.032470703125,2545000,5105.56,509,31.216
510,13.6674,5029.58,-2787.843505859375,2550000,5140.85,510,31.1832
511,13.807,5030.77,-2798.280029296875,2555000,5155.21,511,31.0462
512,13.8118,5063.33,-2741.197021484375,2560000,5120.18,512,31.2497
513,13.8127,5038.92,-2828.9677734375,2565000,5142.37,513,31.3901
514,13.5941,5009.12,-2881.82666015625,2570000,5165.13,514,31.0142
515,13.6389,5039.03,-2840.268310546875,2575000,5113.25,515,31.2317
516,13.9383,5084.64,-2770.096923828125,2580000,5150.85,516,30.9076
517,13.93,5073.83,-2874.130126953125,2585000,5139.4,517,30.9467
518,14.4134,5033.67,-2946.99658203125,2590000,5119.95,518,32.1722
519,14.132,5092.81,-2844.650146484375,2595000,5200.25,519,31.2793
520,14.6102,5053.54,-2955.16064453125,2600000,5125.71,520,32.1464
521,14.364,5060.29,-2936.8759765625,2605000,5093.04,521,31.8549
522,13.7503,5065.27,-2770.921142578125,2610000,5168.17,522,30.8117
523,13.6069,5075.47,-2953.06787109375,2615000,5138.87,523,31.3093
524,13.729,5046.82,-2865.615966796875,2620000,5066.44,524,31.5112
525,14.236,5020.88,-2951.992919921875,2625000,5095.95,525,32.1979
526,14.0786,5035.93,-2953.4560546875,2630000,5090.16,526,31.9161
527,14.42,4994.52,-3003.32958984375,2635000,5027.55,527,32.1736
528,14.1765,5010.47,-2944.766357421875,2640000,5087.1,528,31.9888
529,14.6418,4967.89,-3085.71337890625,2645000,5026.65,529,32.7587
530,14.2435,4957.28,-3075.864013671875,2650000,5059.11,530,32.0806
531,13.9845,4985.12,-3043.6826171875,2655000,5034.84,531,31.7721
532,14.2183,4937.24,-3024.837158203125,2660000,5068.55,532,31.7258
533,14.417,5014.25,-3033.171875,2665000,5065.42,533,32.1651
534,14.34,4926.3,-3180.4560546875,2670000,5023.48,534,33.0905
535,14.3911,4963.1,-3148.1123046875,2675000,5015.14,535,32.3121
536,14.703,4961.98,-3134.003662109375,2680000,5083.92,536,32.8387
537,14.3988,5023.59,-3130.939453125,2685000,5063.32,537,32.3894
538,13.9258,5007.31,-3099.037109375,2690000,5067.59,538,32.3439
539,13.9196,5035.18,-3114.66015625,2695000,5053.0,539,31.9187
540,14.7417,5017.55,-3181.955810546875,2700000,5035.51,540,32.6453
541,14.0243,5036.66,-3210.53076171875,2705000,5095.78,541,32.5161
542,14.3344,5037.11,-3222.177490234375,2710000,5006.57,542,32.784
543,13.9223,5028.02,-3255.160400390625,2715000,5067.85,543,32.4213
544,14.7906,5042.85,-3256.13916015625,2720000,5075.83,544,33.5669
545,14.8657,5021.79,-3282.811279296875,2725000,5039.61,545,33.5191
546,14.2277,5081.15,-3238.400390625,2730000,5155.94,546,33.1171
547,14.3191,5033.43,-3304.5986328125,2735000,5084.65,547,32.431
548,14.7214,5030.43,-3318.892333984375,2740000,5068.49,548,32.8826
549,14.2132,5040.59,-3454.494384765625,2745000,5073.48,549,33.1945
550,14.8957,5015.11,-3352.1962890625,2750000,5072.36,550,33.3313
551,14.6746,5041.57,-3320.117919921875,2755000,5084.88,551,32.8263
552,14.5222,5031.66,-3294.74560546875,2760000,5074.26,552,32.763
553,14.6117,5036.6,-3256.468017578125,2765000,5108.37,553,32.418
554,14.2132,5033.83,-3250.599365234375,2770000,5089.14,554,32.9876
555,14.5367,5017.96,-3325.037353515625,2775000,5093.69,555,32.8367
556,14.5653,5018.35,-3431.031005859375,2780000,5036.19,556,33.7327
557,14.2857,5015.34,-3398.327392578125,2785000,5019.18,557,32.8326
558,13.611,5010.29,-3282.9228515625,2790000,5169.5,558,31.7214
559,14.9094,4987.54,-3417.68798828125,2795000,5042.59,559,34.1651
560,14.8457,5021.75,-3434.890625,2800000,5045.54,560,33.5367
561,14.6931,4995.91,-3495.271240234375,2805000,5078.2,561,33.7048
562,14.7799,5008.92,-3528.28125,2810000,5050.28,562,34.3645
563,14.7017,4994.82,-3488.171630859375,2815000,5062.58,563,33.8964
564,15.0551,4988.31,-3489.923583984375,2820000,5074.37,564,34.8442
565,14.4381,4999.92,-3575.30322265625,2825000,5074.9,565,34.2285
566,14.3626,5021.24,-3438.1318359375,2830000,5102.64,566,32.7574
567,14.6852,5027.66,-3357.2783203125,2835000,5112.47,567,33.5657
568,14.1414,5023.26,-3394.8583984375,2840000,5144.2,568,33.4809
569,14.0354,4973.11,-3450.33935546875,2845000,5087.8,569,33.7671
570,14.5814,4977.73,-3504.631103515625,2850000,5091.54,570,34.1358
571,13.2251,4964.28,-3454.455322265625,2855000,5163.51,571,32.0989
572,14.3321,4951.58,-3411.21240234375,2860000,5126.55,572,33.1746
573,14.4698,5003.63,-3548.841064453125,2865000,5124.01,573,33.5708
574,14.1983,5036.57,-3424.186767578125,2870000,5175.14,574,32.7268
575,14.2454,5057.61,-3404.222900390625,2875000,5222.44,575,32.7162
576,14.5619,5015.01,-3524.322509765625,2880000,5164.87,576,33.4876
577,14.4112,5067.19,-3481.275634765625,2885000,5205.63,577,33.4253
578,14.0562,5050.27,-3470.402099609375,2890000,5198.56,578,32.1451
579,13.7152,5000.05,-3599.89892578125,2895000,5226.11,579,33.4051
580,14.1677,5053.63,-3544.13427734375,2900000,5214.19,580,33.0505
581,14.3942,5040.08,-3585.575439453125,2905000,5223.42,581,32.8665
582,14.1215,5071.62,-3533.799560546875,2910000,5257.35,582,33.0499
583,14.1231,5046.19,-3586.24365234375,2915000,5285.75,583,32.8981
584,13.9803,5048.51,-3596.4794921875,2920000,5255.83,584,33.2001
585,13.8234,5073.58,-3462.123779296875,2925000,5232.85,585,32.2477
586,14.5865,5032.51,-3522.069580078125,2930000,5183.95,586,32.8488
587,14.3162,5079.2,-3466.870849609375,2935000,5212.7,587,32.3944
588,14.3783,5060.86,-3636.2548828125,2940000,5202.48,588,32.8752
589,14.2552,5035.83,-3608.611083984375,2945000,5222.62,589,32.7214
590,14.4341,5061.34,-3648.015380859375,2950000,5214.53,590,33.2895
591,13.8325,5029.39,-3659.4697265625,2955000,5217.93,591,32.8727
592,14.2014,4982.25,-3736.046142578125,2960000,5230.0,592,33.4872
593,13.59,4991.57,-3669.57666015625,2965000,5219.43,593,32.3688
594,14.1957,5046.37,-3576.059814453125,2970000,5251.95,594,32.4266
595,14.416,5020.32,-3800.182373046875,2975000,5225.18,595,33.1967
596,14.3003,5045.93,-3592.947998046875,2980000,5233.02,596,32.5941
597,14.2888,5024.62,-3795.668701171875,2985000,5215.79,597,33.2692
598,13.9996,5059.72,-3824.85498046875,2990000,5250.24,598,33.0912
599,13.7265,4979.0,-3869.065673828125,2995000,5190.73,599,32.9567
600,14.6775,5058.85,-3687.1962890625,3000000,5263.85,600,33.3807
601,14.7631,5018.9,-3827.48193359375,3005000,5171.38,601,33.4036
602,14.2195,5069.31,-3712.980224609375,3010000,5242.43,602,32.4593
603,14.5471,5056.75,-3794.920166015625,3015000,5211.65,603,33.595
604,14.251,5010.69,-3859.934326171875,3020000,5266.25,604,32.5516
605,14.3715,5036.02,-4019.06298828125,3025000,5225.9,605,33.368
606,14.1353,5009.93,-3972.06494140625,3030000,5179.95,606,33.2962
607,13.6641,4978.4,-3955.439453125,3035000,5163.31,607,33.2596
608,13.2505,4991.5,-3957.2197265625,3040000,5196.11,608,33.2645
609,13.7395,4983.86,-4004.47119140625,3045000,5169.45,609,33.6607
610,13.2859,4967.89,-4096.548828125,3050000,5160.89,610,33.2215
611,13.9422,5026.0,-3994.909912109375,3055000,5233.07,611,32.7548
612,12.923,5002.47,-3935.51318359375,3060000,5286.62,612,32.0924
613,13.1356,5005.55,-4006.83203125,3065000,5214.25,613,32.7342
614,12.9169,4961.78,-4071.747314453125,3070000,5159.68,614,33.0707
615,13.8033,5008.74,-4019.28466796875,3075000,5236.9,615,32.9766
616,13.6343,5017.93,-4068.2119140625,3080000,5264.52,616,33.2027
617,12.9507,5002.51,-4006.1865234375,3085000,5256.45,617,32.9777
618,13.7798,4986.62,-4153.67041015625,3090000,5195.89,618,33.5239
619,13.385,4991.46,-4072.46875,3095000,5226.02,619,32.8739
620,12.7296,4893.72,-4129.32666015625,3100000,5219.14,620,32.457
621,12.8387,4959.9,-4087.468994140625,3105000,5247.62,621,32.2222
622,13.2106,4966.65,-4101.29150390625,3110000,5226.27,622,32.4604
623,12.5016,4994.94,-4093.52783203125,3115000,5228.16,623,31.9252
624,12.6743,4889.29,-4211.916015625,3120000,5226.37,624,32.3465
625,12.875,4902.83,-4266.443359375,3125000,5075.92,625,32.9441
626,11.8583,4859.03,-4300.634765625,3130000,5053.9,626,32.8533
627,12.3159,4927.76,-4351.5927734375,3135000,5258.68,627,33.2123
628,12.5877,4931.19,-4228.75830078125,3140000,5281.04,628,32.2669
629,12.0437,4876.01,-4295.11962890625,3145000,5122.0,629,32.9233
630,12.8396,4965.75,-4158.8330078125,3150000,5322.8,630,32.1687
631,12.4399,4977.35,-4081.268798828125,3155000,5321.94,631,32.0047
632,12.6679,4919.77,-4214.240234375,3160000,5201.99,632,32.3769
633,12.4659,4974.26,-4155.02197265625,3165000,5276.98,633,31.8154
634,13.0599,5001.67,-4131.9560546875,3170000,5306.83,634,32.3496
635,12.3791,4939.09,-4103.1943359375,3175000,5290.83,635,31.3795
636,12.4622,4997.02,-4111.25732421875,3180000,5294.1,636,32.166
637,12.7317,4970.79,-4115.95068359375,3185000,5254.74,637,31.5759
638,12.6914,5004.56,-4170.80908203125,3190000,5204.65,638,31.4788
639,12.2848,4993.27,-4120.232421875,3195000,5202.02,639,31.4061
640,12.539,5018.78,-4162.98046875,3200000,5266.18,640,31.9404
641,12.5593,4962.05,-4295.94482421875,3205000,5210.65,641,31.9798
642,12.3074,4998.85,-4258.12255859375,3210000,5213.46,642,32.0932
643,12.7261,4994.11,-4310.208984375,3215000,5249.22,643,32.1925
644,12.5294,4581.4,-4193.6396484375,3220000,5219.39,644,31.6868
645,11.9314,4833.27,-4411.6591796875,3225000,5297.14,645,31.9285
646,13.0382,5042.92,-4208.3857421875,3230000,5249.17,646,32.338
647,12.5637,5034.73,-4191.767578125,3235000,5293.49,647,31.8531
648,13.0519,5029.58,-4182.7822265625,3240000,5252.84,648,32.0277
649,12.7575,5018.86,-4372.16552734375,3245000,5266.98,649,32.4104
650,12.7402,5067.03,-4121.57763671875,3250000,5272.61,650,31.5659
651,13.1497,5047.88,-4268.97265625,3255000,5269.15,651,32.396
652,12.6316,5029.84,-4156.44287109375,3260000,5253.86,652,31.9364
653,13.3973,5044.8,-4356.8017578125,3265000,5246.12,653,32.3584
654,12.4908,5013.01,-4313.84814453125,3270000,5276.71,654,32.2222
655,12.4745,5044.83,-4381.2275390625,3275000,5221.92,655,32.655
656,12.8317,5043.42,-4363.7802734375,3280000,5263.75,656,32.2788
657,12.4717,5048.65,-4274.13427734375,3285000,5299.16,657,32.128
658,12.4674,5025.39,-4514.88037109375,3290000,5277.72,658,32.4043
659,12.0944,4996.46,-4491.10009765625,3295000,5286.68,659,32.6725
660,12.1833,5074.77,-4323.32080078125,3300000,5327.8,660,31.7537
661,12.3473,5062.03,-4389.31005859375,3305000,5308.3,661,32.0568
662,12.0025,5084.85,-4281.45361328125,3310000,5301.55,662,31.0728
663,12.1185,5053.57,-4225.60400390625,3315000,5300.11,663,30.9983
664,11.959,5045.64,-4405.60595703125,3320000,5362.71,664,31.7225
665,11.4079,5064.65,-4329.19091796875,3325000,5369.57,665,31.7194
666,11.9002,5098.9,-4299.02392578125,3330000,5361.28,666,31.4726
667,12.1339,5073.43,-4443.9462890625,3335000,5313.05,667,31.6248
668,11.8365,5063.09,-4365.6181640625,3340000,5324.02,668,31.0721
669,12.1861,5089.95,-4324.615234375,3345000,5321.4,669,31.8817
670,12.1032,5088.56,-4447.544921875,3350000,5341.61,670,31.2617
671,12.2759,5068.15,-4416.40869140625,3355000,5278.68,671,31.58
672,12.0183,4864.28,-4440.34033203125,3360000,5316.79,672,31.4596
673,11.7381,5048.19,-4488.71630859375,3365000,5280.67,673,31.8076
674,12.0228,5062.22,-4337.0224609375,3370000,5341.43,674,31.0269
675,11.9945,5002.76,-4455.32470703125,3375000,5283.08,675,31.1845
676,12.3196,5015.74,-4569.4892578125,3380000,5274.16,676,31.959
677,12.1106,4985.64,-4408.00634765625,3385000,5230.62,677,31.2797
678,12.3904,4971.77,-4569.2578125,3390000,5243.44,678,32.2059
679,12.0641,4989.93,-4662.65625,3395000,5246.39,679,32.3772
680,11.7796,4990.34,-4625.3388671875,3400000,5271.71,680,32.142
681,12.2193,4974.32,-4698.75439453125,3405000,5291.23,681,31.7736
682,11.9377,4955.29,-4761.9189453125,3410000,5277.53,682,32.1752
683,11.7886,4985.62,-4654.88427734375,3415000,5281.91,683,31.7619
684,11.9916,4820.74,-4645.5859375,3420000,5290.91,684,32.2825
685,11.4534,4976.81,-4620.197265625,3425000,5222.77,685,31.5794
686,10.8879,4456.58,-5078.27587890625,3430000,5286.68,686,32.8195
687,10.747,4735.47,-4622.505859375,3435000,5252.39,687,31.6834
688,11.0722,4712.72,-4718.3671875,3440000,5184.17,688,31.894
689,10.8424,4282.14,-5413.84423828125,3445000,5249.71,689,32.961
690,11.0388,4760.51,-5258.89404296875,3450000,5230.21,690,32.562
691,11.5967,3982.72,-5063.841796875,3455000,5275.01,691,32.5253
692,11.5637,4707.02,-5225.8349609375,3460000,5111.2,692,32.9604
693,11.297,4760.12,-4955.837890625,3465000,5252.55,693,32.3139
694,11.6806,4675.12,-4919.48828125,3470000,5195.66,694,31.9861
695,11.4255,4771.34,-4965.78125,3475000,4931.12,695,32.6063
696,11.4214,4730.72,-5019.14990234375,3480000,5147.44,696,32.6978
697,11.5515,4771.44,-4848.13671875,3485000,5199.43,697,32.4452
698,11.1755,4889.92,-5024.439453125,3490000,5187.35,698,32.6954
699,11.3133,4958.03,-4852.60302734375,3495000,5216.55,699,31.4489
700,11.9926,4940.11,-4989.26806640625,3500000,5217.74,700,32.2457
701,12.24,4976.13,-5059.033203125,3505000,5106.06,701,32.2668
702,12.2369,4962.44,-4953.083984375,3510000,5123.52,702,32.3211
703,11.8506,4984.86,-5037.6123046875,3515000,5176.62,703,32.6578
704,11.815,4983.66,-4945.50146484375,3520000,5156.56,704,32.032
705,11.9362,5001.5,-4982.74072265625,3525000,5206.39,705,32.1527
706,12.0982,4995.51,-4994.9697265625,3530000,5254.8,706,32.3499
707,12.0373,4963.11,-5018.697265625,3535000,5139.38,707,32.4015
708,12.4829,4993.51,-5054.06982421875,3540000,5212.85,708,32.6797
709,12.1516,4990.68,-5011.138671875,3545000,5174.73,709,32.1658
710,11.7423,4965.85,-5162.72216796875,3550000,5209.46,710,32.2145
711,11.8542,4969.86,-5154.47119140625,3555000,5214.2,711,32.2813
712,11.2367,4897.04,-5103.865234375,3560000,5190.73,712,32.1343
713,11.815,4928.39,-5047.93701171875,3565000,5258.43,713,32.0625
714,11.8748,4984.23,-5100.13671875,3570000,5316.07,714,32.2202
715,11.8783,4953.24,-5094.22314453125,3575000,5234.39,715,31.9157
716,12.0156,4975.18,-5090.74072265625,3580000,5261.14,716,32.3181
717,12.0494,4944.13,-5065.796875,3585000,5235.27,717,32.4062
718,11.912,4975.69,-5125.8037109375,3590000,5261.93,718,32.7155
719,12.4312,4787.9,-5051.95556640625,3595000,5293.17,719,32.3508
720,12.0129,4969.0,-5044.54833984375,3600000,5296.68,720,32.7769
721,12.1631,4992.86,-5185.44384765625,3605000,5282.82,721,32.5089
722,12.0704,4993.26,-5166.55859375,3610000,5243.14,722,32.3719
723,12.0936,5052.11,-5191.630859375,3615000,5264.03,723,32.6968
724,12.327,4996.65,-5143.21142578125,3620000,5255.83,724,32.4947
725,12.1474,5042.29,-5232.46875,3625000,5298.23,725,32.742
726,12.2532,5022.54,-5124.4736328125,3630000,5266.48,726,32.3795
727,12.0991,5010.9,-5092.25537109375,3635000,5300.77,727,32.1212
728,12.244,4995.63,-5217.802734375,3640000,5236.75,728,32.5157
729,12.2123,5037.61,-5212.435546875,3645000,5313.81,729,32.7171
730,12.6422,5017.03,-5261.556640625,3650000,5258.11,730,32.6377
731,12.1323,5038.43,-5266.5380859375,3655000,5270.79,731,32.314
732,12.2969,4913.67,-5335.861328125,3660000,5259.5,732,32.8461
733,11.7451,5048.73,-5339.6396484375,3665000,5300.23,733,32.6989
734,12.0101,4781.58,-5429.52294921875,3670000,5244.06,734,32.3443
735,12.4588,5012.44,-5447.5859375,3675000,5249.7,735,32.5484
736,12.2371,5013.48,-5301.89892578125,3680000,5312.65,736,32.6147
737,12.1969,5038.03,-5456.46240234375,3685000,5255.23,737,32.6981
738,11.8872,5022.65,-5391.84375,3690000,5274.57,738,32.3107
739,12.0076,4997.6,-5427.32470703125,3695000,5216.38,739,31.7031
740,12.0459,5026.64,-5367.115234375,3700000,5266.94,740,32.1632
741,12.1451,4932.13,-5520.72119140625,3705000,5238.62,741,32.605
742,11.9549,5012.47,-5464.15771484375,3710000,5228.19,742,32.5742
743,12.1321,5052.34,-5455.162109375,3715000,5260.48,743,31.7044
744,11.6466,5030.59,-5392.94140625,3720000,5222.38,744,32.1486
745,12.0723,5042.24,-5374.3916015625,3725000,5286.32,745,32.9136
746,11.9328,4928.52,-5499.19189453125,3730000,5181.34,746,33.1053
747,12.0642,5036.29,-5611.56591796875,3735000,5205.18,747,32.7143
748,12.1572,4778.2,-5562.7060546875,3740000,5241.65,748,32.3285
749,12.342,5017.11,-5552.52294921875,3745000,5215.75,749,32.74
750,12.1003,5000.09,-5907.02880859375,3750000,5228.54,750,33.5939
751,11.541,5025.38,-5569.39892578125,3755000,5260.11,751,32.203
752,11.5178,5010.36,-6006.017578125,3760000,5223.46,752,32.9474
753,12.0615,5053.65,-5653.30126953125,3765000,5274.54,753,32.7031
754,12.0892,4838.67,-5588.0087890625,3770000,5247.14,754,32.3537
755,12.2478,5033.13,-5699.22509765625,3775000,5240.77,755,33.0042
756,12.0799,5037.77,-5566.2333984375,3780000,5237.52,756,32.4583
757,11.9678,4997.17,-5648.81396484375,3785000,5234.73,757,32.1117
758,12.1665,4794.23,-5631.39013671875,3790000,5206.23,758,32.6018
759,12.1672,4824.02,-5609.806640625,3795000,5262.41,759,31.9967
760,11.6287,5023.1,-5665.615234375,3800000,5219.95,760,32.1301
761,11.7078,5025.56,-6137.26318359375,3805000,5246.37,761,32.6999
762,12.1545,4952.67,-5733.09619140625,3810000,5139.89,762,32.4027
763,12.2145,5015.19,-5737.37353515625,3815000,5217.05,763,32.2814
764,12.3057,4783.1,-5765.5908203125,3820000,5245.87,764,32.2233
