Running Reverse KL,Running Env Steps,Real Sto Return,Itration,Running Forward KL,Reward Loss,Real Det Return,Running Update Time
15.2989,1970000,1963.55,394,156.6323,-65072.03125,2295.91,394
15.1954,1975000,1980.79,395,156.5862,-64942.8984375,2300.14,395
15.0626,1980000,1964.8,396,156.545,-65129.609375,2303.65,396
15.4022,1985000,2005.12,397,156.5726,-65450.70703125,2350.66,397
15.1342,1990000,1983.19,398,156.5573,-65464.11328125,2324.2,398
15.1163,1995000,1964.88,399,156.5568,-65724.015625,2330.64,399
15.2392,2000000,1962.68,400,156.5857,-65536.828125,2295.66,400
15.3246,2005000,1983.97,401,156.552,-65950.7890625,2322.91,401
14.9949,2010000,1941.73,402,156.4844,-65959.7578125,2308.67,402
15.1748,2015000,1951.03,403,156.6396,-65823.7890625,2308.36,403
15.2762,2020000,1983.55,404,156.596,-66258.4921875,2330.16,404
15.1708,2025000,1976.52,405,156.6989,-66411.3515625,2322.37,405
15.1089,2030000,1968.33,406,156.6455,-66112.890625,2300.89,406
15.0019,2035000,1967.78,407,156.7136,-66562.546875,2298.87,407
15.1522,2040000,1943.72,408,156.5971,-66790.7421875,2319.17,408
15.1573,2045000,1972.33,409,156.4535,-66446.5859375,2303.85,409
15.1198,2050000,1953.12,410,156.5843,-66810.046875,2307.7,410
15.1564,2055000,1958.47,411,156.5434,-66950.171875,2301.24,411
15.1824,2060000,1969.74,412,156.5301,-67057.078125,2321.45,412
14.9604,2065000,1938.93,413,156.6479,-67053.84375,2299.94,413
14.9925,2070000,1978.64,414,156.5589,-67366.34375,2317.56,414
15.0592,2075000,1948.13,415,156.6088,-67167.96875,2306.74,415
15.158,2080000,1952.64,416,156.5586,-67751.09375,2275.79,416
14.9652,2085000,1936.34,417,156.5685,-67696.84375,2306.17,417
15.1549,2090000,1965.95,418,156.547,-68023.265625,2293.06,418
15.1701,2095000,1968.73,419,156.6016,-67980.265625,2312.12,419
15.2831,2100000,1975.65,420,156.3669,-68071.7421875,2320.76,420
14.9751,2105000,1965.99,421,156.5,-67948.6015625,2270.56,421
15.0714,2110000,1974.31,422,156.4496,-68280.3046875,2299.22,422
14.9418,2115000,1955.71,423,156.5246,-68249.1875,2304.45,423
14.962,2120000,1952.34,424,156.4803,-68063.1171875,2290.43,424
15.0292,2125000,1968.86,425,156.4361,-68567.84375,2302.07,425
15.1705,2130000,1959.65,426,156.394,-68766.109375,2300.25,426
14.987,2135000,1960.29,427,156.4966,-68405.4609375,2290.57,427
15.0492,2140000,1957.37,428,156.5254,-68806.2734375,2302.34,428
14.979,2145000,1954.28,429,156.5185,-68881.3984375,2270.55,429
15.0514,2150000,1940.39,430,156.4409,-69120.125,2297.71,430
15.0647,2155000,1927.88,431,156.5074,-69045.1328125,2283.99,431
15.0841,2160000,1926.81,432,156.553,-69329.9296875,2285.67,432
14.888,2165000,1943.0,433,156.567,-69529.078125,2292.36,433
14.9797,2170000,1951.72,434,156.5849,-69788.6015625,2310.57,434
15.0567,2175000,1917.69,435,156.4401,-69839.7578125,2318.09,435
14.9978,2180000,1961.22,436,156.4597,-69946.1953125,2306.41,436
14.9529,2185000,1956.34,437,156.4437,-69848.9453125,2296.74,437
15.0508,2190000,1949.2,438,156.6719,-70058.015625,2286.66,438
14.9302,2195000,1946.47,439,156.4739,-69825.78125,2295.38,439
15.0478,2200000,1964.22,440,156.5188,-70267.765625,2304.78,440
15.015,2205000,1948.47,441,156.5626,-70210.234375,2300.26,441
15.1568,2210000,1963.0,442,156.5278,-70739.6328125,2319.59,442
14.87,2215000,1969.19,443,156.4622,-70641.4140625,2315.48,443
15.1987,2220000,1928.98,444,156.45,-70896.046875,2314.34,444
15.1131,2225000,1979.81,445,156.5896,-71165.9140625,2320.23,445
14.8352,2230000,1931.67,446,156.429,-70826.78125,2295.56,446
14.8388,2235000,1938.33,447,156.4739,-70738.03125,2297.89,447
14.9081,2240000,1964.89,448,156.3902,-71218.6484375,2312.46,448
14.887,2245000,1975.22,449,156.5428,-71148.1171875,2309.84,449
15.1095,2250000,1958.39,450,156.4994,-71543.125,2312.14,450
14.8826,2255000,1951.66,451,156.5127,-71403.2890625,2314.23,451
15.1487,2260000,1959.34,452,156.5683,-71709.90625,2320.45,452
15.0043,2265000,1951.69,453,156.4457,-71759.703125,2331.96,453
15.0613,2270000,1971.11,454,156.5624,-71735.0078125,2337.06,454
15.2528,2275000,1956.86,455,156.4813,-72077.359375,2322.05,455
15.109,2280000,1943.88,456,156.5987,-71950.921875,2319.2,456
15.2225,2285000,1970.11,457,156.6047,-72021.2578125,2320.75,457
15.2012,2290000,1960.05,458,156.6999,-72490.453125,2305.25,458
15.1323,2295000,1959.45,459,156.4898,-72762.9921875,2316.92,459
15.1695,2300000,1960.11,460,156.5083,-72595.6015625,2327.85,460
15.2452,2305000,1969.34,461,156.565,-72471.3359375,2332.04,461
15.1865,2310000,1960.25,462,156.5069,-72781.8984375,2332.55,462
15.175,2315000,1925.94,463,156.588,-72737.21875,2320.83,463
15.3191,2320000,1979.72,464,156.4918,-72968.8203125,2337.07,464
15.1532,2325000,1978.68,465,156.5834,-72762.1484375,2336.79,465
15.4311,2330000,1991.2,466,156.4856,-73294.6015625,2347.64,466
15.2026,2335000,1989.57,467,156.5887,-73567.390625,2345.96,467
15.241,2340000,1977.18,468,156.5501,-73394.1953125,2337.11,468
15.1216,2345000,1976.28,469,156.6201,-73529.5078125,2319.48,469
14.2237,2350000,1984.39,470,156.5418,-68151.6953125,2327.08,470
15.1643,2355000,1970.59,471,156.559,-73578.578125,2322.96,471
15.2357,2360000,1949.57,472,156.5895,-73841.09375,2312.74,472
15.1851,2365000,1991.58,473,156.6468,-73934.6875,2335.32,473
15.1792,2370000,1967.06,474,156.4382,-73906.859375,2339.03,474
15.199,2375000,1934.97,475,156.557,-73863.859375,2311.33,475
15.0595,2380000,1958.56,476,156.4322,-73670.203125,2307.32,476
15.3294,2385000,1982.67,477,156.6541,-74090.0625,2331.57,477
15.3529,2390000,1982.84,478,156.6276,-74297.3828125,2332.33,478
15.2977,2395000,1982.67,479,156.4757,-74250.8203125,2347.08,479
15.305,2400000,1980.52,480,156.5816,-74317.609375,2353.94,480
14.981,2405000,1950.23,481,156.5875,-74312.53125,2321.96,481
15.3775,2410000,1981.34,482,156.4217,-74753.3125,2335.21,482
15.4213,2415000,1991.76,483,156.4942,-74872.078125,2355.13,483
15.4697,2420000,1957.43,484,156.5796,-74799.25,2344.78,484
15.0526,2425000,1995.13,485,156.636,-74696.234375,2339.98,485
15.4744,2430000,1997.91,486,156.6644,-75244.4296875,2374.54,486
15.2419,2435000,2010.98,487,156.5824,-74985.515625,2366.07,487
15.2648,2440000,1997.27,488,156.5442,-75285.2890625,2366.84,488
15.2886,2445000,1989.24,489,156.5515,-75457.59375,2369.34,489
15.268,2450000,1944.09,490,156.4679,-75585.078125,2349.28,490
15.3929,2455000,2012.64,491,156.6472,-75389.5703125,2358.76,491
15.4335,2460000,2003.33,492,156.6155,-75496.578125,2370.53,492
15.4408,2465000,1999.89,493,156.4879,-75580.625,2368.4,493
15.3492,2470000,2010.84,494,156.4654,-75703.671875,2340.77,494
15.2145,2475000,1973.5,495,156.7053,-75635.953125,2352.8,495
15.3786,2480000,1996.76,496,156.4991,-75962.625,2352.43,496
15.3428,2485000,2020.29,497,156.6015,-76114.8203125,2361.47,497
15.4968,2490000,1992.92,498,156.5492,-76279.390625,2369.75,498
15.3003,2495000,1994.42,499,156.5836,-76186.9375,2367.09,499
15.2933,2500000,2012.27,500,156.5596,-76458.265625,2376.72,500
15.5393,2505000,2011.91,501,156.5858,-76617.40625,2382.2,501
15.5007,2510000,1992.27,502,156.6181,-76470.3671875,2372.16,502
15.3132,2515000,1990.79,503,156.5435,-76643.078125,2360.5,503
15.2769,2520000,2013.7,504,156.6401,-76576.109375,2374.28,504
15.3862,2525000,1979.09,505,156.4796,-76351.625,2344.99,505
15.4144,2530000,2012.66,506,156.5825,-77071.3671875,2361.58,506
15.3506,2535000,1983.84,507,156.524,-76960.6875,2357.71,507
15.2551,2540000,1996.17,508,156.5405,-77018.4609375,2375.76,508
15.322,2545000,2011.23,509,156.4415,-77091.4140625,2386.14,509
15.3389,2550000,2006.23,510,156.5374,-77210.890625,2370.59,510
15.2593,2555000,1996.18,511,156.6492,-77055.2578125,2334.53,511
15.2033,2560000,2015.34,512,156.6176,-77010.9921875,2360.56,512
15.2557,2565000,2000.34,513,156.4784,-77056.4140625,2362.43,513
15.3088,2570000,2005.34,514,156.5174,-77393.4140625,2369.64,514
15.2717,2575000,2011.13,515,156.5962,-77546.0625,2365.37,515
15.3042,2580000,2008.64,516,156.5093,-77441.3984375,2361.81,516
15.2654,2585000,1990.57,517,156.6523,-77432.46875,2378.74,517
15.3398,2590000,2006.09,518,156.5775,-77560.5546875,2349.15,518
15.4255,2595000,2012.77,519,156.4588,-78258.5234375,2388.84,519
14.9363,2600000,2011.36,520,156.5869,-78229.7265625,2377.33,520
15.2342,2605000,2018.95,521,156.5626,-78120.7265625,2374.95,521
15.3299,2610000,2011.42,522,156.6076,-78013.796875,2376.69,522
15.276,2615000,1974.64,523,156.4722,-78088.3828125,2362.98,523
15.5183,2620000,2007.95,524,156.5108,-78324.3359375,2379.01,524
15.3878,2625000,2013.95,525,156.5677,-78119.796875,2372.59,525
15.4019,2630000,2006.98,526,156.6762,-78489.625,2380.15,526
15.3386,2635000,2013.73,527,156.5622,-78546.953125,2373.66,527
15.4079,2640000,2015.32,528,156.5139,-78634.3046875,2372.47,528
15.3548,2645000,2006.19,529,156.5473,-78450.84375,2367.17,529
15.3229,2650000,1954.65,530,156.5521,-79010.734375,2373.19,530
15.3952,2655000,1982.05,531,156.5273,-78932.0078125,2368.81,531
15.2149,2660000,1994.26,532,156.4123,-78968.734375,2352.43,532
15.2045,2665000,1981.74,533,156.644,-79053.703125,2371.07,533
15.2548,2670000,1981.45,534,156.3616,-79351.7109375,2357.27,534
15.2042,2675000,1990.86,535,156.6525,-79063.1953125,2364.27,535
15.2722,2680000,2021.11,536,156.5144,-79139.1953125,2346.55,536
15.1563,2685000,1993.08,537,156.5974,-79198.1953125,2356.13,537
15.2064,2690000,1969.55,538,156.4707,-79576.5234375,2369.16,538
15.2492,2695000,1998.58,539,156.4543,-79487.59375,2327.35,539
15.2544,2700000,1983.81,540,156.4231,-79732.1171875,2375.66,540
15.122,2705000,1996.94,541,156.4627,-79209.7578125,2349.15,541
15.007,2710000,1977.06,542,156.5078,-79397.7421875,2333.96,542
15.1004,2715000,1997.15,543,156.5596,-79607.7578125,2366.8,543
15.2607,2720000,2000.09,544,156.5411,-79996.3984375,2371.93,544
15.3282,2725000,1981.29,545,156.6493,-79668.6015625,2363.99,545
15.2387,2730000,2000.19,546,156.4626,-79790.0234375,2353.83,546
15.243,2735000,1997.18,547,156.5178,-79955.8984375,2367.25,547
15.4285,2740000,1981.67,548,156.5516,-80071.6640625,2363.26,548
15.3647,2745000,2022.77,549,156.5375,-80094.828125,2380.83,549
15.3178,2750000,2021.37,550,156.5599,-80332.125,2358.6,550
15.2347,2755000,2006.83,551,156.517,-80059.328125,2357.22,551
15.3156,2760000,2019.51,552,156.6305,-80315.0625,2374.68,552
15.2235,2765000,2014.88,553,156.5889,-80662.296875,2363.03,553
15.3042,2770000,2021.07,554,156.5353,-80383.0,2347.87,554
15.349,2775000,2001.99,555,156.4842,-80519.703125,2367.4,555
15.4264,2780000,2025.36,556,156.4971,-80760.9765625,2374.16,556
15.2684,2785000,2007.02,557,156.4141,-80428.140625,2340.54,557
15.0939,2790000,2025.62,558,156.5821,-80688.40625,2374.2,558
15.269,2795000,2002.85,559,156.4454,-80748.3125,2369.01,559
15.2592,2800000,2006.84,560,156.7678,-80723.9921875,2349.07,560
15.2968,2805000,2016.56,561,156.5135,-80796.3515625,2374.27,561
15.2714,2810000,2025.87,562,156.6803,-80965.8671875,2374.94,562
15.4375,2815000,2023.09,563,156.5513,-81405.390625,2370.53,563
15.3064,2820000,2009.54,564,156.6871,-81288.015625,2373.13,564
15.4078,2825000,2008.62,565,156.6635,-81316.734375,2364.78,565
15.3005,2830000,2013.05,566,156.4319,-81447.7109375,2368.36,566
15.3455,2835000,2011.09,567,156.4645,-81574.0390625,2366.79,567
15.3517,2840000,2025.59,568,156.7123,-81617.40625,2378.67,568
15.2726,2845000,2037.24,569,156.5645,-81508.3359375,2369.91,569
15.2109,2850000,2040.86,570,156.6116,-81332.40625,2372.43,570
15.2365,2855000,2004.72,571,156.7146,-81801.890625,2340.39,571
15.2767,2860000,2016.32,572,156.6266,-81929.2265625,2371.06,572
15.2995,2865000,2011.18,573,156.5407,-81753.2109375,2379.42,573
15.2748,2870000,2025.53,574,156.512,-81931.078125,2389.21,574
15.2558,2875000,2025.6,575,156.4368,-82040.5703125,2378.19,575
15.1972,2880000,2005.78,576,156.5298,-82050.6015625,2355.21,576
15.2697,2885000,2020.85,577,156.4694,-82142.5546875,2370.63,577
15.2814,2890000,2020.16,578,156.5418,-82295.203125,2355.01,578
15.469,2895000,2021.02,579,156.5554,-82377.34375,2384.05,579
15.2872,2900000,2025.71,580,156.5061,-82273.6796875,2379.24,580
15.1531,2905000,2019.85,581,156.5275,-82469.859375,2362.29,581
15.2822,2910000,2015.29,582,156.5514,-82531.9921875,2343.24,582
15.4824,2915000,2014.69,583,156.493,-82655.4765625,2367.18,583
15.4286,2920000,2036.65,584,156.5208,-82712.7265625,2377.1,584
15.3162,2925000,2015.95,585,156.6276,-82859.0859375,2376.97,585
15.3913,2930000,2017.03,586,156.5283,-82686.5390625,2385.32,586
15.389,2935000,2026.63,587,156.4608,-82781.796875,2370.23,587
15.1331,2940000,2017.95,588,156.5039,-82868.453125,2352.28,588
15.3586,2945000,2009.29,589,156.6267,-83143.75,2386.54,589
15.3755,2950000,2021.56,590,156.4997,-83027.3125,2384.15,590
15.2171,2955000,2023.25,591,156.6012,-82972.34375,2385.87,591
15.4398,2960000,2021.04,592,156.5836,-83374.3125,2376.44,592
15.4074,2965000,2031.58,593,156.4198,-83333.5703125,2371.14,593
15.3173,2970000,2007.39,594,156.5863,-82964.3671875,2381.7,594
15.4969,2975000,2032.24,595,156.5603,-83562.9765625,2385.26,595
15.2997,2980000,2019.77,596,156.5509,-83534.1875,2397.03,596
15.2725,2985000,2000.1,597,156.767,-83520.3203125,2357.93,597
15.3975,2990000,2026.17,598,156.5239,-83617.65625,2375.29,598
15.3388,2995000,2011.66,599,156.5995,-83582.5078125,2339.7,599
