Real Det Return,Running Forward KL,Running Env Steps,Real Sto Return,Reward Loss,Itration,Running Reverse KL,Running Update Time
3989.17,43.7685,275000,3980.65,-270.53253173828125,55,18.0871,55
4028.64,43.6326,280000,3945.46,-265.5982971191406,56,18.7535,56
3916.53,43.3754,285000,3545.0,-274.8102111816406,57,18.2824,57
3874.28,43.7772,290000,3752.45,-291.2458190917969,58,19.3956,58
3920.73,44.1146,295000,3931.65,-295.03912353515625,59,20.0446,59
3980.17,43.7806,300000,3889.29,-299.6653747558594,60,18.67,60
3934.76,43.0667,305000,3986.64,-298.55712890625,61,18.5667,61
3981.71,43.5222,310000,3969.2,-306.2283020019531,62,18.2177,62
4026.97,43.3485,315000,4010.97,-312.6815490722656,63,16.8541,63
4050.41,43.8114,320000,3967.71,-320.9536437988281,64,19.2267,64
3995.74,43.1442,325000,3969.17,-325.5538024902344,65,19.2407,65
4063.2,42.8631,330000,4041.38,-324.53448486328125,66,18.2963,66
4020.94,43.2157,335000,3955.47,-332.41473388671875,67,17.9835,67
4136.58,42.8365,340000,4050.52,-334.2882385253906,68,19.1139,68
4159.07,42.9612,345000,3886.3,-333.8484191894531,69,18.0665,69
4165.83,42.7492,350000,4059.93,-347.2393798828125,70,18.2546,70
4097.97,42.317,355000,4037.67,-351.39068603515625,71,17.7305,71
4138.17,42.7207,360000,4055.48,-361.02099609375,72,17.8717,72
4013.78,42.3151,365000,4000.47,-359.18365478515625,73,17.0073,73
4116.92,42.3072,370000,4055.29,-360.3878173828125,74,17.4051,74
4179.96,42.5708,375000,4052.15,-365.2998046875,75,17.3725,75
4095.33,42.4165,380000,4084.35,-376.4264831542969,76,17.8426,76
4191.3,42.7288,385000,4113.62,-388.6426086425781,77,18.4191,77
4132.53,42.3742,390000,4110.09,-393.5125427246094,78,19.207,78
4133.75,42.2682,395000,4115.02,-399.35382080078125,79,17.6712,79
4198.87,42.4847,400000,4191.09,-401.9962463378906,80,18.5725,80
4217.98,42.3877,405000,4164.96,-394.8287658691406,81,17.6704,81
4171.62,42.0654,410000,4121.66,-417.15594482421875,82,17.9864,82
4172.33,42.3658,415000,4103.95,-403.8716125488281,83,18.5668,83
4227.07,42.0268,420000,4161.05,-430.3733215332031,84,18.5199,84
4130.87,42.1588,425000,4139.3,-419.3719787597656,85,18.0981,85
4146.74,41.8203,430000,4144.52,-406.9303283691406,86,17.7929,86
4169.76,42.3539,435000,4153.1,-447.4160461425781,87,18.1838,87
4166.34,42.6942,440000,4110.32,-440.5776672363281,88,17.4332,88
4286.38,42.2185,445000,4178.23,-443.5179748535156,89,17.3135,89
4240.03,42.3026,450000,4147.56,-448.5342102050781,90,17.748,90
4204.79,42.5812,455000,4167.25,-453.4068908691406,91,18.5347,91
4251.56,42.5437,460000,4172.31,-460.7153015136719,92,18.6011,92
4141.82,42.3785,465000,4088.23,-460.4905700683594,93,17.6629,93
4109.3,42.573,470000,4037.43,-476.17059326171875,94,17.4859,94
4226.23,42.4435,475000,4109.87,-468.49761962890625,95,17.1212,95
4270.35,41.4386,480000,4220.99,-462.45751953125,96,17.3197,96
4237.76,42.1927,485000,4155.03,-489.713134765625,97,17.3478,97
4209.62,42.0018,490000,4140.32,-470.6307678222656,98,16.4345,98
4224.5,42.2264,495000,4146.06,-503.3636169433594,99,17.9375,99
4116.75,42.4316,500000,4099.0,-510.4821472167969,100,17.0165,100
4227.37,41.764,505000,4167.94,-494.1941833496094,101,17.8626,101
4214.28,40.8707,510000,4138.13,-484.2952880859375,102,16.1009,102
4179.99,42.4453,515000,4122.06,-514.7833862304688,103,16.6852,103
4306.85,41.8377,520000,4242.06,-499.459716796875,104,17.1237,104
4215.55,42.1286,525000,4215.74,-522.9219970703125,105,18.2554,105
4247.45,42.4824,530000,4239.44,-554.5240478515625,106,17.808,106
4330.57,41.9297,535000,4213.47,-540.1389770507812,107,17.1616,107
4228.23,42.278,540000,4198.38,-539.6961059570312,108,17.4418,108
4191.33,41.8696,545000,4190.59,-517.5156860351562,109,17.1312,109
4308.83,41.5056,550000,4204.86,-523.7915649414062,110,16.0686,110
4324.73,41.9828,555000,4217.42,-555.8123779296875,111,16.8213,111
4286.86,42.2625,560000,4231.41,-560.9002075195312,112,17.2509,112
4251.38,41.9127,565000,4195.32,-563.32958984375,113,17.0742,113
4192.19,41.5039,570000,4127.34,-568.2031860351562,114,16.4047,114
4216.49,42.7397,575000,4176.0,-597.5640869140625,115,18.3713,115
4188.08,42.4359,580000,4210.8,-570.138916015625,116,17.7709,116
4270.05,41.6628,585000,4225.64,-575.1278686523438,117,16.5044,117
4301.87,41.7842,590000,4271.45,-556.599609375,118,15.4679,118
4365.37,42.2652,595000,4274.24,-579.7066650390625,119,16.442,119
4288.76,41.7289,600000,4237.41,-593.7283935546875,120,16.1748,120
4335.71,41.7637,605000,4282.28,-599.0501708984375,121,17.7751,121
4389.56,42.0277,610000,4286.96,-608.739013671875,122,17.1469,122
4276.03,41.9652,615000,4259.39,-627.0587768554688,123,16.7687,123
4280.7,41.955,620000,3926.75,-600.454833984375,124,16.5087,124
4173.53,41.7506,625000,4121.5,-626.91748046875,125,15.7434,125
4378.74,41.7095,630000,4328.43,-613.4509887695312,126,17.4031,126
3928.87,41.4472,635000,4104.07,-629.3848876953125,127,16.8347,127
4148.72,41.7876,640000,4191.2,-639.4876098632812,128,16.4098,128
4237.59,41.552,645000,4196.1,-642.5383911132812,129,17.3933,129
4109.71,41.3527,650000,4231.88,-656.8173217773438,130,15.7403,130
4299.16,41.9171,655000,4244.24,-687.5863037109375,131,16.6041,131
4273.72,41.8654,660000,4265.59,-650.7479858398438,132,16.9721,132
4223.69,41.989,665000,4232.57,-663.660400390625,133,17.1266,133
4279.83,41.6115,670000,4312.39,-682.3256225585938,134,16.8482,134
4368.35,41.0616,675000,4326.82,-669.1043701171875,135,16.7124,135
4363.55,40.683,680000,4301.4,-651.6868896484375,136,15.7879,136
4432.71,41.2632,685000,4393.48,-635.4242553710938,137,18.205,137
4329.36,41.5027,690000,4333.11,-646.7926635742188,138,16.6092,138
4263.0,41.2199,695000,4251.18,-708.0574951171875,139,16.8872,139
4415.92,41.0203,700000,4312.84,-695.3856811523438,140,15.7273,140
4431.36,41.019,705000,4363.5,-682.8850708007812,141,16.5766,141
4461.47,41.1907,710000,4403.71,-701.8599243164062,142,16.8149,142
4405.05,41.7531,715000,4328.89,-690.7380981445312,143,17.2471,143
4380.83,41.4772,720000,4322.31,-698.33447265625,144,17.1821,144
4318.05,41.6508,725000,4367.13,-711.4605712890625,145,16.6902,145
4350.02,40.8823,730000,4358.68,-719.4373168945312,146,16.7485,146
4460.74,41.5301,735000,4429.22,-697.3344116210938,147,18.2127,147
4339.66,41.3409,740000,4384.19,-724.2904663085938,148,17.3469,148
4526.53,41.0351,745000,4473.72,-715.7323608398438,149,16.5601,149
4317.93,41.4107,750000,4356.55,-747.9158935546875,150,17.7075,150
4479.12,41.317,755000,4370.18,-760.5633544921875,151,17.5985,151
4387.52,40.8992,760000,4413.28,-748.79931640625,152,18.8284,152
4508.27,41.1387,765000,4427.85,-721.6460571289062,153,17.4235,153
4469.27,41.1964,770000,4390.22,-736.251708984375,154,16.0755,154
4480.24,41.3897,775000,4440.26,-759.0069580078125,155,17.5088,155
4465.98,41.3771,780000,4326.84,-752.7713623046875,156,16.7835,156
4458.94,41.1563,785000,4394.24,-752.343505859375,157,16.5849,157
4380.86,41.1155,790000,4363.47,-739.9487915039062,158,16.9016,158
4391.35,41.2887,795000,4428.04,-779.8621826171875,159,16.5881,159
4576.55,41.075,800000,4472.21,-749.701416015625,160,16.9971,160
4507.32,41.1945,805000,4469.43,-753.1083984375,161,17.183,161
4549.78,40.9914,810000,4487.13,-742.6109008789062,162,17.5904,162
4469.81,40.8768,815000,4376.55,-775.45556640625,163,17.2886,163
4456.55,40.9121,820000,4411.17,-793.9156494140625,164,16.7442,164
4579.06,40.2695,825000,4482.59,-771.7398681640625,165,16.5827,165
4359.76,41.17,830000,4322.46,-798.732421875,166,15.7505,166
4502.55,40.6513,835000,4368.8,-777.2314453125,167,16.6161,167
4551.25,40.8674,840000,4415.47,-804.173828125,168,16.9582,168
4484.47,41.5918,845000,4402.62,-816.5447998046875,169,17.7623,169
4574.92,40.5696,850000,4474.01,-816.248779296875,170,16.3881,170
4509.49,40.5919,855000,4445.16,-816.1015625,171,18.4818,171
4597.37,40.9553,860000,4496.62,-795.6932983398438,172,17.2589,172
4571.52,40.3492,865000,4406.31,-788.9602661132812,173,16.2281,173
4451.55,40.0185,870000,4471.9,-853.530029296875,174,16.8012,174
4555.44,40.2824,875000,4488.63,-822.4403686523438,175,17.6097,175
4689.3,40.527,880000,4579.78,-804.7728271484375,176,16.612,176
4617.73,40.2876,885000,4530.3,-843.8675537109375,177,17.3219,177
4658.04,40.9763,890000,4549.41,-852.438232421875,178,17.7794,178
4557.87,40.3382,895000,4466.57,-846.1941528320312,179,16.6211,179
4614.16,40.301,900000,4493.77,-847.2538452148438,180,16.8113,180
4607.42,40.6825,905000,4584.63,-851.2335205078125,181,17.5465,181
4652.21,40.3232,910000,4567.6,-854.1044311523438,182,17.071,182
4636.82,40.4033,915000,4569.0,-886.768798828125,183,17.7129,183
4660.5,40.379,920000,4586.4,-860.4297485351562,184,17.0188,184
4642.3,40.104,925000,4589.13,-876.4224853515625,185,17.3254,185
4558.4,40.3842,930000,4547.78,-895.7882690429688,186,17.0548,186
4613.78,40.555,935000,4589.15,-914.8460083007812,187,18.1406,187
4632.45,40.9842,940000,4537.73,-905.9580078125,188,17.9388,188
4564.75,40.957,945000,4592.0,-887.9804077148438,189,18.4715,189
4658.45,39.9545,950000,4574.39,-869.3739624023438,190,17.7736,190
4527.67,40.3108,955000,4471.98,-919.5867309570312,191,16.8006,191
4607.94,40.46,960000,4571.03,-907.2872924804688,192,17.2803,192
4745.18,40.2464,965000,4594.66,-877.5698852539062,193,16.1985,193
4605.48,38.9648,970000,4578.15,-943.9259033203125,194,16.607,194
4589.9,40.0327,975000,4579.21,-963.5994262695312,195,17.564,195
4633.77,39.5801,980000,4568.56,-934.4352416992188,196,17.2624,196
4616.93,39.6474,985000,4553.8,-922.31396484375,197,17.2789,197
4624.13,39.6677,990000,4570.23,-910.8981323242188,198,17.3514,198
4696.44,39.5919,995000,4628.98,-971.1987915039062,199,17.6204,199
4709.55,41.3568,1000000,4600.84,-944.3270263671875,200,18.5354,200
4645.29,41.0113,1005000,4486.56,-971.1719970703125,201,17.9151,201
4633.14,40.3972,1010000,4530.76,-967.6608276367188,202,17.8273,202
4675.47,40.3276,1015000,4572.17,-957.4326171875,203,17.9168,203
4714.69,39.6035,1020000,4613.3,-948.2155151367188,204,17.2919,204
4600.9,40.9055,1025000,4270.44,-988.198486328125,205,18.0737,205
4591.34,40.9064,1030000,4277.93,-1016.0946655273438,206,18.2682,206
4643.84,40.3998,1035000,4632.14,-1045.743896484375,207,17.8911,207
4710.83,41.2527,1040000,4607.71,-1035.419189453125,208,18.7705,208
4696.54,41.1436,1045000,4623.52,-1020.559814453125,209,18.086,209
4739.93,39.6492,1050000,4638.28,-999.2079467773438,210,17.674,210
4762.25,40.4297,1055000,4674.08,-1032.4749755859375,211,18.1058,211
4813.49,40.5152,1060000,4706.2,-993.7828369140625,212,17.8868,212
4700.33,40.5817,1065000,4606.15,-1061.8817138671875,213,18.1745,213
4754.98,40.0402,1070000,4652.25,-1014.4287109375,214,17.7627,214
4654.31,40.778,1075000,4588.81,-1063.4339599609375,215,17.7878,215
4840.19,39.8017,1080000,4692.96,-1056.2421875,216,18.5815,216
4658.01,40.3364,1085000,4600.57,-1056.33642578125,217,17.8717,217
4809.87,39.6032,1090000,4693.62,-1063.8369140625,218,18.4283,218
4788.76,40.4148,1095000,4723.46,-1029.6495361328125,219,18.6646,219
4820.99,41.1712,1100000,4691.36,-1068.0467529296875,220,18.3881,220
4832.22,39.9589,1105000,4703.49,-1048.6593017578125,221,17.6699,221
4865.36,40.8608,1110000,4535.7,-1099.0540771484375,222,18.3428,222
4839.62,40.0158,1115000,4686.79,-1073.1746826171875,223,17.8826,223
4875.0,39.7595,1120000,4747.96,-1077.237548828125,224,18.5345,224
4797.64,40.0249,1125000,4701.08,-1117.5609130859375,225,17.8183,225
4870.79,40.4591,1130000,4579.5,-1077.9251708984375,226,17.6122,226
4801.36,40.0918,1135000,4760.73,-1094.57568359375,227,17.9425,227
4808.86,40.0109,1140000,4737.03,-1137.522216796875,228,18.8342,228
4811.04,40.2984,1145000,4746.57,-1108.377197265625,229,18.4702,229
4855.04,39.1779,1150000,4756.52,-1086.9031982421875,230,17.6993,230
4853.95,39.7952,1155000,4809.95,-1114.2603759765625,231,17.2633,231
4893.59,39.7582,1160000,4806.29,-1119.761962890625,232,17.9613,232
4866.54,40.5498,1165000,4791.77,-1130.067138671875,233,18.2015,233
4846.44,40.195,1170000,4788.79,-1151.6182861328125,234,17.7938,234
4949.15,39.3854,1175000,4829.38,-1140.7218017578125,235,17.8638,235
4882.61,39.8514,1180000,4796.35,-1162.8997802734375,236,18.049,236
4967.38,39.0497,1185000,4860.68,-1141.019775390625,237,17.8561,237
4932.93,39.4213,1190000,4825.56,-1184.5267333984375,238,18.1953,238
4944.61,39.3726,1195000,4873.36,-1206.2705078125,239,17.9009,239
4947.61,38.9658,1200000,4871.54,-1186.9532470703125,240,17.8399,240
4949.94,38.5669,1205000,4811.65,-1159.5684814453125,241,16.3506,241
4935.84,39.1168,1210000,4850.66,-1200.352294921875,242,17.1073,242
4977.44,39.4997,1215000,4876.4,-1212.166259765625,243,17.6451,243
5012.19,39.4158,1220000,4818.15,-1232.30078125,244,17.4465,244
4996.55,39.0176,1225000,4915.11,-1218.597412109375,245,16.9868,245
4971.43,39.1795,1230000,4877.31,-1240.6116943359375,246,17.1594,246
5020.09,39.0794,1235000,4856.56,-1228.3878173828125,247,16.9383,247
5028.75,39.2097,1240000,4800.87,-1225.7530517578125,248,16.9393,248
4976.13,38.5297,1245000,4822.43,-1235.0631103515625,249,16.8886,249
4986.32,38.9785,1250000,3903.47,-1309.1199951171875,250,15.9854,250
5057.81,39.1628,1255000,4908.87,-1225.82763671875,251,16.82,251
5042.08,38.5237,1260000,4906.71,-1322.8980712890625,252,15.6703,252
5066.7,38.6508,1265000,4924.1,-1232.4573974609375,253,16.6344,253
5154.06,38.574,1270000,4963.48,-1255.9241943359375,254,17.5671,254
5107.89,38.7621,1275000,4968.85,-1277.4803466796875,255,16.8672,255
5124.67,38.793,1280000,4978.45,-1241.095458984375,256,17.0823,256
5116.45,38.3253,1285000,4968.63,-1279.5452880859375,257,17.1502,257
5094.43,38.7153,1290000,4970.08,-1270.1566162109375,258,16.6864,258
5099.51,39.1801,1295000,5016.07,-1305.6776123046875,259,17.1096,259
5100.27,38.8209,1300000,4983.73,-1289.695556640625,260,16.8345,260
5119.11,39.0091,1305000,4969.55,-1313.6773681640625,261,16.4506,261
5117.7,38.8937,1310000,4966.33,-1326.76171875,262,17.0558,262
5199.3,38.3289,1315000,4985.92,-1284.4373779296875,263,16.6064,263
5160.22,39.2416,1320000,4999.62,-1308.493896484375,264,16.9989,264
5161.23,39.5704,1325000,5009.31,-1341.796142578125,265,16.3883,265
5182.95,38.5034,1330000,5027.48,-1322.0325927734375,266,16.1305,266
5178.7,39.3028,1335000,5059.8,-1342.0452880859375,267,16.7238,267
5172.23,39.2755,1340000,5024.34,-1341.23779296875,268,16.3022,268
5159.85,39.1914,1345000,5032.72,-1339.2529296875,269,15.9443,269
5208.67,39.6596,1350000,5035.25,-1352.6773681640625,270,16.4055,270
5229.81,39.4526,1355000,5025.2,-1398.8785400390625,271,16.6562,271
5232.77,39.8405,1360000,5045.55,-1361.762939453125,272,16.7471,272
5227.25,39.4577,1365000,5017.0,-1367.6737060546875,273,16.3438,273
5240.6,39.2047,1370000,5035.53,-1393.428955078125,274,16.5402,274
5193.1,38.1291,1375000,5026.69,-1390.6619873046875,275,15.8714,275
5247.91,39.2539,1380000,5065.56,-1393.978271484375,276,16.5104,276
5153.98,39.5386,1385000,5019.93,-1429.3310546875,277,16.3755,277
5185.42,38.947,1390000,5028.41,-1428.66162109375,278,16.3749,278
5132.5,38.3561,1395000,5014.1,-1411.002197265625,279,16.3134,279
5179.66,38.1992,1400000,5030.59,-1417.9407958984375,280,16.0211,280
5184.2,38.9458,1405000,5013.54,-1452.4923095703125,281,16.1494,281
5143.18,38.4218,1410000,4757.71,-1447.630615234375,282,16.0284,282
5182.2,38.3856,1415000,5045.7,-1469.6324462890625,283,16.4488,283
5217.67,39.0136,1420000,5029.07,-1469.2760009765625,284,16.2415,284
5220.1,38.0299,1425000,5056.55,-1463.5870361328125,285,16.0459,285
5214.96,39.1727,1430000,5008.15,-1493.930419921875,286,16.2353,286
5193.2,38.5414,1435000,5032.76,-1482.677490234375,287,16.1348,287
5175.76,39.3604,1440000,5016.73,-1509.11669921875,288,16.2806,288
5212.31,38.6105,1445000,4990.06,-1535.36767578125,289,16.1765,289
5212.58,39.0495,1450000,5044.71,-1532.1510009765625,290,16.5858,290
5299.33,38.7153,1455000,5084.73,-1467.507568359375,291,16.179,291
5288.58,38.9014,1460000,5113.4,-1517.956298828125,292,16.3368,292
5299.43,39.4987,1465000,4584.71,-1519.8314208984375,293,16.6174,293
5245.43,39.1696,1470000,5078.26,-1564.313232421875,294,16.4258,294
5262.47,39.3043,1475000,5073.21,-1531.3885498046875,295,16.5923,295
5270.13,38.5923,1480000,5069.98,-1577.6322021484375,296,16.2036,296
5252.87,38.8757,1485000,5047.45,-1548.2430419921875,297,16.578,297
5305.21,38.9106,1490000,5070.99,-1596.3685302734375,298,16.7129,298
5211.88,38.9143,1495000,5048.65,-1606.4046630859375,299,17.0652,299
2768.83,41.486,1500000,3901.29,-1656.596435546875,300,19.4982,300
4230.04,40.4496,1505000,4503.96,-1709.5447998046875,301,17.7481,301
18.16,42.4332,1510000,1352.56,-2170.04541015625,302,17.241,302
4603.11,39.8109,1515000,4494.1,-1707.5655517578125,303,17.9405,303
4386.21,40.3249,1520000,4358.05,-1827.9375,304,16.2049,304
3313.16,40.176,1525000,3774.79,-1937.7857666015625,305,19.2617,305
5025.93,39.4498,1530000,4772.08,-1826.178466796875,306,18.4777,306
4886.86,39.6416,1535000,4659.67,-1892.7547607421875,307,18.735,307
4961.99,40.1151,1540000,4761.32,-1880.851806640625,308,18.6507,308
4999.68,40.9515,1545000,4768.31,-1900.10400390625,309,18.9853,309
4936.4,41.4896,1550000,4574.42,-2036.561279296875,310,18.4039,310
4905.2,39.6194,1555000,4752.51,-1917.9112548828125,311,18.0579,311
4970.05,40.1921,1560000,4797.98,-1885.3184814453125,312,17.845,312
4987.82,40.6139,1565000,4778.53,-1922.75048828125,313,18.3319,313
4964.51,40.4413,1570000,4375.04,-1952.1083984375,314,18.5388,314
4443.35,40.9356,1575000,4894.1,-2064.529296875,315,16.2138,315
5002.11,41.5121,1580000,4843.29,-2013.201904296875,316,18.8978,316
5072.88,41.0334,1585000,4899.96,-1949.901611328125,317,18.2063,317
5046.36,39.684,1590000,4839.95,-1940.694091796875,318,17.3116,318
4170.98,38.8483,1595000,4735.62,-1881.3746337890625,319,16.9864,319
5050.88,39.9133,1600000,4876.5,-1959.4285888671875,320,17.3839,320
5032.16,38.945,1605000,4916.97,-1916.849609375,321,17.1058,321
5097.1,39.0182,1610000,4937.18,-2009.610595703125,322,17.4622,322
5112.25,39.9862,1615000,4926.92,-1958.1319580078125,323,18.0798,323
5088.01,39.9966,1620000,4673.93,-1973.978759765625,324,17.6956,324
5120.59,38.8879,1625000,4982.88,-1917.129638671875,325,16.6845,325
5176.6,39.7779,1630000,5013.78,-2017.402587890625,326,17.1207,326
5091.19,39.8049,1635000,4959.21,-2008.6729736328125,327,16.893,327
5201.15,39.0894,1640000,5028.42,-2003.6895751953125,328,17.5444,328
5158.65,38.8837,1645000,4937.39,-2039.65185546875,329,17.1635,329
5162.12,39.5107,1650000,5040.54,-2040.7772216796875,330,17.2691,330
5149.23,38.55,1655000,4827.46,-2021.3485107421875,331,17.1049,331
5167.33,39.5267,1660000,5005.61,-2091.160888671875,332,17.5617,332
5122.36,38.7594,1665000,5008.18,-2085.034912109375,333,16.3377,333
5160.22,38.3036,1670000,4997.78,-2079.7373046875,334,17.1611,334
5063.18,38.1797,1675000,4960.19,-2067.2626953125,335,16.5877,335
5190.98,38.6261,1680000,5021.4,-2072.109130859375,336,16.7168,336
5164.44,38.7251,1685000,5040.2,-2088.25439453125,337,16.6069,337
5115.19,38.3284,1690000,5041.21,-2085.52587890625,338,16.5201,338
5137.85,39.085,1695000,5027.84,-2086.762451171875,339,16.8514,339
5139.49,38.4475,1700000,5036.95,-2119.416748046875,340,16.7028,340
5066.23,37.9645,1705000,4795.53,-2057.419677734375,341,16.1861,341
5153.88,38.0218,1710000,5020.66,-2167.7822265625,342,16.446,342
5224.06,38.4275,1715000,5058.48,-2132.282470703125,343,16.7282,343
5166.84,38.2376,1720000,5052.06,-2142.80712890625,344,16.9046,344
5167.7,38.9179,1725000,5038.59,-2194.472900390625,345,16.7112,345
5144.88,39.4947,1730000,5026.38,-2193.127685546875,346,16.7945,346
5165.07,39.3294,1735000,5062.99,-2169.90625,347,17.037,347
5226.4,38.5405,1740000,5077.48,-2183.5849609375,348,16.7442,348
5201.62,39.0022,1745000,5059.16,-2260.1923828125,349,17.0018,349
5227.12,38.7451,1750000,5031.15,-2308.4248046875,350,17.2246,350
5193.86,39.184,1755000,5053.32,-2317.376220703125,351,17.1663,351
5219.22,38.7458,1760000,5073.32,-2335.243408203125,352,17.1976,352
5222.17,39.1932,1765000,5097.21,-2344.881103515625,353,17.5999,353
5222.64,39.4988,1770000,5062.22,-2343.53125,354,17.2256,354
5230.58,38.9655,1775000,5091.74,-2349.52978515625,355,17.2996,355
5219.98,38.4432,1780000,5086.23,-2301.69775390625,356,17.2208,356
5211.31,38.894,1785000,5076.11,-2379.044677734375,357,16.0357,357
5157.97,39.2532,1790000,5088.32,-2412.22509765625,358,17.0354,358
5156.21,39.0774,1795000,5067.13,-2398.113037109375,359,17.0502,359
5055.4,38.5889,1800000,5020.99,-2407.8916015625,360,16.3848,360
5202.43,39.4493,1805000,5093.82,-2431.787109375,361,17.1246,361
5157.58,38.7041,1810000,5080.29,-2414.343017578125,362,16.746,362
5234.87,39.2672,1815000,5089.63,-2475.67822265625,363,16.8216,363
5138.03,39.0459,1820000,4844.17,-2490.037353515625,364,16.7205,364
5160.42,39.1821,1825000,5066.97,-2515.53857421875,365,16.3073,365
5197.61,39.5503,1830000,5083.23,-2534.275146484375,366,16.965,366
5005.77,38.9662,1835000,4993.81,-2546.398681640625,367,16.5847,367
5223.02,38.5397,1840000,4866.32,-2438.850830078125,368,16.427,368
5152.45,38.3729,1845000,4790.23,-2543.909423828125,369,15.8636,369
5153.55,39.1139,1850000,5027.4,-2509.48681640625,370,16.1302,370
5159.48,38.182,1855000,5057.37,-2500.400146484375,371,16.1407,371
5255.51,38.3902,1860000,5108.58,-2478.552490234375,372,16.4809,372
5249.59,39.1856,1865000,5113.25,-2548.476806640625,373,15.7235,373
5162.21,38.5906,1870000,5101.59,-2578.1572265625,374,16.2241,374
5181.47,38.9122,1875000,5064.92,-2578.736328125,375,16.3272,375
5206.31,38.5907,1880000,5069.1,-2601.589599609375,376,16.4435,376
5234.01,38.8972,1885000,5104.01,-2660.787353515625,377,16.2596,377
5192.86,38.4524,1890000,5049.79,-2651.721435546875,378,16.6905,378
5188.12,38.3405,1895000,5084.48,-2696.74169921875,379,16.5185,379
5187.93,38.7694,1900000,5040.19,-2701.13037109375,380,16.3906,380
5172.14,38.7646,1905000,5085.0,-2747.74951171875,381,16.2838,381
5127.0,39.2813,1910000,5041.38,-2760.6064453125,382,16.493,382
