Reward Loss,Real Sto Return,Itration,Running Update Time,Running Forward KL,Running Env Steps,Real Det Return,Running Reverse KL
-353.1664733886719,952.3,48,48,46.2474,240000,1997.29,13.0441
-387.1512145996094,1169.01,49,49,46.1465,245000,1743.57,13.5365
-350.6796875,1176.49,50,50,46.1139,250000,1662.56,14.9737
-370.3890380859375,1169.02,51,51,46.2818,255000,2185.45,14.7266
-374.4184265136719,1585.21,52,52,45.8708,260000,2332.42,14.226
-331.0869445800781,2141.69,53,53,45.4522,265000,2444.5,14.3647
-425.6244201660156,1748.98,54,54,45.1674,270000,1981.3,14.6247
-362.2425231933594,1731.25,55,55,45.0362,275000,2371.21,13.7015
-397.2470397949219,1561.9,56,56,45.6743,280000,1999.05,13.319
-415.597412109375,1728.87,57,57,46.0143,285000,1888.82,13.5738
-380.6194763183594,1950.12,58,58,45.701,290000,2087.35,14.0687
-376.65325927734375,1970.47,59,59,45.2708,295000,2486.11,15.0121
-428.2283935546875,1758.31,60,60,45.8285,300000,1323.73,14.9463
-428.2417907714844,2438.88,61,61,44.7648,305000,1740.32,13.2993
-395.73712158203125,2389.77,62,62,45.1965,310000,1816.74,16.171
-490.3553466796875,2040.31,63,63,45.1661,315000,1927.32,14.2183
-555.0280151367188,1203.55,64,64,45.1743,320000,2651.45,14.5293
-425.582763671875,2177.84,65,65,45.2777,325000,2296.73,15.8774
-411.1851501464844,2511.15,66,66,45.1842,330000,3181.28,16.666
-443.3219909667969,1675.94,67,67,44.4464,335000,3267.63,14.7532
-445.42926025390625,2704.8,68,68,44.6474,340000,2904.31,16.5329
-461.04193115234375,2331.74,69,69,45.0806,345000,1517.23,17.0806
-514.8908081054688,2554.6,70,70,45.0832,350000,3068.28,14.7476
-443.8484191894531,2073.53,71,71,45.0763,355000,1801.5,16.1057
-468.1690979003906,2580.63,72,72,44.7704,360000,2839.79,17.0472
-492.39141845703125,2618.75,73,73,44.8208,365000,2477.14,17.6467
-406.0692138671875,3274.31,74,74,44.6973,370000,3410.76,18.7314
-543.3875122070312,2961.86,75,75,44.8979,375000,2611.24,19.7023
-511.66278076171875,3004.86,76,76,44.4655,380000,3474.86,15.6336
-553.5098266601562,2928.81,77,77,44.6941,385000,3117.09,14.7916
-449.39208984375,3411.13,78,78,44.1175,390000,3613.71,17.9945
-437.8695373535156,3074.61,79,79,44.322,395000,3570.33,18.196
-445.51177978515625,3499.73,80,80,44.0855,400000,3488.79,19.1007
-454.1454772949219,3515.7,81,81,44.1107,405000,3767.09,17.9631
-454.6708068847656,3250.32,82,82,44.7023,410000,3693.53,18.8593
-461.1599426269531,3548.91,83,83,44.8563,415000,3616.78,20.1708
-530.7337646484375,3467.35,84,84,44.8469,420000,3629.47,19.429
-576.1658935546875,3337.21,85,85,44.9481,425000,3253.84,20.3899
-531.7952270507812,3164.67,86,86,44.9148,430000,3601.75,18.5916
-506.7758483886719,3135.86,87,87,44.9511,435000,3701.49,19.5259
-530.167236328125,3433.84,88,88,45.037,440000,3683.49,20.6223
-569.3841552734375,3596.72,89,89,44.3455,445000,3778.54,19.2722
-515.001220703125,3451.04,90,90,44.6455,450000,3821.21,20.7512
-528.6342163085938,3428.55,91,91,44.6666,455000,3842.69,21.3283
-567.0558471679688,3005.65,92,92,44.7256,460000,3919.53,21.1681
-546.04345703125,3533.97,93,93,44.8858,465000,3663.14,20.6931
-626.2496948242188,3883.12,94,94,44.472,470000,3962.1,20.859
-666.564208984375,3839.85,95,95,44.8876,475000,3499.22,24.2054
-560.815673828125,3813.52,96,96,44.7583,480000,3910.7,21.6034
-650.4542846679688,3269.26,97,97,44.4422,485000,3382.99,19.9406
-621.5850219726562,3140.55,98,98,44.2237,490000,2787.91,19.1243
-741.0300903320312,3065.16,99,99,44.3591,495000,3064.29,20.7214
-607.4025268554688,3752.04,100,100,44.5905,500000,3777.91,20.2823
-746.4529418945312,3086.94,101,101,45.455,505000,2787.81,22.6284
-832.9125366210938,3053.12,102,102,45.4543,510000,2159.63,21.2244
-687.3972778320312,3685.35,103,103,43.9484,515000,4039.43,18.5986
-786.804931640625,3540.92,104,104,44.9038,520000,4372.9,22.3555
-690.0497436523438,3782.92,105,105,44.5131,525000,3097.43,22.2917
-687.621337890625,4078.27,106,106,44.493,530000,3843.6,21.0537
-770.30419921875,3853.69,107,107,45.0134,535000,4060.4,22.8046
-689.2468872070312,4072.33,108,108,44.7342,540000,4151.27,20.6601
-713.2792358398438,3595.32,109,109,44.7273,545000,4187.35,21.5588
-790.0703125,3325.05,110,110,45.4184,550000,4187.13,18.6344
-735.4775390625,4012.4,111,111,44.4873,555000,4193.73,21.7463
-813.3778686523438,3437.56,112,112,45.7992,560000,4248.24,21.1294
-722.5968627929688,3410.41,113,113,45.4624,565000,4207.67,24.4158
-806.80615234375,2960.05,114,114,44.6836,570000,4300.65,19.1167
-759.4059448242188,3909.92,115,115,44.8563,575000,3988.96,21.5948
-808.8671264648438,3409.78,116,116,44.8373,580000,4118.98,22.0215
-873.2642822265625,4030.32,117,117,45.8291,585000,1235.13,22.6248
-916.1989135742188,3456.73,118,118,45.6038,590000,4344.23,23.1483
-843.2446899414062,4116.06,119,119,46.0731,595000,4198.6,22.7814
-841.6646728515625,4123.28,120,120,46.268,600000,4232.69,26.5273
-880.4931640625,4071.42,121,121,46.7059,605000,4389.29,24.0881
-860.8304443359375,3975.8,122,122,45.899,610000,3880.29,25.3068
-877.4317016601562,4144.61,123,123,46.0233,615000,4254.42,25.2431
-888.8388061523438,4088.74,124,124,46.1346,620000,4320.78,25.0842
-915.3370971679688,4186.91,125,125,45.1631,625000,4388.95,22.4202
-903.8557739257812,3860.26,126,126,45.5202,630000,4385.84,23.1297
-914.3859252929688,3594.0,127,127,45.1238,635000,2951.81,22.2925
-940.2257690429688,4156.67,128,128,46.4375,640000,4351.69,25.1833
-937.2150268554688,3956.55,129,129,46.0722,645000,4271.98,24.9161
-1012.6209106445312,3660.74,130,130,46.6658,650000,4188.98,23.4931
-972.64697265625,4190.26,131,131,45.9753,655000,4305.88,25.3111
-980.6449584960938,3818.13,132,132,45.0852,660000,3931.84,23.0789
-982.481689453125,3986.99,133,133,45.3569,665000,3693.51,23.7667
-1010.9321899414062,3916.87,134,134,45.3731,670000,4315.28,23.4975
-1091.2900390625,3265.22,135,135,46.354,675000,4124.04,25.7112
-1039.7882080078125,4160.51,136,136,45.9562,680000,4248.59,26.0517
-1056.4080810546875,3626.23,137,137,46.0391,685000,2567.47,23.6981
-1058.938720703125,3796.27,138,138,46.2069,690000,4373.5,23.0454
-1060.310302734375,3961.37,139,139,46.1775,695000,4256.71,26.0165
-1104.1329345703125,4189.84,140,140,45.662,700000,2776.36,24.0739
-1112.525146484375,4124.65,141,141,46.6868,705000,4148.16,24.7592
-1089.1806640625,3600.84,142,142,45.7932,710000,3337.99,22.1674
-1150.7305908203125,3519.94,143,143,45.709,715000,3664.65,23.6313
-1148.83203125,3808.72,144,144,45.9553,720000,4172.82,25.1534
-1143.9229736328125,3811.89,145,145,45.8745,725000,4185.91,23.3091
-1172.69775390625,4076.34,146,146,46.792,730000,4252.86,26.8604
-1176.5308837890625,4251.04,147,147,45.7482,735000,4278.45,25.0695
-1219.4967041015625,3881.77,148,148,46.4474,740000,4202.7,22.8504
-1231.74609375,3648.66,149,149,46.2025,745000,4302.63,21.4986
-1207.7186279296875,3705.53,150,150,46.3612,750000,4119.44,24.8414
-1218.8682861328125,3828.5,151,151,45.9148,755000,3763.41,22.5989
-1238.6636962890625,4148.77,152,152,45.7089,760000,4102.62,22.2061
-1182.7760009765625,3235.36,153,153,44.6419,765000,3062.98,19.2847
-1317.5501708984375,4091.79,154,154,46.2486,770000,4226.87,23.5998
-1303.2750244140625,3244.67,155,155,45.8125,775000,4164.19,22.9526
-1303.4403076171875,4120.7,156,156,45.8258,780000,3200.45,22.0031
-1319.2669677734375,4043.03,157,157,45.7966,785000,4343.97,24.8053
-1330.3192138671875,3527.54,158,158,46.0481,790000,3811.74,20.4718
-1341.19921875,3468.17,159,159,47.0701,795000,4213.57,20.4355
-1383.086669921875,3790.35,160,160,47.4295,800000,4406.77,27.3244
-1365.937744140625,3999.01,161,161,45.937,805000,3510.1,21.8215
-1428.8330078125,3017.76,162,162,46.2943,810000,3711.55,24.4349
-1436.2218017578125,3526.55,163,163,45.7286,815000,3803.88,22.2359
-1439.841796875,4077.86,164,164,46.2106,820000,3286.18,23.7382
-1467.25390625,2997.93,165,165,46.58,825000,4349.83,23.7384
-1487.270263671875,2916.95,166,166,46.6892,830000,4325.83,23.7218
-1500.478759765625,3062.69,167,167,46.1099,835000,4032.17,22.8485
-1528.4434814453125,4039.2,168,168,46.8184,840000,4108.89,21.8215
-1543.10400390625,4082.44,169,169,46.3962,845000,4270.5,24.5823
-1567.431640625,4168.92,170,170,47.0699,850000,4180.87,25.5722
-1607.84765625,4181.13,171,171,46.5699,855000,4359.56,26.108
-1580.426025390625,4217.6,172,172,46.7365,860000,4269.7,24.6377
-1664.022705078125,3439.59,173,173,46.8793,865000,4458.15,26.2123
-1628.601806640625,4319.3,174,174,46.3543,870000,4481.13,24.7339
-1632.6031494140625,4321.99,175,175,46.4013,875000,4475.71,24.6504
-1666.7928466796875,4226.12,176,176,47.0785,880000,4395.92,24.6105
-1685.5443115234375,4189.29,177,177,46.4842,885000,4350.97,25.391
-1746.3160400390625,4233.58,178,178,47.1303,890000,4338.3,26.5618
-1695.6136474609375,4239.01,179,179,46.4398,895000,4330.13,26.3233
-1764.8858642578125,4169.42,180,180,46.7921,900000,4381.89,24.9099
-1759.665771484375,4247.14,181,181,46.7674,905000,4353.54,25.4648
-1861.0872802734375,4269.25,182,182,46.5293,910000,4516.6,26.6108
-1776.1055908203125,4199.29,183,183,46.4205,915000,4432.17,24.5557
-1841.019775390625,4267.94,184,184,47.3177,920000,4370.44,26.7919
-1900.0013427734375,4006.52,185,185,46.0342,925000,4499.72,24.2465
-1885.59912109375,4239.77,186,186,47.028,930000,4375.4,26.61
-1886.1405029296875,4037.58,187,187,46.9554,935000,4214.71,25.2607
-1901.0703125,4168.94,188,188,46.7299,940000,4344.01,25.9045
-1979.8345947265625,4291.49,189,189,47.0666,945000,4454.18,25.6963
-2041.7685546875,4283.87,190,190,45.8904,950000,4482.95,24.5261
-1991.444580078125,4333.04,191,191,45.7689,955000,4373.62,24.6894
-1998.3453369140625,4281.12,192,192,46.5397,960000,4431.33,24.6557
-2027.8050537109375,4252.44,193,193,46.2968,965000,4336.28,24.4473
-2088.33642578125,4133.95,194,194,46.3082,970000,4115.61,24.7473
-2056.3291015625,4194.45,195,195,46.815,975000,4231.9,25.1328
-2091.361572265625,4301.31,196,196,47.0969,980000,4410.83,26.4755
-2134.30810546875,3951.17,197,197,46.378,985000,4153.66,25.2399
-2037.2176513671875,4375.29,198,198,45.971,990000,4452.4,22.5094
-2155.6552734375,4380.89,199,199,46.6315,995000,4510.04,25.8458
-2179.5556640625,4192.99,200,200,45.964,1000000,4497.68,25.3417
-2239.312744140625,4430.2,201,201,46.1193,1005000,4566.81,24.6654
-2220.509521484375,4435.31,202,202,45.4124,1010000,4587.98,24.3858
-2320.808349609375,4203.2,203,203,45.9948,1015000,4542.43,24.4881
-2290.17822265625,4448.09,204,204,45.8696,1020000,4601.09,24.7637
-2355.409912109375,4434.64,205,205,45.9035,1025000,4647.02,24.9315
-2376.4453125,4432.05,206,206,45.7091,1030000,4676.47,23.6842
-2394.03369140625,4429.22,207,207,45.773,1035000,4663.93,23.709
-2460.2451171875,4458.95,208,208,45.822,1040000,4629.79,24.9787
-2425.484619140625,4493.57,209,209,45.5154,1045000,4633.86,24.6498
-2461.150390625,4474.3,210,210,45.2827,1050000,4626.41,23.5536
-2478.9814453125,4504.67,211,211,46.1092,1055000,4620.98,24.9823
-2478.859375,4510.62,212,212,46.476,1060000,4624.05,25.3288
-2506.06982421875,4432.47,213,213,46.2776,1065000,4536.82,25.1917
-2623.593505859375,4452.6,214,214,46.1612,1070000,4588.69,25.29
-2542.271728515625,4452.21,215,215,46.3069,1075000,4517.12,23.4653
-2566.8349609375,4372.39,216,216,45.8689,1080000,4484.23,23.1529
-2615.888671875,4409.6,217,217,46.1572,1085000,4527.95,24.8986
-2637.748779296875,4456.59,218,218,45.7289,1090000,4501.96,24.9551
-2575.85205078125,4460.05,219,219,45.4111,1095000,4549.28,24.2143
-2742.8330078125,4491.37,220,220,45.6833,1100000,4544.54,25.3281
-2748.341064453125,4462.72,221,221,46.3502,1105000,4576.64,25.4017
-2778.530517578125,4472.9,222,222,45.3048,1110000,4638.35,24.7191
-2812.85009765625,4479.43,223,223,45.9163,1115000,4596.1,25.8899
-2832.763916015625,4446.16,224,224,45.8264,1120000,4501.7,24.8295
-2856.55810546875,4476.7,225,225,45.834,1125000,4547.91,26.2355
-2913.048828125,4457.94,226,226,45.6696,1130000,4539.55,24.3836
-2962.55859375,4429.58,227,227,45.375,1135000,4610.53,24.95
-2987.576171875,4491.36,228,228,45.5602,1140000,4621.48,25.3209
-2969.369140625,4471.49,229,229,45.7573,1145000,4572.97,25.7801
-3009.60205078125,4412.35,230,230,45.8472,1150000,4575.62,25.1376
-3079.06201171875,4469.76,231,231,45.7529,1155000,4557.36,25.3546
-2973.42578125,4436.59,232,232,45.1848,1160000,4585.63,22.303
-3140.8564453125,4416.66,233,233,45.8473,1165000,4532.21,25.0186
-3144.6328125,4459.62,234,234,45.6565,1170000,4565.3,24.612
-3185.9296875,4293.51,235,235,45.1446,1175000,4559.0,24.3968
-3211.367431640625,4447.16,236,236,45.1811,1180000,4619.96,25.3245
-3297.94287109375,4382.51,237,237,45.6471,1185000,4540.31,24.7726
-3300.742431640625,4484.56,238,238,45.4224,1190000,4615.28,24.9369
-3275.331787109375,4275.32,239,239,45.5215,1195000,4535.27,25.4041
-3340.017333984375,4422.28,240,240,45.2501,1200000,4580.94,25.0342
-3413.881591796875,4426.02,241,241,45.4555,1205000,4573.65,25.165
-3405.541748046875,4358.65,242,242,45.7505,1210000,4515.06,25.5032
-3459.27685546875,4435.23,243,243,46.1368,1215000,4441.44,25.369
-3450.881103515625,4432.11,244,244,45.6705,1220000,4484.44,25.132
-3519.640380859375,4445.69,245,245,45.8398,1225000,4561.83,25.3329
-3515.5263671875,4430.73,246,246,45.4915,1230000,4569.17,25.3805
-3544.522216796875,4421.27,247,247,45.4129,1235000,4543.69,25.3866
-3579.905029296875,4467.8,248,248,45.7362,1240000,4596.06,25.6203
-3627.07470703125,4486.24,249,249,45.4365,1245000,4584.73,25.1667
-3464.0927734375,4418.01,250,250,44.9949,1250000,4530.89,22.459
-3623.6220703125,4465.8,251,251,44.8815,1255000,4535.42,23.8063
-3765.816162109375,4071.99,252,252,45.2788,1260000,4485.89,24.2602
-3720.729736328125,4389.08,253,253,45.3497,1265000,4560.35,24.8087
-3702.81201171875,4312.07,254,254,44.7513,1270000,4643.26,23.5347
-3824.265869140625,4070.18,255,255,45.2765,1275000,4507.06,24.664
-3739.045166015625,4324.16,256,256,45.1313,1280000,4613.41,22.4146
-3823.815185546875,4484.99,257,257,45.5329,1285000,4634.85,24.5945
-3839.904052734375,4240.28,258,258,45.3078,1290000,4623.14,24.0487
-3813.37890625,4444.95,259,259,45.4781,1295000,4495.69,24.771
-3803.844970703125,4511.34,260,260,44.7521,1300000,4599.71,23.191
-3911.008544921875,4460.23,261,261,44.8728,1305000,4550.5,24.6959
-3767.421630859375,4405.07,262,262,45.4219,1310000,4583.37,23.6839
-3941.07421875,4497.13,263,263,44.87,1315000,4571.21,24.69
-3754.17578125,4526.26,264,264,45.0801,1320000,4602.2,23.5076
-3849.647705078125,4443.28,265,265,45.2907,1325000,4474.82,23.1039
-3848.105712890625,4268.16,266,266,45.5919,1330000,4554.03,23.8635
-3247.576416015625,2782.73,267,267,45.5703,1335000,4560.81,16.6544
-1032.2435302734375,346.71,268,268,53.593,1340000,596.79,25.3527
-2193.666015625,366.04,269,269,51.8867,1345000,375.15,20.0861
-1270.4100341796875,379.68,270,270,52.3691,1350000,381.94,34.6153
-2343.9404296875,304.33,271,271,49.7042,1355000,317.99,29.1394
-1645.409423828125,537.09,272,272,49.9725,1360000,730.7,59.979
-1289.813232421875,607.58,273,273,50.5648,1365000,632.84,87.1646
-1788.7099609375,748.83,274,274,47.2431,1370000,1013.4,52.1871
-3096.97509765625,2236.91,275,275,46.5049,1375000,2240.32,32.7521
-3711.410888671875,3265.35,276,276,45.1375,1380000,3177.78,23.6008
-3958.728515625,3983.24,277,277,44.8139,1385000,3929.01,23.3807
-3661.4208984375,3649.02,278,278,44.9901,1390000,3111.03,22.9191
-3767.49755859375,3410.23,279,279,45.4432,1395000,2975.74,23.8123
-3204.1103515625,2739.3,280,280,46.0401,1400000,2706.47,22.1736
-3662.658447265625,3758.12,281,281,46.1598,1405000,4010.48,23.722
-3575.82958984375,3304.23,282,282,46.6713,1410000,3035.91,23.3704
-3461.027587890625,3356.42,283,283,45.7013,1415000,2722.09,23.1675
-3744.19775390625,3620.58,284,284,45.6096,1420000,3134.68,22.978
-3774.94970703125,3732.48,285,285,45.144,1425000,3255.8,23.0313
-3896.409423828125,3925.1,286,286,45.9908,1430000,3251.28,22.8606
-4084.545166015625,4165.65,287,287,45.8689,1435000,3699.79,24.8865
-3820.541015625,3701.03,288,288,45.405,1440000,3335.64,22.8942
-4124.55712890625,4048.88,289,289,45.5992,1445000,3646.13,24.0812
-4152.0634765625,4006.08,290,290,44.7628,1450000,4140.47,23.2131
-4331.07861328125,4011.09,291,291,45.4684,1455000,4292.26,24.3487
-4298.15576171875,4149.43,292,292,45.6588,1460000,4332.43,24.6944
-4114.3486328125,4271.55,293,293,45.4569,1465000,4393.48,23.5619
-4333.25390625,4328.22,294,294,46.3453,1470000,4493.24,24.7966
-4403.83935546875,4213.06,295,295,45.7073,1475000,4450.77,24.5263
-4423.7041015625,4319.39,296,296,45.8435,1480000,4466.67,24.6508
-4320.96435546875,4217.01,297,297,46.3273,1485000,4490.3,23.5579
-4383.2626953125,4133.85,298,298,45.6979,1490000,4421.86,23.2952
-4414.68701171875,4155.27,299,299,45.2359,1495000,4497.36,23.7183
-4399.43505859375,4085.52,300,300,45.4414,1500000,4509.06,23.5012
-4349.54736328125,4273.79,301,301,45.5931,1505000,4513.89,22.7071
-4382.92431640625,4181.5,302,302,44.3389,1510000,4528.12,22.5655
-4413.90966796875,4213.49,303,303,45.1874,1515000,4486.73,23.5212
-4300.68701171875,4241.92,304,304,44.7884,1520000,4525.22,22.0634
-4350.56884765625,4371.85,305,305,44.7752,1525000,4485.07,22.2781
-4493.8046875,4347.8,306,306,44.7353,1530000,4612.39,22.4987
-4529.81005859375,4424.71,307,307,45.0269,1535000,4499.04,23.2132
-4602.56298828125,4353.24,308,308,45.4631,1540000,4520.29,23.5991
-4514.7734375,4408.6,309,309,45.2053,1545000,4505.28,22.5772
-4635.84814453125,4438.13,310,310,46.1,1550000,4517.62,23.5947
-4639.212890625,4274.69,311,311,45.7316,1555000,4549.08,23.1131
-4643.30029296875,4518.12,312,312,45.6318,1560000,4536.66,23.3073
-4696.25048828125,4222.22,313,313,46.4076,1565000,4564.5,23.9834
-4702.1103515625,4476.51,314,314,45.6664,1570000,4496.66,22.9032
-4802.55224609375,4435.5,315,315,46.0091,1575000,4439.47,23.6182
-4801.44482421875,4413.58,316,316,45.8411,1580000,4425.43,23.9241
-4793.0419921875,4281.04,317,317,46.0491,1585000,4478.35,24.3012
-4797.0224609375,4368.68,318,318,45.6374,1590000,4504.24,23.7624
-4814.20166015625,4428.38,319,319,45.8893,1595000,4514.98,24.0885
-4869.7529296875,4346.03,320,320,45.6203,1600000,4432.27,23.7491
-4699.908203125,4250.65,321,321,45.0734,1605000,4569.54,21.2451
-4899.7001953125,4057.54,322,322,45.5797,1610000,4475.69,23.648
-4856.18505859375,4258.22,323,323,44.5433,1615000,4482.07,23.0221
-4886.9462890625,4447.32,324,324,44.8492,1620000,4605.19,23.0654
-4895.30029296875,4245.23,325,325,44.9746,1625000,4619.27,23.0759
-4872.58447265625,4094.58,326,326,44.9706,1630000,4535.86,22.8235
-4960.72021484375,4482.65,327,327,45.4674,1635000,4508.56,22.5298
-4925.96435546875,4331.61,328,328,45.0821,1640000,4629.47,21.6667
-4976.46142578125,4538.63,329,329,45.2259,1645000,4464.09,22.0991
-4843.57373046875,4397.09,330,330,45.4234,1650000,4156.44,20.7444
-4976.7099609375,4341.03,331,331,45.2295,1655000,4589.56,22.6482
-5146.1220703125,4536.22,332,332,45.0103,1660000,4509.27,22.648
-5079.21044921875,4401.05,333,333,44.9308,1665000,4526.26,23.1287
-5188.63330078125,4512.63,334,334,45.4435,1670000,4165.79,22.7299
-5051.48974609375,4379.75,335,335,45.025,1675000,4588.16,21.3819
-5217.00390625,4519.67,336,336,45.0621,1680000,4561.15,23.642
-5131.55908203125,4428.37,337,337,44.4381,1685000,4149.78,22.4865
-5250.17578125,4638.54,338,338,44.7719,1690000,4354.34,23.2812
-5299.23828125,4348.87,339,339,44.7925,1695000,4468.66,22.9618
-5296.12158203125,4366.63,340,340,44.5886,1700000,4680.97,23.1624
-5391.42041015625,4616.11,341,341,45.3811,1705000,4687.87,24.1077
-5278.7001953125,4616.79,342,342,45.0456,1710000,4680.86,23.3039
-5422.0283203125,4615.66,343,343,45.4141,1715000,4676.84,23.7645
-5336.43603515625,4411.77,344,344,44.6543,1720000,4664.04,21.7206
-5414.32568359375,4535.86,345,345,45.5115,1725000,4476.9,22.4141
-5326.6259765625,4527.79,346,346,44.9581,1730000,4457.87,21.8302
-5541.3408203125,4615.2,347,347,45.7291,1735000,4725.83,23.3141
-5456.849609375,4654.8,348,348,45.444,1740000,4299.56,20.8919
-5612.49755859375,4560.92,349,349,45.4476,1745000,4791.62,23.2646
-5646.724609375,4539.89,350,350,45.0154,1750000,4816.15,22.7771
-5492.806640625,4629.87,351,351,45.1084,1755000,4709.01,20.9609
-5534.7392578125,4551.77,352,352,45.1144,1760000,4661.68,20.9127
-5626.31494140625,4520.39,353,353,44.8852,1765000,4800.99,22.6272
-5602.498046875,4765.37,354,354,44.9102,1770000,4780.74,21.638
-5765.5751953125,4738.29,355,355,45.0017,1775000,4741.21,22.6634
-5734.6396484375,4718.19,356,356,44.6361,1780000,4876.76,22.2781
-5771.2099609375,4825.88,357,357,44.6981,1785000,4873.13,22.4603
-5901.240234375,4852.32,358,358,45.0264,1790000,4875.14,23.0477
-5827.1181640625,4813.41,359,359,45.0231,1795000,4869.39,22.2873
-5900.79296875,4801.08,360,360,45.094,1800000,4838.13,22.5365
-5976.86376953125,4882.28,361,361,45.7049,1805000,4831.35,23.4462
-6047.720703125,4881.5,362,362,45.7042,1810000,4927.72,22.7773
