Running Reverse KL,Running Update Time,Running Env Steps,Reward Loss,Running Forward KL,Real Sto Return,Real Det Return,Itration
15.2992,391,1955000,-64953.328125,156.7324,1973.39,2295.68,391
15.178,392,1960000,-64919.6484375,156.4801,1957.56,2250.17,392
14.9939,393,1965000,-64877.140625,156.5942,1945.41,2284.66,393
15.093,394,1970000,-65221.1796875,156.5096,1957.92,2286.81,394
15.0567,395,1975000,-65135.36328125,156.5616,1960.83,2255.69,395
15.1376,396,1980000,-65355.84375,156.6657,1952.23,2235.37,396
15.0589,397,1985000,-65449.20703125,156.6733,1950.64,2270.15,397
15.1195,398,1990000,-65847.1015625,156.5462,1972.15,2282.4,398
15.2271,399,1995000,-66100.65625,156.6654,1961.83,2299.28,399
15.1489,400,2000000,-66101.59375,156.612,1972.06,2279.03,400
15.094,401,2005000,-66372.0234375,156.5842,1960.56,2290.54,401
15.1076,402,2010000,-66297.1015625,156.6448,1944.88,2270.05,402
15.1392,403,2015000,-66526.9296875,156.6507,1954.83,2311.12,403
15.4534,404,2020000,-66577.7734375,156.5233,1985.07,2318.95,404
15.3279,405,2025000,-66790.25,156.6608,1964.55,2286.85,405
15.2548,406,2030000,-67217.2578125,156.5995,1985.38,2313.05,406
15.28,407,2035000,-67312.8125,156.5811,1964.91,2317.97,407
15.1509,408,2040000,-67347.4140625,156.7357,1966.78,2271.01,408
15.1701,409,2045000,-67122.671875,156.6453,1984.6,2302.84,409
15.1508,410,2050000,-67424.2421875,156.511,1956.57,2258.07,410
15.3782,411,2055000,-67610.3359375,156.6333,1965.69,2301.61,411
15.1835,412,2060000,-67859.4375,156.6536,1966.3,2289.21,412
15.2238,413,2065000,-67571.6953125,156.6323,1967.98,2299.53,413
15.1533,414,2070000,-67815.2421875,156.6403,1948.65,2280.09,414
15.0406,415,2075000,-68051.546875,156.5942,1929.95,2273.9,415
15.2148,416,2080000,-68402.296875,156.4868,1988.02,2300.75,416
14.972,417,2085000,-67984.15625,156.668,1947.28,2275.22,417
15.153,418,2090000,-68769.8203125,156.5525,1965.72,2304.64,418
15.1728,419,2095000,-68651.3984375,156.6238,1959.91,2313.09,419
15.1774,420,2100000,-68543.3203125,156.5369,1959.61,2292.63,420
15.1962,421,2105000,-68677.046875,156.5964,1957.9,2174.15,421
15.1416,422,2110000,-69026.28125,156.6543,1968.02,2277.42,422
15.1457,423,2115000,-68600.625,156.4774,1961.72,2283.01,423
15.2618,424,2120000,-68681.328125,156.6909,1952.73,2288.86,424
15.1618,425,2125000,-68996.8046875,156.5755,1971.3,2283.7,425
15.1455,426,2130000,-68884.953125,156.5837,1927.87,2265.9,426
15.1615,427,2135000,-69373.3984375,156.6024,1940.27,2262.55,427
15.2635,428,2140000,-69689.59375,156.6475,1953.01,2293.89,428
15.2306,429,2145000,-69684.625,156.5603,1966.68,2278.99,429
15.1599,430,2150000,-69422.7890625,156.5344,1940.0,2231.19,430
15.3182,431,2155000,-69829.125,156.5721,1956.21,2303.57,431
15.3397,432,2160000,-69936.75,156.6678,1950.94,2293.03,432
15.0842,433,2165000,-69980.6484375,156.6043,1960.44,2290.25,433
15.2282,434,2170000,-69959.453125,156.7313,1951.82,2296.51,434
15.1671,435,2175000,-70242.6328125,156.5534,1968.45,2271.86,435
15.3046,436,2180000,-70423.3359375,156.5495,1955.1,2268.46,436
15.2608,437,2185000,-70468.765625,156.5836,1950.02,2268.87,437
15.4452,438,2190000,-70603.421875,156.7332,1978.98,2282.38,438
15.3747,439,2195000,-70638.9921875,156.7362,1946.45,2297.24,439
15.4015,440,2200000,-71122.3359375,156.4814,1972.44,2323.13,440
15.103,441,2205000,-70703.15625,156.7933,1954.7,2274.25,441
15.0771,442,2210000,-71121.171875,156.6505,1959.37,2302.73,442
15.1547,443,2215000,-71287.5078125,156.5588,1954.39,2302.04,443
15.2976,444,2220000,-71082.3125,156.6292,1964.34,2302.6,444
15.2245,445,2225000,-71246.4140625,156.6585,1956.11,2309.2,445
15.0501,446,2230000,-71640.6640625,156.6273,1948.76,2304.72,446
15.326,447,2235000,-71735.078125,156.6171,1971.8,2299.38,447
15.1769,448,2240000,-71755.5703125,156.6417,1950.98,2288.37,448
15.2748,449,2245000,-71966.359375,156.6584,1971.54,2300.0,449
15.2195,450,2250000,-72103.46875,156.799,1953.17,2279.05,450
15.2808,451,2255000,-71900.859375,156.6455,1984.12,2313.1,451
15.2887,452,2260000,-72208.015625,156.6829,1972.08,2319.85,452
15.1427,453,2265000,-72253.40625,156.6349,1950.78,2290.05,453
15.0753,454,2270000,-72360.0390625,156.6513,1968.22,2304.62,454
15.1566,455,2275000,-72352.8125,156.5836,1971.85,2301.76,455
15.0795,456,2280000,-72188.75,156.4953,1936.22,2266.85,456
14.8511,457,2285000,-72374.4453125,156.4889,1935.05,2243.35,457
14.9906,458,2290000,-72789.5390625,156.5958,1956.94,2287.34,458
15.2593,459,2295000,-72824.4375,156.6221,1967.48,2313.71,459
14.9698,460,2300000,-72616.109375,156.5212,1954.03,2276.09,460
15.1956,461,2305000,-73018.5078125,156.5191,1990.47,2327.99,461
15.0926,462,2310000,-72906.65625,156.5559,1955.56,2311.96,462
15.1934,463,2315000,-73011.140625,156.5362,1996.03,2326.83,463
15.2244,464,2320000,-73305.03125,156.5178,1962.41,2304.73,464
15.0356,465,2325000,-72993.15625,156.5378,1990.45,2320.46,465
15.0825,466,2330000,-73350.8828125,156.5323,1956.56,2324.44,466
15.2282,467,2335000,-73335.8515625,156.5365,1959.37,2294.64,467
15.1731,468,2340000,-73477.7109375,156.3883,1980.7,2309.55,468
15.2695,469,2345000,-73772.171875,156.6116,1984.78,2318.64,469
15.1742,470,2350000,-73648.1796875,156.5831,1971.97,2327.22,470
15.0679,471,2355000,-73744.125,156.5597,1979.57,2335.32,471
14.8897,472,2360000,-73677.796875,156.4324,1973.42,2294.07,472
15.2972,473,2365000,-74129.46875,156.7016,2017.65,2365.81,473
15.2919,474,2370000,-74041.21875,156.6926,1985.99,2341.08,474
15.0303,475,2375000,-74185.453125,156.5597,1957.74,2308.55,475
15.3796,476,2380000,-74378.5546875,156.6506,1985.66,2326.84,476
15.0486,477,2385000,-74474.203125,156.5239,1968.27,2347.05,477
15.1723,478,2390000,-74720.7109375,156.6663,1973.29,2333.25,478
15.1001,479,2395000,-74674.140625,156.6944,1977.04,2302.85,479
15.1759,480,2400000,-74594.59375,156.4414,1984.48,2321.72,480
15.1013,481,2405000,-74697.3203125,156.5954,1979.24,2309.28,481
15.1758,482,2410000,-74887.1875,156.5392,1986.65,2308.38,482
15.2515,483,2415000,-74901.3515625,156.8373,1973.39,2287.92,483
15.4731,484,2420000,-75607.234375,156.5674,1993.82,2341.58,484
15.3796,485,2425000,-75601.9453125,156.6589,2011.61,2350.97,485
15.5288,486,2430000,-75637.875,156.5737,2007.11,2344.18,486
15.3919,487,2435000,-75718.921875,156.7745,1994.11,2338.12,487
15.3696,488,2440000,-75462.0,156.6791,1986.84,2337.53,488
15.1856,489,2445000,-75292.453125,156.5762,1984.29,2269.59,489
15.2599,490,2450000,-75753.3828125,156.7538,1970.61,2300.61,490
15.3478,491,2455000,-75608.7734375,156.6752,1994.45,2347.77,491
15.2412,492,2460000,-76269.625,156.6414,1983.85,2328.95,492
15.1781,493,2465000,-76056.4765625,156.5202,1978.12,2321.34,493
15.3142,494,2470000,-75862.2109375,156.6881,1972.73,2321.23,494
15.1716,495,2475000,-75971.8125,156.6477,1868.68,2316.32,495
15.1805,496,2480000,-75877.8671875,156.5083,1988.18,2288.33,496
15.1883,497,2485000,-76081.0078125,156.5787,1975.05,2327.95,497
15.3692,498,2490000,-76303.984375,156.6275,1988.89,2315.63,498
15.28,499,2495000,-76470.8203125,156.646,1973.66,2321.73,499
15.3594,500,2500000,-76384.71875,156.599,1964.39,2311.12,500
15.1717,501,2505000,-76357.953125,156.5851,1988.51,2322.18,501
15.226,502,2510000,-76904.265625,156.7382,1986.42,2311.03,502
15.3254,503,2515000,-76846.6953125,156.6029,1994.88,2336.34,503
15.4913,504,2520000,-76629.53125,156.6431,2012.94,2341.89,504
15.3624,505,2525000,-77085.3984375,156.5949,1988.72,2333.13,505
15.3361,506,2530000,-77238.3125,156.5345,1977.2,2312.43,506
15.395,507,2535000,-77343.9609375,156.5481,2005.92,2330.68,507
15.2487,508,2540000,-77245.8984375,156.6684,1975.69,2313.51,508
15.2396,509,2545000,-77036.8671875,156.7077,1978.75,2310.3,509
15.2125,510,2550000,-77153.59375,156.7527,1981.92,2298.77,510
15.3691,511,2555000,-77317.515625,156.8535,1979.4,2330.77,511
15.5441,512,2560000,-77480.546875,156.6484,1995.67,2337.25,512
15.3325,513,2565000,-77708.0546875,156.7618,1990.08,2327.8,513
15.4614,514,2570000,-77496.421875,156.5975,1997.86,2345.25,514
15.2173,515,2575000,-77734.8671875,156.606,1954.18,2297.36,515
15.2073,516,2580000,-77679.640625,156.6105,1979.01,2321.35,516
15.3185,517,2585000,-77878.0234375,156.6636,1984.23,2337.58,517
15.2638,518,2590000,-77896.671875,156.4574,1973.41,2298.3,518
15.1616,519,2595000,-77992.421875,156.5537,1948.68,2276.4,519
15.3495,520,2600000,-78269.6484375,156.6948,1957.19,2293.1,520
15.1804,521,2605000,-78370.3671875,156.5791,1974.29,2304.14,521
14.9627,522,2610000,-77860.234375,156.5682,1905.89,2224.39,522
15.2204,523,2615000,-78386.6328125,156.6936,1962.45,2321.56,523
15.1118,524,2620000,-78270.1875,156.6709,1942.62,2248.6,524
15.1696,525,2625000,-78190.9765625,156.4683,1957.56,2294.06,525
15.0738,526,2630000,-78308.9375,156.5917,1946.78,2275.65,526
14.931,527,2635000,-78376.2890625,156.7175,1866.07,2182.01,527
15.1003,528,2640000,-78533.0078125,156.6695,1924.4,2239.42,528
15.1944,529,2645000,-78364.9765625,156.7061,1926.26,2226.48,529
15.3568,530,2650000,-78829.5859375,156.5833,1955.55,2276.34,530
15.385,531,2655000,-79076.8515625,156.657,1964.07,2293.93,531
15.1593,532,2660000,-78995.4609375,156.5286,1957.84,2295.92,532
15.1694,533,2665000,-79230.9296875,156.576,1935.11,2275.02,533
15.1879,534,2670000,-79178.8828125,156.7213,1982.73,2318.72,534
15.187,535,2675000,-79153.9765625,156.53,1958.8,2307.42,535
15.1622,536,2680000,-79091.65625,156.781,1945.15,2272.95,536
15.0725,537,2685000,-79059.90625,156.6367,1948.81,2284.25,537
15.1252,538,2690000,-79275.3046875,156.72,1975.09,2302.83,538
15.2634,539,2695000,-79139.046875,156.6348,1950.63,2279.8,539
15.1589,540,2700000,-79492.8828125,156.6795,1929.55,2261.37,540
14.992,541,2705000,-79484.578125,156.718,1916.74,2254.46,541
15.0328,542,2710000,-79202.671875,156.5848,1956.0,2274.97,542
15.0873,543,2715000,-79735.6015625,156.6466,1960.96,2298.36,543
15.054,544,2720000,-79558.2578125,156.539,1954.55,2283.68,544
15.1041,545,2725000,-79792.46875,156.6859,1954.69,2267.33,545
15.1298,546,2730000,-79869.6640625,156.5858,1971.62,2315.15,546
15.0219,547,2735000,-79684.953125,156.6427,1959.75,2286.02,547
14.893,548,2740000,-79692.9375,156.7076,1947.6,2259.84,548
15.1664,549,2745000,-79844.5234375,156.6847,1958.95,2277.29,549
14.8849,550,2750000,-80036.8046875,156.5083,1955.73,2282.45,550
15.0855,551,2755000,-79868.640625,156.5385,1946.74,2276.02,551
14.9977,552,2760000,-79867.265625,156.5408,1934.72,2250.4,552
15.1174,553,2765000,-80516.1171875,156.4956,1923.22,2209.23,553
14.9941,554,2770000,-80199.7421875,156.442,1947.5,2293.66,554
14.915,555,2775000,-80400.4296875,156.6444,1953.0,2259.69,555
15.17,556,2780000,-80727.640625,156.613,1967.86,2286.13,556
14.9519,557,2785000,-80309.625,156.6657,1967.55,2262.82,557
15.2317,558,2790000,-80971.84375,156.6792,1965.31,2265.83,558
15.1939,559,2795000,-80919.8125,156.6459,1993.77,2313.57,559
15.0279,560,2800000,-80875.0703125,156.5839,1973.94,2260.92,560
15.1076,561,2805000,-80806.359375,156.5753,1966.67,2267.12,561
15.1749,562,2810000,-81167.5390625,156.7196,1975.36,2292.5,562
15.1377,563,2815000,-81225.0703125,156.6581,1982.2,2295.17,563
15.1582,564,2820000,-80896.7734375,156.5941,1961.55,2270.0,564
15.2937,565,2825000,-81383.265625,156.5386,1984.88,2304.92,565
15.1314,566,2830000,-81302.5078125,156.5785,1963.82,2273.54,566
15.2396,567,2835000,-81573.5859375,156.5712,1961.2,2295.16,567
15.0509,568,2840000,-81529.078125,156.5888,1967.68,2290.56,568
15.228,569,2845000,-81536.5859375,156.7379,1979.27,2293.46,569
15.1117,570,2850000,-81834.671875,156.6977,1961.41,2311.96,570
15.1088,571,2855000,-81559.890625,156.5871,1965.3,2253.19,571
15.1776,572,2860000,-81877.1953125,156.5587,1981.8,2318.84,572
15.254,573,2865000,-82102.7109375,156.6477,1965.37,2296.13,573
14.9183,574,2870000,-81842.15625,156.8069,1940.62,2282.72,574
15.0819,575,2875000,-82068.1015625,156.6233,1978.78,2290.42,575
15.1004,576,2880000,-82102.0234375,156.7103,1953.09,2280.52,576
15.3937,577,2885000,-82324.2578125,156.6745,1978.85,2328.03,577
15.3855,578,2890000,-82277.515625,156.6709,1998.04,2301.9,578
15.3129,579,2895000,-82315.921875,156.7471,1978.34,2336.4,579
15.3117,580,2900000,-82424.21875,156.6253,1991.5,2310.38,580
15.3583,581,2905000,-82774.953125,156.6365,1969.5,2298.74,581
15.2479,582,2910000,-82308.71875,156.5425,1975.68,2316.73,582
15.0799,583,2915000,-82654.7265625,156.6714,1959.59,2321.27,583
14.9957,584,2920000,-82558.921875,156.6366,1993.04,2326.15,584
15.2056,585,2925000,-82744.65625,156.6531,2004.38,2340.3,585
15.0405,586,2930000,-82888.6328125,156.5901,1960.28,2291.95,586
15.0865,587,2935000,-82490.5625,156.5578,1981.79,2322.02,587
15.2201,588,2940000,-82982.265625,156.7018,1970.75,2346.95,588
15.1697,589,2945000,-83254.15625,156.6595,1998.4,2340.74,589
15.3978,590,2950000,-83486.078125,156.6535,1982.36,2314.67,590
15.0164,591,2955000,-83039.5390625,156.6268,1962.43,2290.91,591
15.1127,592,2960000,-83068.1796875,156.5968,1969.05,2299.5,592
15.0302,593,2965000,-83484.6640625,156.6315,1982.76,2349.24,593
15.0251,594,2970000,-83392.515625,156.5978,1965.59,2310.83,594
14.8701,595,2975000,-83283.328125,156.5567,1961.32,2314.81,595
15.059,596,2980000,-83665.265625,156.5646,1989.82,2353.41,596
15.0051,597,2985000,-83803.96875,156.6729,1950.18,2307.45,597
15.1294,598,2990000,-83851.6015625,156.6695,1990.93,2353.69,598
15.1756,599,2995000,-83660.2109375,156.5825,1992.3,2334.35,599
