Real Det Return,Running Forward KL,Real Sto Return,Reward Loss,Running Env Steps,Running Reverse KL,Running Update Time,Itration
4116.51,42.0652,4001.31,-209.2698516845703,370000,16.863,74,74
3957.89,42.0825,3865.5,-235.15357971191406,375000,14.4412,75,75
4094.79,41.6355,3869.72,-195.44607543945312,380000,16.6121,76,76
4113.02,42.2124,3933.44,-203.02674865722656,385000,16.4764,77,77
4127.05,41.6464,4123.9,-187.35072326660156,390000,16.3534,78,78
4145.57,41.4715,4140.27,-209.43099975585938,395000,16.3652,79,79
4136.33,41.7093,3913.3,-219.73985290527344,400000,15.8443,80,80
4184.06,40.8334,4182.34,-198.96063232421875,405000,15.9266,81,81
4034.66,41.8915,4062.44,-220.65699768066406,410000,17.0387,82,82
4074.45,41.6035,4102.68,-213.54869079589844,415000,16.1349,83,83
4183.2,41.6498,4101.76,-221.06820678710938,420000,16.1184,84,84
4284.67,41.1712,4182.61,-211.06785583496094,425000,16.5527,85,85
4227.73,41.4565,4058.33,-202.36849975585938,430000,15.2392,86,86
4065.04,41.529,4136.82,-213.5308380126953,435000,15.849,87,87
4316.52,40.4111,4303.04,-204.4086456298828,440000,16.2548,88,88
4425.57,41.0411,4252.83,-209.1439971923828,445000,16.0,89,89
4400.68,41.0032,4282.25,-217.60833740234375,450000,15.6046,90,90
4355.76,40.9628,4351.29,-210.36434936523438,455000,17.0269,91,91
4421.65,40.7495,4063.62,-215.04371643066406,460000,14.6287,92,92
4448.68,40.85,3840.64,-232.56605529785156,465000,15.253,93,93
4262.71,40.9943,4240.14,-231.07879638671875,470000,16.5353,94,94
4370.39,40.2314,4209.81,-223.54722595214844,475000,16.1546,95,95
4276.96,41.1004,4279.0,-242.33377075195312,480000,17.4012,96,96
4403.84,40.0581,4381.15,-212.23240661621094,485000,15.6919,97,97
4423.41,40.5001,4410.53,-214.2134246826172,490000,16.1336,98,98
4437.73,40.6295,4392.88,-230.37213134765625,495000,16.0572,99,99
4399.82,40.5136,4400.83,-214.92623901367188,500000,15.8779,100,100
4376.24,40.5493,4383.73,-228.94322204589844,505000,17.467,101,101
4464.4,40.3375,4403.44,-226.20486450195312,510000,17.0196,102,102
4457.45,40.1611,4437.01,-264.41204833984375,515000,16.2123,103,103
4373.15,40.386,4389.75,-242.72811889648438,520000,16.9003,104,104
4304.03,40.4098,4319.05,-247.49981689453125,525000,16.2593,105,105
4424.97,40.4105,4437.78,-238.0618438720703,530000,17.6701,106,106
4355.24,40.8792,4384.62,-253.7105712890625,535000,17.7629,107,107
4408.96,40.7713,4423.81,-249.09169006347656,540000,17.6676,108,108
4327.64,41.4902,4363.11,-260.85137939453125,545000,19.2819,109,109
4251.39,41.4204,4318.95,-272.0827331542969,550000,19.0115,110,110
4596.72,40.4534,4554.35,-243.6339874267578,555000,17.2903,111,111
4492.54,40.7944,4505.88,-265.766845703125,560000,18.5709,112,112
4460.68,41.1477,4077.16,-418.46826171875,565000,18.9959,113,113
4422.11,40.5731,4437.37,-264.51556396484375,570000,19.3308,114,114
4532.85,40.5919,4502.48,-254.31173706054688,575000,18.1994,115,115
4435.12,40.5913,4440.36,-262.4780578613281,580000,18.8806,116,116
4313.98,40.2239,4379.13,-298.16424560546875,585000,17.1325,117,117
4503.25,40.3332,4497.25,-285.79962158203125,590000,17.2572,118,118
4593.61,39.8828,4585.55,-264.8655700683594,595000,18.1732,119,119
4440.72,40.6537,4471.58,-279.9620666503906,600000,17.8408,120,120
4480.22,40.1257,4516.65,-274.19488525390625,605000,16.3008,121,121
4543.35,40.3167,4477.6,-289.2535400390625,610000,17.2668,122,122
4562.01,40.4646,4208.31,-312.0657653808594,615000,16.9026,123,123
4516.45,40.0786,4463.76,-332.05389404296875,620000,17.4844,124,124
4511.69,40.544,4511.73,-289.6424560546875,625000,18.6539,125,125
4575.62,39.6721,4546.85,-279.28619384765625,630000,17.1318,126,126
4534.76,39.9744,4308.82,-307.43896484375,635000,17.7859,127,127
4525.97,40.4802,4506.85,-300.9571533203125,640000,19.1187,128,128
4395.14,41.1049,4424.58,-313.9333801269531,645000,18.6033,129,129
4268.34,40.1415,4441.91,-328.0954895019531,650000,18.0593,130,130
4554.1,39.9522,4582.01,-296.48370361328125,655000,18.0814,131,131
4468.6,40.1726,4494.42,-312.65802001953125,660000,18.1275,132,132
4454.29,40.1682,4564.2,-302.69329833984375,665000,18.5135,133,133
4533.08,40.6122,4489.57,-322.2444152832031,670000,19.0463,134,134
4598.86,40.3297,4596.32,-310.833984375,675000,18.1127,135,135
4652.42,40.1852,4645.46,-316.1076354980469,680000,17.9365,136,136
4684.28,39.8879,4681.68,-302.138916015625,685000,17.4371,137,137
4586.28,40.1113,4601.26,-318.4749450683594,690000,18.4388,138,138
4649.82,40.5281,4607.94,-316.7608947753906,695000,18.2548,139,139
4595.51,40.125,4601.33,-325.4627685546875,700000,18.3848,140,140
4507.45,39.9455,4536.97,-345.7978515625,705000,17.781,141,141
4481.76,40.0346,4560.85,-343.1634826660156,710000,18.0959,142,142
4572.06,39.7631,4607.35,-337.9732360839844,715000,17.9052,143,143
4505.78,40.4233,4487.2,-357.020263671875,720000,18.2259,144,144
4582.84,40.4016,4522.99,-356.8203430175781,725000,18.7611,145,145
4411.5,39.6067,4478.44,-358.39044189453125,730000,15.7981,146,146
4650.52,39.8724,4447.75,-371.7713928222656,735000,16.6654,147,147
4396.11,40.1711,4387.33,-358.9814758300781,740000,18.0906,148,148
4590.11,40.0694,4485.23,-350.8043212890625,745000,18.1512,149,149
4538.24,40.2911,4476.74,-361.1914367675781,750000,17.4777,150,150
4494.43,39.7696,4586.02,-362.9341735839844,755000,16.5989,151,151
4713.61,39.6598,4697.47,-396.7528381347656,760000,17.4941,152,152
4652.43,39.6936,4476.38,-365.5744323730469,765000,17.4882,153,153
4571.26,39.817,4562.45,-368.75213623046875,770000,18.2555,154,154
4620.71,39.5495,4641.28,-376.14422607421875,775000,19.1485,155,155
4741.28,39.6616,4653.39,-369.9020080566406,780000,18.2681,156,156
4514.75,39.7854,4613.88,-385.8248596191406,785000,17.7519,157,157
4698.95,40.4309,4700.5,-375.1894836425781,790000,18.8706,158,158
4525.43,39.8715,4585.16,-385.1336975097656,795000,17.7673,159,159
4680.88,39.4896,4658.37,-381.0232238769531,800000,18.7399,160,160
4681.56,39.3102,4670.69,-391.3688659667969,805000,16.8303,161,161
4526.39,40.0389,4595.63,-409.8019104003906,810000,18.4076,162,162
4672.67,39.9186,4662.86,-389.3035583496094,815000,18.3142,163,163
4677.07,39.0012,4701.16,-383.4130859375,820000,18.0335,164,164
4624.86,40.0854,4574.79,-416.4837646484375,825000,17.884,165,165
4703.31,39.7221,4695.25,-392.890380859375,830000,17.7411,166,166
4668.29,39.7587,4613.63,-393.6501770019531,835000,17.2829,167,167
4670.32,40.1657,4644.21,-410.3636779785156,840000,18.4961,168,168
4710.75,39.3027,4712.51,-397.3381042480469,845000,17.2959,169,169
4749.62,40.3407,4736.95,-427.3164978027344,850000,19.6367,170,170
4636.84,39.4898,4657.85,-418.6673889160156,855000,17.665,171,171
4711.57,38.9497,4542.95,-415.280029296875,860000,17.318,172,172
4781.14,39.5615,4499.68,-507.0530090332031,865000,15.599,173,173
4522.39,40.4073,4513.63,-437.0517578125,870000,17.0085,174,174
4811.3,39.5043,4537.65,-444.3594665527344,875000,15.2533,175,175
4666.23,40.7129,4691.71,-433.0200500488281,880000,19.4516,176,176
4753.72,39.3525,4724.8,-444.015625,885000,17.5803,177,177
4667.19,39.4785,4667.78,-432.22857666015625,890000,17.6483,178,178
4835.35,39.439,4812.76,-403.129638671875,895000,17.5935,179,179
4642.22,39.6689,4632.22,-447.0677490234375,900000,19.0015,180,180
4780.91,39.3396,4733.06,-450.84844970703125,905000,17.9325,181,181
4760.05,39.4636,4741.85,-519.1279907226562,910000,18.0432,182,182
4770.26,39.2233,4757.36,-455.6531982421875,915000,17.9257,183,183
4695.72,40.0516,4669.17,-454.70367431640625,920000,17.7311,184,184
4728.03,39.4816,4666.51,-470.7629699707031,925000,17.5969,185,185
4486.97,40.2274,4567.25,-465.9326171875,930000,16.9143,186,186
4732.88,40.1242,4722.56,-467.89556884765625,935000,18.5864,187,187
4649.85,39.8691,4679.05,-482.8455505371094,940000,18.4603,188,188
4742.38,40.2608,4562.62,-468.6444396972656,945000,18.2784,189,189
4730.47,39.371,4738.13,-482.2063903808594,950000,17.9397,190,190
4776.02,39.3094,4672.38,-469.706787109375,955000,17.5363,191,191
4816.08,39.6837,4773.49,-520.86376953125,960000,16.9384,192,192
4728.04,39.1909,4693.07,-490.9372253417969,965000,17.6123,193,193
4798.44,39.5001,4774.15,-496.72479248046875,970000,18.3025,194,194
4652.26,40.0831,4222.45,-510.02191162109375,975000,16.6233,195,195
4590.35,39.8791,4617.61,-517.8228759765625,980000,17.712,196,196
4782.52,39.748,4137.2,-575.662353515625,985000,15.5923,197,197
4708.9,39.3314,4730.05,-503.2630615234375,990000,17.1827,198,198
4711.57,39.4304,4714.49,-511.845458984375,995000,17.7949,199,199
4631.57,39.8608,4610.91,-535.7200927734375,1000000,17.9687,200,200
4742.01,39.5347,4772.0,-517.52490234375,1005000,17.9642,201,201
4753.69,39.3841,4739.09,-522.6016235351562,1010000,17.2934,202,202
4730.53,39.2387,4672.53,-537.1265258789062,1015000,16.5687,203,203
4799.42,39.042,4565.02,-530.1436157226562,1020000,17.0066,204,204
4796.61,39.3093,4744.58,-536.8822021484375,1025000,16.6334,205,205
4826.75,39.0589,4748.95,-549.8574829101562,1030000,16.6879,206,206
4750.75,39.3376,4709.72,-552.2564086914062,1035000,16.6977,207,207
4680.41,39.7077,4680.04,-619.4403686523438,1040000,15.8117,208,208
4655.75,39.6812,4690.11,-578.849609375,1045000,17.215,209,209
4791.22,39.2853,4684.34,-559.7918090820312,1050000,16.5986,210,210
4641.07,39.3573,4588.39,-563.1370239257812,1055000,16.9253,211,211
4815.34,38.8883,4759.89,-551.1224365234375,1060000,17.034,212,212
4670.33,39.1892,4681.69,-587.0184936523438,1065000,16.6297,213,213
4790.45,39.1958,4733.44,-573.2909545898438,1070000,16.7552,214,214
4738.35,39.0327,4606.74,-575.3988037109375,1075000,16.9475,215,215
4778.04,38.8176,4828.49,-559.1610107421875,1080000,16.5328,216,216
4850.88,38.8884,4621.68,-565.1015014648438,1085000,16.8437,217,217
4774.81,38.8981,4751.49,-646.43994140625,1090000,15.0804,218,218
4709.75,39.393,4740.8,-644.850830078125,1095000,15.886,219,219
4728.22,39.0423,4731.22,-588.7607421875,1100000,16.0392,220,220
4747.85,38.5854,4731.33,-595.6903686523438,1105000,16.9041,221,221
4601.11,38.6007,4707.26,-602.8234252929688,1110000,16.3343,222,222
4677.03,38.5737,4504.13,-583.540283203125,1115000,16.304,223,223
4747.44,38.6278,4716.71,-601.96142578125,1120000,15.725,224,224
4745.91,39.2636,4292.14,-682.4238891601562,1125000,15.3128,225,225
4736.9,38.4595,4692.26,-612.3988647460938,1130000,16.361,226,226
4600.15,38.9855,4181.16,-631.763427734375,1135000,15.8007,227,227
4817.08,38.7223,4475.48,-615.49658203125,1140000,15.8163,228,228
4713.05,38.8584,4390.95,-711.1809692382812,1145000,14.8711,229,229
4748.42,38.9341,4730.07,-637.8682861328125,1150000,15.0102,230,230
4892.99,38.7647,4366.2,-659.3563842773438,1155000,15.1332,231,231
4814.35,38.4735,4321.73,-637.2673950195312,1160000,15.6218,232,232
4754.47,39.4868,4516.94,-760.4596557617188,1165000,14.3356,233,233
4829.31,38.9558,4232.09,-654.7078247070312,1170000,16.289,234,234
4879.76,38.7051,4565.88,-642.8521728515625,1175000,16.1078,235,235
4884.44,39.1806,4070.53,-772.7832641601562,1180000,14.4603,236,236
4766.15,38.3609,4474.64,-671.090576171875,1185000,15.6248,237,237
4802.48,39.4443,3758.87,-780.98193359375,1190000,14.8124,238,238
4867.91,39.3137,4249.27,-776.7377319335938,1195000,15.1275,239,239
4819.13,39.7853,4314.84,-825.9392700195312,1200000,14.641,240,240
4775.87,39.3351,4311.51,-775.8161010742188,1205000,15.3023,241,241
4886.55,39.3969,4558.9,-723.7072143554688,1210000,15.9299,242,242
4847.63,38.8687,4335.32,-693.9287109375,1215000,17.2198,243,243
4910.92,39.1455,4788.99,-683.206787109375,1220000,16.886,244,244
4943.39,39.7583,4190.65,-687.294921875,1225000,16.9284,245,245
4973.7,39.0141,4348.24,-678.9574584960938,1230000,17.4248,246,246
4811.7,39.0554,4545.93,-706.9766235351562,1235000,17.6804,247,247
4836.05,39.778,4376.99,-783.9561767578125,1240000,16.4294,248,248
4901.16,39.3668,4765.43,-716.8541259765625,1245000,17.707,249,249
4832.95,38.8584,4307.66,-737.8617553710938,1250000,17.2079,250,250
4891.47,39.4844,4730.41,-799.1057739257812,1255000,15.9002,251,251
4885.94,39.6478,4770.82,-723.725830078125,1260000,17.8638,252,252
4888.17,39.2429,4816.05,-714.5640258789062,1265000,17.7575,253,253
4876.12,39.4035,4764.84,-798.0769653320312,1270000,16.0763,254,254
4903.06,39.2962,4734.01,-793.3528442382812,1275000,16.0382,255,255
4741.95,39.5834,4767.78,-777.57763671875,1280000,17.0669,256,256
4838.05,39.0593,4505.15,-804.087158203125,1285000,15.9827,257,257
4778.53,39.2865,4784.93,-744.40478515625,1290000,18.0812,258,258
4832.66,39.7289,4353.76,-903.8101806640625,1295000,16.2037,259,259
4827.49,39.0047,4572.65,-755.3377685546875,1300000,17.2637,260,260
4944.53,38.8818,4486.11,-807.7266235351562,1305000,16.3266,261,261
4847.0,39.3674,4847.58,-763.5029907226562,1310000,17.3881,262,262
4860.23,39.0823,4801.87,-767.1883544921875,1315000,17.4959,263,263
4834.61,38.8016,4623.97,-774.0366821289062,1320000,17.2181,264,264
4888.45,39.5053,4583.87,-796.0202026367188,1325000,17.5768,265,265
4914.22,39.0686,4825.47,-787.630859375,1330000,17.9954,266,266
4855.6,39.3678,4846.46,-785.2745361328125,1335000,17.8458,267,267
4958.23,38.8982,4663.8,-793.0869140625,1340000,17.2946,268,268
4928.43,39.8474,4827.76,-1054.98779296875,1345000,15.2794,269,269
4925.86,39.385,4835.71,-817.9762573242188,1350000,17.4317,270,270
3919.78,39.1424,4233.07,-907.084716796875,1355000,16.6893,271,271
4977.32,38.9567,4475.7,-811.8524169921875,1360000,17.1262,272,272
4958.52,39.0057,4828.24,-919.254150390625,1365000,16.1051,273,273
4951.66,39.0644,4659.9,-810.8634033203125,1370000,16.7899,274,274
4226.32,39.1617,3145.11,-858.885498046875,1375000,16.5276,275,275
4941.9,39.0324,4631.2,-844.8609619140625,1380000,17.1186,276,276
4948.62,39.6101,4826.63,-947.7225341796875,1385000,16.1483,277,277
4884.26,39.1942,4532.0,-855.9761962890625,1390000,17.3552,278,278
4930.87,39.1392,4822.65,-869.484619140625,1395000,17.497,279,279
4929.64,39.6595,4805.93,-871.4791259765625,1400000,17.2752,280,280
4845.93,39.4897,4536.74,-911.9783935546875,1405000,16.7294,281,281
4924.94,38.536,4388.27,-873.3070068359375,1410000,16.5092,282,282
4793.53,39.423,4040.29,-1093.7496337890625,1415000,14.8877,283,283
4942.79,39.183,4794.99,-968.6543579101562,1420000,15.672,284,284
4861.87,38.8623,4758.15,-900.3961181640625,1425000,17.0278,285,285
4946.24,38.9842,4830.78,-993.3696899414062,1430000,15.101,286,286
4800.79,38.7903,4729.04,-1008.3909301757812,1435000,16.2636,287,287
4870.06,38.7631,4738.98,-914.1669311523438,1440000,16.4215,288,288
4937.23,38.8793,4824.67,-1020.0189208984375,1445000,15.749,289,289
4981.76,39.0573,4858.15,-909.4508666992188,1450000,17.0821,290,290
4973.2,39.3747,4850.59,-920.6851806640625,1455000,17.273,291,291
4845.92,39.4185,4560.52,-957.2955322265625,1460000,16.417,292,292
4932.84,39.1135,4835.91,-925.8152465820312,1465000,16.7664,293,293
4578.76,39.1414,3657.62,-1047.0303955078125,1470000,15.8728,294,294
4861.96,39.2676,4211.11,-1083.4105224609375,1475000,15.9368,295,295
4993.28,39.1663,4645.11,-1140.4974365234375,1480000,14.9466,296,296
4832.81,38.8431,4483.79,-972.0883178710938,1485000,16.8457,297,297
4911.65,39.8696,4815.01,-972.1754760742188,1490000,17.1203,298,298
4887.14,39.3174,4777.48,-994.5477294921875,1495000,16.8009,299,299
4994.34,38.6402,4886.17,-1091.06884765625,1500000,14.698,300,300
4836.44,39.5988,4510.87,-1102.124267578125,1505000,15.7531,301,301
4767.81,39.2904,4594.1,-1181.651611328125,1510000,14.5558,302,302
4818.56,39.0607,4212.68,-1079.7620849609375,1515000,15.9313,303,303
4837.78,38.6902,4721.73,-998.1777954101562,1520000,16.2075,304,304
5008.41,38.3616,4705.74,-1023.0027465820312,1525000,15.7649,305,305
4909.9,39.3555,4781.29,-1146.678466796875,1530000,15.7217,306,306
1007.2,44.5041,1045.14,-1990.3426513671875,1535000,14.77,307,307
4655.54,41.2215,4232.38,-1180.3626708984375,1540000,20.3329,308,308
630.48,43.7639,1498.81,-2101.5048828125,1545000,15.9524,309,309
1939.34,40.4181,3751.28,-1718.4595947265625,1550000,13.1404,310,310
2390.28,39.8154,3212.59,-1307.7872314453125,1555000,14.8852,311,311
4675.5,38.823,4206.56,-1218.0947265625,1560000,15.38,312,312
4759.57,38.7994,4385.33,-1147.4307861328125,1565000,15.8777,313,313
4810.47,39.0706,4586.41,-1112.0169677734375,1570000,16.2078,314,314
4715.22,38.1851,4426.67,-1130.7686767578125,1575000,16.5159,315,315
4786.3,38.1242,4695.77,-1080.6484375,1580000,16.4147,316,316
4865.75,38.4798,4617.44,-1081.1351318359375,1585000,16.4723,317,317
4766.69,39.1517,4343.32,-1224.5269775390625,1590000,15.5085,318,318
4731.23,38.5364,4062.98,-1145.8680419921875,1595000,16.1128,319,319
4719.84,39.0632,4348.4,-1150.5904541015625,1600000,16.2922,320,320
4798.87,39.0843,4694.29,-1146.172607421875,1605000,17.113,321,321
4725.27,39.1739,4621.84,-1214.9429931640625,1610000,16.6718,322,322
4688.52,39.5488,4630.23,-1211.1097412109375,1615000,16.3323,323,323
4703.37,39.5189,4641.7,-1206.7491455078125,1620000,16.6188,324,324
4696.8,39.408,4603.85,-1304.0264892578125,1625000,16.118,325,325
4778.84,39.1811,4647.86,-1212.459716796875,1630000,17.2701,326,326
4913.88,39.0195,4796.17,-1169.946044921875,1635000,17.8416,327,327
4975.17,38.7908,4355.0,-1206.7657470703125,1640000,17.5799,328,328
4826.15,38.9721,4686.5,-1230.58447265625,1645000,17.0767,329,329
4933.06,39.0236,4808.61,-1203.7203369140625,1650000,17.4228,330,330
4863.27,39.7097,4551.35,-1302.15380859375,1655000,16.7664,331,331
4881.32,39.1058,4648.47,-1227.2923583984375,1660000,17.3722,332,332
4974.91,38.8916,4738.19,-1197.1455078125,1665000,17.8612,333,333
4941.45,39.1325,4830.94,-1216.011474609375,1670000,17.6077,334,334
4977.33,39.0027,4535.34,-1215.0233154296875,1675000,17.9394,335,335
4960.03,38.914,4811.46,-1238.6846923828125,1680000,17.2742,336,336
4832.38,39.1123,4640.16,-1291.561767578125,1685000,17.9075,337,337
4910.27,39.1126,4807.24,-1290.0941162109375,1690000,17.6092,338,338
4933.93,39.1434,4735.18,-1275.661376953125,1695000,17.7505,339,339
4829.33,39.3485,4789.57,-1428.2760009765625,1700000,16.6884,340,340
4786.28,39.1539,4727.4,-1331.390625,1705000,17.7758,341,341
4892.77,39.2313,4869.25,-1269.89697265625,1710000,18.5462,342,342
4855.12,38.9739,4801.4,-1292.3214111328125,1715000,18.1367,343,343
4907.49,39.0303,4847.03,-1299.3460693359375,1720000,18.3721,344,344
4894.27,39.0185,4623.22,-1344.0716552734375,1725000,17.8755,345,345
4803.81,39.3249,4770.56,-1571.4581298828125,1730000,16.3894,346,346
4922.27,39.2966,4657.37,-1458.0958251953125,1735000,18.5826,347,347
4909.38,39.1052,4809.82,-1337.8533935546875,1740000,18.5538,348,348
4996.63,39.2972,4921.93,-1354.42041015625,1745000,18.7267,349,349
4910.94,39.0624,4874.09,-1484.6219482421875,1750000,17.3736,350,350
4902.98,38.5955,4587.16,-1359.852783203125,1755000,18.1511,351,351
4938.72,39.2071,4888.34,-1359.440185546875,1760000,18.1568,352,352
4900.88,38.9155,4897.23,-1357.79638671875,1765000,18.095,353,353
4817.73,39.5093,4826.98,-1407.03466796875,1770000,18.3579,354,354
4893.64,39.126,4901.86,-1325.888427734375,1775000,18.3771,355,355
4804.85,39.1291,4816.25,-1362.578125,1780000,18.496,356,356
4807.32,39.2951,4614.55,-1422.5230712890625,1785000,17.9921,357,357
4859.75,39.19,4694.25,-1524.326416015625,1790000,16.6317,358,358
4923.47,39.4562,4549.65,-1648.5106201171875,1795000,16.5184,359,359
4886.64,38.6706,4903.94,-1360.2808837890625,1800000,18.019,360,360
4905.29,38.8636,4690.99,-1392.7711181640625,1805000,17.3636,361,361
4910.3,39.2237,4872.26,-1400.5665283203125,1810000,17.591,362,362
4894.86,39.3222,4845.07,-1519.556396484375,1815000,17.1483,363,363
4783.99,39.2538,4843.14,-1398.7568359375,1820000,18.3524,364,364
4915.49,38.7382,4868.33,-1420.1463623046875,1825000,17.554,365,365
4901.13,38.9154,4867.3,-1456.6900634765625,1830000,17.9714,366,366
4881.3,38.5554,4850.68,-1451.783935546875,1835000,17.3671,367,367
4863.13,39.2987,4670.18,-1434.7843017578125,1840000,18.2273,368,368
4948.68,38.7308,4749.03,-1460.319580078125,1845000,18.0561,369,369
4991.12,39.0551,4218.28,-1609.5743408203125,1850000,17.1115,370,370
4925.07,39.4758,4782.27,-1558.156982421875,1855000,19.0356,371,371
4775.97,39.5358,4715.56,-1623.064697265625,1860000,20.0373,372,372
4992.68,39.2102,4815.0,-1491.60107421875,1865000,18.5442,373,373
4948.45,39.1449,4975.86,-1479.562255859375,1870000,19.1327,374,374
2174.49,39.015,4606.43,-1477.68359375,1875000,19.0796,375,375
5012.97,38.7573,4194.49,-1788.7613525390625,1880000,16.6094,376,376
4994.52,38.5688,4802.33,-1496.7266845703125,1885000,17.2952,377,377
5021.15,38.6245,4882.56,-1526.4718017578125,1890000,18.6679,378,378
4548.14,39.2295,4896.47,-1556.0269775390625,1895000,18.807,379,379
4912.39,39.3031,4886.07,-1535.468017578125,1900000,19.3556,380,380
5002.28,38.7324,4893.96,-1574.0399169921875,1905000,17.7048,381,381
4892.59,39.2545,4897.17,-1799.9442138671875,1910000,17.8571,382,382
4935.82,39.444,4900.96,-1563.5679931640625,1915000,18.8061,383,383
4951.19,39.759,4754.45,-1550.6722412109375,1920000,19.9475,384,384
