Running Env Steps,Real Sto Return,Running Reverse KL,Itration,Reward Loss,Real Det Return,Running Update Time,Running Forward KL
200000,1627.33,28.1248,40,-131.42567443847656,1138.9,40,47.2549
205000,1236.55,30.3411,41,-171.20945739746094,2691.05,41,46.7606
210000,1463.65,27.9597,42,-129.285400390625,2538.11,42,46.8967
215000,1709.6,29.2775,43,-158.69944763183594,1779.26,43,46.5964
220000,2164.19,30.0344,44,-194.2282257080078,3025.54,44,45.8497
225000,1363.44,30.5795,45,-184.27304077148438,1742.51,45,46.924
230000,1125.71,35.0425,46,-263.2516174316406,487.58,46,47.6176
235000,1439.63,27.626,47,-210.39349365234375,1932.4,47,46.9363
240000,1521.54,30.9507,48,-216.1515655517578,3089.85,48,46.6818
245000,1161.97,40.5141,49,-331.5792541503906,1165.21,49,46.885
250000,1709.07,37.9864,50,-258.9352722167969,1420.58,50,46.8436
255000,1521.56,36.936,51,-276.31072998046875,1290.12,51,45.9369
260000,1634.38,32.6133,52,-235.66702270507812,2115.43,52,45.9681
265000,1473.07,33.538,53,-297.392578125,1797.97,53,46.0646
270000,1644.35,36.3817,54,-282.799072265625,2479.91,54,46.4695
275000,1877.31,29.0167,55,-233.90635681152344,1485.85,55,46.1415
280000,1178.19,38.4503,56,-301.0912780761719,1107.49,56,46.713
285000,1678.86,24.4379,57,-184.33946228027344,1660.42,57,46.4934
290000,2531.08,19.2216,58,-121.58644104003906,2499.59,58,45.3744
295000,2168.88,19.4723,59,-172.85525512695312,2902.98,59,45.452
300000,1701.43,24.686,60,-217.98312377929688,1905.78,60,46.4503
305000,1099.89,31.7331,61,-399.82501220703125,1527.17,61,46.6065
310000,2062.32,24.5292,62,-234.01332092285156,3260.74,62,46.1649
315000,1878.33,37.8994,63,-376.3616638183594,2337.15,63,46.8221
320000,1581.69,35.7602,64,-296.1553955078125,910.98,64,46.7613
325000,1549.06,21.674,65,-177.28770446777344,2158.38,65,46.0825
330000,2783.85,20.45,66,-219.1798095703125,1595.43,66,46.2364
335000,1573.13,31.6433,67,-428.4216613769531,1933.9,67,46.2
340000,2298.27,25.3013,68,-342.8421630859375,2592.96,68,45.6497
345000,2497.99,21.5901,69,-264.9595031738281,2550.52,69,46.0468
350000,2336.93,19.9421,70,-309.5693664550781,2399.74,70,45.4987
355000,1962.94,22.6237,71,-406.2707824707031,2576.27,71,45.6991
360000,2467.55,18.3064,72,-324.810791015625,2677.26,72,44.9014
365000,1318.76,31.5686,73,-473.6842041015625,2221.29,73,46.5994
370000,2176.95,22.0733,74,-382.51708984375,3164.79,74,45.6731
375000,3309.39,23.2458,75,-337.61297607421875,3597.01,75,45.4729
380000,2778.57,19.6179,76,-329.0445861816406,3327.89,76,45.0265
385000,3224.09,24.24,77,-361.1642761230469,3570.35,77,45.5782
390000,1978.99,20.2964,78,-372.9697570800781,2673.26,78,45.7512
395000,2112.01,21.2019,79,-469.9527587890625,3430.33,79,45.8959
400000,2115.02,22.4242,80,-357.01739501953125,2675.49,80,45.021
405000,1670.72,24.3278,81,-459.9674987792969,1986.77,81,44.8802
410000,2703.15,16.7777,82,-311.2203369140625,3618.55,82,44.6355
415000,3358.82,18.785,83,-314.3396911621094,3641.89,83,45.0046
420000,3562.32,21.2035,84,-339.0692443847656,3600.14,84,45.9169
425000,3695.63,19.0152,85,-303.02960205078125,3717.65,85,45.0115
430000,3653.76,17.9977,86,-339.6439514160156,3636.88,86,45.3629
435000,3680.14,19.9672,87,-325.0569152832031,3681.21,87,45.4081
440000,3456.15,20.8762,88,-399.9085998535156,3623.38,88,45.6267
445000,3335.88,21.046,89,-422.7281799316406,3567.22,89,45.2814
450000,3518.81,18.1182,90,-352.1313781738281,3602.51,90,45.5907
455000,3657.46,21.0856,91,-381.7767639160156,3759.29,91,46.0058
460000,2853.09,18.832,92,-387.6573486328125,3744.69,92,44.7119
465000,3515.52,18.7755,93,-422.30499267578125,3623.26,93,45.022
470000,3634.77,20.3189,94,-411.6125793457031,3425.21,94,45.0808
475000,3625.84,21.2362,95,-415.5406494140625,3678.94,95,45.5843
480000,3667.76,17.9956,96,-416.666748046875,3738.57,96,45.3484
485000,3595.26,19.0103,97,-439.23248291015625,3714.02,97,45.1069
490000,3627.78,19.0669,98,-425.0832824707031,3493.56,98,45.4908
495000,3640.82,18.3899,99,-457.1469421386719,3662.88,99,45.331
500000,3749.23,20.5432,100,-456.9107360839844,3738.22,100,45.5798
505000,3752.35,18.7679,101,-472.562255859375,3764.03,101,45.3186
510000,3743.84,19.1289,102,-489.96209716796875,3849.69,102,44.5728
515000,3804.87,18.5239,103,-455.948486328125,3820.44,103,44.9478
520000,3750.4,19.0724,104,-512.4684448242188,3847.38,104,45.1296
525000,3685.81,19.6623,105,-484.69781494140625,3742.79,105,45.6339
530000,3362.09,20.2112,106,-495.4689025878906,3755.46,106,45.7108
535000,3637.68,19.4591,107,-496.2826843261719,3698.9,107,45.4091
540000,3777.17,19.6331,108,-533.081787109375,3768.69,108,45.4362
545000,3776.53,18.0637,109,-516.903564453125,3828.12,109,44.7495
550000,3640.45,19.0486,110,-549.4163818359375,3768.45,110,45.2816
555000,2723.17,18.6895,111,-537.2875366210938,3152.26,111,45.1322
560000,3699.0,25.4782,112,-659.9328002929688,3745.42,112,44.7887
565000,2608.63,23.7269,113,-660.4769287109375,3374.09,113,44.5698
570000,3392.17,20.6071,114,-627.3792114257812,3789.31,114,45.059
575000,3772.4,19.6815,115,-579.023681640625,3780.83,115,45.1511
580000,3902.01,19.5307,116,-564.1121826171875,3941.97,116,44.6092
585000,3737.37,20.9318,117,-621.961669921875,3757.88,117,45.3494
590000,3820.94,19.1836,118,-602.1154174804688,3877.64,118,44.4793
595000,3507.22,21.884,119,-617.67724609375,3776.93,119,45.7171
600000,3409.72,18.7797,120,-625.6636352539062,3807.05,120,45.0451
605000,3695.88,17.4529,121,-599.3727416992188,3707.94,121,44.6639
610000,3795.6,20.0686,122,-661.7872314453125,3809.76,122,45.2429
615000,3774.39,17.1494,123,-631.6444091796875,3779.95,123,44.5869
620000,3879.51,19.6288,124,-680.3756713867188,3836.79,124,44.6802
625000,3632.72,20.3085,125,-703.0771484375,3856.3,125,44.7689
630000,3763.54,17.5796,126,-670.2095947265625,3774.97,126,44.6165
635000,3757.38,19.1452,127,-676.6947631835938,3750.77,127,45.0352
640000,3045.2,18.9086,128,-699.2153930664062,3773.67,128,45.5143
645000,2400.06,24.6777,129,-805.2835693359375,3830.97,129,44.7936
650000,3924.27,19.1842,130,-725.1131591796875,3978.95,130,44.459
655000,2928.57,17.6307,131,-721.6232299804688,3043.09,131,44.9239
660000,3328.7,18.0771,132,-743.136474609375,3515.38,132,45.1766
665000,1795.0,23.8379,133,-927.679443359375,1430.79,133,46.0255
670000,3818.89,19.5066,134,-768.0919189453125,3859.02,134,45.1652
675000,3768.83,16.4739,135,-762.4609985351562,3847.75,135,44.5284
680000,778.87,14.1768,136,-749.31884765625,-2.75,136,44.579
685000,3123.56,14.7772,137,-776.8795776367188,3806.61,137,45.1346
690000,3622.39,17.3311,138,-791.00439453125,3694.57,138,44.945
695000,3549.13,17.3187,139,-789.2237548828125,3716.4,139,45.0548
700000,3515.01,15.4169,140,-801.8787841796875,2799.32,140,44.5692
705000,2362.03,15.8967,141,-905.178955078125,1454.41,141,45.6761
710000,3777.62,18.493,142,-810.0127563476562,3796.14,142,45.1957
715000,3531.76,18.5812,143,-833.4942016601562,3616.52,143,44.7801
720000,3722.77,18.453,144,-837.5817260742188,3706.17,144,44.9631
725000,3484.1,18.8219,145,-847.7169189453125,3570.6,145,44.7449
730000,3708.69,16.6365,146,-807.740234375,2821.87,146,44.2903
735000,3802.57,17.7005,147,-851.2469482421875,3832.35,147,44.6447
740000,3892.1,16.7283,148,-890.243408203125,3891.46,148,44.5505
745000,3584.35,16.4755,149,-883.4176635742188,3727.21,149,44.7995
750000,2560.21,15.5168,150,-897.7366333007812,3734.62,150,44.8961
755000,3757.7,18.2983,151,-864.1819458007812,3738.43,151,44.7277
760000,3750.1,18.4818,152,-908.9281005859375,3696.19,152,44.6143
765000,3243.32,17.6371,153,-945.817626953125,2951.9,153,44.7133
770000,3776.97,17.5989,154,-948.1627197265625,3809.34,154,45.4713
775000,3850.34,16.9513,155,-964.9799194335938,3882.28,155,43.6183
780000,3753.41,16.7713,156,-929.8948974609375,3864.19,156,44.8441
785000,3816.61,17.4353,157,-963.8065795898438,3837.68,157,43.8918
790000,3689.23,17.7955,158,-898.7448120117188,3770.28,158,44.8569
795000,3899.91,17.821,159,-1003.1718139648438,3932.72,159,44.4237
800000,3799.89,17.8763,160,-986.7444458007812,3917.39,160,44.1926
805000,3793.82,18.9461,161,-1006.6560668945312,3813.47,161,44.7801
810000,3867.88,19.6633,162,-1046.2696533203125,3903.1,162,44.5115
815000,3812.34,17.479,163,-1010.1182250976562,3840.98,163,44.1753
820000,3541.71,14.588,164,-1007.6417846679688,2606.48,164,43.4729
825000,3827.53,18.4869,165,-1067.3836669921875,3878.94,165,45.1316
830000,3912.16,20.6191,166,-1067.5926513671875,3973.31,166,45.0294
835000,3776.23,19.6422,167,-1049.114013671875,4009.34,167,44.4497
840000,3883.59,19.5072,168,-1063.7337646484375,3937.52,168,44.5595
845000,2776.97,19.8512,169,-1142.693115234375,2513.57,169,44.9623
850000,3911.35,17.4965,170,-1061.131591796875,3936.52,170,43.6324
855000,3696.05,18.0062,171,-1123.50439453125,3895.84,171,44.2488
860000,3972.15,18.5085,172,-1090.8458251953125,3996.99,172,44.1502
865000,3955.8,17.847,173,-1115.6788330078125,3997.69,173,44.0721
870000,2097.69,15.9194,174,-1217.5538330078125,3074.88,174,45.9373
875000,3898.78,19.3248,175,-1161.0474853515625,3933.69,175,45.2259
880000,2914.55,17.5454,176,-1161.0811767578125,3401.73,176,44.5293
885000,3977.69,19.5263,177,-1150.4979248046875,3930.38,177,45.0317
890000,3637.24,16.9981,178,-1187.460205078125,3767.49,178,44.4528
895000,3847.11,17.3665,179,-1176.0140380859375,3891.06,179,44.1261
900000,595.13,19.3133,180,-1172.55419921875,-2.74,180,44.1922
905000,3825.37,19.4321,181,-1176.3243408203125,3877.77,181,44.6473
910000,3752.02,17.4287,182,-1145.3997802734375,3835.91,182,44.1492
915000,3261.93,16.8765,183,-1182.5736083984375,3827.23,183,44.3495
920000,3907.3,16.3774,184,-1171.3712158203125,3935.45,184,43.7758
925000,3801.22,16.5911,185,-1231.6258544921875,3810.44,185,43.9156
930000,3598.64,16.9687,186,-1217.122314453125,3722.45,186,44.0385
935000,3762.28,16.4103,187,-1207.77783203125,3759.32,187,44.168
940000,3679.57,17.6403,188,-1273.285888671875,3732.86,188,44.5653
945000,3908.7,17.3743,189,-1266.57373046875,3933.2,189,44.3029
950000,3967.42,18.5662,190,-1265.2657470703125,4025.17,190,44.8123
955000,3828.06,16.5154,191,-1286.6373291015625,3816.2,191,44.3114
960000,3884.16,16.15,192,-1279.459228515625,3855.84,192,44.2845
965000,3730.68,17.8892,193,-1331.979736328125,3757.08,193,45.0011
970000,3927.02,20.5711,194,-1355.13232421875,3993.73,194,44.9022
975000,3823.99,17.9433,195,-1350.912353515625,3866.54,195,44.4483
980000,3787.15,16.2154,196,-1322.5975341796875,3695.32,196,44.4726
985000,3345.98,16.6884,197,-1339.343017578125,3683.78,197,44.312
990000,3459.14,16.876,198,-1388.97216796875,3681.66,198,43.9596
995000,3955.93,20.116,199,-1401.285400390625,3971.51,199,44.5281
1000000,3836.98,18.5797,200,-1467.23291015625,3812.17,200,44.5644
1005000,2961.12,17.3183,201,-1493.0958251953125,2508.7,201,45.3423
1010000,3212.14,18.8909,202,-1482.49072265625,1405.45,202,45.6767
1015000,3611.81,20.4926,203,-1479.524169921875,3447.12,203,44.9295
1020000,3612.12,21.7604,204,-1517.8472900390625,1019.18,204,45.7032
1025000,3963.64,21.4639,205,-1557.364501953125,3941.29,205,45.245
1030000,3942.42,21.478,206,-1532.4691162109375,3959.95,206,45.4177
1035000,2464.6,16.5491,207,-1562.732666015625,1940.25,207,45.3832
1040000,3968.38,18.9447,208,-1500.3997802734375,3978.07,208,43.9843
1045000,3932.12,19.4254,209,-1517.6424560546875,3962.03,209,44.5903
1050000,3936.82,18.4952,210,-1507.89111328125,3990.79,210,43.9748
1055000,3944.62,19.3714,211,-1534.47509765625,3944.74,211,44.456
1060000,3943.13,18.2526,212,-1549.619873046875,3918.3,212,44.1049
1065000,3566.74,17.448,213,-1564.0306396484375,1407.3,213,44.1494
1070000,3944.17,18.0534,214,-1570.0216064453125,3935.88,214,44.262
1075000,3988.3,17.6706,215,-1614.525634765625,4020.53,215,43.8552
1080000,3752.15,17.2607,216,-1614.5162353515625,2341.98,216,44.3462
1085000,3872.66,17.9052,217,-1649.7713623046875,3953.36,217,44.5936
1090000,2016.97,20.5001,218,-1908.81982421875,1097.5,218,47.5013
1095000,3879.81,17.5289,219,-1677.438232421875,3908.37,219,44.587
1100000,2294.61,17.4356,220,-1754.472412109375,2670.98,220,44.6235
1105000,3170.13,18.627,221,-1698.6939697265625,3931.6,221,45.0219
1110000,3850.88,18.2427,222,-1680.4132080078125,4058.14,222,44.4643
1115000,3904.57,18.457,223,-1711.5335693359375,3949.34,223,44.4302
1120000,3905.68,18.8032,224,-1724.033447265625,4025.56,224,44.3885
1125000,3983.87,18.0711,225,-1722.9512939453125,4037.09,225,44.0677
1130000,3894.55,18.662,226,-1703.9659423828125,4035.18,226,44.2424
1135000,3973.58,18.5722,227,-1746.988525390625,4006.27,227,44.1696
1140000,3933.83,18.0469,228,-1752.3067626953125,3967.69,228,43.7324
1145000,3865.49,16.9771,229,-1784.58837890625,2897.44,229,44.2
1150000,3480.4,16.4888,230,-1767.7987060546875,3266.38,230,44.0158
1155000,3592.11,16.8245,231,-1732.8369140625,2891.97,231,43.6911
1160000,3983.89,16.7567,232,-1828.67333984375,4060.84,232,43.8633
1165000,3973.72,17.1892,233,-1848.90966796875,4038.53,233,43.6456
1170000,3952.21,16.9917,234,-1824.0980224609375,3987.78,234,43.8183
1175000,2622.96,18.5715,235,-1927.25439453125,2500.83,235,44.3298
1180000,3986.33,16.871,236,-1819.94970703125,4041.68,236,43.4379
1185000,3983.16,17.2076,237,-1851.607666015625,4030.12,237,43.7747
1190000,4009.01,16.2548,238,-1807.27099609375,4108.9,238,43.4768
1195000,1882.99,16.1604,239,-1876.700927734375,4048.86,239,44.6541
1200000,4025.85,17.4822,240,-1884.2333984375,4120.73,240,43.5576
1205000,4045.19,17.0902,241,-1871.9176025390625,4092.36,241,43.4369
1210000,3850.13,16.9715,242,-1867.7647705078125,4078.64,242,43.4533
1215000,4028.81,17.2803,243,-1969.9564208984375,4094.33,243,43.6853
1220000,2503.68,23.6908,244,-1954.11328125,1220.82,244,43.2326
1225000,394.33,37.5764,245,-2295.8017578125,383.51,245,49.3125
1230000,334.55,42.9694,246,-2353.307373046875,346.1,246,48.4136
1235000,391.04,14.0197,247,-1902.033203125,381.34,247,48.6865
1240000,3296.84,15.9545,248,-2061.7109375,3644.13,248,44.2849
1245000,2578.42,13.0758,249,-2036.56103515625,3307.17,249,44.1603
1250000,3846.57,17.7434,250,-2093.82763671875,3872.78,250,44.2955
1255000,3862.62,17.6676,251,-2113.19384765625,3897.69,251,43.3999
1260000,3487.2,15.912,252,-2158.8330078125,3715.34,252,43.8951
1265000,2681.58,15.9603,253,-2144.9560546875,3790.22,253,43.2661
1270000,3781.6,17.1614,254,-2143.69921875,3859.43,254,43.806
1275000,3647.83,18.0022,255,-2161.307373046875,3841.93,255,44.3766
1280000,3883.02,15.4452,256,-2203.699462890625,3875.74,256,43.3738
1285000,3890.23,16.0438,257,-2224.354248046875,3885.13,257,43.9745
1290000,3927.55,16.8011,258,-2148.978515625,4047.77,258,43.7977
1295000,3941.2,16.222,259,-2228.914306640625,3939.06,259,43.8876
1300000,3571.48,15.4429,260,-2283.524658203125,4025.01,260,44.0383
1305000,2431.55,15.1696,261,-2608.484619140625,2753.01,261,45.3908
1310000,390.42,15.4099,262,-2298.628662109375,422.75,262,48.2889
1315000,416.51,16.9876,263,-2531.652587890625,184.83,263,47.6411
1320000,2170.92,24.6969,264,-2493.818603515625,2727.53,264,45.3037
1325000,945.54,28.3982,265,-2769.446044921875,933.79,265,46.6643
1330000,111.13,13.5865,266,-2569.613037109375,189.19,266,48.204
1335000,2388.92,14.753,267,-2545.590087890625,3797.14,267,45.0699
1340000,3840.54,16.7758,268,-2344.74853515625,3819.65,268,43.5168
1345000,3513.24,15.8804,269,-2392.4833984375,3893.39,269,43.651
1350000,3763.59,16.2732,270,-2451.5244140625,3996.01,270,43.5681
1355000,3140.83,16.7218,271,-2423.660400390625,3970.66,271,43.243
1360000,3734.92,15.6999,272,-2406.822509765625,3038.0,272,43.5731
1365000,3444.29,16.6206,273,-2486.538330078125,3875.14,273,43.3948
1370000,3817.1,18.4035,274,-2544.541015625,4073.97,274,43.773
1375000,4018.84,17.9307,275,-2549.45068359375,4083.67,275,43.479
1380000,2884.07,12.6699,276,-2602.160888671875,2297.1,276,45.1517
1385000,3995.22,16.8775,277,-2506.078125,4049.52,277,43.1002
1390000,3466.39,17.8266,278,-2520.149169921875,4089.44,278,43.4529
1395000,3224.76,16.579,279,-2635.595947265625,3842.72,279,44.2126
1400000,2324.71,13.628,280,-2657.23388671875,2385.19,280,45.4486
1405000,3031.25,18.1262,281,-2584.472412109375,364.37,281,44.5508
1410000,3868.88,17.7348,282,-2572.713134765625,3479.72,282,43.979
1415000,3896.39,16.949,283,-2575.38330078125,4095.84,283,44.0927
1420000,4019.03,17.4222,284,-2603.2275390625,3815.95,284,44.3326
1425000,3692.76,17.3859,285,-2556.310791015625,4045.6,285,43.6114
1430000,4089.6,16.5192,286,-2616.23681640625,4159.7,286,43.6301
1435000,3848.52,16.0012,287,-2692.900390625,3639.31,287,43.7972
1440000,2710.97,14.5278,288,-2612.63671875,3247.07,288,44.6027
1445000,3301.32,15.6614,289,-2719.19873046875,4095.1,289,43.8773
1450000,4065.14,16.4846,290,-2745.580078125,4164.22,290,44.1514
1455000,2693.54,15.3977,291,-2728.939453125,4067.96,291,43.4802
1460000,1687.12,14.4935,292,-2908.907958984375,1934.35,292,46.1739
1465000,4072.78,16.375,293,-2786.492919921875,4124.43,293,43.5507
1470000,3477.46,15.6254,294,-2743.44580078125,4134.56,294,43.4406
1475000,4076.18,16.9493,295,-2799.880615234375,4065.64,295,43.5961
1480000,4122.05,17.4918,296,-2800.9287109375,4183.4,296,43.2332
1485000,4075.6,17.8002,297,-2805.9677734375,4127.07,297,42.949
1490000,1878.46,15.9119,298,-2918.923095703125,3634.07,298,44.2811
1495000,4103.2,17.2814,299,-2808.44775390625,4195.57,299,43.8174
1500000,4164.86,17.0371,300,-2745.8125,4291.53,300,43.0723
1505000,4142.61,16.6521,301,-2864.30126953125,4309.43,301,43.6572
1510000,4020.33,16.4591,302,-2829.185546875,4081.81,302,43.4272
1515000,3980.16,16.7185,303,-2859.366455078125,4236.05,303,43.4013
1520000,3736.35,15.9516,304,-2935.656005859375,4250.23,304,43.6546
1525000,4104.14,16.558,305,-2846.287353515625,4210.81,305,43.0151
1530000,3994.82,16.5344,306,-2864.334716796875,4210.66,306,43.3488
1535000,3744.6,16.3937,307,-2910.226318359375,4197.32,307,42.8714
1540000,4065.9,16.4099,308,-2976.128662109375,4143.82,308,43.0303
1545000,4120.73,16.6168,309,-2908.038818359375,4231.1,309,43.0522
1550000,4033.7,18.1137,310,-2970.779541015625,4321.56,310,42.998
1555000,4060.28,16.8171,311,-3036.876708984375,4150.36,311,43.2804
1560000,3844.66,16.5333,312,-3058.122802734375,4090.4,312,43.4747
1565000,4105.08,16.8484,313,-3158.272705078125,4242.11,313,43.8474
1570000,4136.92,17.1432,314,-3054.4833984375,4212.16,314,42.8537
1575000,3971.69,17.0784,315,-3060.964599609375,4346.16,315,43.2152
1580000,3980.63,17.1957,316,-3102.459228515625,4329.61,316,43.0343
1585000,2111.7,15.2072,317,-3130.185546875,4211.12,317,42.8851
1590000,3327.33,16.4038,318,-3092.618896484375,2705.01,318,42.8064
1595000,4007.33,16.4238,319,-3251.61474609375,4102.55,319,43.403
1600000,4154.66,17.8346,320,-3208.2001953125,4304.95,320,43.1099
1605000,3465.57,17.6013,321,-3170.16552734375,4348.57,321,42.8811
1610000,3956.02,15.4791,322,-3333.261962890625,4374.22,322,43.3248
1615000,4032.08,17.8561,323,-3323.688232421875,4227.01,323,43.3188
1620000,3655.89,15.922,324,-3428.955810546875,4312.98,324,43.6776
1625000,4031.16,17.9935,325,-3391.8740234375,4064.78,325,43.7057
1630000,3672.34,16.3353,326,-3364.63916015625,4388.7,326,43.1881
1635000,4147.22,17.3486,327,-3288.59326171875,4317.63,327,43.1449
1640000,4165.19,17.9564,328,-3491.672607421875,4249.81,328,43.0313
1645000,4119.99,18.4762,329,-3483.25439453125,4324.86,329,43.7685
1650000,4001.18,17.4695,330,-3477.713623046875,4379.16,330,43.5021
1655000,4096.05,16.8256,331,-3386.19921875,4133.19,331,42.9164
1660000,4188.05,17.5295,332,-3495.74609375,4297.99,332,42.9397
1665000,4092.92,17.0956,333,-3501.15283203125,4141.48,333,42.7574
1670000,4099.79,17.1416,334,-3507.834228515625,4176.77,334,43.1136
1675000,4148.15,17.3417,335,-3612.374755859375,4235.38,335,42.8131
1680000,4107.24,16.0509,336,-3361.315673828125,4267.24,336,42.4142
1685000,4166.18,16.5916,337,-3564.021240234375,4245.43,337,42.9555
1690000,4197.05,17.5678,338,-3454.614990234375,4215.04,338,43.0755
1695000,4125.1,16.5214,339,-3566.05615234375,4119.26,339,43.1357
1700000,4167.98,17.3698,340,-3543.649658203125,4170.83,340,42.7753
1705000,4125.26,16.9676,341,-3604.81591796875,4146.22,341,42.2113
1710000,859.88,12.2875,342,-3910.081298828125,1551.66,342,44.2545
1715000,4180.81,17.0731,343,-3538.933349609375,4228.72,343,42.7825
1720000,4156.6,16.9135,344,-3636.84033203125,4159.65,344,43.0031
1725000,3794.94,16.0836,345,-3735.78466796875,4192.79,345,42.6599
1730000,2367.73,14.2744,346,-3940.7197265625,2633.06,346,44.02
1735000,4139.31,17.529,347,-3681.478271484375,4280.17,347,42.4921
1740000,3998.62,16.3015,348,-3784.258056640625,4167.9,348,42.9762
1745000,3716.41,17.4191,349,-3736.972412109375,4149.57,349,42.6697
1750000,497.41,12.2115,350,-4087.73046875,333.34,350,45.3915
1755000,1120.67,13.028,351,-4266.67333984375,116.47,351,45.0043
1760000,3958.37,16.4552,352,-4120.07470703125,4204.91,352,43.5557
1765000,2452.43,13.514,353,-4122.10498046875,954.98,353,43.3677
1770000,4247.71,18.3265,354,-3980.5322265625,4261.98,354,43.2126
1775000,4005.94,18.5617,355,-3938.960693359375,4139.04,355,43.2956
1780000,4159.69,18.5501,356,-3992.9013671875,4196.29,356,43.2894
1785000,4185.79,18.3388,357,-4070.29052734375,4214.53,357,43.0783
1790000,4143.19,18.5028,358,-4164.30810546875,4171.69,358,43.1581
1795000,4152.13,17.8012,359,-4031.03076171875,4144.13,359,43.1445
1800000,3909.83,17.0791,360,-4137.90380859375,4126.95,360,42.8827
1805000,4151.65,18.1771,361,-4133.69775390625,4138.26,361,43.4158
1810000,3754.88,15.8451,362,-4262.63330078125,3243.15,362,43.6857
1815000,3759.39,17.1967,363,-4260.16552734375,4124.66,363,43.9228
1820000,2367.99,15.0913,364,-4475.47265625,3786.57,364,43.9863
1825000,3590.27,15.968,365,-4336.37109375,3588.22,365,43.5625
1830000,3159.12,15.5464,366,-4219.86279296875,4007.71,366,42.9314
1835000,3951.87,18.0364,367,-4205.15380859375,4194.62,367,43.0684
1840000,2290.27,17.3344,368,-4325.8876953125,4155.05,368,43.4963
1845000,3897.65,16.7493,369,-4188.578125,4059.58,369,43.5101
1850000,2955.95,15.5991,370,-4215.57177734375,1564.8,370,43.1559
1855000,3757.33,17.361,371,-4266.54638671875,3941.7,371,43.2952
1860000,3125.53,16.4038,372,-4276.2421875,1908.58,372,43.3597
1865000,2529.41,16.2971,373,-4470.6640625,1919.5,373,43.5436
1870000,3699.29,18.961,374,-4372.11328125,4188.83,374,43.421
1875000,2710.92,16.0316,375,-4596.22119140625,4129.79,375,43.9244
1880000,3988.16,18.6298,376,-4457.03759765625,3901.39,376,43.3266
1885000,4093.68,19.2183,377,-4558.91015625,4111.4,377,43.6745
1890000,4049.75,18.1933,378,-4538.88037109375,4035.03,378,43.6806
1895000,2902.92,18.0906,379,-4587.62451171875,2555.86,379,43.8091
1900000,3876.81,16.1736,380,-4533.2138671875,4129.93,380,43.3053
1905000,975.42,27.5244,381,-4903.77099609375,10.55,381,44.2904
1910000,-8.89,25.5785,382,-5390.951171875,-6.33,382,53.4278
1915000,3934.84,17.0972,383,-4427.9267578125,4031.15,383,43.1362
1920000,4111.55,17.8967,384,-4560.91943359375,4104.72,384,42.9125
