Running Reverse KL,Running Update Time,Running Env Steps,Reward Loss,Running Forward KL,Real Det Return,Real Sto Return,Itration
15.9324,92,460000,-1431.04296875,40.9498,4086.22,4027.47,92
14.671,93,465000,-1524.9984130859375,40.9523,4008.08,3995.46,93
16.0234,94,470000,-1478.1578369140625,40.6486,4164.34,3925.44,94
15.1812,95,475000,-1687.9775390625,42.1498,3993.65,3378.24,95
15.8228,96,480000,-1694.0531005859375,42.332,4056.84,3541.02,96
18.8215,97,485000,-1757.1639404296875,41.6845,4000.83,3606.13,97
16.4998,98,490000,-1699.9151611328125,41.6231,4013.29,3792.42,98
14.43,99,495000,-1564.5155029296875,40.8947,4077.36,4057.79,99
15.7467,100,500000,-1722.27978515625,41.318,4003.48,3929.12,100
15.892,101,505000,-1628.0950927734375,40.9963,4054.47,4065.25,101
15.0804,102,510000,-2103.951171875,41.3558,4106.37,3287.48,102
16.4935,103,515000,-1784.09619140625,41.8047,4055.97,4038.04,103
15.3314,104,520000,-1799.4794921875,41.1285,3990.87,3993.32,104
17.7543,105,525000,-1765.3927001953125,41.4697,4125.33,4101.59,105
15.4312,106,530000,-1792.9940185546875,41.5432,4056.18,4046.12,106
16.1878,107,535000,-1931.858154296875,41.7353,3999.94,3985.58,107
14.3923,108,540000,-1879.9678955078125,41.29,4024.16,4023.51,108
16.0012,109,545000,-1887.4368896484375,41.4094,4078.36,4060.68,109
16.2559,110,550000,-1882.5941162109375,41.06,4136.3,4100.04,110
14.8311,111,555000,-1943.6192626953125,40.9692,4117.33,4087.74,111
15.3999,112,560000,-1913.24853515625,41.2166,4134.99,3931.67,112
14.2396,113,565000,-1983.5369873046875,40.8357,4142.67,4089.87,113
14.9348,114,570000,-2025.8416748046875,41.0794,4146.48,4082.96,114
15.5628,115,575000,-2006.21826171875,40.8998,4104.43,4086.33,115
16.2759,116,580000,-2002.4100341796875,40.9625,4141.87,4114.44,116
15.236,117,585000,-2013.719970703125,40.6667,4164.54,3937.83,117
15.7691,118,590000,-2125.27001953125,40.3644,4190.87,4129.93,118
16.3056,119,595000,-2130.645751953125,40.769,4186.47,4133.19,119
16.2129,120,600000,-2222.371337890625,41.2243,4129.16,4097.1,120
14.6841,121,605000,-2230.34375,41.3281,4067.59,3901.88,121
15.3768,122,610000,-2250.37353515625,41.1806,4123.33,4072.86,122
15.3456,123,615000,-2312.987060546875,40.8355,4139.67,4120.43,123
15.4138,124,620000,-2399.541748046875,41.1514,4147.67,3919.31,124
16.7614,125,625000,-2298.07861328125,40.7994,4158.33,4150.11,125
14.5545,126,630000,-2213.105712890625,40.2635,4202.39,4138.98,126
16.1697,127,635000,-2291.4794921875,40.8126,4208.51,3960.04,127
16.3342,128,640000,-2314.20654296875,40.9906,4193.16,4161.75,128
14.8776,129,645000,-2299.31005859375,40.485,4219.18,4157.92,129
15.1723,130,650000,-2306.4111328125,41.307,4238.08,4001.76,130
14.4744,131,655000,-2379.169677734375,40.3911,4256.34,4195.77,131
15.4402,132,660000,-2364.174560546875,41.4063,4229.75,4204.29,132
15.2096,133,665000,-2427.74658203125,40.5744,4186.84,4134.51,133
16.5878,134,670000,-2441.91748046875,41.1627,4209.57,4173.58,134
14.2803,135,675000,-2325.96240234375,40.4708,4222.43,4207.86,135
15.1626,136,680000,-2617.075439453125,40.958,4158.62,4022.55,136
14.9042,137,685000,-2399.80615234375,40.5402,4179.97,3962.26,137
16.0404,138,690000,-2579.37451171875,41.0048,4246.14,4180.13,138
16.5457,139,695000,-2561.465087890625,41.4095,4266.13,4224.86,139
15.5695,140,700000,-2593.003662109375,41.1665,4189.08,4153.54,140
15.2331,141,705000,-2544.467529296875,40.2325,4243.68,4225.54,141
14.7266,142,710000,-2619.395263671875,40.64,4204.44,4168.11,142
14.9173,143,715000,-2695.241943359375,40.7272,4193.96,4174.99,143
16.1558,144,720000,-2767.3515625,41.1299,4241.25,4185.52,144
15.6747,145,725000,-2730.517578125,40.5192,4152.59,4161.54,145
14.9015,146,730000,-2651.563232421875,40.6262,4188.52,4170.2,146
14.3048,147,735000,-2679.322998046875,40.4271,4265.4,4225.87,147
15.1695,148,740000,-2720.8583984375,40.3426,4280.75,4226.89,148
16.6449,149,745000,-2888.489990234375,41.2329,4206.89,4185.84,149
14.5181,150,750000,-2730.285400390625,40.3609,4199.1,4177.88,150
15.8837,151,755000,-2910.98876953125,41.0535,4138.32,4158.76,151
14.5182,152,760000,-2799.03662109375,40.8861,4218.04,4161.53,152
15.0075,153,765000,-2988.142578125,40.6485,4252.29,4234.22,153
15.7496,154,770000,-2918.455810546875,41.0166,4278.73,4197.22,154
15.2472,155,775000,-2754.6533203125,40.7416,4307.83,4250.71,155
14.5194,156,780000,-2864.642333984375,40.7484,4187.04,4167.67,156
14.4814,157,785000,-3046.9501953125,40.6286,4237.02,4209.47,157
15.7122,158,790000,-2959.4306640625,40.8105,4262.65,4225.04,158
15.5248,159,795000,-2959.0341796875,40.6571,4387.36,4273.53,159
14.7982,160,800000,-3110.199462890625,40.6967,4281.26,4243.72,160
13.834,161,805000,-3025.28955078125,40.4892,4321.98,4137.25,161
15.2869,162,810000,-2982.20751953125,40.4774,4235.34,4220.07,162
13.7462,163,815000,-3099.415771484375,40.2697,4255.97,4228.29,163
14.8029,164,820000,-3237.400146484375,40.703,4252.45,4122.82,164
15.5078,165,825000,-3100.5283203125,40.9769,4302.34,4259.0,165
14.863,166,830000,-3258.331298828125,41.1582,4333.29,4302.99,166
14.2227,167,835000,-3058.263916015625,39.87,4350.62,4108.82,167
14.8598,168,840000,-3264.09033203125,40.5911,4267.76,4198.14,168
14.5443,169,845000,-3162.7080078125,40.6707,4246.58,4082.17,169
15.0392,170,850000,-3271.346923828125,40.2633,4293.41,4233.09,170
15.204,171,855000,-3392.849609375,40.7993,4299.56,4249.55,171
14.7894,172,860000,-3297.483642578125,40.6068,4304.53,4284.13,172
14.6743,173,865000,-3206.546630859375,40.216,4277.85,4242.41,173
13.7267,174,870000,-3204.0185546875,39.8991,4314.72,4280.21,174
14.9526,175,875000,-3297.872314453125,40.4116,4324.06,4266.9,175
13.7657,176,880000,-3321.18408203125,40.174,4348.13,4259.97,176
14.2084,177,885000,-3381.89404296875,40.4029,4284.2,4245.22,177
14.7661,178,890000,-3376.7939453125,40.2251,4367.12,4321.06,178
15.2656,179,895000,-3531.859130859375,40.158,4367.06,4255.6,179
15.5618,180,900000,-3378.89697265625,39.8616,4408.41,4301.69,180
14.476,181,905000,-3683.823486328125,40.2675,4351.79,4324.35,181
14.796,182,910000,-3478.81005859375,40.0153,4358.82,4322.04,182
14.1409,183,915000,-3501.887939453125,40.1564,4393.14,4166.16,183
15.9006,184,920000,-3607.646484375,40.4025,4320.52,4300.6,184
15.4413,185,925000,-3656.22021484375,39.7939,4363.8,4165.79,185
15.3338,186,930000,-3660.6875,39.9256,4357.35,4301.2,186
15.3186,187,935000,-3734.476806640625,40.117,4345.17,4334.96,187
16.6136,188,940000,-3806.600830078125,40.8435,4284.16,4272.94,188
14.7421,189,945000,-3792.586669921875,40.097,4373.01,4344.74,189
16.4582,190,950000,-3842.75830078125,40.2377,4431.43,4371.43,190
15.2787,191,955000,-3793.609619140625,39.9974,4368.8,4270.35,191
15.3981,192,960000,-3940.662841796875,40.9442,4351.91,4307.08,192
14.7307,193,965000,-3847.522216796875,40.0482,4401.32,3930.94,193
14.7527,194,970000,-3935.640380859375,40.2912,4357.38,4309.55,194
17.1172,195,975000,-4058.282958984375,40.4314,4411.2,4351.18,195
15.3912,196,980000,-3916.427490234375,40.3589,4355.89,4101.11,196
15.6324,197,985000,-3904.507080078125,40.0351,4374.91,4357.39,197
15.0966,198,990000,-3868.76318359375,40.0756,4391.28,4355.88,198
15.4622,199,995000,-4251.2255859375,40.2261,4435.87,4381.33,199
16.4671,200,1000000,-4356.50537109375,40.925,4328.14,4290.02,200
17.088,201,1005000,-4302.064453125,40.8639,4299.68,4290.3,201
17.0216,202,1010000,-4177.06103515625,40.648,4362.37,4365.13,202
16.0415,203,1015000,-4319.228515625,40.6066,4259.51,4268.69,203
15.7366,204,1020000,-4210.26513671875,40.0938,4290.88,4270.56,204
15.2482,205,1025000,-4561.21728515625,40.3896,4288.67,4227.94,205
15.7506,206,1030000,-4284.03369140625,39.9792,4351.36,4333.05,206
16.2118,207,1035000,-4278.68408203125,40.2144,4344.67,4357.64,207
16.0602,208,1040000,-4423.99560546875,40.5183,4234.82,4310.53,208
15.5714,209,1045000,-4327.0625,40.5182,4388.48,4375.54,209
16.0335,210,1050000,-4360.421875,40.4046,4323.56,4326.26,210
15.8647,211,1055000,-4614.48291015625,40.6504,4242.47,4263.09,211
15.9453,212,1060000,-4450.24072265625,40.0749,4327.77,4356.79,212
15.9479,213,1065000,-4544.21435546875,40.535,4291.17,4303.26,213
15.4897,214,1070000,-4438.0751953125,40.0172,4394.83,4362.02,214
15.6889,215,1075000,-4444.1337890625,40.4715,4383.27,4388.57,215
16.2495,216,1080000,-4616.16015625,40.3843,4376.31,4403.48,216
16.6611,217,1085000,-4740.0478515625,40.5759,4400.37,4410.72,217
15.8746,218,1090000,-4634.80615234375,40.2832,4400.26,4358.6,218
16.53,219,1095000,-4820.63671875,40.7854,4432.57,4417.1,219
16.7457,220,1100000,-4726.76123046875,40.6889,4461.94,4307.68,220
16.5437,221,1105000,-4709.1025390625,40.7496,4430.31,4399.96,221
15.7206,222,1110000,-4959.99267578125,40.8549,4491.41,4444.15,222
16.0505,223,1115000,-4835.86865234375,40.5119,4502.98,4402.48,223
15.729,224,1120000,-4722.98046875,40.7883,4616.67,4031.75,224
16.7847,225,1125000,-4847.8740234375,40.423,4475.93,4431.7,225
16.7097,226,1130000,-4794.7822265625,40.7453,4510.17,4332.87,226
16.6509,227,1135000,-5048.37939453125,41.0071,4489.15,4279.74,227
17.4317,228,1140000,-4879.44970703125,40.4284,4552.21,4312.18,228
16.8462,229,1145000,-4951.380859375,40.4016,4442.47,4438.04,229
17.5064,230,1150000,-5029.86279296875,40.2932,4540.8,4433.71,230
16.4914,231,1155000,-5181.4873046875,40.5872,4514.2,4322.18,231
16.5711,232,1160000,-5258.06591796875,40.4725,4479.62,4395.04,232
15.7082,233,1165000,-5421.29638671875,40.5493,4501.58,4250.15,233
16.9053,234,1170000,-5260.927734375,40.2665,4492.74,4273.2,234
16.1828,235,1175000,-5233.55517578125,40.0589,4485.75,4427.45,235
17.4138,236,1180000,-5526.5009765625,40.5243,4492.8,4281.79,236
18.2839,237,1185000,-5437.30615234375,40.8958,4499.65,4314.76,237
18.1716,238,1190000,-5389.037109375,40.6854,4537.34,4311.29,238
16.5616,239,1195000,-5531.1865234375,40.6568,4466.43,4407.67,239
16.6695,240,1200000,-5538.24072265625,40.7748,4463.48,4393.28,240
16.1724,241,1205000,-5641.56494140625,41.0754,4473.95,4431.25,241
19.5072,242,1210000,-5807.7900390625,40.881,4178.9,4013.1,242
16.6971,243,1215000,-5648.8681640625,40.8321,4574.29,4300.65,243
24.7601,244,1220000,-5619.82763671875,40.1856,3547.86,3588.64,244
16.9319,245,1225000,-5618.484375,40.519,4420.1,4376.11,245
18.8092,246,1230000,-5757.8271484375,40.5443,3663.64,3978.7,246
18.1224,247,1235000,-5750.29638671875,39.951,3976.01,4180.3,247
16.8368,248,1240000,-5780.60009765625,40.2321,4470.07,4096.74,248
22.519,249,1245000,-5902.30810546875,40.1422,3652.98,4319.69,249
16.75,250,1250000,-5771.28515625,40.1943,4261.22,4413.0,250
15.3019,251,1255000,-5962.6337890625,39.9196,3836.91,4403.72,251
15.4689,252,1260000,-5832.20556640625,40.2871,3861.87,4223.52,252
15.9338,253,1265000,-5926.15380859375,40.0443,3178.38,4269.85,253
15.4273,254,1270000,-6035.080078125,39.8439,4344.92,4315.87,254
16.572,255,1275000,-6453.25927734375,40.4565,4519.26,4395.87,255
15.4488,256,1280000,-6127.25634765625,40.838,2975.21,3919.24,256
15.5198,257,1285000,-5950.98388671875,40.2101,4403.21,4022.23,257
15.2386,258,1290000,-6069.60888671875,40.2287,4477.59,4314.42,258
17.624,259,1295000,-6724.88330078125,40.4575,3430.31,4340.29,259
18.7397,260,1300000,-6231.61279296875,40.2826,3625.07,4223.08,260
14.6558,261,1305000,-6439.13427734375,40.7285,3295.0,3991.19,261
16.1312,262,1310000,-6662.81884765625,40.6824,4483.99,3725.61,262
15.0991,263,1315000,-6702.1162109375,40.3444,4449.17,4015.55,263
14.3651,264,1320000,-6364.36279296875,40.1946,4378.64,4183.42,264
15.7191,265,1325000,-6571.0693359375,40.163,4045.41,3979.2,265
16.4091,266,1330000,-6689.65380859375,40.194,4260.0,4046.09,266
21.7153,267,1335000,-7843.15673828125,41.1485,2978.76,3643.44,267
16.5024,268,1340000,-6734.1279296875,40.5013,4424.86,4162.73,268
16.0783,269,1345000,-6480.2021484375,40.3759,3395.3,4308.43,269
16.4231,270,1350000,-6978.19921875,40.1908,3182.49,3932.07,270
15.6427,271,1355000,-6861.673828125,40.4737,4432.27,3950.57,271
16.0508,272,1360000,-7017.55712890625,40.4907,4406.29,4271.41,272
15.6518,273,1365000,-6812.8095703125,40.2527,3938.87,4376.8,273
16.1462,274,1370000,-6908.21484375,40.4047,4328.81,4151.21,274
16.4745,275,1375000,-7138.638671875,40.1461,3935.55,4040.88,275
15.5475,276,1380000,-6953.33740234375,39.8934,3246.67,4035.5,276
15.4318,277,1385000,-7133.72802734375,41.0022,4011.45,3969.67,277
15.1423,278,1390000,-7116.78662109375,39.9604,2755.14,4220.27,278
14.4961,279,1395000,-6992.095703125,40.2279,3604.74,3848.87,279
15.5304,280,1400000,-7697.1962890625,40.4551,4329.87,4024.98,280
15.152,281,1405000,-7289.234375,40.2158,4316.73,4259.46,281
15.0904,282,1410000,-7386.47314453125,39.7501,4385.92,4296.08,282
15.6749,283,1415000,-7306.15771484375,40.0779,4436.26,4366.6,283
14.9106,284,1420000,-7541.50732421875,40.1876,4330.5,4286.15,284
14.9807,285,1425000,-7861.39599609375,40.2006,4390.26,4297.31,285
15.1083,286,1430000,-7440.87939453125,40.1607,4416.6,4374.38,286
15.3632,287,1435000,-7923.8642578125,40.41,4470.26,4399.95,287
15.3909,288,1440000,-7648.73046875,39.9468,4375.39,4334.58,288
15.4483,289,1445000,-7764.33984375,40.2403,4441.22,4230.3,289
15.3044,290,1450000,-7701.865234375,40.2491,4408.23,4328.24,290
15.161,291,1455000,-7711.466796875,40.1888,4420.11,4321.58,291
15.5906,292,1460000,-7889.0859375,40.6964,4313.64,4317.74,292
15.7505,293,1465000,-8027.099609375,40.6579,4363.62,4327.57,293
15.7872,294,1470000,-8051.4501953125,40.4431,4416.38,4366.03,294
15.1979,295,1475000,-8166.39794921875,40.152,4363.34,4294.28,295
15.2911,296,1480000,-7993.232421875,39.866,4400.3,4387.89,296
15.775,297,1485000,-8167.802734375,40.424,4463.08,4405.37,297
16.3521,298,1490000,-8638.421875,40.8045,4326.93,4396.12,298
15.5307,299,1495000,-8261.8818359375,40.1404,4380.11,4238.76,299
15.4972,300,1500000,-8279.7216796875,40.0543,4411.38,4235.56,300
16.1615,301,1505000,-8500.5732421875,40.5471,4451.06,4387.94,301
15.9384,302,1510000,-8440.5927734375,40.4284,4369.46,4365.53,302
15.5727,303,1515000,-8401.28125,40.5242,4382.65,4137.19,303
15.6031,304,1520000,-8419.0615234375,40.1882,4337.22,4366.98,304
15.709,305,1525000,-8689.76953125,40.4375,4333.31,4329.79,305
15.254,306,1530000,-8766.986328125,40.3973,4365.07,4374.26,306
15.7272,307,1535000,-8745.9091796875,40.3337,4366.38,4356.73,307
15.899,308,1540000,-8706.5947265625,40.1653,4356.67,4378.0,308
15.6491,309,1545000,-8647.7958984375,40.4897,4332.13,4330.15,309
15.5054,310,1550000,-8581.173828125,39.9941,4340.08,4324.69,310
15.5799,311,1555000,-8772.736328125,39.6216,4340.87,4369.92,311
16.4458,312,1560000,-8837.9599609375,40.1879,4454.9,4407.73,312
15.1814,313,1565000,-9674.7197265625,41.0577,4394.63,4404.2,313
15.9298,314,1570000,-8916.435546875,41.0258,4418.86,4371.19,314
16.0793,315,1575000,-9038.6484375,40.2723,4374.11,4358.58,315
15.6655,316,1580000,-9106.4892578125,40.6241,4408.98,4413.88,316
16.4895,317,1585000,-9194.2802734375,40.9197,4408.24,4389.69,317
16.3864,318,1590000,-9061.9775390625,40.5483,4442.54,4420.94,318
16.3517,319,1595000,-9207.6123046875,40.788,4421.8,4267.87,319
16.2835,320,1600000,-9252.0673828125,40.6952,4480.14,4437.11,320
15.8659,321,1605000,-9372.3095703125,40.4074,4390.12,4397.63,321
15.8939,322,1610000,-9434.740234375,40.4536,4430.37,4412.09,322
15.6977,323,1615000,-9314.052734375,40.085,4452.9,4414.75,323
15.9759,324,1620000,-9357.1201171875,40.78,4416.89,4405.74,324
16.0186,325,1625000,-9674.3828125,40.4724,4409.29,4403.16,325
15.9051,326,1630000,-9678.705078125,40.148,4395.38,4307.6,326
15.5755,327,1635000,-9782.9697265625,40.3135,4403.77,4240.53,327
15.6054,328,1640000,-9784.89453125,39.9881,4357.4,4236.84,328
15.9472,329,1645000,-9804.6083984375,40.4772,4410.48,4410.05,329
15.8948,330,1650000,-9888.6962890625,40.675,4392.9,4386.81,330
15.8478,331,1655000,-10054.3876953125,39.7893,4421.1,4409.06,331
14.9633,332,1660000,-10503.962890625,40.4621,4391.42,4374.62,332
16.2745,333,1665000,-10160.6689453125,40.6564,4413.62,4365.39,333
16.5248,334,1670000,-10434.09375,41.2001,4460.43,4441.35,334
16.3117,335,1675000,-10344.025390625,40.2132,4408.73,4440.05,335
16.7382,336,1680000,-10510.0400390625,40.4906,4440.35,4489.73,336
16.4723,337,1685000,-10890.66796875,40.9426,4431.82,4454.53,337
16.5743,338,1690000,-10383.12109375,40.0061,4426.56,4452.08,338
16.3448,339,1695000,-10534.7275390625,40.4682,4443.65,4444.0,339
16.2951,340,1700000,-10578.1162109375,39.7491,4486.09,4429.97,340
16.5377,341,1705000,-10440.677734375,40.2533,4472.06,4466.46,341
16.2987,342,1710000,-10797.51953125,40.4967,4495.75,4303.87,342
16.4852,343,1715000,-10676.140625,40.6994,4482.58,4472.87,343
16.9416,344,1720000,-10934.0400390625,40.6313,4426.91,4457.8,344
16.4767,345,1725000,-10814.837890625,40.4512,4519.03,4470.55,345
16.6472,346,1730000,-10971.02734375,40.8222,4496.02,4337.75,346
17.1836,347,1735000,-11077.6142578125,41.3916,4504.02,4517.95,347
16.532,348,1740000,-11282.416015625,40.6054,4426.72,4451.06,348
17.4951,349,1745000,-11106.4365234375,41.2565,4539.81,4490.82,349
17.0076,350,1750000,-11221.296875,40.4809,4489.12,4480.45,350
17.4432,351,1755000,-11525.232421875,41.643,4504.39,4417.72,351
17.5464,352,1760000,-11146.0341796875,41.2911,4544.59,4278.67,352
17.309,353,1765000,-11479.126953125,40.3846,4475.88,4451.28,353
17.6201,354,1770000,-11509.33203125,41.0522,4496.02,4494.75,354
16.9262,355,1775000,-11923.4697265625,40.6098,4460.99,4439.6,355
17.2148,356,1780000,-11742.8466796875,40.4238,4450.63,4354.38,356
17.9282,357,1785000,-11906.7978515625,40.888,4521.59,4517.36,357
17.6024,358,1790000,-11963.51953125,41.1316,4517.94,4530.08,358
17.2391,359,1795000,-12516.619140625,41.0658,4439.41,4449.08,359
17.2861,360,1800000,-12429.5146484375,40.223,4456.76,4462.43,360
17.6543,361,1805000,-12376.1865234375,40.5897,4432.31,4463.19,361
22.5429,362,1810000,-13121.9345703125,40.7832,4425.83,3921.44,362
46.5071,363,1815000,-16883.720703125,43.573,1250.73,1347.59,363
29.708,364,1820000,-14619.771484375,43.5147,2709.6,2291.41,364
57.8429,365,1825000,-17536.744140625,46.4044,1032.09,1151.0,365
25.6089,366,1830000,-14755.814453125,42.0362,3237.75,2585.24,366
22.1289,367,1835000,-12538.8759765625,41.6503,3856.4,3360.59,367
37.5946,368,1840000,-17912.994140625,44.6031,1343.53,2385.42,368
22.7363,369,1845000,-13804.265625,42.1969,3810.57,3835.43,369
21.5919,370,1850000,-13378.8349609375,41.7217,4290.75,4303.72,370
21.5287,371,1855000,-12950.748046875,41.5822,4573.79,4526.63,371
22.1586,372,1860000,-12907.1357421875,41.702,4415.9,4424.84,372
24.1102,373,1865000,-14156.322265625,42.1597,4412.7,4082.69,373
20.4394,374,1870000,-13509.3173828125,41.6309,4519.78,4490.94,374
20.0189,375,1875000,-13131.7255859375,41.701,4583.55,4348.63,375
20.1998,376,1880000,-12848.3857421875,40.6409,4518.98,4586.82,376
23.5025,377,1885000,-13491.919921875,41.1995,4602.58,4510.55,377
23.0722,378,1890000,-13706.173828125,41.1013,4597.8,4330.99,378
22.9141,379,1895000,-14103.0009765625,41.6354,4603.11,4466.99,379
19.1244,380,1900000,-13786.177734375,41.3519,4520.75,4371.99,380
29.2203,381,1905000,-15168.6640625,41.3715,4354.06,3876.29,381
24.0047,382,1910000,-15051.400390625,41.3449,4490.3,4260.29,382
27.3161,383,1915000,-16626.849609375,42.0996,1646.68,3517.05,383
20.9046,384,1920000,-15264.9609375,41.7608,4127.5,3421.76,384
21.076,385,1925000,-14979.908203125,41.7783,3195.52,4166.04,385
19.4962,386,1930000,-14419.6845703125,41.6296,4507.04,4205.94,386
