Reward Loss,Running Update Time,Real Det Return,Real Sto Return,Running Forward KL,Itration,Running Env Steps,Running Reverse KL
-4977.72900390625,160,2309.48,1944.2,156.7535,160,800000,15.2758
-4986.724609375,161,2262.66,1917.08,156.5682,161,805000,15.1576
-5024.43896484375,162,2264.49,1874.46,156.6737,162,810000,15.0106
-5098.80908203125,163,2277.48,1920.2,156.6136,163,815000,15.2215
-5157.513671875,164,2267.08,1919.53,156.8149,164,820000,15.4085
-5158.7197265625,165,2264.2,1912.75,156.7139,165,825000,15.0361
-5215.076171875,166,2285.67,1942.83,156.5284,166,830000,15.3577
-5279.3779296875,167,2252.69,1903.04,156.7518,167,835000,15.0678
-5321.1708984375,168,2281.93,1904.89,156.6395,168,840000,15.1924
-5366.525390625,169,2284.45,1949.49,156.6731,169,845000,15.1749
-5397.82373046875,170,2283.75,1921.08,156.5323,170,850000,15.035
-5464.751953125,171,2306.11,1944.26,156.6877,171,855000,15.1154
-5508.83740234375,172,2320.52,1959.65,156.4309,172,860000,15.3679
-5529.95849609375,173,2304.06,1929.02,156.3494,173,865000,14.9706
-5594.91064453125,174,2307.3,1917.81,156.7483,174,870000,15.1406
-5609.6044921875,175,2239.15,1884.01,156.4957,175,875000,14.944
-5691.70068359375,176,2315.66,1944.13,156.4735,176,880000,15.1846
-5750.55712890625,177,2299.66,1949.03,156.6839,177,885000,15.3401
-5781.77734375,178,2285.38,1918.58,156.6231,178,890000,15.0604
-5855.8955078125,179,2279.74,1926.25,156.5842,179,895000,15.0483
-5909.8515625,180,2336.34,1944.86,156.7309,180,900000,15.0629
-5917.9052734375,181,2287.85,1955.03,156.5742,181,905000,15.0085
-5985.01806640625,182,2297.85,1920.4,156.5114,182,910000,14.957
-6013.5009765625,183,2288.7,1921.61,156.5363,183,915000,14.9091
-6079.35791015625,184,2327.52,1967.73,156.6662,184,920000,15.4359
-6159.24365234375,185,2316.07,1943.94,156.5807,185,925000,15.2148
-6171.1767578125,186,2290.98,1926.04,156.5337,186,930000,15.0221
-6241.8515625,187,2330.23,1945.29,156.6777,187,935000,15.3371
-6289.52734375,188,2284.74,1935.77,156.5055,188,940000,14.9955
-6349.89208984375,189,2283.94,1944.51,156.5481,189,945000,14.9753
-6425.1591796875,190,2285.64,1925.26,156.6734,190,950000,14.9448
-6445.43798828125,191,2314.61,1937.5,156.7006,191,955000,15.109
-6498.9501953125,192,2255.84,1913.34,156.3355,192,960000,14.9917
-6574.60595703125,193,2316.0,1973.54,156.5213,193,965000,15.4388
-6629.69580078125,194,2321.61,1967.96,156.6433,194,970000,15.35
-6663.10400390625,195,2333.04,1963.54,156.5737,195,975000,15.1927
-6715.0009765625,196,2300.04,1920.83,156.5126,196,980000,14.9671
-6790.55615234375,197,2335.94,1944.89,156.6845,197,985000,15.0728
-6806.017578125,198,2294.39,1928.14,156.6778,198,990000,14.9703
-6858.46435546875,199,2333.91,1973.27,156.4004,199,995000,15.2665
-6939.0927734375,200,2284.01,1912.99,156.5035,200,1000000,14.8808
-6967.46875,201,2280.33,1907.74,156.6041,201,1005000,14.9124
-7055.2607421875,202,2297.27,1920.32,156.595,202,1010000,15.1175
-7109.216796875,203,2269.97,1908.62,156.6373,203,1015000,14.8477
-7159.59521484375,204,2278.88,1915.2,156.6474,204,1020000,14.8894
-7206.63037109375,205,2304.1,1915.71,156.7036,205,1025000,15.1048
-7268.61328125,206,2282.8,1930.46,156.5684,206,1030000,15.1126
-7316.80224609375,207,2292.15,1937.27,156.5164,207,1035000,15.025
-7368.3251953125,208,2292.84,1917.39,156.5452,208,1040000,15.1517
-7448.25,209,2262.08,1907.97,156.5636,209,1045000,14.9765
-7485.8203125,210,2263.6,1920.71,156.6672,210,1050000,15.0848
-7566.2392578125,211,2286.2,1941.88,156.6429,211,1055000,15.1718
-7618.287109375,212,2278.08,1926.73,156.6467,212,1060000,14.9753
-7653.306640625,213,2282.77,1901.75,156.725,213,1065000,15.0157
-7726.421875,214,2284.13,1925.56,156.6269,214,1070000,15.0615
-7781.84423828125,215,2281.98,1922.2,156.5554,215,1075000,14.9988
-7857.888671875,216,2274.8,1930.58,156.4269,216,1080000,15.1093
-7901.970703125,217,2292.69,1909.1,156.4647,217,1085000,15.0081
-7958.37890625,218,2284.27,1916.86,156.6036,218,1090000,15.1555
-8023.486328125,219,2278.14,1909.31,156.4987,219,1095000,14.962
-8076.6591796875,220,2289.28,1929.25,156.5823,220,1100000,15.1239
-8141.95068359375,221,2313.56,1929.34,156.4711,221,1105000,15.1977
-8218.056640625,222,2282.06,1913.2,156.5939,222,1110000,15.0402
-8296.7705078125,223,2317.85,1945.59,156.6511,223,1115000,15.2792
-8345.0810546875,224,2302.85,1927.35,156.6472,224,1120000,15.1177
-8422.73046875,225,2295.56,1933.32,156.6314,225,1125000,15.0658
-8455.0693359375,226,2315.29,1921.36,156.6533,226,1130000,15.0537
-8533.9560546875,227,2313.98,1934.85,156.6387,227,1135000,15.2021
-8591.427734375,228,2303.76,1922.92,156.5404,228,1140000,15.1159
-8642.025390625,229,2321.01,1923.95,156.5475,229,1145000,15.1329
-8708.35546875,230,2304.24,1935.93,156.6387,230,1150000,15.1807
-8749.65625,231,2321.88,1932.15,156.5954,231,1155000,15.255
-8827.8974609375,232,2294.16,1915.43,156.6227,232,1160000,15.1544
-8877.734375,233,2303.52,1921.57,156.6176,233,1165000,15.1592
-8915.3896484375,234,2317.36,1945.91,156.6836,234,1170000,15.1748
-8988.1015625,235,2316.97,1931.98,156.5741,235,1175000,15.1614
-9029.90234375,236,2296.3,1927.68,156.6101,236,1180000,15.0788
-9092.4580078125,237,2300.3,1922.81,156.657,237,1185000,15.0076
-9135.11328125,238,2307.32,1947.76,156.5832,238,1190000,15.2422
-9188.96875,239,2307.66,1923.96,156.4695,239,1195000,15.0826
-9286.6416015625,240,2307.94,1939.03,156.6043,240,1200000,15.1346
-9299.4150390625,241,2324.25,1950.28,156.5188,241,1205000,15.1776
-9364.94140625,242,2311.08,1950.76,156.4718,242,1210000,15.2484
-9441.875,243,2289.58,1924.95,156.6327,243,1215000,15.1445
-9481.82421875,244,2308.24,1943.18,156.6972,244,1220000,15.2735
-9552.3662109375,245,2312.16,1947.28,156.6247,245,1225000,15.1699
-9611.408203125,246,2324.89,1965.01,156.6819,246,1230000,15.2193
-9650.1201171875,247,2332.36,1936.18,156.5358,247,1235000,15.2773
-9715.48046875,248,2336.81,1952.29,156.6243,248,1240000,15.1873
-9729.5283203125,249,2303.94,1941.9,156.6131,249,1245000,15.2189
-9818.6787109375,250,2329.81,1927.84,156.5466,250,1250000,15.2076
-9840.802734375,251,2329.45,1929.63,156.5228,251,1255000,15.0944
-9879.4052734375,252,2315.84,1928.93,156.5409,252,1260000,15.097
-9913.3779296875,253,2317.0,1940.04,156.5636,253,1265000,15.0791
-9961.8447265625,254,2310.39,1935.91,156.6085,254,1270000,15.1402
-10041.80859375,255,2301.64,1919.66,156.5796,255,1275000,15.0354
-10054.625,256,2324.34,1937.26,156.6438,256,1280000,15.1449
-10119.455078125,257,2307.64,1929.73,156.4661,257,1285000,15.0182
-10099.484375,258,2303.01,1913.6,156.6331,258,1290000,15.1296
-10181.716796875,259,2312.48,1928.34,156.5044,259,1295000,15.1787
-10210.75,260,2305.25,1932.91,156.5443,260,1300000,15.1937
-10256.6240234375,261,2304.52,1933.32,156.7924,261,1305000,15.2253
-10263.888671875,262,2284.81,1921.3,156.5935,262,1310000,15.1596
-10296.87890625,263,2312.84,1922.03,156.555,263,1315000,15.1433
-10357.728515625,264,2297.59,1916.85,156.6614,264,1320000,15.1582
-10369.166015625,265,2293.18,1917.78,156.6108,265,1325000,15.2699
-10373.677734375,266,2337.14,1929.68,156.5612,266,1330000,15.1798
-10411.376953125,267,2308.29,1924.18,156.5414,267,1335000,15.0264
-10482.21875,268,2310.12,1926.82,156.6443,268,1340000,15.2055
-10470.9716796875,269,2311.88,1921.45,156.6927,269,1345000,15.2011
-10540.7646484375,270,2301.4,1930.0,156.7844,270,1350000,15.1665
-10584.99609375,271,2310.63,1935.76,156.5919,271,1355000,15.1494
-10598.8076171875,272,2334.82,1928.69,156.5469,272,1360000,15.1926
-10625.8046875,273,2319.41,1930.88,156.6326,273,1365000,15.0539
-10689.21875,274,2304.67,1926.46,156.6179,274,1370000,15.1765
-10732.5888671875,275,2319.92,1927.26,156.7332,275,1375000,15.1957
-10718.9736328125,276,2321.67,1934.92,156.6724,276,1380000,15.0646
-10818.7099609375,277,2311.34,1913.44,156.6453,277,1385000,15.2343
-10821.2509765625,278,2330.37,1920.1,156.5268,278,1390000,15.2109
-10854.439453125,279,2306.47,1919.76,156.6294,279,1395000,15.0692
-10856.705078125,280,2322.46,1929.41,156.6682,280,1400000,15.1035
-10925.5361328125,281,2313.5,1923.66,156.7242,281,1405000,15.2542
-10922.35546875,282,2316.34,1939.76,156.5705,282,1410000,15.1
-10980.556640625,283,2305.71,1920.14,156.564,283,1415000,15.106
-11029.2861328125,284,2324.96,1941.45,156.5217,284,1420000,15.1897
-11093.865234375,285,2309.17,1945.4,156.7646,285,1425000,15.2123
-11093.666015625,286,2283.99,1927.23,156.5893,286,1430000,15.1492
-11116.798828125,287,2307.49,1934.05,156.5709,287,1435000,15.0644
-11146.09375,288,2318.0,1931.95,156.6177,288,1440000,15.25
-11193.50390625,289,2314.73,1946.85,156.6888,289,1445000,15.1613
-11227.1474609375,290,2308.6,1916.86,156.5455,290,1450000,15.1011
-11260.2177734375,291,2331.57,1958.2,156.6188,291,1455000,15.2112
-11280.8369140625,292,2332.23,1935.89,156.5369,292,1460000,15.2598
-11316.9482421875,293,2302.87,1921.26,156.7205,293,1465000,14.9928
-11399.7880859375,294,2306.19,1947.57,156.6094,294,1470000,15.2439
-11418.490234375,295,2315.46,1922.33,156.5887,295,1475000,15.149
-11428.6162109375,296,2314.98,1925.78,156.5411,296,1480000,15.218
-11465.8837890625,297,2316.26,1918.18,156.5263,297,1485000,15.0745
-11507.0732421875,298,2286.72,1922.74,156.5194,298,1490000,15.1692
-11521.080078125,299,2305.33,1912.05,156.4512,299,1495000,15.0236
-11555.123046875,300,2299.87,1910.8,156.5821,300,1500000,15.0312
-11619.0390625,301,2307.5,1933.42,156.6626,301,1505000,15.0311
-11640.0400390625,302,2322.42,1935.19,156.5681,302,1510000,15.1479
-11655.7099609375,303,2296.9,1892.91,156.6809,303,1515000,14.8528
-11732.6064453125,304,2322.45,1929.68,156.5979,304,1520000,15.1894
-11791.76953125,305,2314.79,1903.86,156.6191,305,1525000,15.1349
-11809.8681640625,306,2324.31,1919.64,156.5861,306,1530000,15.1839
-11832.0341796875,307,2317.84,1920.25,156.654,307,1535000,15.0907
-11850.298828125,308,2317.01,1896.78,156.6406,308,1540000,15.022
-11918.4765625,309,2313.13,1882.03,156.5581,309,1545000,14.9553
-11910.2880859375,310,2343.42,1881.29,156.5121,310,1550000,15.1088
-11972.9140625,311,2311.44,1907.14,156.5706,311,1555000,15.0821
-12061.3984375,312,2330.9,1856.55,156.7157,312,1560000,15.1371
-12039.279296875,313,2306.18,1908.23,156.6157,313,1565000,14.9714
-12084.3017578125,314,2265.44,1804.61,156.5813,314,1570000,15.1107
-12125.408203125,315,2338.12,1923.27,156.6421,315,1575000,15.0725
-12155.37890625,316,2327.67,1931.98,156.5049,316,1580000,15.0376
-12227.107421875,317,2320.2,1931.59,156.5848,317,1585000,15.0226
-12191.447265625,318,2310.08,1910.54,156.5612,318,1590000,14.611
-12239.841796875,319,2308.4,1920.2,156.5307,319,1595000,14.9986
-12322.6318359375,320,2286.72,1880.47,156.5406,320,1600000,15.0146
-12322.419921875,321,2287.77,1896.58,156.6892,321,1605000,14.9627
-12384.556640625,322,2319.25,1887.74,156.5851,322,1610000,14.9972
-12396.7255859375,323,2299.33,1931.59,156.5414,323,1615000,15.0775
-12469.91015625,324,2331.22,1929.28,156.5044,324,1620000,15.226
-12493.1796875,325,2305.01,1927.25,156.6374,325,1625000,15.1805
-12587.7646484375,326,2295.87,1893.53,156.6578,326,1630000,15.1076
-12541.7119140625,327,2327.54,1926.98,156.5348,327,1635000,15.1023
-12609.5888671875,328,2285.41,1905.76,156.399,328,1640000,15.0159
-12639.9296875,329,2323.16,1921.17,156.5697,329,1645000,15.073
-12646.08984375,330,2302.66,1926.85,156.5295,330,1650000,14.9079
-12673.2099609375,331,2296.89,1886.5,156.5857,331,1655000,14.9707
-12740.611328125,332,2316.44,1917.96,156.4505,332,1660000,15.0179
-12737.40625,333,2282.74,1887.72,156.5867,333,1665000,15.073
-12760.626953125,334,2303.6,1924.89,156.5851,334,1670000,15.1707
-12797.798828125,335,2296.35,1931.23,156.6667,335,1675000,15.1993
-12864.14453125,336,2244.98,1903.94,156.6246,336,1680000,15.1651
-12813.892578125,337,2284.98,1916.16,156.3643,337,1685000,14.99
-12861.333984375,338,2287.53,1911.4,156.5848,338,1690000,14.9619
-12862.8505859375,339,2311.44,1910.03,156.4131,339,1695000,14.9742
-12911.9873046875,340,2293.34,1910.89,156.5928,340,1700000,15.0808
-12919.1123046875,341,2303.52,1904.11,156.4081,341,1705000,14.8099
-12986.47265625,342,2265.93,1900.66,156.5138,342,1710000,14.8974
-13003.328125,343,2253.77,1896.74,156.57,343,1715000,15.0586
-13049.3564453125,344,2314.18,1917.87,156.6651,344,1720000,15.0135
-13117.224609375,345,2284.11,1909.88,156.4819,345,1725000,15.0724
-13061.4609375,346,2288.19,1902.17,156.4557,346,1730000,14.9116
-13119.3818359375,347,2310.75,1918.9,156.5399,347,1735000,14.8594
-13156.330078125,348,2271.18,1900.77,156.6513,348,1740000,14.9173
-13170.65625,349,2296.18,1930.25,156.5362,349,1745000,15.0757
-13207.345703125,350,2299.46,1877.66,156.5677,350,1750000,14.994
-13206.0390625,351,2298.44,1899.46,156.6173,351,1755000,14.8733
-13278.380859375,352,2281.42,1913.96,156.6182,352,1760000,14.9839
-13275.388671875,353,2301.33,1918.67,156.4983,353,1765000,14.8255
-13343.6513671875,354,2314.85,1953.51,156.6444,354,1770000,15.2331
-13315.5322265625,355,2312.8,1905.52,156.5822,355,1775000,14.9409
-13329.23046875,356,2302.32,1794.63,156.4855,356,1780000,14.9413
-13435.3828125,357,2334.52,1921.75,156.508,357,1785000,15.0134
-13346.5380859375,358,2307.81,1925.14,156.6014,358,1790000,14.6595
-13426.8779296875,359,2285.26,1920.68,156.6208,359,1795000,14.9563
-13443.015625,360,2321.83,1919.08,156.6506,360,1800000,14.9391
-13467.939453125,361,2295.73,1928.87,156.4506,361,1805000,14.8719
-13503.7646484375,362,2309.95,1951.24,156.5393,362,1810000,15.1567
-13525.9052734375,363,2307.99,1928.14,156.4906,363,1815000,14.9655
-13507.8642578125,364,2311.69,1928.31,156.5802,364,1820000,14.9517
-13510.5478515625,365,2290.09,1915.43,156.4967,365,1825000,14.9269
-13590.595703125,366,2299.84,1953.89,156.5929,366,1830000,15.0333
-13631.7724609375,367,2312.85,1936.82,156.5638,367,1835000,15.046
-13643.2802734375,368,2322.47,1920.57,156.4232,368,1840000,15.0651
-13651.5830078125,369,2286.34,1939.64,156.5618,369,1845000,14.9443
-13665.60546875,370,2319.16,1915.85,156.5468,370,1850000,14.9859
-13676.9853515625,371,2305.77,1938.79,156.5008,371,1855000,14.9872
-13760.806640625,372,2282.95,1927.89,156.6079,372,1860000,15.0479
-13748.27734375,373,2301.0,1926.34,156.4955,373,1865000,14.9272
-13732.32421875,374,2332.61,1938.44,156.5898,374,1870000,14.8178
-13739.83203125,375,2311.6,1936.35,156.549,375,1875000,14.8711
