Running Env Steps,Reward Loss,Real Det Return,Running Update Time,Running Reverse KL,Itration,Real Sto Return,Running Forward KL
1915000,-1745.95361328125,4956.18,383,11.6043,383,4965.39,32.8266
1920000,-1900.4847412109375,4946.57,384,14.6539,384,4837.14,35.9222
1925000,-1803.468505859375,5171.44,385,12.8579,385,5040.21,33.2781
1930000,-1893.8436279296875,5047.97,386,12.2802,386,5021.36,32.45
1935000,-1887.619384765625,5233.67,387,12.5334,387,5059.78,32.9355
1940000,-1881.7796630859375,5026.35,388,11.9399,388,4918.31,33.2012
1945000,-1956.3531494140625,4596.07,389,11.1454,389,4719.01,34.3626
1950000,-1842.513916015625,4877.34,390,11.6115,390,4927.51,31.7037
1955000,-1975.1689453125,5130.92,391,13.4574,391,5006.74,33.7187
1960000,-1868.51904296875,5315.89,392,13.0467,392,5105.25,33.1282
1965000,-2150.5380859375,4937.4,393,13.7756,393,4835.99,35.329
1970000,-1886.54833984375,4988.92,394,11.4205,394,4945.4,33.1093
1975000,-1962.180908203125,5224.08,395,13.2328,395,5031.07,34.1947
1980000,-1823.4970703125,5041.26,396,11.1527,396,4949.3,32.5921
1985000,-1982.5987548828125,4858.14,397,13.2331,397,4717.71,33.4072
1990000,-2118.081298828125,4923.79,398,13.0583,398,4698.95,33.126
1995000,-1909.441162109375,5080.52,399,11.3074,399,4933.06,32.9955
2000000,-1998.5987548828125,5092.73,400,11.9144,400,4963.63,33.303
2005000,-2072.18896484375,5022.7,401,11.5859,401,4947.9,33.2517
2010000,-1894.3597412109375,4999.56,402,12.2642,402,4931.11,32.8986
2015000,-1833.588623046875,5150.67,403,12.2534,403,5038.17,32.4193
2020000,-1924.87060546875,5233.37,404,13.4322,404,5052.47,32.9444
2025000,-1912.5113525390625,5278.2,405,13.907,405,5080.08,33.0219
2030000,-1861.423583984375,5067.83,406,15.8744,406,4980.85,34.8864
2035000,-2621.914306640625,4434.69,407,17.0964,407,4015.11,38.0155
2040000,-2512.460205078125,5124.39,408,16.8379,408,4041.03,36.3108
2045000,-2186.48486328125,5108.01,409,16.1598,409,4470.32,35.9428
2050000,-2275.150146484375,5143.96,410,14.1394,410,4856.64,35.6244
2055000,-2112.686279296875,5090.39,411,15.2729,411,4930.05,33.1873
2060000,-2004.8160400390625,5245.78,412,13.4765,412,4915.55,32.8096
2065000,-2033.9140625,5130.99,413,12.8195,413,4939.8,32.555
2070000,-2025.3963623046875,5239.48,414,13.7397,414,4953.23,34.7139
2075000,-1841.9666748046875,5329.29,415,13.2696,415,5092.65,32.3141
2080000,-1770.2701416015625,5328.0,416,12.5705,416,5076.22,32.3589
2085000,-1804.99462890625,5369.56,417,12.7608,417,5156.82,31.9748
2090000,-1828.286865234375,5417.18,418,12.863,418,5160.85,33.0338
2095000,-1918.640625,5424.11,419,12.7166,419,5101.42,32.5818
2100000,-2105.542724609375,5369.4,420,12.0949,420,4939.29,34.4109
2105000,-2198.619873046875,5012.81,421,12.728,421,5017.05,33.3429
2110000,-2233.927734375,5068.27,422,11.8851,422,4946.63,32.5583
2115000,-2152.332763671875,5157.11,423,12.2347,423,5066.29,32.3695
2120000,-2013.0712890625,5260.31,424,11.3864,424,5135.06,31.5507
2125000,-2038.2716064453125,5184.1,425,11.8697,425,5030.46,31.8284
2130000,-2157.083984375,5199.76,426,12.5245,426,5081.27,32.1381
2135000,-2093.416015625,5045.88,427,11.906,427,4999.9,32.54
2140000,-2117.576904296875,4920.72,428,11.5032,428,5013.94,31.9098
2145000,-1967.975341796875,5230.74,429,11.5227,429,5030.95,31.3822
2150000,-2014.6314697265625,5239.02,430,11.4039,430,5005.11,32.0019
2155000,-2072.88330078125,5262.37,431,12.0573,431,5047.64,32.4362
2160000,-2110.513671875,5265.28,432,11.6289,432,5071.45,32.3767
2165000,-2053.263427734375,5256.05,433,11.5972,433,5055.31,32.419
2170000,-2001.0003662109375,5254.77,434,12.564,434,5093.56,33.4693
2175000,-1985.89306640625,5276.22,435,12.4175,435,4837.16,33.0357
2180000,-2068.1806640625,5252.44,436,12.3442,436,5050.7,33.1276
2185000,-2131.99609375,5031.01,437,12.1828,437,4975.8,32.3497
2190000,-2206.21875,5007.35,438,12.1526,438,4910.8,33.2438
2195000,-2146.209716796875,4815.79,439,11.9412,439,4841.8,33.6052
2200000,-2150.3642578125,4867.53,440,11.9704,440,4962.77,32.8697
2205000,-2185.2236328125,4938.33,441,12.133,441,4893.13,33.1144
2210000,-2146.00244140625,4931.16,442,12.0232,442,4417.69,33.095
2215000,-2132.574462890625,5048.18,443,11.9646,443,5011.62,32.3462
2220000,-2291.127197265625,4749.63,444,11.5747,444,4913.96,34.0879
2225000,-2269.607177734375,5005.3,445,11.8079,445,5030.01,32.6911
2230000,-2167.3212890625,4924.27,446,11.3384,446,5008.86,32.1912
2235000,-2230.8095703125,4913.25,447,11.6615,447,4968.26,33.1122
2240000,-2114.2109375,5028.59,448,11.3509,448,5009.71,32.3111
2245000,-2181.846923828125,4994.92,449,12.141,449,5043.41,32.3654
2250000,-2139.9296875,5197.68,450,12.2501,450,5093.23,32.4201
2255000,-2186.414794921875,5223.51,451,11.8585,451,5108.6,31.9287
2260000,-2196.134765625,5208.22,452,11.9134,452,5056.68,32.3823
2265000,-2384.86279296875,5149.02,453,12.3301,453,4538.43,32.7374
2270000,-2106.062744140625,5331.21,454,11.9079,454,5158.07,31.1179
2275000,-2202.760498046875,4969.77,455,11.8469,455,5052.26,31.9665
2280000,-2279.426025390625,5273.45,456,12.397,456,5098.52,32.0795
2285000,-2186.575439453125,5081.31,457,13.4968,457,5050.22,33.2982
2290000,-2031.51220703125,5037.83,458,14.0031,458,5073.74,31.8893
2295000,-4725.75927734375,1002.36,459,51.9998,459,1003.64,56.2079
2300000,-4729.2744140625,568.93,460,47.3774,460,482.91,49.9269
2305000,-4580.5400390625,932.58,461,55.6891,461,830.84,51.879
2310000,-6284.53564453125,90.24,462,23.2852,462,87.88,53.3955
2315000,-5289.95263671875,338.57,463,24.1389,463,811.55,47.4417
2320000,-4201.04638671875,771.29,464,42.193,464,989.22,41.7852
2325000,-4361.47119140625,1005.55,465,42.9608,465,905.64,41.8849
2330000,-3124.133056640625,3348.44,466,21.1386,466,2518.61,36.8437
2335000,-3243.50341796875,2882.93,467,23.8585,467,2783.73,35.6915
2340000,-3458.20703125,946.66,468,21.5995,468,1406.67,38.5988
2345000,-3067.391845703125,4390.01,469,16.1137,469,4174.41,36.6489
2350000,-4388.45751953125,2177.15,470,34.9191,470,993.27,39.9496
2355000,-2921.8505859375,5034.11,471,16.9304,471,4930.57,35.4181
2360000,-2739.008544921875,5116.91,472,17.7742,472,5031.31,35.0707
2365000,-2801.28466796875,5096.53,473,16.5441,473,4991.01,34.1789
2370000,-2841.23095703125,5063.59,474,15.6065,474,4997.82,33.6181
2375000,-2899.494384765625,5125.61,475,15.735,475,4990.5,34.0685
2380000,-3150.921630859375,4879.84,476,16.7356,476,4064.62,34.9248
2385000,-3448.790771484375,4709.15,477,20.075,477,4183.07,35.3149
2390000,-2980.3798828125,5190.09,478,16.5867,478,4926.07,35.3672
2395000,-2883.501708984375,5167.5,479,16.4899,479,5035.95,33.7818
2400000,-2892.02880859375,5277.82,480,16.0693,480,5096.12,33.7434
2405000,-3000.646728515625,5177.29,481,16.1042,481,4824.1,35.0673
2410000,-2899.5732421875,5226.39,482,15.7207,482,5065.8,34.067
2415000,-2842.403564453125,5245.67,483,15.4003,483,5068.14,33.9795
2420000,-2709.804931640625,5350.84,484,15.3611,484,4951.85,33.0284
2425000,-3148.251708984375,5166.53,485,15.8329,485,4781.45,33.979
2430000,-2932.6328125,5094.46,486,14.4306,486,4985.37,33.4171
2435000,-3137.130859375,2783.43,487,14.0121,487,4658.38,33.6553
2440000,-2470.710205078125,5430.18,488,14.2981,488,4952.53,32.252
2445000,-2937.787841796875,5310.54,489,14.0255,489,4913.54,33.5537
2450000,-2702.179931640625,5361.23,490,14.6744,490,5171.08,32.2203
2455000,-2798.96728515625,5388.89,491,13.959,491,5158.46,31.911
2460000,-2735.5205078125,5392.19,492,13.017,492,4932.87,32.1618
2465000,-2518.007080078125,5028.23,493,12.9836,493,4948.11,32.4818
2470000,-2860.14013671875,5299.0,494,12.8911,494,4963.13,32.7387
2475000,-2751.418701171875,5178.81,495,12.1351,495,4614.97,32.6764
2480000,-2828.177978515625,5157.59,496,13.7106,496,5010.17,33.2055
2485000,-2797.166748046875,5088.1,497,13.2484,497,4991.55,32.9685
2490000,-3702.9951171875,4255.74,498,18.0771,498,4389.03,34.2477
2495000,-3126.147216796875,4562.93,499,14.1895,499,4654.0,34.3838
2500000,-3824.2353515625,4089.86,500,18.5952,500,4942.97,34.8235
2505000,-5122.30224609375,1458.52,501,24.8492,501,1885.08,37.3561
2510000,-3546.738037109375,4768.59,502,16.0173,502,4316.78,34.266
2515000,-3208.012939453125,4653.39,503,15.6201,503,4635.17,34.3054
2520000,-2795.190673828125,5138.11,504,15.1417,504,4915.12,32.9734
2525000,-3683.740234375,4259.08,505,16.6216,505,4502.22,36.9204
2530000,-2928.916259765625,4865.86,506,14.3161,506,4811.04,33.6702
2535000,-2788.724853515625,4886.39,507,14.1265,507,5034.75,32.3521
2540000,-2504.095703125,5243.54,508,13.8024,508,5204.83,32.1545
2545000,-2585.617919921875,5486.58,509,13.7446,509,5280.41,31.6028
2550000,-2778.856689453125,5508.25,510,14.382,510,5194.05,31.7577
2555000,-2875.121337890625,5365.01,511,14.7935,511,5208.42,32.2764
2560000,-2918.927490234375,5303.73,512,13.9746,512,5171.38,32.0335
2565000,-2877.650146484375,5356.98,513,14.4691,513,5188.12,32.0157
2570000,-3259.18310546875,5323.57,514,16.28,514,5083.71,32.9411
2575000,-3156.211181640625,5246.26,515,14.4913,515,5144.58,33.0323
2580000,-2796.163330078125,5242.18,516,14.6416,516,5175.85,31.7079
2585000,-2832.964599609375,5467.1,517,14.6728,517,5257.74,32.3621
2590000,-2823.3701171875,5355.75,518,13.7724,518,5182.27,31.6761
2595000,-3393.71435546875,4993.38,519,15.0736,519,4911.22,33.8284
2600000,-3245.414306640625,5243.56,520,13.7605,520,5101.78,33.0722
2605000,-2737.81396484375,5412.35,521,13.2304,521,5143.29,32.1596
2610000,-3044.3193359375,5328.13,522,14.7814,522,4997.76,32.4168
2615000,-2796.539794921875,5377.39,523,13.854,523,5166.06,32.7352
2620000,-2869.90625,5207.1,524,15.3074,524,5136.5,33.3534
2625000,-2967.4052734375,5302.67,525,14.4131,525,4919.39,32.7724
2630000,-3108.5556640625,5196.1,526,14.8327,526,5094.86,33.4677
2635000,-3081.320556640625,5100.94,527,14.2356,527,4995.36,32.9366
2640000,-3113.40380859375,5033.55,528,14.283,528,4944.73,33.1443
2645000,-3194.997802734375,5067.8,529,14.9995,529,4986.15,33.5408
2650000,-3245.6328125,5081.93,530,14.6995,530,4986.13,33.6721
2655000,-3175.621826171875,5141.68,531,14.8646,531,4994.0,33.9688
2660000,-3787.303955078125,5056.89,532,16.384,532,4639.39,35.5061
2665000,-3488.226806640625,5157.57,533,17.3159,533,4635.83,34.3794
2670000,-3155.910400390625,5163.25,534,15.4651,534,5038.94,32.6938
2675000,-3144.884521484375,5266.45,535,15.501,535,4927.4,33.4986
2680000,-3232.182861328125,5053.42,536,14.1404,536,4760.09,33.1188
2685000,-3159.92822265625,5155.72,537,13.8931,537,5065.23,32.2744
2690000,-2883.232666015625,5097.21,538,14.7367,538,5052.49,32.9926
2695000,-4056.706787109375,4649.3,539,20.307,539,4206.55,38.8417
2700000,-3645.536865234375,4750.38,540,20.989,540,3910.52,38.2612
2705000,-4382.6806640625,4522.38,541,29.412,541,3342.96,38.2663
2710000,-5547.18505859375,321.8,542,64.6856,542,334.36,40.061
2715000,-3383.19287109375,4948.13,543,19.9958,543,3558.81,34.8687
2720000,-3197.314208984375,4965.39,544,18.8508,544,4922.89,37.3613
2725000,-3931.18896484375,4771.99,545,18.1386,545,4756.45,37.897
2730000,-3724.40576171875,5155.05,546,17.9142,546,5016.83,35.4228
2735000,-3662.871826171875,4944.32,547,16.0233,547,4907.77,35.4804
2740000,-3889.05517578125,4965.0,548,17.2141,548,4895.83,36.1915
2745000,-3785.556396484375,4977.92,549,16.1792,549,4851.91,34.908
2750000,-3447.83447265625,5258.32,550,15.8645,550,5067.16,33.4869
2755000,-3479.132080078125,5215.84,551,15.558,551,5048.35,33.666
2760000,-3619.979736328125,5323.0,552,15.5471,552,5125.89,33.5901
2765000,-3804.761474609375,5192.02,553,16.1964,553,5062.04,34.1313
2770000,-3699.6083984375,5314.96,554,15.0199,554,5134.08,33.1996
2775000,-4921.77392578125,-15.23,555,28.7446,555,-15.03,36.4193
2780000,-3835.2421875,5080.11,556,17.2069,556,4891.06,35.2385
2785000,-3941.550537109375,5155.63,557,15.877,557,5003.51,33.6891
2790000,-3964.51611328125,4905.58,558,16.0216,558,4850.36,34.9039
2795000,-3697.322265625,5231.9,559,15.647,559,5062.37,33.7334
2800000,-3694.19482421875,5321.59,560,16.9009,560,5174.26,34.3904
2805000,-3878.45361328125,5248.8,561,15.7892,561,5107.17,33.3472
2810000,-3869.103271484375,5226.49,562,14.8241,562,5044.0,33.0995
2815000,-3910.936767578125,5213.8,563,16.0695,563,5067.09,34.4112
2820000,-3980.831298828125,5226.23,564,16.3499,564,5055.49,34.6669
2825000,-3897.20068359375,5290.33,565,15.5008,565,5092.55,34.3554
2830000,-3813.376953125,5247.73,566,14.9445,566,5116.28,33.3146
2835000,-3974.716552734375,5129.84,567,14.5937,567,4930.28,34.8933
2840000,-3680.329833984375,5366.27,568,14.0334,568,5126.57,32.3574
2845000,-3616.118896484375,5160.34,569,14.8033,569,5005.44,32.7842
2850000,-3648.031494140625,4939.53,570,13.8159,570,5164.85,32.5154
2855000,-4095.96435546875,5240.27,571,14.7998,571,4562.93,34.0601
2860000,-3476.637451171875,5190.24,572,14.0192,572,4846.12,31.975
2865000,-4216.46875,4683.04,573,14.6051,573,4652.8,34.0536
2870000,-4235.623046875,4606.48,574,14.9117,574,4129.45,35.0236
2875000,-3953.013427734375,4883.81,575,14.6871,575,4923.85,33.7424
2880000,-4149.1435546875,4348.26,576,14.8307,576,4633.7,33.3916
2885000,-3900.26513671875,5191.24,577,14.126,577,4912.85,32.4228
2890000,-4044.2314453125,5202.32,578,15.0336,578,5089.8,32.3778
2895000,-4114.5068359375,4679.9,579,13.1235,579,4645.31,33.8699
2900000,-3717.835205078125,5294.57,580,13.1887,580,4973.82,32.1611
2905000,-4004.72509765625,5105.46,581,13.8879,581,4497.28,34.4907
2910000,-3334.34130859375,5438.41,582,13.7305,582,5186.85,30.621
2915000,-4214.8291015625,5225.09,583,13.3971,583,4891.07,33.3104
2920000,-3855.509521484375,5230.01,584,12.5026,584,4756.86,32.8259
2925000,-3865.01220703125,5331.89,585,13.8223,585,4843.64,32.1552
2930000,-4157.537109375,5216.82,586,12.9279,586,4913.41,33.3599
2935000,-3785.236328125,5394.14,587,12.0703,587,4850.81,32.1082
2940000,-3925.385986328125,5302.81,588,14.4554,588,5022.09,31.8583
2945000,-3928.2060546875,5150.74,589,13.1534,589,4665.22,32.6426
2950000,-3901.17529296875,4920.9,590,12.6678,590,4746.71,32.9597
2955000,-3791.245849609375,5001.12,591,12.4999,591,4897.87,32.4267
2960000,-4023.65673828125,4988.92,592,12.4749,592,4835.67,32.8971
2965000,-4049.083251953125,5133.02,593,13.6253,593,5045.58,32.9741
2970000,-4050.385986328125,5147.51,594,13.7752,594,5086.34,32.7812
2975000,-3937.1416015625,4740.78,595,12.7506,595,4749.55,32.53
2980000,-3783.98388671875,5174.6,596,13.2007,596,4938.71,32.1259
2985000,-3846.036376953125,5159.13,597,13.525,597,5054.76,32.4633
2990000,-3968.496337890625,5029.32,598,13.0983,598,3810.75,32.6125
2995000,-3768.483642578125,5252.09,599,13.1168,599,5030.67,32.6615
3000000,-3716.625732421875,5274.52,600,13.8199,600,5147.06,32.0634
3005000,-4068.507080078125,5092.77,601,13.3517,601,4938.03,33.6803
3010000,-4172.244140625,5144.3,602,14.3964,602,5054.52,32.9858
3015000,-4046.436279296875,5208.21,603,14.4825,603,5106.87,32.6424
3020000,-4287.46923828125,5103.82,604,14.8132,604,5030.54,33.9631
3025000,-4351.59765625,4659.59,605,15.0355,605,4679.36,35.1777
3030000,-4401.48193359375,4731.54,606,15.9833,606,4816.3,35.0123
3035000,-6183.74267578125,289.75,607,86.2119,607,289.97,43.6565
3040000,-5271.31103515625,4354.88,608,42.6467,608,2784.25,41.7296
3045000,-4409.47265625,4722.02,609,16.4343,609,4454.53,34.6803
3050000,-4742.8291015625,4596.06,610,21.4644,610,4547.57,38.9497
3055000,-4768.77099609375,4775.25,611,19.4985,611,4667.02,38.4231
3060000,-4202.4970703125,4808.37,612,17.2105,612,4789.76,34.9094
3065000,-4092.890625,5082.68,613,18.0713,613,5005.93,35.8692
3070000,-4762.08935546875,4943.78,614,18.9655,614,4871.29,37.2603
3075000,-4729.705078125,5005.09,615,18.1263,615,4894.72,36.4047
3080000,-4482.72509765625,5103.56,616,16.0032,616,4975.64,35.4369
3085000,-4851.3173828125,4565.94,617,18.0661,617,4545.22,38.895
3090000,-4913.404296875,4894.68,618,17.0977,618,4907.73,35.7368
3095000,-4495.361328125,5143.18,619,15.222,619,5008.01,34.0289
3100000,-4239.9560546875,5118.8,620,15.41,620,4997.78,33.9162
3105000,-4445.5654296875,5034.68,621,15.7398,621,4941.1,34.1643
3110000,-4468.49267578125,5190.44,622,16.1461,622,5040.23,34.0298
3115000,-4341.466796875,5080.4,623,15.5483,623,4990.86,33.8759
3120000,-4233.404296875,5118.23,624,15.2454,624,4988.55,33.8031
3125000,-4249.32470703125,5209.43,625,15.532,625,5071.01,33.4617
3130000,-4133.94091796875,5209.58,626,15.5428,626,5046.3,33.7772
3135000,-4118.61962890625,5147.03,627,15.3369,627,5022.11,33.8847
3140000,-4142.7822265625,5199.53,628,14.5322,628,5048.09,33.2772
3145000,-4153.966796875,5199.75,629,14.0133,629,5074.11,32.6691
3150000,-4258.2509765625,5196.61,630,14.6082,630,5061.07,33.5246
3155000,-4242.90478515625,5271.1,631,14.4227,631,5068.56,32.9425
3160000,-4199.55908203125,5321.02,632,14.0906,632,5155.79,32.0716
3165000,-3980.5185546875,5332.21,633,14.3426,633,5212.9,31.5311
3170000,-3922.728515625,5188.21,634,14.0243,634,5201.05,31.4496
3175000,-3827.12548828125,5196.99,635,13.6627,635,5167.12,30.9382
3180000,-3455.192138671875,5019.84,636,13.8774,636,5101.67,31.3163
3185000,-4093.68798828125,5161.42,637,14.4185,637,5106.08,32.5678
3190000,-3905.308349609375,5150.16,638,14.0448,638,5107.23,32.05
3195000,-4038.500732421875,5224.56,639,13.9991,639,5171.59,31.0482
3200000,-3855.719482421875,5112.82,640,13.4064,640,5097.45,31.7279
3205000,-3701.64404296875,5193.93,641,13.237,641,5110.91,31.3095
3210000,-3830.076171875,5232.47,642,13.3291,642,5126.69,31.2054
3215000,-3816.689697265625,5305.02,643,13.1683,643,5184.49,30.6561
3220000,-3899.4072265625,5229.8,644,14.5991,644,5193.42,31.2245
3225000,-2970.494140625,5204.87,645,13.3657,645,5182.65,30.4827
3230000,-3289.38037109375,5236.57,646,13.7386,646,5175.06,30.4743
3235000,-4027.500244140625,5243.5,647,14.9329,647,5154.6,31.5539
3240000,-4564.369140625,5156.43,648,14.573,648,5051.94,33.1169
3245000,-4086.617431640625,5250.11,649,13.9089,649,5157.49,31.8107
3250000,-2561.50927734375,5449.93,650,11.9767,650,5318.09,30.7609
3255000,-5669.20068359375,4772.25,651,16.4309,651,4777.82,37.2978
3260000,-5325.70751953125,5000.86,652,16.2944,652,4952.21,35.5313
3265000,-5125.4765625,5115.99,653,15.4036,653,5027.46,35.2167
3270000,-4731.92333984375,5195.98,654,15.3732,654,5133.75,34.2371
3275000,-4783.79443359375,5174.72,655,15.3298,655,5080.85,34.2764
3280000,-4921.31103515625,5279.71,656,16.6964,656,5164.04,35.1918
3285000,-5225.41162109375,5103.68,657,17.2823,657,5055.35,36.4548
3290000,-5168.6279296875,5151.31,658,16.2043,658,5027.05,35.2266
3295000,-6600.60107421875,445.03,659,81.9658,659,437.28,48.4049
3300000,-6592.89453125,308.51,660,94.4883,660,303.32,51.5716
3305000,-6563.025390625,352.11,661,76.8104,661,367.34,49.9913
3310000,-8467.0556640625,-1.17,662,37.7264,662,-0.81,50.9088
3315000,-8113.33642578125,313.43,663,53.4215,663,306.69,50.5635
3320000,-7610.61279296875,724.53,664,47.357,664,1511.56,46.4213
3325000,-4915.0166015625,4679.55,665,19.1261,665,4643.59,34.833
3330000,-4980.57470703125,4884.54,666,24.5797,666,4858.52,35.6706
3335000,-4856.52197265625,5033.47,667,19.094,667,4970.51,36.5652
3340000,-4550.494140625,5157.36,668,18.3199,668,5079.35,34.8943
3345000,-4554.35498046875,5165.03,669,17.3504,669,5055.45,34.1106
3350000,-4939.62158203125,5167.13,670,18.9334,670,5038.67,36.449
3355000,-4869.93505859375,5184.54,671,17.1136,671,5039.48,34.8269
3360000,-4553.2939453125,5160.79,672,17.9022,672,5115.83,33.8905
3365000,-4845.26904296875,5042.49,673,17.1617,673,4940.08,35.7512
3370000,-4380.4443359375,4848.11,674,15.7269,674,4866.77,33.8176
3375000,-4668.39892578125,4974.49,675,17.393,675,4928.96,34.5215
3380000,-4759.48095703125,5004.25,676,16.2193,676,4899.04,34.3709
3385000,-4803.84521484375,4988.64,677,16.8858,677,4899.02,34.5696
3390000,-4877.197265625,5131.38,678,16.721,678,5025.72,33.8568
3395000,-4814.0986328125,5129.63,679,15.5349,679,5035.37,33.8065
3400000,-4888.1181640625,5209.14,680,16.8856,680,5053.0,34.065
3405000,-4812.904296875,5166.92,681,16.738,681,5041.45,33.8636
3410000,-4787.20654296875,5134.81,682,15.0566,682,4989.73,34.1049
3415000,-4178.61572265625,5166.75,683,15.203,683,5167.34,33.1126
3420000,-4303.3701171875,5322.53,684,14.4317,684,5198.71,31.8376
3425000,-4325.888671875,5280.74,685,14.5758,685,5186.16,31.3869
3430000,-4414.9423828125,5259.09,686,15.1581,686,5280.1,32.106
3435000,-4850.3525390625,5217.28,687,16.8817,687,5140.42,33.5254
3440000,-4834.73876953125,5408.25,688,16.157,688,5160.79,33.4714
3445000,-4907.724609375,5306.62,689,16.2833,689,5163.64,33.4624
3450000,-5092.81396484375,5291.95,690,16.1199,690,5114.13,33.0819
3455000,-5183.70263671875,5163.28,691,16.2552,691,5031.91,34.1659
3460000,-5250.00537109375,5198.62,692,16.0988,692,5096.58,34.1648
3465000,-4991.4853515625,5280.9,693,16.0887,693,5161.44,33.7542
3470000,-5102.2421875,5255.03,694,16.117,694,5130.03,33.7277
3475000,-5158.31689453125,5226.7,695,16.5754,695,5101.89,34.3194
3480000,-4932.021484375,5286.73,696,15.9457,696,5122.86,34.2716
3485000,-4771.1123046875,5273.63,697,16.0035,697,5176.46,33.6341
3490000,-4914.33984375,5253.94,698,15.8916,698,5175.79,34.2384
3495000,-4715.30126953125,5339.04,699,14.8898,699,5223.91,32.9335
3500000,-4120.1328125,5075.16,700,13.3972,700,5193.88,32.3901
3505000,-4242.8330078125,5491.81,701,13.4235,701,5252.9,31.5869
3510000,-4301.8681640625,5333.55,702,12.8262,702,5047.97,32.5377
3515000,-4281.595703125,5363.96,703,13.9009,703,5186.06,31.9578
3520000,-4764.58935546875,5361.6,704,13.8988,704,5219.61,32.5722
3525000,-4666.3271484375,5334.12,705,13.9387,705,5167.11,32.1261
3530000,-4373.7705078125,5379.81,706,13.032,706,5167.35,31.4895
3535000,-4485.67919921875,5387.4,707,13.3572,707,5194.91,31.3737
3540000,-4537.21826171875,5367.25,708,13.041,708,5179.9,31.435
3545000,-4589.37060546875,5388.08,709,14.089,709,5238.79,31.7958
3550000,-4925.45556640625,5305.63,710,13.8356,710,5107.82,32.6196
3555000,-4503.392578125,5306.71,711,13.7288,711,5217.54,31.7892
3560000,-4597.80322265625,5341.93,712,13.2807,712,5143.17,32.1533
3565000,-4893.72900390625,5311.03,713,13.9451,713,5139.58,32.4733
3570000,-4934.34521484375,5342.63,714,14.342,714,5165.98,32.6084
3575000,-5026.4580078125,5308.58,715,14.7084,715,5214.49,32.6004
3580000,-4674.79931640625,5380.63,716,13.8328,716,5226.52,31.7198
3585000,-4653.9443359375,5399.05,717,13.3235,717,5239.33,31.0863
3590000,-4955.37451171875,5362.79,718,13.6812,718,5215.05,32.4121
3595000,-5007.89013671875,5420.5,719,13.5065,719,5253.74,32.1498
3600000,-4397.16455078125,5325.79,720,13.3557,720,5227.23,32.1329
3605000,-4937.91650390625,5279.14,721,13.8171,721,5199.34,33.5568
3610000,-5608.8251953125,5270.32,722,13.9629,722,5110.73,33.9475
3615000,-5396.921875,5012.01,723,13.6486,723,4982.76,34.0308
3620000,-5223.7734375,5246.73,724,13.9191,724,5044.86,33.7919
3625000,-5694.810546875,5106.72,725,13.9607,725,4926.13,35.2738
3630000,-5494.28173828125,5259.28,726,14.0333,726,5128.72,33.6806
3635000,-5552.1826171875,5251.48,727,14.1058,727,5045.36,33.5867
3640000,-4883.0390625,5375.06,728,12.6799,728,5161.79,31.9828
3645000,-4958.2822265625,5276.63,729,12.9438,729,5127.36,33.1196
3650000,-5060.7412109375,5194.96,730,13.5802,730,4752.77,33.0167
3655000,-5065.93505859375,5252.97,731,13.5138,731,5167.69,32.0229
3660000,-5345.18115234375,5248.08,732,13.9486,732,5135.39,32.8364
3665000,-5100.1220703125,5176.91,733,13.1399,733,5155.24,31.707
3670000,-5108.21044921875,5275.82,734,13.6345,734,5166.84,32.2897
3675000,-5212.95458984375,5348.59,735,13.47,735,5155.09,32.4417
3680000,-5264.01953125,5264.34,736,13.3605,736,5162.61,32.333
3685000,-5275.39111328125,5133.91,737,13.4938,737,5130.87,32.1848
3690000,-5219.640625,5245.38,738,14.3436,738,5156.51,32.8186
3695000,-4941.3681640625,5014.64,739,13.7693,739,4950.83,34.0183
3700000,-5085.5078125,5162.19,740,14.2139,740,5112.65,32.7235
3705000,-5133.2255859375,5217.11,741,14.0067,741,5191.91,32.8309
3710000,-4915.595703125,5289.79,742,15.4648,742,5235.11,32.6209
3715000,-4570.58056640625,5298.72,743,13.9256,743,5235.21,31.0415
3720000,-4911.6015625,5338.76,744,12.2799,744,5007.85,32.2649
3725000,-4774.5185546875,5047.88,745,14.4117,745,4835.4,34.6456
3730000,-4879.998046875,5393.93,746,12.8983,746,5230.83,31.7411
3735000,-5081.087890625,5237.83,747,13.2966,747,5195.67,31.3266
3740000,-5008.60107421875,5473.7,748,13.5033,748,5276.0,30.9758
3745000,-5085.2890625,5370.98,749,14.2687,749,5267.07,31.499
3750000,-5191.3916015625,5383.55,750,13.7904,750,5287.06,31.2437
3755000,-5313.47802734375,5200.63,751,12.7336,751,5097.41,31.4005
3760000,-5408.89404296875,5146.0,752,15.0095,752,5192.15,33.0183
3765000,-5174.94580078125,5391.86,753,14.601,753,5280.58,32.1694
3770000,-5591.59033203125,5164.35,754,14.5119,754,4693.33,33.2728
3775000,-5548.29248046875,5045.03,755,13.8136,755,4956.33,32.8622
3780000,-5317.732421875,5244.81,756,13.8815,756,5200.46,31.6779
3785000,-4866.74267578125,5337.04,757,13.4745,757,5283.25,31.0105
3790000,-5283.88818359375,5200.44,758,14.1219,758,5122.99,32.3072
3795000,-4956.92041015625,5450.78,759,13.3077,759,5330.47,30.6645
3800000,-4819.79541015625,5317.79,760,14.7154,760,5194.58,32.4183
3805000,-4601.0048828125,5378.46,761,13.6221,761,5326.86,31.3825
3810000,-4721.58984375,5205.23,762,13.6822,762,5108.19,32.2743
3815000,-4722.46240234375,5385.98,763,13.3871,763,5344.56,30.5921
