Real Det Return,Running Reverse KL,Reward Loss,Running Update Time,Running Env Steps,Itration,Real Sto Return,Running Forward KL
640.3,30.8675,-483.68975830078125,41,205000,41,132.43,74.0133
682.97,30.5253,-492.2811584472656,42,210000,42,229.39,71.3808
636.65,30.9346,-515.1272583007812,43,215000,43,201.27,73.2165
650.09,31.3026,-524.1836547851562,44,220000,44,288.81,72.1613
735.77,30.1757,-534.6052856445312,45,225000,45,143.3,71.7188
882.84,30.7572,-559.4916381835938,46,230000,46,223.03,71.9238
770.12,30.7763,-570.5195922851562,47,235000,47,255.24,73.0627
504.69,30.3352,-580.8300170898438,48,240000,48,200.65,71.2995
680.82,29.9232,-586.5764770507812,49,245000,49,207.79,70.0556
710.96,31.3956,-619.62939453125,50,250000,50,184.08,73.5086
696.48,30.4055,-625.41796875,51,255000,51,222.82,72.9303
743.0,30.9011,-644.4853515625,52,260000,52,191.91,73.4337
652.11,30.9414,-657.363525390625,53,265000,53,205.52,71.6797
680.82,30.1087,-669.8574829101562,54,270000,54,239.65,71.5069
691.35,30.4357,-682.3425903320312,55,275000,55,200.93,70.6412
629.44,30.7601,-702.9627685546875,56,280000,56,204.71,73.2449
528.28,30.7364,-718.624755859375,57,285000,57,222.79,70.9851
528.03,30.833,-733.2304077148438,58,290000,58,192.5,72.3607
640.77,30.4473,-753.641357421875,59,295000,59,186.85,72.3752
691.43,29.8865,-770.8385009765625,60,300000,60,116.49,72.9825
684.72,30.535,-782.9574584960938,61,305000,61,285.87,70.6619
634.26,30.215,-793.1070556640625,62,310000,62,204.13,70.1829
944.45,30.4409,-819.0726928710938,63,315000,63,214.85,72.5511
809.68,30.653,-832.0564575195312,64,320000,64,217.38,71.1427
926.57,31.1144,-853.5396728515625,65,325000,65,185.09,70.6299
550.4,31.036,-874.2669677734375,66,330000,66,231.72,72.2652
868.42,30.9444,-884.81103515625,67,335000,67,245.42,71.3544
885.03,31.2441,-913.9730224609375,68,340000,68,221.97,73.361
775.67,30.8465,-917.35546875,69,345000,69,233.06,71.4959
758.81,30.8378,-947.2601928710938,70,350000,70,231.35,71.5496
533.02,29.9565,-938.2667846679688,71,355000,71,211.57,69.5305
663.71,31.0412,-974.951171875,72,360000,72,287.23,72.8927
865.68,30.7779,-986.867431640625,73,365000,73,168.42,70.8932
723.31,30.5353,-1017.6220092773438,74,370000,74,179.3,72.7697
621.99,31.0931,-1033.7333984375,75,375000,75,176.21,71.6981
587.82,30.689,-1045.3050537109375,76,380000,76,265.96,70.5244
658.01,30.4019,-1081.6693115234375,77,385000,77,221.61,71.4383
802.12,30.7952,-1096.5885009765625,78,390000,78,269.58,71.9373
835.28,30.9698,-1115.8572998046875,79,395000,79,231.2,70.8152
715.98,31.1799,-1128.723388671875,80,400000,80,267.13,72.2524
777.23,30.1351,-1147.84814453125,81,405000,81,283.42,70.8256
733.02,30.2784,-1176.8118896484375,82,410000,82,175.14,70.7241
594.89,29.7445,-1195.1302490234375,83,415000,83,210.63,69.9302
734.32,30.0676,-1217.314453125,84,420000,84,209.71,72.2085
768.73,30.8457,-1253.901611328125,85,425000,85,187.15,74.2684
732.4,30.1921,-1255.6878662109375,86,430000,86,183.29,70.3556
748.66,29.9553,-1282.6793212890625,87,435000,87,228.77,70.0111
725.08,30.2859,-1306.1092529296875,88,440000,88,212.24,71.7276
681.09,30.5822,-1352.6385498046875,89,445000,89,143.13,73.3373
673.7,30.5313,-1355.27587890625,90,450000,90,240.6,70.9158
364.44,29.905,-1374.1202392578125,91,455000,91,228.95,71.0191
676.61,30.4642,-1400.2174072265625,92,460000,92,205.96,71.5862
559.65,31.1103,-1420.306396484375,93,465000,93,233.27,71.8094
570.14,30.1274,-1450.081298828125,94,470000,94,267.16,72.1411
639.99,30.2536,-1468.7327880859375,95,475000,95,248.74,69.9411
677.84,29.9295,-1474.89111328125,96,480000,96,203.29,70.3292
449.5,30.0201,-1527.7847900390625,97,485000,97,200.2,70.7567
426.69,30.1922,-1538.6126708984375,98,490000,98,156.72,69.7571
618.12,30.2439,-1601.6280517578125,99,495000,99,233.71,70.4361
699.95,30.5319,-1608.851318359375,100,500000,100,226.94,71.138
809.08,31.0808,-1628.1754150390625,101,505000,101,259.07,70.6511
828.77,30.8351,-1672.839111328125,102,510000,102,229.94,71.9023
568.99,30.2016,-1694.78515625,103,515000,103,230.33,71.6798
866.96,30.6191,-1727.3233642578125,104,520000,104,283.64,70.1994
749.36,29.728,-1672.09130859375,105,525000,105,320.76,67.7914
672.5,30.4763,-1739.6876220703125,106,530000,106,206.45,69.8621
687.56,30.2913,-1784.5572509765625,107,535000,107,231.01,71.4772
799.09,30.3308,-1819.4630126953125,108,540000,108,219.08,71.4917
760.65,30.4534,-1863.1336669921875,109,545000,109,193.64,72.1915
337.71,29.8077,-1872.79638671875,110,550000,110,258.86,69.6451
580.2,30.1757,-1906.244384765625,111,555000,111,205.38,71.4358
620.84,30.5916,-1967.599365234375,112,560000,112,260.59,73.5752
668.52,30.5154,-1931.556884765625,113,565000,113,201.17,70.3297
635.73,30.5281,-2006.052490234375,114,570000,114,198.62,72.1523
834.95,30.2339,-1985.2923583984375,115,575000,115,195.35,69.1271
886.29,30.7162,-2040.8800048828125,116,580000,116,321.05,69.0246
666.07,30.4137,-2038.6492919921875,117,585000,117,271.47,69.5283
896.96,30.0097,-2101.317626953125,118,590000,118,324.31,68.9618
857.65,30.724,-2140.324951171875,119,595000,119,342.36,70.4752
961.45,30.0182,-2118.78759765625,120,600000,120,311.54,68.7613
741.86,29.9063,-2192.433349609375,121,605000,121,255.53,68.45
893.06,31.3594,-2258.989501953125,122,610000,122,332.48,70.342
778.96,31.2296,-2310.123779296875,123,615000,123,334.88,72.3304
673.73,30.8369,-2303.7568359375,124,620000,124,325.39,71.6045
777.58,29.6962,-2165.165283203125,125,625000,125,356.69,65.3455
870.9,30.521,-2356.712158203125,126,630000,126,293.06,69.7102
741.94,30.6366,-2315.998291015625,127,635000,127,349.78,66.9515
731.16,31.6519,-2394.186279296875,128,640000,128,290.95,69.273
802.42,30.3408,-2500.1767578125,129,645000,129,337.18,70.3924
508.73,31.6146,-2323.040283203125,130,650000,130,421.08,65.7342
948.54,30.1957,-2520.397705078125,131,655000,131,275.87,70.4766
813.36,29.8414,-2547.280029296875,132,660000,132,267.73,68.8111
873.75,30.4084,-2579.240478515625,133,665000,133,340.79,68.9219
717.97,30.757,-2735.969482421875,134,670000,134,283.07,72.3582
754.01,30.6196,-2720.525146484375,135,675000,135,251.1,71.0333
803.45,29.4154,-2719.021728515625,136,680000,136,294.38,68.5484
494.36,29.6456,-2631.341796875,137,685000,137,345.43,66.5138
802.64,30.0331,-2829.453369140625,138,690000,138,342.22,67.4858
865.37,29.2341,-2770.84619140625,139,695000,139,250.59,65.591
565.89,29.8289,-2954.302978515625,140,700000,140,321.67,71.3091
831.0,29.956,-2933.189453125,141,705000,141,243.39,68.6309
779.94,30.1899,-2923.60400390625,142,710000,142,318.35,67.9925
788.13,29.328,-2901.001708984375,143,715000,143,273.32,67.6623
769.36,29.7785,-3034.458251953125,144,720000,144,275.27,67.9423
618.34,30.0279,-3137.23291015625,145,725000,145,230.4,70.2544
724.53,29.7279,-3129.692138671875,146,730000,146,312.22,68.3792
645.43,29.6073,-3173.19384765625,147,735000,147,250.21,68.4875
749.69,30.417,-3324.515380859375,148,740000,148,182.14,72.314
814.07,30.3897,-3343.316162109375,149,745000,149,314.01,70.2173
554.78,29.3594,-3311.05322265625,150,750000,150,204.04,69.1579
803.87,30.1335,-3414.618896484375,151,755000,151,305.69,70.7093
630.0,29.4611,-3466.703369140625,152,760000,152,260.77,69.9208
898.29,30.2339,-3509.946044921875,153,765000,153,280.17,70.5132
381.72,29.3395,-3516.728759765625,154,770000,154,228.52,69.1117
797.31,29.2209,-3469.249267578125,155,775000,155,319.45,66.8972
705.32,29.3093,-3578.76708984375,156,780000,156,251.27,68.2641
727.89,30.3918,-3732.140869140625,157,785000,157,237.51,69.4406
769.48,29.5499,-3696.189697265625,158,790000,158,229.35,68.0316
725.2,30.7944,-3856.66552734375,159,795000,159,270.55,70.6357
776.39,29.6825,-3826.582275390625,160,800000,160,293.94,68.9987
554.44,30.6421,-3926.18603515625,161,805000,161,193.59,70.9875
842.29,29.577,-3874.595703125,162,810000,162,241.92,68.155
942.43,30.1505,-4013.986083984375,163,815000,163,257.47,69.689
842.74,29.6727,-4048.390869140625,164,820000,164,258.5,68.9254
658.93,29.7778,-4111.7861328125,165,825000,165,245.46,69.3143
557.81,30.5911,-4230.9521484375,166,830000,166,274.28,70.8129
700.98,30.6108,-4265.60546875,167,835000,167,340.16,71.0732
692.79,29.6001,-4209.71826171875,168,840000,168,308.85,69.32
579.17,29.6794,-4304.8544921875,169,845000,169,242.65,69.8771
793.94,30.4516,-4352.42333984375,170,850000,170,366.13,68.381
871.02,30.4351,-4492.2958984375,171,855000,171,276.83,71.6669
953.79,30.2138,-4597.7783203125,172,860000,172,328.27,70.3554
650.7,29.6475,-4553.77734375,173,865000,173,287.86,68.7488
522.64,30.369,-4598.2685546875,174,870000,174,337.2,68.4533
270.37,29.7602,-4628.80517578125,175,875000,175,296.45,67.2083
800.5,30.0962,-4800.25390625,176,880000,176,316.19,71.0687
715.53,29.457,-4724.64111328125,177,885000,177,318.86,67.506
818.95,29.9657,-4777.2705078125,178,890000,178,379.83,68.8379
745.54,29.957,-4934.19287109375,179,895000,179,328.63,69.0103
596.11,29.7038,-4985.068359375,180,900000,180,382.52,68.9734
846.33,29.9765,-5097.19384765625,181,905000,181,279.56,70.2996
812.92,29.1657,-5119.32177734375,182,910000,182,230.34,67.3967
871.51,29.4952,-5170.4267578125,183,915000,183,292.72,67.6242
893.94,30.0218,-5329.7587890625,184,920000,184,271.4,70.0289
772.12,29.6311,-5432.08837890625,185,925000,185,305.88,69.4501
945.28,29.7445,-5433.57470703125,186,930000,186,293.38,68.8952
828.74,30.4034,-5560.865234375,187,935000,187,337.89,70.0776
731.45,29.8588,-5561.033203125,188,940000,188,386.23,67.4491
906.73,30.1198,-5655.05029296875,189,945000,189,339.34,69.1713
764.71,29.667,-5702.072265625,190,950000,190,281.31,69.1092
848.3,29.3583,-5617.49560546875,191,955000,191,327.13,65.9403
837.96,29.837,-5921.7919921875,192,960000,192,272.88,68.591
940.17,29.7277,-5964.0703125,193,965000,193,263.56,70.7756
899.74,29.543,-5947.3955078125,194,970000,194,291.75,68.4331
939.3,29.6618,-5886.5478515625,195,975000,195,349.6,67.7927
818.55,30.0196,-6196.78369140625,196,980000,196,366.37,68.8415
832.89,29.5684,-6094.7861328125,197,985000,197,329.51,67.2145
995.33,29.3598,-6188.51513671875,198,990000,198,277.59,67.5068
752.62,29.3167,-6373.24755859375,199,995000,199,282.51,67.6402
660.63,29.9142,-6236.3134765625,200,1000000,200,299.43,67.321
704.44,29.6739,-6520.61376953125,201,1005000,201,341.5,68.7622
922.76,29.6881,-6671.11669921875,202,1010000,202,320.67,70.5925
887.61,29.8246,-6779.240234375,203,1015000,203,256.67,69.6784
903.88,29.9864,-6867.443359375,204,1020000,204,238.68,70.4495
810.59,29.9284,-7084.14111328125,205,1025000,205,245.61,70.4394
817.46,30.1645,-7134.16845703125,206,1030000,206,237.62,71.9359
689.73,29.496,-7136.6533203125,207,1035000,207,233.77,70.861
806.35,29.4896,-7235.3134765625,208,1040000,208,203.46,71.8924
801.34,29.9898,-7244.00732421875,209,1045000,209,236.86,69.902
850.47,30.0411,-7542.09521484375,210,1050000,210,228.26,71.0773
750.21,29.9711,-7677.07568359375,211,1055000,211,271.17,71.8765
841.3,28.7515,-7498.12060546875,212,1060000,212,214.83,68.1404
693.13,29.4047,-7676.0302734375,213,1065000,213,249.67,70.2769
750.79,29.8431,-7866.62353515625,214,1070000,214,228.92,70.2503
898.63,29.9631,-7924.3076171875,215,1075000,215,251.03,70.5832
691.03,29.9847,-8070.6376953125,216,1080000,216,267.28,71.6948
983.57,29.938,-8187.5,217,1085000,217,286.05,71.0251
831.22,29.3096,-7968.0615234375,218,1090000,218,266.86,68.3429
752.7,29.4899,-8261.8916015625,219,1095000,219,246.32,70.1676
795.28,29.3367,-8240.5830078125,220,1100000,220,273.89,68.4929
952.43,29.7265,-8546.6669921875,221,1105000,221,226.68,70.5901
754.68,30.2069,-8643.47265625,222,1110000,222,256.37,72.9991
841.95,29.5227,-8665.4189453125,223,1115000,223,274.79,70.7776
769.25,30.4527,-8947.5146484375,224,1120000,224,303.05,73.0885
906.42,30.1597,-9021.490234375,225,1125000,225,225.66,73.2151
831.82,28.833,-8674.9833984375,226,1130000,226,301.51,67.2349
935.73,30.4472,-8948.880859375,227,1135000,227,242.35,69.6141
803.95,30.3068,-9307.337890625,228,1140000,228,206.58,71.4931
947.57,30.4093,-9338.927734375,229,1145000,229,281.17,71.5076
820.36,30.1847,-9487.7177734375,230,1150000,230,276.21,72.7172
950.23,29.7503,-9330.21484375,231,1155000,231,291.41,70.305
866.0,29.6101,-9464.294921875,232,1160000,232,297.51,71.6344
818.45,29.9189,-9646.9228515625,233,1165000,233,248.23,69.7939
740.34,30.0301,-9836.498046875,234,1170000,234,291.65,71.5076
845.48,29.9121,-9918.29296875,235,1175000,235,300.87,71.3545
725.02,30.161,-10049.9521484375,236,1180000,236,257.76,72.942
791.28,29.8818,-10113.822265625,237,1185000,237,213.91,71.4342
892.69,29.3567,-10072.9296875,238,1190000,238,238.36,68.6797
922.65,30.2163,-10260.7841796875,239,1195000,239,214.88,72.8569
612.45,30.3977,-10463.2646484375,240,1200000,240,220.47,72.5627
863.43,29.7067,-10516.8515625,241,1205000,241,205.46,70.3764
864.39,30.3507,-10533.953125,242,1210000,242,207.7,71.7803
771.85,29.7211,-10560.39453125,243,1215000,243,315.65,70.2074
680.34,29.9024,-10806.6123046875,244,1220000,244,282.3,72.1149
879.88,30.1923,-10917.30078125,245,1225000,245,214.84,72.4144
855.88,29.8205,-10952.2373046875,246,1230000,246,228.36,71.5336
721.81,29.9612,-10973.7548828125,247,1235000,247,234.04,72.8763
735.02,30.2113,-11288.5048828125,248,1240000,248,257.64,71.9993
660.12,30.1811,-11304.3115234375,249,1245000,249,238.35,72.4983
585.2,29.8206,-11387.7509765625,250,1250000,250,217.96,71.9634
529.27,29.6703,-11201.2041015625,251,1255000,251,233.68,70.5874
783.65,29.7563,-11333.1923828125,252,1260000,252,247.06,70.0373
720.89,29.88,-11788.1328125,253,1265000,253,277.07,72.2232
706.95,29.919,-11736.0859375,254,1270000,254,234.32,71.5811
716.24,30.0914,-11846.5107421875,255,1275000,255,232.87,68.436
615.18,30.2518,-12038.0771484375,256,1280000,256,179.75,72.3915
605.46,30.1518,-12064.740234375,257,1285000,257,188.89,73.0834
601.97,30.3052,-12213.244140625,258,1290000,258,181.03,73.577
496.11,30.1299,-12235.28515625,259,1295000,259,156.33,72.1016
733.46,29.5359,-12444.4609375,260,1300000,260,257.61,70.8605
856.26,30.2083,-12350.3212890625,261,1305000,261,237.54,71.9217
623.98,29.9112,-12367.109375,262,1310000,262,277.77,70.7843
714.59,30.2484,-12471.7861328125,263,1315000,263,227.46,72.0508
809.45,29.6465,-12634.47265625,264,1320000,264,225.55,72.459
513.78,29.7612,-12639.552734375,265,1325000,265,171.59,71.1725
899.61,29.9671,-12862.404296875,266,1330000,266,229.65,71.6982
761.42,29.6583,-12711.90625,267,1335000,267,222.27,69.4812
875.07,30.3207,-12987.0,268,1340000,268,235.11,71.1202
762.93,29.6175,-13164.8232421875,269,1345000,269,205.9,72.3946
723.17,29.7777,-13225.5263671875,270,1350000,270,226.55,71.1615
722.17,30.1037,-13245.6162109375,271,1355000,271,273.16,73.599
709.29,29.3744,-13107.484375,272,1360000,272,254.47,70.5438
772.95,30.0877,-13617.8935546875,273,1365000,273,274.11,73.8276
679.07,30.0834,-13532.88671875,274,1370000,274,211.54,72.114
763.48,30.0956,-13671.4248046875,275,1375000,275,238.2,71.7394
729.87,29.7453,-13674.3369140625,276,1380000,276,197.1,72.4599
614.44,29.7433,-13858.1748046875,277,1385000,277,176.72,72.9994
826.33,30.3196,-13994.6572265625,278,1390000,278,248.24,74.1629
636.99,29.7517,-13774.564453125,279,1395000,279,192.16,71.0484
741.99,29.932,-14026.287109375,280,1400000,280,279.68,72.9705
737.52,30.201,-14221.4130859375,281,1405000,281,282.43,71.6692
923.1,30.3412,-14394.68359375,282,1410000,282,201.71,72.261
764.56,30.1257,-14377.8134765625,283,1415000,283,210.85,73.2702
865.39,30.0949,-14408.248046875,284,1420000,284,205.5,71.9923
824.52,29.9416,-14617.9619140625,285,1425000,285,188.89,71.8007
567.48,30.033,-14670.525390625,286,1430000,286,189.88,72.9916
532.72,29.7901,-14492.28515625,287,1435000,287,268.67,71.3554
604.45,30.6256,-14862.0849609375,288,1440000,288,211.65,73.2187
571.41,29.7685,-14920.564453125,289,1445000,289,110.5,71.9714
622.92,30.0263,-14806.462890625,290,1450000,290,226.42,72.4877
809.48,30.1812,-14927.53515625,291,1455000,291,235.06,72.7285
666.5,29.879,-15097.1884765625,292,1460000,292,212.25,70.3131
272.04,43.3683,-14811.7099609375,293,1465000,293,56.5,73.5098
-787.05,53.9651,-14898.775390625,294,1470000,294,-620.07,80.0023
-1820.72,98.2986,-13942.037109375,295,1475000,295,-1064.72,81.7546
368.51,72.0921,-15696.041015625,296,1480000,296,-361.79,78.0136
-22.62,45.944,-14883.3310546875,297,1485000,297,28.4,75.875
266.56,41.4092,-12208.1259765625,298,1490000,298,243.66,72.144
417.08,46.342,-11055.84765625,299,1495000,299,342.55,73.2579
479.6,39.7058,-12122.7451171875,300,1500000,300,371.48,72.8307
898.53,43.7141,-11724.5361328125,301,1505000,301,452.68,70.9287
839.7,40.3772,-11554.9873046875,302,1510000,302,508.76,69.6913
907.23,32.637,-13275.4248046875,303,1515000,303,558.17,67.879
752.21,31.8913,-14459.78515625,304,1520000,304,424.52,71.3254
856.45,33.3129,-13511.384765625,305,1525000,305,386.94,68.2832
910.45,30.033,-14471.2314453125,306,1530000,306,483.19,66.4692
999.71,30.4307,-15106.9111328125,307,1535000,307,320.12,65.2415
849.19,31.1216,-15859.220703125,308,1540000,308,320.32,69.3589
973.63,29.3264,-15366.0859375,309,1545000,309,317.8,66.4822
1044.3,29.8253,-16150.1884765625,310,1550000,310,295.82,68.5198
739.08,29.7533,-15958.5400390625,311,1555000,311,363.08,66.2969
949.92,29.9452,-16620.58984375,312,1560000,312,352.26,70.2296
968.74,29.9168,-16407.40234375,313,1565000,313,316.25,70.0642
884.95,29.4127,-16430.08984375,314,1570000,314,317.1,69.1071
934.69,29.3973,-16482.705078125,315,1575000,315,248.68,68.6162
694.07,29.4345,-16658.544921875,316,1580000,316,244.63,70.6407
699.04,31.2707,-16913.001953125,317,1585000,317,181.9,70.7482
796.47,29.6896,-17016.22265625,318,1590000,318,211.14,71.9721
889.75,29.8301,-17140.216796875,319,1595000,319,276.13,71.1172
869.94,30.064,-17070.13671875,320,1600000,320,367.39,71.6581
926.08,30.4089,-17296.69921875,321,1605000,321,229.12,72.0814
971.04,31.3568,-17130.958984375,322,1610000,322,320.95,69.354
666.29,29.8745,-17239.44921875,323,1615000,323,273.43,69.7809
921.32,29.7886,-17390.484375,324,1620000,324,272.7,71.282
917.9,29.7523,-17325.306640625,325,1625000,325,296.82,70.8396
889.84,29.7604,-17626.22265625,326,1630000,326,207.91,70.7374
812.6,29.6877,-17223.556640625,327,1635000,327,251.99,69.5897
858.63,29.9223,-17512.828125,328,1640000,328,263.84,70.6782
724.72,30.6814,-17807.21484375,329,1645000,329,223.19,71.8311
962.8,30.0282,-17818.48046875,330,1650000,330,297.23,72.1966
967.79,29.9343,-17778.03515625,331,1655000,331,291.23,70.0497
838.71,29.9273,-17582.70703125,332,1660000,332,248.24,69.5163
718.76,30.485,-17940.109375,333,1665000,333,214.09,73.7185
811.53,30.5912,-17972.888671875,334,1670000,334,273.32,73.6402
821.49,29.9381,-17822.771484375,335,1675000,335,203.18,70.8405
856.64,30.715,-18066.80859375,336,1680000,336,296.28,73.4443
712.42,29.9367,-18008.8984375,337,1685000,337,211.6,71.5451
880.22,30.3623,-18247.599609375,338,1690000,338,240.3,72.3359
926.68,29.8398,-17967.732421875,339,1695000,339,320.12,70.3534
958.57,30.109,-18178.162109375,340,1700000,340,231.98,72.988
911.62,29.5006,-17955.833984375,341,1705000,341,297.12,70.8682
818.72,29.667,-18069.6328125,342,1710000,342,177.49,71.6522
927.31,29.5995,-18164.658203125,343,1715000,343,293.42,71.0556
665.29,30.2849,-18231.994140625,344,1720000,344,282.53,72.2627
575.0,30.5456,-18498.9921875,345,1725000,345,222.7,72.6109
720.94,30.1991,-18506.33984375,346,1730000,346,289.63,74.482
561.42,29.1351,-18243.705078125,347,1735000,347,271.47,71.1447
827.01,30.1111,-18215.544921875,348,1740000,348,198.81,70.5653
866.84,29.9824,-18389.9609375,349,1745000,349,243.75,72.1783
719.35,29.3596,-18332.15234375,350,1750000,350,215.47,71.2065
672.78,29.8079,-18460.537109375,351,1755000,351,165.38,72.4164
813.78,29.7259,-18390.92578125,352,1760000,352,265.6,72.5693
460.13,29.7825,-18305.54296875,353,1765000,353,169.38,71.3788
707.16,29.9638,-18412.548828125,354,1770000,354,243.24,72.537
858.96,30.0745,-18424.099609375,355,1775000,355,233.03,72.207
796.78,30.0261,-18610.64453125,356,1780000,356,199.19,73.2291
861.53,29.0954,-18340.451171875,357,1785000,357,226.77,70.6078
712.34,30.019,-18647.630859375,358,1790000,358,232.26,72.2371
767.61,30.0928,-18631.091796875,359,1795000,359,254.65,73.5511
818.39,29.7695,-18455.2421875,360,1800000,360,180.54,70.0358
860.1,29.2404,-18293.5390625,361,1805000,361,267.12,70.2551
629.91,30.3735,-18771.228515625,362,1810000,362,156.94,74.9572
866.01,29.8623,-18708.779296875,363,1815000,363,246.52,72.5958
790.9,30.4791,-18804.37109375,364,1820000,364,217.64,73.7819
869.49,30.4393,-18781.57421875,365,1825000,365,170.0,72.9748
895.16,29.7731,-18578.2890625,366,1830000,366,224.98,71.3068
612.99,30.2289,-18938.953125,367,1835000,367,247.87,74.0603
716.24,30.8277,-18640.181640625,368,1840000,368,268.99,71.6735
700.93,29.7523,-18665.439453125,369,1845000,369,277.75,72.8437
457.51,29.7881,-18414.935546875,370,1850000,370,232.71,70.6286
613.43,30.241,-18764.46875,371,1855000,371,197.67,72.2312
466.94,30.282,-18802.54296875,372,1860000,372,204.82,73.536
844.51,30.7112,-18726.10546875,373,1865000,373,253.0,72.5396
688.15,30.6061,-18960.671875,374,1870000,374,291.54,74.6925
324.51,29.6524,-18707.923828125,375,1875000,375,167.03,71.2294
757.78,29.9208,-18694.98046875,376,1880000,376,200.02,71.6168
569.99,30.3972,-18880.40625,377,1885000,377,208.59,72.9668
717.11,30.0653,-18884.82421875,378,1890000,378,198.4,73.3388
909.13,30.0777,-18766.017578125,379,1895000,379,292.15,72.5423
805.21,29.9275,-18804.60546875,380,1900000,380,220.17,72.7914
658.3,29.916,-18892.8515625,381,1905000,381,174.8,72.6063
757.17,29.6349,-18686.515625,382,1910000,382,197.41,70.9841
663.56,30.0898,-18886.4765625,383,1915000,383,265.86,72.2022
648.91,30.9045,-18682.701171875,384,1920000,384,92.69,71.9334
609.95,29.8086,-18861.87890625,385,1925000,385,171.84,72.6946
629.49,29.4428,-18818.857421875,386,1930000,386,185.22,72.3948
641.82,30.0599,-18875.248046875,387,1935000,387,130.59,73.2038
604.21,30.3565,-18957.419921875,388,1940000,388,243.5,72.6953
458.42,29.9152,-18854.849609375,389,1945000,389,164.01,72.8911
504.06,29.756,-18886.134765625,390,1950000,390,207.34,72.2431
649.13,29.9797,-18895.359375,391,1955000,391,237.73,72.6618
628.62,30.499,-19002.294921875,392,1960000,392,194.89,73.4665
668.74,29.7204,-18870.541015625,393,1965000,393,290.35,71.8884
658.88,29.6535,-18835.6015625,394,1970000,394,245.68,72.7923
651.76,29.7898,-18882.54296875,395,1975000,395,228.61,71.8693
749.58,30.2436,-18965.78125,396,1980000,396,203.22,73.8318
646.6,29.9249,-18917.8203125,397,1985000,397,232.5,71.878
554.91,30.0413,-19002.669921875,398,1990000,398,253.53,72.8286
653.7,29.9986,-18960.396484375,399,1995000,399,301.22,72.9854
699.53,29.798,-19045.1640625,400,2000000,400,162.41,74.1967
671.65,29.9796,-18882.9921875,401,2005000,401,110.62,72.003
604.19,30.1458,-18906.86328125,402,2010000,402,180.06,72.458
610.77,29.5002,-18860.20703125,403,2015000,403,240.48,71.986
602.68,29.937,-19030.787109375,404,2020000,404,190.28,72.8494
706.62,31.3159,-19068.86328125,405,2025000,405,226.55,73.5796
455.88,30.3082,-19081.607421875,406,2030000,406,248.35,74.8769
754.77,30.1342,-19063.63671875,407,2035000,407,209.77,73.4244
685.87,30.8485,-18957.8828125,408,2040000,408,134.23,72.9055
