Running Forward KL,Real Sto Return,Running Reverse KL,Real Det Return,Running Env Steps,Reward Loss,Running Update Time,Itration
158.6136,-221.66,11.8406,-45.89,0,-48.87050247192383,0,0
158.6028,-83.8,12.1152,120.8,5000,-66.47041320800781,1,1
158.4092,108.73,12.6556,724.74,10000,-121.86679077148438,2,2
158.2635,350.79,13.7118,727.02,15000,-173.681884765625,3,3
158.2909,474.95,13.1588,907.02,20000,-191.5964813232422,4,4
158.0142,632.84,13.8651,979.56,25000,-190.68992614746094,5,5
158.1358,699.98,14.6678,1086.22,30000,-192.91949462890625,6,6
158.2168,854.64,15.1242,1213.04,35000,-207.75558471679688,7,7
157.9603,961.0,15.9015,1422.12,40000,-229.20372009277344,8,8
158.0636,1015.83,16.2645,1493.79,45000,-246.28842163085938,9,9
157.8771,1081.48,16.7449,1588.58,50000,-280.6041564941406,10,10
158.1175,1143.88,16.9761,1574.48,55000,-318.2135925292969,11,11
158.0832,1173.1,16.9402,1604.2,60000,-334.5984191894531,12,12
157.6346,1248.99,16.8596,1695.22,65000,-346.2843322753906,13,13
157.917,1182.66,16.4345,1617.96,70000,-373.90252685546875,14,14
157.6272,1249.17,16.7712,1696.62,75000,-404.9007568359375,15,15
157.926,1255.87,16.7508,1690.83,80000,-427.8020935058594,16,16
157.7654,1340.89,16.9377,1734.95,85000,-472.4378967285156,17,17
157.7229,1319.29,16.672,1748.14,90000,-485.2232971191406,18,18
157.7228,1364.42,16.4697,1815.32,95000,-503.8038635253906,19,19
157.8693,1412.39,16.4986,1805.85,100000,-546.7536010742188,20,20
157.95,1400.65,16.2982,1805.4,105000,-575.9642944335938,21,21
157.8384,1419.43,16.4089,1817.67,110000,-605.9986572265625,22,22
157.6499,1483.57,16.5879,1840.8,115000,-629.2660522460938,23,23
157.514,1478.55,16.3705,1877.79,120000,-640.4439086914062,24,24
157.6622,1506.32,16.2252,1917.9,125000,-665.5051879882812,25,25
157.7308,1520.08,16.2561,1902.19,130000,-702.8490600585938,26,26
157.6958,1530.23,16.2845,1940.25,135000,-718.1310424804688,27,27
157.4455,1559.47,16.1995,1913.8,140000,-743.5101928710938,28,28
157.5014,1589.81,16.6204,1977.77,145000,-764.9165649414062,29,29
157.2828,1600.05,16.5949,1990.78,150000,-777.2233276367188,30,30
157.3135,1618.43,16.5806,2017.72,155000,-815.4971313476562,31,31
157.1969,1612.55,15.9904,1983.69,160000,-835.1943359375,32,32
157.2564,1605.93,16.2044,2004.45,165000,-868.7727661132812,33,33
157.2637,1643.04,16.1407,2063.98,170000,-900.3631591796875,34,34
157.3475,1628.24,16.228,1966.43,175000,-926.8385009765625,35,35
157.3079,1629.09,16.2396,1966.37,180000,-959.2260131835938,36,36
157.2511,1671.37,16.5117,2073.62,185000,-967.0899047851562,37,37
157.2377,1667.4,15.8004,1980.96,190000,-987.9435424804688,38,38
157.0298,1674.28,15.9895,2094.17,195000,-1006.6129150390625,39,39
157.2874,1689.68,16.1358,2045.34,200000,-1036.1767578125,40,40
157.1519,1713.69,16.3771,2039.97,205000,-1059.5594482421875,41,41
157.048,1686.22,15.9426,2063.33,210000,-1091.7452392578125,42,42
156.9504,1657.39,15.6021,2021.36,215000,-1113.52587890625,43,43
157.1357,1712.64,15.8989,2072.47,220000,-1142.5706787109375,44,44
157.2258,1694.12,16.1698,2038.43,225000,-1172.765625,45,45
157.0137,1739.8,16.3908,2080.72,230000,-1194.0181884765625,46,46
157.0301,1738.86,16.1664,2108.84,235000,-1223.040771484375,47,47
156.9146,1707.42,15.9362,2035.63,240000,-1229.6839599609375,48,48
156.942,1704.41,16.1963,2049.25,245000,-1271.83154296875,49,49
156.9082,1735.72,15.619,2066.69,250000,-1284.5723876953125,50,50
156.9655,1742.41,16.4333,2092.87,255000,-1319.7161865234375,51,51
157.1257,1698.74,15.8434,2108.81,260000,-1352.4334716796875,52,52
156.8129,1720.52,15.8859,2038.07,265000,-1385.415771484375,53,53
156.9848,1728.82,15.8533,2083.09,270000,-1404.1573486328125,54,54
156.931,1725.86,15.973,2093.03,275000,-1435.200927734375,55,55
156.928,1701.31,15.6019,2034.52,280000,-1443.8621826171875,56,56
157.2159,1740.24,16.0075,2107.14,285000,-1492.9444580078125,57,57
156.8951,1691.94,15.6304,2012.75,290000,-1514.8865966796875,58,58
157.0336,1747.72,15.8055,2092.15,295000,-1537.2291259765625,59,59
156.8956,1751.47,15.8998,2128.45,300000,-1567.2298583984375,60,60
156.8486,1733.1,15.6444,2058.01,305000,-1587.8602294921875,61,61
156.9525,1754.77,15.8026,2093.51,310000,-1633.485107421875,62,62
156.995,1749.31,15.6177,2078.24,315000,-1650.9849853515625,63,63
156.8941,1753.52,15.7645,2156.83,320000,-1684.4166259765625,64,64
156.9877,1774.64,16.1472,2164.66,325000,-1727.635009765625,65,65
156.8327,1756.5,15.7654,2096.37,330000,-1726.683349609375,66,66
156.8316,1800.78,16.023,2156.7,335000,-1767.9326171875,67,67
157.1365,1752.79,15.8899,2124.88,340000,-1809.9354248046875,68,68
157.018,1762.4,15.8942,2146.97,345000,-1832.1802978515625,69,69
156.8125,1793.93,15.6703,2117.82,350000,-1840.537109375,70,70
156.8914,1765.85,15.3872,2074.74,355000,-1876.037353515625,71,71
156.9656,1760.22,15.6621,2090.43,360000,-1918.00537109375,72,72
156.8496,1809.64,16.0623,2155.53,365000,-1942.408935546875,73,73
156.7807,1744.44,15.6102,2161.44,370000,-1976.7733154296875,74,74
156.9892,1773.16,15.922,2153.37,375000,-2004.9271240234375,75,75
157.0308,1757.99,15.5553,2078.5,380000,-2031.506103515625,76,76
156.8441,1795.24,15.7045,2166.56,385000,-2060.458251953125,77,77
156.9,1785.74,15.8225,2115.87,390000,-2108.027099609375,78,78
156.7287,1801.29,15.8771,2155.31,395000,-2118.944091796875,79,79
156.7687,1804.31,15.975,2181.1,400000,-2140.039306640625,80,80
156.8742,1759.15,15.6228,2107.82,405000,-2161.912109375,81,81
156.8798,1810.49,15.8071,2197.27,410000,-2207.393310546875,82,82
156.9407,1777.86,15.6338,2098.99,415000,-2235.187255859375,83,83
156.88,1839.93,16.1728,2211.78,420000,-2262.950927734375,84,84
156.6486,1788.13,15.3428,2135.04,425000,-2264.90576171875,85,85
156.9062,1784.12,15.4748,2121.61,430000,-2318.819580078125,86,86
156.8321,1806.48,15.8864,2168.47,435000,-2345.844970703125,87,87
156.9578,1812.09,15.9111,2210.42,440000,-2400.842529296875,88,88
156.6819,1794.75,15.8451,2169.46,445000,-2400.4111328125,89,89
156.707,1785.91,15.5471,2165.96,450000,-2427.837158203125,90,90
156.8938,1790.23,15.7752,2120.23,455000,-2464.831298828125,91,91
156.8611,1798.75,15.5526,2190.74,460000,-2503.935791015625,92,92
156.8644,1811.33,15.5422,2159.48,465000,-2530.330810546875,93,93
156.8238,1823.27,15.7316,2193.17,470000,-2542.4580078125,94,94
156.7733,1806.94,15.6806,2183.96,475000,-2590.82861328125,95,95
156.703,1776.36,15.3869,2140.29,480000,-2625.845947265625,96,96
156.7265,1819.52,15.6649,2180.51,485000,-2639.330322265625,97,97
156.95,1799.14,15.5721,2128.98,490000,-2694.526123046875,98,98
156.8231,1804.37,15.5576,2198.49,495000,-2723.67626953125,99,99
156.908,1806.5,15.6111,2140.17,500000,-2760.901611328125,100,100
156.8195,1826.75,15.224,2165.5,505000,-2765.192626953125,101,101
156.9472,1852.56,15.9911,2223.77,510000,-2820.9130859375,102,102
156.7238,1832.72,15.5327,2211.66,515000,-2840.44091796875,103,103
156.8138,1793.56,15.3289,2142.96,520000,-2871.307861328125,104,104
156.8094,1844.25,15.5289,2162.8,525000,-2924.918212890625,105,105
156.9441,1856.08,15.8312,2200.51,530000,-2956.36669921875,106,106
156.9643,1811.23,15.631,2186.61,535000,-2985.226318359375,107,107
156.878,1615.32,14.8634,1957.59,540000,-2962.751708984375,108,108
156.7241,1804.42,15.4715,2137.31,545000,-3043.0634765625,109,109
156.7076,1767.96,15.1884,2163.3,550000,-3079.914306640625,110,110
157.5703,451.68,13.6941,112.52,555000,-3017.25634765625,111,111
158.0581,212.9,13.9111,-228.17,560000,-3144.34912109375,112,112
157.4575,-171.56,15.4872,-217.07,565000,-3108.52294921875,113,113
156.9963,1395.78,13.8878,1347.96,570000,-3163.377685546875,114,114
156.9343,1670.58,15.0321,1998.57,575000,-3240.98779296875,115,115
156.9209,651.68,15.7527,-295.11,580000,-3229.183349609375,116,116
156.5949,1283.82,14.7746,-230.96,585000,-3302.22216796875,117,117
156.7214,1741.37,15.2928,2093.22,590000,-3356.9462890625,118,118
156.764,1181.31,14.9635,-276.71,595000,-3393.249267578125,119,119
156.6264,1646.03,14.5821,1986.99,600000,-3372.87158203125,120,120
157.7281,850.87,14.3,906.95,605000,-3521.490966796875,121,121
156.7642,1780.84,15.6693,1666.33,610000,-3503.102294921875,122,122
156.711,1698.98,14.8333,2125.7,615000,-3513.731201171875,123,123
156.6348,1454.3,14.3081,1895.31,620000,-3524.320556640625,124,124
156.9891,749.95,13.3478,446.64,625000,-3681.94873046875,125,125
158.998,112.08,15.1175,106.05,630000,-3569.6240234375,126,126
156.8915,1751.7,15.2221,2090.45,635000,-3649.943603515625,127,127
157.633,705.84,14.5143,1041.67,640000,-3795.23095703125,128,128
156.4597,1705.33,15.2589,2052.0,645000,-3784.1103515625,129,129
156.7785,1808.25,15.5895,2128.43,650000,-3799.085205078125,130,130
156.6896,1418.18,14.9003,1764.3,655000,-3849.760009765625,131,131
157.2227,952.76,13.1508,855.44,660000,-3819.48046875,132,132
156.7754,1722.3,15.2401,2088.63,665000,-3901.16748046875,133,133
156.6778,1748.22,15.2765,144.06,670000,-3926.3291015625,134,134
157.5713,422.74,14.3119,-281.67,675000,-3873.13232421875,135,135
156.5594,1763.97,15.3251,2113.42,680000,-3986.489501953125,136,136
159.5335,-156.42,16.6166,-187.66,685000,-3954.665771484375,137,137
157.0523,902.51,15.846,-274.81,690000,-4058.2890625,138,138
156.798,1792.22,15.5735,2123.39,695000,-4135.16064453125,139,139
156.7124,1613.78,14.8099,1924.29,700000,-4072.28662109375,140,140
156.861,1756.04,15.0604,2133.35,705000,-4214.61279296875,141,141
156.8467,703.4,15.3576,501.45,710000,-4336.97802734375,142,142
158.8059,491.99,15.5186,462.38,715000,-4310.32568359375,143,143
157.1296,844.47,12.9308,2155.42,720000,-4182.541015625,144,144
159.4529,-220.48,20.7468,-125.26,725000,-4076.909423828125,145,145
157.0458,896.34,14.9225,896.09,730000,-4546.25,146,146
157.7821,971.28,14.5537,900.44,735000,-4381.1630859375,147,147
158.8649,317.66,15.461,479.07,740000,-4440.36279296875,148,148
156.6747,1761.42,15.4119,2128.42,745000,-4541.43994140625,149,149
157.3139,1395.54,15.5759,1701.76,750000,-4636.34326171875,150,150
156.9506,1284.29,13.7594,1600.01,755000,-4592.39697265625,151,151
157.7613,654.15,17.6183,533.22,760000,-5171.1279296875,152,152
157.1504,1168.99,13.0353,998.63,765000,-4484.359375,153,153
156.5616,1587.08,14.9347,1482.86,770000,-4650.185546875,154,154
156.8365,1585.74,14.7238,1913.85,775000,-4769.0009765625,155,155
156.8721,1627.34,14.609,260.32,780000,-4786.6162109375,156,156
157.1116,1496.78,15.4672,1411.3,785000,-4870.03515625,157,157
156.8239,1643.44,15.3355,1983.49,790000,-4866.55224609375,158,158
156.956,1780.15,15.4379,2139.77,795000,-4981.46142578125,159,159
156.7402,1442.35,13.6737,1738.56,800000,-4973.5732421875,160,160
158.7734,-18.78,15.8,-42.66,805000,-4968.9306640625,161,161
156.944,1595.97,13.6367,1471.08,810000,-5032.48046875,162,162
156.8087,1724.99,15.2939,2055.25,815000,-5114.68359375,163,163
156.7737,1289.7,13.9935,1668.87,820000,-5253.0595703125,164,164
157.0174,1353.6,13.5213,1746.86,825000,-5058.0439453125,165,165
156.8503,1737.22,14.5657,2074.39,830000,-5235.64501953125,166,166
157.0111,794.74,14.619,785.66,835000,-5534.00732421875,167,167
156.8665,1652.71,14.7732,1891.31,840000,-5351.859375,168,168
157.0743,1678.56,15.466,1963.65,845000,-5406.931640625,169,169
156.8826,1608.02,15.0082,1892.7,850000,-5443.98583984375,170,170
156.8594,1624.74,14.797,1930.88,855000,-5420.0009765625,171,171
156.8618,1352.79,14.6467,1788.33,860000,-5509.50830078125,172,172
157.6639,739.45,14.3169,-261.79,865000,-5401.8134765625,173,173
156.3765,1619.96,14.7417,2009.3,870000,-5550.45166015625,174,174
156.7599,1417.35,13.3048,1728.04,875000,-5459.96630859375,175,175
156.6619,1735.85,13.0483,2004.29,880000,-5531.341796875,176,176
156.8495,1022.91,14.2146,1828.78,885000,-5837.0322265625,177,177
157.9023,532.13,16.0605,530.42,890000,-6155.6875,178,178
157.9025,965.82,14.107,954.61,895000,-5510.48046875,179,179
156.5104,1513.14,12.3286,2239.56,900000,-5466.04345703125,180,180
156.81,1627.03,15.6095,2039.8,905000,-6015.8046875,181,181
156.845,1825.51,12.4134,2153.21,910000,-5493.021484375,182,182
156.4374,1437.02,14.1048,1836.06,915000,-5883.328125,183,183
156.4026,2306.13,13.2402,2987.27,920000,-5662.51220703125,184,184
156.073,2420.5,12.6653,2957.61,925000,-5748.0263671875,185,185
156.2203,2613.94,13.1541,3163.04,930000,-5583.85107421875,186,186
156.0185,2376.39,13.2766,3053.67,935000,-5530.4013671875,187,187
155.9794,2621.54,12.7847,3358.97,940000,-5692.70166015625,188,188
155.7724,2844.11,13.4491,3396.91,945000,-5542.09130859375,189,189
155.8516,3139.14,13.755,3581.78,950000,-5587.203125,190,190
155.6383,3118.78,14.0671,3729.62,955000,-5624.2177734375,191,191
155.5456,3379.72,14.594,3913.9,960000,-5645.3193359375,192,192
155.7865,2993.88,14.1632,3430.7,965000,-5624.7099609375,193,193
155.201,3393.63,14.2156,3963.56,970000,-5700.79638671875,194,194
155.133,3440.36,13.9503,4134.59,975000,-5709.86279296875,195,195
155.173,3641.23,14.5524,4259.79,980000,-5700.3076171875,196,196
155.1557,3642.38,14.3262,4281.97,985000,-5787.8564453125,197,197
155.1258,3663.23,14.1763,4212.3,990000,-5806.1015625,198,198
155.4047,3632.95,14.3523,4207.78,995000,-5816.24462890625,199,199
155.1156,3711.13,14.3658,4176.49,1000000,-5790.09375,200,200
155.1285,3889.06,14.6932,4483.15,1005000,-5893.365234375,201,201
155.1429,3886.43,14.6684,4419.0,1010000,-5904.52685546875,202,202
155.07,3857.82,14.8361,4518.61,1015000,-5896.5400390625,203,203
155.1071,3997.26,14.8636,4622.27,1020000,-5946.8916015625,204,204
155.086,4062.07,15.1807,4721.36,1025000,-6018.671875,205,205
154.9703,4083.28,15.082,4790.31,1030000,-6064.9833984375,206,206
154.8088,4290.55,15.3717,4797.29,1035000,-6018.62158203125,207,207
154.904,4256.02,15.5308,4830.28,1040000,-6065.74365234375,208,208
154.784,4415.57,15.8137,4966.72,1045000,-6070.82763671875,209,209
154.7729,4358.16,15.6714,4947.5,1050000,-6126.66748046875,210,210
154.687,4442.42,15.4557,5052.26,1055000,-6151.8154296875,211,211
154.6628,4330.0,15.2825,4921.61,1060000,-6165.74560546875,212,212
154.5055,4490.82,15.5048,5063.81,1065000,-6225.767578125,213,213
154.304,4556.48,15.8044,5130.72,1070000,-6255.2119140625,214,214
154.6755,4560.21,15.9137,5051.24,1075000,-6342.41748046875,215,215
154.4634,4601.17,16.1263,5102.24,1080000,-6380.796875,216,216
154.5396,4451.85,15.5665,4980.46,1085000,-6463.4404296875,217,217
154.5352,4536.92,15.6035,4984.57,1090000,-6522.806640625,218,218
154.4062,4486.95,15.2192,4846.65,1095000,-6600.6689453125,219,219
154.1323,4422.39,15.1468,4853.81,1100000,-6754.64306640625,220,220
154.25,4450.83,15.0954,4851.27,1105000,-6760.30615234375,221,221
154.4578,4501.75,15.3345,4983.3,1110000,-6744.3046875,222,222
154.3736,4596.89,15.0685,5129.93,1115000,-6787.68310546875,223,223
154.0773,4693.36,15.4918,5163.56,1120000,-6829.23291015625,224,224
154.2022,4662.93,15.5493,5185.02,1125000,-6771.69970703125,225,225
154.3105,4691.53,15.5912,5205.93,1130000,-6861.45849609375,226,226
154.3053,4706.98,15.8585,5285.09,1135000,-6887.99169921875,227,227
154.1596,4875.56,16.0655,5471.01,1140000,-6914.87744140625,228,228
154.113,4897.08,16.285,5381.63,1145000,-6993.091796875,229,229
154.2021,4814.73,15.9093,5187.09,1150000,-7082.10107421875,230,230
153.945,4865.27,15.815,5453.62,1155000,-7029.9150390625,231,231
154.0324,4834.31,15.5597,5423.77,1160000,-7119.82470703125,232,232
153.9775,4970.77,16.31,5512.92,1165000,-7137.2568359375,233,233
153.7749,4840.05,15.9741,5390.32,1170000,-7136.87841796875,234,234
154.2028,4703.98,15.9139,5227.46,1175000,-7164.02734375,235,235
153.9883,4873.93,15.478,5491.17,1180000,-7262.06298828125,236,236
153.6968,4823.35,15.2733,5241.39,1185000,-7261.17041015625,237,237
154.1104,4805.86,15.5248,5321.2,1190000,-7321.35888671875,238,238
153.7946,4711.96,14.9603,5119.58,1195000,-7338.4033203125,239,239
153.6169,4878.42,14.9033,5414.51,1200000,-7338.18994140625,240,240
154.07,4754.23,14.9666,5301.68,1205000,-7512.974609375,241,241
153.8559,4809.59,15.1095,5328.35,1210000,-7479.29052734375,242,242
154.2803,4887.76,15.477,5466.4,1215000,-7537.279296875,243,243
153.9784,5006.48,15.8506,5632.8,1220000,-7584.47998046875,244,244
153.9062,4985.33,15.6328,5500.21,1225000,-7622.55029296875,245,245
154.1026,5047.74,15.8396,5562.6,1230000,-7673.990234375,246,246
153.8941,5022.48,15.7793,5597.48,1235000,-7696.2197265625,247,247
153.8154,5007.87,15.6339,5491.24,1240000,-7745.4091796875,248,248
154.1087,5028.75,15.7077,5597.76,1245000,-7774.2900390625,249,249
154.0631,5015.59,15.7839,5534.6,1250000,-7703.60107421875,250,250
153.814,5064.85,15.9009,5658.3,1255000,-7866.97802734375,251,251
154.0057,5101.61,15.8079,5704.03,1260000,-7784.77197265625,252,252
153.8082,5152.68,15.8379,5708.76,1265000,-7894.3603515625,253,253
153.7845,5121.74,15.9174,5753.32,1270000,-7929.62939453125,254,254
153.8489,5065.37,15.4256,5683.25,1275000,-7936.61474609375,255,255
153.985,5119.84,15.7995,5758.28,1280000,-7969.1640625,256,256
153.9578,5151.11,16.2132,5747.54,1285000,-7986.27099609375,257,257
153.5829,5098.38,16.1004,5682.86,1290000,-7966.4052734375,258,258
154.3092,5015.24,15.9894,5605.49,1295000,-8111.6484375,259,259
154.0411,5034.39,16.0074,5745.33,1300000,-8191.3583984375,260,260
154.1842,4872.0,15.9565,5405.77,1305000,-8160.7236328125,261,261
154.6485,3875.36,15.3046,4271.26,1310000,-8682.767578125,262,262
153.6275,5081.98,15.2933,5602.38,1315000,-8258.240234375,263,263
153.704,5163.95,15.7473,5733.82,1320000,-8258.7841796875,264,264
153.95,5223.45,15.6312,5781.57,1325000,-8204.2578125,265,265
153.7595,5385.88,16.0178,5865.65,1330000,-8162.90869140625,266,266
