Reward Loss,Real Det Return,Running Reverse KL,Real Sto Return,Itration,Running Forward KL,Running Env Steps,Running Update Time
-2362.02392578125,1585.61,26.2537,533.41,41,63.5305,205000,41
-2485.61474609375,1083.32,26.2184,414.4,42,64.4697,210000,42
-2300.08251953125,981.49,23.6962,581.71,43,61.2616,215000,43
-2323.083251953125,1523.64,23.177,813.35,44,59.7333,220000,44
-2714.2705078125,1552.19,25.9599,554.81,45,64.6918,225000,45
-2500.25,1364.81,24.4779,650.82,46,60.086,230000,46
-2729.689697265625,1267.44,25.2717,585.38,47,62.8801,235000,47
-2566.6513671875,1661.29,23.8038,801.77,48,59.3112,240000,48
-2653.941162109375,1984.19,23.2819,849.43,49,59.582,245000,49
-2944.602294921875,2069.83,24.5828,689.89,50,61.0512,250000,50
-2726.84912109375,1595.4,24.3218,896.15,51,60.5168,255000,51
-2741.208740234375,2378.99,23.7589,1222.84,52,58.2997,260000,52
-2753.90185546875,2234.7,24.0164,1080.22,53,58.29,265000,53
-3038.603271484375,1948.9,23.9475,1112.69,54,59.7179,270000,54
-2971.604248046875,2379.22,26.5306,1021.16,55,60.6743,275000,55
-3146.7412109375,1661.95,23.7268,757.34,56,60.9239,280000,56
-3124.624755859375,2172.28,25.776,1286.29,57,60.7464,285000,57
-3386.509521484375,1630.94,24.1536,668.64,58,60.6195,290000,58
-2913.918701171875,2188.57,25.7441,1373.64,59,56.4589,295000,59
-3484.197998046875,2025.25,23.6672,771.31,60,60.9,300000,60
-3226.873779296875,2453.81,27.2286,1718.95,61,59.4697,305000,61
-3415.829345703125,2053.57,27.333,1520.44,62,61.1356,310000,62
-3556.692138671875,2342.13,24.8935,1307.22,63,60.1113,315000,63
-3581.514892578125,2230.53,24.713,1196.01,64,59.759,320000,64
-3255.400146484375,2566.4,33.265,1802.52,65,60.7908,325000,65
-3457.777587890625,1694.39,24.9542,801.92,66,58.1741,330000,66
-3786.292236328125,2448.56,25.2874,1590.14,67,60.7674,335000,67
-3979.22216796875,2123.71,24.7509,1259.5,68,60.5418,340000,68
-3674.46044921875,2818.02,27.6004,1862.53,69,60.0099,345000,69
-3971.090087890625,2544.19,26.4815,1774.48,70,60.6355,350000,70
-4165.32861328125,2139.21,24.7613,1476.98,71,59.9909,355000,71
-3820.69384765625,2253.46,28.1091,1581.8,72,59.7097,360000,72
-4042.9306640625,2460.23,26.9457,1630.16,73,59.1249,365000,73
-4285.5517578125,2114.02,24.5744,1551.52,74,60.0076,370000,74
-4025.147705078125,2517.91,28.0234,1727.66,75,58.4518,375000,75
-4841.65283203125,1370.28,24.7061,942.21,76,62.5625,380000,76
-4150.8798828125,1977.34,24.0745,1249.12,77,57.2649,385000,77
-4340.841796875,2498.39,26.9446,1267.03,78,58.9608,390000,78
-4841.513671875,1970.49,24.1437,784.72,79,59.2044,395000,79
-4983.8896484375,2289.56,25.194,1440.25,80,61.631,400000,80
-4472.5029296875,2260.09,29.2931,1111.74,81,60.198,405000,81
-4820.59765625,1519.11,23.4069,812.07,82,58.8778,410000,82
-4279.03271484375,2730.96,35.3994,2007.75,83,64.1065,415000,83
-5007.0537109375,2314.04,26.8941,1521.46,84,60.6092,420000,84
-5147.8603515625,1791.02,25.2677,780.56,85,60.1694,425000,85
-4829.72607421875,1684.74,26.6696,1036.73,86,60.4185,430000,86
-5229.51611328125,2371.49,27.0616,1626.86,87,61.41,435000,87
-4398.73583984375,2475.88,36.9624,2033.81,88,60.3236,440000,88
-5184.01123046875,2184.33,31.3178,1926.56,89,61.1025,445000,89
-4748.87744140625,2883.41,29.9658,2053.2,90,59.7386,450000,90
-4760.40869140625,2097.45,32.9802,1564.53,91,59.2258,455000,91
-5034.681640625,2152.22,29.5095,1958.17,92,58.6435,460000,92
-6010.798828125,2042.5,25.3895,1056.25,93,60.7632,465000,93
-5281.865234375,3298.0,30.8416,2310.71,94,59.9513,470000,94
-5081.64892578125,2796.39,34.1479,2138.58,95,60.9176,475000,95
-5292.60302734375,3052.12,32.5203,1429.43,96,60.7872,480000,96
-5794.38330078125,2153.99,27.3942,1179.22,97,61.6398,485000,97
-5371.53857421875,2980.89,34.7785,2256.11,98,60.7265,490000,98
-5583.9248046875,2149.78,30.6013,1362.19,99,62.1544,495000,99
-6017.1298828125,1949.82,30.7057,1481.63,100,59.649,500000,100
-5681.35400390625,3072.06,30.3586,1902.42,101,59.2115,505000,101
-5571.71826171875,3094.73,35.0149,2397.66,102,61.2126,510000,102
-5405.5693359375,1939.7,33.5926,1004.16,103,59.8178,515000,103
-5724.63720703125,2886.03,36.4156,2338.48,104,60.8342,520000,104
-5892.517578125,3486.31,36.2325,2091.16,105,61.7894,525000,105
-5289.044921875,3062.86,35.6513,2238.84,106,60.5868,530000,106
-5770.27490234375,3424.75,39.5143,2500.43,107,60.9875,535000,107
-5807.7373046875,2165.27,30.6828,1455.46,108,58.4803,540000,108
-6091.33984375,3593.38,37.9094,2403.05,109,61.2251,545000,109
-6604.56201171875,2479.83,32.2238,2071.88,110,61.1354,550000,110
-6639.033203125,3673.15,29.5462,2042.48,111,61.432,555000,111
-6644.138671875,2812.87,33.0301,1740.77,112,60.6672,560000,112
-7775.54248046875,2143.51,26.412,1902.95,113,62.3207,565000,113
-6281.392578125,3000.13,43.9507,2282.4,114,64.5855,570000,114
-6606.0556640625,3484.47,41.1274,2725.84,115,62.5988,575000,115
-7083.671875,3082.48,39.8373,2893.06,116,65.3943,580000,116
-7900.94921875,2475.94,29.7651,1389.94,117,62.9576,585000,117
-6812.185546875,1764.95,30.0458,1200.5,118,61.5883,590000,118
-6754.2568359375,2647.74,39.116,2385.18,119,62.6534,595000,119
-7995.52001953125,2827.95,32.8794,1830.25,120,61.986,600000,120
-7720.7373046875,2540.27,32.5269,1923.46,121,62.6919,605000,121
-6966.275390625,3653.14,43.9476,2739.55,122,65.9302,610000,122
-7283.404296875,3283.27,33.196,2538.6,123,60.0816,615000,123
-7967.48583984375,3025.53,31.7009,1999.35,124,61.4933,620000,124
-7278.1904296875,3180.33,42.1101,2609.72,125,63.3824,625000,125
-7416.58056640625,3779.07,51.6922,3290.35,126,68.7644,630000,126
-8153.703125,3183.51,39.5372,2438.62,127,62.382,635000,127
-7800.66015625,3770.13,42.1508,2857.67,128,65.4312,640000,128
-7674.58056640625,3195.53,47.9075,2740.55,129,68.4988,645000,129
-7933.04736328125,3801.12,50.9333,3067.99,130,71.1645,650000,130
-8580.4990234375,3846.7,40.2463,2789.39,131,63.4635,655000,131
-7733.2587890625,4105.87,46.8498,3264.19,132,67.6938,660000,132
-7851.7666015625,4030.24,45.8743,3184.05,133,67.15,665000,133
-8193.3271484375,3991.89,47.9748,2846.87,134,66.2361,670000,134
-8209.904296875,3906.45,34.3266,2331.81,135,59.0505,675000,135
-9246.0595703125,3547.35,44.1316,3119.78,136,65.9967,680000,136
-8469.2666015625,4087.13,48.7328,3420.27,137,67.7213,685000,137
-8968.4189453125,3684.71,46.4076,3420.66,138,69.2895,690000,138
-9217.546875,3558.31,41.1017,3033.38,139,66.8754,695000,139
-8480.7392578125,3804.18,54.5929,2420.75,140,73.2883,700000,140
-8806.12109375,4049.09,46.1857,2650.33,141,66.7866,705000,141
-8699.181640625,3932.16,53.1054,3093.16,142,72.4306,710000,142
-9240.083984375,4032.81,53.2778,3018.09,143,70.4517,715000,143
-9459.99609375,3747.91,40.8974,3168.42,144,63.9062,720000,144
-9858.2646484375,3408.27,42.0519,3230.74,145,65.177,725000,145
-9606.5615234375,4199.28,55.6365,3501.48,146,72.9634,730000,146
-9434.0693359375,4292.18,48.8267,3365.86,147,69.7812,735000,147
-9193.115234375,3557.51,54.0055,2548.53,148,70.7198,740000,148
-9486.4892578125,3563.63,42.7021,2392.45,149,65.4964,745000,149
-10048.03515625,4159.57,44.5531,3433.6,150,64.9545,750000,150
-10053.7470703125,3439.76,45.1605,2373.13,151,67.4001,755000,151
-10383.08984375,3026.07,41.2032,2826.06,152,65.7412,760000,152
-10047.880859375,3671.94,47.5517,1993.74,153,68.4728,765000,153
-10641.64453125,3634.13,49.0331,2614.28,154,69.9807,770000,154
-10472.34765625,4141.07,46.1127,3193.8,155,68.0633,775000,155
-10412.4482421875,4509.23,52.2355,3573.91,156,71.2429,780000,156
-11046.2177734375,4571.51,50.4188,3865.52,157,67.5243,785000,157
-10832.9912109375,4235.43,52.0047,3089.53,158,70.5796,790000,158
-11631.4970703125,4258.58,60.0014,3978.36,159,73.7051,795000,159
-10834.11328125,4003.43,54.6289,3107.03,160,70.5595,800000,160
-11292.1806640625,3627.54,53.9602,3373.77,161,69.7745,805000,161
-11718.2373046875,3510.51,47.8443,2495.99,162,68.0889,810000,162
-11707.8349609375,3766.08,43.502,3361.42,163,66.7356,815000,163
-12225.9736328125,4147.44,52.4393,3116.47,164,70.0454,820000,164
-11990.4296875,4071.69,41.0445,3636.55,165,65.5372,825000,165
-12146.689453125,3418.33,45.7877,2844.01,166,68.8227,830000,166
-12561.4970703125,4480.79,54.7011,3722.54,167,69.6749,835000,167
-12128.9111328125,3996.92,52.3827,3284.48,168,70.9349,840000,168
-12476.890625,4704.35,60.3842,3964.98,169,73.4528,845000,169
-13078.0859375,4368.29,57.065,3697.73,170,76.057,850000,170
-13263.97265625,4123.82,60.7863,3241.58,171,74.2702,855000,171
-12268.4296875,4446.81,64.7045,3734.9,172,75.2137,860000,172
-13232.138671875,4460.95,61.9223,3727.86,173,76.0486,865000,173
-13406.1337890625,4621.11,56.9077,4333.6,174,69.718,870000,174
-13202.673828125,3828.03,53.9334,3241.22,175,70.9906,875000,175
-13810.939453125,4226.48,53.3631,3865.64,176,70.0164,880000,176
-14190.849609375,4479.69,59.1693,4403.74,177,72.5946,885000,177
-14899.3388671875,4664.45,57.7437,4137.4,178,71.3524,890000,178
-14155.66796875,4500.76,61.9919,4458.77,179,74.7247,895000,179
-14544.046875,4864.25,58.7403,3762.96,180,73.2287,900000,180
-14730.8115234375,4382.01,59.3677,3735.5,181,73.6032,905000,181
-14355.837890625,4750.09,56.598,3742.92,182,70.132,910000,182
-14223.587890625,4162.69,57.9108,3431.17,183,70.7907,915000,183
-15858.1328125,4378.92,69.1687,3636.53,184,77.7448,920000,184
-14850.0537109375,4250.88,46.7386,2961.74,185,67.3384,925000,185
-14712.8779296875,4328.7,68.9758,3394.78,186,75.7164,930000,186
-15426.654296875,5034.22,64.9982,4005.43,187,76.442,935000,187
-15526.00390625,4625.8,50.3259,3966.89,188,68.9971,940000,188
-15474.7978515625,4490.75,53.3201,3420.43,189,69.293,945000,189
-16267.8916015625,4666.17,64.7761,4001.24,190,76.1562,950000,190
-15912.8935546875,4061.54,60.9285,3584.23,191,72.491,955000,191
-16051.7666015625,4616.09,63.0695,3491.82,192,75.4694,960000,192
-16803.671875,5107.15,69.4345,3805.33,193,81.1122,965000,193
-17530.455078125,4450.91,57.5685,4169.22,194,69.298,970000,194
-16535.2578125,4655.61,59.5219,3880.11,195,70.375,975000,195
-17275.73046875,4690.67,63.2872,4091.69,196,71.9507,980000,196
-16975.1171875,4487.96,57.9087,3479.07,197,70.8026,985000,197
-18093.79296875,5005.39,73.8222,4482.84,198,81.6718,990000,198
-18394.90234375,4236.41,57.7696,3459.59,199,71.6763,995000,199
-17818.1796875,4417.65,68.7852,3424.02,200,76.198,1000000,200
-17846.19140625,4077.36,58.2287,2616.35,201,70.427,1005000,201
-17975.91015625,3564.76,50.3817,3542.5,202,69.257,1010000,202
-18593.2265625,3876.88,62.2017,3405.4,203,74.5733,1015000,203
-19024.41796875,3361.76,55.0875,2899.3,204,71.644,1020000,204
-19130.240234375,4597.66,67.4784,3843.44,205,77.8679,1025000,205
-19230.96875,4210.72,65.4319,2802.4,206,79.9391,1030000,206
-18835.07421875,4091.18,43.9258,2302.06,207,67.9228,1035000,207
-19084.19140625,3142.37,48.7652,2674.42,208,68.1263,1040000,208
-20297.408203125,4622.47,62.3196,3601.26,209,74.15,1045000,209
-19782.560546875,3473.18,56.5048,3197.42,210,71.7087,1050000,210
-20857.767578125,4399.54,63.9379,2657.26,211,75.1094,1055000,211
-20105.26171875,4346.67,51.4112,4073.33,212,70.0541,1060000,212
-20144.943359375,3505.66,47.0305,3275.8,213,69.2252,1065000,213
-20454.8046875,4107.05,52.6966,3684.77,214,69.5755,1070000,214
-21525.8828125,5051.94,63.9934,3870.62,215,75.2717,1075000,215
-21079.34765625,4187.49,60.8163,2779.88,216,71.3075,1080000,216
-21988.658203125,3727.36,68.8506,3491.44,217,82.9134,1085000,217
-21234.8671875,4512.94,59.2551,3703.62,218,71.533,1090000,218
-22317.580078125,3933.13,63.9987,3963.72,219,76.1972,1095000,219
-22934.99609375,4767.78,64.9888,3348.31,220,76.8082,1100000,220
-22061.248046875,4553.21,51.801,3925.68,221,70.0006,1105000,221
-22363.8359375,4519.42,49.4805,3017.24,222,69.9358,1110000,222
-23079.787109375,4329.73,66.7294,3102.32,223,76.0926,1115000,223
-23090.556640625,4952.04,58.7903,3668.3,224,71.6462,1120000,224
-24470.662109375,4884.57,68.2931,4008.07,225,82.4464,1125000,225
-24212.896484375,4121.7,67.3204,2595.32,226,80.6087,1130000,226
-24374.37109375,4518.4,63.0619,4284.81,227,76.2895,1135000,227
-24231.841796875,4118.96,56.1165,4373.93,228,70.9978,1140000,228
-25136.0,4850.84,69.7156,4057.81,229,80.6098,1145000,229
-25693.37890625,4685.48,71.128,4551.99,230,77.4721,1150000,230
-24960.84375,4580.14,60.048,3519.37,231,73.3718,1155000,231
-24044.41796875,4360.22,51.035,3036.8,232,69.7946,1160000,232
-25928.0234375,5279.68,72.1517,4384.18,233,81.5566,1165000,233
-25313.505859375,4587.68,59.5846,4819.69,234,71.7647,1170000,234
-26077.212890625,4143.39,66.2481,3742.07,235,81.7027,1175000,235
-27035.642578125,4444.81,74.9304,4484.25,236,83.9674,1180000,236
-26825.08203125,5356.81,72.241,4141.4,237,84.0453,1185000,237
-27237.185546875,5282.82,70.9465,4475.44,238,81.7908,1190000,238
-27970.130859375,4995.9,70.228,4114.87,239,80.2539,1195000,239
-27436.515625,5191.16,68.4327,3997.76,240,77.7206,1200000,240
-27436.8515625,4998.35,66.0488,4895.48,241,75.0198,1205000,241
-27827.703125,5466.55,65.8995,4705.22,242,74.3696,1210000,242
-28482.166015625,5313.76,74.1372,4184.12,243,82.0565,1215000,243
-27730.703125,5243.12,64.7485,3241.99,244,75.4328,1220000,244
-28546.638671875,5025.65,66.9782,3947.04,245,77.7195,1225000,245
-29239.2578125,5199.68,67.3798,4493.29,246,79.6021,1230000,246
-29367.3125,4394.44,71.1966,3982.55,247,80.5023,1235000,247
-30211.36328125,5259.6,75.6365,4705.16,248,82.9574,1240000,248
-29224.322265625,4642.67,59.8272,4488.19,249,71.7851,1245000,249
-29783.064453125,5584.85,64.8093,5133.5,250,74.2565,1250000,250
-28407.59375,5486.09,59.6859,4173.14,251,70.8304,1255000,251
-30494.96484375,4534.36,73.1281,4661.0,252,80.6861,1260000,252
-27874.490234375,3755.67,48.4974,3151.66,253,69.9189,1265000,253
-30549.12109375,5253.62,65.3887,3710.28,254,74.7184,1270000,254
-31586.205078125,5089.26,75.5915,4091.45,255,78.2347,1275000,255
-30934.140625,5405.73,66.2932,4793.91,256,72.9921,1280000,256
-31417.39453125,5161.11,66.4009,4246.11,257,74.0295,1285000,257
-32604.033203125,4786.96,75.7541,4351.68,258,77.9488,1290000,258
-31815.763671875,4860.14,67.1254,4700.83,259,75.9543,1295000,259
-33723.28125,5159.18,78.1016,4170.98,260,85.3928,1300000,260
-31340.646484375,4691.71,63.0257,4277.07,261,71.7264,1305000,261
-32534.400390625,4412.74,66.8542,4199.31,262,74.4796,1310000,262
-32396.3828125,5069.96,66.0288,4361.87,263,74.1914,1315000,263
-33204.92578125,5187.49,68.6014,4535.02,264,75.3799,1320000,264
-33561.37109375,5322.38,67.9637,4819.94,265,75.4127,1325000,265
-34721.140625,4990.09,78.445,4354.08,266,83.4313,1330000,266
-33739.8984375,4912.45,77.8775,4642.72,267,76.728,1335000,267
-33331.53515625,5408.49,60.6225,4065.98,268,72.9135,1340000,268
-35078.56640625,4983.44,77.0245,4076.75,269,81.127,1345000,269
-36125.23828125,4738.67,79.18,4801.58,270,83.4233,1350000,270
-36278.4765625,4897.13,73.0395,5133.25,271,83.023,1355000,271
-36409.3125,4904.78,76.7805,4782.97,272,84.9135,1360000,272
-36238.625,4746.28,75.2446,4481.02,273,81.757,1365000,273
-37696.046875,5444.8,87.3969,4704.68,274,87.5373,1370000,274
-36310.078125,5295.4,69.1361,4295.1,275,76.7316,1375000,275
-37832.35546875,5224.67,76.5063,4694.49,276,84.8403,1380000,276
-36961.51953125,5152.7,72.0537,4770.34,277,76.6325,1385000,277
-37650.8125,5293.83,80.0882,4841.44,278,84.6768,1390000,278
-36105.17578125,4811.53,61.9238,4543.84,279,72.6088,1395000,279
-38245.359375,4956.33,73.4683,4328.06,280,82.6588,1400000,280
-39128.7890625,5519.23,83.2699,4889.76,281,85.6496,1405000,281
-39723.59765625,5106.26,80.1989,4855.39,282,84.7254,1410000,282
-38197.24609375,5296.24,70.4996,4672.15,283,77.8261,1415000,283
-39255.07421875,5371.1,75.9677,5141.77,284,80.5929,1420000,284
-38663.328125,5504.72,69.043,4552.85,285,74.2373,1425000,285
-40515.125,5618.59,74.3477,5058.58,286,82.4005,1430000,286
-41452.68359375,5543.47,81.4627,4667.49,287,85.0717,1435000,287
-40280.3359375,5486.5,76.1474,4661.86,288,81.8802,1440000,288
-41143.6015625,5600.82,81.6867,5026.63,289,85.7745,1445000,289
-40405.73828125,5645.49,73.1936,5085.03,290,75.2878,1450000,290
-41168.20703125,4701.4,77.6326,4888.07,291,86.8054,1455000,291
-41703.96484375,5341.62,80.8457,4981.96,292,81.7873,1460000,292
-41848.859375,5434.62,82.1088,4678.99,293,83.3318,1465000,293
-41747.37890625,5251.3,82.3845,4488.84,294,83.7075,1470000,294
-42016.57421875,5562.21,78.7128,5302.97,295,82.4288,1475000,295
-40943.96484375,5558.79,73.9187,4121.15,296,75.0214,1480000,296
-42050.734375,5505.6,73.979,4778.31,297,83.0211,1485000,297
-43554.703125,5261.77,80.9779,5216.83,298,83.309,1490000,298
-43839.37890625,5508.57,83.5407,4918.08,299,85.3654,1495000,299
-41689.90625,5502.46,70.3178,4369.38,300,74.9602,1500000,300
-43947.80859375,5489.22,77.1119,4777.78,301,84.7504,1505000,301
-42144.359375,5425.98,64.3472,4860.87,302,76.1993,1510000,302
-44089.0,5541.7,77.5111,4738.53,303,82.9207,1515000,303
-42969.33203125,5246.75,75.1577,4567.4,304,77.517,1520000,304
-45135.01953125,5669.36,78.8008,5072.47,305,85.4238,1525000,305
-44676.2578125,5531.6,80.5336,5192.89,306,82.7314,1530000,306
-45317.27734375,5623.24,80.0949,5038.19,307,88.5161,1535000,307
-45073.74609375,5545.28,75.828,5006.77,308,79.4733,1540000,308
-45417.140625,5420.19,83.0279,4959.69,309,84.5182,1545000,309
-45420.54296875,5628.94,76.8951,5270.09,310,81.6604,1550000,310
-44872.953125,5585.73,72.2615,5144.89,311,76.9672,1555000,311
-44101.80078125,5340.87,68.0331,4499.84,312,73.5465,1560000,312
-46839.15625,5634.29,81.3763,5299.41,313,83.0033,1565000,313
-44379.546875,5639.49,66.2983,4450.05,314,72.8045,1570000,314
-46001.53515625,5393.74,75.2364,4790.79,315,76.1988,1575000,315
-46316.40234375,5339.99,74.6723,5245.04,316,74.6038,1580000,316
-45609.96875,5313.73,73.1153,5337.0,317,74.7762,1585000,317
-48670.32421875,5770.81,79.1581,4870.71,318,81.8154,1590000,318
-45793.25390625,5627.03,68.4555,5310.85,319,74.0756,1595000,319
-47673.6953125,5485.57,81.6261,4340.07,320,84.1443,1600000,320
-48346.69921875,5297.79,82.9852,5274.14,321,82.2444,1605000,321
-47972.1875,5345.23,82.5067,5193.29,322,83.06,1610000,322
-48817.59375,5181.57,81.8595,5444.61,323,83.4447,1615000,323
-48581.03515625,5670.42,77.3516,5249.52,324,80.7003,1620000,324
-49207.6015625,5714.71,82.5534,5085.69,325,84.3144,1625000,325
-49780.27734375,5665.94,86.2124,4659.94,326,85.3299,1630000,326
-50144.41015625,5462.06,86.766,4972.27,327,84.6891,1635000,327
-50185.4921875,5613.53,89.1944,4742.11,328,86.2426,1640000,328
-50307.97265625,5332.42,86.3422,5330.98,329,83.9784,1645000,329
-48268.16015625,5247.09,76.36,5005.63,330,75.6639,1650000,330
-50268.9453125,5578.32,86.3858,4816.82,331,82.9785,1655000,331
-50624.98046875,5312.54,83.953,4876.73,332,85.0443,1660000,332
-51082.69140625,5455.29,91.7901,5343.0,333,87.0916,1665000,333
-51161.109375,5394.17,90.141,5326.09,334,84.6985,1670000,334
-47947.9453125,5110.64,76.8949,4936.03,335,75.6697,1675000,335
-52116.72265625,5763.22,85.4338,5174.71,336,85.5709,1680000,336
-49597.24609375,5280.13,79.8104,5187.33,337,79.383,1685000,337
-50803.77734375,5392.5,84.3794,4976.89,338,77.807,1690000,338
-50612.06640625,5402.74,85.4882,5263.27,339,80.9406,1695000,339
-51761.76171875,5403.83,85.0195,4580.36,340,84.53,1700000,340
-51652.37109375,5267.54,87.023,4799.12,341,81.6187,1705000,341
-52599.6875,5736.97,84.6089,5304.22,342,85.2188,1710000,342
-51906.31640625,5552.68,82.1197,5260.98,343,82.0939,1715000,343
-52474.14453125,5670.67,84.0281,5276.32,344,81.5599,1720000,344
-53493.3671875,5426.42,86.8241,5238.38,345,86.1611,1725000,345
-53126.87109375,5657.95,83.0154,5352.99,346,85.988,1730000,346
-52695.7578125,5000.72,89.5829,4724.57,347,85.2669,1735000,347
-53485.7578125,5628.37,88.1233,4998.67,348,85.7404,1740000,348
-53910.3828125,5389.77,91.3417,4857.64,349,87.6077,1745000,349
-51923.78515625,5640.45,78.8614,5107.37,350,77.4015,1750000,350
-50027.48046875,5593.46,79.7717,5181.46,351,74.9036,1755000,351
-54437.13671875,5597.17,91.3764,4891.06,352,86.0953,1760000,352
-54119.6953125,5264.23,85.84,5293.27,353,83.8289,1765000,353
-54334.58984375,5599.27,91.2206,4968.33,354,88.5414,1770000,354
-54483.4921875,5759.83,86.4595,5310.53,355,83.9549,1775000,355
-54510.96875,5560.93,87.4491,5369.48,356,84.7247,1780000,356
-54661.89453125,5466.22,93.0122,5042.36,357,86.199,1785000,357
-54343.375,5663.98,85.2797,5295.51,358,83.0976,1790000,358
-54010.27734375,5642.45,81.2069,4958.64,359,79.9738,1795000,359
-54830.35546875,5637.92,88.0949,5221.2,360,86.3229,1800000,360
-55415.8203125,5685.44,83.5441,5189.09,361,85.5058,1805000,361
-48849.6328125,5131.05,67.3905,5219.41,362,71.2473,1810000,362
-55611.3828125,5348.66,82.3672,4930.4,363,82.7257,1815000,363
-52977.58984375,5606.82,72.6696,5013.36,364,73.7811,1820000,364
-55066.484375,4928.92,77.2114,3526.74,365,81.3991,1825000,365
-56224.828125,5504.62,79.3898,5167.26,366,81.0004,1830000,366
-56124.8046875,5485.23,82.9552,4991.67,367,82.9264,1835000,367
-56294.4609375,5663.67,77.7446,5006.86,368,82.7673,1840000,368
-57045.921875,5426.36,83.1318,4649.85,369,81.6252,1845000,369
-56553.03125,5709.32,84.2981,4922.15,370,84.5392,1850000,370
-57378.8046875,5288.34,88.3889,4860.35,371,85.6085,1855000,371
-57036.58984375,5542.31,85.6563,4944.25,372,81.0655,1860000,372
-56738.96484375,5789.67,80.1857,5312.54,373,84.1586,1865000,373
-56597.91015625,5415.24,81.6597,5046.47,374,82.1822,1870000,374
-57647.58984375,5353.26,82.3612,5017.23,375,82.8614,1875000,375
-56696.88671875,5514.61,76.9338,4704.14,376,80.3131,1880000,376
-58106.8359375,5399.24,81.3859,5542.92,377,85.0488,1885000,377
-54309.5,5728.46,73.782,5278.3,378,74.3865,1890000,378
-58760.1484375,5830.57,85.088,4879.69,379,84.1433,1895000,379
-56048.33984375,5704.42,72.1367,5026.64,380,75.2457,1900000,380
-57942.6015625,5680.42,83.8925,5024.85,381,80.7463,1905000,381
-57958.9609375,5487.31,85.077,5001.44,382,84.8664,1910000,382
-58504.88671875,5556.64,75.0678,4718.46,383,82.4465,1915000,383
-58956.203125,5887.21,81.0609,4744.51,384,82.0848,1920000,384
-58799.85546875,5230.11,82.1023,4905.7,385,83.2403,1925000,385
-57626.2109375,5357.41,79.4698,4549.54,386,77.3805,1930000,386
-59498.99609375,5307.47,90.8683,4921.66,387,86.4546,1935000,387
-60179.5,5827.19,79.0108,4576.56,388,81.8583,1940000,388
-59670.015625,5498.7,82.2177,4485.02,389,83.9557,1945000,389
-59738.3671875,5487.54,85.6253,5280.71,390,85.018,1950000,390
-60476.90234375,5486.1,80.0075,4759.04,391,84.1516,1955000,391
-58740.96484375,5869.51,76.3437,5040.28,392,77.379,1960000,392
