Reward Loss,Real Det Return,Running Env Steps,Running Reverse KL,Real Sto Return,Running Forward KL,Running Update Time,Itration
-47.67374038696289,2893.62,170000,18.9988,2862.81,30.9845,34,34
-57.27342224121094,2927.27,175000,20.8548,2459.82,30.9014,35,35
-70.93238830566406,3084.84,180000,33.6158,1157.91,31.1018,36,36
-70.64122009277344,3091.42,185000,27.8839,1574.8,31.1834,37,37
-74.6368179321289,2988.96,190000,29.2322,2030.22,31.4085,38,38
-97.15385437011719,3059.38,195000,49.3795,1259.97,30.9398,39,39
-55.18352508544922,2834.41,200000,18.1331,2937.92,31.0064,40,40
-74.04640197753906,2991.82,205000,25.389,2229.58,30.4511,41,41
-62.537506103515625,2906.67,210000,18.4394,2968.19,31.1295,42,42
-108.79768371582031,2994.51,215000,30.5128,1639.3,30.5011,43,43
-65.47920227050781,3036.76,220000,18.0436,2537.48,30.8737,44,44
-78.2725601196289,3057.43,225000,24.8799,2694.43,30.6308,45,45
-74.17350769042969,3031.72,230000,18.277,2511.6,30.3489,46,46
-141.33551025390625,923.02,235000,36.6093,897.69,31.0401,47,47
-86.17882537841797,2578.94,240000,17.8268,2469.14,33.1598,48,48
-75.86808776855469,3128.47,245000,19.8043,3110.31,31.2973,49,49
-76.83038330078125,3127.26,250000,18.5835,3111.96,30.6124,50,50
-87.81661224365234,3024.66,255000,18.427,3001.35,30.9891,51,51
-86.78472137451172,3049.12,260000,18.085,3008.87,30.7895,52,52
-109.32354736328125,3153.01,265000,19.9186,2431.22,30.9948,53,53
-195.38026428222656,3145.23,270000,63.8787,1726.92,31.9183,54,54
-96.36517333984375,3150.4,275000,18.3863,3127.96,30.5585,55,55
-113.02303314208984,3195.63,280000,21.8378,2468.65,30.7876,56,56
-116.61917877197266,3173.19,285000,27.3964,2716.88,30.8337,57,57
-108.82337951660156,3186.52,290000,18.6923,2640.85,29.8812,58,58
-132.6878662109375,3209.3,295000,28.8818,2480.24,30.3054,59,59
-113.03511047363281,3106.65,300000,18.8897,3088.44,30.7515,60,60
-112.88832092285156,3211.76,305000,19.7002,2831.11,30.2031,61,61
-112.1784896850586,3192.67,310000,19.1982,3011.38,30.3149,62,62
-118.40379333496094,3184.08,315000,19.6086,3079.55,30.3777,63,63
-104.87874603271484,3194.12,320000,17.7926,3185.82,30.2702,64,64
-133.9626922607422,3215.7,325000,21.1555,2434.74,30.6604,65,65
-134.5076904296875,3216.7,330000,21.3465,2829.35,29.9185,66,66
-124.87213897705078,3192.6,335000,17.0442,2629.68,29.9475,67,67
-137.5672607421875,3214.51,340000,20.0918,2600.4,30.1312,68,68
-143.34042358398438,3221.59,345000,16.6275,1978.04,29.9117,69,69
-126.82244110107422,3207.93,350000,18.1774,3201.31,29.93,70,70
-125.57423400878906,3209.86,355000,18.4119,3123.42,30.0337,71,71
-126.47679138183594,3238.66,360000,18.303,3225.22,29.7503,72,72
-123.42869567871094,3236.19,365000,16.7049,3253.19,29.0456,73,73
-145.84169006347656,3238.96,370000,17.7298,3073.69,30.1291,74,74
-142.7476806640625,3193.74,375000,18.076,3186.94,30.2219,75,75
-140.48756408691406,3201.29,380000,16.212,3065.98,29.3988,76,76
-144.93719482421875,3230.79,385000,18.5629,3215.86,30.5421,77,77
-149.2366180419922,3233.72,390000,18.0174,3056.93,30.2639,78,78
-160.44309997558594,3213.93,395000,17.3714,3011.26,29.7067,79,79
-151.35743713378906,3272.51,400000,17.9114,2974.44,29.8306,80,80
-161.32334899902344,3216.46,405000,20.1234,3208.51,30.8436,81,81
-151.40863037109375,3238.31,410000,17.6168,3058.18,29.9066,82,82
-150.985107421875,3285.64,415000,17.9718,3258.27,29.7556,83,83
-142.67701721191406,3327.89,420000,16.4282,3151.29,28.5704,84,84
-160.90692138671875,3208.7,425000,17.1732,3097.54,29.9361,85,85
-157.8174591064453,3257.9,430000,18.2922,3240.23,29.9074,86,86
-163.3727264404297,3271.29,435000,18.3331,3274.96,29.4825,87,87
-201.49032592773438,3075.49,440000,21.6197,1417.99,29.4798,88,88
-174.8329620361328,3204.73,445000,16.9132,3221.99,29.5551,89,89
-183.0089111328125,3261.21,450000,18.3371,3252.62,29.3756,90,90
-175.50868225097656,3280.63,455000,18.1481,2905.25,29.7435,91,91
-177.6249237060547,3273.64,460000,18.3404,3273.63,29.7719,92,92
-169.84841918945312,3340.83,465000,17.772,3321.52,28.7032,93,93
-164.47457885742188,3367.73,470000,17.9219,3344.75,28.7801,94,94
-180.38490295410156,3312.79,475000,18.1641,3309.8,29.4455,95,95
-177.03775024414062,3276.41,480000,17.51,3251.89,28.5551,96,96
-193.3521270751953,3280.04,485000,17.8233,3251.74,29.3981,97,97
-187.8245391845703,3338.74,490000,18.2158,3328.92,29.4251,98,98
-164.63909912109375,3368.53,495000,16.5824,3352.96,27.4634,99,99
-204.6683349609375,2944.72,500000,18.3904,3022.07,31.0389,100,100
-187.63893127441406,3337.59,505000,17.7595,3309.33,29.9155,101,101
-209.53089904785156,3248.66,510000,18.9545,3258.36,29.8705,102,102
-188.3142852783203,3267.53,515000,17.2382,3289.53,29.2662,103,103
-180.21971130371094,3382.71,520000,16.5393,3353.11,28.5145,104,104
-183.4730987548828,3329.03,525000,17.18,3318.26,28.393,105,105
-183.5390625,3316.26,530000,15.0005,3101.65,27.9511,106,106
-196.32249450683594,3373.33,535000,16.7608,3244.32,29.0052,107,107
-199.04957580566406,3284.66,540000,17.1197,3278.01,28.8905,108,108
-207.79087829589844,3319.55,545000,17.8603,3325.53,28.9773,109,109
-203.28553771972656,3313.13,550000,16.4127,3310.38,28.3654,110,110
-201.54112243652344,3315.0,555000,17.642,3318.81,28.99,111,111
-213.63894653320312,3286.95,560000,18.2089,3123.68,27.9446,112,112
-210.4402313232422,3328.73,565000,18.7508,3332.53,29.4316,113,113
-206.5782012939453,3347.66,570000,16.9855,3356.86,28.1783,114,114
-218.32275390625,3361.4,575000,17.4873,3225.72,29.1508,115,115
-197.94236755371094,3385.75,580000,16.9133,3398.28,28.825,116,116
-202.57992553710938,3388.95,585000,16.9223,3372.6,28.4808,117,117
-207.0421142578125,3396.46,590000,17.2216,3381.03,28.8553,118,118
-197.4086151123047,3367.89,595000,16.7881,3357.21,28.217,119,119
-191.15452575683594,3402.72,600000,16.5895,3403.48,28.0281,120,120
-216.58511352539062,3331.67,605000,16.1841,3301.06,28.1181,121,121
-200.06265258789062,3372.84,610000,15.6758,3300.77,27.6653,122,122
-216.72662353515625,3392.16,615000,16.494,3399.55,28.4245,123,123
-221.11224365234375,3356.34,620000,16.5804,3354.53,28.0006,124,124
-225.09986877441406,3354.53,625000,15.8741,3363.09,28.2135,125,125
-224.15802001953125,3382.36,630000,15.7914,3215.05,28.2441,126,126
-216.1020050048828,3403.6,635000,16.1049,3383.41,28.255,127,127
-224.35357666015625,3379.06,640000,15.2327,3359.11,27.7709,128,128
-241.1632843017578,3358.56,645000,15.9538,3359.56,28.0605,129,129
-229.73561096191406,3416.27,650000,15.7982,3193.23,28.0092,130,130
-226.66607666015625,3385.66,655000,14.9586,3228.61,27.5337,131,131
-232.89527893066406,3377.99,660000,16.4096,3292.51,28.1604,132,132
-253.289306640625,3371.76,665000,17.2286,3357.95,28.6774,133,133
-250.442626953125,3348.24,670000,15.9755,3300.99,28.3462,134,134
-251.8838348388672,3420.38,675000,16.2127,3191.93,28.5629,135,135
-245.2494354248047,3363.7,680000,16.6386,3359.87,28.3537,136,136
-261.4945983886719,3346.94,685000,16.9779,3364.19,28.6834,137,137
-270.7602844238281,3375.72,690000,17.3297,3338.96,29.2352,138,138
-276.4803466796875,3385.0,695000,19.1712,3303.66,28.6661,139,139
-266.44873046875,3358.97,700000,15.7318,3281.47,27.9825,140,140
-263.3908996582031,3379.78,705000,15.4557,3254.13,27.8801,141,141
-258.88482666015625,3376.72,710000,15.8878,3325.06,28.057,142,142
-283.3115234375,3327.26,715000,16.4811,3319.75,28.477,143,143
-254.6288299560547,3374.44,720000,15.9925,3266.38,27.8592,144,144
-277.1005554199219,3377.77,725000,16.288,3370.59,28.3796,145,145
-265.7031555175781,3370.15,730000,15.8806,3277.68,28.3209,146,146
-274.8234558105469,3362.79,735000,15.0196,3353.68,27.9049,147,147
-274.81622314453125,3326.75,740000,14.9517,3316.05,27.4593,148,148
-266.05316162109375,3351.57,745000,14.142,3314.09,26.9488,149,149
-257.9276428222656,3422.26,750000,15.5544,2871.88,27.6372,150,150
-300.7243957519531,3331.46,755000,19.1486,2947.8,28.6926,151,151
-278.17626953125,3374.13,760000,15.427,3359.35,27.8404,152,152
-276.9062194824219,3377.75,765000,15.2831,3182.68,27.6837,153,153
-296.9937744140625,3328.71,770000,15.2324,3215.07,27.6014,154,154
-281.39019775390625,3386.56,775000,16.862,3067.02,27.8391,155,155
-283.51129150390625,3412.36,780000,15.7625,3305.06,27.7306,156,156
-278.7983703613281,3327.75,785000,14.3612,3311.96,27.0511,157,157
-283.66583251953125,3393.88,790000,15.9844,3306.4,27.8139,158,158
-299.1000671386719,3384.64,795000,15.841,3382.19,27.9421,159,159
-313.7858581542969,3403.05,800000,16.3077,3380.57,28.5066,160,160
-295.82330322265625,3375.96,805000,15.336,3349.95,27.7037,161,161
-306.55657958984375,3380.92,810000,16.2148,3318.81,28.0939,162,162
-317.5148010253906,3371.9,815000,16.0242,3138.09,28.3246,163,163
-314.50201416015625,3345.81,820000,15.2514,3229.74,27.7215,164,164
-282.51409912109375,3433.65,825000,14.0666,3241.16,26.8682,165,165
-281.06158447265625,3410.14,830000,13.7434,3329.26,26.3772,166,166
-323.6817626953125,3373.9,835000,15.7281,3348.39,27.8863,167,167
-298.95526123046875,3410.44,840000,14.5536,3154.82,27.0225,168,168
-310.8046569824219,3427.47,845000,15.0554,3253.53,27.8883,169,169
-284.3628234863281,3400.79,850000,12.9076,3245.85,26.3716,170,170
-322.81390380859375,3405.89,855000,15.0116,3345.09,27.7873,171,171
-330.0986328125,3408.79,860000,16.2664,3175.65,27.5607,172,172
-321.786865234375,3396.14,865000,15.2382,3404.45,27.4774,173,173
-331.0546875,3387.94,870000,15.5011,3380.02,27.6006,174,174
-330.2580261230469,3386.08,875000,15.0245,3361.63,27.4559,175,175
-309.16357421875,3412.87,880000,14.6072,3379.63,27.1344,176,176
-318.6719970703125,3371.65,885000,17.5919,3140.34,27.4869,177,177
-337.148681640625,3402.17,890000,15.4355,3377.09,27.4311,178,178
-332.4037780761719,3408.89,895000,15.1263,2872.36,27.6079,179,179
-331.4861755371094,3408.95,900000,15.1248,3334.79,27.4267,180,180
-375.3354797363281,3341.55,905000,16.9894,3270.97,28.3073,181,181
-351.88262939453125,3372.15,910000,18.0493,3025.81,28.1021,182,182
-355.10260009765625,3394.64,915000,16.8063,3092.18,28.4682,183,183
-350.2359313964844,3373.04,920000,15.0329,3368.46,27.7805,184,184
-379.6385498046875,3369.27,925000,15.2549,3252.74,28.2709,185,185
-363.7251281738281,3369.44,930000,16.6329,3362.47,27.7776,186,186
-300.5997009277344,3426.65,935000,16.3856,2951.31,27.0674,187,187
-375.2590026855469,3382.0,940000,16.3827,3274.0,27.9879,188,188
-347.57464599609375,3387.83,945000,14.3701,3316.35,26.9792,189,189
-356.6424865722656,3372.08,950000,14.4766,3362.37,27.1353,190,190
-349.0912170410156,3394.56,955000,13.918,3166.09,27.175,191,191
-368.22808837890625,3401.26,960000,15.6125,3256.75,27.8906,192,192
-353.5810852050781,3333.15,965000,14.0708,3317.28,26.5461,193,193
-359.4546813964844,3384.22,970000,14.4538,3369.64,26.8603,194,194
-363.64532470703125,3370.9,975000,14.4751,3203.73,27.1997,195,195
-373.5963134765625,3389.26,980000,15.5527,3374.51,27.4817,196,196
-362.81390380859375,3396.05,985000,14.5135,3358.0,26.8299,197,197
-388.6573181152344,3370.13,990000,16.2587,3343.51,27.459,198,198
-381.4883728027344,3372.87,995000,14.6369,3373.62,27.2792,199,199
