Running Reverse KL,Running Env Steps,Running Update Time,Itration,Real Det Return,Reward Loss,Real Sto Return,Running Forward KL
44.2022,170000,34,34,1544.67,-909.1408081054688,1220.07,46.6543
42.0252,175000,35,35,1334.65,-963.4954223632812,1305.37,46.8201
23.8639,180000,36,36,985.49,-1105.544189453125,1158.61,46.695
17.6395,185000,37,37,1593.8,-875.2324829101562,1325.31,46.8576
30.8073,190000,38,38,1683.8,-1026.6912841796875,1529.51,46.6152
16.8923,195000,39,39,1247.02,-1159.1578369140625,1185.83,46.1938
20.5705,200000,40,40,1079.73,-1286.68798828125,1098.5,46.4821
16.8123,205000,41,41,1577.84,-1003.9774780273438,1303.64,46.6536
15.7415,210000,42,42,1069.22,-1151.4200439453125,1152.34,46.3243
15.7899,215000,43,43,1760.96,-1179.0455322265625,1427.61,46.721
18.6837,220000,44,44,1611.66,-1200.06640625,1231.85,46.8844
16.6439,225000,45,45,1494.72,-1461.57373046875,1463.02,46.3312
24.2541,230000,46,46,1250.27,-1811.498291015625,1295.31,46.8072
24.715,235000,47,47,1422.77,-1844.0048828125,1439.21,46.137
20.873,240000,48,48,2275.22,-1677.966552734375,2059.85,46.2039
17.6515,245000,49,49,2013.16,-1598.051025390625,1500.76,46.2876
20.5206,250000,50,50,2030.72,-1796.19677734375,1626.28,46.5682
16.853,255000,51,51,3035.53,-1429.1143798828125,1776.07,45.9573
18.0074,260000,52,52,2164.82,-1561.2791748046875,1352.0,46.248
16.9532,265000,53,53,3055.3,-1655.217041015625,2100.81,46.2598
17.6126,270000,54,54,2222.53,-1767.091796875,1645.35,46.1685
19.3894,275000,55,55,3428.11,-1418.8465576171875,2660.25,45.9856
16.0863,280000,56,56,3270.26,-1181.8631591796875,2107.16,45.6375
15.7689,285000,57,57,3427.47,-1434.6519775390625,2492.68,45.2551
17.2542,290000,58,58,3437.17,-1266.4620361328125,2984.11,45.9983
17.0266,295000,59,59,3418.67,-1278.5936279296875,2760.76,45.7252
16.8565,300000,60,60,3437.84,-1387.153076171875,2803.95,46.1406
18.8241,305000,61,61,3481.24,-1241.4842529296875,2995.9,45.8424
18.6955,310000,62,62,3370.08,-1498.927978515625,2643.56,45.4926
16.2323,315000,63,63,3320.5,-1337.685302734375,2428.73,45.6181
18.004,320000,64,64,3422.28,-1398.9735107421875,3120.34,46.2143
15.7307,325000,65,65,3313.32,-1434.0064697265625,2721.28,45.6212
17.4064,330000,66,66,3497.03,-1352.7694091796875,3024.48,45.7979
15.9658,335000,67,67,3057.0,-1251.06298828125,2450.15,45.6085
17.2891,340000,68,68,3094.98,-1631.8035888671875,2899.05,45.3855
15.5724,345000,69,69,3463.22,-1667.813720703125,2423.31,45.5193
15.196,350000,70,70,2932.93,-1534.412109375,2095.86,46.0691
15.9585,355000,71,71,3467.9,-1602.1036376953125,2923.09,45.3661
14.9269,360000,72,72,2354.09,-1836.80908203125,1940.4,46.1871
16.5518,365000,73,73,3434.91,-1668.4935302734375,2763.91,45.3857
16.2741,370000,74,74,3453.53,-1829.1734619140625,2927.56,45.2858
15.9838,375000,75,75,2450.87,-1812.431884765625,2265.13,45.8886
15.1255,380000,76,76,2305.85,-1662.0123291015625,2190.73,45.727
16.8457,385000,77,77,2469.29,-1890.3905029296875,2373.96,45.6345
17.2967,390000,78,78,3138.4,-1999.3226318359375,2667.84,45.2341
16.5178,395000,79,79,3201.39,-1950.0020751953125,2198.71,45.9421
17.188,400000,80,80,3512.85,-1917.63916015625,3064.58,45.4344
15.6496,405000,81,81,2729.52,-2078.9072265625,2417.16,45.6374
18.1107,410000,82,82,2587.82,-2481.216796875,2181.46,45.3959
15.9136,415000,83,83,2672.81,-2275.78076171875,2346.89,45.6937
16.5699,420000,84,84,2685.02,-2659.410888671875,2136.93,45.4583
16.1944,425000,85,85,3255.09,-2193.65771484375,2337.55,45.6555
15.7403,430000,86,86,3551.69,-2107.8876953125,3030.51,45.0154
14.1598,435000,87,87,2895.69,-2466.716796875,1963.93,45.4339
14.9568,440000,88,88,2710.41,-2380.584716796875,2360.36,45.4657
16.095,445000,89,89,3401.93,-2429.139892578125,3265.22,45.2746
14.7578,450000,90,90,2587.3,-2475.3828125,2245.63,45.436
15.7185,455000,91,91,3142.14,-2492.0673828125,2283.59,45.2943
15.3047,460000,92,92,3081.85,-2649.742431640625,2694.26,45.3588
14.7297,465000,93,93,2469.26,-2749.056396484375,2152.92,45.5051
18.5181,470000,94,94,2755.55,-2764.3212890625,2388.59,45.4401
16.1911,475000,95,95,3030.22,-2831.26318359375,2131.08,45.6436
16.0017,480000,96,96,3511.66,-2525.11328125,2915.09,45.2785
15.8312,485000,97,97,3509.89,-2703.900146484375,3162.24,45.1672
14.5372,490000,98,98,3168.17,-2551.027099609375,2614.56,44.8963
16.6591,495000,99,99,3463.41,-2609.12939453125,3191.28,45.6159
17.0609,500000,100,100,2800.72,-2759.53369140625,2112.54,44.5531
15.9171,505000,101,101,2926.31,-3133.1796875,2350.36,46.1079
16.0037,510000,102,102,3450.5,-2695.077880859375,3348.17,45.126
15.1133,515000,103,103,3418.29,-3030.21435546875,2739.49,45.2964
15.95,520000,104,104,3035.6,-2775.111083984375,3059.35,45.0691
16.2066,525000,105,105,3393.19,-3066.217529296875,2578.97,44.9579
15.9515,530000,106,106,2696.13,-3275.8984375,2183.77,45.604
16.7592,535000,107,107,3537.56,-2959.622314453125,2961.08,44.9042
14.9249,540000,108,108,3509.53,-3041.968994140625,2906.87,44.8694
16.6428,545000,109,109,3509.79,-2961.150390625,3163.87,45.131
17.0059,550000,110,110,3166.78,-3409.208251953125,2643.4,45.4464
15.6072,555000,111,111,3565.25,-3071.586181640625,3320.96,44.7044
13.9443,560000,112,112,3204.58,-3376.852294921875,2598.31,45.657
15.9073,565000,113,113,3577.16,-3087.47900390625,2954.18,45.2814
16.3651,570000,114,114,3493.56,-3176.765869140625,3109.56,45.1932
16.3116,575000,115,115,3621.76,-3322.255859375,2833.97,45.6757
14.8704,580000,116,116,3488.1,-3586.86865234375,2475.52,45.4834
14.3363,585000,117,117,3699.05,-3491.83935546875,3045.7,45.686
14.6871,590000,118,118,3535.85,-3351.4130859375,2881.17,44.807
15.8272,595000,119,119,3540.89,-3532.410888671875,2941.32,45.0594
15.9608,600000,120,120,3612.53,-3837.7373046875,2678.09,45.3347
13.4616,605000,121,121,3683.72,-3672.699462890625,2552.23,45.4871
16.9209,610000,122,122,3577.18,-3567.326904296875,3243.44,45.261
15.8536,615000,123,123,3590.45,-3991.297607421875,2857.5,45.3187
14.8306,620000,124,124,2718.07,-4009.42578125,2289.4,45.3164
14.1381,625000,125,125,2986.98,-3829.46923828125,3157.08,45.2601
17.6262,630000,126,126,3654.21,-3613.188232421875,2984.45,44.8845
16.1566,635000,127,127,3655.21,-3534.9072265625,3207.82,45.0409
15.4952,640000,128,128,2671.55,-3848.89697265625,2618.69,45.4248
14.5714,645000,129,129,3043.85,-3863.5419921875,2573.5,45.0847
14.1716,650000,130,130,2879.64,-4004.9853515625,2479.82,44.9034
14.3656,655000,131,131,3654.97,-3618.783447265625,3243.93,44.8729
17.1096,660000,132,132,3590.73,-3694.061767578125,2850.4,45.2992
15.7115,665000,133,133,3593.18,-4016.34814453125,3363.2,45.1671
14.537,670000,134,134,3629.28,-3843.654541015625,2852.82,44.8795
14.5029,675000,135,135,3626.23,-4001.92138671875,3007.22,44.7392
14.3357,680000,136,136,3540.88,-4340.05712890625,3095.59,45.2254
15.9106,685000,137,137,3641.98,-4033.4375,2863.52,44.8859
14.9148,690000,138,138,3587.82,-3985.2431640625,2848.16,44.9793
15.3878,695000,139,139,3582.98,-4140.443359375,3308.17,45.0781
15.5711,700000,140,140,3626.68,-4189.685546875,3026.15,44.9811
17.0722,705000,141,141,3616.46,-4284.13916015625,3576.59,44.8574
14.0082,710000,142,142,3607.04,-4133.6455078125,3075.48,44.6515
15.3196,715000,143,143,3447.88,-4180.5302734375,3093.59,44.5124
15.6431,720000,144,144,3681.58,-4324.71826171875,3117.96,44.7604
13.848,725000,145,145,3484.01,-4437.91162109375,3142.24,44.9349
15.1767,730000,146,146,3584.86,-4307.21728515625,3611.92,44.6852
13.9855,735000,147,147,3661.5,-4346.4287109375,3451.3,44.6116
16.7662,740000,148,148,3689.04,-4237.65673828125,3263.47,44.7584
14.5577,745000,149,149,3462.88,-4648.35107421875,3026.67,45.0796
15.1173,750000,150,150,3638.16,-4603.46337890625,3666.5,45.0159
14.5458,755000,151,151,3640.4,-4466.0439453125,2945.54,44.6682
14.7125,760000,152,152,3608.36,-4610.80419921875,3397.84,45.1914
15.3805,765000,153,153,3606.7,-4557.8662109375,3383.38,44.4966
14.2945,770000,154,154,3452.03,-4742.60400390625,3396.55,45.0161
15.4105,775000,155,155,3595.68,-4520.611328125,3139.6,44.6485
13.7382,780000,156,156,3661.74,-4781.2919921875,3025.74,44.5648
15.8895,785000,157,157,3340.48,-4818.13232421875,3064.9,44.8551
14.8442,790000,158,158,3521.74,-4865.2177734375,3520.75,45.2267
15.8396,795000,159,159,3666.1,-4960.21630859375,3247.46,45.2714
15.2019,800000,160,160,3682.07,-4776.45703125,3504.2,44.883
14.6468,805000,161,161,3676.17,-5047.03759765625,3155.14,44.8123
13.9128,810000,162,162,3477.94,-5077.56884765625,2975.32,45.0217
17.1635,815000,163,163,3145.69,-4797.58935546875,3156.38,44.5712
14.9086,820000,164,164,3543.34,-4968.2041015625,3130.89,44.9199
14.7278,825000,165,165,3551.12,-5039.7685546875,3123.77,44.937
15.8531,830000,166,166,3660.9,-5121.3203125,3429.5,44.9896
14.5422,835000,167,167,3602.04,-5051.4306640625,3365.28,44.7156
15.4827,840000,168,168,3611.06,-5191.4384765625,3532.56,44.8286
15.0314,845000,169,169,3530.02,-5160.79345703125,3339.63,44.4816
15.8548,850000,170,170,3640.33,-5211.990234375,3614.0,44.6112
15.3091,855000,171,171,3514.22,-5576.26806640625,3565.67,44.8501
15.2614,860000,172,172,3598.51,-5437.69384765625,3381.2,45.2072
14.7968,865000,173,173,3691.12,-5318.21337890625,3563.95,44.501
15.0953,870000,174,174,3739.35,-5314.1728515625,3602.47,44.3969
15.2717,875000,175,175,3747.46,-5550.5048828125,3289.7,44.7349
14.5005,880000,176,176,3637.75,-5490.8427734375,3083.47,44.7816
15.3448,885000,177,177,3781.39,-5384.71923828125,3597.8,44.7536
15.2439,890000,178,178,3780.89,-5763.69140625,3816.31,44.9366
14.7702,895000,179,179,3657.43,-5813.39697265625,3565.87,44.929
15.5329,900000,180,180,3628.97,-5625.0068359375,3587.48,44.825
14.32,905000,181,181,3395.03,-5921.4267578125,3330.4,44.6222
15.1702,910000,182,182,3628.93,-5774.8037109375,3274.3,44.3624
14.73,915000,183,183,3691.57,-5934.72412109375,3515.03,45.0158
14.7125,920000,184,184,3814.79,-5998.4189453125,3579.51,44.3392
15.9895,925000,185,185,3669.85,-6081.94287109375,3638.52,44.8777
15.6787,930000,186,186,3658.49,-6011.77392578125,3754.4,44.4448
16.2663,935000,187,187,3624.44,-6069.16552734375,3636.08,44.6503
15.7678,940000,188,188,3751.39,-6004.60888671875,3715.84,44.7171
14.9048,945000,189,189,3692.31,-5795.46435546875,3517.9,44.6374
15.9592,950000,190,190,3659.23,-6498.919921875,3678.24,44.6888
16.8759,955000,191,191,3763.22,-6281.54833984375,3273.7,44.9017
15.2085,960000,192,192,3712.95,-6480.20751953125,3280.35,45.1666
15.2143,965000,193,193,3579.51,-6189.85986328125,3570.78,44.2558
15.452,970000,194,194,3637.45,-6463.39599609375,3658.25,44.4309
16.2854,975000,195,195,3710.73,-6491.2451171875,3657.96,44.4546
15.2896,980000,196,196,3549.88,-6540.03857421875,3489.41,44.8532
15.3043,985000,197,197,3542.31,-6403.58740234375,3534.5,44.7436
15.5139,990000,198,198,3697.86,-6581.59228515625,3776.11,44.3522
14.7425,995000,199,199,3836.95,-6590.43701171875,3211.46,44.5121
17.569,1000000,200,200,3796.67,-6474.58935546875,3418.87,44.7664
16.3856,1005000,201,201,3669.57,-6553.248046875,3317.81,44.5462
15.8243,1010000,202,202,3676.41,-6705.94384765625,3595.97,44.4959
17.0884,1015000,203,203,3676.15,-6698.53076171875,3421.09,44.42
16.4252,1020000,204,204,3771.77,-6956.791015625,3613.03,44.6468
17.5816,1025000,205,205,3840.58,-6836.3466796875,3911.86,44.4958
17.1217,1030000,206,206,3816.62,-6797.38916015625,3842.76,44.6934
16.3883,1035000,207,207,3860.84,-7044.5595703125,3894.93,44.659
17.2653,1040000,208,208,3766.31,-7051.93359375,3850.48,44.5734
16.5685,1045000,209,209,3632.53,-7150.04931640625,3792.49,44.5918
17.3493,1050000,210,210,3786.58,-7041.173828125,3860.44,44.5779
17.489,1055000,211,211,3835.1,-7053.87890625,3901.28,44.3252
17.2169,1060000,212,212,3760.03,-7256.73583984375,3885.83,44.6516
17.22,1065000,213,213,3801.62,-7255.5615234375,3851.42,44.6329
16.8335,1070000,214,214,3833.15,-7417.62255859375,3901.04,44.4777
16.0724,1075000,215,215,3764.25,-7390.53564453125,3869.7,44.434
15.6019,1080000,216,216,3669.36,-7721.599609375,3612.43,44.5376
16.4553,1085000,217,217,3796.64,-7593.77685546875,3810.34,44.8439
15.3726,1090000,218,218,3821.51,-7532.79296875,3751.38,44.4752
17.2307,1095000,219,219,3894.79,-7618.43505859375,3832.18,44.4338
16.8131,1100000,220,220,3738.97,-7908.27783203125,3757.58,44.8918
16.5953,1105000,221,221,3819.89,-7785.26611328125,3882.48,44.6885
15.4777,1110000,222,222,3717.9,-7765.67626953125,3771.67,44.5428
16.9927,1115000,223,223,3867.27,-7906.8095703125,3927.14,44.3272
16.9678,1120000,224,224,3865.8,-7839.57666015625,3897.57,44.4335
16.2623,1125000,225,225,3844.43,-7896.6142578125,3819.1,44.2219
17.1838,1130000,226,226,3785.69,-8109.17822265625,3637.27,44.6903
16.049,1135000,227,227,3852.2,-7927.12109375,3902.34,44.6305
16.5601,1140000,228,228,3880.06,-8035.20361328125,3958.62,44.4972
16.4889,1145000,229,229,3813.88,-8180.8076171875,3955.95,44.6808
17.0118,1150000,230,230,3860.6,-8133.67578125,3880.56,44.5067
16.4124,1155000,231,231,3881.94,-8158.0771484375,3908.35,44.3146
16.954,1160000,232,232,3872.19,-8176.69140625,3930.86,44.2142
16.7865,1165000,233,233,3863.85,-8392.017578125,3953.02,44.4201
16.8665,1170000,234,234,3875.42,-8358.697265625,3980.61,44.5886
16.3499,1175000,235,235,3899.45,-8406.0986328125,3944.95,44.506
16.5862,1180000,236,236,3792.22,-8454.6142578125,3878.63,44.4156
16.4139,1185000,237,237,3838.76,-8405.302734375,3867.16,44.2854
16.7962,1190000,238,238,3820.0,-8597.2529296875,3904.07,44.5788
16.6102,1195000,239,239,3820.7,-8657.0869140625,3754.87,44.5972
16.9126,1200000,240,240,3868.78,-8489.8310546875,3945.71,44.1147
16.0941,1205000,241,241,3925.66,-8789.9072265625,3939.56,44.5145
16.6281,1210000,242,242,3899.35,-8797.8837890625,3908.23,44.3232
15.953,1215000,243,243,3798.39,-9064.048828125,3933.33,44.4163
16.6676,1220000,244,244,3825.79,-8744.5068359375,3740.72,44.1898
17.0821,1225000,245,245,3859.15,-8968.5712890625,3878.61,44.3792
16.5117,1230000,246,246,3825.77,-9124.203125,3908.61,44.3977
16.3794,1235000,247,247,3845.59,-9151.7880859375,3949.3,43.9746
16.6194,1240000,248,248,3881.01,-9025.212890625,3899.27,44.3456
16.4659,1245000,249,249,3962.84,-9024.1669921875,3957.81,44.1192
16.0819,1250000,250,250,3863.22,-9297.62109375,3867.98,44.2259
16.0369,1255000,251,251,3799.42,-9366.8134765625,3903.25,44.2029
15.9684,1260000,252,252,3889.23,-9169.2734375,3921.65,43.7984
15.574,1265000,253,253,3879.75,-9565.0517578125,3927.4,44.1682
15.7354,1270000,254,254,3887.27,-9414.9423828125,3832.75,43.9775
15.2709,1275000,255,255,3884.57,-9553.5615234375,3879.44,43.8798
15.7991,1280000,256,256,3881.22,-9360.599609375,3807.64,44.0212
16.0452,1285000,257,257,3892.52,-9525.0322265625,3965.54,44.0621
14.7919,1290000,258,258,3897.3,-9878.978515625,3946.42,44.314
16.1146,1295000,259,259,3915.52,-9626.71484375,3886.45,43.9837
15.9956,1300000,260,260,3927.6,-9903.8310546875,3986.92,44.2758
15.8807,1305000,261,261,3871.17,-9849.212890625,3945.9,44.3255
15.3195,1310000,262,262,3906.16,-9844.9541015625,3990.74,44.0378
15.473,1315000,263,263,3913.79,-10009.0947265625,3948.6,44.0324
15.7829,1320000,264,264,3936.03,-9963.5810546875,4020.9,44.0271
15.9558,1325000,265,265,3875.13,-10131.521484375,3930.37,44.0977
14.9905,1330000,266,266,3849.33,-10525.568359375,3743.67,44.3793
15.6362,1335000,267,267,3794.1,-10287.720703125,3953.84,44.1923
16.2212,1340000,268,268,3903.3,-10371.12109375,3947.12,44.2246
15.647,1345000,269,269,3860.61,-10459.794921875,3946.93,44.0383
15.7249,1350000,270,270,3860.76,-10415.90234375,3865.33,44.2013
15.536,1355000,271,271,3952.71,-10776.7900390625,4023.56,44.3
15.9952,1360000,272,272,3943.54,-10697.9853515625,3943.21,44.1226
15.1953,1365000,273,273,3865.42,-11151.4189453125,3790.95,44.2925
15.9566,1370000,274,274,3912.34,-11061.59765625,3982.17,44.0223
15.4488,1375000,275,275,3880.82,-10986.6611328125,3899.16,43.9591
16.08,1380000,276,276,3856.2,-11045.0595703125,3881.6,44.097
15.5595,1385000,277,277,3438.56,-11238.525390625,3767.04,44.2201
15.4536,1390000,278,278,2774.3,-11357.3828125,3919.51,43.8662
15.4683,1395000,279,279,3837.98,-11391.708984375,3909.71,44.2541
14.5008,1400000,280,280,3921.07,-11599.4775390625,3972.79,44.2759
15.3608,1405000,281,281,3140.26,-11417.1943359375,3350.47,43.8746
16.0634,1410000,282,282,3996.21,-11349.0341796875,3861.84,44.0028
15.9177,1415000,283,283,3631.79,-11639.951171875,3749.98,44.0777
15.4575,1420000,284,284,3842.05,-12074.009765625,3834.53,44.2262
13.5568,1425000,285,285,3454.74,-12432.3525390625,3638.68,44.1951
14.1144,1430000,286,286,2615.97,-12378.330078125,3615.33,44.1875
15.9289,1435000,287,287,3206.0,-12166.767578125,3963.11,44.1881
15.719,1440000,288,288,2210.3,-12030.9990234375,3607.08,43.9353
15.782,1445000,289,289,3577.6,-12305.0107421875,3831.43,44.0022
15.2481,1450000,290,290,2906.82,-12255.498046875,3616.93,44.0002
14.7227,1455000,291,291,3860.25,-12347.2177734375,3903.51,44.0507
15.1175,1460000,292,292,3917.27,-12469.9111328125,3984.9,44.0438
15.0596,1465000,293,293,3724.15,-12392.5166015625,4063.7,43.942
15.0976,1470000,294,294,3698.3,-12197.1298828125,3613.36,43.9145
15.9632,1475000,295,295,3858.66,-12134.7587890625,4053.22,43.8359
16.1033,1480000,296,296,3818.34,-12534.17578125,3884.49,44.2119
15.3998,1485000,297,297,3537.05,-13245.576171875,3901.99,44.054
16.2427,1490000,298,298,3627.11,-12732.5419921875,3934.77,43.7961
14.4943,1495000,299,299,3784.34,-13110.23046875,3640.88,44.1663
16.4505,1500000,300,300,3151.25,-12585.7060546875,3813.56,43.8638
16.0544,1505000,301,301,3898.6,-12793.1611328125,4017.55,43.9197
15.7018,1510000,302,302,3537.06,-13161.486328125,3761.54,43.7503
15.0345,1515000,303,303,3706.78,-13244.5986328125,3840.87,43.8351
15.5665,1520000,304,304,3910.48,-13295.625,3936.5,43.9465
15.919,1525000,305,305,3856.24,-13192.7998046875,3641.7,43.7582
16.591,1530000,306,306,3892.68,-13509.4677734375,3981.24,43.8537
15.6332,1535000,307,307,3902.63,-13887.3330078125,3798.87,43.8769
16.4287,1540000,308,308,3941.37,-13489.59765625,3889.2,43.8222
16.3408,1545000,309,309,3858.09,-13978.6435546875,4042.57,44.1247
15.2156,1550000,310,310,3880.57,-13961.2314453125,3966.65,43.8158
15.8713,1555000,311,311,3889.71,-13636.6064453125,4026.2,43.8163
15.2201,1560000,312,312,3757.25,-14427.3837890625,3732.75,43.8269
15.9308,1565000,313,313,3888.93,-14017.7763671875,4025.59,43.7839
15.7693,1570000,314,314,3826.27,-14321.1376953125,3976.51,43.8806
15.8278,1575000,315,315,3839.04,-14500.861328125,3945.24,43.9099
15.0146,1580000,316,316,3823.98,-14678.1611328125,3946.26,43.7828
15.6643,1585000,317,317,3808.18,-14781.5,3859.24,44.0749
15.4676,1590000,318,318,3960.62,-14691.84765625,3807.1,43.9476
15.6521,1595000,319,319,3862.36,-14629.248046875,4013.77,43.8442
15.3991,1600000,320,320,3896.73,-14594.9921875,3949.45,43.5942
16.0346,1605000,321,321,3900.97,-14777.2880859375,3942.9,43.5501
15.738,1610000,322,322,3896.8,-15081.298828125,3958.25,43.7767
16.3732,1615000,323,323,3879.61,-15227.4208984375,4037.13,43.9702
15.9475,1620000,324,324,3889.64,-15143.0947265625,4045.87,43.824
15.929,1625000,325,325,3833.51,-15236.845703125,4006.34,43.5983
15.5252,1630000,326,326,3919.62,-15232.048828125,4012.59,43.7324
15.4125,1635000,327,327,3867.12,-15553.91796875,4052.16,43.8201
15.0285,1640000,328,328,3942.38,-15841.015625,4019.0,43.8401
15.0406,1645000,329,329,3826.13,-15828.955078125,3985.28,43.8364
15.5579,1650000,330,330,3759.53,-15705.4404296875,3744.73,43.7837
14.8722,1655000,331,331,3794.66,-16026.6064453125,3833.85,43.7947
15.541,1660000,332,332,3872.31,-16149.8134765625,3964.4,43.9067
15.4849,1665000,333,333,3792.51,-16261.763671875,3791.09,44.0124
14.405,1670000,334,334,3749.32,-16418.81640625,3791.47,43.7136
15.3701,1675000,335,335,3510.95,-16628.3515625,3946.64,43.7415
15.8696,1680000,336,336,3801.88,-16504.51171875,3942.54,44.1947
14.8969,1685000,337,337,3647.06,-17196.341796875,3940.51,43.8857
14.8068,1690000,338,338,3654.23,-17373.587890625,3765.7,44.1314
15.3126,1695000,339,339,3570.84,-17451.873046875,3868.24,43.868
15.1235,1700000,340,340,3669.15,-17371.681640625,3897.6,44.1365
15.8961,1705000,341,341,3683.49,-17604.580078125,3901.74,43.9344
14.5794,1710000,342,342,3634.74,-17622.423828125,3959.03,43.8342
15.6543,1715000,343,343,3712.87,-17393.3515625,3963.32,44.0513
15.512,1720000,344,344,3500.11,-17821.853515625,3799.88,43.929
14.7886,1725000,345,345,3460.42,-18244.33984375,3906.41,43.8094
14.9963,1730000,346,346,3765.06,-17666.673828125,3856.85,44.0929
15.5846,1735000,347,347,3485.76,-18024.71875,3955.26,43.8973
15.7784,1740000,348,348,3611.82,-18306.126953125,4039.19,43.6965
15.5058,1745000,349,349,3567.42,-18037.12109375,3841.07,43.5728
15.7221,1750000,350,350,3516.65,-18338.173828125,3976.41,44.0226
16.2888,1755000,351,351,3238.19,-18961.423828125,3884.57,43.8479
15.1365,1760000,352,352,3581.47,-18697.845703125,3906.69,43.7827
15.4549,1765000,353,353,3361.29,-19324.8515625,3920.9,43.7371
15.1666,1770000,354,354,3382.77,-19267.59375,3785.47,43.9655
15.8894,1775000,355,355,3396.87,-19280.69140625,3820.58,43.9182
15.8478,1780000,356,356,3402.52,-19410.814453125,3814.19,43.7305
17.3015,1785000,357,357,3473.07,-19696.9765625,3969.17,43.5151
16.3477,1790000,358,358,3632.33,-19442.951171875,3895.52,43.907
15.6958,1795000,359,359,3723.12,-19335.380859375,4031.78,43.8332
20.3711,1800000,360,360,3643.94,-19375.189453125,2838.16,43.8997
15.4185,1805000,361,361,3898.85,-19337.62890625,3902.55,43.7525
15.6257,1810000,362,362,3865.98,-19284.525390625,3909.38,43.3513
16.307,1815000,363,363,3917.8,-20200.904296875,3856.74,43.8037
15.4206,1820000,364,364,3770.48,-19975.755859375,3756.28,43.6173
14.093,1825000,365,365,3749.05,-20383.36328125,3603.61,43.8253
15.8423,1830000,366,366,3773.22,-20078.927734375,4076.7,43.4049
16.1272,1835000,367,367,4033.49,-19974.857421875,4086.27,43.4683
16.5384,1840000,368,368,3742.61,-20858.693359375,3826.33,43.7658
15.5645,1845000,369,369,3828.79,-20728.36328125,3977.61,43.7802
15.5883,1850000,370,370,3838.59,-20590.416015625,3890.25,43.5994
15.9363,1855000,371,371,3723.54,-21319.18359375,3995.57,43.934
16.7073,1860000,372,372,3835.52,-21108.451171875,3941.31,43.8777
14.732,1865000,373,373,3672.84,-22121.29296875,3753.45,44.0549
15.6308,1870000,374,374,3792.23,-21312.12890625,4043.14,43.7444
15.9051,1875000,375,375,3806.24,-21431.595703125,3637.2,43.5984
14.832,1880000,376,376,3865.76,-22286.638671875,3900.66,43.6341
15.9112,1885000,377,377,3889.34,-21657.072265625,4047.75,43.4403
14.4484,1890000,378,378,3770.23,-22911.64453125,3965.28,44.0417
15.3865,1895000,379,379,3748.82,-22385.025390625,3606.83,43.7665
15.9314,1900000,380,380,3840.43,-21635.548828125,3893.96,43.3778
16.0324,1905000,381,381,3860.02,-21968.232421875,4023.3,43.9099
15.1218,1910000,382,382,3777.6,-23128.359375,3999.52,43.987
15.0955,1915000,383,383,3758.83,-22635.65234375,4042.85,43.9935
15.5432,1920000,384,384,3798.74,-22922.8203125,4004.91,43.9577
14.5408,1925000,385,385,3785.63,-23691.763671875,3790.31,43.9262
15.2382,1930000,386,386,3554.25,-23210.720703125,3656.4,43.7812
