Running Forward KL,Running Env Steps,Itration,Real Sto Return,Running Update Time,Reward Loss,Real Det Return,Running Reverse KL
40.1016,340000,68,4305.13,68,-1351.4124755859375,4320.99,16.9371
41.2523,345000,69,4154.13,69,-1502.01904296875,4248.79,15.8296
40.6201,350000,70,4173.18,70,-1313.2574462890625,4267.26,17.0373
40.8974,355000,71,4024.53,71,-1627.2606201171875,4006.05,16.1739
40.3345,360000,72,4136.78,72,-1498.8668212890625,4280.22,14.4824
40.2795,365000,73,4160.32,73,-1441.1219482421875,4077.52,13.5827
39.8532,370000,74,4319.32,74,-1349.939697265625,4436.71,15.4585
40.0288,375000,75,4059.34,75,-1492.4742431640625,4477.34,14.2061
39.8007,380000,76,4225.27,76,-1528.5672607421875,4336.2,15.2063
40.0703,385000,77,4384.64,77,-1445.341552734375,4384.39,15.2638
39.8953,390000,78,4348.26,78,-1359.78125,4495.26,14.974
40.0629,395000,79,4286.51,79,-1489.1920166015625,4417.97,14.5555
39.088,400000,80,4147.87,80,-1516.93408203125,4476.35,14.0135
40.6746,405000,81,4210.49,81,-1561.201171875,3462.73,14.2869
39.557,410000,82,4263.2,82,-1584.9000244140625,4318.86,14.0265
38.9904,415000,83,4335.7,83,-1614.670654296875,4462.28,14.7204
39.7899,420000,84,4225.53,84,-1603.015380859375,4362.44,13.9705
39.7912,425000,85,4229.65,85,-1629.2054443359375,4563.9,13.2365
38.2001,430000,86,4377.58,86,-1452.3353271484375,4552.18,13.3205
40.4943,435000,87,4245.74,87,-1678.0743408203125,4392.82,13.4127
39.1199,440000,88,4480.13,88,-1523.2152099609375,4611.9,13.93
39.3785,445000,89,4338.77,89,-1654.411865234375,4364.1,14.0947
39.8668,450000,90,4361.6,90,-1672.227783203125,4526.47,13.9129
38.975,455000,91,4406.81,91,-1613.4827880859375,4493.34,14.166
39.9555,460000,92,4423.32,92,-1785.0684814453125,4442.88,15.5196
39.8514,465000,93,4364.67,93,-1838.8428955078125,4442.99,14.8744
38.1988,470000,94,4395.91,94,-1610.7071533203125,4534.98,13.8146
39.7892,475000,95,4432.74,95,-1824.5498046875,4540.32,15.0981
38.8897,480000,96,4374.39,96,-1809.02294921875,4521.12,14.7412
39.5544,485000,97,4466.35,97,-1759.3511962890625,4597.42,14.5138
38.6398,490000,98,4503.47,98,-1712.8265380859375,4639.45,15.6056
40.6455,495000,99,4321.6,99,-1869.44580078125,4506.89,14.415
38.9781,500000,100,4394.1,100,-1768.5191650390625,4554.17,14.5018
37.879,505000,101,4506.73,101,-1799.228759765625,4630.06,13.832
39.1394,510000,102,4402.87,102,-1923.0263671875,4563.04,13.4325
38.6258,515000,103,4397.06,103,-1726.15283203125,4559.97,14.7978
38.1274,520000,104,4502.05,104,-1863.5875244140625,4600.9,14.022
39.3254,525000,105,4468.94,105,-2008.6319580078125,4612.96,15.3461
38.3434,530000,106,4497.73,106,-1851.0577392578125,4642.7,13.9496
37.8532,535000,107,4607.4,107,-1709.7548828125,4823.67,14.1524
39.299,540000,108,4504.43,108,-1930.4205322265625,4629.99,14.3266
38.3711,545000,109,4549.45,109,-1885.7308349609375,4784.1,13.8485
38.9263,550000,110,4425.33,110,-1945.9183349609375,4596.04,14.53
38.9999,555000,111,4519.62,111,-2020.7802734375,4601.63,13.9601
39.1194,560000,112,3661.07,112,-2025.2130126953125,3300.3,13.7769
38.8364,565000,113,4417.7,113,-2130.04150390625,4524.49,13.532
38.5377,570000,114,4507.32,114,-2003.64208984375,4675.79,14.6151
37.2724,575000,115,4585.24,115,-1891.7064208984375,4692.36,14.0289
38.295,580000,116,4571.78,116,-1925.3804931640625,4660.1,14.9733
39.2868,585000,117,4437.68,117,-2086.1767578125,4549.29,13.7158
38.7508,590000,118,4455.39,118,-2110.827880859375,4503.84,13.4598
38.4564,595000,119,4470.22,119,-2103.42431640625,4617.87,13.1157
39.52,600000,120,4322.54,120,-2254.978271484375,4454.39,13.0573
38.8497,605000,121,4501.78,121,-2195.98388671875,4510.99,14.8929
39.2708,610000,122,4476.34,122,-2167.977783203125,4741.31,13.8509
37.522,615000,123,4528.02,123,-2122.41015625,4788.71,13.6561
37.7424,620000,124,4648.97,124,-2063.846435546875,4686.73,15.7058
38.1398,625000,125,4513.7,125,-2252.20556640625,4683.54,14.212
38.6379,630000,126,4311.07,126,-2330.214111328125,4682.96,13.3005
38.1995,635000,127,4577.77,127,-2148.8662109375,4677.26,13.5911
38.9231,640000,128,4503.23,128,-2120.629150390625,4588.02,13.5824
39.4556,645000,129,4469.48,129,-2472.948486328125,4598.41,14.6034
38.7498,650000,130,4523.74,130,-2298.65087890625,4716.94,13.0477
39.0429,655000,131,4582.03,131,-2375.128173828125,4711.49,14.1788
38.8628,660000,132,4542.52,132,-2449.942138671875,4667.19,14.5061
38.4152,665000,133,4515.31,133,-2408.238525390625,4594.06,13.6479
38.4778,670000,134,4599.99,134,-2394.151611328125,4676.83,14.4562
38.342,675000,135,4673.87,135,-2198.314208984375,4789.83,14.159
39.1752,680000,136,4542.45,136,-2543.770751953125,4707.08,14.8261
39.2019,685000,137,4474.18,137,-2447.50244140625,4671.35,14.3802
39.1766,690000,138,4600.48,138,-2441.628173828125,4679.56,14.7066
39.5834,695000,139,4299.33,139,-3433.11279296875,4559.45,40.385
37.6827,700000,140,4597.3,140,-2435.197021484375,4753.1,13.5923
37.8402,705000,141,4502.32,141,-2576.158935546875,4592.7,13.9601
38.4175,710000,142,4496.84,142,-2513.15869140625,4631.22,13.0522
38.4027,715000,143,4559.95,143,-2708.7451171875,4658.07,14.3131
38.4333,720000,144,4629.82,144,-2424.27294921875,4704.02,14.357
38.5386,725000,145,4520.49,145,-2668.3359375,4637.46,14.1542
39.2258,730000,146,4493.64,146,-2723.639404296875,4630.98,13.0087
38.9829,735000,147,4564.75,147,-2762.009765625,4746.22,14.8592
38.8454,740000,148,4366.03,148,-2720.618896484375,4700.89,13.2848
38.0531,745000,149,4567.96,149,-2678.701904296875,4800.72,13.2265
37.9131,750000,150,4561.47,150,-2609.347900390625,4765.19,14.0508
37.4532,755000,151,4615.61,151,-2754.26318359375,4709.21,14.1786
39.1256,760000,152,4238.22,152,-3016.634521484375,4576.08,12.8727
38.8875,765000,153,4529.04,153,-2710.07666015625,4729.71,13.5648
37.8077,770000,154,4538.95,154,-2793.365478515625,4758.45,12.7326
38.2454,775000,155,4673.44,155,-2760.9765625,4859.92,13.3124
37.4266,780000,156,4595.53,156,-2759.9775390625,4729.6,13.4562
37.6398,785000,157,4550.83,157,-2895.42041015625,4713.07,13.2783
37.3796,790000,158,4585.17,158,-2972.62890625,4688.02,13.3259
38.441,795000,159,4550.24,159,-2833.577392578125,4758.98,12.4015
38.6542,800000,160,4494.61,160,-3072.533935546875,4611.53,13.3088
38.2386,805000,161,4526.12,161,-3051.583740234375,4723.83,12.7065
37.8201,810000,162,4563.81,162,-2834.029296875,4696.26,14.9176
37.6144,815000,163,4684.22,163,-2959.480712890625,4820.03,14.2379
37.5929,820000,164,4683.87,164,-2872.211181640625,4850.9,14.3664
38.332,825000,165,4586.61,165,-2903.084228515625,4847.71,12.656
38.1964,830000,166,4638.87,166,-3055.656494140625,4815.06,12.5455
38.7893,835000,167,4482.83,167,-3223.865478515625,4634.44,14.2749
38.389,840000,168,4621.56,168,-3065.697509765625,4812.62,13.8485
37.45,845000,169,4508.72,169,-3051.16796875,4676.05,12.7327
38.5834,850000,170,4398.87,170,-3012.960693359375,4528.48,13.5929
38.0719,855000,171,4636.4,171,-3108.732666015625,4758.3,13.0157
37.4012,860000,172,4687.34,172,-2794.357421875,4784.51,13.1778
38.5473,865000,173,4380.19,173,-3113.711669921875,4613.04,13.7421
37.6956,870000,174,4659.16,174,-3024.330322265625,4841.67,13.7158
37.9758,875000,175,4528.88,175,-3218.732177734375,4799.31,12.4379
38.5702,880000,176,4654.85,176,-3285.357666015625,4892.93,13.7207
37.2886,885000,177,4683.49,177,-3108.15625,4776.43,14.394
38.1318,890000,178,4504.47,178,-3363.44140625,4601.05,13.7664
38.3935,895000,179,4102.51,179,-3306.61181640625,4707.09,13.7783
38.207,900000,180,4666.23,180,-3229.93896484375,4858.54,13.8422
37.145,905000,181,4586.86,181,-2926.978759765625,4733.06,13.5159
37.0306,910000,182,4652.77,182,-3164.46484375,4772.9,13.8212
36.9297,915000,183,4726.76,183,-3263.25634765625,4881.17,13.4098
37.0658,920000,184,4644.84,184,-3339.24267578125,4779.87,13.3216
37.5781,925000,185,4460.19,185,-3369.774658203125,4529.75,12.2588
37.6041,930000,186,4734.91,186,-3235.342529296875,4935.12,12.8761
36.8054,935000,187,4651.95,187,-3218.11328125,4886.43,13.1244
37.2664,940000,188,4738.65,188,-3312.718994140625,4953.36,14.3082
37.2536,945000,189,4439.45,189,-3460.745849609375,4885.99,12.9482
36.7365,950000,190,4603.23,190,-3371.231201171875,4776.86,12.919
37.5487,955000,191,4616.91,191,-3363.841064453125,4809.36,12.8116
36.9785,960000,192,4674.79,192,-3407.632568359375,4804.42,13.512
37.098,965000,193,4760.32,193,-3296.073486328125,4939.84,12.7955
36.4666,970000,194,4634.09,194,-3586.232666015625,4783.22,13.2919
37.377,975000,195,4657.71,195,-4010.766845703125,4815.6,12.873
37.208,980000,196,4614.27,196,-3601.420654296875,4807.68,13.0849
36.6473,985000,197,4568.06,197,-3663.881591796875,4920.19,12.7332
37.7228,990000,198,4577.91,198,-3662.64794921875,4919.03,12.1737
37.7983,995000,199,4724.83,199,-3478.0087890625,4991.14,12.2171
37.8803,1000000,200,4451.97,200,-3965.52197265625,4635.28,12.5101
37.5589,1005000,201,4609.44,201,-3795.209228515625,4746.14,12.3962
37.8399,1010000,202,4618.24,202,-3616.553466796875,4800.51,13.2942
36.9576,1015000,203,4713.81,203,-3653.618896484375,4930.21,12.4195
37.2054,1020000,204,4689.87,204,-3682.201416015625,4894.02,13.0529
36.9,1025000,205,4580.31,205,-4017.970947265625,4677.24,12.4218
37.0311,1030000,206,3959.18,206,-3774.459228515625,4819.47,12.9579
36.7875,1035000,207,4371.32,207,-3796.8984375,4847.6,12.6865
37.936,1040000,208,4393.96,208,-4143.951171875,4689.75,11.4514
38.079,1045000,209,4384.77,209,-4201.33056640625,4796.15,12.3018
36.7904,1050000,210,4566.26,210,-3875.16015625,4885.28,12.449
39.8638,1055000,211,3821.73,211,-5002.5234375,4127.56,13.3518
35.9156,1060000,212,4657.55,212,-3509.075927734375,4865.78,12.0463
36.7449,1065000,213,4628.83,213,-4111.49462890625,4832.55,12.1825
37.3446,1070000,214,4618.33,214,-3996.73681640625,4669.46,12.7023
36.2783,1075000,215,4696.12,215,-3782.57861328125,4933.67,12.9146
36.2766,1080000,216,4703.68,216,-3891.275634765625,4911.96,12.5904
36.2228,1085000,217,4656.73,217,-4044.8232421875,4759.05,12.759
35.9482,1090000,218,4640.19,218,-4024.262451171875,4741.52,12.0894
36.0911,1095000,219,4502.68,219,-4173.64453125,4689.01,11.7876
37.1161,1100000,220,4603.36,220,-4635.13232421875,4667.66,11.9995
36.6037,1105000,221,4510.05,221,-4645.0791015625,4757.95,12.3098
36.8922,1110000,222,4390.16,222,-4622.77392578125,3510.61,12.7463
36.7988,1115000,223,4565.31,223,-4515.63720703125,4648.86,12.3276
36.1017,1120000,224,4267.24,224,-4327.90478515625,4531.48,12.1377
36.1245,1125000,225,4555.73,225,-4376.4931640625,4739.58,12.734
36.2904,1130000,226,4597.74,226,-4396.23046875,4683.38,11.7199
35.9961,1135000,227,4619.69,227,-4358.482421875,4808.14,12.1507
37.4537,1140000,228,4537.51,228,-4870.5302734375,4660.41,12.6992
37.8522,1145000,229,3365.95,229,-5353.1767578125,4220.75,15.1283
37.2268,1150000,230,3458.06,230,-5352.5625,4278.26,11.6436
38.863,1155000,231,4196.1,231,-5417.4462890625,4597.93,14.3975
36.7392,1160000,232,4701.06,232,-4095.62890625,4767.92,12.8554
36.5458,1165000,233,4830.94,233,-4135.3583984375,4937.53,13.0284
36.7309,1170000,234,4760.42,234,-4552.47412109375,4827.86,12.6935
36.7229,1175000,235,4593.7,235,-4401.103515625,4941.37,12.924
36.9572,1180000,236,4846.47,236,-4117.29931640625,5077.05,13.3307
35.6135,1185000,237,4792.71,237,-4262.0771484375,4938.74,12.5955
37.2009,1190000,238,4508.36,238,-4972.42138671875,4824.44,12.9975
37.4963,1195000,239,4552.15,239,-5093.34033203125,4654.22,12.006
36.4616,1200000,240,4474.22,240,-4763.69091796875,4821.87,13.1033
37.2295,1205000,241,4624.52,241,-4915.38818359375,4686.4,12.6827
37.5769,1210000,242,4567.15,242,-5461.73046875,4778.97,12.9622
38.5043,1215000,243,2770.74,243,-6721.849609375,224.07,23.1119
37.4913,1220000,244,4519.25,244,-5194.00146484375,4377.16,13.6153
39.575,1225000,245,4047.21,245,-7059.8037109375,4450.68,19.0508
38.8971,1230000,246,4226.18,246,-5765.0126953125,4202.36,15.7096
38.5898,1235000,247,4331.81,247,-5846.95849609375,4401.57,14.6572
39.0985,1240000,248,4302.16,248,-6098.39306640625,4489.84,13.2382
43.8844,1245000,249,20.39,249,-8153.41748046875,15.84,18.7431
41.4209,1250000,250,2225.9,250,-7948.67529296875,953.71,16.2126
40.8772,1255000,251,3543.94,251,-7228.51318359375,3287.43,16.0807
40.9226,1260000,252,3965.16,252,-7811.64794921875,3997.44,13.7615
40.1755,1265000,253,4189.6,253,-6846.6142578125,4515.53,14.328
48.6311,1270000,254,369.56,254,-10626.4013671875,426.21,56.8836
44.132,1275000,255,1814.87,255,-10371.6279296875,1093.77,33.8401
44.6528,1280000,256,1850.13,256,-10657.1533203125,1229.54,60.4026
41.7112,1285000,257,951.4,257,-8875.5,1446.97,15.8903
40.5436,1290000,258,3109.43,258,-8436.2548828125,3695.75,15.4632
41.9447,1295000,259,3981.02,259,-7575.57763671875,4039.98,17.0794
40.8063,1300000,260,3873.61,260,-7615.9404296875,3834.78,15.1447
41.0044,1305000,261,3770.6,261,-7545.740234375,3763.69,16.0046
39.883,1310000,262,3966.93,262,-7779.0078125,4236.73,14.2145
38.2511,1315000,263,4288.14,263,-7375.89013671875,4339.96,13.4639
37.2421,1320000,264,4196.06,264,-6376.28564453125,4300.19,13.3479
38.6956,1325000,265,2443.39,265,-7336.38818359375,4558.75,19.3836
38.5202,1330000,266,4255.36,266,-6912.26123046875,4376.51,15.714
38.5943,1335000,267,4259.31,267,-7321.1748046875,4291.88,14.2023
37.4013,1340000,268,4382.01,268,-6923.22900390625,4422.69,13.4385
39.0555,1345000,269,4264.06,269,-7436.103515625,4254.83,14.0532
38.0673,1350000,270,4335.49,270,-7634.33203125,4449.42,13.4229
38.8063,1355000,271,4372.9,271,-7465.77197265625,4402.36,13.9173
38.4767,1360000,272,4326.52,272,-7511.48828125,4325.04,13.5181
38.0143,1365000,273,4414.26,273,-7140.52197265625,4506.97,13.3851
38.8234,1370000,274,2454.78,274,-7953.69287109375,231.96,13.5966
47.5214,1375000,275,3310.94,275,-12686.97265625,3284.02,33.3454
40.0123,1380000,276,4060.11,276,-8396.0615234375,4143.66,17.8192
40.598,1385000,277,3276.77,277,-9356.845703125,2747.45,26.6963
41.2292,1390000,278,2580.32,278,-9492.515625,2037.31,27.1861
53.4507,1395000,279,131.7,279,-13233.2646484375,142.33,73.1631
47.0312,1400000,280,660.52,280,-14583.79296875,461.1,42.5299
49.2942,1405000,281,350.48,281,-13598.4873046875,344.68,55.1088
42.8843,1410000,282,1523.07,282,-11243.0859375,1843.02,52.3438
42.051,1415000,283,1205.61,283,-12331.705078125,566.99,33.5721
42.1358,1420000,284,2261.46,284,-11488.0361328125,2098.34,19.1772
40.2301,1425000,285,3643.38,285,-9358.302734375,4174.89,16.332
40.9184,1430000,286,3558.03,286,-9555.6552734375,3907.81,16.0587
40.0952,1435000,287,4141.32,287,-8400.2578125,4249.46,19.1575
40.2818,1440000,288,3786.07,288,-9073.4306640625,4046.72,24.0953
38.1131,1445000,289,4435.47,289,-7940.12451171875,4442.14,18.7615
53.4114,1450000,290,175.04,290,-13226.4912109375,130.58,135.4672
38.8341,1455000,291,4123.8,291,-8631.2626953125,3840.17,19.5706
38.667,1460000,292,3917.41,292,-8953.9912109375,4355.8,19.9871
51.958,1465000,293,810.11,293,-15532.2236328125,1419.89,50.037
54.4884,1470000,294,221.03,294,-16014.0859375,449.61,66.9425
54.7792,1475000,295,-12.27,295,-15973.2822265625,-11.86,73.6396
55.6756,1480000,296,-18.02,296,-16597.37890625,-18.79,85.2271
51.8919,1485000,297,172.76,297,-17959.5625,348.48,88.7373
52.8882,1490000,298,173.65,298,-16706.21484375,269.69,44.5475
41.8002,1495000,299,3635.49,299,-9138.0849609375,3742.56,20.5909
42.85,1500000,300,3766.77,300,-10624.53515625,3790.39,21.1049
38.8863,1505000,301,4063.68,301,-9373.7578125,4103.05,18.85
39.8788,1510000,302,4028.27,302,-10249.3017578125,3980.56,17.1746
39.192,1515000,303,3962.85,303,-10070.30859375,3933.95,17.6847
38.3581,1520000,304,4235.9,304,-9013.083984375,4395.79,15.2932
43.1584,1525000,305,523.43,305,-14876.189453125,204.87,61.1166
39.6334,1530000,306,3193.67,306,-13238.6982421875,2235.43,70.9135
39.7086,1535000,307,4149.54,307,-11118.7431640625,4193.2,17.6513
38.7718,1540000,308,4157.78,308,-10373.57421875,4448.21,12.9671
39.7701,1545000,309,4094.04,309,-12630.9677734375,3422.91,14.9875
41.2037,1550000,310,2904.95,310,-14452.369140625,4048.93,30.4281
39.9189,1555000,311,3307.84,311,-13149.958984375,4102.11,23.7611
42.0232,1560000,312,2789.96,312,-15882.3984375,2196.12,27.4075
39.9487,1565000,313,3066.39,313,-14667.978515625,3763.03,23.2553
39.709,1570000,314,3175.98,314,-14796.474609375,1354.36,17.8786
41.6608,1575000,315,2577.09,315,-16177.51171875,1919.87,17.9847
38.9079,1580000,316,2978.58,316,-12043.830078125,3833.61,13.7651
53.916,1585000,317,80.26,317,-19942.87890625,72.27,52.3236
41.8622,1590000,318,2916.06,318,-13726.283203125,3810.72,18.0679
40.327,1595000,319,3699.04,319,-11535.4423828125,3860.42,16.1172
39.5861,1600000,320,3917.31,320,-13007.5283203125,3950.13,18.2459
40.1606,1605000,321,4063.49,321,-11967.47265625,4079.55,16.3612
41.7405,1610000,322,4036.0,322,-12190.7392578125,4099.3,18.6467
40.7707,1615000,323,3816.42,323,-12425.64453125,3952.82,17.0055
40.6909,1620000,324,3118.45,324,-14187.8564453125,3679.48,19.8795
44.5094,1625000,325,489.1,325,-19327.025390625,264.47,40.7236
55.6223,1630000,326,236.02,326,-21690.935546875,313.06,61.5794
39.7192,1635000,327,3556.72,327,-12895.50390625,3248.12,17.8074
39.7736,1640000,328,3966.32,328,-13104.6552734375,4149.15,17.3115
40.6448,1645000,329,3796.45,329,-14268.4423828125,4065.37,22.4918
38.5091,1650000,330,4195.89,330,-12123.8173828125,4364.41,18.0575
38.3732,1655000,331,4185.71,331,-12695.1650390625,4134.1,17.6516
39.4934,1660000,332,4126.55,332,-13945.43359375,4158.12,20.1861
38.2718,1665000,333,4140.3,333,-11412.4482421875,4273.82,15.4021
38.1172,1670000,334,4227.77,334,-12277.677734375,4352.14,17.3989
38.0237,1675000,335,4008.81,335,-10935.1484375,4348.88,14.0451
37.2335,1680000,336,4516.21,336,-10008.6630859375,4537.77,13.6339
37.0533,1685000,337,4515.18,337,-10064.8408203125,4444.23,13.9677
36.8188,1690000,338,4297.45,338,-9704.849609375,4558.22,14.1298
36.9715,1695000,339,4548.47,339,-9712.798828125,4566.84,14.3925
36.9291,1700000,340,4564.21,340,-9517.1796875,4629.42,14.4248
37.5427,1705000,341,4591.8,341,-9560.458984375,4679.32,14.6684
37.1919,1710000,342,4392.97,342,-9532.7138671875,4480.36,14.1572
36.9217,1715000,343,4548.37,343,-10784.5556640625,4492.15,14.5896
36.801,1720000,344,4175.19,344,-11616.91015625,4594.8,15.4992
37.1198,1725000,345,4636.0,345,-9681.6552734375,4919.32,14.6957
37.3619,1730000,346,4629.33,346,-10373.5068359375,4613.64,14.201
36.7526,1735000,347,4709.16,347,-9600.1240234375,4802.36,14.0861
36.9503,1740000,348,4763.63,348,-9868.478515625,4948.56,13.4593
37.0971,1745000,349,4761.41,349,-9899.251953125,4898.5,13.4654
37.1414,1750000,350,4763.9,350,-9773.7763671875,4885.03,13.6797
37.8941,1755000,351,4815.19,351,-10354.91796875,4981.26,14.22
37.5211,1760000,352,4731.57,352,-10518.3505859375,4900.61,14.4584
37.6619,1765000,353,4519.46,353,-10460.9306640625,4740.92,14.6299
38.4233,1770000,354,4565.79,354,-10680.18359375,4607.28,14.2302
36.9267,1775000,355,4771.5,355,-9800.796875,4866.99,13.9421
36.2733,1780000,356,4692.79,356,-9497.9599609375,4882.75,13.0254
43.3995,1785000,357,1247.99,357,-22269.74609375,1300.98,20.8102
48.1583,1790000,358,398.16,358,-23992.462890625,1156.28,51.7344
52.4911,1795000,359,355.57,359,-25248.96484375,360.03,88.2219
52.4873,1800000,360,310.27,360,-26359.5078125,323.63,67.2092
45.6506,1805000,361,1192.59,361,-21475.666015625,788.24,18.2119
42.3309,1810000,362,935.42,362,-21032.78515625,1173.04,28.4808
41.6793,1815000,363,1930.03,363,-20656.509765625,1375.92,35.5773
38.2447,1820000,364,4028.7,364,-13011.541015625,4080.14,16.0443
39.8261,1825000,365,3250.01,365,-15067.3095703125,3306.67,20.3973
40.196,1830000,366,4022.37,366,-12555.3017578125,3896.62,18.2004
38.09,1835000,367,4214.55,367,-12225.3916015625,4275.63,16.4887
38.3135,1840000,368,4252.93,368,-12004.9326171875,4263.58,16.0937
37.7868,1845000,369,4405.82,369,-10502.953125,4459.51,16.1688
38.5173,1850000,370,4389.98,370,-10946.4482421875,4494.72,15.1658
37.4392,1855000,371,4458.79,371,-10830.9267578125,4496.51,14.2444
38.6469,1860000,372,4303.4,372,-11060.185546875,4298.91,15.2466
38.9076,1865000,373,4243.38,373,-11820.7275390625,4304.02,14.183
38.9216,1870000,374,4260.8,374,-12536.8740234375,4299.11,16.666
38.4054,1875000,375,4215.58,375,-12416.1376953125,4378.77,14.9659
39.6786,1880000,376,4173.75,376,-11985.4736328125,4271.1,14.9728
40.133,1885000,377,4156.31,377,-13023.8212890625,4339.75,16.1186
40.2489,1890000,378,3978.29,378,-14300.935546875,4001.35,15.7393
37.8779,1895000,379,3989.59,379,-12846.6083984375,4026.55,14.0667
39.5036,1900000,380,3894.85,380,-14619.904296875,4051.07,15.9369
40.3082,1905000,381,3855.53,381,-14445.8427734375,3945.24,17.7251
39.7311,1910000,382,3605.69,382,-14691.7138671875,3863.57,17.0763
40.0407,1915000,383,3985.29,383,-14224.6259765625,3943.01,15.4745
39.4828,1920000,384,4082.25,384,-13378.4423828125,4087.2,14.8107
39.6336,1925000,385,4021.21,385,-13728.9638671875,4112.41,16.4738
