Running Reverse KL,Reward Loss,Itration,Running Update Time,Running Forward KL,Real Det Return,Real Sto Return,Running Env Steps
15.2857,-12747.470703125,387,387,156.6483,2214.81,1862.68,1935000
14.2938,-12705.2763671875,388,388,156.786,2010.47,1676.86,1940000
14.5056,-12612.3115234375,389,389,156.9191,1708.53,1424.96,1945000
15.2503,-12719.423828125,390,390,157.0055,1870.85,1580.07,1950000
15.13,-12787.443359375,391,391,156.9213,1971.07,1624.79,1955000
15.3588,-12970.412109375,392,392,158.2036,-142.27,487.28,1960000
14.876,-12747.642578125,393,393,156.6581,2131.56,1738.73,1965000
15.107,-12901.896484375,394,394,156.9119,2039.55,1718.58,1970000
15.1024,-13036.4423828125,395,395,156.9568,1893.49,1521.69,1975000
15.2624,-12892.298828125,396,396,156.7788,2059.09,1711.28,1980000
14.9657,-12944.9365234375,397,397,157.2576,1846.58,1442.87,1985000
15.0238,-13107.8837890625,398,398,157.7647,349.7,988.44,1990000
14.2182,-12923.6875,399,399,156.8159,1944.94,1471.57,1995000
14.1246,-13231.0537109375,400,400,156.9138,1450.47,1239.55,2000000
13.3585,-13308.18359375,401,401,156.962,1014.49,922.85,2005000
15.3018,-12983.5703125,402,402,156.6473,2102.07,1769.99,2010000
14.1834,-12977.8544921875,403,403,156.7441,1340.92,1469.83,2015000
15.2527,-13391.302734375,404,404,156.871,1763.74,1506.66,2020000
15.043,-13202.9765625,405,405,156.9517,1894.49,1629.52,2025000
14.6128,-13311.7919921875,406,406,156.8547,1593.19,1436.37,2030000
15.0291,-13445.3857421875,407,407,157.0579,1491.39,1270.61,2035000
15.0903,-13143.7060546875,408,408,156.8039,2096.94,1731.79,2040000
15.5596,-13263.02734375,409,409,156.8201,2050.8,1772.9,2045000
15.3561,-13173.560546875,410,410,156.9103,2141.37,1812.25,2050000
15.8449,-13428.3310546875,411,411,157.143,1648.39,1469.54,2055000
15.9629,-13399.6845703125,412,412,156.8937,1773.57,1567.79,2060000
16.0462,-13368.03125,413,413,157.1936,1858.99,1731.79,2065000
16.144,-13351.884765625,414,414,156.9715,1884.22,1693.24,2070000
15.6645,-13214.11328125,415,415,157.244,1465.14,1603.86,2075000
15.6925,-13434.1923828125,416,416,156.9823,2129.89,1847.44,2080000
15.1926,-13407.4111328125,417,417,157.1479,1848.15,1711.18,2085000
16.1331,-13401.12109375,418,418,157.2124,1739.59,1542.36,2090000
14.7408,-13378.841796875,419,419,156.8194,764.43,1456.65,2095000
15.608,-13427.9453125,420,420,156.9143,2145.64,1850.93,2100000
15.7606,-13566.1484375,421,421,156.7501,2167.88,1874.09,2105000
15.4207,-13501.228515625,422,422,156.781,1500.36,1772.97,2110000
15.4971,-13501.1279296875,423,423,156.8731,2078.88,1761.48,2115000
15.3137,-13515.87890625,424,424,157.0334,1999.83,1703.09,2120000
15.5862,-13592.2041015625,425,425,156.9219,1662.74,1489.78,2125000
15.2834,-13358.7646484375,426,426,156.7154,2079.21,1749.2,2130000
14.799,-13530.9775390625,427,427,156.9199,1687.93,1522.57,2135000
15.8473,-13640.57421875,428,428,156.9237,2101.43,1790.38,2140000
30.3972,-12239.400390625,429,429,157.3025,-366.24,483.46,2145000
13.3733,-12659.5791015625,430,430,157.7579,-255.99,-238.57,2150000
16.3555,-13038.90625,431,431,159.2897,-438.46,-267.91,2155000
15.6696,-15023.17578125,432,432,158.0927,-44.22,-80.65,2160000
16.7725,-13224.9931640625,433,433,158.5029,-49.54,-54.32,2165000
14.4896,-13639.900390625,434,434,156.8213,956.63,747.99,2170000
12.5971,-13666.115234375,435,435,157.7512,-152.81,-17.04,2175000
15.8795,-12567.119140625,436,436,158.366,-328.91,-131.44,2180000
15.25,-14018.6923828125,437,437,156.7808,1796.85,1360.35,2185000
15.4101,-13908.939453125,438,438,156.8643,1972.63,1531.51,2190000
14.6845,-14059.9609375,439,439,156.946,1375.71,1350.48,2195000
14.6737,-14064.2294921875,440,440,156.7057,1901.51,1309.77,2200000
12.3513,-12529.2314453125,441,441,156.9193,-374.52,0.66,2205000
15.6348,-14011.9169921875,442,442,156.9689,2092.36,1721.73,2210000
15.3595,-14000.943359375,443,443,156.8306,2085.89,1558.62,2215000
15.9358,-11733.1748046875,444,444,157.091,-265.61,708.98,2220000
15.1961,-14123.6591796875,445,445,156.5474,2136.64,1688.88,2225000
15.1924,-14110.9267578125,446,446,156.614,2027.67,1698.65,2230000
15.159,-14091.693359375,447,447,156.4683,2137.01,1759.87,2235000
13.4269,-13748.21875,448,448,156.7857,524.16,463.23,2240000
13.3936,-14249.2431640625,449,449,156.7383,710.28,611.26,2245000
22.1383,-11648.01953125,450,450,160.4057,-333.24,-299.52,2250000
14.4699,-13818.265625,451,451,156.9475,941.53,1232.39,2255000
14.068,-13517.095703125,452,452,157.0674,-14.38,1060.17,2260000
15.4209,-14217.4677734375,453,453,158.3313,14.25,-29.51,2265000
13.9798,-14390.4453125,454,454,157.1962,1066.75,891.22,2270000
12.441,-14553.234375,455,455,156.6707,598.15,504.27,2275000
12.7933,-14643.5703125,456,456,157.064,460.86,403.04,2280000
15.0649,-15166.837890625,457,457,158.1759,761.41,624.01,2285000
15.9664,-14292.41796875,458,458,156.8066,2034.69,1694.66,2290000
15.8244,-14242.248046875,459,459,156.8902,2115.13,1759.57,2295000
15.6132,-14350.85546875,460,460,156.9732,2166.21,1800.26,2300000
15.7234,-14442.77734375,461,461,156.9771,2175.13,1822.14,2305000
15.6646,-14517.81640625,462,462,156.9841,2147.0,1788.28,2310000
15.2012,-14562.02734375,463,463,156.9409,2143.95,1814.54,2315000
15.3493,-14532.29296875,464,464,156.8515,2137.66,1809.98,2320000
15.23,-14549.310546875,465,465,156.6643,2154.09,1815.22,2325000
15.3466,-14526.443359375,466,466,156.9016,2160.69,1824.63,2330000
15.2324,-14515.4873046875,467,467,156.8157,2130.27,1799.78,2335000
15.1648,-14678.7109375,468,468,156.7024,2109.08,1790.33,2340000
15.2043,-14678.6904296875,469,469,156.7599,2167.4,1830.88,2345000
15.188,-14634.7451171875,470,470,156.8756,2162.09,1808.51,2350000
15.132,-14645.951171875,471,471,156.7506,2159.51,1822.51,2355000
15.054,-14765.8623046875,472,472,156.6249,2161.92,1835.53,2360000
14.9989,-14794.3447265625,473,473,156.6556,2160.19,1836.81,2365000
14.7487,-14679.4931640625,474,474,156.6003,2144.49,1829.48,2370000
14.8867,-14681.1142578125,475,475,156.5942,2128.06,1828.54,2375000
14.9412,-14754.2158203125,476,476,156.6928,2171.16,1812.4,2380000
15.0603,-14817.865234375,477,477,156.5236,2178.89,1832.73,2385000
14.9095,-14780.203125,478,478,156.6749,2162.31,1853.82,2390000
15.0873,-14959.8603515625,479,479,156.5567,2187.24,1860.12,2395000
15.21,-14931.634765625,480,480,156.7437,2181.41,1860.69,2400000
14.814,-14951.4365234375,481,481,156.693,2169.31,1841.84,2405000
14.9555,-14970.7783203125,482,482,156.7574,2169.03,1829.6,2410000
15.1246,-15027.1533203125,483,483,156.7123,2172.69,1846.7,2415000
15.1414,-15095.0302734375,484,484,156.7031,2215.65,1874.64,2420000
15.0352,-14990.162109375,485,485,156.7662,2151.97,1842.01,2425000
14.8184,-15002.177734375,486,486,156.5846,2179.36,1843.52,2430000
14.8514,-15101.7041015625,487,487,156.6419,2189.43,1847.54,2435000
15.0223,-15078.720703125,488,488,156.6007,2212.3,1854.93,2440000
14.8719,-15134.607421875,489,489,156.7045,2180.29,1848.84,2445000
14.8889,-15207.7060546875,490,490,156.7876,2191.67,1845.13,2450000
14.7577,-15140.8271484375,491,491,156.6388,2175.81,1825.85,2455000
15.1178,-15204.02734375,492,492,156.6523,2186.87,1848.53,2460000
14.9528,-15213.4091796875,493,493,156.7252,2170.41,1857.81,2465000
14.9912,-15320.087890625,494,494,156.7592,2204.1,1857.48,2470000
14.9138,-15364.3544921875,495,495,156.7064,2184.93,1846.64,2475000
14.7429,-15263.49609375,496,496,156.6427,2160.58,1825.17,2480000
14.1337,-12892.275390625,497,497,157.6365,233.06,617.46,2485000
11.4624,-15597.06640625,498,498,156.9165,1.41,343.73,2490000
21.9276,-13008.51171875,499,499,157.0114,-303.93,600.73,2495000
16.7569,-12645.9228515625,500,500,159.511,-68.75,106.48,2500000
13.2278,-13694.1630859375,501,501,156.7266,-319.2,634.86,2505000
14.8837,-15460.6005859375,502,502,156.7036,2107.3,1801.1,2510000
15.1511,-15387.322265625,503,503,156.6204,2115.66,1802.15,2515000
15.1946,-15487.890625,504,504,156.7578,2163.86,1828.89,2520000
15.4356,-15534.7900390625,505,505,156.7228,2194.36,1858.63,2525000
15.179,-15498.2314453125,506,506,156.8406,2202.25,1864.58,2530000
14.986,-15543.5341796875,507,507,156.8771,2161.07,1821.79,2535000
14.6956,-15433.4423828125,508,508,156.619,2088.2,1782.03,2540000
14.5284,-15566.7724609375,509,509,156.6775,1674.01,1423.08,2545000
14.4891,-15712.0263671875,510,510,156.9307,836.17,749.38,2550000
14.1781,-16115.5810546875,511,511,156.9051,545.34,891.59,2555000
14.1075,-15702.9091796875,512,512,156.6192,1688.32,1463.91,2560000
13.3768,-15780.0673828125,513,513,156.6884,277.13,1083.26,2565000
15.505,-13247.578125,514,514,156.8142,547.49,454.24,2570000
16.4133,-12568.890625,515,515,157.5482,-227.18,-50.29,2575000
14.9613,-15712.0908203125,516,516,156.878,-265.7,1405.32,2580000
15.1614,-16050.125,517,517,156.7813,1456.63,1420.05,2585000
15.0115,-15810.6328125,518,518,156.7203,2099.49,1791.2,2590000
15.1554,-15800.1142578125,519,519,156.7751,2090.88,1764.86,2595000
14.8242,-15772.0087890625,520,520,156.7055,2012.28,1698.27,2600000
15.2869,-15952.443359375,521,521,156.5197,2102.21,1822.0,2605000
13.8282,-15283.6650390625,522,522,156.7067,-204.6,1130.03,2610000
16.333,-14060.2763671875,523,523,156.961,-187.43,771.05,2615000
20.0019,-14796.5185546875,524,524,156.9384,790.41,220.55,2620000
14.1161,-16066.5166015625,525,525,156.718,561.37,1167.11,2625000
14.1154,-15908.6220703125,526,526,156.5187,1536.14,1131.46,2630000
18.2263,-12070.6279296875,527,527,159.8514,-379.35,-216.52,2635000
13.5103,-15703.630859375,528,528,156.6912,865.84,1199.18,2640000
13.3941,-15682.203125,529,529,156.69,890.58,906.02,2645000
14.2422,-16594.35546875,530,530,156.5499,1868.51,1493.54,2650000
14.8832,-16534.3046875,531,531,156.5516,1997.54,1588.83,2655000
14.7292,-16383.28515625,532,532,156.4308,2011.8,1622.9,2660000
14.6276,-16433.5390625,533,533,156.536,2059.67,1714.34,2665000
14.5222,-16428.625,534,534,156.5511,1998.95,1732.42,2670000
13.8422,-16336.8076171875,535,535,156.6731,1557.44,1337.66,2675000
14.5581,-16410.7109375,536,536,156.4415,2114.04,1745.32,2680000
14.746,-16406.091796875,537,537,156.6029,2078.24,1742.3,2685000
14.6235,-16385.5703125,538,538,156.6282,2115.94,1756.24,2690000
14.6169,-16460.27734375,539,539,156.6151,2051.63,1704.68,2695000
14.2371,-16418.48828125,540,540,156.6223,2004.26,1692.23,2700000
14.4738,-16335.8115234375,541,541,156.5301,2078.72,1739.8,2705000
13.8827,-16203.513671875,542,542,156.6771,454.17,1411.46,2710000
14.6716,-16522.77734375,543,543,156.5522,1882.15,1676.22,2715000
14.5896,-15728.119140625,544,544,156.7808,738.51,775.4,2720000
14.1318,-16350.7119140625,545,545,156.4589,1775.26,1536.18,2725000
15.0715,-16555.908203125,546,546,156.4598,2009.37,1731.79,2730000
14.6059,-16287.3515625,547,547,156.379,1825.79,1667.49,2735000
15.4718,-16624.9453125,548,548,156.7113,2006.47,1756.96,2740000
15.0484,-16625.748046875,549,549,156.6449,1901.0,1603.56,2745000
14.6552,-16492.990234375,550,550,156.335,1864.43,1642.86,2750000
14.1075,-16399.529296875,551,551,156.6645,1406.47,1192.34,2755000
14.5427,-16723.576171875,552,552,156.4095,1699.24,1463.27,2760000
14.5815,-16686.216796875,553,553,156.7426,815.06,819.01,2765000
15.8093,-17257.296875,554,554,156.919,1024.81,1000.33,2770000
12.7685,-16333.0419921875,555,555,156.5815,1263.69,940.83,2775000
12.5424,-16805.185546875,556,556,156.9141,321.74,359.21,2780000
13.6992,-15703.45703125,557,557,158.2809,87.38,53.71,2785000
14.3498,-16498.2890625,558,558,156.6398,1379.36,1234.98,2790000
13.686,-16603.748046875,559,559,156.9985,1199.69,910.97,2795000
13.027,-16522.345703125,560,560,157.005,956.29,821.86,2800000
13.779,-16680.623046875,561,561,157.0829,1321.63,1060.54,2805000
12.7469,-17143.572265625,562,562,157.457,455.55,420.04,2810000
11.973,-17211.037109375,563,563,157.029,3.0,39.84,2815000
12.2951,-17017.154296875,564,564,156.8212,470.74,466.1,2820000
11.8455,-17544.349609375,565,565,156.6553,-29.63,-6.57,2825000
11.9926,-17334.916015625,566,566,156.7142,-90.73,-83.81,2830000
13.6333,-15676.923828125,567,567,156.908,-164.7,-179.15,2835000
15.0577,-14417.890625,568,568,158.5368,-376.19,-396.49,2840000
13.3928,-16316.076171875,569,569,156.6388,29.98,36.95,2845000
18.8508,-16038.177734375,570,570,158.4037,-194.43,-192.0,2850000
14.788,-17061.892578125,571,571,156.9878,-305.85,-339.46,2855000
13.1202,-15474.873046875,572,572,156.4665,-136.51,42.94,2860000
13.1357,-16342.6552734375,573,573,156.7372,210.19,104.57,2865000
14.9563,-12780.7861328125,574,574,159.1787,154.02,167.92,2870000
16.698,-14282.4033203125,575,575,159.1448,-209.07,-244.97,2875000
13.6839,-14809.966796875,576,576,159.1395,-166.41,-240.55,2880000
13.7589,-15863.85546875,577,577,157.9483,-458.95,-406.7,2885000
14.7221,-16586.873046875,578,578,156.2519,9.94,-85.64,2890000
18.4009,-16452.5,579,579,156.5708,-284.84,-342.73,2895000
20.1522,-17425.044921875,580,580,155.4082,-106.67,-108.12,2900000
24.2307,-17653.041015625,581,581,155.7672,-272.83,-247.05,2905000
20.6219,-17921.9140625,582,582,156.0621,-180.94,-251.7,2910000
16.2222,-17796.470703125,583,583,155.6731,-8.83,-88.88,2915000
11.7567,-16633.232421875,584,584,155.4513,-56.36,-154.04,2920000
12.655,-17238.498046875,585,585,156.512,137.03,89.64,2925000
12.2268,-17168.611328125,586,586,155.727,213.37,150.91,2930000
14.8193,-15945.9306640625,587,587,157.1136,780.62,282.85,2935000
15.6931,-14212.8642578125,588,588,158.2856,273.98,235.81,2940000
13.8997,-13704.041015625,589,589,158.3736,-190.61,154.09,2945000
23.9436,-11525.2763671875,590,590,159.9059,-364.99,-386.14,2950000
13.7211,-13806.083984375,591,591,158.7964,-198.46,-70.32,2955000
11.926,-14143.607421875,592,592,156.9387,694.41,388.95,2960000
19.3038,-16138.99609375,593,593,155.6061,12.81,17.94,2965000
11.8471,-17102.98828125,594,594,155.4918,146.94,-209.03,2970000
11.7374,-17193.400390625,595,595,156.0407,194.84,-56.16,2975000
12.0956,-17927.986328125,596,596,156.3765,151.01,98.14,2980000
12.4336,-17819.1484375,597,597,156.512,16.52,-111.77,2985000
16.0323,-18253.818359375,598,598,156.7166,168.9,80.82,2990000
12.2705,-17491.0,599,599,155.6487,186.35,96.09,2995000
