Itration,Running Forward KL,Running Reverse KL,Real Det Return,Real Sto Return
0,158.405,12.1303,129.16,6.43
1,158.2571,11.8305,438.14,101.79
2,157.6415,10.9776,827.86,310.62
3,157.0406,11.662,833.47,681.61
4,156.7687,13.0887,2003.35,1487.27
5,156.4945,12.5147,2727.31,1666.26
6,156.2151,14.4864,3275.6,2693.4
7,155.6444,15.2673,3625.31,2904.82
8,155.4793,15.6111,4317.1,3678.94
9,154.3502,15.0411,4941.69,4080.37
10,154.0545,15.5976,5142.32,4195.63
11,153.2193,15.6256,5470.12,4919.21
12,152.7013,16.8814,6052.65,5462.52
13,152.5055,17.4133,6277.33,5414.87
14,151.7119,17.2181,6541.07,5813.55
15,151.2945,16.7915,6168.64,5721.08
16,150.5695,16.6346,7233.9,6518.64
17,150.3163,15.9684,7053.57,6612.25
18,150.4068,18.0082,7344.19,6919.73
19,149.8364,17.0323,7741.39,7103.12
20,149.3786,17.7539,8199.54,7490.68
21,149.6309,18.4201,7857.49,7455.9
22,148.8722,17.8083,8366.27,7751.21
23,148.9877,19.0192,8796.52,8242.6
24,149.6112,18.5744,8655.08,7663.42
25,148.8387,17.6473,8689.4,8074.41
26,149.5442,18.4274,8555.12,7886.9
27,148.1247,18.8089,9178.98,8501.42
28,149.0827,18.9797,8752.04,8432.55
29,149.1918,19.9769,8788.2,8624.14
30,149.4345,19.3797,9676.17,8439.91
31,148.3085,19.3311,9354.05,8922.38
32,148.3375,18.0729,8088.36,8090.21
33,148.4309,18.8731,9446.59,8962.66
34,148.1503,18.7188,9133.82,8705.46
35,148.0377,19.5971,9250.92,8753.99
36,148.6112,18.787,8988.61,8453.02
37,148.1652,18.3938,9894.29,9307.19
38,147.0234,18.2159,9711.93,9277.21
39,147.0026,19.0565,9956.95,9306.38
40,147.6854,19.3741,10017.84,9473.24
41,147.5589,19.6147,9351.42,8954.2
42,147.2473,19.9284,10096.59,9622.63
43,146.8662,19.6411,10181.1,9597.22
44,146.4363,19.5747,10079.07,9724.04
45,146.7591,19.8478,10321.09,9632.04
46,147.1825,19.3398,10188.15,9698.28
47,146.6364,19.2807,9836.59,9563.32
48,146.9292,19.2586,10249.42,9299.08
49,146.7831,19.3606,10722.68,9878.95
50,146.7959,19.5292,10497.66,10053.67
51,146.5102,19.3371,10537.44,9908.5
52,146.8762,19.2173,10443.34,9925.57
53,146.541,20.6228,10568.88,10048.31
54,146.5331,18.3284,10274.11,9832.68
55,146.5854,19.0076,10356.97,9459.7
56,146.6881,19.3101,10366.96,9449.79
57,146.4152,19.1544,10255.76,9902.08
58,146.9449,19.4986,10590.22,10143.97
59,146.6945,19.4849,10001.62,9648.52
60,145.24,18.6622,10494.91,10120.6
61,145.8951,19.2392,10571.48,10232.23
62,145.9492,18.4166,10725.87,10422.48
63,146.451,19.1331,10222.25,9678.15
64,147.5556,19.2533,10547.65,10113.07
65,146.1981,19.2136,10771.18,10218.77
66,145.6494,17.6518,9923.85,9981.91
67,144.8502,18.7708,10784.79,10421.97
68,145.8918,17.6727,9151.88,9374.27
69,146.1592,19.6818,10594.6,10240.28
70,145.4009,19.0749,10985.06,9818.69
71,145.8113,19.5511,11017.73,10612.12
72,146.202,17.0719,10146.84,10023.17
73,145.2285,19.1971,10855.24,10397.45
74,145.3519,18.9067,11113.9,10062.25
75,145.0958,19.4953,10824.11,10314.67
76,145.9924,18.7156,10315.52,10306.15
77,145.1841,19.9031,11009.39,10397.22
78,145.5415,18.7868,11099.56,10495.27
79,144.7928,19.4025,10791.93,10353.26
80,146.013,18.4397,10845.65,10013.27
81,144.2805,18.5311,11015.67,10539.58
82,145.2256,18.4105,10984.07,10380.08
83,144.7294,19.65,11082.2,10240.21
84,144.6823,19.802,10974.29,10540.75
85,144.0672,19.6519,11175.74,10759.14
86,145.2488,18.9324,11044.22,10205.15
87,144.7602,19.0333,11105.69,10460.19
88,144.6585,18.5758,11351.61,9970.65
89,145.1702,17.8247,10970.66,10529.95
90,144.9433,19.0444,10650.62,10023.44
91,144.725,19.6968,11159.02,10732.51
92,144.7773,16.7919,11166.54,10702.85
93,145.7425,18.462,11233.44,9849.99
94,145.4659,16.9198,6689.71,5810.27
95,144.7128,19.1288,11192.06,10645.84
96,145.1682,19.7838,11065.45,10762.28
97,144.4316,19.1017,11221.76,10852.7
98,145.7857,14.9622,7258.58,8252.37
99,144.8037,20.2619,11245.84,10922.58
100,144.6229,19.8533,11063.84,10691.59
101,145.2925,19.8371,10592.61,10092.71
102,145.2807,19.2639,11232.19,10907.79
103,144.1752,19.2793,11162.5,10850.03
104,144.5108,16.6168,10578.21,8816.95
105,145.6112,19.257,11058.03,10751.67
106,144.5692,18.4226,11354.21,10710.49
107,144.3927,16.858,11171.37,10019.76
108,144.8748,19.2637,10825.42,10908.55
109,145.1077,19.3733,11219.61,10799.67
110,145.0061,19.4641,10933.67,10212.49
111,144.7704,19.1876,11301.44,10674.08
112,144.7107,17.1237,10238.58,9758.92
113,144.4155,18.2031,10803.33,10346.26
114,143.4177,19.6137,11224.03,10813.65
115,144.6514,19.3536,11393.77,10955.07
116,143.95,18.9114,11437.93,10517.15
117,144.8872,19.3625,11277.56,10951.72
118,144.0266,18.9738,11251.95,10698.06
119,145.0106,19.3458,11471.79,10710.88
120,145.1305,19.1149,11495.62,11049.04
121,144.818,18.7455,11556.22,11081.15
122,144.779,17.6382,11585.45,11119.36
123,144.956,18.9053,11345.29,10983.3
124,145.5646,13.0815,7792.87,7608.54
125,143.9072,18.9012,11302.42,11011.42
126,144.1443,17.6122,11172.5,10717.94
127,144.658,19.5353,11524.16,11059.02
128,144.6825,18.9982,10747.03,10620.57
129,145.2226,19.5631,10905.5,10832.48
130,144.2359,18.2079,11275.48,11053.27
131,144.5365,19.6521,11329.6,11023.6
132,143.9328,19.4013,11329.33,10924.01
133,143.9181,17.2556,11168.91,10859.37
134,144.339,18.9505,11583.87,10860.34
135,143.9077,18.9603,11718.21,11285.56
136,144.484,19.0428,11390.85,11020.24
137,142.9266,19.6496,11244.44,11115.05
138,144.1325,19.7634,11390.31,11132.44
139,143.569,18.329,11803.39,11280.16
140,143.1734,18.1603,11514.43,11120.75
141,143.6447,18.5283,11684.43,10684.21
142,143.8733,18.2321,11408.01,10534.49
143,144.3145,18.2141,11261.58,10790.66
144,144.2235,19.3578,11429.27,11032.61
145,142.8984,17.9157,11624.82,11227.61
146,143.8391,18.605,11061.89,11105.98
147,143.3519,18.9381,11818.6,11495.86
148,143.792,18.6748,11728.97,11307.62
149,143.9148,18.4041,11719.51,10857.37
150,144.4328,18.9379,11674.33,11016.6
151,143.7353,19.3638,11573.15,11241.84
152,143.2469,18.7414,11718.35,11341.68
153,143.3777,17.7725,11699.75,10790.27
154,143.8973,19.4611,11757.24,11185.1
155,143.7574,18.3726,11677.42,11403.84
156,142.9561,18.6308,11495.13,11178.67
157,144.0321,19.3833,11678.91,11348.17
158,144.7568,19.7442,11418.3,10729.13
159,143.3933,17.4811,11686.52,11099.67
160,144.2786,19.433,11346.9,10951.61
161,144.0679,19.3708,11408.82,11084.81
162,145.0689,19.4782,11423.67,11154.42
163,144.5061,18.8721,11662.59,11367.93
164,143.7353,19.0348,11765.36,11301.42
165,143.772,19.9712,11417.75,11172.18
166,143.5928,19.3346,11894.24,11437.25
167,143.9624,19.9958,11657.18,11316.01
168,143.8964,18.9118,11798.37,11438.7
169,142.1211,19.0336,11849.94,11438.04
170,143.6918,19.0985,11701.84,10717.48
171,143.7623,18.9242,11868.75,11332.1
172,143.393,19.008,11731.42,11391.16
173,143.8521,19.2541,11743.62,11440.44
174,143.0445,18.0922,11812.07,11130.06
175,144.1471,19.0081,10853.5,9804.21
176,142.8266,18.7201,11284.86,11418.36
177,143.6913,19.5577,11583.31,11332.54
178,144.1624,19.4872,11675.57,11271.35
179,143.6751,19.3297,11903.54,10938.66
180,143.0654,19.0135,11838.07,11343.79
181,143.834,19.6302,11775.61,11350.19
182,143.6781,19.2508,11756.06,11304.19
183,143.1013,18.4948,11947.86,11591.53
184,144.1807,19.5601,11939.61,11537.62
185,143.0482,17.376,12015.69,11601.19
186,143.6365,18.6231,11929.53,11509.79
187,144.77,19.656,12026.21,11599.72
188,143.6908,18.8947,11664.89,11245.68
189,144.3233,19.5665,11980.15,11252.54
190,142.3631,18.4159,11933.5,11544.21
191,143.003,18.4936,12132.3,11519.74
192,143.5556,19.4502,12009.61,11556.55
193,142.9776,19.0357,11959.71,11500.39
194,142.9669,19.1369,11867.77,11518.41
195,142.0388,19.7942,11655.31,11410.56
196,143.5766,18.9038,11834.33,11432.99
197,142.1953,18.6079,11913.42,11438.3
198,143.3321,19.551,11891.73,11460.68
199,143.6501,18.5947,11891.66,11474.13
200,141.7434,18.9182,12270.22,11719.0
201,143.7109,19.7905,11923.38,11746.95
202,142.4744,17.4863,12175.69,11265.85
203,142.7226,18.5598,12084.68,11594.02
204,143.5117,17.4317,11476.62,10190.63
205,142.9121,18.8852,12125.01,11595.78
206,142.5085,18.3669,12079.33,11629.4
207,143.229,19.1547,12088.73,11210.04
208,142.7362,18.7926,12180.7,11620.67
209,143.8729,17.339,10912.32,11007.48
210,143.5513,16.6365,10695.5,11343.97
211,143.5049,19.1552,12238.07,11641.32
212,143.8203,17.1184,11934.52,11552.1
213,142.8475,18.0305,11651.66,11168.98
214,142.4996,16.8495,11646.38,10555.55
215,143.7814,16.728,11887.65,10957.98
216,142.864,18.1802,12284.83,11852.66
217,143.2535,18.3374,12248.59,11041.53
218,143.8272,18.1118,11736.91,10575.04
219,144.3707,18.5138,11907.64,10890.64
220,143.2937,17.6277,11415.38,10156.09
221,142.362,16.7544,11879.02,10610.36
222,143.2912,18.1541,9844.53,10474.17
223,143.2394,18.0535,11568.96,11672.87
224,142.2647,18.0859,11755.06,10034.63
225,143.8412,16.4113,12269.16,9211.41
226,143.4987,18.5663,11272.55,10585.77
227,143.6594,18.0734,11440.68,11506.17
228,143.2775,19.2942,10155.66,8869.84
229,143.0581,17.632,7569.07,4520.96
230,144.3568,15.2354,5095.6,9539.91
231,142.9174,18.0382,12071.2,11564.3
232,143.4949,16.8492,11342.2,10879.41
233,142.2704,17.3341,10349.37,10607.19
234,143.4869,17.9618,11615.49,10248.82
235,142.18,16.3881,10835.84,10863.91
236,142.3509,15.3662,10313.2,8822.66
237,143.3248,16.1606,11374.69,10442.7
238,144.1058,15.3926,9735.88,10759.0
239,143.2619,16.2195,11260.01,10948.95
240,144.0986,17.3742,12080.22,11584.25
241,143.9191,14.8625,10763.62,9154.81
242,143.4417,18.0805,11277.57,11533.67
243,143.7152,16.2554,10307.41,11460.88
244,145.0456,13.0939,8423.48,8416.48
245,143.4732,17.6642,11989.89,11391.14
246,142.4498,18.1405,12136.27,11531.41
247,143.913,17.6278,11838.11,10592.34
248,142.8209,18.1048,12222.13,11518.88
249,143.3232,16.3296,10360.33,8481.7
250,144.5119,17.3348,11808.68,11436.11
251,146.4118,12.7692,3671.95,2501.92
252,146.2134,11.5625,1741.69,3408.05
253,143.4789,17.2824,11558.31,9554.84
254,142.8312,17.8651,12089.97,11571.79
255,143.5791,17.0028,11988.5,10848.41
256,142.649,17.1902,12126.18,11566.73
257,142.4223,18.3071,12106.45,11620.51
258,143.1386,17.4006,11800.7,11691.82
259,142.4625,16.8157,11213.15,10898.06
260,142.0198,17.1423,11989.16,11618.05
261,143.7873,17.6355,11796.32,10993.74
262,142.446,16.8417,11658.4,11237.84
263,142.8196,16.2286,11536.56,10106.93
264,143.2573,15.3853,10717.52,9931.04
265,146.6824,14.8117,8364.91,7926.08
266,142.8165,15.6453,10284.77,9460.15
267,143.6002,23.5711,10161.25,9440.15
268,143.8029,14.0827,10148.64,9164.8
269,143.6838,17.411,11419.66,10941.94
270,142.8669,17.7163,11478.78,10901.99
271,142.5558,17.2266,11320.91,10817.77
272,143.0516,17.3231,11058.38,11013.78
273,143.0174,16.6815,10405.67,10376.11
274,143.0189,18.1152,10994.25,10660.21
275,143.3426,18.0492,11127.36,10884.13
276,143.3872,16.8349,10862.56,10282.99
277,144.3276,15.2718,8960.68,9417.95
278,146.1442,16.4949,8760.14,8798.9
279,143.745,17.3203,10411.4,10082.7
280,144.3859,17.4633,10014.98,10368.7
281,143.4609,18.1696,11077.0,10862.67
282,144.1639,17.4196,10946.16,10319.77
283,144.1769,17.1595,10884.34,10066.29
284,143.7229,17.948,11360.17,10821.28
285,144.8823,16.0765,10946.19,9166.56
286,143.1398,18.3908,10342.51,10791.15
287,143.9171,17.4556,10028.3,10602.54
288,144.5465,16.563,10728.9,9345.81
289,144.4041,16.7839,10510.65,10096.49
290,142.6284,17.2553,11172.16,10735.43
291,144.0038,17.1516,11227.57,10641.0
292,143.8461,17.7615,10280.48,10322.74
293,143.7782,16.2299,10745.23,9967.36
294,143.2248,17.7638,10922.47,10694.67
295,142.9073,16.1187,10750.18,10687.61
296,143.7642,17.1621,11304.01,10486.31
297,142.825,16.8929,10785.16,10179.88
298,143.2394,17.4408,11105.07,11104.01
299,143.2925,18.7925,11904.39,11540.62
300,143.511,19.1293,10810.52,11025.22
301,143.221,18.05,11772.25,11217.41
302,142.7696,18.134,11411.24,10942.75
303,142.9565,17.9072,11377.49,10763.93
304,142.1331,17.3323,10509.05,10951.29
305,143.2892,14.2893,10344.01,10496.8
306,143.7618,15.5146,11431.72,10670.12
307,142.4433,17.9686,11653.96,10863.53
308,142.4325,18.3647,11012.66,11054.29
309,142.4584,18.0874,11013.48,11121.03
310,141.7293,17.6065,11212.53,11083.09
311,142.7101,18.0097,11543.95,10544.93
312,143.5361,18.6297,11634.39,11141.97
313,142.8463,18.611,11746.84,10428.94
314,142.7494,19.3332,11506.91,11301.81
315,143.414,19.0095,11891.24,11409.81
316,143.0479,19.1502,11814.9,11437.61
317,143.9051,19.3163,11951.45,11568.48
318,143.4868,17.1786,11752.57,10524.84
319,143.3519,18.3602,10861.82,11369.61
320,142.9997,17.1746,11637.5,10827.73
321,142.4923,19.3028,12092.1,11572.22
322,143.0429,18.8332,11486.4,11253.51
323,142.4486,17.351,11690.61,11122.23
324,142.9948,18.2424,11567.73,11293.82
325,143.4095,18.954,11414.76,11287.81
326,145.2187,18.2795,9825.64,9916.39
327,142.2903,18.9595,12009.47,11654.41
328,141.5672,20.3502,12165.56,12120.72
329,141.5366,20.7629,12486.74,12168.12
330,142.6506,21.0675,12494.28,11389.51
331,142.817,19.7325,10971.25,11838.66
332,143.3207,20.7451,12483.7,11883.54
333,142.1839,20.9838,12573.11,12012.15
334,143.4645,19.2419,11953.24,11579.52
335,142.411,20.9993,12163.43,12064.6
336,143.5118,20.1713,11920.39,11857.39
337,142.1993,19.9233,12224.72,11859.9
338,142.5252,18.213,12108.63,11901.56
339,142.6413,18.3447,12076.56,11539.68
340,142.5654,17.7051,12292.33,11562.42
341,142.9949,18.6397,12262.19,11821.8
342,143.3759,19.3801,12230.44,11827.95
343,143.3594,18.697,11499.09,11504.35
344,143.6719,19.1995,12218.14,11640.17
345,142.6852,18.9767,11890.25,11406.08
346,143.7282,18.947,11254.79,10526.52
347,142.8912,17.1051,11825.48,11596.74
348,142.9082,17.8301,12179.4,11821.88
349,142.5305,19.1478,11917.37,11133.04
350,143.8867,17.9281,10320.89,10829.24
351,143.5335,18.6091,11065.04,11214.03
352,143.3856,19.2262,11916.54,11163.83
353,143.9221,18.2587,11328.4,11085.46
354,143.7031,18.5344,11036.02,10645.48
355,142.9908,18.9946,11940.92,11277.93
356,143.1641,18.8893,12059.91,11197.76
357,144.2934,17.2698,10717.61,10925.45
358,143.8765,19.1201,11707.53,10944.77
359,144.0505,17.9061,12184.99,11687.77
360,143.1589,18.4302,12348.97,12024.32
361,143.5441,18.1354,10982.63,10991.85
362,143.3209,18.3242,11535.4,11044.7
363,142.7981,18.4792,11615.15,11113.79
364,142.8126,18.5996,11227.89,11645.63
365,142.7901,18.862,10931.98,11395.2
366,141.3185,18.1592,11464.18,11348.82
367,143.8325,19.0311,11556.45,11453.34
368,143.618,16.893,11382.67,11489.95
369,143.2992,19.7855,11602.94,11622.13
370,143.4128,18.569,11922.51,11170.96
371,142.9394,19.5095,12077.08,11626.09
372,142.4854,19.2883,12012.25,11487.87
373,142.3819,20.0286,11717.38,12011.93
374,143.118,19.1522,11992.7,11823.12
375,142.2161,19.8215,11964.62,11828.99
376,142.8012,18.93,12210.36,11930.79
377,143.4435,19.6689,12461.58,11972.81
378,143.5728,19.8888,12101.91,11228.64
379,142.6535,19.969,12141.05,10641.94
380,142.6122,18.512,12116.37,11873.3
381,143.3096,19.8868,12138.48,10930.47
382,143.5998,19.0689,11623.98,11473.9
383,142.6924,19.1039,11593.53,10464.29
384,143.1693,19.2558,12081.16,11818.53
385,143.0399,17.9212,11462.51,11652.27
386,143.2682,19.4933,11878.05,11183.16
387,142.436,19.2596,12288.02,12037.0
388,142.6615,20.8539,12335.84,11358.71
389,142.5516,20.001,12519.12,12200.13
390,143.2723,18.7421,12101.86,11892.71
391,143.545,20.1434,11857.82,11321.01
392,143.1587,19.71,12261.42,11945.83
393,143.0139,18.8348,10340.44,11131.8
394,143.5477,17.4785,11790.03,11008.09
395,143.2315,19.8591,12206.98,11977.56
396,142.8813,17.2983,11813.95,11604.44
397,141.9598,19.5946,11726.89,10966.34
398,142.73,19.1851,11636.54,11803.94
399,143.3259,16.8895,11431.71,11260.63
400,143.7319,19.0063,12167.08,11718.04
401,142.5436,19.2875,12140.67,11808.94
402,141.7378,19.6882,12303.86,11964.2
403,143.2364,17.5635,12051.99,11382.58
404,143.1675,18.9137,12209.58,11973.25
405,142.5893,17.8207,11810.56,10781.4
406,142.8199,18.3655,12026.72,11795.91
407,142.9512,19.2613,12024.37,9508.01
408,142.6225,19.771,12432.21,12091.0
409,142.462,20.168,12517.31,12168.24
410,142.396,19.5929,12447.77,12071.05
411,143.592,18.0265,12230.79,11160.42
412,144.0705,20.5262,11922.1,11773.31
413,143.1468,20.1207,12451.22,12039.9
414,143.0139,19.7235,12294.86,11906.35
415,142.745,19.6755,12052.84,11514.69
416,142.5063,19.8663,11597.88,11488.21
417,142.2475,20.3525,12389.05,11660.83
418,143.0724,18.8489,11620.66,11866.06
419,142.8892,20.0426,12406.5,11105.52
420,142.0245,20.0965,12233.39,12001.79
421,143.1585,19.5294,12307.67,11559.83
422,142.2704,19.9599,12347.15,11997.64
423,142.6866,19.6898,11778.24,11992.92
424,143.2735,18.2882,11023.41,11683.26
425,142.8637,20.7845,12416.69,11722.52
426,141.8884,19.4055,12312.67,12062.48
427,143.0583,24.1466,12110.09,11855.38
428,143.7277,20.4891,12137.93,11456.2
