Reward Loss,Running Env Steps,Real Det Return,Running Update Time,Itration,Running Reverse KL,Real Sto Return,Running Forward KL
-2025.870849609375,360000,2038.69,72,72,15.5734,1768.57,156.8045
-2059.9775390625,365000,2112.21,73,73,15.7568,1764.23,156.7496
-2087.433349609375,370000,2137.78,74,74,15.7853,1773.1,156.86
-2118.998291015625,375000,2140.26,75,75,15.6496,1781.05,156.8605
-2157.8583984375,380000,2144.66,76,76,16.0034,1771.01,156.9164
-2194.183837890625,385000,2136.95,77,77,16.0343,1791.14,156.9458
-2232.665771484375,390000,2108.89,78,78,15.6369,1749.02,156.8077
-2256.691162109375,395000,2041.36,79,79,15.3413,1766.67,156.9289
-2282.85693359375,400000,2165.9,80,80,15.6386,1802.69,156.9673
-2323.994384765625,405000,2158.13,81,81,15.8889,1806.57,156.8612
-2352.515380859375,410000,2087.65,82,82,15.4423,1743.75,157.0133
-2384.60986328125,415000,2130.82,83,83,15.4979,1797.68,156.6468
-2421.11279296875,420000,2212.38,84,84,15.8992,1833.95,156.8359
-2464.483642578125,425000,2163.7,85,85,15.6896,1816.05,156.9866
-2488.805908203125,430000,2140.38,86,86,15.7527,1805.69,156.8212
-2540.380859375,435000,2175.02,87,87,15.8937,1797.02,157.1305
-2563.421142578125,440000,1862.59,88,88,16.7158,609.57,157.173
-2644.758056640625,445000,-291.83,89,89,15.5467,-146.19,159.4478
-2655.4609375,450000,-26.2,90,90,14.2503,765.92,157.0531
-2670.853271484375,455000,2108.63,91,91,15.1876,1744.94,156.9329
-2710.834228515625,460000,-318.2,92,92,23.8276,183.19,157.8774
-2739.506103515625,465000,1183.33,93,93,14.7728,967.51,156.9715
-2784.7119140625,470000,198.09,94,94,14.1126,1592.72,156.8469
-2813.94775390625,475000,2172.06,95,95,15.8077,1778.46,156.8747
-2868.142578125,480000,-177.11,96,96,15.9935,26.02,158.2982
-2893.56982421875,485000,2102.31,97,97,15.7832,1726.6,157.0927
-2980.46728515625,490000,231.39,98,98,15.2679,33.99,158.9359
-2954.4501953125,495000,2140.34,99,99,15.6691,1759.15,156.9841
-2985.11083984375,500000,2122.86,100,100,15.5355,1759.4,156.9199
-3016.232177734375,505000,2117.94,101,101,15.2025,1751.29,156.7511
-3050.265625,510000,2067.71,102,102,15.044,1737.47,156.8362
-3074.103759765625,515000,2136.14,103,103,15.1156,1750.49,156.7571
-3125.711181640625,520000,2123.95,104,104,15.2625,1778.5,156.5743
-3175.828857421875,525000,2106.97,105,105,15.2663,1763.64,156.7142
-3212.98388671875,530000,2182.25,106,106,15.6903,1830.81,156.9508
-3239.781494140625,535000,2168.15,107,107,15.5112,1802.61,156.6574
-3288.6435546875,540000,2105.48,108,108,15.4218,1792.87,156.8853
-3328.546875,545000,2109.28,109,109,15.3472,1748.73,156.9553
-3346.37646484375,550000,2160.83,110,110,15.2381,1802.49,156.8148
-3406.0947265625,555000,2140.93,111,111,15.2381,1794.26,156.7605
-3446.241455078125,560000,2132.05,112,112,15.3534,1800.49,156.7936
-3472.136962890625,565000,2203.68,113,113,15.42,1845.57,156.8346
-3514.77880859375,570000,2186.04,114,114,15.189,1803.04,156.7894
-3561.586181640625,575000,2169.24,115,115,15.3062,1821.18,156.8274
-3592.73828125,580000,2178.13,116,116,15.4928,1818.52,156.843
-3621.572021484375,585000,2139.44,117,117,15.2928,1779.72,156.8078
-3655.41015625,590000,2123.07,118,118,15.1082,1823.57,156.6884
-3718.752197265625,595000,2210.51,119,119,15.3388,1829.55,156.8103
-3750.056640625,600000,2190.11,120,120,15.6753,1845.81,156.8703
-3794.411865234375,605000,2222.58,121,121,15.8989,1868.37,156.847
-3822.50537109375,610000,2159.58,122,122,15.1028,1842.72,156.736
-3877.919189453125,615000,2197.51,123,123,15.5504,1845.17,156.9157
-3901.838623046875,620000,2209.97,124,124,15.654,1842.13,156.6938
-3926.19970703125,625000,2193.81,125,125,15.4864,1876.01,156.7795
-3999.653564453125,630000,2170.74,126,126,15.4681,1819.66,156.7515
-4022.2763671875,635000,2174.45,127,127,15.2631,1843.98,156.6949
-4079.950927734375,640000,2193.41,128,128,15.3263,1818.84,156.6735
-4148.9990234375,645000,2226.93,129,129,15.3058,1837.31,156.8935
-4166.71728515625,650000,2144.72,130,130,15.3973,1797.1,156.9797
-4201.4609375,655000,2184.47,131,131,15.684,1824.85,156.8818
-4249.5341796875,660000,2200.89,132,132,15.2284,1842.52,156.8168
-4295.86669921875,665000,2172.82,133,133,15.338,1790.32,156.9321
-4333.001953125,670000,2157.93,134,134,15.2442,1843.03,156.7817
-4391.771484375,675000,2191.59,135,135,15.4702,1832.56,156.8811
-4401.49755859375,680000,2221.33,136,136,15.4617,1856.8,156.8934
-4478.20751953125,685000,2160.01,137,137,15.3415,1833.02,156.7578
-4515.52001953125,690000,2215.66,138,138,15.5869,1838.6,156.5934
-4549.34228515625,695000,2222.32,139,139,15.3117,1857.71,156.7254
-4593.06689453125,700000,2182.98,140,140,15.3585,1876.01,156.7323
-4666.52880859375,705000,2159.39,141,141,15.5206,1851.82,156.8697
-4692.2001953125,710000,2233.3,142,142,15.6283,1894.43,156.7979
-4722.5029296875,715000,2219.63,143,143,16.0492,1867.9,156.67
-4758.751953125,720000,2246.55,144,144,15.3736,1872.39,156.5222
-4795.97900390625,725000,2200.38,145,145,15.1734,1842.12,156.7206
-4860.27001953125,730000,2195.75,146,146,15.6729,1889.88,156.8861
-4893.04638671875,735000,2222.59,147,147,15.2768,1862.98,156.5945
-4956.19580078125,740000,2168.48,148,148,15.1759,1818.25,156.7095
-4994.125,745000,2229.83,149,149,15.1808,1900.91,156.5857
-5063.66650390625,750000,2197.03,150,150,15.097,1852.16,156.6355
-5111.4384765625,755000,2184.99,151,151,15.0464,1843.5,156.7149
-5170.93017578125,760000,2261.03,152,152,15.6965,1876.31,156.77
-5223.60009765625,765000,2239.53,153,153,15.597,1899.6,156.794
-5274.529296875,770000,2208.04,154,154,15.4307,1852.06,156.7561
-5272.4052734375,775000,2233.53,155,155,15.3181,1856.41,156.6698
-5338.7431640625,780000,2211.01,156,156,15.1468,1871.27,156.5507
-5432.875,785000,2276.96,157,157,15.7703,1901.31,156.7441
-5443.2548828125,790000,2222.72,158,158,15.6339,1882.37,156.6211
-5479.6318359375,795000,2211.89,159,159,15.3859,1861.75,156.6425
-5533.4755859375,800000,2231.86,160,160,15.4777,1887.46,156.6359
-5601.67822265625,805000,2210.17,161,161,15.3213,1869.2,156.5783
-5683.04296875,810000,2235.15,162,162,15.4668,1893.82,156.7101
-5690.9013671875,815000,2203.28,163,163,15.0605,1844.88,156.622
-5768.6357421875,820000,2208.65,164,164,15.4002,1868.01,156.778
-5788.6337890625,825000,2224.39,165,165,15.272,1874.51,156.6997
-5828.5869140625,830000,2243.32,166,166,15.435,1909.15,156.7001
-5901.07958984375,835000,2228.01,167,167,15.4358,1901.96,156.5699
-5956.2744140625,840000,2270.0,168,168,15.5082,1929.29,156.7801
-6017.458984375,845000,2187.49,169,169,15.0406,1852.87,156.8143
-6062.97265625,850000,2194.89,170,170,15.2853,1877.85,156.6253
-6121.478515625,855000,2219.42,171,171,15.0907,1879.25,156.6429
-6219.10595703125,860000,2211.27,172,172,15.589,1876.73,156.6934
-6243.666015625,865000,2248.28,173,173,15.4314,1914.9,156.6709
-6286.17626953125,870000,2238.31,174,174,15.2431,1882.73,156.8843
-6295.73193359375,875000,2272.38,175,175,15.3068,1907.05,156.5347
-6352.431640625,880000,2266.92,176,176,15.265,1903.55,156.6554
-6401.806640625,885000,2213.86,177,177,15.1459,1875.65,156.716
-6462.083984375,890000,2209.17,178,178,15.0182,1863.38,156.4514
-6551.1044921875,895000,2266.36,179,179,15.6972,1890.66,156.6065
-6575.22998046875,900000,2257.47,180,180,15.3263,1919.38,156.643
-6568.48095703125,905000,2243.43,181,181,15.4351,1898.09,156.5989
-6631.45654296875,910000,2250.39,182,182,15.0971,1878.0,156.5871
-6732.00341796875,915000,2255.61,183,183,15.6911,1888.19,156.7906
-6723.9482421875,920000,2248.56,184,184,15.3596,1894.76,156.7277
-6810.2158203125,925000,2205.71,185,185,15.2599,1879.49,156.8732
-6844.4501953125,930000,2245.01,186,186,15.4269,1926.21,156.4832
-6922.48193359375,935000,2298.87,187,187,15.4966,1930.56,156.7615
-6949.619140625,940000,2253.77,188,188,15.0961,1903.67,156.7025
-6995.91455078125,945000,2223.5,189,189,15.4089,1897.7,156.8376
-7042.15234375,950000,2283.25,190,190,15.6027,1894.2,156.6806
-7085.20703125,955000,2277.7,191,191,15.5684,1916.33,156.7884
-7106.52978515625,960000,2294.89,192,192,15.4121,1927.43,156.6386
-7171.3173828125,965000,2269.78,193,193,15.1393,1900.47,156.6872
-7234.796875,970000,2331.02,194,194,15.3238,1915.24,156.5239
-7327.85791015625,975000,2303.0,195,195,15.555,1903.86,156.8226
-7351.8056640625,980000,2287.41,196,196,15.6445,1932.21,156.5727
-7432.78271484375,985000,2239.6,197,197,15.2354,1877.53,156.6665
-7439.37060546875,990000,2280.7,198,198,15.4483,1895.24,156.727
-7495.140625,995000,2222.45,199,199,15.4409,1900.87,156.6427
-7540.19775390625,1000000,2294.08,200,200,15.4142,1920.26,156.8409
-7588.5859375,1005000,2252.77,201,201,15.2536,1900.11,156.6797
-7632.61669921875,1010000,2276.02,202,202,15.2016,1898.65,156.6328
-7682.72607421875,1015000,2268.22,203,203,15.1883,1907.57,156.6362
-7743.3828125,1020000,2259.3,204,204,15.231,1894.95,156.6604
-7803.00537109375,1025000,2251.19,205,205,15.1884,1888.61,156.5658
-7855.89306640625,1030000,2269.87,206,206,15.2258,1899.21,156.6354
-7871.2998046875,1035000,2280.16,207,207,15.106,1913.45,156.7212
-7959.662109375,1040000,2284.08,208,208,14.9949,1924.9,156.6155
-7969.00146484375,1045000,2289.75,209,209,15.0132,1917.85,156.5971
-8053.28662109375,1050000,2277.86,210,210,15.2156,1912.56,156.7672
-8100.93603515625,1055000,2278.32,211,211,15.1511,1913.37,156.6047
-8154.263671875,1060000,2272.44,212,212,15.2948,1912.9,156.7446
-8184.27197265625,1065000,2271.86,213,213,15.2003,1920.05,156.6664
-8269.3076171875,1070000,2245.9,214,214,15.0562,1898.79,156.8141
-8288.9560546875,1075000,2275.6,215,215,15.1531,1897.27,156.4364
-8334.9443359375,1080000,2261.71,216,216,14.9853,1894.01,156.714
-8364.5009765625,1085000,2249.03,217,217,15.119,1909.4,156.5479
-8402.310546875,1090000,2237.6,218,218,15.1449,1905.38,156.4708
-8430.3984375,1095000,2225.69,219,219,15.0673,1896.77,156.6981
-8455.05859375,1100000,2250.66,220,220,15.0478,1908.49,156.7364
-8498.2841796875,1105000,2275.66,221,221,15.211,1916.12,156.5933
-8517.5,1110000,2273.21,222,222,15.1651,1909.18,156.4343
-8537.7880859375,1115000,2287.16,223,223,15.2044,1917.57,156.5358
-8575.7451171875,1120000,2285.29,224,224,15.0855,1909.5,156.6741
-8607.0927734375,1125000,2298.07,225,225,15.2139,1916.2,156.5237
-8639.7373046875,1130000,2280.99,226,226,15.1462,1909.26,156.6405
-8684.3916015625,1135000,2271.05,227,227,15.2684,1890.4,156.6856
-8709.900390625,1140000,2248.3,228,228,15.2333,1892.25,156.5808
-8743.162109375,1145000,2243.51,229,229,15.2609,1917.48,156.6031
-8746.994140625,1150000,2272.55,230,230,15.1706,1902.29,156.6197
-8779.306640625,1155000,2278.17,231,231,15.1269,1920.91,156.624
-8833.9736328125,1160000,2285.9,232,232,15.2847,1896.98,156.7332
-8865.4755859375,1165000,2288.96,233,233,15.1198,1892.77,156.7515
-8906.9052734375,1170000,2285.52,234,234,15.2012,1903.77,156.615
-8913.7197265625,1175000,2282.98,235,235,15.1662,1908.7,156.6149
-8931.052734375,1180000,2291.15,236,236,15.0846,1915.96,156.4833
-8960.7880859375,1185000,2268.64,237,237,15.2603,1903.75,156.7477
-8993.015625,1190000,2293.38,238,238,15.299,1909.2,156.5556
-9043.775390625,1195000,2289.65,239,239,15.4633,1911.38,156.6148
-9083.3310546875,1200000,2294.36,240,240,15.3023,1910.02,156.579
-9079.1669921875,1205000,2302.62,241,241,15.0781,1894.24,156.63
-9126.7109375,1210000,2303.71,242,242,15.332,1912.66,156.5515
-9148.9541015625,1215000,2300.05,243,243,15.3652,1919.23,156.6852
-9205.2958984375,1220000,2305.92,244,244,15.2421,1917.75,156.5832
-9251.998046875,1225000,2316.33,245,245,15.4116,1921.38,156.7422
-9265.9580078125,1230000,2324.22,246,246,15.3886,1907.08,156.5252
-9296.4404296875,1235000,2299.63,247,247,15.2907,1929.66,156.5343
-9318.3720703125,1240000,2312.76,248,248,15.27,1914.57,156.5407
-9338.3330078125,1245000,2306.42,249,249,15.3394,1919.53,156.6518
-9377.1025390625,1250000,2311.75,250,250,15.2085,1902.7,156.5441
-9434.4970703125,1255000,2282.1,251,251,15.208,1891.89,156.7076
-9485.185546875,1260000,2298.19,252,252,15.1754,1900.68,156.6532
-9487.4677734375,1265000,2275.2,253,253,15.3034,1896.58,156.7265
-9494.2734375,1270000,2284.61,254,254,15.1955,1916.58,156.5877
-9521.59765625,1275000,2285.46,255,255,15.0826,1898.98,156.677
-9557.6376953125,1280000,2253.95,256,256,15.281,1910.49,156.5949
-9593.3916015625,1285000,2300.14,257,257,15.3305,1912.39,156.7448
-9662.203125,1290000,2287.4,258,258,15.2494,1911.07,156.7373
-9657.373046875,1295000,2283.2,259,259,15.2106,1916.95,156.6291
-9667.234375,1300000,2287.78,260,260,15.0979,1893.82,156.5709
-9702.0537109375,1305000,2279.91,261,261,15.2229,1899.91,156.6336
-9764.4326171875,1310000,2253.67,262,262,15.2054,1899.36,156.5798
-9777.03125,1315000,2284.75,263,263,15.1454,1914.53,156.5774
-9785.802734375,1320000,2269.0,264,264,15.1577,1884.63,156.4939
-9827.7822265625,1325000,2271.92,265,265,14.9918,1894.92,156.7474
-9862.978515625,1330000,2283.33,266,266,15.1303,1912.4,156.5257
-9885.7236328125,1335000,2282.22,267,267,15.0928,1903.51,156.6996
-9906.8525390625,1340000,2290.64,268,268,15.1145,1887.88,156.6106
-9921.970703125,1345000,2272.66,269,269,15.1866,1900.44,156.5893
-9986.19140625,1350000,2303.61,270,270,15.1659,1926.95,156.6085
-10036.3134765625,1355000,2274.9,271,271,15.2301,1907.3,156.7685
-10057.63671875,1360000,2275.39,272,272,15.2186,1908.36,156.7359
-10028.5615234375,1365000,2299.0,273,273,15.0347,1898.97,156.6808
-10077.5517578125,1370000,2300.63,274,274,15.1579,1910.02,156.7683
-10117.5859375,1375000,2298.08,275,275,15.0808,1912.02,156.5472
-10117.927734375,1380000,2275.82,276,276,15.1041,1911.04,156.6876
-10159.76953125,1385000,2268.35,277,277,15.205,1900.31,156.6926
-10204.99609375,1390000,2274.93,278,278,15.2433,1911.64,156.6974
-10228.1015625,1395000,2301.26,279,279,15.1375,1921.35,156.5934
-10262.30078125,1400000,2290.37,280,280,15.1656,1899.17,156.7521
-10273.30078125,1405000,2276.56,281,281,15.2831,1908.11,156.7086
-10310.7734375,1410000,2307.2,282,282,15.1587,1912.33,156.6359
-10309.2099609375,1415000,2296.77,283,283,15.2141,1899.36,156.5687
-10386.0927734375,1420000,2315.31,284,284,15.3642,1905.3,156.7405
-10405.537109375,1425000,2275.6,285,285,15.0436,1905.3,156.5248
-10391.5859375,1430000,2246.45,286,286,15.2109,1889.32,156.7066
-10411.900390625,1435000,2268.95,287,287,15.2321,1926.79,156.7154
-10436.2197265625,1440000,2274.26,288,288,15.2701,1932.4,156.5748
-10445.443359375,1445000,2209.32,289,289,15.0281,1860.76,156.6976
-10535.8232421875,1450000,2234.33,290,290,15.0166,1899.81,156.5286
-10581.4951171875,1455000,2284.72,291,291,15.2662,1853.01,156.6546
-10575.173828125,1460000,2266.94,292,292,15.0856,1883.52,156.7097
-10644.5908203125,1465000,2283.96,293,293,15.0387,1894.03,156.5875
-10643.5400390625,1470000,2299.99,294,294,15.192,1909.61,156.5667
-10655.28515625,1475000,2193.85,295,295,14.4498,1732.33,156.597
-10691.7861328125,1480000,2235.58,296,296,15.0893,1878.97,156.4886
-10758.7314453125,1485000,2262.61,297,297,15.148,1932.2,156.5714
-10767.4462890625,1490000,2223.84,298,298,14.9061,1870.36,156.5954
-10818.5078125,1495000,2273.92,299,299,15.1806,1907.86,156.5329
-10787.103515625,1500000,1187.1,300,300,15.0033,1796.2,156.6475
-10842.375,1505000,2240.54,301,301,15.1024,1851.45,156.732
-10896.328125,1510000,2290.01,302,302,15.2192,1909.54,156.8107
-10913.9892578125,1515000,2290.54,303,303,15.0529,1911.49,156.5798
-10940.525390625,1520000,2277.89,304,304,14.996,1884.32,156.5215
-10934.1376953125,1525000,2239.87,305,305,14.8742,1858.6,156.62
-10982.990234375,1530000,2254.22,306,306,15.1354,1903.33,156.678
-10954.0615234375,1535000,2231.1,307,307,14.9592,1878.43,156.4285
-11053.591796875,1540000,2252.74,308,308,15.0756,1893.35,156.9308
-11046.65234375,1545000,2081.56,309,309,14.7272,1666.74,156.701
-11085.32421875,1550000,2244.61,310,310,15.1748,1873.08,156.7355
-11122.3642578125,1555000,2272.51,311,311,14.9508,1874.82,156.5647
-11103.17578125,1560000,2217.88,312,312,14.9789,1873.65,156.5926
-11174.9951171875,1565000,2256.97,313,313,15.0747,1889.74,156.606
-11184.865234375,1570000,2042.47,314,314,14.899,1853.65,156.7008
-11101.380859375,1575000,-385.77,315,315,18.1139,1424.89,156.9219
-11271.326171875,1580000,2056.02,316,316,15.154,1781.92,156.8007
-11290.27734375,1585000,2170.31,317,317,14.876,1704.67,156.7047
-11343.453125,1590000,2219.45,318,318,15.1655,1869.76,156.5708
-11369.68359375,1595000,2253.36,319,319,14.7638,1882.42,156.7594
-11410.513671875,1600000,2265.96,320,320,15.2747,1887.82,156.8031
-9938.9521484375,1605000,-379.42,321,321,24.5429,-471.57,160.33
-11451.8154296875,1610000,2265.27,322,322,15.0815,1896.59,156.6375
-11463.150390625,1615000,2204.4,323,323,15.0441,1822.57,156.6831
-11471.1396484375,1620000,2120.0,324,324,15.0362,1783.82,156.6677
-11496.345703125,1625000,1754.08,325,325,14.8079,1813.23,156.7388
-11514.0908203125,1630000,2274.29,326,326,15.141,1881.18,156.8058
-11521.7490234375,1635000,2240.56,327,327,14.6926,1862.03,156.6607
-11562.2431640625,1640000,2249.28,328,328,15.0142,1844.58,156.7089
-11546.9072265625,1645000,2194.54,329,329,14.8949,1829.89,156.4277
-11600.8486328125,1650000,2274.74,330,330,15.1842,1885.45,156.7055
-11628.9755859375,1655000,2228.01,331,331,14.9989,1882.19,156.6171
-11633.4130859375,1660000,2227.28,332,332,15.0678,1866.1,156.652
-11623.1572265625,1665000,2239.56,333,333,14.8808,1871.17,156.5643
-11646.9482421875,1670000,2225.31,334,334,14.9905,1854.06,156.492
-11697.44921875,1675000,2230.68,335,335,14.9002,1871.15,156.5932
-11771.4541015625,1680000,2137.99,336,336,15.0786,1861.32,156.5279
-11740.0322265625,1685000,2109.0,337,337,15.0097,1880.79,156.6161
-11807.1220703125,1690000,2255.03,338,338,15.0161,1882.42,156.5161
-11773.1669921875,1695000,2277.49,339,339,15.0898,1887.68,156.6197
-11785.3583984375,1700000,2244.25,340,340,14.9778,1859.23,156.5376
-11793.52734375,1705000,2241.32,341,341,14.9592,1865.28,156.5804
-11808.4560546875,1710000,2241.33,342,342,15.015,1886.55,156.475
-11867.8837890625,1715000,2283.16,343,343,14.8426,1890.61,156.6272
-11881.244140625,1720000,2246.53,344,344,15.1227,1864.25,156.6748
-11921.2568359375,1725000,2258.72,345,345,15.0546,1864.15,156.7121
-11571.9033203125,1730000,359.73,346,346,14.567,1481.5,156.6333
-11949.330078125,1735000,2189.85,347,347,14.9871,1876.89,156.6931
-11973.3359375,1740000,2242.42,348,348,14.9011,1867.97,156.6863
-11976.9208984375,1745000,2274.16,349,349,15.026,1891.44,156.5375
-12000.556640625,1750000,2228.31,350,350,14.8289,1869.36,156.3931
-12089.4404296875,1755000,2243.96,351,351,14.9846,1871.92,156.6412
-12089.583984375,1760000,2247.45,352,352,14.9102,1868.89,156.5762
-12098.572265625,1765000,2255.35,353,353,14.642,1851.14,156.5323
-12072.0068359375,1770000,2234.68,354,354,14.9908,1892.85,156.6427
-12103.7939453125,1775000,2281.44,355,355,14.8732,1898.56,156.5933
-12134.302734375,1780000,2274.75,356,356,15.0654,1913.12,156.6569
-12149.8154296875,1785000,2268.71,357,357,14.926,1899.42,156.5613
-12289.0966796875,1790000,2265.58,358,358,14.9221,1877.56,156.7874
-12253.556640625,1795000,2267.64,359,359,15.041,1896.23,156.5603
-12261.37890625,1800000,2299.03,360,360,14.8165,1895.96,156.562
-12261.8515625,1805000,2279.74,361,361,14.9744,1911.54,156.5289
-12364.8427734375,1810000,2291.81,362,362,15.0968,1923.04,156.7097
-12318.7060546875,1815000,2255.36,363,363,15.0006,1892.79,156.5992
-12373.6875,1820000,2271.52,364,364,15.0239,1892.74,156.6751
-12353.2392578125,1825000,2271.07,365,365,15.1124,1902.88,156.6064
