Running Update Time,Reward Loss,Running Env Steps,Itration,Real Sto Return,Real Det Return,Running Reverse KL,Running Forward KL
777,-40978.9765625,3885000,777,4482.41,4487.45,16.45,39.1863
778,-41285.5234375,3890000,778,4436.4,4452.17,16.8031,39.81
779,-42932.6796875,3895000,779,4383.74,4362.17,17.0026,39.9334
780,-42515.71875,3900000,780,4468.81,4468.57,16.2294,39.3474
781,-41734.37109375,3905000,781,4501.35,4553.95,17.3375,40.1992
782,-41952.12109375,3910000,782,4434.0,4429.72,16.5405,40.2244
783,-44151.01171875,3915000,783,4366.79,4373.29,16.9253,40.1647
784,-42537.86328125,3920000,784,4451.37,4480.27,16.8717,40.1087
785,-41389.04296875,3925000,785,4468.96,4483.7,17.1033,40.1798
786,-43136.84765625,3930000,786,4386.42,4402.33,16.6912,39.5816
787,-41824.6796875,3935000,787,4447.21,4479.34,16.689,40.1637
788,-42543.84765625,3940000,788,4453.35,4488.05,16.4269,39.8246
789,-43714.44140625,3945000,789,4422.62,4428.82,17.1761,39.9414
790,-44850.74609375,3950000,790,4439.01,4432.75,16.9618,40.4764
791,-44400.55078125,3955000,791,4435.04,4456.1,16.9069,40.2657
792,-43928.65234375,3960000,792,4466.38,4493.9,16.8545,39.7975
793,-43003.19140625,3965000,793,4409.67,4452.92,16.9362,40.1024
794,-43176.32421875,3970000,794,4487.31,4489.73,16.7475,40.0144
795,-43909.578125,3975000,795,4473.04,4487.78,16.6978,40.1019
796,-44851.58984375,3980000,796,4441.59,4471.77,16.6554,40.1469
797,-43262.92578125,3985000,797,4464.11,4468.48,16.5596,39.9343
798,-44240.72265625,3990000,798,4453.57,4470.38,16.4278,40.0675
799,-42255.6015625,3995000,799,4514.04,4522.07,16.6052,39.9669
800,-44097.83984375,4000000,800,4477.19,4515.12,16.7246,39.9821
801,-43206.8046875,4005000,801,4513.51,4516.95,16.2921,39.8839
802,-43624.7890625,4010000,802,4497.84,4511.51,16.4953,39.7665
803,-42703.70703125,4015000,803,4533.04,4563.09,16.6968,40.1592
804,-42342.46875,4020000,804,4469.85,4480.27,16.3912,39.8979
805,-42514.125,4025000,805,4537.36,4583.91,16.1456,39.54
806,-41825.8515625,4030000,806,4511.8,4563.97,16.4767,40.1127
807,-40950.2421875,4035000,807,4549.97,4562.41,16.6101,40.0402
808,-45769.7421875,4040000,808,556.6,335.24,102.021,52.0967
809,-48635.51953125,4045000,809,3402.53,4272.25,20.6571,42.1152
810,-44996.07421875,4050000,810,3454.95,3671.77,17.335,41.0449
811,-43678.0859375,4055000,811,4315.71,4420.17,18.6468,40.4092
812,-48468.37109375,4060000,812,4183.33,4289.41,20.1282,41.5397
813,-46211.83203125,4065000,813,4360.46,4412.0,19.2551,41.1226
814,-46597.1484375,4070000,814,4378.5,4480.39,19.0242,40.6516
815,-46217.40234375,4075000,815,4401.32,4472.51,19.6625,41.039
816,-46616.9765625,4080000,816,4428.84,4480.64,18.7619,40.6463
817,-44373.7421875,4085000,817,4442.09,4479.7,18.51,40.4081
818,-45002.57421875,4090000,818,4457.42,4419.69,18.2946,40.1414
819,-43917.63671875,4095000,819,4489.63,4525.19,17.757,40.1544
820,-44602.03515625,4100000,820,4488.44,4492.75,16.9551,40.0412
821,-44208.5546875,4105000,821,4507.04,4516.68,17.7625,40.2944
822,-44522.2109375,4110000,822,4511.77,4551.1,16.7306,40.2254
823,-43641.23046875,4115000,823,4477.69,4464.71,17.0562,40.3139
824,-44409.6328125,4120000,824,4512.34,4550.2,16.9031,39.3091
825,-45192.171875,4125000,825,4483.14,4523.63,16.7254,39.8284
826,-45685.06640625,4130000,826,4509.46,4524.17,17.3332,39.9799
827,-45874.1328125,4135000,827,4547.42,4638.25,18.5049,40.0127
828,-46087.16796875,4140000,828,4518.49,4593.87,18.6686,40.7641
829,-47227.8671875,4145000,829,4551.37,4625.01,18.3293,40.2132
830,-47584.21875,4150000,830,4442.77,4437.29,17.5018,40.1255
831,-46435.51171875,4155000,831,4447.55,4511.58,17.2276,39.8678
832,-45606.78125,4160000,832,4466.47,4455.25,16.7615,39.4791
833,-45668.484375,4165000,833,4494.62,4573.85,16.9982,39.9314
834,-44404.52734375,4170000,834,4463.96,4490.98,16.5426,39.7599
835,-45348.97265625,4175000,835,4474.36,4529.13,16.6762,39.9312
836,-45629.1640625,4180000,836,4447.64,4494.67,16.4994,39.7935
837,-46039.28515625,4185000,837,4473.98,4528.15,16.5989,39.551
838,-44596.09765625,4190000,838,4502.14,4572.41,16.6537,39.5276
839,-43739.1484375,4195000,839,4476.15,4487.33,16.7202,39.8962
840,-45110.296875,4200000,840,4473.85,4515.28,16.6917,39.5221
841,-43907.6875,4205000,841,4544.92,4616.37,16.7095,39.6836
842,-44103.4375,4210000,842,4498.35,4527.83,16.4518,39.9779
843,-43720.05078125,4215000,843,4478.94,4494.99,16.2463,39.5639
844,-44484.17578125,4220000,844,4488.39,4529.25,16.5176,39.7152
845,-45391.12890625,4225000,845,4478.22,4529.59,16.4285,39.796
846,-45043.69140625,4230000,846,4483.93,4539.36,16.6968,39.8885
847,-45648.33203125,4235000,847,4491.66,4516.54,16.6801,39.8422
848,-45936.83203125,4240000,848,4492.79,4533.65,16.6705,40.1173
849,-46114.96875,4245000,849,4469.3,4527.1,16.9868,40.241
850,-44895.44140625,4250000,850,4485.77,4560.4,16.8078,39.9485
851,-44833.28125,4255000,851,4506.11,4599.8,16.6937,39.941
852,-44734.51953125,4260000,852,4508.5,4588.08,16.6946,39.6664
853,-44975.89453125,4265000,853,4539.37,4591.11,17.2534,40.1144
854,-44484.60546875,4270000,854,4532.64,4619.92,17.0851,40.118
855,-45170.48828125,4275000,855,4510.92,4554.57,16.1535,39.3835
856,-45024.78125,4280000,856,4520.27,4554.42,16.8238,39.8154
857,-46046.0859375,4285000,857,4548.66,4651.96,17.045,39.837
858,-43944.34765625,4290000,858,4540.06,4643.26,16.642,40.1272
859,-45081.62890625,4295000,859,4341.84,4617.3,23.5625,40.0617
860,-45515.26953125,4300000,860,4541.93,4617.98,17.3608,40.1538
861,-44831.8203125,4305000,861,4522.11,4570.82,16.6704,39.6169
862,-44479.5078125,4310000,862,4527.68,4624.02,16.8808,39.6779
863,-45479.4296875,4315000,863,4558.23,4639.59,16.8001,39.9867
864,-45901.44921875,4320000,864,4528.76,4556.33,17.5707,40.1238
865,-39377.2109375,4325000,865,249.17,281.36,96.5095,50.5723
866,-36804.67578125,4330000,866,245.76,331.72,83.5092,52.2294
867,-49957.0234375,4335000,867,265.69,298.05,77.7037,50.8763
868,-55512.89453125,4340000,868,130.25,119.27,83.0749,51.0929
869,-56606.49609375,4345000,869,136.44,136.34,59.2503,51.6151
870,-50875.1015625,4350000,870,558.91,547.93,60.7491,49.1047
871,-51461.61328125,4355000,871,1031.54,827.78,68.6394,44.8328
872,-50922.3203125,4360000,872,833.91,802.81,71.0372,46.5604
873,-55144.44921875,4365000,873,3373.43,3326.35,24.5298,46.2872
874,-53105.5859375,4370000,874,2674.26,2323.3,23.9953,43.1851
875,-50915.09765625,4375000,875,2496.1,3112.23,27.3812,43.782
876,-52839.48046875,4380000,876,1879.98,2875.62,29.3082,43.4775
877,-48744.9453125,4385000,877,3806.78,3812.46,22.0144,42.097
878,-48367.59765625,4390000,878,3090.69,3433.11,21.1513,41.4059
879,-45922.4296875,4395000,879,3959.97,4224.57,22.2513,41.4886
880,-48190.26171875,4400000,880,4204.11,4224.77,22.1351,41.8677
881,-48318.69921875,4405000,881,4253.05,4263.78,22.0014,41.6615
882,-49805.05859375,4410000,882,4290.89,4314.15,21.6071,41.4351
883,-49510.19921875,4415000,883,4330.99,4345.63,21.3403,41.0665
884,-49984.54296875,4420000,884,4362.96,4359.14,20.4992,41.1677
885,-49413.578125,4425000,885,4313.92,4351.72,19.7066,40.9934
886,-49330.40234375,4430000,886,4391.93,4399.83,19.0952,40.723
887,-48155.6796875,4435000,887,4377.02,4385.91,18.4974,40.9524
888,-49677.51953125,4440000,888,4397.51,4438.26,18.064,40.8873
889,-49007.25390625,4445000,889,4407.21,4412.46,18.5623,40.4717
890,-48455.51171875,4450000,890,4374.46,4388.98,17.6412,40.6351
891,-49678.5390625,4455000,891,4367.33,4323.2,17.3454,40.3866
892,-49090.43359375,4460000,892,4403.64,4351.01,17.8459,40.4461
893,-48790.06640625,4465000,893,4423.39,4446.15,17.2001,40.1068
894,-48048.9921875,4470000,894,4485.34,4536.13,17.6647,40.3139
895,-47900.38671875,4475000,895,4511.1,4564.77,17.6313,40.2394
896,-48178.4375,4480000,896,4515.47,4509.13,17.8228,40.1676
897,-47514.64453125,4485000,897,4505.64,4487.75,17.2135,40.2763
898,-47482.1796875,4490000,898,4514.65,4547.15,17.8145,40.2151
899,-48470.01171875,4495000,899,4545.18,4548.65,17.1143,39.9274
900,-47563.9921875,4500000,900,4519.91,4491.18,17.3533,39.7284
901,-48674.5625,4505000,901,4504.72,4535.36,17.2315,40.1307
902,-47585.66015625,4510000,902,4567.26,4629.3,18.1479,40.3686
903,-47375.98046875,4515000,903,4535.81,4607.79,18.3142,40.5879
904,-48134.67578125,4520000,904,4533.47,4607.52,17.7514,40.4916
905,-48590.23828125,4525000,905,4523.69,4567.16,17.6616,40.0305
906,-47792.71484375,4530000,906,4522.02,4560.02,17.2182,40.0929
907,-48420.73828125,4535000,907,4530.91,4576.67,17.406,39.9465
908,-47530.00390625,4540000,908,4536.39,4598.19,17.5003,39.937
909,-47795.4140625,4545000,909,4532.43,4583.02,17.4337,40.2053
910,-47952.7890625,4550000,910,4482.23,4549.04,17.3204,40.2173
911,-48792.765625,4555000,911,4503.65,4568.49,17.4968,39.926
912,-47885.30859375,4560000,912,4511.48,4588.93,17.4,40.1595
913,-48516.03125,4565000,913,4513.0,4571.67,17.8469,39.9248
914,-49293.171875,4570000,914,4519.79,4567.58,17.9855,40.1887
915,-49299.17578125,4575000,915,4518.39,4559.28,17.9109,40.0427
916,-48126.6953125,4580000,916,4496.89,4566.45,17.2288,39.7143
917,-49444.8125,4585000,917,4542.0,4603.95,17.9134,40.2065
918,-47749.44140625,4590000,918,4513.78,4593.25,17.965,39.9174
919,-49343.76171875,4595000,919,4540.65,4591.99,18.0002,39.8641
920,-48433.84765625,4600000,920,4548.53,4605.09,17.8864,40.431
