Running Forward KL,Real Sto Return,Running Env Steps,Running Reverse KL,Real Det Return,Running Update Time,Reward Loss,Itration
60.996,775.9,890000,29.8867,995.2,178,-4382.7490234375,178
59.9681,411.42,895000,30.7325,1455.11,179,-4609.44775390625,179
58.3369,613.42,900000,24.9623,1481.05,180,-4469.62353515625,180
60.076,470.2,905000,25.3312,1062.93,181,-4808.9365234375,181
58.9196,725.45,910000,27.6717,1209.2,182,-4718.9775390625,182
61.341,615.66,915000,27.527,1448.32,183,-5194.0146484375,183
60.138,889.33,920000,26.9149,1759.12,184,-4903.125,184
54.764,782.62,925000,22.8928,1205.8,185,-4282.26416015625,185
98.933,-602.89,930000,168.469,-553.32,186,-3961.515625,186
74.3257,198.73,935000,59.4783,-58.41,187,-4438.81787109375,187
63.3742,99.94,940000,32.0518,414.39,188,-5038.8203125,188
60.0014,455.72,945000,26.2085,855.35,189,-5032.3623046875,189
64.7036,491.59,950000,30.893,1088.1,190,-5627.90771484375,190
64.2429,358.6,955000,26.3586,753.6,191,-5540.08154296875,191
60.5443,385.66,960000,26.1755,831.83,192,-5558.7138671875,192
54.5624,782.52,965000,22.3965,1374.61,193,-4579.68603515625,193
55.095,803.46,970000,22.9382,1558.25,194,-5068.64111328125,194
54.1581,911.93,975000,23.5415,2055.59,195,-4011.62060546875,195
52.0558,1263.03,980000,23.1728,1955.08,196,-3693.346923828125,196
56.2396,897.85,985000,23.9293,2135.63,197,-5097.46240234375,197
53.6397,1318.59,990000,23.7443,2267.77,198,-4097.939453125,198
52.197,1772.43,995000,24.6141,2074.27,199,-3545.09423828125,199
51.037,1515.59,1000000,21.5287,2069.37,200,-4202.7705078125,200
51.5192,1680.98,1005000,22.8463,2278.51,201,-4086.7158203125,201
51.2828,1388.93,1010000,21.9098,2520.72,202,-4251.3466796875,202
65.3808,-658.95,1015000,154.3415,-16.51,203,-6436.1826171875,203
71.7328,-88.69,1020000,51.1813,153.86,204,-6860.70703125,204
69.5624,73.66,1025000,37.8069,307.13,205,-6910.70263671875,205
58.2359,484.55,1030000,25.3364,917.87,206,-6057.47216796875,206
59.8565,322.81,1035000,27.3369,836.5,207,-6417.0791015625,207
56.7639,656.35,1040000,23.1027,1282.66,208,-5849.36572265625,208
52.977,850.16,1045000,21.2735,1208.26,209,-5394.1435546875,209
51.3067,1282.91,1050000,20.9762,2342.9,210,-4610.5673828125,210
50.044,1590.12,1055000,20.711,2258.89,211,-4467.63525390625,211
54.9007,1084.0,1060000,22.6002,2138.0,212,-5729.52734375,212
49.9796,1517.52,1065000,21.1435,2317.81,213,-4380.0263671875,213
52.1654,1600.52,1070000,22.0218,2511.29,214,-4974.50732421875,214
53.8122,1540.47,1075000,22.5748,2270.5,215,-5584.10302734375,215
50.9871,1485.66,1080000,21.7788,1859.26,216,-4608.58837890625,216
52.8101,977.82,1085000,59.0151,1069.67,217,-5566.3037109375,217
63.3868,-7.42,1090000,34.2339,398.02,218,-7428.48486328125,218
69.6911,-78.14,1095000,38.7605,160.11,219,-7877.9912109375,219
59.5244,304.39,1100000,25.3131,910.64,220,-7196.61328125,220
65.0492,357.94,1105000,27.6788,866.41,221,-7817.2841796875,221
60.4187,499.86,1110000,26.3507,1136.42,222,-7516.453125,222
57.975,822.09,1115000,24.4015,1431.64,223,-7054.732421875,223
53.7806,803.03,1120000,20.7476,1380.34,224,-6196.98095703125,224
53.8639,1280.3,1125000,21.5346,2167.58,225,-5878.67333984375,225
55.9992,1285.14,1130000,23.13,1807.09,226,-6657.67333984375,226
54.2043,1873.42,1135000,23.4031,2347.25,227,-5991.67236328125,227
56.2734,897.03,1140000,24.0194,1095.73,228,-6327.150390625,228
67.5349,246.4,1145000,35.5998,575.94,229,-8319.697265625,229
62.2499,617.72,1150000,28.6534,860.58,230,-7891.455078125,230
55.8777,977.66,1155000,22.2241,1157.71,231,-6609.90185546875,231
54.3696,1406.46,1160000,23.6426,1812.91,232,-6301.6474609375,232
52.8981,1824.4,1165000,23.0216,2060.69,233,-5191.7822265625,233
52.8613,1644.96,1170000,24.0583,2865.55,234,-5013.64501953125,234
52.4092,2188.82,1175000,28.5557,3008.01,235,-4384.8896484375,235
52.7258,2264.84,1180000,26.2478,2992.31,236,-4990.544921875,236
52.625,2253.05,1185000,22.8437,2646.96,237,-5502.87158203125,237
53.2689,1588.79,1190000,22.9492,2683.36,238,-6198.56396484375,238
51.6513,1864.87,1195000,23.989,2396.49,239,-5061.5107421875,239
54.9229,1076.62,1200000,23.6695,2028.11,240,-6240.81591796875,240
69.7636,169.67,1205000,30.4873,362.64,241,-9082.1689453125,241
67.5465,165.02,1210000,29.1336,626.47,242,-8967.9228515625,242
56.2528,815.5,1215000,24.2949,1346.4,243,-7247.13330078125,243
51.8529,844.14,1220000,20.3901,1112.56,244,-6383.97021484375,244
54.5232,904.38,1225000,21.4814,831.27,245,-7593.24951171875,245
56.011,910.75,1230000,21.8064,533.28,246,-7677.15283203125,246
63.2996,330.4,1235000,31.7632,588.4,247,-8947.9736328125,247
57.7185,581.08,1240000,21.5899,929.24,248,-7853.54345703125,248
50.6643,987.13,1245000,19.5832,2165.82,249,-5361.41748046875,249
52.8276,1802.76,1250000,19.0369,1913.26,250,-6301.19091796875,250
52.7957,975.98,1255000,18.4306,1586.19,251,-5915.6513671875,251
53.5995,1504.91,1260000,19.2096,1757.89,252,-6630.67041015625,252
49.6862,1338.6,1265000,20.9875,2321.54,253,-4209.9287109375,253
51.0244,1236.67,1270000,19.6668,1876.76,254,-6169.36572265625,254
60.2288,165.11,1275000,27.8501,329.74,255,-8461.79296875,255
54.628,631.08,1280000,21.0255,1603.66,256,-6894.97802734375,256
52.7275,1660.94,1285000,21.3625,2957.32,257,-6406.7041015625,257
50.3591,1365.44,1290000,20.5063,1933.93,258,-5695.7275390625,258
48.5325,893.72,1295000,18.7619,1655.23,259,-5943.33251953125,259
49.465,1041.68,1300000,18.6826,1764.78,260,-6126.32666015625,260
54.0025,1069.19,1305000,21.1618,1867.18,261,-7003.46630859375,261
51.0367,1374.63,1310000,21.51,2062.09,262,-5688.69287109375,262
50.8989,2584.82,1315000,24.5307,3078.3,263,-5364.84228515625,263
49.9049,1900.22,1320000,25.6482,3069.41,264,-4768.08251953125,264
49.2969,2100.09,1325000,23.1179,2603.37,265,-4621.88525390625,265
50.6123,1739.07,1330000,22.4619,2786.86,266,-5888.7119140625,266
54.7763,1179.66,1335000,22.3449,1417.99,267,-8394.5693359375,267
57.2173,888.44,1340000,23.1495,1109.69,268,-8803.16015625,268
63.7512,355.57,1345000,26.3754,696.3,269,-10036.1640625,269
52.0014,1981.05,1350000,23.0924,2392.73,270,-6115.21728515625,270
55.9263,1542.13,1355000,25.6246,2543.15,271,-8307.947265625,271
55.2727,1254.85,1360000,22.18,1857.49,272,-8568.548828125,272
49.1635,1535.25,1365000,20.2814,2475.19,273,-5876.4326171875,273
49.6908,1330.13,1370000,20.8215,1640.16,274,-5993.0927734375,274
46.828,2061.2,1375000,20.9952,2189.49,275,-4876.56787109375,275
49.0923,2155.9,1380000,23.1475,1908.61,276,-4346.56640625,276
49.9616,2033.94,1385000,25.0228,2475.79,277,-4552.73486328125,277
49.0888,2180.55,1390000,25.2911,2899.72,278,-4984.19970703125,278
48.0805,2046.04,1395000,21.944,2608.1,279,-4988.4794921875,279
52.3389,1800.54,1400000,21.2268,2708.02,280,-7379.04345703125,280
50.7058,2444.23,1405000,20.3005,2691.97,281,-7139.05712890625,281
50.1974,1660.97,1410000,22.2079,2509.68,282,-5829.28857421875,282
48.57,1926.04,1415000,21.5579,2810.88,283,-5420.3779296875,283
49.3772,1272.02,1420000,25.5168,2720.96,284,-4814.494140625,284
48.7811,1416.28,1425000,23.4268,2315.06,285,-5453.72314453125,285
49.5065,1957.61,1430000,20.8259,2503.11,286,-6213.6318359375,286
51.1595,1829.18,1435000,20.3624,1669.41,287,-6273.3701171875,287
49.687,1133.32,1440000,21.9525,1831.16,288,-5048.623046875,288
55.3274,977.57,1445000,22.1085,1541.26,289,-8994.9794921875,289
53.0142,767.6,1450000,19.5879,1552.61,290,-8014.87451171875,290
52.6813,1544.43,1455000,20.96,1618.38,291,-7878.19970703125,291
56.1388,835.07,1460000,23.2382,1384.19,292,-9406.626953125,292
52.0679,1075.83,1465000,19.9207,1968.98,293,-8452.26953125,293
52.7154,1223.79,1470000,20.69,1010.76,294,-8761.474609375,294
52.5991,863.39,1475000,20.8656,950.21,295,-8280.681640625,295
49.6172,1374.61,1480000,19.7552,2228.85,296,-6304.2861328125,296
50.1266,1689.09,1485000,19.5742,1558.16,297,-6466.31005859375,297
48.7666,1384.21,1490000,20.0688,1904.07,298,-6293.92724609375,298
49.4205,1846.14,1495000,18.8357,2406.87,299,-6907.466796875,299
49.8396,1716.78,1500000,19.5707,3046.99,300,-6958.8173828125,300
47.9911,2362.92,1505000,21.9251,1962.98,301,-5108.41455078125,301
50.6838,1494.15,1510000,19.7013,1933.95,302,-7816.02001953125,302
48.0228,1552.5,1515000,22.462,1961.51,303,-4742.962890625,303
53.0695,1491.12,1520000,19.734,2071.67,304,-8725.1357421875,304
46.9489,1745.14,1525000,17.6022,2547.97,305,-6589.9404296875,305
52.5857,1030.3,1530000,19.7295,1892.64,306,-9074.5791015625,306
47.9139,1799.44,1535000,16.922,2662.87,307,-6891.82763671875,307
48.5438,2099.15,1540000,19.6074,1935.12,308,-6644.63818359375,308
48.2038,1949.07,1545000,21.1592,3307.41,309,-5967.11083984375,309
49.2036,1440.94,1550000,17.5042,2855.85,310,-7721.958984375,310
47.8167,1878.5,1555000,18.1068,2509.09,311,-7582.4189453125,311
45.6577,2353.8,1560000,18.951,2754.53,312,-6137.66650390625,312
47.32,1860.45,1565000,18.971,3325.97,313,-7247.95751953125,313
48.6327,2230.26,1570000,20.2874,3657.64,314,-7350.09423828125,314
46.8093,2086.05,1575000,18.9381,3023.83,315,-5862.11328125,315
46.2547,1846.51,1580000,19.3868,3050.78,316,-5598.28466796875,316
46.7704,1815.79,1585000,17.3316,2879.79,317,-6237.9755859375,317
49.8203,1654.35,1590000,19.2918,3599.21,318,-8255.2861328125,318
47.083,2110.43,1595000,18.9154,3301.17,319,-5881.10546875,319
48.8361,1833.22,1600000,17.8667,2227.89,320,-7130.669921875,320
50.9349,1960.22,1605000,21.3981,2536.66,321,-7538.091796875,321
50.1364,1617.46,1610000,19.4625,2218.31,322,-7739.48388671875,322
48.3962,2225.23,1615000,21.5842,3146.22,323,-6638.904296875,323
50.9911,2157.2,1620000,18.9852,2831.71,324,-7862.06982421875,324
49.3658,2301.66,1625000,19.0219,3241.4,325,-7153.03955078125,325
52.0017,1942.07,1630000,19.5569,2830.99,326,-8274.8330078125,326
50.3597,1918.51,1635000,20.2353,3028.22,327,-7723.7294921875,327
50.4174,1780.86,1640000,17.9255,2272.45,328,-7879.05126953125,328
48.7298,2069.5,1645000,17.5185,2768.61,329,-6949.642578125,329
46.7012,2481.26,1650000,20.3057,3068.28,330,-5836.05029296875,330
47.1408,2267.82,1655000,20.6739,3403.82,331,-5052.453125,331
49.5969,2452.14,1660000,18.3965,2889.47,332,-7788.58935546875,332
47.7694,1755.48,1665000,17.1967,2212.98,333,-7070.74169921875,333
46.6329,1340.36,1670000,17.5487,2368.86,334,-6598.72216796875,334
46.4658,1422.43,1675000,17.3189,2235.94,335,-6775.81103515625,335
51.592,1374.47,1680000,19.3536,1811.48,336,-9398.56640625,336
50.6334,1528.07,1685000,18.4613,1842.13,337,-7633.30712890625,337
49.9625,1986.83,1690000,18.9879,2606.99,338,-7997.068359375,338
46.1999,1440.45,1695000,18.2179,2408.74,339,-5773.8544921875,339
46.3591,2029.73,1700000,19.5623,2628.82,340,-5637.42138671875,340
47.9517,1025.05,1705000,16.9413,1776.2,341,-7167.85888671875,341
47.2991,1722.47,1710000,16.49,2329.06,342,-7589.68017578125,342
46.0556,2117.46,1715000,18.969,2404.28,343,-5365.18798828125,343
48.7598,1060.88,1720000,18.7639,2689.33,344,-7376.68994140625,344
48.9175,2579.75,1725000,22.0497,3102.04,345,-5735.66259765625,345
51.9322,1510.66,1730000,18.9618,2129.85,346,-9089.0048828125,346
50.8736,1741.0,1735000,19.3152,2204.44,347,-8197.857421875,347
49.7701,1589.38,1740000,19.4824,2383.61,348,-7768.09912109375,348
49.8742,1609.59,1745000,20.879,2905.89,349,-7294.53125,349
49.6268,1961.15,1750000,19.8767,2147.78,350,-8303.451171875,350
48.6373,1376.84,1755000,21.0175,2379.16,351,-6462.32421875,351
49.0413,1672.95,1760000,19.016,2684.46,352,-6645.263671875,352
49.4483,2117.18,1765000,20.5239,2730.22,353,-6510.47314453125,353
49.4638,2236.78,1770000,19.5628,2937.81,354,-7271.419921875,354
48.8788,1692.59,1775000,19.7147,3144.54,355,-6903.1171875,355
51.0521,2453.54,1780000,21.4605,2944.85,356,-7604.826171875,356
49.5804,2207.58,1785000,19.5684,2519.62,357,-6778.8447265625,357
50.1538,1687.62,1790000,21.2596,2926.11,358,-6829.9072265625,358
50.217,2257.56,1795000,21.0321,3169.9,359,-7487.4580078125,359
50.3394,2466.4,1800000,25.7076,3176.29,360,-6169.0576171875,360
51.3122,2526.32,1805000,23.3317,3422.22,361,-7116.58837890625,361
50.7538,2631.3,1810000,22.5768,3489.97,362,-6557.03759765625,362
49.9968,2959.11,1815000,24.0146,3306.26,363,-5998.1865234375,363
50.4093,2547.22,1820000,22.6446,3641.49,364,-7031.458984375,364
51.9252,3096.1,1825000,23.8072,3864.18,365,-6522.14990234375,365
50.6348,2425.42,1830000,22.6091,3330.5,366,-6941.16259765625,366
48.9836,2759.67,1835000,21.9919,4015.45,367,-5770.3115234375,367
51.8076,2792.59,1840000,28.2032,3624.86,368,-5460.56982421875,368
51.2201,2656.6,1845000,23.8068,3541.94,369,-7468.3984375,369
50.9003,3115.11,1850000,28.0998,3425.71,370,-5581.6953125,370
49.9516,2661.31,1855000,25.0619,3102.39,371,-5567.89990234375,371
52.2115,3133.8,1860000,30.4932,3289.47,372,-5864.6923828125,372
50.2571,2498.25,1865000,22.4253,3034.09,373,-6721.86474609375,373
52.4059,3282.46,1870000,26.5566,4096.61,374,-6762.36376953125,374
50.6605,3216.01,1875000,29.2579,3925.15,375,-5212.95947265625,375
52.2747,3108.99,1880000,31.0679,3782.95,376,-6354.947265625,376
50.7482,2257.27,1885000,24.5632,3195.91,377,-6505.30224609375,377
50.4226,2528.78,1890000,24.2087,3433.95,378,-6761.9111328125,378
50.4924,2542.09,1895000,27.4895,2757.87,379,-5794.1572265625,379
51.9127,2812.15,1900000,27.4935,3664.81,380,-7015.79638671875,380
51.8758,3155.01,1905000,32.3233,3804.02,381,-6468.40087890625,381
54.1169,3401.62,1910000,34.9342,3086.01,382,-6125.24951171875,382
53.0944,2598.73,1915000,24.3791,3632.87,383,-8619.2783203125,383
51.4521,2656.34,1920000,27.2746,3798.39,384,-6501.24951171875,384
50.7244,3066.74,1925000,24.6476,3843.2,385,-6629.33642578125,385
51.3271,2727.93,1930000,25.6388,3055.67,386,-6079.63134765625,386
51.5715,2683.75,1935000,27.0288,3253.01,387,-5985.087890625,387
50.4011,3179.22,1940000,21.969,3561.36,388,-7378.4921875,388
52.1256,2290.26,1945000,25.6173,2861.21,389,-6399.6650390625,389
50.4409,2724.5,1950000,25.329,3391.26,390,-6239.61474609375,390
49.0733,2772.67,1955000,24.0346,3081.81,391,-6386.46142578125,391
50.4539,2848.95,1960000,25.4935,3448.84,392,-6659.27587890625,392
49.5324,2503.26,1965000,23.5105,3925.71,393,-6615.2685546875,393
50.8438,3108.54,1970000,29.2205,4116.32,394,-5866.38232421875,394
