Reward Loss,Running Env Steps,Running Reverse KL,Real Det Return,Running Forward KL,Itration,Running Update Time,Real Sto Return
131.35487365722656,0,12.9729,259.53,49.4427,0,0,263.98
54.546878814697266,5000,21.594,463.67,49.2766,1,1,302.56
85.83740997314453,10000,18.4953,372.96,49.6845,2,2,337.37
95.54273223876953,15000,15.5275,379.71,49.2792,3,3,350.22
-115.93981170654297,20000,48.0229,316.17,50.0887,4,4,327.2
34.05995559692383,25000,21.0374,365.89,49.4633,5,5,352.3
-74.8569564819336,30000,25.2885,401.44,49.9613,6,6,426.54
68.67974853515625,35000,13.0392,116.02,50.0597,7,7,392.13
42.52910614013672,40000,14.9187,527.65,48.9953,8,8,479.05
-54.7668342590332,45000,25.4181,667.21,48.316,9,9,631.92
-39.36731719970703,50000,17.7977,513.29,49.0844,10,10,467.89
-137.37643432617188,55000,39.7606,758.07,48.3915,11,11,681.19
-111.54653930664062,60000,26.3772,710.09,47.3921,12,12,755.43
-134.82058715820312,65000,28.3013,666.59,47.9402,13,13,632.55
-157.6710968017578,70000,23.301,643.92,48.5932,14,14,687.5
-101.6155014038086,75000,16.4045,697.52,47.2888,15,15,654.34
-172.95387268066406,80000,22.4554,674.29,47.764,16,16,596.42
-150.61557006835938,85000,20.9981,805.72,47.0452,17,17,879.36
-29.478342056274414,90000,14.7111,837.95,47.3083,18,18,950.87
-109.64545440673828,95000,20.7305,733.34,47.5578,19,19,744.73
-51.348880767822266,100000,15.7759,1978.19,46.8407,20,20,1245.95
-105.20015716552734,105000,22.1158,2255.01,47.829,21,21,1778.79
-102.05390930175781,110000,17.8331,1077.06,47.6992,22,22,978.75
-88.5738296508789,115000,14.8212,2305.97,46.4567,23,23,1544.24
-95.33041381835938,120000,17.1593,649.47,47.2772,24,24,802.85
-124.83538818359375,125000,15.0195,1353.12,46.5626,25,25,1511.29
-123.87369537353516,130000,15.883,851.17,45.9529,26,26,1062.73
-139.48385620117188,135000,18.1203,1554.76,46.7333,27,27,1369.69
-138.64520263671875,140000,17.3484,1504.05,46.557,28,28,1277.45
-141.9665069580078,145000,16.6356,932.35,46.1653,29,29,956.39
-172.4610595703125,150000,15.4524,1177.76,46.7519,30,30,1107.33
-150.1493682861328,155000,15.7136,898.27,45.9115,31,31,1202.82
-234.15016174316406,160000,23.1303,1249.23,47.8451,32,32,1048.28
-221.95797729492188,165000,19.7609,1234.85,46.5669,33,33,1020.97
-160.9569091796875,170000,17.735,745.75,46.4462,34,34,1025.36
-233.0314483642578,175000,24.7169,1381.31,46.9324,35,35,1025.99
-293.14422607421875,180000,28.9768,1095.43,47.4403,36,36,909.02
-231.31967163085938,185000,19.53,1098.54,46.1886,37,37,1143.95
-228.16188049316406,190000,17.4697,939.82,46.1368,38,38,933.19
-306.41741943359375,195000,21.4354,968.12,46.5248,39,39,974.72
-269.538818359375,200000,23.4819,1545.34,46.6237,40,40,1004.68
-283.6652526855469,205000,19.8098,1569.95,46.7533,41,41,1077.15
-290.29937744140625,210000,21.9729,1251.15,46.1693,42,42,1037.67
-249.05517578125,215000,18.9765,1436.44,45.8563,43,43,1234.33
-399.2045593261719,220000,40.1717,700.87,47.05,44,44,790.31
-325.2371520996094,225000,17.6541,1217.81,46.2793,45,45,1254.5
-248.00584411621094,230000,18.7635,2825.84,46.0499,46,46,1766.45
-345.2367858886719,235000,28.7065,1904.16,46.2269,47,47,1417.46
-317.670654296875,240000,17.2826,1045.06,46.3519,48,48,1199.86
-377.3591613769531,245000,16.6817,1918.64,46.3584,49,49,1294.57
-393.5755615234375,250000,27.4531,1132.73,46.6542,50,50,1228.68
-326.6664123535156,255000,15.3219,1709.18,47.0532,51,51,748.65
-412.77008056640625,260000,26.7828,1198.63,46.1917,52,52,1326.45
-364.86346435546875,265000,21.2043,3179.46,45.9444,53,53,2640.97
-424.6036376953125,270000,17.2798,3638.83,45.6179,54,54,1617.2
-335.2823181152344,275000,14.4193,2041.94,45.1831,55,55,1640.49
-405.15667724609375,280000,19.0043,1274.19,46.0963,56,56,1742.51
-405.65081787109375,285000,18.1494,1127.84,46.0447,57,57,1278.94
-438.2017822265625,290000,23.0674,2725.97,46.0749,58,58,1334.0
-424.8186950683594,295000,19.9836,1132.26,45.6008,59,59,1176.47
-392.4980773925781,300000,14.7102,1752.39,45.9013,60,60,1387.77
-351.99169921875,305000,16.4387,2957.06,45.3741,61,61,2025.01
-409.55364990234375,310000,14.879,1406.79,45.19,62,62,1352.72
-379.7942810058594,315000,16.5828,1737.59,45.9937,63,63,1260.03
-425.81585693359375,320000,18.2088,1412.48,45.5558,64,64,1527.92
-514.6204223632812,325000,27.2817,3216.34,45.4693,65,65,1537.4
-472.8497314453125,330000,30.1704,2455.44,45.9924,66,66,2004.66
-478.9731140136719,335000,24.5576,3264.48,45.7375,67,67,1697.43
-509.14520263671875,340000,15.3246,888.01,46.0913,68,68,1239.89
-528.8233642578125,345000,21.81,1431.24,46.1818,69,69,1322.74
-433.6324768066406,350000,19.0847,1928.32,46.0813,70,70,1587.47
-558.3562622070312,355000,24.3177,1937.84,45.8624,71,71,1363.39
-426.4337463378906,360000,19.1404,2360.84,46.3519,72,72,1945.55
-517.8099975585938,365000,23.3889,1283.39,46.1999,73,73,1810.22
-535.038818359375,370000,14.5184,1157.72,45.8113,74,74,1085.95
-509.0535888671875,375000,19.4138,2130.28,45.6902,75,75,1810.59
-498.22998046875,380000,22.7685,2174.94,45.8555,76,76,1969.52
-627.6151733398438,385000,24.6511,1303.59,46.0954,77,77,1112.27
-517.849853515625,390000,22.4928,3461.35,46.0552,78,78,2157.66
-579.331298828125,395000,33.1567,3573.1,46.1596,79,79,2112.74
-638.3775634765625,400000,18.919,2524.08,46.1532,80,80,1767.19
-642.6265869140625,405000,20.3543,1719.51,45.7816,81,81,1456.93
-648.3131713867188,410000,17.9058,1540.5,46.1325,82,82,1444.71
-629.4083251953125,415000,19.3639,1999.55,46.0153,83,83,1271.62
-796.2529907226562,420000,41.5872,1696.44,46.3194,84,84,978.39
-661.6405029296875,425000,21.5908,3570.57,45.6494,85,85,996.93
-644.5888671875,430000,17.4116,1076.66,45.9583,86,86,1362.09
-665.0681762695312,435000,17.8215,1880.62,45.7907,87,87,1524.54
-660.074462890625,440000,22.6079,2584.92,45.0954,88,88,1944.81
-713.5615844726562,445000,20.1418,1746.6,46.4742,89,89,1419.84
-682.896484375,450000,16.623,1786.25,45.729,90,90,1354.17
-659.874755859375,455000,15.9062,2013.05,45.6292,91,91,1613.3
-702.0568237304688,460000,15.9739,1926.68,45.6751,92,92,1483.52
-595.0540161132812,465000,28.836,3478.77,45.3133,93,93,2490.22
-777.6978149414062,470000,28.5158,2302.62,45.7093,94,94,1761.94
-716.0836181640625,475000,15.3032,2169.29,45.5542,95,95,1895.0
-798.9500122070312,480000,18.7195,1643.44,45.4226,96,96,1307.49
-656.719482421875,485000,17.3208,2438.56,45.5735,97,97,1870.15
-631.0108642578125,490000,17.9325,3072.98,45.6909,98,98,1985.04
-740.9199829101562,495000,18.9596,1443.1,45.8504,99,99,1678.59
-652.0691528320312,500000,18.6722,3513.04,45.855,100,100,2392.28
-684.7673950195312,505000,14.1871,2791.81,45.4003,101,101,1790.47
-523.1803588867188,510000,20.235,3579.28,45.8036,102,102,2311.94
-614.5093994140625,515000,15.7398,3275.09,45.1783,103,103,2578.88
-874.7308349609375,520000,15.9577,133.03,46.9444,104,104,455.13
-732.2822265625,525000,15.7257,2458.15,44.8157,105,105,1943.5
-657.372314453125,530000,18.3598,3480.72,45.2105,106,106,2228.16
-909.6572875976562,535000,20.5297,1659.38,45.9962,107,107,1650.84
-571.475830078125,540000,19.3038,3307.56,44.9941,108,108,2474.19
-712.127197265625,545000,16.6043,2860.45,45.9432,109,109,2224.2
-818.4224853515625,550000,18.9015,2506.86,46.0271,110,110,2023.78
-572.8970947265625,555000,19.0329,3852.59,44.6865,111,111,2631.92
-847.08544921875,560000,19.7562,2529.16,45.3084,112,112,1925.41
-510.6487731933594,565000,20.1111,3631.31,45.4877,113,113,3336.66
-806.0776977539062,570000,20.8979,3600.7,45.1808,114,114,2895.88
-812.838623046875,575000,20.7411,3158.99,45.1926,115,115,2816.28
